actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
427,PT04M01.00S,2024-11-10T05:15:22.4Z,3,REGULAR,substitution,in,[],1642419,,,1610612761,66,60,2024-11-10T05:16:03Z,4180000,False,,,0,,SUB in: J. Battle,[1642419],1610612761.0,TOR,,,,,,,,,,,Battle,J. Battle,,,,,,,,,,,,,,,,,,
428,PT03M52.00S,2024-11-10T05:16:17.4Z,3,REGULAR,3pt,Jump Shot,[],1642419,12.828515111695138,96.81372549019608,1610612761,66,60,2024-11-10T05:16:56Z,4190000,False,-234.0,68.0,1,left,MISS J. Battle 24' pullup 3PT,[1642419],1610612761.0,TOR,pullup,,,,,,Left Corner 3,24+ Left,24.38,Missed,Battle,J. Battle,,,,,,,,,,,,,,,,,,
429,PT03M50.00S,2024-11-10T05:16:19.4Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612761,66,60,2024-11-10T05:16:56Z,4200000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,Left Corner 3,24+ Left,,,,,428.0,,,,,,,,,,,,,,,,,
430,PT03M50.00S,2024-11-10T05:16:26.7Z,3,REGULAR,foul,personal,[],1627884,,,1610612761,66,60,2024-11-10T05:16:43Z,4210000,False,,,0,,D. Jones Jr. loose ball personal FOUL (4 PF),"[1627884, 1642367]",1610612746.0,LAC,loose ball,,,,,,Restricted Area,0-8 Center,,,Jones Jr.,D. Jones Jr.,,,,,1204.0,4.0,0.0,Mogbo,1642367.0,,,,,,,,,
432,PT03M39.00S,2024-11-10T05:16:57.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630558,5.338370565045992,56.127450980392155,1610612761,66,60,2024-11-10T05:17:39Z,4230000,False,-31.0,-2.0,1,left,MISS D. Mitchell driving Layup,[1630558],1610612761.0,TOR,driving,,,,,,Restricted Area,0-8 Center,3.07,Missed,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,
433,PT03M37.00S,2024-11-10T05:16:59.6Z,3,REGULAR,rebound,defensive,[],201587,,,1610612746,66,60,2024-11-10T05:17:39Z,4240000,False,,,0,,N. Batum REBOUND (Off:0 Def:1),[201587],1610612746.0,LAC,,,,,,,Restricted Area,0-8 Center,,,Batum,N. Batum,432.0,1.0,1.0,0.0,,,,,,,,,,,,,,
434,PT03M31.00S,2024-11-10T05:17:02.9Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629611,93.24901445466492,48.28431372549019,1610612746,68,60,2024-11-10T05:17:22Z,4250000,False,-9.0,11.0,1,right,T. Mann running Layup (2 PTS) (N. Batum 2 AST),"[1629611, 201587]",1610612746.0,LAC,running,,,,,,Restricted Area,0-8 Center,1.4,Made,Mann,T. Mann,,,,,,,,,,2.0,,,N. Batum,201587.0,2.0,,,
436,PT03M14.00S,2024-11-10T05:17:20.7Z,3,REGULAR,3pt,Jump Shot,[],1641711,18.478975032851512,4.411764705882353,1610612761,68,60,2024-11-10T05:18:22Z,4270000,False,228.0,121.0,1,left,MISS G. Dick 25' step back 3PT,[1641711],1610612761.0,TOR,step back,,,,,,Above the Break 3,24+ Right Center,25.81,Missed,Dick,G. Dick,,,,,,,,,,,,,,,,,,
437,PT03M12.00S,2024-11-10T05:17:22.7Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612761,68,60,2024-11-10T05:18:22Z,4280000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,Above the Break 3,24+ Right Center,,,,,436.0,,,,,,,,,,,,,,,,,
438,PT03M12.00S,2024-11-10T05:17:44.0Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629611,,,1610612761,68,60,2024-11-10T05:20:14Z,4290000,False,,,0,,T. Mann loose ball personal FOUL (3 PF) (Boucher 2 FT),"[1629611, 1628449]",1610612746.0,LAC,loose ball,,,,,,In The Paint (Non-RA),0-8 Center,,,Mann,T. Mann,,,,,202007.0,3.0,0.0,Boucher,1628449.0,,,,,,,,,
440,PT03M12.00S,2024-11-10T05:17:53.3Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1628449,,,1610612761,68,60,2024-11-10T05:17:53Z,4310000,False,,,0,,MISS C. Boucher Free Throw 1 of 2,[1628449],1610612761.0,TOR,,,,,,,,,,Missed,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,
441,PT03M12.00S,2024-11-10T05:17:53.3Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612761,68,60,2024-11-10T05:17:53Z,4320000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,440.0,,,,,,,,,,,,,,,,,
442,PT03M12.00S,2024-11-10T05:17:55.4Z,3,REGULAR,substitution,out,[],1627884,,,1610612761,68,60,2024-11-10T05:18:12Z,4330000,False,,,0,,SUB out: D. Jones Jr.,[1627884],1610612746.0,LAC,,,,,,,,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,
443,PT03M12.00S,2024-11-10T05:17:55.4Z,3,REGULAR,substitution,out,[],1641711,,,1610612761,68,60,2024-11-10T05:18:12Z,4340000,False,,,0,,SUB out: G. Dick,[1641711],1610612761.0,TOR,,,,,,,,,,,Dick,G. Dick,,,,,,,,,,,,,,,,,,
444,PT03M12.00S,2024-11-10T05:17:55.4Z,3,REGULAR,substitution,in,[],1629645,,,1610612761,68,60,2024-11-10T05:18:12Z,4350000,False,,,0,,SUB in: K. Porter Jr.,[1629645],1610612746.0,LAC,,,,,,,,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,
445,PT03M12.00S,2024-11-10T05:17:55.4Z,3,REGULAR,substitution,in,[],1629628,,,1610612761,68,60,2024-11-10T05:18:12Z,4360000,False,,,0,,SUB in: R. Barrett,[1629628],1610612761.0,TOR,,,,,,,,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,
446,PT03M12.00S,2024-11-10T05:18:13.7Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1628449,,,1610612761,68,61,2024-11-10T05:18:13Z,4370000,False,,,0,,C. Boucher Free Throw 2 of 2 (3 PTS),[1628449],1610612761.0,TOR,,,,,,,,,,Made,Boucher,C. Boucher,,,,,,,,,,3.0,,,,,,,,
447,PT03M06.00S,2024-11-10T05:18:19.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629611,92.59198423127464,51.71568627450981,1610612746,70,61,2024-11-10T05:18:23Z,4380000,False,9.0,17.0,1,right,T. Mann driving Layup (4 PTS),[1629611],1610612746.0,LAC,driving,,,,,,Restricted Area,0-8 Center,1.91,Made,Mann,T. Mann,,,,,,,,,,4.0,,,,,,,,
448,PT02M54.00S,2024-11-10T05:18:32.7Z,3,REGULAR,3pt,Jump Shot,[],1642419,22.026938239159,89.95098039215686,1610612761,70,61,2024-11-10T05:19:57Z,4390000,False,-200.0,155.0,1,left,MISS J. Battle 25' 3PT,[1642419],1610612761.0,TOR,,,,,,,Above the Break 3,24+ Left Center,25.26,Missed,Battle,J. Battle,,,,,,,,,,,,,,,,,,
449,PT02M52.00S,2024-11-10T05:18:34.7Z,3,REGULAR,rebound,defensive,[],1629599,,,1610612746,70,61,2024-11-10T05:19:57Z,4400000,False,,,0,,A. Coffey REBOUND (Off:0 Def:1),[1629599],1610612746.0,LAC,,,,,,,Above the Break 3,24+ Left Center,,,Coffey,A. Coffey,448.0,1.0,1.0,0.0,,,,,,,,,,,,,,
450,PT02M39.00S,2024-11-10T05:18:46.1Z,3,REGULAR,3pt,Jump Shot,[],201935,65.78515111695138,56.61764705882353,1610612746,70,61,2024-11-10T05:20:21Z,4410000,False,33.0,269.0,1,right,MISS J. Harden 27' step back 3PT,[201935],1610612746.0,LAC,step back,,,,,,Above the Break 3,24+ Center,27.11,Missed,Harden,J. Harden,,,,,,,,,,,,,,,,,,
451,PT02M36.00S,2024-11-10T05:18:49.1Z,3,REGULAR,rebound,defensive,[],1629628,,,1610612761,70,61,2024-11-10T05:18:50Z,4420000,False,,,0,,R. Barrett REBOUND (Off:0 Def:6),[1629628],1610612761.0,TOR,,,,,,,Above the Break 3,24+ Center,,,Barrett,R. Barrett,450.0,6.0,6.0,0.0,,,,,,,,,,,,,,
452,PT02M27.00S,2024-11-10T05:18:58.4Z,3,REGULAR,3pt,Jump Shot,[],1628449,8.886333771353483,2.450980392156863,1610612761,70,61,2024-11-10T05:20:47Z,4430000,False,238.0,31.0,1,left,MISS C. Boucher 3PT,[1628449],1610612761.0,TOR,,,,,,,Right Corner 3,24+ Right,23.97,Missed,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,
453,PT02M25.00S,2024-11-10T05:19:00.4Z,3,REGULAR,rebound,defensive,[],1629645,,,1610612746,70,61,2024-11-10T05:20:47Z,4440000,False,,,0,,K. Porter Jr. REBOUND (Off:0 Def:5),[1629645],1610612746.0,LAC,,,,,,,Right Corner 3,24+ Right,,,Porter Jr.,K. Porter Jr.,452.0,5.0,5.0,0.0,,,,,,,,,,,,,,
454,PT02M18.00S,2024-11-10T05:19:08.3Z,3,REGULAR,foul,personal,['2freethrow'],1642419,,,1610612746,70,61,2024-11-10T05:19:14Z,4450000,False,,,0,,J. Battle shooting personal FOUL (2 PF) (Porter Jr. 2 FT),"[1642419, 1629645]",1610612761.0,TOR,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,Battle,J. Battle,,,,,202007.0,2.0,0.0,Porter Jr.,1629645.0,,,,,,,,,
456,PT02M18.00S,2024-11-10T05:19:34.6Z,3,REGULAR,freethrow,1 of 2,[],1629645,,,1610612746,71,61,2024-11-10T05:19:34Z,4470000,False,,,0,,K. Porter Jr. Free Throw 1 of 2 (10 PTS),[1629645],1610612746.0,LAC,,,,,,,,,,Made,Porter Jr.,K. Porter Jr.,,,,,,,,,,10.0,,,,,,,,
457,PT02M18.00S,2024-11-10T05:19:35.9Z,3,REGULAR,substitution,out,[],1629611,,,1610612746,71,61,2024-11-10T05:19:50Z,4480000,False,,,0,,SUB out: T. Mann,[1629611],1610612746.0,LAC,,,,,,,,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,
458,PT02M18.00S,2024-11-10T05:19:35.9Z,3,REGULAR,substitution,out,[],1630558,,,1610612746,71,61,2024-11-10T05:19:50Z,4490000,False,,,0,,SUB out: D. Mitchell,[1630558],1610612761.0,TOR,,,,,,,,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,
459,PT02M18.00S,2024-11-10T05:19:35.9Z,3,REGULAR,substitution,in,[],1627739,,,1610612746,71,61,2024-11-10T05:19:50Z,4500000,False,,,0,,SUB in: K. Dunn,[1627739],1610612746.0,LAC,,,,,,,,,,,Dunn,K. Dunn,,,,,,,,,,,,,,,,,,
460,PT02M18.00S,2024-11-10T05:19:35.9Z,3,REGULAR,substitution,in,[],1630193,,,1610612746,71,61,2024-11-10T05:19:50Z,4510000,False,,,0,,SUB in: I. Quickley,[1630193],1610612761.0,TOR,,,,,,,,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,
461,PT02M18.00S,2024-11-10T05:19:55.2Z,3,REGULAR,freethrow,2 of 2,[],1629645,,,1610612746,72,61,2024-11-10T05:19:55Z,4520000,False,,,0,,K. Porter Jr. Free Throw 2 of 2 (11 PTS),[1629645],1610612746.0,LAC,,,,,,,,,,Made,Porter Jr.,K. Porter Jr.,,,,,,,,,,11.0,,,,,,,,
462,PT02M07.00S,2024-11-10T05:20:05.9Z,3,REGULAR,3pt,Jump Shot,[],1629628,20.844283837056505,10.294117647058822,1610612761,72,64,2024-11-10T05:20:16Z,4530000,False,199.0,143.0,1,left,R. Barrett 24' 3PT  (11 PTS) (I. Quickley 2 AST),"[1629628, 1630193]",1610612761.0,TOR,,,,,,,Above the Break 3,24+ Right Center,24.49,Made,Barrett,R. Barrett,,,,,,,,,,11.0,,,I. Quickley,1630193.0,2.0,,,
464,PT01M53.00S,2024-11-10T05:20:23.8Z,3,REGULAR,turnover,lost ball,[],1629645,,,1610612746,72,64,2024-11-10T05:21:32Z,4550000,False,,,0,,K. Porter Jr. lost ball TURNOVER (1 TO),"[1629645, 1642367]",1610612746.0,LAC,,,,,,,In The Paint (Non-RA),8-16 Center,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,1.0,Mogbo,1642367.0
465,PT01M53.00S,2024-11-10T05:20:23.8Z,3,REGULAR,steal,,[],1642367,,,1610612761,72,64,2024-11-10T05:20:26Z,4560000,False,,,0,,J. Mogbo STEAL (1 STL),[1642367],1610612761.0,TOR,,,,,,,In The Paint (Non-RA),8-16 Center,,,Mogbo,J. Mogbo,,,,,,,,,,,,,,,,,,
466,PT01M46.00S,2024-11-10T05:20:27.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628449,5.863994743758213,48.529411764705884,1610612761,72,66,2024-11-10T05:20:34Z,4570000,False,7.0,3.0,1,left,C. Boucher running Layup (5 PTS),[1628449],1610612761.0,TOR,running,,,,,,Restricted Area,0-8 Center,0.78,Made,Boucher,C. Boucher,,,,,,,,,,5.0,,,,,,,,
467,PT01M19.00S,2024-11-10T05:20:54.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629645,87.33574244415243,52.20588235294118,1610612746,74,66,2024-11-10T05:21:00Z,4580000,False,11.0,67.0,1,right,K. Porter Jr. 6' turnaround fadeaway Jump Shot (13 PTS),[1629645],1610612746.0,LAC,turnaround fadeaway,,,,,,In The Paint (Non-RA),0-8 Center,6.74,Made,Porter Jr.,K. Porter Jr.,,,,,,,,,,13.0,,,,,,,,
468,PT01M09.00S,2024-11-10T05:21:05.8Z,3,REGULAR,turnover,out-of-bounds,[],1629628,,,1610612761,74,66,2024-11-10T05:21:10Z,4590000,False,,,0,,R. Barrett bad pass out-of-bounds TURNOVER (4 TO),[1629628],1610612761.0,TOR,bad pass,,,,,,In The Paint (Non-RA),0-8 Center,,,Barrett,R. Barrett,,,,,202007.0,,,,,,,,,,,4.0,,
469,PT00M50.10S,2024-11-10T05:21:29.0Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",201587,87.59855453350855,42.64705882352941,1610612746,76,66,2024-11-10T05:21:31Z,4600000,False,-37.0,64.0,1,right,N. Batum 7' turnaround fadeaway Jump Shot (5 PTS) (K. Porter Jr. 4 AST),"[201587, 1629645]",1610612746.0,LAC,turnaround fadeaway,,,,,,In The Paint (Non-RA),0-8 Center,7.39,Made,Batum,N. Batum,,,,,,,,,,5.0,,,K. Porter Jr.,1629645.0,4.0,,,
471,PT00M36.40S,2024-11-10T05:21:45.4Z,3,REGULAR,3pt,Jump Shot,[],1630193,25.969119579500656,18.627450980392158,1610612761,76,66,2024-11-10T05:22:34Z,4620000,False,157.0,192.0,1,left,MISS I. Quickley 24' pullup 3PT,[1630193],1610612761.0,TOR,pullup,,,,,,Above the Break 3,24+ Right Center,24.76,Missed,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,
472,PT00M35.40S,2024-11-10T05:21:46.4Z,3,REGULAR,rebound,offensive,[],1642367,,,1610612761,76,66,2024-11-10T05:22:34Z,4630000,False,,,0,,J. Mogbo REBOUND (Off:1 Def:1),[1642367],1610612761.0,TOR,,,,,,,Above the Break 3,24+ Right Center,,,Mogbo,J. Mogbo,471.0,2.0,1.0,1.0,,,,,,,,,,,,,,
473,PT00M30.80S,2024-11-10T05:21:49.9Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630193,14.011169513797633,46.07843137254902,1610612761,76,68,2024-11-10T05:22:49Z,4640000,False,20.0,79.0,1,left,I. Quickley 8' driving floating Jump Shot (9 PTS) (J. Mogbo 3 AST),"[1630193, 1642367]",1610612761.0,TOR,driving floating,,,,,,In The Paint (Non-RA),8-16 Center,8.16,Made,Quickley,I. Quickley,,,,,,,,,,9.0,,,J. Mogbo,1642367.0,3.0,,,
475,PT00M10.90S,2024-11-10T05:22:12.5Z,3,REGULAR,3pt,Jump Shot,[],201935,69.85873850197109,78.18627450980392,1610612746,79,68,2024-11-10T05:22:17Z,4660000,False,141.0,231.0,1,right,J. Harden 27' 3PT step back (15 PTS),[201935],1610612746.0,LAC,step back,,,,,,Above the Break 3,24+ Right Center,27.04,Made,Harden,J. Harden,,,,,,,,,,15.0,,,,,,,,
476,PT00M06.70S,2024-11-10T05:22:24.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,5.995400788436268,46.32352941176471,1610612761,79,70,2024-11-10T05:22:29Z,4670000,False,18.0,4.0,1,left,R. Barrett driving Layup (13 PTS),[1629628],1610612761.0,TOR,driving,,,,,,Restricted Area,0-8 Center,1.88,Made,Barrett,R. Barrett,,,,,,,,,,13.0,,,,,,,,
477,PT00M06.70S,2024-11-10T05:22:28.1Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1629599,,,1610612761,79,70,2024-11-10T05:22:33Z,4680000,False,,,0,,A. Coffey shooting personal FOUL (1 PF) (Barrett 1 FT),"[1629599, 1629628]",1610612746.0,LAC,shooting,,,,,,Restricted Area,0-8 Center,,,Coffey,A. Coffey,,,,,2534.0,1.0,0.0,Barrett,1629628.0,,,,,,,,,
479,PT00M06.70S,2024-11-10T05:22:47.2Z,3,REGULAR,substitution,out,[],1642419,,,1610612761,79,70,2024-11-10T05:22:51Z,4700000,False,,,0,,SUB out: J. Battle,[1642419],1610612761.0,TOR,,,,,,,,,,,Battle,J. Battle,,,,,,,,,,,,,,,,,,
480,PT00M06.70S,2024-11-10T05:22:47.2Z,3,REGULAR,substitution,in,[],1630558,,,1610612761,79,70,2024-11-10T05:22:51Z,4710000,False,,,0,,SUB in: D. Mitchell,[1630558],1610612761.0,TOR,,,,,,,,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,
481,PT00M06.70S,2024-11-10T05:23:03.5Z,3,REGULAR,freethrow,1 of 1,[],1629628,,,1610612761,79,70,2024-11-10T05:23:03Z,4720000,False,,,0,,MISS R. Barrett Free Throw 1 of 1,[1629628],1610612761.0,TOR,,,,,,,,,,Missed,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,
482,PT00M04.70S,2024-11-10T05:23:05.5Z,3,REGULAR,rebound,defensive,[],201935,,,1610612746,79,70,2024-11-10T05:23:06Z,4730000,False,,,0,,J. Harden REBOUND (Off:0 Def:9),[201935],1610612746.0,LAC,,,,,,,,,,,Harden,J. Harden,481.0,9.0,9.0,0.0,,,,,,,,,,,,,,
483,PT00M03.40S,2024-11-10T05:23:10.3Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642367,,,1610612746,79,70,2024-11-10T05:23:21Z,4740000,False,,,0,,J. Mogbo personal FOUL (1 PF) (Harden 2 FT),"[1642367, 201935]",1610612761.0,TOR,,,,,,,Above the Break 3,24+ Right Center,,,Mogbo,J. Mogbo,,,,,202007.0,1.0,0.0,Harden,201935.0,,,,,,,,,
485,PT00M03.40S,2024-11-10T05:23:59.6Z,3,REGULAR,freethrow,1 of 2,[],201935,,,1610612746,80,70,2024-11-10T05:23:59Z,4760000,False,,,0,,J. Harden Free Throw 1 of 2 (16 PTS),[201935],1610612746.0,LAC,,,,,,,,,,Made,Harden,J. Harden,,,,,,,,,,16.0,,,,,,,,
486,PT00M03.40S,2024-11-10T05:24:00.7Z,3,REGULAR,substitution,out,[],1642367,,,1610612746,80,70,2024-11-10T05:24:16Z,4770000,False,,,0,,SUB out: J. Mogbo,[1642367],1610612761.0,TOR,,,,,,,,,,,Mogbo,J. Mogbo,,,,,,,,,,,,,,,,,,
487,PT00M03.40S,2024-11-10T05:24:00.7Z,3,REGULAR,substitution,out,[],1630558,,,1610612746,80,70,2024-11-10T05:24:16Z,4780000,False,,,0,,SUB out: D. Mitchell,[1630558],1610612761.0,TOR,,,,,,,,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,
488,PT00M03.40S,2024-11-10T05:24:00.7Z,3,REGULAR,substitution,in,[],1641711,,,1610612746,80,70,2024-11-10T05:24:16Z,4790000,False,,,0,,SUB in: G. Dick,[1641711],1610612761.0,TOR,,,,,,,,,,,Dick,G. Dick,,,,,,,,,,,,,,,,,,
489,PT00M03.40S,2024-11-10T05:24:00.7Z,3,REGULAR,substitution,in,[],1642419,,,1610612746,80,70,2024-11-10T05:24:16Z,4800000,False,,,0,,SUB in: J. Battle,[1642419],1610612761.0,TOR,,,,,,,,,,,Battle,J. Battle,,,,,,,,,,,,,,,,,,
490,PT00M03.40S,2024-11-10T05:24:29.2Z,3,REGULAR,freethrow,2 of 2,[],201935,,,1610612746,81,70,2024-11-10T05:24:29Z,4810000,False,,,0,,J. Harden Free Throw 2 of 2 (17 PTS),[201935],1610612746.0,LAC,,,,,,,,,,Made,Harden,J. Harden,,,,,,,,,,17.0,,,,,,,,
491,PT00M00.50S,2024-11-10T05:24:37.0Z,3,REGULAR,3pt,Jump Shot,[],1628449,41.080814717477004,29.901960784313726,1610612761,81,70,2024-11-10T05:25:05Z,4820000,False,100.0,334.0,1,left,MISS C. Boucher 34' floating 3PT,[1628449],1610612761.0,TOR,floating,,,,,,Above the Break 3,24+ Center,34.85,Missed,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,
492,PT00M00.10S,2024-11-10T05:24:37.4Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612761,81,70,2024-11-10T05:24:50Z,4830000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,Above the Break 3,24+ Center,,,,,491.0,,,,,,,,,,,,,,,,,
493,PT00M00.00S,2024-11-10T05:24:39.8Z,3,REGULAR,period,end,[],0,,,1610612761,81,70,2024-11-10T05:24:39Z,4840000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,PT12M00.00S,2024-11-10T05:27:06.2Z,4,REGULAR,substitution,out,['startperiod'],201935,,,1610612761,81,70,2024-11-10T05:27:21Z,4850000,False,,,0,,SUB out: J. Harden,[201935],1610612746.0,LAC,,,,,,,,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,
495,PT12M00.00S,2024-11-10T05:27:06.2Z,4,REGULAR,substitution,out,['startperiod'],1641711,,,1610612761,81,70,2024-11-10T05:27:21Z,4860000,False,,,0,,SUB out: G. Dick,[1641711],1610612761.0,TOR,,,,,,,,,,,Dick,G. Dick,,,,,,,,,,,,,,,,,,
496,PT12M00.00S,2024-11-10T05:27:06.2Z,4,REGULAR,substitution,in,['startperiod'],1627826,,,1610612761,81,70,2024-11-10T05:27:21Z,4870000,False,,,0,,SUB in: I. Zubac,[1627826],1610612746.0,LAC,,,,,,,,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,
497,PT12M00.00S,2024-11-10T05:27:06.2Z,4,REGULAR,substitution,in,['startperiod'],1627751,,,1610612761,81,70,2024-11-10T05:27:21Z,4880000,False,,,0,,SUB in: J. Pöltl,[1627751],1610612761.0,TOR,,,,,,,,,,,Pöltl,J. Pöltl,,,,,,,,,,,,,,,,,,
498,PT12M00.00S,2024-11-10T05:27:27.2Z,4,REGULAR,period,start,[],0,,,1610612746,81,70,2024-11-10T05:27:27Z,4890000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,PT11M42.00S,2024-11-10T05:27:46.1Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1627826,92.59198423127464,43.627450980392155,1610612746,81,70,2024-11-10T05:28:13Z,4900000,False,-32.0,17.0,1,right,MISS I. Zubac turnaround bank Hook,[1627826],1610612746.0,LAC,turnaround bank,,,,,,Restricted Area,0-8 Center,3.62,Missed,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,
500,PT11M40.00S,2024-11-10T05:27:48.1Z,4,REGULAR,rebound,defensive,[],1627751,,,1610612761,81,70,2024-11-10T05:28:08Z,4910000,False,,,0,,J. Pöltl REBOUND (Off:1 Def:9),[1627751],1610612761.0,TOR,,,,,,,Restricted Area,0-8 Center,,,Pöltl,J. Pöltl,499.0,10.0,9.0,1.0,,,,,,,,,,,,,,
501,PT11M33.00S,2024-11-10T05:27:53.0Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1630193,32.53942181340342,34.068627450980394,1610612761,81,73,2024-11-10T05:28:03Z,4920000,False,80.0,253.0,1,left,I. Quickley 26' 3PT running pullup (12 PTS),[1630193],1610612761.0,TOR,running pullup,,,,,,Above the Break 3,24+ Center,26.56,Made,Quickley,I. Quickley,,,,,,,,,,12.0,,,,,,,,
502,PT11M16.00S,2024-11-10T05:28:11.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629599,84.05059132720105,42.8921568627451,1610612746,81,73,2024-11-10T05:28:14Z,4930000,False,-36.0,97.0,1,right,MISS A. Coffey 10' driving floating Shot,[1629599],1610612746.0,LAC,driving floating,,,,,,In The Paint (Non-RA),8-16 Center,10.37,Missed,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,
503,PT11M13.00S,2024-11-10T05:28:12.6Z,4,REGULAR,rebound,defensive,[],1642419,,,1610612761,81,73,2024-11-10T05:28:12Z,4940000,False,,,0,,J. Battle REBOUND (Off:0 Def:1),[1642419],1610612761.0,TOR,,,,,,,In The Paint (Non-RA),8-16 Center,,,Battle,J. Battle,502.0,1.0,1.0,0.0,,,,,,,,,,,,,,
504,PT11M04.00S,2024-11-10T05:28:22.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628449,11.383048620236531,46.568627450980394,1610612761,81,75,2024-11-10T05:28:27Z,4950000,False,17.0,55.0,1,left,C. Boucher floating Jump Shot (7 PTS) (J. Battle 1 AST),"[1628449, 1642419]",1610612761.0,TOR,floating,,,,,,In The Paint (Non-RA),0-8 Center,5.71,Made,Boucher,C. Boucher,,,,,,,,,,7.0,,,J. Battle,1642419.0,1.0,,,
506,PT10M49.00S,2024-11-10T05:28:38.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629645,92.59198423127464,56.372549019607845,1610612746,81,75,2024-11-10T05:29:38Z,4970000,False,32.0,17.0,1,right,MISS K. Porter Jr. driving Layup,[1629645],1610612746.0,LAC,driving,,,,,,Restricted Area,0-8 Center,3.62,Missed,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,
507,PT10M47.00S,2024-11-10T05:28:40.5Z,4,REGULAR,rebound,defensive,[],1642419,,,1610612761,81,75,2024-11-10T05:29:38Z,4980000,False,,,0,,J. Battle REBOUND (Off:0 Def:2),[1642419],1610612761.0,TOR,,,,,,,Restricted Area,0-8 Center,,,Battle,J. Battle,506.0,2.0,2.0,0.0,,,,,,,,,,,,,,
508,PT10M42.00S,2024-11-10T05:28:44.4Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1630193,28.203022339027594,72.54901960784314,1610612761,81,75,2024-11-10T05:28:51Z,4990000,False,-113.0,213.0,1,left,MISS I. Quickley 24' running pullup 3PT,[1630193],1610612761.0,TOR,running pullup,,,,,,Above the Break 3,24+ Left Center,24.06,Missed,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,
