actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
169,PT11M34.00S,2024-11-10T04:13:38.9Z,2,REGULAR,rebound,offensive,[],1628449,,,1610612761,28,22,2024-11-10T04:14:21Z,1640000,False,,,0,,C. Boucher REBOUND (Off:2 Def:1),[1628449],1610612761.0,TOR,,,,,,,Restricted Area,0-8 Center,,,Boucher,C. Boucher,168.0,3.0,1.0,2.0,,,,,,,,,,,,,,
170,PT11M33.00S,2024-11-10T04:13:40.2Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1628449,94.40999984741211,50.0,1610612761,28,24,2024-11-10T04:14:30Z,1650000,False,0.0,0.0,1,right,C. Boucher putback Layup (2 PTS),[1628449],1610612761.0,TOR,putback,,,,,,Restricted Area,0-8 Center,0.0,Made,Boucher,C. Boucher,,,,,,,,,,2.0,,,,,,,,
172,PT11M14.00S,2024-11-10T04:14:13.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629645,17.559132720105126,48.529411764705884,1610612746,30,24,2024-11-10T04:14:17Z,1670000,False,7.0,113.0,1,left,K. Porter Jr. 11' fadeaway Jump Shot (2 PTS),[1629645],1610612746.0,LAC,fadeaway,,,,,,In The Paint (Non-RA),8-16 Center,11.28,Made,Porter Jr.,K. Porter Jr.,,,,,,,,,,2.0,,,,,,,,
173,PT10M58.00S,2024-11-10T04:14:29.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627751,84.97043363994744,52.20588235294118,1610612761,30,24,2024-11-10T04:14:34Z,1680000,False,11.0,89.0,1,right,MISS J. Pöltl 8' floating Shot,[1627751],1610612761.0,TOR,floating,,,,,,In The Paint (Non-RA),8-16 Center,8.95,Missed,Pöltl,J. Pöltl,,,,,,,,,,,,,,,,,,
174,PT10M56.00S,2024-11-10T04:14:31.0Z,2,REGULAR,rebound,defensive,[],1627826,,,1610612746,30,24,2024-11-10T04:14:34Z,1690000,False,,,0,,I. Zubac REBOUND (Off:1 Def:3),[1627826],1610612746.0,LAC,,,,,,,In The Paint (Non-RA),8-16 Center,,,Zubac,I. Zubac,173.0,4.0,3.0,1.0,,,,,,,,,,,,,,
175,PT10M51.00S,2024-11-10T04:14:36.4Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629599,28.465834428383708,72.54901960784314,1610612746,30,24,2024-11-10T04:15:31Z,1700000,False,-113.0,215.0,1,left,MISS A. Coffey 24' running pullup 3PT,[1629599],1610612746.0,LAC,running pullup,,,,,,Above the Break 3,24+ Left Center,24.28,Missed,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,
176,PT10M48.00S,2024-11-10T04:14:39.4Z,2,REGULAR,rebound,defensive,[],1630193,,,1610612761,30,24,2024-11-10T04:14:43Z,1710000,False,,,0,,I. Quickley REBOUND (Off:0 Def:1),[1630193],1610612761.0,TOR,,,,,,,Above the Break 3,24+ Left Center,,,Quickley,I. Quickley,175.0,1.0,1.0,0.0,,,,,,,,,,,,,,
177,PT10M31.00S,2024-11-10T04:14:57.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,93.51182654402102,55.63725490196079,1610612761,30,26,2024-11-10T04:15:03Z,1720000,False,28.0,8.0,1,right,R. Barrett driving Layup (4 PTS) (J. Pöltl 1 AST),"[1629628, 1627751]",1610612761.0,TOR,driving,,,,,,Restricted Area,0-8 Center,2.95,Made,Barrett,R. Barrett,,,,,,,,,,4.0,,,J. Pöltl,1627751.0,1.0,,,
178,PT10M10.00S,2024-11-10T04:15:17.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629645,14.273981603153747,49.26470588235294,1610612746,30,26,2024-11-10T04:15:22Z,1730000,False,4.0,82.0,1,left,MISS K. Porter Jr. 8' fadeaway Shot,[1629645],1610612746.0,LAC,fadeaway,,,,,,In The Paint (Non-RA),8-16 Center,8.18,Missed,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,
179,PT10M07.00S,2024-11-10T04:15:20.2Z,2,REGULAR,rebound,defensive,[],1629628,,,1610612761,30,26,2024-11-10T04:15:22Z,1740000,False,,,0,,R. Barrett REBOUND (Off:0 Def:3),[1629628],1610612761.0,TOR,,,,,,,In The Paint (Non-RA),8-16 Center,,,Barrett,R. Barrett,178.0,3.0,3.0,0.0,,,,,,,,,,,,,,
180,PT10M00.00S,2024-11-10T04:15:27.4Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629628,93.24901445466492,54.41176470588235,1610612761,30,28,2024-11-10T04:16:53Z,1750000,False,22.0,11.0,1,right,R. Barrett running Layup (6 PTS),[1629628],1610612761.0,TOR,running,,,,,,Restricted Area,0-8 Center,2.47,Made,Barrett,R. Barrett,,,,,,,,,,6.0,,,,,,,,
181,PT09M50.00S,2024-11-10T04:15:40.6Z,2,REGULAR,foul,offensive,[],1627739,,,1610612746,30,28,2024-11-10T04:15:47Z,1760000,False,,,0,,K. Dunn offensive FOUL (1 PF),"[1627739, 1642347]",1610612746.0,LAC,,,,,,,Above the Break 3,24+ Center,,,Dunn,K. Dunn,,,,,1204.0,1.0,0.0,Shead,1642347.0,,,,,,,,,
183,PT09M50.00S,2024-11-10T04:15:40.6Z,2,REGULAR,turnover,offensive foul,[],1627739,,,1610612746,30,28,2024-11-10T04:15:40Z,1780000,False,,,0,,K. Dunn offensive foul TURNOVER (1 TO),[1627739],1610612746.0,LAC,,,,,,,Above the Break 3,24+ Center,,,Dunn,K. Dunn,,,,,1204.0,,,,,,,,,,,1.0,,
184,PT09M50.00S,2024-11-10T04:15:47.9Z,2,REGULAR,substitution,out,[],1627739,,,1610612761,30,28,2024-11-10T04:16:00Z,1790000,False,,,0,,SUB out: K. Dunn,[1627739],1610612746.0,LAC,,,,,,,,,,,Dunn,K. Dunn,,,,,,,,,,,,,,,,,,
185,PT09M50.00S,2024-11-10T04:15:47.9Z,2,REGULAR,substitution,out,[],1628449,,,1610612761,30,28,2024-11-10T04:16:00Z,1800000,False,,,0,,SUB out: C. Boucher,[1628449],1610612761.0,TOR,,,,,,,,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,
186,PT09M50.00S,2024-11-10T04:15:47.9Z,2,REGULAR,substitution,in,[],1626181,,,1610612761,30,28,2024-11-10T04:16:00Z,1810000,False,,,0,,SUB in: N. Powell,[1626181],1610612746.0,LAC,,,,,,,,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,
187,PT09M50.00S,2024-11-10T04:15:47.9Z,2,REGULAR,substitution,in,[],1630534,,,1610612761,30,28,2024-11-10T04:16:00Z,1820000,False,,,0,,SUB in: O. Agbaji,[1630534],1610612761.0,TOR,,,,,,,,,,,Agbaji,O. Agbaji,,,,,,,,,,,,,,,,,,
188,PT09M31.00S,2024-11-10T04:16:17.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627751,93.24901445466492,46.568627450980394,1610612761,30,28,2024-11-10T04:16:20Z,1830000,False,-17.0,11.0,1,right,MISS J. Pöltl driving Layup,[1627751],1610612761.0,TOR,driving,,,,,,Restricted Area,0-8 Center,2.04,Missed,Pöltl,J. Pöltl,,,,,,,,,,,,,,,,,,
189,PT09M29.00S,2024-11-10T04:16:19.6Z,2,REGULAR,rebound,defensive,[],1627826,,,1610612746,30,28,2024-11-10T04:16:20Z,1840000,False,,,0,,I. Zubac REBOUND (Off:1 Def:4),[1627826],1610612746.0,LAC,,,,,,,Restricted Area,0-8 Center,,,Zubac,I. Zubac,188.0,5.0,4.0,1.0,,,,,,,,,,,,,,
190,PT09M25.00S,2024-11-10T04:16:26.3Z,2,REGULAR,foul,personal,['2freethrow'],1642347,,,1610612746,30,28,2024-11-10T04:16:40Z,1850000,False,,,0,,J. Shead shooting personal FOUL (1 PF) (Porter Jr. 2 FT),"[1642347, 1629645]",1610612761.0,TOR,shooting,,,,,,Restricted Area,0-8 Center,,,Shead,J. Shead,,,,,202007.0,1.0,0.0,Porter Jr.,1629645.0,,,,,,,,,
192,PT09M25.00S,2024-11-10T04:16:50.9Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1629645,,,1610612746,31,28,2024-11-10T04:17:12Z,1870000,False,,,0,,K. Porter Jr. Free Throw 1 of 2 (3 PTS),[1629645],1610612746.0,LAC,,,,,,,,,,Made,Porter Jr.,K. Porter Jr.,,,,,,,,,,3.0,,,,,,,,
193,PT09M25.00S,2024-11-10T04:16:50.9Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1629645,,,1610612746,31,28,2024-11-10T04:17:12Z,1880000,False,,,0,,MISS K. Porter Jr. Free Throw 2 of 2,[1629645],1610612746.0,LAC,,,,,,,,,,Missed,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,
194,PT09M22.00S,2024-11-10T04:16:53.9Z,2,REGULAR,rebound,defensive,[],1630193,,,1610612761,31,28,2024-11-10T04:17:12Z,1890000,False,,,0,,I. Quickley REBOUND (Off:0 Def:2),[1630193],1610612761.0,TOR,,,,,,,,,,,Quickley,I. Quickley,193.0,2.0,2.0,0.0,,,,,,,,,,,,,,
195,PT09M14.00S,2024-11-10T04:17:22.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627751,91.01511169513797,55.14705882352941,1610612761,31,28,2024-11-10T04:18:12Z,1900000,False,26.0,32.0,1,right,MISS J. Pöltl driving Layup - blocked,"[1627751, 1627826]",1610612761.0,TOR,driving,,,,,,Restricted Area,0-8 Center,4.1,Missed,Pöltl,J. Pöltl,,,,,,,,,,,Zubac,1627826.0,,,,,,
196,PT09M14.00S,2024-11-10T04:17:22.7Z,2,REGULAR,block,,[],1627826,,,1610612761,31,28,2024-11-10T04:17:24Z,1910000,False,,,0,,I. Zubac BLOCK (1 BLK),[1627826],1610612746.0,LAC,,,,,,,Restricted Area,0-8 Center,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,
197,PT09M12.00S,2024-11-10T04:17:24.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612761,31,28,2024-11-10T04:18:12Z,1920000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,Restricted Area,0-8 Center,,,,,195.0,,,,,,,,,,,,,,,,,
199,PT09M03.00S,2024-11-10T04:17:46.9Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1642347,67.36202365308804,59.068627450980394,1610612761,31,28,2024-11-10T04:18:48Z,1940000,False,45.0,254.0,1,right,MISS J. Shead 25' pullup bank 3PT,[1642347],1610612761.0,TOR,pullup bank,,,,,,Above the Break 3,24+ Center,25.83,Missed,Shead,J. Shead,,,,,,,,,,,,,,,,,,
200,PT09M01.00S,2024-11-10T04:17:48.9Z,2,REGULAR,rebound,defensive,[],1629645,,,1610612746,31,28,2024-11-10T04:17:51Z,1950000,False,,,0,,K. Porter Jr. REBOUND (Off:0 Def:1),[1629645],1610612746.0,LAC,,,,,,,Above the Break 3,24+ Center,,,Porter Jr.,K. Porter Jr.,199.0,1.0,1.0,0.0,,,,,,,,,,,,,,
202,PT08M54.00S,2024-11-10T04:17:59.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629599,17.821944809461236,63.23529411764706,1610612746,31,28,2024-11-10T04:19:24Z,1970000,False,-66.0,115.0,1,left,MISS A. Coffey 13' pullup Shot,[1629599],1610612746.0,LAC,pullup,,,,,,In The Paint (Non-RA),8-16 Center,13.27,Missed,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,
203,PT08M53.00S,2024-11-10T04:18:00.0Z,2,REGULAR,rebound,offensive,[],1627826,,,1610612746,31,28,2024-11-10T04:19:24Z,1980000,False,,,0,,I. Zubac REBOUND (Off:2 Def:4),[1627826],1610612746.0,LAC,,,,,,,In The Paint (Non-RA),8-16 Center,,,Zubac,I. Zubac,202.0,6.0,4.0,2.0,,,,,,,,,,,,,,
204,PT08M52.00S,2024-11-10T04:18:05.5Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1627826,5.590000152587891,50.0,1610612746,33,28,2024-11-10T04:19:30Z,1990000,False,0.0,0.0,1,left,I. Zubac tip Layup (8 PTS),[1627826],1610612746.0,LAC,tip,,,,,,Restricted Area,0-8 Center,0.0,Made,Zubac,I. Zubac,,,,,,,,,,8.0,,,,,,,,
205,PT08M37.00S,2024-11-10T04:18:12.7Z,2,REGULAR,3pt,Jump Shot,[],1630193,65.91655716162943,50.98039215686274,1610612761,33,31,2024-11-10T04:18:18Z,2000000,False,5.0,268.0,1,right,I. Quickley 26' 3PT  (5 PTS) (J. Pöltl 2 AST),"[1630193, 1627751]",1610612761.0,TOR,,,,,,,Above the Break 3,24+ Center,26.79,Made,Quickley,I. Quickley,,,,,,,,,,5.0,,,J. Pöltl,1627751.0,2.0,,,
207,PT08M30.00S,2024-11-10T04:18:25.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,33,31,2024-11-10T04:18:25Z,2020000,False,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT08M21.00S,2024-11-10T04:21:27.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626181,7.703679369250986,46.32352941176471,1610612746,33,31,2024-11-10T04:21:51Z,2030000,False,18.0,20.0,1,left,MISS N. Powell cutting Layup - blocked,"[1626181, 1627751]",1610612746.0,LAC,cutting,,,,,,Restricted Area,0-8 Center,2.71,Missed,Powell,N. Powell,,,,,,,,,,,Pöltl,1627751.0,,,,,,
210,PT08M21.00S,2024-11-10T04:21:27.0Z,2,REGULAR,block,,[],1627751,,,1610612746,33,31,2024-11-10T04:21:29Z,2040000,False,,,0,,J. Pöltl BLOCK (1 BLK),[1627751],1610612761.0,TOR,,,,,,,Restricted Area,0-8 Center,,,Pöltl,J. Pöltl,,,,,,,,,,,,,,,,,,
211,PT08M20.00S,2024-11-10T04:21:28.0Z,2,REGULAR,rebound,defensive,[],1629628,,,1610612761,33,31,2024-11-10T04:21:51Z,2050000,False,,,0,,R. Barrett REBOUND (Off:0 Def:4),[1629628],1610612761.0,TOR,,,,,,,Restricted Area,0-8 Center,,,Barrett,R. Barrett,209.0,4.0,4.0,0.0,,,,,,,,,,,,,,
212,PT08M04.00S,2024-11-10T04:21:41.9Z,2,REGULAR,3pt,Jump Shot,[],1630193,71.69842312746385,80.88235294117648,1610612761,33,31,2024-11-10T04:21:49Z,2060000,False,154.0,214.0,1,right,MISS I. Quickley 26' pullup 3PT,[1630193],1610612761.0,TOR,pullup,,,,,,Above the Break 3,24+ Right Center,26.35,Missed,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,
213,PT08M02.00S,2024-11-10T04:21:43.9Z,2,REGULAR,rebound,defensive,[],1629645,,,1610612746,33,31,2024-11-10T04:22:23Z,2070000,False,,,0,,K. Porter Jr. REBOUND (Off:0 Def:2),[1629645],1610612746.0,LAC,,,,,,,Above the Break 3,24+ Right Center,,,Porter Jr.,K. Porter Jr.,212.0,2.0,2.0,0.0,,,,,,,,,,,,,,
214,PT07M51.00S,2024-11-10T04:21:55.5Z,2,REGULAR,3pt,Jump Shot,[],201587,10.85742444152431,2.450980392156863,1610612746,36,31,2024-11-10T04:22:00Z,2080000,False,238.0,50.0,1,left,N. Batum 24' 3PT  (3 PTS) (N. Powell 1 AST),"[201587, 1626181]",1610612746.0,LAC,,,,,,,Right Corner 3,24+ Right,24.28,Made,Batum,N. Batum,,,,,,,,,,3.0,,,N. Powell,1626181.0,1.0,,,
216,PT07M38.00S,2024-11-10T04:22:09.9Z,2,REGULAR,3pt,Jump Shot,[],1629628,67.88764783180025,26.47058823529412,1610612761,36,31,2024-11-10T04:22:59Z,2100000,False,-118.0,249.0,1,right,MISS R. Barrett 27' 3PT,[1629628],1610612761.0,TOR,,,,,,,Above the Break 3,24+ Left Center,27.57,Missed,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,
217,PT07M36.00S,2024-11-10T04:22:11.9Z,2,REGULAR,rebound,defensive,[],1627826,,,1610612746,36,31,2024-11-10T04:22:59Z,2110000,False,,,0,,I. Zubac REBOUND (Off:2 Def:5),[1627826],1610612746.0,LAC,,,,,,,Above the Break 3,24+ Left Center,,,Zubac,I. Zubac,216.0,7.0,5.0,2.0,,,,,,,,,,,,,,
218,PT07M15.00S,2024-11-10T04:22:30.9Z,2,REGULAR,3pt,Jump Shot,[],1629645,31.225361366622867,48.529411764705884,1610612746,39,31,2024-11-10T04:22:36Z,2120000,False,7.0,241.0,1,left,K. Porter Jr. 24' 3PT  (6 PTS) (N. Batum 1 AST),"[1629645, 201587]",1610612746.0,LAC,,,,,,,Above the Break 3,24+ Center,24.11,Made,Porter Jr.,K. Porter Jr.,,,,,,,,,,6.0,,,N. Batum,201587.0,1.0,,,
220,PT07M02.00S,2024-11-10T04:22:46.8Z,2,REGULAR,turnover,out-of-bounds,[],1629628,,,1610612761,39,31,2024-11-10T04:22:56Z,2140000,False,,,0,,R. Barrett bad pass out-of-bounds TURNOVER (2 TO),[1629628],1610612761.0,TOR,bad pass,,,,,,Right Corner 3,24+ Right,,,Barrett,R. Barrett,,,,,202007.0,,,,,,,,,,,2.0,,
221,PT07M02.00S,2024-11-10T04:22:52.6Z,2,REGULAR,substitution,out,[],1629628,,,1610612746,39,31,2024-11-10T04:23:03Z,2150000,False,,,0,,SUB out: R. Barrett,[1629628],1610612761.0,TOR,,,,,,,,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,
222,PT07M02.00S,2024-11-10T04:22:52.6Z,2,REGULAR,substitution,in,[],1641711,,,1610612746,39,31,2024-11-10T04:23:03Z,2160000,False,,,0,,SUB in: G. Dick,[1641711],1610612761.0,TOR,,,,,,,,,,,Dick,G. Dick,,,,,,,,,,,,,,,,,,
223,PT06M40.00S,2024-11-10T04:23:27.5Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629645,31.35676741130092,50.0,1610612746,42,31,2024-11-10T04:23:38Z,2170000,False,0.0,242.0,1,left,K. Porter Jr. 24' 3PT pullup (9 PTS),[1629645],1610612746.0,LAC,pullup,,,,,,Above the Break 3,24+ Center,24.23,Made,Porter Jr.,K. Porter Jr.,,,,,,,,,,9.0,,,,,,,,
224,PT06M37.00S,2024-11-10T04:23:40.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,42,31,2024-11-10T04:23:40Z,2180000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT06M37.00S,2024-11-10T04:25:46.2Z,2,REGULAR,substitution,out,[],1630193,,,1610612761,42,31,2024-11-10T04:26:20Z,2190000,False,,,0,,SUB out: I. Quickley,[1630193],1610612761.0,TOR,,,,,,,,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,
226,PT06M37.00S,2024-11-10T04:25:46.2Z,2,REGULAR,substitution,out,[],1642347,,,1610612761,42,31,2024-11-10T04:26:20Z,2200000,False,,,0,,SUB out: J. Shead,[1642347],1610612761.0,TOR,,,,,,,,,,,Shead,J. Shead,,,,,,,,,,,,,,,,,,
227,PT06M37.00S,2024-11-10T04:25:46.2Z,2,REGULAR,substitution,in,[],1642419,,,1610612761,42,31,2024-11-10T04:26:20Z,2210000,False,,,0,,SUB in: J. Battle,[1642419],1610612761.0,TOR,,,,,,,,,,,Battle,J. Battle,,,,,,,,,,,,,,,,,,
228,PT06M37.00S,2024-11-10T04:25:46.2Z,2,REGULAR,substitution,in,[],1630558,,,1610612761,42,31,2024-11-10T04:26:20Z,2220000,False,,,0,,SUB in: D. Mitchell,[1630558],1610612761.0,TOR,,,,,,,,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,
229,PT06M17.00S,2024-11-10T04:26:43.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641711,92.59198423127464,62.5,1610612761,42,31,2024-11-10T04:27:35Z,2230000,False,62.0,17.0,1,right,MISS G. Dick 6' driving Layup,[1641711],1610612761.0,TOR,driving,,,,,,In The Paint (Non-RA),0-8 Center,6.48,Missed,Dick,G. Dick,,,,,,,,,,,,,,,,,,
230,PT06M15.00S,2024-11-10T04:26:45.8Z,2,REGULAR,rebound,defensive,[],1629645,,,1610612746,42,31,2024-11-10T04:27:35Z,2240000,False,,,0,,K. Porter Jr. REBOUND (Off:0 Def:3),[1629645],1610612746.0,LAC,,,,,,,In The Paint (Non-RA),0-8 Center,,,Porter Jr.,K. Porter Jr.,229.0,3.0,3.0,0.0,,,,,,,,,,,,,,
231,PT06M09.00S,2024-11-10T04:26:50.0Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629599,8.754927726675426,2.2058823529411766,1610612746,45,31,2024-11-10T04:27:01Z,2250000,False,239.0,30.0,1,left,A. Coffey 24' 3PT running (5 PTS) (N. Powell 2 AST),"[1629599, 1626181]",1610612746.0,LAC,running,,,,,,Right Corner 3,24+ Right,24.09,Made,Coffey,A. Coffey,,,,,,,,,,5.0,,,N. Powell,1626181.0,2.0,,,
234,PT05M49.00S,2024-11-10T04:27:28.8Z,2,REGULAR,3pt,Jump Shot,[],1642419,91.27792378449409,4.166666666666666,1610612761,45,34,2024-11-10T04:27:33Z,2280000,False,-229.0,29.0,1,right,J. Battle 3PT  (3 PTS) (O. Agbaji 1 AST),"[1642419, 1630534]",1610612761.0,TOR,,,,,,,Left Corner 3,24+ Left,23.11,Made,Battle,J. Battle,,,,,,,,,,3.0,,,O. Agbaji,1630534.0,1.0,,,
236,PT05M32.00S,2024-11-10T04:27:46.3Z,2,REGULAR,3pt,Jump Shot,[],201587,28.728646517739815,72.54901960784314,1610612746,45,34,2024-11-10T04:28:31Z,2300000,False,-113.0,218.0,1,left,MISS N. Batum 24' 3PT,[201587],1610612746.0,LAC,,,,,,,Above the Break 3,24+ Left Center,24.5,Missed,Batum,N. Batum,,,,,,,,,,,,,,,,,,
237,PT05M29.00S,2024-11-10T04:27:49.3Z,2,REGULAR,rebound,defensive,[],1630534,,,1610612761,45,34,2024-11-10T04:28:31Z,2310000,False,,,0,,O. Agbaji REBOUND (Off:2 Def:2),[1630534],1610612761.0,TOR,,,,,,,Above the Break 3,24+ Left Center,,,Agbaji,O. Agbaji,236.0,4.0,2.0,2.0,,,,,,,,,,,,,,
238,PT05M14.00S,2024-11-10T04:28:04.4Z,2,REGULAR,3pt,Jump Shot,[],1641711,67.7562417871222,25.735294117647058,1610612761,45,37,2024-11-10T04:28:09Z,2320000,False,-121.0,251.0,1,right,G. Dick 27' 3PT step back (8 PTS) (O. Agbaji 2 AST),"[1641711, 1630534]",1610612761.0,TOR,step back,,,,,,Above the Break 3,24+ Left Center,27.84,Made,Dick,G. Dick,,,,,,,,,,8.0,,,O. Agbaji,1630534.0,2.0,,,
240,PT04M58.00S,2024-11-10T04:28:20.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629645,15.719448094612352,49.754901960784316,1610612746,45,37,2024-11-10T04:28:24Z,2340000,False,1.0,95.0,1,left,MISS K. Porter Jr. 9' pullup Shot,[1629645],1610612746.0,LAC,pullup,,,,,,In The Paint (Non-RA),8-16 Center,9.53,Missed,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,
241,PT04M55.00S,2024-11-10T04:28:23.2Z,2,REGULAR,rebound,defensive,[],1627751,,,1610612761,45,37,2024-11-10T04:28:24Z,2350000,False,,,0,,J. Pöltl REBOUND (Off:1 Def:5),[1627751],1610612761.0,TOR,,,,,,,In The Paint (Non-RA),8-16 Center,,,Pöltl,J. Pöltl,240.0,6.0,5.0,1.0,,,,,,,,,,,,,,
242,PT04M52.00S,2024-11-10T04:28:27.0Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630558,92.85479632063075,55.14705882352941,1610612761,45,37,2024-11-10T04:30:04Z,2360000,False,26.0,15.0,1,right,MISS D. Mitchell running Layup - blocked,"[1630558, 201587]",1610612761.0,TOR,running,,,,,,Restricted Area,0-8 Center,2.96,Missed,Mitchell,D. Mitchell,,,,,,,,,,,Batum,201587.0,,,,,,
243,PT04M52.00S,2024-11-10T04:28:27.0Z,2,REGULAR,block,,[],201587,,,1610612761,45,37,2024-11-10T04:28:29Z,2370000,False,,,0,,N. Batum BLOCK (1 BLK),[201587],1610612746.0,LAC,,,,,,,Restricted Area,0-8 Center,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,
244,PT04M51.00S,2024-11-10T04:28:28.0Z,2,REGULAR,rebound,defensive,[],1629645,,,1610612746,45,37,2024-11-10T04:30:04Z,2380000,False,,,0,,K. Porter Jr. REBOUND (Off:0 Def:4),[1629645],1610612746.0,LAC,,,,,,,Restricted Area,0-8 Center,,,Porter Jr.,K. Porter Jr.,242.0,4.0,4.0,0.0,,,,,,,,,,,,,,
245,PT04M34.00S,2024-11-10T04:28:46.2Z,2,REGULAR,foul,personal,['2freethrow'],1627751,,,1610612746,45,37,2024-11-10T04:28:52Z,2390000,False,,,0,,J. Pöltl shooting personal FOUL (1 PF) (Coffey 2 FT),"[1627751, 1629599]",1610612761.0,TOR,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,Pöltl,J. Pöltl,,,,,202007.0,1.0,0.0,Coffey,1629599.0,,,,,,,,,
247,PT04M34.00S,2024-11-10T04:29:15.6Z,2,REGULAR,freethrow,1 of 2,[],1629599,,,1610612746,45,37,2024-11-10T04:29:15Z,2410000,False,,,0,,MISS A. Coffey Free Throw 1 of 2,[1629599],1610612746.0,LAC,,,,,,,,,,Missed,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,
248,PT04M34.00S,2024-11-10T04:29:15.6Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612746,45,37,2024-11-10T04:29:15Z,2420000,False,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,247.0,,,,,,,,,,,,,,,,,
249,PT04M34.00S,2024-11-10T04:29:18.3Z,2,REGULAR,substitution,out,[],201587,,,1610612746,45,37,2024-11-10T04:29:26Z,2430000,False,,,0,,SUB out: N. Batum,[201587],1610612746.0,LAC,,,,,,,,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,
250,PT04M34.00S,2024-11-10T04:29:18.3Z,2,REGULAR,substitution,out,[],1629645,,,1610612746,45,37,2024-11-10T04:29:26Z,2440000,False,,,0,,SUB out: K. Porter Jr.,[1629645],1610612746.0,LAC,,,,,,,,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,
251,PT04M34.00S,2024-11-10T04:29:18.3Z,2,REGULAR,substitution,in,[],1629611,,,1610612746,45,37,2024-11-10T04:29:26Z,2450000,False,,,0,,SUB in: T. Mann,[1629611],1610612746.0,LAC,,,,,,,,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,
252,PT04M34.00S,2024-11-10T04:29:18.3Z,2,REGULAR,substitution,in,[],201935,,,1610612746,45,37,2024-11-10T04:29:26Z,2460000,False,,,0,,SUB in: J. Harden,[201935],1610612746.0,LAC,,,,,,,,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,
