actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
263,PT04M39.00S,2023-12-14T01:28:35.7Z,2,REGULAR,rebound,defensive,[],1630567,,,1610612761,50,57,2023-12-14T01:28:35Z,2550000,False,,,0,,S. Barnes REBOUND (Off:1 Def:6),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Right Corner 3,24+ Right,,,,,262.0,7.0,6.0,1.0,,,,,,,,,,,,
265,PT04M21.00S,2023-12-14T01:29:12.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630567,94.30026281208936,50.245098039215684,1610612761,52,57,2023-12-14T03:08:25Z,2570000,False,1.0,1.0,1,right,S. Barnes driving finger roll Layup (12 PTS) (P. Siakam 1 AST),"[1630567, 1627783]",1610612761.0,TOR,driving finger roll,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,0.16,Made,12.0,,,,,,,,,,,P. Siakam,1627783.0,1.0,,,,
267,PT04M09.00S,2023-12-14T01:29:23.4Z,2,REGULAR,turnover,bad pass,[],1629027,,,1610612737,52,57,2023-12-14T01:29:29Z,2590000,False,,,0,,T. Young bad pass TURNOVER (3 TO),"[1629027, 203471]",1610612737.0,ATL,,,,Young,T. Young,,,,,Above the Break 3,24+ Right Center,,,,,,,,,3.0,Schroder,203471.0,,,,,,,,,
268,PT04M09.00S,2023-12-14T01:29:23.4Z,2,REGULAR,steal,,[],203471,,,1610612761,52,57,2023-12-14T01:29:25Z,2600000,False,,,0,,D. Schroder STEAL (1 STL),[203471],1610612761.0,TOR,,,,Schroder,D. Schroder,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
269,PT04M02.00S,2023-12-14T01:29:30.5Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630567,94.95729303547962,4.411764705882353,1610612761,52,57,2023-12-14T01:29:36Z,2610000,False,-228.0,-5.0,1,right,MISS S. Barnes step back 3PT,[1630567],1610612761.0,TOR,step back,,,Barnes,S. Barnes,,,,,Left Corner 3,24+ Left,22.8,Missed,,,,,,,,,,,,,,,,,,
270,PT04M00.00S,2023-12-14T01:29:33.1Z,2,REGULAR,rebound,offensive,[],1627751,,,1610612761,52,57,2023-12-14T01:29:33Z,2620000,False,,,0,,J. Poeltl REBOUND (Off:2 Def:4),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Left Corner 3,24+ Left,,,,,269.0,6.0,4.0,2.0,,,,,,,,,,,,
271,PT03M58.00S,2023-12-14T01:29:35.2Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1627783,94.1688567674113,94.85294117647058,1610612761,52,57,2023-12-14T01:29:39Z,2630000,False,224.0,2.0,1,right,MISS P. Siakam 3PT,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Right Corner 3,24+ Right,22.43,Missed,,,,,,,,,,,,,,,,,,
272,PT03M58.00S,2023-12-14T01:29:35.2Z,2,REGULAR,rebound,offensive,[],1628384,,,1610612761,52,57,2023-12-14T01:29:39Z,2640000,False,,,0,,O. Anunoby REBOUND (Off:1 Def:0),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Right Corner 3,24+ Right,,,,,271.0,1.0,0.0,1.0,,,,,,,,,,,,
273,PT03M52.00S,2023-12-14T01:29:40.4Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628384,93.64323258869908,49.01960784313725,1610612761,54,57,2023-12-14T01:29:44Z,2650000,False,-5.0,7.0,1,right,O. Anunoby turnaround Hook (9 PTS),[1628384],1610612761.0,TOR,turnaround,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,0.88,Made,9.0,,,,,,,,,,,,,,,,,
274,PT03M32.00S,2023-12-14T01:30:00.6Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203991,6.1268068331143235,48.529411764705884,1610612737,54,59,2023-12-14T01:30:03Z,2660000,False,7.0,5.0,1,left,C. Capela DUNK (9 PTS) (T. Young 9 AST),"[203991, 1629027]",1610612737.0,ATL,,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,0.9,Made,9.0,,,,,,,,,,,T. Young,1629027.0,9.0,,,,
277,PT03M19.00S,2023-12-14T01:30:13.7Z,2,REGULAR,2pt,Jump Shot,[],1628384,76.69185282522996,65.19607843137256,1610612761,56,59,2023-12-14T01:30:29Z,2690000,False,76.0,167.0,1,right,O. Anunoby 18' step back Jump Shot (11 PTS),[1628384],1610612761.0,TOR,step back,,,Anunoby,O. Anunoby,,,,,Mid-Range,16-24 Right Center,18.31,Made,11.0,,,,,,,,,,,,,,,,,
279,PT03M05.00S,2023-12-14T01:30:28.1Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203991,6.389618922470433,48.77450980392157,1610612737,56,61,2023-12-14T01:30:33Z,2710000,False,6.0,8.0,1,left,C. Capela alley-oop DUNK (11 PTS) (T. Young 10 AST),"[203991, 1629027]",1610612737.0,ATL,alley-oop,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,0.97,Made,11.0,,,,,,,,,,,T. Young,1629027.0,10.0,,,,
281,PT02M50.00S,2023-12-14T01:30:43.3Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1627783,92.9862023653088,50.49019607843137,1610612761,58,61,2023-12-14T01:30:47Z,2730000,False,2.0,13.0,1,right,P. Siakam alley-oop DUNK (21 PTS) (J. Poeltl 4 AST),"[1627783, 1627751]",1610612761.0,TOR,alley-oop,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,1.36,Made,21.0,,,,,,,,,,,J. Poeltl,1627751.0,4.0,,,,
283,PT02M40.00S,2023-12-14T01:30:54.3Z,2,REGULAR,foul,personal,['2freethrow'],1630567,,,1610612737,58,61,2023-12-14T01:34:05Z,2750000,False,,,0,,S. Barnes shooting personal FOUL (2 PF) (Bey 2 FT),"[1630567, 1630180]",1610612761.0,TOR,shooting,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,,,,1162.0,,,,,,,,,,,,,2.0,0.0,Bey,1630180.0
285,PT02M40.00S,2023-12-14T01:31:06.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,58,61,2023-12-14T01:31:06Z,2770000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,PT02M40.00S,2023-12-14T01:34:13.5Z,2,REGULAR,freethrow,1 of 2,[],1630180,,,1610612737,58,61,2023-12-14T01:34:13Z,2780000,False,,,0,,MISS S. Bey Free Throw 1 of 2,[1630180],1610612737.0,ATL,,,,Bey,S. Bey,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
288,PT02M40.00S,2023-12-14T01:34:13.5Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612737,58,61,2023-12-14T01:34:13Z,2790000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,,,287.0,,,,,,,,,,,,,,,
289,PT02M40.00S,2023-12-14T01:34:29.3Z,2,REGULAR,freethrow,2 of 2,[],1630180,,,1610612737,58,62,2023-12-14T01:34:29Z,2800000,False,,,0,,S. Bey Free Throw 2 of 2 (3 PTS),[1630180],1610612737.0,ATL,,,,Bey,S. Bey,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
290,PT02M25.00S,2023-12-14T01:34:45.8Z,2,REGULAR,3pt,Jump Shot,[],1628384,72.22404730617609,79.41176470588235,1610612761,58,62,2023-12-14T01:34:50Z,2810000,False,147.0,209.0,1,right,MISS O. Anunoby 25' 3PT,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Right Center,25.52,Missed,,,,,,,,,,,,,,,,,,
291,PT02M24.00S,2023-12-14T01:34:46.8Z,2,REGULAR,rebound,defensive,[],1629027,,,1610612737,58,62,2023-12-14T01:34:50Z,2820000,False,,,0,,T. Young REBOUND (Off:0 Def:1),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,Above the Break 3,24+ Right Center,,,,,290.0,1.0,1.0,0.0,,,,,,,,,,,,
292,PT02M24.00S,2023-12-14T01:34:50.9Z,2,REGULAR,foul,personal,[],1630567,,,1610612737,58,62,2023-12-14T01:35:09Z,2830000,False,,,0,,S. Barnes personal FOUL (3 PF),"[1630567, 1629027]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Mid-Range,8-16 Center,,,,1162.0,,,,,,,,,,,,,3.0,0.0,Young,1629027.0
294,PT02M24.00S,2023-12-14T01:35:11.0Z,2,REGULAR,substitution,out,[],1630567,,,1610612737,58,62,2023-12-14T01:35:13Z,2850000,False,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
295,PT02M24.00S,2023-12-14T01:35:11.0Z,2,REGULAR,substitution,in,[],1629018,,,1610612737,58,62,2023-12-14T01:35:13Z,2860000,False,,,0,,SUB in: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
296,PT01M59.00S,2023-12-14T01:35:50.9Z,2,REGULAR,3pt,Jump Shot,[],1630168,6.389618922470433,96.81372549019608,1610612737,58,62,2023-12-14T01:35:55Z,2870000,False,-234.0,8.0,1,left,MISS O. Okongwu 3PT,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Left Corner 3,24+ Left,23.42,Missed,,,,,,,,,,,,,,,,,,
297,PT01M57.00S,2023-12-14T01:35:52.9Z,2,REGULAR,rebound,defensive,[],1628384,,,1610612761,58,62,2023-12-14T01:35:55Z,2880000,False,,,0,,O. Anunoby REBOUND (Off:1 Def:1),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Left Corner 3,24+ Left,,,,,296.0,2.0,1.0,1.0,,,,,,,,,,,,
298,PT01M47.00S,2023-12-14T01:36:02.9Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1627751,92.19776609724047,50.73529411764706,1610612761,58,62,2023-12-14T01:36:07Z,2890000,False,4.0,21.0,1,right,MISS J. Poeltl cutting DUNK - blocked,"[1627751, 203991]",1610612761.0,TOR,cutting,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,2.11,Missed,,,,,,,,,,Capela,203991.0,,,,,,,
299,PT01M47.00S,2023-12-14T01:36:02.9Z,2,REGULAR,block,,[],203991,,,1610612761,58,62,2023-12-14T01:36:05Z,2900000,False,,,0,,C. Capela BLOCK (1 BLK),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
300,PT01M45.00S,2023-12-14T01:36:04.9Z,2,REGULAR,rebound,defensive,[],1627749,,,1610612737,58,62,2023-12-14T01:36:07Z,2910000,False,,,0,,D. Murray REBOUND (Off:0 Def:3),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Restricted Area,0-8 Center,,,,,298.0,3.0,3.0,0.0,,,,,,,,,,,,
301,PT01M37.00S,2023-12-14T01:36:15.0Z,2,REGULAR,turnover,traveling,[],1630180,,,1610612737,58,62,2023-12-14T01:36:35Z,2920000,False,,,0,,S. Bey traveling TURNOVER (1 TO),[1630180],1610612737.0,ATL,,,,Bey,S. Bey,,,,,In The Paint (Non-RA),0-8 Center,,,,1204.0,,,,,1.0,,,,,,,,,,,
302,PT01M37.00S,2023-12-14T01:36:24.3Z,2,REGULAR,substitution,out,[],1630168,,,1610612761,58,62,2023-12-14T01:36:27Z,2930000,False,,,0,,SUB out: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
303,PT01M37.00S,2023-12-14T01:36:24.3Z,2,REGULAR,substitution,in,[],203992,,,1610612761,58,62,2023-12-14T01:36:27Z,2940000,False,,,0,,SUB in: B. Bogdanovic,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT01M29.00S,2023-12-14T01:36:41.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203471,72.22404730617609,18.38235294117647,1610612761,58,62,2023-12-14T01:36:47Z,2950000,False,-158.0,209.0,1,right,MISS D. Schroder 26' pullup bank 3PT,[203471],1610612761.0,TOR,pullup bank,,,Schroder,D. Schroder,,,,,Above the Break 3,24+ Left Center,26.17,Missed,,,,,,,,,,,,,,,,,,
305,PT01M25.00S,2023-12-14T01:36:45.0Z,2,REGULAR,rebound,defensive,[],203991,,,1610612737,58,62,2023-12-14T01:36:47Z,2960000,False,,,0,,C. Capela REBOUND (Off:2 Def:4),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Above the Break 3,24+ Left Center,,,,,304.0,6.0,4.0,2.0,,,,,,,,,,,,
306,PT01M18.00S,2023-12-14T01:36:51.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629027,7.440867279894875,53.431372549019606,1610612737,58,62,2023-12-14T01:36:56Z,2970000,False,-17.0,17.0,1,left,MISS T. Young driving finger roll Layup,[1629027],1610612737.0,ATL,driving finger roll,,,Young,T. Young,,,,,Restricted Area,0-8 Center,2.45,Missed,,,,,,,,,,,,,,,,,,
307,PT01M16.00S,2023-12-14T01:36:53.8Z,2,REGULAR,rebound,defensive,[],1627783,,,1610612761,58,62,2023-12-14T01:36:56Z,2980000,False,,,0,,P. Siakam REBOUND (Off:1 Def:3),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,,,,,306.0,4.0,3.0,1.0,,,,,,,,,,,,
308,PT01M13.00S,2023-12-14T01:36:57.0Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629018,73.40670170827858,78.43137254901961,1610612761,61,62,2023-12-14T01:37:02Z,2990000,False,142.0,197.0,1,right,G. Trent Jr. 24' 3PT running (3 PTS) (D. Schroder 3 AST),"[1629018, 203471]",1610612761.0,TOR,running,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Right Center,24.34,Made,3.0,,,,,,,,,,,D. Schroder,203471.0,3.0,,,,
310,PT00M57.10S,2023-12-14T01:37:16.0Z,2,REGULAR,foul,personal,['2freethrow'],203471,,,1610612737,61,62,2023-12-14T01:37:45Z,3010000,False,,,0,,D. Schroder shooting personal FOUL (1 PF) (Young 2 FT),"[203471, 1629027]",1610612761.0,TOR,shooting,,,Schroder,D. Schroder,,,,,In The Paint (Non-RA),8-16 Center,,,,202026.0,,,,,,,,,,,,,1.0,0.0,Young,1629027.0
312,PT00M57.10S,2023-12-14T01:37:47.7Z,2,REGULAR,freethrow,1 of 2,[],1629027,,,1610612737,61,63,2023-12-14T01:38:20Z,3030000,False,,,0,,T. Young Free Throw 1 of 2 (20 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,Made,20.0,,,,,,,,,,,,,,,,,
313,PT00M57.10S,2023-12-14T01:37:48.6Z,2,REGULAR,substitution,out,[],1628384,,,1610612737,61,63,2023-12-14T01:37:56Z,3040000,False,,,0,,SUB out: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
314,PT00M57.10S,2023-12-14T01:37:48.6Z,2,REGULAR,substitution,in,[],1630173,,,1610612737,61,63,2023-12-14T01:37:56Z,3050000,False,,,0,,SUB in: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
315,PT00M57.10S,2023-12-14T01:37:47.7Z,2,REGULAR,freethrow,2 of 2,[],1629027,,,1610612737,61,63,2023-12-14T01:38:20Z,3060000,False,,,0,,MISS T. Young Free Throw 2 of 2,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
316,PT00M55.40S,2023-12-14T01:37:49.4Z,2,REGULAR,rebound,defensive,[],1630173,,,1610612761,61,63,2023-12-14T01:38:20Z,3070000,False,,,0,,P. Achiuwa REBOUND (Off:0 Def:1),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,315.0,1.0,1.0,0.0,,,,,,,,,,,,
317,PT00M37.00S,2023-12-14T01:38:33.1Z,2,REGULAR,3pt,Jump Shot,[],1627783,94.82588699080158,96.81372549019608,1610612761,64,63,2023-12-14T01:38:37Z,3080000,False,234.0,-4.0,1,right,P. Siakam 3PT  (24 PTS) (D. Schroder 4 AST),"[1627783, 203471]",1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Right Corner 3,24+ Right,23.41,Made,24.0,,,,,,,,,,,D. Schroder,203471.0,4.0,,,,
319,PT00M30.10S,2023-12-14T01:38:45.6Z,2,REGULAR,3pt,Jump Shot,[],1627749,31.488173455978973,70.58823529411765,1610612737,64,66,2023-12-14T01:38:51Z,3100000,False,-103.0,243.0,1,left,D. Murray 26' 3PT  (10 PTS),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Left Center,26.43,Made,10.0,,,,,,,,,,,,,,,,,
320,PT00M07.30S,2023-12-14T01:39:16.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,89.30683311432325,58.82352941176471,1610612761,64,66,2023-12-14T01:39:21Z,3110000,False,44.0,48.0,1,right,MISS P. Siakam 6' turnaround Shot - blocked,"[1627783, 203991]",1610612761.0,TOR,turnaround,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,6.52,Missed,,,,,,,,,,Capela,203991.0,,,,,,,
321,PT00M07.30S,2023-12-14T01:39:16.9Z,2,REGULAR,block,,[],203991,,,1610612761,64,66,2023-12-14T01:39:19Z,3120000,False,,,0,,C. Capela BLOCK (2 BLK),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
322,PT00M06.30S,2023-12-14T01:39:17.9Z,2,REGULAR,rebound,offensive,[],1630173,,,1610612761,64,66,2023-12-14T01:40:25Z,3130000,False,,,0,,P. Achiuwa REBOUND (Off:1 Def:1),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,In The Paint (Non-RA),0-8 Center,,,,,320.0,2.0,1.0,1.0,,,,,,,,,,,,
323,PT00M05.60S,2023-12-14T01:39:21.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630173,67.88764783180025,79.41176470588235,1610612761,64,66,2023-12-14T01:39:56Z,3140000,False,147.0,249.0,1,right,MISS P. Achiuwa 28' step back 3PT,[1630173],1610612761.0,TOR,step back,,,Achiuwa,P. Achiuwa,,,,,Above the Break 3,24+ Right Center,28.95,Missed,,,,,,,,,,,,,,,,,,
324,PT00M05.60S,2023-12-14T01:39:21.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612761,64,66,2023-12-14T01:39:56Z,3150000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,323.0,,,,,,,,,,,,,,,
325,PT00M05.60S,2023-12-14T01:39:24.4Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612761,64,66,2023-12-14T01:39:41Z,3160000,False,,,0,,TOR shot clock Team TURNOVER,[],1610612761.0,TOR,,,,,,,,,,Above the Break 3,24+ Right Center,,,,202026.0,,,,,,,,,,,,,,,,
326,PT00M00.10S,2023-12-14T01:39:45.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203992,40.160972404730614,50.245098039215684,1610612737,64,66,2023-12-14T01:40:08Z,3170000,False,-1.0,325.0,1,left,MISS B. Bogdanovic 32' 3PT,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Center,32.5,Missed,,,,,,,,,,,,,,,,,,
327,PT00M00.10S,2023-12-14T01:39:45.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612737,64,66,2023-12-14T01:40:08Z,3180000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Above the Break 3,24+ Center,,,,,326.0,,,,,,,,,,,,,,,
328,PT00M00.00S,2023-12-14T01:39:49.7Z,2,REGULAR,period,end,[],0,,,1610612737,64,66,2023-12-14T01:39:49Z,3190000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,PT12M00.00S,2023-12-14T01:54:00.5Z,3,REGULAR,substitution,out,['startperiod'],1629018,,,1610612737,64,66,2023-12-14T01:54:57Z,3200000,False,,,0,,SUB out: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
332,PT12M00.00S,2023-12-14T01:54:00.5Z,3,REGULAR,substitution,out,['startperiod'],1630173,,,1610612737,64,66,2023-12-14T01:54:57Z,3210000,False,,,0,,SUB out: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT12M00.00S,2023-12-14T01:54:00.5Z,3,REGULAR,substitution,out,['startperiod'],203992,,,1610612737,64,66,2023-12-14T01:54:57Z,3220000,False,,,0,,SUB out: B. Bogdanovic,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT12M00.00S,2023-12-14T01:54:00.5Z,3,REGULAR,substitution,in,['startperiod'],1628384,,,1610612737,64,66,2023-12-14T01:54:57Z,3230000,False,,,0,,SUB in: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
335,PT12M00.00S,2023-12-14T01:54:00.5Z,3,REGULAR,substitution,in,['startperiod'],1630567,,,1610612737,64,66,2023-12-14T01:54:57Z,3240000,False,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT12M00.00S,2023-12-14T01:54:00.5Z,3,REGULAR,substitution,in,['startperiod'],202083,,,1610612737,64,66,2023-12-14T01:54:57Z,3250000,False,,,0,,SUB in: W. Matthews,[202083],1610612737.0,ATL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,,
337,PT12M00.00S,2023-12-14T01:55:21.3Z,3,REGULAR,period,start,[],0,,,1610612737,64,66,2023-12-14T01:55:21Z,3260000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,PT11M38.00S,2023-12-14T01:55:42.8Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],203991,88.38699080157687,48.28431372549019,1610612737,64,68,2023-12-14T01:55:46Z,3270000,False,-9.0,57.0,1,right,C. Capela Hook (13 PTS) (W. Matthews 1 AST),"[203991, 202083]",1610612737.0,ATL,,,,Capela,C. Capela,,,,,In The Paint (Non-RA),0-8 Center,5.73,Made,13.0,,,,,,,,,,,W. Matthews,202083.0,1.0,,,,
340,PT11M21.00S,2023-12-14T01:55:59.2Z,3,REGULAR,3pt,Jump Shot,[],203471,32.670827858081466,44.11764705882353,1610612761,67,68,2023-12-14T01:56:03Z,3290000,False,29.0,255.0,1,left,D. Schroder 25' 3PT  (8 PTS) (P. Siakam 2 AST),"[203471, 1627783]",1610612761.0,TOR,,,,Schroder,D. Schroder,,,,,Above the Break 3,24+ Center,25.63,Made,8.0,,,,,,,,,,,P. Siakam,1627783.0,2.0,,,,
342,PT11M13.00S,2023-12-14T01:56:09.9Z,3,REGULAR,foul,offensive,[],1629027,,,1610612737,67,68,2023-12-14T01:56:20Z,3310000,False,,,0,,T. Young offensive FOUL (1 PF),"[1629027, 203471]",1610612737.0,ATL,,,,Young,T. Young,,,,,Above the Break 3,24+ Center,,,,1204.0,,,,,,,,,,,,,1.0,0.0,Schroder,203471.0
344,PT11M13.00S,2023-12-14T01:56:09.9Z,3,REGULAR,turnover,offensive foul,[],1629027,,,1610612737,67,68,2023-12-14T01:56:09Z,3330000,False,,,0,,T. Young offensive foul TURNOVER (4 TO),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,Above the Break 3,24+ Center,,,,1204.0,,,,,4.0,,,,,,,,,,,
345,PT10M53.00S,2023-12-14T01:56:42.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627783,11.251642575558476,38.970588235294116,1610612761,67,68,2023-12-14T01:56:47Z,3340000,False,55.0,53.0,1,left,MISS P. Siakam 7' driving finger roll Layup,[1627783],1610612761.0,TOR,driving finger roll,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,7.67,Missed,,,,,,,,,,,,,,,,,,
346,PT10M49.00S,2023-12-14T01:56:45.8Z,3,REGULAR,rebound,defensive,[],1629027,,,1610612737,67,68,2023-12-14T01:56:45Z,3350000,False,,,0,,T. Young REBOUND (Off:0 Def:2),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,In The Paint (Non-RA),0-8 Center,,,,,345.0,2.0,2.0,0.0,,,,,,,,,,,,
347,PT10M37.00S,2023-12-14T01:56:57.6Z,3,REGULAR,3pt,Jump Shot,[],1627749,73.14388961892247,81.86274509803921,1610612737,67,68,2023-12-14T01:57:01Z,3360000,False,159.0,200.0,1,right,MISS D. Murray 25' 3PT,[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Right Center,25.56,Missed,,,,,,,,,,,,,,,,,,
348,PT10M34.00S,2023-12-14T01:57:00.6Z,3,REGULAR,rebound,defensive,[],1627751,,,1610612761,67,68,2023-12-14T01:57:01Z,3370000,False,,,0,,J. Poeltl REBOUND (Off:2 Def:5),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Above the Break 3,24+ Right Center,,,,,347.0,7.0,5.0,2.0,,,,,,,,,,,,
349,PT10M24.00S,2023-12-14T01:57:11.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630567,12.697109067017081,48.03921568627451,1610612761,67,68,2023-12-14T01:57:15Z,3380000,False,10.0,67.0,1,left,MISS S. Barnes 6' pullup Shot,[1630567],1610612761.0,TOR,pullup,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),0-8 Center,6.76,Missed,,,,,,,,,,,,,,,,,,
350,PT10M22.00S,2023-12-14T01:57:13.3Z,3,REGULAR,rebound,offensive,[],1627751,,,1610612761,67,68,2023-12-14T01:57:46Z,3390000,False,,,0,,J. Poeltl REBOUND (Off:3 Def:5),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),0-8 Center,,,,,349.0,8.0,5.0,3.0,,,,,,,,,,,,
