actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
236,PT08M14.00S,2024-02-29T01:17:55.7Z,2,REGULAR,substitution,in,[],1629023,,,1610612761,42,46,2024-02-29T01:18:00Z,2320000,False,,,0,,SUB in: P. Washington,[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT08M14.00S,2024-02-29T01:17:54.9Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1630567,,,1610612761,42,46,2024-02-29T01:18:13Z,2330000,False,,,0,,MISS S. Barnes Free Throw 2 of 2,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
238,PT08M12.00S,2024-02-29T01:17:56.9Z,2,REGULAR,rebound,defensive,[],203957,,,1610612742,42,46,2024-02-29T01:18:13Z,2340000,False,,,0,,D. Exum REBOUND (Off:0 Def:1),[203957],1610612742.0,DAL,,,,Exum,D. Exum,,,,,,,,,,,,,,,237.0,1.0,1.0,0.0,,,,,,,,
239,PT08M08.00S,2024-02-29T01:18:16.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203957,7.178055190538765,45.34313725490196,1610612742,42,46,2024-02-29T01:18:22Z,2350000,False,23.0,15.0,1,left,MISS D. Exum running Layup - blocked,"[203957, 1630567]",1610612742.0,DAL,running,,,Exum,D. Exum,,,,,Restricted Area,0-8 Center,,,2.77,Missed,,,,,,,,,Barnes,1630567.0,,,,,,
240,PT08M08.00S,2024-02-29T01:18:16.1Z,2,REGULAR,block,,[],1630567,,,1610612742,42,46,2024-02-29T01:18:18Z,2360000,False,,,0,,S. Barnes BLOCK (1 BLK),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
241,PT08M06.00S,2024-02-29T01:18:18.1Z,2,REGULAR,rebound,defensive,[],1628971,,,1610612761,42,46,2024-02-29T01:18:22Z,2370000,False,,,0,,B. Brown REBOUND (Off:2 Def:4),[1628971],1610612761.0,TOR,,,,Brown,B. Brown,,,,,Restricted Area,0-8 Center,,,,,,,,,239.0,6.0,4.0,2.0,,,,,,,,
242,PT08M03.00S,2024-02-29T01:18:21.3Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629018,76.42904073587385,87.99019607843137,1610612761,45,46,2024-02-29T01:18:27Z,2380000,False,190.0,169.0,1,right,G. Trent Jr. 25' 3PT running (8 PTS) (B. Brown 2 AST),"[1629018, 1628971]",1610612761.0,TOR,running,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Right Center,,,25.44,Made,8.0,B. Brown,1628971.0,2.0,,,,,,,,,,,,
247,PT07M53.00S,2024-02-29T01:19:28.7Z,2,REGULAR,substitution,out,[],1630567,,,1610612742,45,46,2024-02-29T01:19:34Z,2420000,False,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT07M53.00S,2024-02-29T01:19:28.7Z,2,REGULAR,substitution,in,[],1630193,,,1610612742,45,46,2024-02-29T01:19:34Z,2430000,False,,,0,,SUB in: I. Quickley,[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT07M47.00S,2024-02-29T01:20:04.7Z,2,REGULAR,foul,personal,['2freethrow'],1641711,,,1610612742,45,46,2024-02-29T01:20:36Z,2450000,False,,,0,,G. Dick shooting personal FOUL (1 PF) (Doncic 2 FT),"[1641711, 1629029]",1610612761.0,TOR,shooting,,,Dick,G. Dick,,,,,In The Paint (Non-RA),8-16 Center,202901.0,,,,,,,,,,,,,,1.0,0.0,Doncic,1629029.0,,
252,PT07M47.00S,2024-02-29T01:20:36.9Z,2,REGULAR,freethrow,1 of 2,[],1629029,,,1610612742,45,47,2024-02-29T01:20:36Z,2470000,False,,,0,,L. Doncic Free Throw 1 of 2 (13 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,Made,13.0,,,,,,,,,,,,,,,
253,PT07M47.00S,2024-02-29T01:20:37.6Z,2,REGULAR,substitution,out,[],1628971,,,1610612742,45,47,2024-02-29T01:20:42Z,2480000,False,,,0,,SUB out: B. Brown,[1628971],1610612761.0,TOR,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT07M47.00S,2024-02-29T01:20:37.6Z,2,REGULAR,substitution,in,[],1629628,,,1610612742,45,47,2024-02-29T01:20:42Z,2490000,False,,,0,,SUB in: R. Barrett,[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT07M47.00S,2024-02-29T01:21:00.0Z,2,REGULAR,freethrow,2 of 2,[],1629029,,,1610612742,45,48,2024-02-29T01:21:00Z,2500000,False,,,0,,L. Doncic Free Throw 2 of 2 (14 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,Made,14.0,,,,,,,,,,,,,,,
257,PT07M33.00S,2024-02-29T01:21:17.6Z,2,REGULAR,3pt,Jump Shot,[],1630193,77.34888304862024,10.294117647058822,1610612761,48,48,2024-02-29T01:21:23Z,2510000,False,-199.0,160.0,1,right,I. Quickley 25' 3PT step back (7 PTS),[1630193],1610612761.0,TOR,step back,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Left Center,,,25.52,Made,7.0,,,,,,,,,,,,,,,
258,PT07M19.00S,2024-02-29T01:21:30.4Z,2,REGULAR,3pt,Jump Shot,[],1629023,7.835085413929041,95.58823529411765,1610612742,48,48,2024-02-29T01:21:35Z,2520000,False,-228.0,21.0,1,left,MISS P. Washington 3PT,[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,Left Corner 3,24+ Left,,,22.89,Missed,,,,,,,,,,,,,,,,
259,PT07M17.00S,2024-02-29T01:21:32.4Z,2,REGULAR,rebound,defensive,[],1629018,,,1610612761,48,48,2024-02-29T01:21:35Z,2530000,False,,,0,,G. Trent Jr. REBOUND (Off:0 Def:1),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Left Corner 3,24+ Left,,,,,,,,,258.0,1.0,1.0,0.0,,,,,,,,
260,PT07M02.00S,2024-02-29T01:21:49.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",203482,93.9060446780552,46.07843137254902,1610612761,50,48,2024-02-29T01:22:01Z,2540000,False,-20.0,5.0,1,right,K. Olynyk Layup (6 PTS) (R. Barrett 2 AST),"[203482, 1629628]",1610612761.0,TOR,,,,Olynyk,K. Olynyk,,,,,Restricted Area,0-8 Center,,,2.02,Made,6.0,R. Barrett,1629628.0,2.0,,,,,,,,,,,,
262,PT07M02.00S,2024-02-29T01:21:53.8Z,2,REGULAR,violation,defensive goaltending,[],1641726,,,1610612761,50,48,2024-02-29T01:22:01Z,2560000,False,,,0,,D. Lively II defensive goaltending VIOLATION,[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,,,2882.0,,,,,,,,,,,,,,,,,,,
263,PT06M45.00S,2024-02-29T01:22:15.0Z,2,REGULAR,2pt,Jump Shot,[],202681,19.66162943495401,23.284313725490197,1610612742,50,48,2024-02-29T01:22:19Z,2570000,False,134.0,132.0,1,left,MISS K. Irving 18' pullup Shot,[202681],1610612742.0,DAL,pullup,,,Irving,K. Irving,,,,,Mid-Range,16-24 Right Center,,,18.8,Missed,,,,,,,,,,,,,,,,
264,PT06M42.00S,2024-02-29T01:22:18.0Z,2,REGULAR,rebound,defensive,[],1630193,,,1610612761,50,48,2024-02-29T01:22:19Z,2580000,False,,,0,,I. Quickley REBOUND (Off:0 Def:2),[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,Mid-Range,16-24 Right Center,,,,,,,,,263.0,2.0,2.0,0.0,,,,,,,,
265,PT06M37.00S,2024-02-29T01:22:22.9Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630193,91.14651773981603,59.55882352941176,1610612761,50,48,2024-02-29T01:26:34Z,2590000,False,48.0,31.0,1,right,MISS I. Quickley running Layup - blocked,"[1630193, 1629023]",1610612761.0,TOR,running,,,Quickley,I. Quickley,,,,,In The Paint (Non-RA),0-8 Center,,,5.68,Missed,,,,,,,,,Washington,1629023.0,,,,,,
266,PT06M37.00S,2024-02-29T01:22:22.9Z,2,REGULAR,block,,[],1629023,,,1610612761,50,48,2024-02-29T01:22:24Z,2600000,False,,,0,,P. Washington BLOCK (3 BLK),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
267,PT06M34.00S,2024-02-29T01:22:25.9Z,2,REGULAR,rebound,defensive,[],1641726,,,1610612742,50,48,2024-02-29T01:33:26Z,2610000,False,,,0,,D. Lively II REBOUND (Off:0 Def:1),[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,265.0,1.0,1.0,0.0,,,,,,,,
268,PT06M29.00S,2024-02-29T01:22:30.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629029,5.732588699080158,44.6078431372549,1610612742,50,48,2024-02-29T01:22:39Z,2620000,False,27.0,1.0,1,left,MISS L. Doncic running finger roll Layup,[1629029],1610612742.0,DAL,running finger roll,,,Doncic,L. Doncic,,,,,Restricted Area,0-8 Center,,,2.7,Missed,,,,,,,,,,,,,,,,
269,PT06M29.00S,2024-02-29T01:22:30.6Z,2,REGULAR,rebound,defensive,[],1641711,,,1610612761,50,48,2024-02-29T01:22:39Z,2630000,False,,,0,,G. Dick REBOUND (Off:0 Def:1),[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,Restricted Area,0-8 Center,,,,,,,,,268.0,1.0,1.0,0.0,,,,,,,,
270,PT06M23.00S,2024-02-29T01:22:37.8Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629018,76.03482260183968,12.254901960784313,1610612761,50,48,2024-02-29T01:22:50Z,2640000,False,-189.0,173.0,1,right,MISS G. Trent Jr. 25' running 3PT,[1629018],1610612761.0,TOR,running,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Left Center,,,25.59,Missed,,,,,,,,,,,,,,,,
271,PT06M21.00S,2024-02-29T01:22:42.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612761,50,48,2024-02-29T01:22:42Z,2650000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,270.0,,,,,,,,,,,
272,PT06M21.00S,2024-02-29T01:22:45.4Z,2,REGULAR,foul,personal,[],202681,,,1610612761,50,48,2024-02-29T01:22:57Z,2660000,False,,,0,,K. Irving loose ball personal FOUL (2 PF),"[202681, 203482]",1610612742.0,DAL,loose ball,,,Irving,K. Irving,,,,,Restricted Area,0-8 Center,2882.0,,,,,,,,,,,,,,2.0,0.0,Olynyk,203482.0,,
274,PT06M21.00S,2024-02-29T01:22:59.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,50,48,2024-02-29T01:22:59Z,2680000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT06M21.00S,2024-02-29T01:23:05.5Z,2,REGULAR,substitution,out,[],203482,,,1610612761,50,48,2024-02-29T01:25:20Z,2690000,False,,,0,,SUB out: K. Olynyk,[203482],1610612761.0,TOR,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT06M21.00S,2024-02-29T01:23:05.5Z,2,REGULAR,substitution,out,[],203957,,,1610612761,50,48,2024-02-29T01:25:20Z,2700000,False,,,0,,SUB out: D. Exum,[203957],1610612742.0,DAL,,,,Exum,D. Exum,,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT06M21.00S,2024-02-29T01:23:05.5Z,2,REGULAR,substitution,out,[],1641726,,,1610612761,50,48,2024-02-29T01:25:20Z,2710000,False,,,0,,SUB out: D. Lively II,[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT06M21.00S,2024-02-29T01:23:05.5Z,2,REGULAR,substitution,out,[],1629029,,,1610612761,50,48,2024-02-29T01:25:20Z,2720000,False,,,0,,SUB out: L. Doncic,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,,,
279,PT06M21.00S,2024-02-29T01:23:05.5Z,2,REGULAR,substitution,in,[],1627751,,,1610612761,50,48,2024-02-29T01:25:20Z,2730000,False,,,0,,SUB in: J. Poeltl,[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
280,PT06M21.00S,2024-02-29T01:23:05.5Z,2,REGULAR,substitution,in,[],1630182,,,1610612761,50,48,2024-02-29T01:25:20Z,2740000,False,,,0,,SUB in: J. Green,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
281,PT06M21.00S,2024-02-29T01:23:05.5Z,2,REGULAR,substitution,in,[],1629655,,,1610612761,50,48,2024-02-29T01:25:20Z,2750000,False,,,0,,SUB in: D. Gafford,[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,,
282,PT06M21.00S,2024-02-29T01:23:05.5Z,2,REGULAR,substitution,in,[],203501,,,1610612761,50,48,2024-02-29T01:25:20Z,2760000,False,,,0,,SUB in: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
283,PT06M16.00S,2024-02-29T01:25:51.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630193,70.90998685939553,74.75490196078431,1610612761,50,48,2024-02-29T01:25:56Z,2770000,False,124.0,221.0,1,right,MISS I. Quickley 25' pullup 3PT,[1630193],1610612761.0,TOR,pullup,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Right Center,,,25.32,Missed,,,,,,,,,,,,,,,,
284,PT06M14.00S,2024-02-29T01:25:53.7Z,2,REGULAR,rebound,defensive,[],203501,,,1610612742,50,48,2024-02-29T01:25:56Z,2780000,False,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:2),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,,,283.0,2.0,2.0,0.0,,,,,,,,
285,PT06M02.00S,2024-02-29T01:26:07.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629018,,,1610612742,50,48,2024-02-29T01:26:34Z,2790000,False,,,0,,G. Trent Jr. shooting personal FOUL (1 PF) (Irving 2 FT),"[1629018, 202681]",1610612761.0,TOR,shooting,,,Trent Jr.,G. Trent Jr.,,,,,In The Paint (Non-RA),8-16 Center,202056.0,,,,,,,,,,,,,,1.0,0.0,Irving,202681.0,,
287,PT06M02.00S,2024-02-29T01:26:35.5Z,2,REGULAR,freethrow,1 of 2,[],202681,,,1610612742,50,49,2024-02-29T01:26:35Z,2810000,False,,,0,,K. Irving Free Throw 1 of 2 (7 PTS),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,,,,,,Made,7.0,,,,,,,,,,,,,,,
288,PT06M02.00S,2024-02-29T01:26:50.9Z,2,REGULAR,freethrow,2 of 2,[],202681,,,1610612742,50,50,2024-02-29T01:26:50Z,2820000,False,,,0,,K. Irving Free Throw 2 of 2 (8 PTS),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,,,,,,Made,8.0,,,,,,,,,,,,,,,
289,PT05M50.00S,2024-02-29T01:27:11.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,93.11760840998686,48.529411764705884,1610612761,50,50,2024-02-29T01:27:16Z,2830000,False,-7.0,12.0,1,right,MISS R. Barrett driving finger roll Layup,[1629628],1610612761.0,TOR,driving finger roll,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,,,1.43,Missed,,,,,,,,,,,,,,,,
290,PT05M45.00S,2024-02-29T01:27:16.4Z,2,REGULAR,rebound,offensive,[],1627751,,,1610612761,50,50,2024-02-29T01:27:16Z,2840000,False,,,0,,J. Poeltl REBOUND (Off:1 Def:1),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,,,,,,289.0,2.0,1.0,1.0,,,,,,,,
291,PT05M45.00S,2024-02-29T01:27:15.5Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1627751,94.40999984741211,50.0,1610612761,50,50,2024-02-29T01:27:20Z,2850000,False,0.0,0.0,1,right,MISS J. Poeltl tip Layup,[1627751],1610612761.0,TOR,tip,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,0.0,Missed,,,,,,,,,,,,,,,,
292,PT05M45.00S,2024-02-29T01:27:15.5Z,2,REGULAR,rebound,defensive,[],1629023,,,1610612742,50,50,2024-02-29T01:27:20Z,2860000,False,,,0,,P. Washington REBOUND (Off:1 Def:4),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,,,,,,,,,291.0,5.0,4.0,1.0,,,,,,,,
293,PT05M41.00S,2024-02-29T01:27:19.8Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],203501,23.209592641261498,8.088235294117647,1610612742,50,53,2024-02-29T01:27:30Z,2870000,False,210.0,166.0,1,left,T. Hardaway Jr. 26' 3PT  (8 PTS) (K. Irving 2 AST),"[203501, 202681]",1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Right Center,,,26.72,Made,8.0,K. Irving,202681.0,2.0,,,,,,,,,,,,
295,PT05M32.00S,2024-02-29T01:27:29.2Z,2,REGULAR,foul,personal,['2freethrow'],203501,,,1610612761,50,53,2024-02-29T01:30:14Z,2890000,False,,,0,,T. Hardaway Jr. shooting personal FOUL (2 PF) (Quickley 2 FT),"[203501, 1630193]",1610612742.0,DAL,shooting,,,Hardaway Jr.,T. Hardaway Jr.,,,,,In The Paint (Non-RA),8-16 Center,202056.0,,,,,,,,,,,,,,2.0,0.0,Quickley,1630193.0,,
297,PT05M32.00S,2024-02-29T01:28:02.3Z,2,REGULAR,freethrow,1 of 2,[],1630193,,,1610612761,50,53,2024-02-29T01:30:23Z,2910000,False,,,0,,MISS I. Quickley Free Throw 1 of 2,[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
298,PT05M32.00S,2024-02-29T01:28:02.3Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612761,50,53,2024-02-29T01:30:23Z,2920000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,297.0,,,,,,,,,,,
301,PT05M32.00S,2024-02-29T01:28:02.3Z,2,REGULAR,freethrow,2 of 2,[],1630193,,,1610612761,51,53,2024-02-29T01:30:23Z,2950000,False,,,0,,I. Quickley Free Throw 2 of 2 (8 PTS),[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,,,,,,Made,8.0,,,,,,,,,,,,,,,
299,PT05M32.00S,2024-02-29T01:28:03.2Z,2,REGULAR,substitution,out,[],1641711,,,1610612742,51,53,2024-02-29T01:30:33Z,2955000,False,,,0,,SUB out: G. Dick,[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,,,,,,,,,,,,,,,,,,,,,,
300,PT05M32.00S,2024-02-29T01:28:03.2Z,2,REGULAR,substitution,in,[],1630567,,,1610612742,51,53,2024-02-29T01:30:33Z,2957500,False,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
302,PT05M18.00S,2024-02-29T01:28:36.1Z,2,REGULAR,turnover,lost ball,[],1629655,,,1610612742,51,53,2024-02-29T01:28:40Z,2960000,False,,,0,,D. Gafford lost ball TURNOVER (1 TO),"[1629655, 1630193]",1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,Mid-Range,16-24 Left Center,,1.0,,,,,,,,,,,,,,,,,Quickley,1630193.0
303,PT05M18.00S,2024-02-29T01:28:36.1Z,2,REGULAR,steal,,[],1630193,,,1610612761,51,53,2024-02-29T01:28:38Z,2970000,False,,,0,,I. Quickley STEAL (1 STL),[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
304,PT05M15.00S,2024-02-29T01:28:39.5Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630193,68.28186596583443,66.17647058823529,1610612761,51,53,2024-02-29T01:28:47Z,2980000,False,81.0,246.0,1,right,MISS I. Quickley 25' running pullup 3PT,[1630193],1610612761.0,TOR,running pullup,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Right Center,,,25.87,Missed,,,,,,,,,,,,,,,,
305,PT05M13.00S,2024-02-29T01:28:41.5Z,2,REGULAR,rebound,offensive,[],1627751,,,1610612761,51,53,2024-02-29T01:28:48Z,2990000,False,,,0,,J. Poeltl REBOUND (Off:2 Def:1),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Above the Break 3,24+ Right Center,,,,,,,,,304.0,3.0,1.0,2.0,,,,,,,,
307,PT05M12.00S,2024-02-29T01:28:49.7Z,2,REGULAR,foul,personal,['2freethrow'],1629655,,,1610612761,51,53,2024-02-29T01:29:03Z,3000000,False,,,0,,D. Gafford shooting personal FOUL (1 PF) (Barrett 2 FT),"[1629655, 1629628]",1610612742.0,DAL,shooting,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,2882.0,,,,,,,,,,,,,,1.0,0.0,Barrett,1629628.0,,
309,PT05M12.00S,2024-02-29T01:29:06.8Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1629628,,,1610612761,52,53,2024-02-29T01:29:06Z,3020000,False,,,0,,R. Barrett Free Throw 1 of 2 (8 PTS),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,,,Made,8.0,,,,,,,,,,,,,,,
310,PT05M12.00S,2024-02-29T01:29:06.8Z,2,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1629628,,,1610612761,52,53,2024-02-29T01:29:24Z,3030000,False,,,0,,MISS R. Barrett Free Throw 2 of 2,[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
311,PT05M10.00S,2024-02-29T01:29:08.8Z,2,REGULAR,rebound,defensive,[],1629655,,,1610612742,52,53,2024-02-29T01:29:24Z,3040000,False,,,0,,D. Gafford REBOUND (Off:3 Def:1),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,310.0,4.0,1.0,3.0,,,,,,,,
312,PT04M58.00S,2024-02-29T01:29:33.5Z,2,REGULAR,3pt,Jump Shot,[],203501,35.29894875164258,49.50980392156863,1610612742,52,53,2024-02-29T01:29:37Z,3050000,False,2.0,279.0,1,left,MISS T. Hardaway Jr. 27' 3PT,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Center,,,27.93,Missed,,,,,,,,,,,,,,,,
313,PT04M55.00S,2024-02-29T01:29:36.5Z,2,REGULAR,rebound,defensive,[],1629628,,,1610612761,52,53,2024-02-29T01:29:37Z,3060000,False,,,0,,R. Barrett REBOUND (Off:0 Def:3),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Center,,,,,,,,,312.0,3.0,3.0,0.0,,,,,,,,
314,PT04M46.00S,2024-02-29T01:29:44.4Z,2,REGULAR,3pt,Jump Shot,[],1629018,66.04796320630749,42.8921568627451,1610612761,52,53,2024-02-29T01:29:49Z,3070000,False,-36.0,267.0,1,right,MISS G. Trent Jr. 26' step back 3PT,[1629018],1610612761.0,TOR,step back,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Center,,,26.9,Missed,,,,,,,,,,,,,,,,
315,PT04M44.00S,2024-02-29T01:29:46.4Z,2,REGULAR,rebound,defensive,[],203501,,,1610612742,52,53,2024-02-29T01:29:49Z,3080000,False,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:3),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Center,,,,,,,,,314.0,3.0,3.0,0.0,,,,,,,,
316,PT04M35.00S,2024-02-29T01:29:56.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202681,7.966491458607096,58.57843137254902,1610612742,52,53,2024-02-29T01:36:12Z,3090000,False,-43.0,22.0,1,left,MISS K. Irving driving finger roll Layup - blocked,"[202681, 1627751]",1610612742.0,DAL,driving finger roll,,,Irving,K. Irving,,,,,In The Paint (Non-RA),0-8 Center,,,4.84,Missed,,,,,,,,,Poeltl,1627751.0,,,,,,
317,PT04M35.00S,2024-02-29T01:29:56.4Z,2,REGULAR,block,,[],1627751,,,1610612742,52,53,2024-02-29T01:29:58Z,3100000,False,,,0,,J. Poeltl BLOCK (1 BLK),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
318,PT04M35.00S,2024-02-29T01:29:56.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612742,52,53,2024-02-29T01:30:04Z,3110000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,316.0,,,,,,,,,,,
320,PT04M34.00S,2024-02-29T01:30:17.6Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],203501,8.754927726675426,96.32352941176471,1610612742,52,56,2024-02-29T01:30:26Z,3130000,False,-232.0,30.0,1,left,T. Hardaway Jr. 3PT  (11 PTS) (K. Irving 3 AST),"[203501, 202681]",1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Left Corner 3,24+ Left,,,23.35,Made,11.0,K. Irving,202681.0,3.0,,,,,,,,,,,,
322,PT04M19.00S,2024-02-29T01:30:32.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630567,93.24901445466492,55.392156862745104,1610612761,54,56,2024-02-29T01:30:40Z,3150000,False,27.0,11.0,1,right,S. Barnes turnaround bank Jump Shot (9 PTS),[1630567],1610612761.0,TOR,turnaround bank,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,,,2.92,Made,9.0,,,,,,,,,,,,,,,
