actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
176,PT09M53.00S,2024-11-28T02:11:28.1Z,2,REGULAR,substitution,in,[],1631104,,,1610612759,25,36,2024-11-28T02:11:41Z,1760000,False,,,0,,SUB in: B. Wesley,[1631104],1610612759.0,SAS,,,,Wesley,B. Wesley,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT09M45.00S,2024-11-28T02:11:51.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631104,93.77463863337714,46.81372549019608,1610612759,25,36,2024-11-28T02:17:15Z,1770000,False,-16.0,6.0,1,right,MISS B. Wesley cutting Layup - blocked,"[1631104, 2544]",1610612759.0,SAS,cutting,,,Wesley,B. Wesley,,,,,Restricted Area,0-8 Center,1.7,Missed,James,2544.0,,,,,,,,,,,,,,,,
178,PT09M45.00S,2024-11-28T02:11:51.9Z,2,REGULAR,block,,[],2544,,,1610612759,25,36,2024-11-28T02:11:53Z,1780000,False,,,0,,L. James BLOCK (1 BLK),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
179,PT09M42.00S,2024-11-28T02:11:54.9Z,2,REGULAR,rebound,defensive,[],1631108,,,1610612747,25,36,2024-11-28T02:12:02Z,1790000,False,,,0,,M. Christie REBOUND (Off:0 Def:2),[1631108],1610612747.0,LAL,,,,Christie,M. Christie,,,,,Restricted Area,0-8 Center,,,,,177.0,2.0,2.0,0.0,,,,,,,,,,,,
180,PT09M40.00S,2024-11-28T02:11:57.4Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629629,30.699737187910642,69.11764705882352,1610612747,25,36,2024-11-28T02:12:12Z,1800000,False,-96.0,236.0,1,left,MISS C. Reddish 25' running 3PT,[1629629],1610612747.0,LAL,running,,,Reddish,C. Reddish,,,,,Above the Break 3,24+ Left Center,25.47,Missed,,,,,,,,,,,,,,,,,,
181,PT09M35.00S,2024-11-28T02:12:02.4Z,2,REGULAR,rebound,defensive,[],203084,,,1610612759,25,36,2024-11-28T02:12:12Z,1810000,False,,,0,,H. Barnes REBOUND (Off:0 Def:1),[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,Above the Break 3,24+ Left Center,,,,,180.0,1.0,1.0,0.0,,,,,,,,,,,,
182,PT09M25.00S,2024-11-28T02:12:11.6Z,2,REGULAR,3pt,Jump Shot,[],1642264,88.38699080157687,93.87254901960785,1610612759,25,36,2024-11-28T02:12:15Z,1820000,False,219.0,57.0,1,right,MISS S. Castle 3PT,[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,Right Corner 3,24+ Right,22.66,Missed,,,,,,,,,,,,,,,,,,
183,PT09M23.00S,2024-11-28T02:12:13.6Z,2,REGULAR,rebound,defensive,[],1631108,,,1610612747,25,36,2024-11-28T02:12:15Z,1830000,False,,,0,,M. Christie REBOUND (Off:0 Def:3),[1631108],1610612747.0,LAL,,,,Christie,M. Christie,,,,,Right Corner 3,24+ Right,,,,,182.0,3.0,3.0,0.0,,,,,,,,,,,,
184,PT09M18.00S,2024-11-28T02:12:18.3Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],2544,31.09395532194481,54.41176470588235,1610612747,25,36,2024-11-28T02:12:28Z,1840000,False,-22.0,240.0,1,left,MISS L. James 24' running pullup 3PT,[2544],1610612747.0,LAL,running pullup,,,James,L. James,,,,,Above the Break 3,24+ Center,24.08,Missed,,,,,,,,,,,,,,,,,,
185,PT09M15.00S,2024-11-28T02:12:21.3Z,2,REGULAR,rebound,defensive,[],1641705,,,1610612759,25,36,2024-11-28T02:12:28Z,1850000,False,,,0,,V. Wembanyama REBOUND (Off:1 Def:2),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Center,,,,,184.0,3.0,2.0,1.0,,,,,,,,,,,,
186,PT09M10.00S,2024-11-28T02:12:28.9Z,2,REGULAR,foul,personal,['2freethrow'],1629629,,,1610612759,25,36,2024-11-28T02:12:39Z,1860000,False,,,0,,C. Reddish shooting personal FOUL (2 PF) (Barnes 2 FT),"[1629629, 203084]",1610612747.0,LAL,shooting,,,Reddish,C. Reddish,,,,,Restricted Area,0-8 Center,,,,,,,,,203054.0,2.0,0.0,Barnes,203084.0,,,,,,,
188,PT09M10.00S,2024-11-28T02:13:05.4Z,2,REGULAR,freethrow,1 of 2,[],203084,,,1610612759,26,36,2024-11-28T02:13:05Z,1880000,False,,,0,,H. Barnes Free Throw 1 of 2 (7 PTS),[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,,,,Made,,,,,,,,,,,,7.0,,,,,,
189,PT09M10.00S,2024-11-28T02:13:06.0Z,2,REGULAR,substitution,out,[],1629629,,,1610612759,26,36,2024-11-28T02:13:12Z,1890000,False,,,0,,SUB out: C. Reddish,[1629629],1610612747.0,LAL,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT09M10.00S,2024-11-28T02:13:06.0Z,2,REGULAR,substitution,out,[],1631108,,,1610612759,26,36,2024-11-28T02:13:12Z,1900000,False,,,0,,SUB out: M. Christie,[1631108],1610612747.0,LAL,,,,Christie,M. Christie,,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT09M10.00S,2024-11-28T02:13:06.0Z,2,REGULAR,substitution,in,[],1629060,,,1610612759,26,36,2024-11-28T02:13:12Z,1910000,False,,,0,,SUB in: R. Hachimura,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT09M10.00S,2024-11-28T02:13:06.0Z,2,REGULAR,substitution,in,[],1629216,,,1610612759,26,36,2024-11-28T02:13:12Z,1920000,False,,,0,,SUB in: G. Vincent,[1629216],1610612747.0,LAL,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT09M10.00S,2024-11-28T02:13:29.3Z,2,REGULAR,freethrow,2 of 2,[],203084,,,1610612759,27,36,2024-11-28T02:13:29Z,1930000,False,,,0,,H. Barnes Free Throw 2 of 2 (8 PTS),[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,,,,Made,,,,,,,,,,,,8.0,,,,,,
194,PT08M57.00S,2024-11-28T02:13:44.8Z,2,REGULAR,3pt,Jump Shot,[],1626156,30.699737187910642,72.30392156862744,1610612747,27,39,2024-11-28T02:13:50Z,1940000,False,-112.0,236.0,1,left,D. Russell 26' 3PT  (11 PTS) (L. James 4 AST),"[1626156, 2544]",1610612747.0,LAL,,,,Russell,D. Russell,,,,,Above the Break 3,24+ Left Center,26.11,Made,,,,,,,,,,,,11.0,,,,L. James,2544.0,4.0
196,PT08M43.00S,2024-11-28T02:14:00.1Z,2,REGULAR,turnover,out-of-bounds,[],1641705,,,1610612759,27,39,2024-11-28T02:14:11Z,1960000,False,,,0,,V. Wembanyama lost ball out-of-bounds TURNOVER (3 TO),[1641705],1610612759.0,SAS,lost ball,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Right Center,,,,,,,,,203054.0,,,,,,3.0,,,,,
197,PT08M41.00S,2024-11-28T02:14:06.6Z,2,REGULAR,turnover,out-of-bounds,[],2544,,,1610612747,27,39,2024-11-28T02:14:20Z,1970000,False,,,0,,L. James bad pass out-of-bounds TURNOVER (2 TO),[2544],1610612747.0,LAL,bad pass,,,James,L. James,,,,,Mid-Range,16-24 Right,,,,,,,,,203054.0,,,,,,2.0,,,,,
198,PT08M24.00S,2024-11-28T02:14:29.7Z,2,REGULAR,foul,personal,['2freethrow'],1629216,,,1610612759,27,39,2024-11-28T02:14:46Z,1980000,False,,,0,,G. Vincent shooting personal FOUL (1 PF) (Castle 2 FT),"[1629216, 1642264]",1610612747.0,LAL,shooting,,,Vincent,G. Vincent,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,201246.0,1.0,0.0,Castle,1642264.0,,,,,,,
200,PT08M24.00S,2024-11-28T02:14:53.0Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1642264,,,1610612759,27,39,2024-11-28T02:14:53Z,2000000,False,,,0,,MISS S. Castle Free Throw 1 of 2,[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
201,PT08M24.00S,2024-11-28T02:14:53.0Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612759,27,39,2024-11-28T02:14:53Z,2010000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,,,200.0,,,,,,,,,,,,,,,
202,PT08M24.00S,2024-11-28T02:15:15.1Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1642264,,,1610612759,28,39,2024-11-28T02:15:15Z,2020000,False,,,0,,S. Castle Free Throw 2 of 2 (1 PTS),[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,,,,Made,,,,,,,,,,,,1.0,,,,,,
203,PT08M08.00S,2024-11-28T02:15:32.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],2544,17.16491458607096,61.029411764705884,1610612747,28,39,2024-11-28T02:15:38Z,2030000,False,-55.0,109.0,1,left,MISS L. James 12' pullup Shot,[2544],1610612747.0,LAL,pullup,,,James,L. James,,,,,In The Paint (Non-RA),8-16 Center,12.2,Missed,,,,,,,,,,,,,,,,,,
204,PT08M07.00S,2024-11-28T02:15:33.0Z,2,REGULAR,rebound,offensive,[],1631132,,,1610612747,28,39,2024-11-28T02:15:38Z,2040000,False,,,0,,C. Koloko REBOUND (Off:1 Def:0),[1631132],1610612747.0,LAL,,,,Koloko,C. Koloko,,,,,In The Paint (Non-RA),8-16 Center,,,,,203.0,1.0,0.0,1.0,,,,,,,,,,,,
205,PT08M06.00S,2024-11-28T02:15:35.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631132,7.046649145860711,47.794117647058826,1610612747,28,41,2024-11-28T02:19:56Z,2050000,False,11.0,14.0,1,left,C. Koloko Layup (2 PTS),[1631132],1610612747.0,LAL,,,,Koloko,C. Koloko,,,,,Restricted Area,0-8 Center,1.76,Made,,,,,,,,,,,,2.0,,,,,,
207,PT07M56.00S,2024-11-28T02:15:56.6Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1641705,93.9060446780552,50.0,1610612759,30,41,2024-11-28T02:16:04Z,2070000,False,0.0,5.0,1,right,V. Wembanyama alley-oop DUNK (7 PTS) (C. Paul 2 AST),"[1641705, 101108]",1610612759.0,SAS,alley-oop,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,0.48,Made,,,,,,,,,,,,7.0,,,,C. Paul,101108.0,2.0
209,PT07M31.00S,2024-11-28T02:16:21.8Z,2,REGULAR,3pt,Jump Shot,[],1626156,30.305519053876477,25.0,1610612747,30,44,2024-11-28T02:16:26Z,2090000,False,125.0,232.0,1,left,D. Russell 26' 3PT  (14 PTS) (R. Hachimura 2 AST),"[1626156, 1629060]",1610612747.0,LAL,,,,Russell,D. Russell,,,,,Above the Break 3,24+ Right Center,26.39,Made,,,,,,,,,,,,14.0,,,,R. Hachimura,1629060.0,2.0
211,PT07M21.00S,2024-11-28T02:16:33.5Z,2,REGULAR,turnover,out-of-bounds,[],1642264,,,1610612759,30,44,2024-11-28T02:16:40Z,2110000,False,,,0,,S. Castle lost ball out-of-bounds TURNOVER (2 TO),[1642264],1610612759.0,SAS,lost ball,,,Castle,S. Castle,,,,,Above the Break 3,24+ Right Center,,,,,,,,,201246.0,,,,,,2.0,,,,,
212,PT07M21.00S,2024-11-28T02:16:37.5Z,2,REGULAR,substitution,out,[],1641705,,,1610612747,30,44,2024-11-28T02:16:43Z,2120000,False,,,0,,SUB out: V. Wembanyama,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT07M21.00S,2024-11-28T02:16:37.5Z,2,REGULAR,substitution,in,[],1628380,,,1610612747,30,44,2024-11-28T02:16:43Z,2130000,False,,,0,,SUB in: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT07M01.00S,2024-11-28T02:17:02.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631132,7.30946123521682,46.568627450980394,1610612747,30,44,2024-11-28T02:17:13Z,2140000,False,17.0,16.0,1,left,MISS C. Koloko cutting finger roll Layup,[1631132],1610612747.0,LAL,cutting finger roll,,,Koloko,C. Koloko,,,,,Restricted Area,0-8 Center,2.36,Missed,,,,,,,,,,,,,,,,,,
215,PT06M59.00S,2024-11-28T02:17:04.2Z,2,REGULAR,rebound,defensive,[],1628380,,,1610612759,30,44,2024-11-28T02:17:13Z,2150000,False,,,0,,Z. Collins REBOUND (Off:0 Def:1),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Restricted Area,0-8 Center,,,,,214.0,1.0,1.0,0.0,,,,,,,,,,,,
216,PT06M57.00S,2024-11-28T02:17:08.7Z,2,REGULAR,foul,personal,[],1631132,,,1610612759,30,44,2024-11-28T02:17:32Z,2160000,False,,,0,,C. Koloko personal FOUL (2 PF),"[1631132, 1628380]",1610612747.0,LAL,,,,Koloko,C. Koloko,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,2530.0,2.0,0.0,Collins,1628380.0,,,,,,,
218,PT06M57.00S,2024-11-28T02:17:23.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,30,44,2024-11-28T02:17:23Z,2180000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT06M57.00S,2024-11-28T02:19:41.7Z,2,REGULAR,substitution,out,[],1631104,,,1610612759,30,44,2024-11-28T02:20:10Z,2190000,False,,,0,,SUB out: B. Wesley,[1631104],1610612759.0,SAS,,,,Wesley,B. Wesley,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT06M57.00S,2024-11-28T02:19:41.7Z,2,REGULAR,substitution,out,[],1631132,,,1610612759,30,44,2024-11-28T02:20:10Z,2200000,False,,,0,,SUB out: C. Koloko,[1631132],1610612747.0,LAL,,,,Koloko,C. Koloko,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT06M57.00S,2024-11-28T02:19:41.7Z,2,REGULAR,substitution,in,[],1629640,,,1610612759,30,44,2024-11-28T02:20:10Z,2210000,False,,,0,,SUB in: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT06M57.00S,2024-11-28T02:19:41.7Z,2,REGULAR,substitution,in,[],203076,,,1610612759,30,44,2024-11-28T02:20:10Z,2220000,False,,,0,,SUB in: A. Davis,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT06M43.00S,2024-11-28T02:20:33.2Z,2,REGULAR,2pt,Jump Shot,[],101108,77.4802890932983,67.8921568627451,1610612759,32,44,2024-11-28T02:20:44Z,2230000,False,89.0,159.0,1,right,C. Paul 18' Jump Shot (2 PTS),[101108],1610612759.0,SAS,,,,Paul,C. Paul,,,,,Mid-Range,16-24 Right Center,18.26,Made,,,,,,,,,,,,2.0,,,,,,
224,PT06M26.00S,2024-11-28T02:20:53.9Z,2,REGULAR,turnover,out-of-bounds,[],2544,,,1610612747,32,44,2024-11-28T02:21:04Z,2240000,False,,,0,,L. James bad pass out-of-bounds TURNOVER (3 TO),[2544],1610612747.0,LAL,bad pass,,,James,L. James,,,,,Mid-Range,8-16 Right,,,,,,,,,2530.0,,,,,,3.0,,,,,
225,PT06M14.00S,2024-11-28T02:21:08.2Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],101108,66.5735873850197,58.333333333333336,1610612759,32,44,2024-11-28T02:21:15Z,2250000,False,42.0,262.0,1,right,MISS C. Paul 26' 3PT,[101108],1610612759.0,SAS,,,,Paul,C. Paul,,,,,Above the Break 3,24+ Center,26.5,Missed,,,,,,,,,,,,,,,,,,
226,PT06M08.00S,2024-11-28T02:21:14.2Z,2,REGULAR,rebound,defensive,[],1629060,,,1610612747,32,44,2024-11-28T02:21:15Z,2260000,False,,,0,,R. Hachimura REBOUND (Off:1 Def:1),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Above the Break 3,24+ Center,,,,,225.0,2.0,1.0,1.0,,,,,,,,,,,,
227,PT06M06.00S,2024-11-28T02:21:20.7Z,2,REGULAR,foul,personal,[],101108,,,1610612747,32,44,2024-11-28T02:21:27Z,2270000,False,,,0,,C. Paul personal FOUL (1 PF),"[101108, 2544]",1610612759.0,SAS,,,,Paul,C. Paul,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,203054.0,1.0,0.0,James,2544.0,,,,,,,
229,PT06M06.00S,2024-11-28T02:21:25.6Z,2,REGULAR,substitution,out,[],1626156,,,1610612747,32,44,2024-11-28T02:21:46Z,2290000,False,,,0,,SUB out: D. Russell,[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT06M06.00S,2024-11-28T02:21:25.6Z,2,REGULAR,substitution,out,[],2544,,,1610612747,32,44,2024-11-28T02:21:46Z,2300000,False,,,0,,SUB out: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT06M06.00S,2024-11-28T02:21:25.6Z,2,REGULAR,substitution,in,[],1642261,,,1610612747,32,44,2024-11-28T02:21:46Z,2310000,False,,,0,,SUB in: D. Knecht,[1642261],1610612747.0,LAL,,,,Knecht,D. Knecht,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT06M06.00S,2024-11-28T02:21:25.6Z,2,REGULAR,substitution,in,[],1630559,,,1610612747,32,44,2024-11-28T02:21:46Z,2320000,False,,,0,,SUB in: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT05M54.00S,2024-11-28T02:21:58.9Z,2,REGULAR,2pt,Jump Shot,[],1642261,21.23850197109067,47.549019607843135,1610612747,32,44,2024-11-28T02:22:05Z,2330000,False,12.0,147.0,1,left,MISS D. Knecht 14' pullup Shot,[1642261],1610612747.0,LAL,pullup,,,Knecht,D. Knecht,,,,,Mid-Range,8-16 Center,14.76,Missed,,,,,,,,,,,,,,,,,,
234,PT05M53.00S,2024-11-28T02:21:59.9Z,2,REGULAR,rebound,defensive,[],1629640,,,1610612759,32,44,2024-11-28T02:22:05Z,2340000,False,,,0,,K. Johnson REBOUND (Off:0 Def:1),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Mid-Range,8-16 Center,,,,,233.0,1.0,1.0,0.0,,,,,,,,,,,,
235,PT05M49.00S,2024-11-28T02:22:05.3Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1628380,94.03745072273325,50.0,1610612759,34,44,2024-11-28T02:22:29Z,2350000,False,0.0,4.0,1,right,Z. Collins running DUNK (2 PTS) (S. Castle 4 AST),"[1628380, 1642264]",1610612759.0,SAS,running,,,Collins,Z. Collins,,,,,Restricted Area,0-8 Center,0.35,Made,,,,,,,,,,,,2.0,,,,S. Castle,1642264.0,4.0
237,PT05M48.00S,2024-11-28T02:22:10.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,34,44,2024-11-28T02:22:10Z,2370000,False,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT05M48.00S,2024-11-28T02:24:40.5Z,2,REGULAR,substitution,out,[],203084,,,1610612747,34,44,2024-11-28T02:24:54Z,2380000,False,,,0,,SUB out: H. Barnes,[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT05M48.00S,2024-11-28T02:24:40.5Z,2,REGULAR,substitution,in,[],1630170,,,1610612747,34,44,2024-11-28T02:24:54Z,2390000,False,,,0,,SUB in: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT05M31.00S,2024-11-28T02:25:26.0Z,2,REGULAR,3pt,Jump Shot,[],1629060,24.129434954007884,14.215686274509803,1610612747,34,47,2024-11-28T02:25:34Z,2400000,False,179.0,174.0,1,left,R. Hachimura 24' 3PT  (7 PTS) (A. Davis 4 AST),"[1629060, 203076]",1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Above the Break 3,24+ Right Center,24.98,Made,,,,,,,,,,,,7.0,,,,A. Davis,203076.0,4.0
242,PT05M15.00S,2024-11-28T02:25:42.2Z,2,REGULAR,2pt,Jump Shot,[],1630170,75.77201051248358,64.95098039215686,1610612759,34,47,2024-11-28T02:25:47Z,2420000,False,75.0,175.0,1,right,MISS D. Vassell 19' Jump Shot,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Mid-Range,16-24 Right Center,19.05,Missed,,,,,,,,,,,,,,,,,,
243,PT05M12.00S,2024-11-28T02:25:45.2Z,2,REGULAR,rebound,defensive,[],203076,,,1610612747,34,47,2024-11-28T02:25:47Z,2430000,False,,,0,,A. Davis REBOUND (Off:3 Def:5),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Mid-Range,16-24 Right Center,,,,,242.0,8.0,5.0,3.0,,,,,,,,,,,,
244,PT05M03.00S,2024-11-28T02:25:57.0Z,2,REGULAR,foul,personal,['2freethrow'],1642264,,,1610612747,34,47,2024-11-28T02:26:04Z,2440000,False,,,0,,S. Castle shooting personal FOUL (3 PF) (Hachimura 2 FT),"[1642264, 1629060]",1610612759.0,SAS,shooting,,,Castle,S. Castle,,,,,Restricted Area,0-8 Center,,,,,,,,,2530.0,3.0,0.0,Hachimura,1629060.0,,,,,,,
246,PT05M03.00S,2024-11-28T02:26:22.8Z,2,REGULAR,freethrow,1 of 2,[],1629060,,,1610612747,34,48,2024-11-28T02:26:22Z,2460000,False,,,0,,R. Hachimura Free Throw 1 of 2 (8 PTS),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,,,Made,,,,,,,,,,,,8.0,,,,,,
247,PT05M03.00S,2024-11-28T02:26:23.3Z,2,REGULAR,substitution,out,[],101108,,,1610612747,34,48,2024-11-28T02:26:36Z,2470000,False,,,0,,SUB out: C. Paul,[101108],1610612759.0,SAS,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT05M03.00S,2024-11-28T02:26:23.3Z,2,REGULAR,substitution,out,[],1642264,,,1610612747,34,48,2024-11-28T02:26:36Z,2480000,False,,,0,,SUB out: S. Castle,[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT05M03.00S,2024-11-28T02:26:23.3Z,2,REGULAR,substitution,in,[],1630200,,,1610612747,34,48,2024-11-28T02:26:36Z,2490000,False,,,0,,SUB in: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT05M03.00S,2024-11-28T02:26:23.3Z,2,REGULAR,substitution,in,[],1630577,,,1610612747,34,48,2024-11-28T02:26:36Z,2500000,False,,,0,,SUB in: J. Champagnie,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT05M03.00S,2024-11-28T02:26:44.8Z,2,REGULAR,freethrow,2 of 2,[],1629060,,,1610612747,34,49,2024-11-28T02:26:44Z,2510000,False,,,0,,R. Hachimura Free Throw 2 of 2 (9 PTS),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,,,Made,,,,,,,,,,,,9.0,,,,,,
252,PT04M43.00S,2024-11-28T02:27:07.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629640,93.38042049934296,43.627450980392155,1610612759,34,49,2024-11-28T02:28:08Z,2520000,False,-32.0,10.0,1,right,MISS K. Johnson cutting finger roll Layup,[1629640],1610612759.0,SAS,cutting finger roll,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,3.33,Missed,,,,,,,,,,,,,,,,,,
253,PT04M42.00S,2024-11-28T02:27:08.7Z,2,REGULAR,rebound,defensive,[],203076,,,1610612747,34,49,2024-11-28T02:28:08Z,2530000,False,,,0,,A. Davis REBOUND (Off:3 Def:6),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,,,252.0,9.0,6.0,3.0,,,,,,,,,,,,
254,PT04M22.00S,2024-11-28T02:27:27.3Z,2,REGULAR,3pt,Jump Shot,[],1642261,25.837713534822605,81.86274509803921,1610612747,34,49,2024-11-28T02:27:33Z,2540000,False,-159.0,190.0,1,left,MISS D. Knecht 24' pullup 3PT,[1642261],1610612747.0,LAL,pullup,,,Knecht,D. Knecht,,,,,Above the Break 3,24+ Left Center,24.83,Missed,,,,,,,,,,,,,,,,,,
255,PT04M16.00S,2024-11-28T02:27:33.3Z,2,REGULAR,rebound,defensive,[],1630577,,,1610612759,34,49,2024-11-28T02:27:33Z,2550000,False,,,0,,J. Champagnie REBOUND (Off:0 Def:2),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Left Center,,,,,254.0,2.0,2.0,0.0,,,,,,,,,,,,
256,PT04M12.00S,2024-11-28T02:27:36.4Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630170,84.44480946123521,95.58823529411765,1610612759,37,49,2024-11-28T02:27:50Z,2560000,False,228.0,94.0,1,right,D. Vassell 24' 3PT running (6 PTS) (T. Jones 3 AST),"[1630170, 1630200]",1610612759.0,SAS,running,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Right,24.64,Made,,,,,,,,,,,,6.0,,,,T. Jones,1630200.0,3.0
258,PT03M59.00S,2024-11-28T02:27:50.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630559,7.440867279894875,49.50980392156863,1610612747,37,49,2024-11-28T02:27:59Z,2580000,False,2.0,17.0,1,left,MISS A. Reaves driving Layup,[1630559],1610612747.0,LAL,driving,,,Reaves,A. Reaves,,,,,Restricted Area,0-8 Center,1.76,Missed,,,,,,,,,,,,,,,,,,
259,PT03M56.00S,2024-11-28T02:27:53.0Z,2,REGULAR,rebound,defensive,[],1630200,,,1610612759,37,49,2024-11-28T02:27:59Z,2590000,False,,,0,,T. Jones REBOUND (Off:0 Def:1),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,,,,,258.0,1.0,1.0,0.0,,,,,,,,,,,,
