actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,blockPlayerName,blockPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
167,PT10M31.00S,2025-03-30T00:39:17.1Z,2,REGULAR,rebound,defensive,[],204001,,,1610612738,29,40,2025-03-30T00:39:31Z,1670000,False,,,0,,K. Porziņģis REBOUND (Off:1 Def:2),[204001],1610612738.0,BOS,,,,Porziņģis,K. Porziņģis,,,,,Mid-Range,16-24 Center,,,166.0,,,3.0,2.0,1.0,,,,,,,,,,,,
168,PT10M19.00S,2025-03-30T00:39:31.0Z,2,REGULAR,turnover,out-of-bounds,[],1631248,,,1610612738,29,40,2025-03-30T00:39:37Z,1680000,False,,,0,,B. Scheierman bad pass out-of-bounds TURNOVER (1 TO),[1631248],1610612738.0,BOS,bad pass,,,Scheierman,B. Scheierman,,,,,Mid-Range,8-16 Left,,,,,,,,,1627534.0,,,,,1.0,,,,,,
169,PT10M10.00S,2025-03-30T00:39:45.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1642264,64.47109067017082,54.166666666666664,1610612759,29,40,2025-03-30T00:39:52Z,1690000,False,21.0,281.0,1,right,MISS S. Castle 28' pullup 3PT,[1642264],1610612759.0,SAS,pullup,,,Castle,S. Castle,,,,,Above the Break 3,24+ Center,28.23,Missed,,,,,,,,,,,,,,,,,,
170,PT10M07.00S,2025-03-30T00:39:48.7Z,2,REGULAR,rebound,defensive,[],1631248,,,1610612738,29,40,2025-03-30T00:39:52Z,1700000,False,,,0,,B. Scheierman REBOUND (Off:0 Def:1),[1631248],1610612738.0,BOS,,,,Scheierman,B. Scheierman,,,,,Above the Break 3,24+ Center,,,169.0,,,1.0,1.0,0.0,,,,,,,,,,,,
171,PT09M45.00S,2025-03-30T00:40:19.1Z,2,REGULAR,foul,personal,[],1630577,,,1610612738,29,40,2025-03-30T00:40:55Z,1710000,False,,,0,,J. Champagnie personal FOUL (1 PF),"[1630577, 204001]",1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Mid-Range,8-16 Left,,,,,,,,,1627534.0,,,,,,,,1.0,0.0,Porziņģis,204001.0
173,PT09M42.00S,2025-03-30T00:40:46.6Z,2,REGULAR,3pt,Jump Shot,[],1630573,29.38567674113009,74.01960784313727,1610612738,29,40,2025-03-30T00:44:56Z,1730000,False,-120.0,224.0,1,left,MISS S. Hauser 25' pullup 3PT,[1630573],1610612738.0,BOS,pullup,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Left Center,25.39,Missed,,,,,,,,,,,,,,,,,,
174,PT09M40.00S,2025-03-30T00:40:48.9Z,2,REGULAR,rebound,offensive,[],1631248,,,1610612738,29,40,2025-03-30T00:40:48Z,1740000,False,,,0,,B. Scheierman REBOUND (Off:1 Def:1),[1631248],1610612738.0,BOS,,,,Scheierman,B. Scheierman,,,,,Above the Break 3,24+ Left Center,,,173.0,,,2.0,1.0,1.0,,,,,,,,,,,,
175,PT09M35.00S,2025-03-30T00:40:53.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628436,7.835085413929041,48.03921568627451,1610612738,29,42,2025-03-30T00:41:10Z,1750000,False,10.0,21.0,1,left,L. Kornet Layup (4 PTS) (D. White 3 AST),"[1628436, 1628401]",1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,2.33,Made,,,,,,,,4.0,D. White,1628401.0,3.0,,,,,,,
178,PT09M22.00S,2025-03-30T00:41:14.4Z,2,REGULAR,substitution,out,[],1631104,,,1610612759,29,42,2025-03-30T00:41:29Z,1780000,False,,,0,,SUB out: B. Wesley,[1631104],1610612759.0,SAS,,,,Wesley,B. Wesley,,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT09M22.00S,2025-03-30T00:41:14.4Z,2,REGULAR,substitution,in,[],203084,,,1610612759,29,42,2025-03-30T00:41:29Z,1790000,False,,,0,,SUB in: H. Barnes,[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT09M10.00S,2025-03-30T00:41:37.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642264,86.67871222076215,50.245098039215684,1610612759,31,42,2025-03-30T00:41:42Z,1800000,False,1.0,73.0,1,right,S. Castle 7' driving floating Jump Shot (5 PTS),[1642264],1610612759.0,SAS,driving floating,,,Castle,S. Castle,,,,,In The Paint (Non-RA),0-8 Center,7.27,Made,,,,,,,,5.0,,,,,,,,,,
181,PT08M48.00S,2025-03-30T00:42:00.2Z,2,REGULAR,2pt,Jump Shot,[],204001,13.354139290407357,66.17647058823529,1610612738,31,44,2025-03-30T00:45:56Z,1810000,False,-81.0,73.0,1,left,K. Porziņģis 10' bank Jump Shot (9 PTS) (B. Scheierman 2 AST),"[204001, 1631248]",1610612738.0,BOS,bank,,,Porziņģis,K. Porziņģis,,,,,Mid-Range,8-16 Left,10.9,Made,,,,,,,,9.0,B. Scheierman,1631248.0,2.0,,,,,,,
183,PT08M32.00S,2025-03-30T00:42:15.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642264,91.14651773981603,46.81372549019608,1610612759,31,44,2025-03-30T00:47:07Z,1830000,False,-16.0,31.0,1,right,MISS S. Castle driving Layup,[1642264],1610612759.0,SAS,driving,,,Castle,S. Castle,,,,,Restricted Area,0-8 Center,3.46,Missed,,,,,,,,,,,,,,,,,,
184,PT08M30.00S,2025-03-30T00:42:17.1Z,2,REGULAR,rebound,defensive,[],1628436,,,1610612738,31,44,2025-03-30T00:42:23Z,1840000,False,,,0,,L. Kornet REBOUND (Off:1 Def:3),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,,,183.0,,,4.0,3.0,1.0,,,,,,,,,,,,
185,PT08M24.00S,2025-03-30T00:42:23.9Z,2,REGULAR,3pt,Jump Shot,[],1630573,19.398817345597898,6.127450980392156,1610612738,31,44,2025-03-30T00:42:28Z,1850000,False,219.0,130.0,1,left,MISS S. Hauser 25' 3PT,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Right Center,25.49,Missed,,,,,,,,,,,,,,,,,,
186,PT08M23.00S,2025-03-30T00:42:24.9Z,2,REGULAR,rebound,offensive,[],1628436,,,1610612738,31,44,2025-03-30T00:50:49Z,1860000,False,,,0,,L. Kornet REBOUND (Off:2 Def:3),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,Above the Break 3,24+ Right Center,,,185.0,,,5.0,3.0,2.0,,,,,,,,,,,,
187,PT08M23.00S,2025-03-30T00:42:27.6Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1628436,5.590000152587891,50.0,1610612738,31,44,2025-03-30T00:50:55Z,1870000,False,0.0,0.0,1,left,MISS L. Kornet tip Layup,[1628436],1610612738.0,BOS,tip,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
188,PT08M22.00S,2025-03-30T00:42:28.6Z,2,REGULAR,rebound,offensive,[],1628436,,,1610612738,31,44,2025-03-30T00:50:55Z,1880000,False,,,0,,L. Kornet REBOUND (Off:3 Def:3),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,,,187.0,,,6.0,3.0,3.0,,,,,,,,,,,,
193,PT08M21.00S,2025-03-30T00:42:39.9Z,2,REGULAR,substitution,out,[],1631248,,,1610612738,31,44,2025-03-30T00:44:43Z,1930000,False,,,0,,SUB out: B. Scheierman,[1631248],1610612738.0,BOS,,,,Scheierman,B. Scheierman,,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT08M21.00S,2025-03-30T00:42:39.9Z,2,REGULAR,substitution,in,[],1627759,,,1610612738,31,44,2025-03-30T00:44:43Z,1940000,False,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT08M21.00S,2025-03-30T00:42:46.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,31,44,2025-03-30T00:50:03Z,1950000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT08M21.00S,2025-03-30T00:44:51.0Z,2,REGULAR,foul,personal,['2freethrow'],1630577,,,1610612738,31,44,2025-03-30T00:45:21Z,1970000,False,,,0,,J. Champagnie shooting personal FOUL (2 PF) (Kornet 2 FT),"[1630577, 1628436]",1610612759.0,SAS,shooting,,,Champagnie,J. Champagnie,,,,,Restricted Area,0-8 Center,,,,,,,,,2534.0,,,,,,,,2.0,0.0,Kornet,1628436.0
199,PT08M21.00S,2025-03-30T00:45:40.1Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1628436,,,1610612738,31,45,2025-03-30T00:45:40Z,1990000,False,,,0,,L. Kornet Free Throw 1 of 2 (5 PTS),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,Made,,,,,,,,5.0,,,,,,,,,,
200,PT08M21.00S,2025-03-30T00:45:40.1Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1628436,,,1610612738,31,45,2025-03-30T00:46:07Z,2000000,False,,,0,,MISS L. Kornet Free Throw 2 of 2,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
201,PT08M18.00S,2025-03-30T00:45:43.1Z,2,REGULAR,rebound,defensive,[],1630577,,,1610612759,31,45,2025-03-30T00:46:07Z,2010000,False,,,0,,J. Champagnie REBOUND (Off:0 Def:1),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,200.0,,,1.0,1.0,0.0,,,,,,,,,,,,
202,PT08M03.00S,2025-03-30T00:46:11.8Z,2,REGULAR,3pt,Jump Shot,[],1630577,73.40670170827858,18.137254901960784,1610612759,31,45,2025-03-30T00:46:21Z,2020000,False,-159.0,197.0,1,right,MISS J. Champagnie 25' 3PT,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Left Center,25.37,Missed,,,,,,,,,,,,,,,,,,
203,PT07M59.00S,2025-03-30T00:46:15.8Z,2,REGULAR,rebound,defensive,[],204001,,,1610612738,31,45,2025-03-30T00:46:21Z,2030000,False,,,0,,K. Porziņģis REBOUND (Off:1 Def:3),[204001],1610612738.0,BOS,,,,Porziņģis,K. Porziņģis,,,,,Above the Break 3,24+ Left Center,,,202.0,,,4.0,3.0,1.0,,,,,,,,,,,,
204,PT07M50.00S,2025-03-30T00:46:24.5Z,2,REGULAR,3pt,Jump Shot,[],1628401,14.536793692509855,5.147058823529411,1610612738,31,45,2025-03-30T00:46:33Z,2040000,False,224.0,84.0,1,left,MISS D. White 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Right Corner 3,24+ Right,23.95,Missed,,,,,,,,,,,,,,,,,,
205,PT07M45.00S,2025-03-30T00:46:29.5Z,2,REGULAR,rebound,defensive,[],1629640,,,1610612759,31,45,2025-03-30T00:46:33Z,2050000,False,,,0,,K. Johnson REBOUND (Off:0 Def:3),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Right Corner 3,24+ Right,,,204.0,,,3.0,3.0,0.0,,,,,,,,,,,,
206,PT07M41.00S,2025-03-30T00:46:34.2Z,2,REGULAR,3pt,Jump Shot,[],1630572,66.44218134034165,45.09803921568628,1610612759,31,45,2025-03-30T00:46:41Z,2060000,False,-25.0,263.0,1,right,MISS S. Mamukelashvili 26' 3PT,[1630572],1610612759.0,SAS,,,,Mamukelashvili,S. Mamukelashvili,,,,,Above the Break 3,24+ Center,26.4,Missed,,,,,,,,,,,,,,,,,,
207,PT07M38.00S,2025-03-30T00:46:37.2Z,2,REGULAR,rebound,defensive,[],1628436,,,1610612738,31,45,2025-03-30T00:46:41Z,2070000,False,,,0,,L. Kornet REBOUND (Off:3 Def:4),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,Above the Break 3,24+ Center,,,206.0,,,7.0,4.0,3.0,,,,,,,,,,,,
208,PT07M22.00S,2025-03-30T00:46:52.4Z,2,REGULAR,2pt,Jump Shot,[],1627759,16.507884362680684,75.24509803921569,1610612738,31,47,2025-03-30T00:54:59Z,2080000,False,-126.0,103.0,1,left,J. Brown 16' fadeaway Jump Shot (3 PTS),[1627759],1610612738.0,BOS,fadeaway,,,Brown,J. Brown,,,,,Mid-Range,16-24 Left Center,16.27,Made,,,,,,,,3.0,,,,,,,,,,
209,PT07M12.00S,2025-03-30T00:47:05.8Z,2,REGULAR,foul,personal,['2freethrow'],1628436,,,1610612759,31,47,2025-03-30T00:47:16Z,2090000,False,,,0,,L. Kornet shooting personal FOUL (1 PF) (Castle 2 FT),"[1628436, 1642264]",1610612738.0,BOS,shooting,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,,,,,,,,,2534.0,,,,,,,,1.0,0.0,Castle,1642264.0
211,PT07M12.00S,2025-03-30T00:47:38.9Z,2,REGULAR,freethrow,1 of 2,[],1642264,,,1610612759,32,47,2025-03-30T00:48:13Z,2110000,False,,,0,,S. Castle Free Throw 1 of 2 (6 PTS),[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,,,,Made,,,,,,,,6.0,,,,,,,,,,
212,PT07M12.00S,2025-03-30T00:47:41.0Z,2,REGULAR,substitution,out,[],1630577,,,1610612759,32,47,2025-03-30T00:47:47Z,2120000,False,,,0,,SUB out: J. Champagnie,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT07M12.00S,2025-03-30T00:47:41.0Z,2,REGULAR,substitution,out,[],1630572,,,1610612759,32,47,2025-03-30T00:47:47Z,2130000,False,,,0,,SUB out: S. Mamukelashvili,[1630572],1610612759.0,SAS,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT07M12.00S,2025-03-30T00:47:41.0Z,2,REGULAR,substitution,out,[],1628436,,,1610612759,32,47,2025-03-30T00:47:47Z,2140000,False,,,0,,SUB out: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT07M12.00S,2025-03-30T00:47:41.0Z,2,REGULAR,substitution,in,[],1631110,,,1610612759,32,47,2025-03-30T00:47:47Z,2150000,False,,,0,,SUB in: J. Sochan,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT07M12.00S,2025-03-30T00:47:41.0Z,2,REGULAR,substitution,in,[],101108,,,1610612759,32,47,2025-03-30T00:47:47Z,2160000,False,,,0,,SUB in: C. Paul,[101108],1610612759.0,SAS,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT07M12.00S,2025-03-30T00:47:41.0Z,2,REGULAR,substitution,in,[],1628369,,,1610612759,32,47,2025-03-30T00:47:47Z,2170000,False,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT07M12.00S,2025-03-30T00:47:38.9Z,2,REGULAR,freethrow,2 of 2,[],1642264,,,1610612759,32,47,2025-03-30T00:48:13Z,2180000,False,,,0,,MISS S. Castle Free Throw 2 of 2,[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
219,PT07M09.00S,2025-03-30T00:47:41.9Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,32,47,2025-03-30T00:48:13Z,2190000,False,,,0,,J. Tatum REBOUND (Off:0 Def:5),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,218.0,,,5.0,5.0,0.0,,,,,,,,,,,,
220,PT06M52.00S,2025-03-30T00:48:27.7Z,2,REGULAR,turnover,lost ball,[],204001,,,1610612738,32,47,2025-03-30T00:48:34Z,2200000,False,,,0,,K. Porziņģis lost ball TURNOVER (2 TO),"[204001, 203084]",1610612738.0,BOS,,,,Porziņģis,K. Porziņģis,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,2.0,Barnes,203084.0,,,,
221,PT06M52.00S,2025-03-30T00:48:27.7Z,2,REGULAR,steal,,[],203084,,,1610612759,32,47,2025-03-30T00:48:30Z,2210000,False,,,0,,H. Barnes STEAL (1 STL),[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
222,PT06M47.00S,2025-03-30T00:48:33.2Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",203084,69.85873850197109,72.79411764705883,1610612759,35,47,2025-03-30T00:48:40Z,2220000,False,114.0,231.0,1,right,H. Barnes 25' 3PT running (8 PTS) (S. Castle 4 AST),"[203084, 1642264]",1610612759.0,SAS,running,,,Barnes,H. Barnes,,,,,Above the Break 3,24+ Right Center,25.74,Made,,,,,,,,8.0,S. Castle,1642264.0,4.0,,,,,,,
224,PT06M26.00S,2025-03-30T00:48:53.6Z,2,REGULAR,3pt,Jump Shot,[],1630573,30.305519053876477,71.07843137254902,1610612738,35,47,2025-03-30T00:48:59Z,2240000,False,-105.0,232.0,1,left,MISS S. Hauser 25' 3PT,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Left Center,25.52,Missed,,,,,,,,,,,,,,,,,,
225,PT06M23.00S,2025-03-30T00:48:56.6Z,2,REGULAR,rebound,defensive,[],1631110,,,1610612759,35,47,2025-03-30T00:48:59Z,2250000,False,,,0,,J. Sochan REBOUND (Off:1 Def:1),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Above the Break 3,24+ Left Center,,,224.0,,,2.0,1.0,1.0,,,,,,,,,,,,
226,PT06M11.00S,2025-03-30T00:49:11.0Z,2,REGULAR,foul,personal,['2freethrow'],1627759,,,1610612759,35,47,2025-03-30T00:49:21Z,2260000,False,,,0,,J. Brown shooting personal FOUL (1 PF) (Castle 2 FT),"[1627759, 1642264]",1610612738.0,BOS,shooting,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,,,,,,,,1627964.0,,,,,,,,1.0,0.0,Castle,1642264.0
228,PT06M11.00S,2025-03-30T00:49:42.0Z,2,REGULAR,freethrow,1 of 2,[],1642264,,,1610612759,36,47,2025-03-30T00:49:42Z,2280000,False,,,0,,S. Castle Free Throw 1 of 2 (7 PTS),[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,,,,Made,,,,,,,,7.0,,,,,,,,,,
229,PT06M11.00S,2025-03-30T00:49:43.4Z,2,REGULAR,substitution,out,[],1630573,,,1610612759,36,47,2025-03-30T00:49:48Z,2290000,False,,,0,,SUB out: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT06M11.00S,2025-03-30T00:49:43.4Z,2,REGULAR,substitution,in,[],201950,,,1610612759,36,47,2025-03-30T00:49:48Z,2300000,False,,,0,,SUB in: J. Holiday,[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT06M11.00S,2025-03-30T00:50:03.9Z,2,REGULAR,freethrow,2 of 2,[],1642264,,,1610612759,37,47,2025-03-30T00:50:03Z,2310000,False,,,0,,S. Castle Free Throw 2 of 2 (8 PTS),[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,,,,Made,,,,,,,,8.0,,,,,,,,,,
232,PT05M55.00S,2025-03-30T00:50:21.1Z,2,REGULAR,turnover,bad pass,[],1628401,,,1610612738,37,47,2025-03-30T00:50:24Z,2320000,False,,,0,,D. White bad pass TURNOVER (1 TO),"[1628401, 203084]",1610612738.0,BOS,,,,White,D. White,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1.0,Barnes,203084.0,,,,
233,PT05M55.00S,2025-03-30T00:50:21.1Z,2,REGULAR,steal,,[],203084,,,1610612759,37,47,2025-03-30T00:50:23Z,2330000,False,,,0,,H. Barnes STEAL (2 STL),[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
234,PT05M45.00S,2025-03-30T00:50:31.5Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1642264,70.25295663600527,75.24509803921569,1610612759,37,47,2025-03-30T00:50:39Z,2340000,False,126.0,227.0,1,right,MISS S. Castle 25' 3PT,[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,Above the Break 3,24+ Right Center,25.98,Missed,,,,,,,,,,,,,,,,,,
235,PT05M40.00S,2025-03-30T00:50:37.2Z,2,REGULAR,rebound,offensive,[],1631110,,,1610612759,37,47,2025-03-30T00:50:37Z,2350000,False,,,0,,J. Sochan REBOUND (Off:2 Def:1),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Above the Break 3,24+ Right Center,,,234.0,,,3.0,1.0,2.0,,,,,,,,,,,,
236,PT05M40.00S,2025-03-30T00:50:39.5Z,2,REGULAR,foul,personal,['2freethrow'],204001,,,1610612759,37,47,2025-03-30T00:50:57Z,2360000,False,,,0,,K. Porziņģis shooting personal FOUL (1 PF) (Sochan 2 FT),"[204001, 1631110]",1610612738.0,BOS,shooting,,,Porziņģis,K. Porziņģis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,2534.0,,,,,,,,1.0,0.0,Sochan,1631110.0
238,PT05M40.00S,2025-03-30T00:51:08.8Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1631110,,,1610612759,38,47,2025-03-30T00:51:08Z,2380000,False,,,0,,J. Sochan Free Throw 1 of 2 (5 PTS),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,Made,,,,,,,,5.0,,,,,,,,,,
239,PT05M40.00S,2025-03-30T00:51:09.6Z,2,REGULAR,substitution,out,[],1642264,,,1610612759,38,47,2025-03-30T00:51:22Z,2390000,False,,,0,,SUB out: S. Castle,[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT05M40.00S,2025-03-30T00:51:09.6Z,2,REGULAR,substitution,in,[],1630170,,,1610612759,38,47,2025-03-30T00:51:22Z,2400000,False,,,0,,SUB in: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT05M40.00S,2025-03-30T00:51:27.9Z,2,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1631110,,,1610612759,39,47,2025-03-30T00:51:27Z,2410000,False,,,0,,J. Sochan Free Throw 2 of 2 (6 PTS),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,Made,,,,,,,,6.0,,,,,,,,,,
242,PT05M28.00S,2025-03-30T00:51:42.9Z,2,REGULAR,foul,personal,['2freethrow'],203084,,,1610612738,39,47,2025-03-30T00:51:50Z,2420000,False,,,0,,H. Barnes shooting personal FOUL (1 PF) (Porziņģis 2 FT),"[203084, 204001]",1610612759.0,SAS,shooting,,,Barnes,H. Barnes,,,,,Restricted Area,0-8 Center,,,,,,,,,2534.0,,,,,,,,1.0,0.0,Porziņģis,204001.0
244,PT05M28.00S,2025-03-30T00:52:09.4Z,2,REGULAR,freethrow,1 of 2,[],204001,,,1610612738,39,48,2025-03-30T00:52:09Z,2440000,False,,,0,,K. Porziņģis Free Throw 1 of 2 (10 PTS),[204001],1610612738.0,BOS,,,,Porziņģis,K. Porziņģis,,,,,,,,Made,,,,,,,,10.0,,,,,,,,,,
245,PT05M28.00S,2025-03-30T00:52:31.0Z,2,REGULAR,freethrow,2 of 2,[],204001,,,1610612738,39,49,2025-03-30T00:52:31Z,2450000,False,,,0,,K. Porziņģis Free Throw 2 of 2 (11 PTS),[204001],1610612738.0,BOS,,,,Porziņģis,K. Porziņģis,,,,,,,,Made,,,,,,,,11.0,,,,,,,,,,
246,PT05M15.00S,2025-03-30T00:52:47.5Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1631110,92.85479632063075,49.754901960784316,1610612759,41,49,2025-03-30T00:52:53Z,2460000,False,-1.0,15.0,1,right,J. Sochan DUNK (8 PTS) (K. Johnson 1 AST),"[1631110, 1629640]",1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,1.47,Made,,,,,,,,8.0,K. Johnson,1629640.0,1.0,,,,,,,
265,PT04M55.00S,2025-03-30T00:53:08.7Z,2,REGULAR,turnover,bad pass,[],1628369,,,1610612738,41,49,2025-03-30T00:56:43Z,2475000,False,,,0,,J. Tatum bad pass TURNOVER (1 TO),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,1.0,,,,,,
248,PT04M55.00S,2025-03-30T00:53:30.0Z,2,REGULAR,foul,personal,[],204001,,,1610612759,41,49,2025-03-30T00:57:18Z,2480000,False,,,0,,K. Porziņģis loose ball personal FOUL (2 PF),"[204001, 1630170]",1610612738.0,BOS,loose ball,,,Porziņģis,K. Porziņģis,,,,,Restricted Area,0-8 Center,,,,,,,,,1627534.0,,,,,,,,2.0,0.0,Vassell,1630170.0
251,PT04M48.00S,2025-03-30T00:53:41.1Z,2,REGULAR,foul,personal,"['2freethrow', 'inpenalty']",1627759,,,1610612759,41,49,2025-03-30T00:56:49Z,2510000,False,,,0,,J. Brown shooting personal FOUL (2 PF) (Sochan 2 FT),"[1627759, 1631110]",1610612738.0,BOS,shooting,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,,,,,,,,1627534.0,,,,,,,,2.0,0.0,Sochan,1631110.0
253,PT04M48.00S,2025-03-30T00:54:03.4Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1631110,,,1610612759,42,49,2025-03-30T00:54:03Z,2530000,False,,,0,,J. Sochan Free Throw 1 of 2 (9 PTS),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,Made,,,,,,,,9.0,,,,,,,,,,
254,PT04M48.00S,2025-03-30T00:54:07.8Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1631110,,,1610612759,42,49,2025-03-30T00:54:07Z,2540000,False,,,0,,MISS J. Sochan Free Throw 2 of 2,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
255,PT04M45.00S,2025-03-30T00:54:09.1Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,42,49,2025-03-30T00:54:09Z,2550000,False,,,0,,J. Brown REBOUND (Off:0 Def:2),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,254.0,,,2.0,2.0,0.0,,,,,,,,,,,,
