actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
173,PT00M00.00S,2025-01-24T02:39:24.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612743,40,31,2025-01-24T02:39:45Z,1720000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,172.0,,,,,,,,,,,,
174,PT00M00.00S,2025-01-24T02:39:34.9Z,1,REGULAR,period,end,[],0,,,1610612743,40,31,2025-01-24T02:39:34Z,1730000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT12M00.00S,2025-01-24T02:41:39.9Z,2,REGULAR,substitution,out,['startperiod'],203999,,,1610612743,40,31,2025-01-24T02:42:07Z,1740000,False,,,0,,SUB out: N. Jokić,[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT12M00.00S,2025-01-24T02:41:39.9Z,2,REGULAR,substitution,out,['startperiod'],203932,,,1610612743,40,31,2025-01-24T02:42:07Z,1750000,False,,,0,,SUB out: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT12M00.00S,2025-01-24T02:41:39.9Z,2,REGULAR,substitution,out,['startperiod'],1627734,,,1610612743,40,31,2025-01-24T02:42:07Z,1760000,False,,,0,,SUB out: D. Sabonis,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT12M00.00S,2025-01-24T02:41:39.9Z,2,REGULAR,substitution,out,['startperiod'],1631165,,,1610612743,40,31,2025-01-24T02:42:07Z,1770000,False,,,0,,SUB out: K. Ellis,[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT12M00.00S,2025-01-24T02:41:39.9Z,2,REGULAR,substitution,in,['startperiod'],1629008,,,1610612743,40,31,2025-01-24T02:42:07Z,1780000,False,,,0,,SUB in: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT12M00.00S,2025-01-24T02:41:39.9Z,2,REGULAR,substitution,in,['startperiod'],201599,,,1610612743,40,31,2025-01-24T02:42:07Z,1790000,False,,,0,,SUB in: D. Jordan,[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT12M00.00S,2025-01-24T02:41:39.9Z,2,REGULAR,substitution,in,['startperiod'],1628989,,,1610612743,40,31,2025-01-24T02:42:07Z,1800000,False,,,0,,SUB in: K. Huerter,[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT12M00.00S,2025-01-24T02:41:39.9Z,2,REGULAR,substitution,in,['startperiod'],1631099,,,1610612743,40,31,2025-01-24T02:42:07Z,1810000,False,,,0,,SUB in: K. Murray,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT12M00.00S,2025-01-24T02:42:12.8Z,2,REGULAR,period,start,[],0,,,1610612758,40,31,2025-01-24T02:42:12Z,1820000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT11M47.00S,2025-01-24T02:42:25.1Z,2,REGULAR,3pt,Jump Shot,[],1628368,19.92444152431012,5.88235294117647,1610612758,40,31,2025-01-24T02:42:30Z,1830000,False,221.0,135.0,1,left,MISS D. Fox 25' step back 3PT,[1628368],1610612758.0,SAC,step back,,,Fox,D. Fox,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,,,,,25.85,,,,,,,
185,PT11M47.00S,2025-01-24T02:42:25.1Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612743,40,31,2025-01-24T02:42:30Z,1840000,False,,,0,,TEAM defensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,184.0,,,,,,,,,,,,
187,PT11M35.00S,2025-01-24T02:42:49.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631124,93.64323258869908,53.92156862745098,1610612743,40,31,2025-01-24T02:42:56Z,1860000,False,20.0,7.0,1,right,MISS J. Strawther driving finger roll Layup,[1631124],1610612743.0,DEN,driving finger roll,,,Strawther,J. Strawther,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,,,2.09,,,,,,,
188,PT11M31.00S,2025-01-24T02:42:53.4Z,2,REGULAR,rebound,defensive,[],201942,,,1610612758,40,31,2025-01-24T02:42:56Z,1870000,False,,,0,,D. DeRozan REBOUND (Off:0 Def:2),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,Restricted Area,0-8 Center,,,,,,,,187.0,2.0,2.0,0.0,,,,,,,,,
189,PT11M23.00S,2025-01-24T02:43:00.2Z,2,REGULAR,3pt,Jump Shot,[],1628989,22.421156373193167,88.72549019607843,1610612758,40,31,2025-01-24T02:43:06Z,1880000,False,-194.0,158.0,1,left,MISS K. Huerter 25' 3PT,[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,,,,,25.01,,,,,,,
190,PT11M20.00S,2025-01-24T02:43:03.9Z,2,REGULAR,rebound,offensive,[],1631099,,,1610612758,40,31,2025-01-24T02:43:03Z,1890000,False,,,0,,K. Murray REBOUND (Off:2 Def:1),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Left Center,,,,,,,,189.0,3.0,1.0,2.0,,,,,,,,,
191,PT11M17.00S,2025-01-24T02:43:06.1Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",201942,14.799605781865965,40.19607843137255,1610612758,40,31,2025-01-24T02:43:18Z,1900000,False,49.0,87.0,1,left,MISS D. DeRozan 9' driving floating Shot - blocked,"[201942, 1631212]",1610612758.0,SAC,driving floating,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,,,,,,9.95,,,,,,Watson,1631212.0
192,PT11M17.00S,2025-01-24T02:43:06.1Z,2,REGULAR,block,,[],1631212,,,1610612758,40,31,2025-01-24T02:43:08Z,1910000,False,,,0,,P. Watson BLOCK (1 BLK),[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
193,PT11M15.00S,2025-01-24T02:43:08.1Z,2,REGULAR,rebound,defensive,[],1631212,,,1610612743,40,31,2025-01-24T02:43:18Z,1920000,False,,,0,,P. Watson REBOUND (Off:0 Def:1),[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,191.0,1.0,1.0,0.0,,,,,,,,,
194,PT11M14.00S,2025-01-24T02:43:12.3Z,2,REGULAR,foul,personal,['2freethrow'],1628989,,,1610612743,40,31,2025-01-24T02:43:45Z,1930000,False,,,0,,K. Huerter shooting personal FOUL (1 PF) (Watson 2 FT),"[1628989, 1631212]",1610612758.0,SAC,shooting,,,Huerter,K. Huerter,,,,,In The Paint (Non-RA),0-8 Center,1626300.0,1.0,0.0,Watson,1631212.0,,,,,,,,,,,,,,,
196,PT11M14.00S,2025-01-24T02:43:46.5Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1631212,,,1610612743,40,31,2025-01-24T02:43:46Z,1950000,False,,,0,,MISS P. Watson Free Throw 1 of 2,[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
197,PT11M14.00S,2025-01-24T02:43:46.5Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612743,40,31,2025-01-24T02:43:46Z,1960000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,196.0,,,,,,,,,,,,
198,PT11M14.00S,2025-01-24T02:44:01.6Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1631212,,,1610612743,41,31,2025-01-24T02:44:01Z,1970000,False,,,0,,P. Watson Free Throw 2 of 2 (3 PTS),[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,
199,PT11M03.00S,2025-01-24T02:44:13.0Z,2,REGULAR,3pt,Jump Shot,[],1626168,32.276609724047304,54.166666666666664,1610612758,41,31,2025-01-24T02:44:20Z,1980000,False,-21.0,251.0,1,left,MISS T. Lyles 25' 3PT,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,,,,,25.18,,,,,,,
200,PT10M59.00S,2025-01-24T02:44:17.0Z,2,REGULAR,rebound,defensive,[],1627750,,,1610612743,41,31,2025-01-24T02:44:20Z,1990000,False,,,0,,J. Murray REBOUND (Off:0 Def:3),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Above the Break 3,24+ Center,,,,,,,,199.0,3.0,3.0,0.0,,,,,,,,,
201,PT10M48.00S,2025-01-24T02:44:27.6Z,2,REGULAR,3pt,Jump Shot,[],1627750,67.62483574244416,36.029411764705884,1610612743,44,31,2025-01-24T02:44:34Z,2000000,False,-70.0,252.0,1,right,J. Murray 26' 3PT step back (8 PTS),[1627750],1610612743.0,DEN,step back,,,Murray,J. Murray,,,,,Above the Break 3,24+ Center,,,,,,Made,8.0,,,,,,26.13,,,,,,,
202,PT10M35.00S,2025-01-24T02:44:42.2Z,2,REGULAR,foul,personal,['2freethrow'],1631124,,,1610612758,44,31,2025-01-24T02:44:49Z,2010000,False,,,0,,J. Strawther shooting personal FOUL (1 PF) (DeRozan 2 FT),"[1631124, 201942]",1610612743.0,DEN,shooting,,,Strawther,J. Strawther,,,,,In The Paint (Non-RA),0-8 Center,1626300.0,1.0,0.0,DeRozan,201942.0,,,,,,,,,,,,,,,
204,PT10M35.00S,2025-01-24T02:45:13.7Z,2,REGULAR,freethrow,1 of 2,[],201942,,,1610612758,44,31,2025-01-24T02:45:13Z,2030000,False,,,0,,MISS D. DeRozan Free Throw 1 of 2,[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
205,PT10M35.00S,2025-01-24T02:45:13.7Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612758,44,31,2025-01-24T02:45:13Z,2040000,False,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,204.0,,,,,,,,,,,,
206,PT10M35.00S,2025-01-24T02:45:30.7Z,2,REGULAR,freethrow,2 of 2,[],201942,,,1610612758,44,32,2025-01-24T02:45:30Z,2050000,False,,,0,,D. DeRozan Free Throw 2 of 2 (10 PTS),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,,,,,Made,10.0,,,,,,,,,,,,,
207,PT10M25.00S,2025-01-24T02:45:46.7Z,2,REGULAR,turnover,traveling,[],201599,,,1610612743,44,32,2025-01-24T02:45:55Z,2060000,False,,,0,,D. Jordan traveling TURNOVER (1 TO),[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,Restricted Area,0-8 Center,1626300.0,,,,,,,,,,,1.0,,,,,,,,
208,PT10M04.00S,2025-01-24T02:46:16.1Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1631099,6.915243101182654,68.38235294117648,1610612758,44,32,2025-01-24T02:46:22Z,2070000,False,-92.0,13.0,1,left,MISS K. Murray 9' fadeaway Shot,[1631099],1610612758.0,SAC,fadeaway,,,Murray,K. Murray,,,,,Mid-Range,8-16 Left,,,,,,Missed,,,,,,,9.27,,,,,,,
209,PT10M02.00S,2025-01-24T02:46:18.1Z,2,REGULAR,rebound,defensive,[],201599,,,1610612743,44,32,2025-01-24T02:46:22Z,2080000,False,,,0,,D. Jordan REBOUND (Off:0 Def:1),[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,Mid-Range,8-16 Left,,,,,,,,208.0,1.0,1.0,0.0,,,,,,,,,
211,PT09M55.00S,2025-01-24T02:46:29.4Z,2,REGULAR,turnover,lost ball,[],1631124,,,1610612743,44,32,2025-01-24T02:46:42Z,2090000,False,,,0,,J. Strawther lost ball TURNOVER (1 TO),"[1631124, 1626168]",1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,1.0,,,,,Lyles,1626168.0,,
212,PT09M55.00S,2025-01-24T02:46:29.4Z,2,REGULAR,steal,,[],1626168,,,1610612758,44,32,2025-01-24T02:46:30Z,2100000,False,,,0,,T. Lyles STEAL (1 STL),[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,,,
213,PT09M55.00S,2025-01-24T02:46:33.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,44,32,2025-01-24T02:46:33Z,2110000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT09M44.00S,2025-01-24T02:49:35.0Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628368,19.398817345597898,52.20588235294118,1610612758,44,32,2025-01-24T02:50:04Z,2120000,False,-11.0,130.0,1,left,MISS D. Fox 13' pullup Shot,[1628368],1610612758.0,SAC,pullup,,,Fox,D. Fox,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,,,,,,13.03,,,,,,,
215,PT09M42.00S,2025-01-24T02:49:37.0Z,2,REGULAR,rebound,defensive,[],201599,,,1610612743,44,32,2025-01-24T02:49:41Z,2130000,False,,,0,,D. Jordan REBOUND (Off:0 Def:2),[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,214.0,2.0,2.0,0.0,,,,,,,,,
216,PT09M31.00S,2025-01-24T02:49:47.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627750,87.86136662286465,49.26470588235294,1610612743,46,32,2025-01-24T02:50:29Z,2140000,False,-4.0,62.0,1,right,J. Murray 6' driving finger roll Layup (10 PTS),[1627750],1610612743.0,DEN,driving finger roll,,,Murray,J. Murray,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,10.0,,,,,,6.17,,,,,,,
217,PT09M15.00S,2025-01-24T02:50:03.2Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1631099,9.674770039421814,48.28431372549019,1610612758,46,32,2025-01-24T02:50:10Z,2150000,False,9.0,38.0,1,left,MISS K. Murray driving DUNK - blocked,"[1631099, 1631212]",1610612758.0,SAC,driving,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,,,3.94,,,,,,Watson,1631212.0
218,PT09M15.00S,2025-01-24T02:50:03.2Z,2,REGULAR,block,,[],1631212,,,1610612758,46,32,2025-01-24T02:50:05Z,2160000,False,,,0,,P. Watson BLOCK (2 BLK),[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
219,PT09M13.00S,2025-01-24T02:50:05.2Z,2,REGULAR,rebound,offensive,[],1631099,,,1610612758,46,32,2025-01-24T02:50:10Z,2170000,False,,,0,,K. Murray REBOUND (Off:3 Def:1),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,,,,,,,,217.0,4.0,1.0,3.0,,,,,,,,,
220,PT09M13.00S,2025-01-24T02:50:06.5Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1631099,7.835085413929041,50.98039215686274,1610612758,46,34,2025-01-24T02:51:22Z,2180000,False,-5.0,21.0,1,left,K. Murray floating Jump Shot (2 PTS),[1631099],1610612758.0,SAC,floating,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,,,,,,2.17,,,,,,,
221,PT08M53.00S,2025-01-24T02:50:25.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629008,92.85479632063075,54.166666666666664,1610612743,46,34,2025-01-24T02:50:30Z,2190000,False,21.0,15.0,1,right,MISS M. Porter Jr. driving Layup,[1629008],1610612743.0,DEN,driving,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,,,2.55,,,,,,,
222,PT08M50.00S,2025-01-24T02:50:27.9Z,2,REGULAR,rebound,offensive,[],201599,,,1610612743,46,34,2025-01-24T02:50:27Z,2200000,False,,,0,,D. Jordan REBOUND (Off:1 Def:2),[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,Restricted Area,0-8 Center,,,,,,,,221.0,3.0,2.0,1.0,,,,,,,,,
223,PT08M42.00S,2025-01-24T02:50:40.6Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629008,66.5735873850197,58.57843137254902,1610612743,46,34,2025-01-24T02:52:54Z,2210000,False,43.0,262.0,1,right,MISS M. Porter Jr. 26' driving floating 3PT,[1629008],1610612743.0,DEN,driving floating,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,,,,,26.52,,,,,,,
224,PT08M41.00S,2025-01-24T02:50:41.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612743,46,34,2025-01-24T02:51:27Z,2220000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,223.0,,,,,,,,,,,,
225,PT08M41.00S,2025-01-24T02:50:48.4Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612743,46,34,2025-01-24T02:51:13Z,2230000,False,,,0,,DEN shot clock Team TURNOVER,[],1610612743.0,DEN,,,,,,,,,,In The Paint (Non-RA),0-8 Center,1626300.0,,,,,,,,,,,,,,,,,,,
226,PT08M41.00S,2025-01-24T02:50:51.2Z,2,REGULAR,substitution,out,[],1628368,,,1610612758,46,34,2025-01-24T02:51:08Z,2240000,False,,,0,,SUB out: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT08M41.00S,2025-01-24T02:50:51.2Z,2,REGULAR,substitution,out,[],201942,,,1610612758,46,34,2025-01-24T02:51:08Z,2250000,False,,,0,,SUB out: D. DeRozan,[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT08M41.00S,2025-01-24T02:50:51.2Z,2,REGULAR,substitution,in,[],1628370,,,1610612758,46,34,2025-01-24T02:51:08Z,2260000,False,,,0,,SUB in: M. Monk,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT08M41.00S,2025-01-24T02:50:51.2Z,2,REGULAR,substitution,in,[],1627734,,,1610612758,46,34,2025-01-24T02:51:08Z,2270000,False,,,0,,SUB in: D. Sabonis,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT08M30.00S,2025-01-24T02:51:28.8Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628989,15.456636005256241,50.49019607843137,1610612758,46,34,2025-01-24T02:54:04Z,2280000,False,-2.0,93.0,1,left,MISS K. Huerter 9' driving floating Shot,[1628989],1610612758.0,SAC,driving floating,,,Huerter,K. Huerter,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,,,,,,9.28,,,,,,,
231,PT08M29.00S,2025-01-24T02:51:29.8Z,2,REGULAR,rebound,offensive,[],1627734,,,1610612758,46,34,2025-01-24T02:54:04Z,2290000,False,,,0,,D. Sabonis REBOUND (Off:1 Def:4),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,230.0,5.0,4.0,1.0,,,,,,,,,
232,PT08M29.00S,2025-01-24T02:51:33.2Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1627734,5.590000152587891,50.0,1610612758,46,36,2025-01-24T02:54:11Z,2300000,False,0.0,0.0,1,left,D. Sabonis tip Layup (9 PTS),[1627734],1610612758.0,SAC,tip,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,,,,Made,9.0,,,,,,0.0,,,,,,,
233,PT08M06.00S,2025-01-24T02:51:49.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631212,80.23981603153744,62.00980392156863,1610612743,46,36,2025-01-24T02:55:20Z,2310000,False,60.0,133.0,1,right,MISS P. Watson 14' driving floating Shot,[1631212],1610612743.0,DEN,driving floating,,,Watson,P. Watson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,,,,,,14.61,,,,,,,
234,PT08M05.00S,2025-01-24T02:51:50.3Z,2,REGULAR,rebound,offensive,[],1629008,,,1610612743,46,36,2025-01-24T02:55:20Z,2320000,False,,,0,,M. Porter Jr. REBOUND (Off:1 Def:0),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,233.0,1.0,0.0,1.0,,,,,,,,,
235,PT08M05.00S,2025-01-24T02:51:54.4Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629008,94.40999984741211,50.0,1610612743,48,36,2025-01-24T02:55:25Z,2330000,False,0.0,0.0,1,right,M. Porter Jr. putback Layup (7 PTS),[1629008],1610612743.0,DEN,putback,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,,,Made,7.0,,,,,,0.0,,,,,,,
236,PT07M49.00S,2025-01-24T02:52:06.9Z,2,REGULAR,turnover,bad pass,[],1626168,,,1610612758,48,36,2025-01-24T02:52:12Z,2340000,False,,,0,,T. Lyles bad pass TURNOVER (1 TO),"[1626168, 1627750]",1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,1.0,,,,,Murray,1627750.0,,
237,PT07M49.00S,2025-01-24T02:52:06.9Z,2,REGULAR,steal,,[],1627750,,,1610612743,48,36,2025-01-24T02:52:08Z,2350000,False,,,0,,J. Murray STEAL (2 STL),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
238,PT07M44.00S,2025-01-24T02:52:11.8Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1627750,71.96123521681997,18.38235294117647,1610612743,48,36,2025-01-24T02:52:19Z,2360000,False,-158.0,211.0,1,right,MISS J. Murray 26' step back 3PT,[1627750],1610612743.0,DEN,step back,,,Murray,J. Murray,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,,,,,26.37,,,,,,,
239,PT07M42.00S,2025-01-24T02:52:14.0Z,2,REGULAR,rebound,offensive,[],1627750,,,1610612743,48,36,2025-01-24T02:52:14Z,2370000,False,,,0,,J. Murray REBOUND (Off:1 Def:3),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Above the Break 3,24+ Left Center,,,,,,,,238.0,4.0,3.0,1.0,,,,,,,,,
240,PT07M35.00S,2025-01-24T02:52:20.7Z,2,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",1627750,76.16622864651774,26.96078431372549,1610612743,48,36,2025-01-24T02:52:29Z,2380000,False,-115.0,172.0,1,right,MISS J. Murray 20' step back Shot,[1627750],1610612743.0,DEN,step back,,,Murray,J. Murray,,,,,Mid-Range,16-24 Left Center,,,,,,Missed,,,,,,,20.66,,,,,,,
241,PT07M31.00S,2025-01-24T02:52:24.7Z,2,REGULAR,rebound,offensive,[],1631212,,,1610612743,48,36,2025-01-24T02:52:29Z,2390000,False,,,0,,P. Watson REBOUND (Off:1 Def:1),[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,Mid-Range,16-24 Left Center,,,,,,,,240.0,2.0,1.0,1.0,,,,,,,,,
242,PT07M29.00S,2025-01-24T02:52:27.0Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",201599,94.30026281208936,48.529411764705884,1610612743,50,36,2025-01-24T02:52:34Z,2400000,False,-7.0,1.0,1,right,D. Jordan DUNK (2 PTS) (P. Watson 1 AST),"[201599, 1631212]",1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,,,,,,0.75,P. Watson,1631212.0,1.0,,,,
244,PT07M16.00S,2025-01-24T02:52:41.4Z,2,REGULAR,foul,personal,['2freethrow'],201599,,,1610612758,50,36,2025-01-24T02:52:55Z,2420000,False,,,0,,D. Jordan shooting personal FOUL (1 PF) (Sabonis 2 FT),"[201599, 1627734]",1610612743.0,DEN,shooting,,,Jordan,D. Jordan,,,,,In The Paint (Non-RA),0-8 Center,1628481.0,1.0,0.0,Sabonis,1627734.0,,,,,,,,,,,,,,,
246,PT07M16.00S,2025-01-24T02:53:15.4Z,2,REGULAR,freethrow,1 of 2,[],1627734,,,1610612758,50,37,2025-01-24T02:53:15Z,2440000,False,,,0,,D. Sabonis Free Throw 1 of 2 (10 PTS),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,Made,10.0,,,,,,,,,,,,,
247,PT07M16.00S,2025-01-24T02:53:16.6Z,2,REGULAR,substitution,out,[],1631099,,,1610612758,50,37,2025-01-24T02:53:37Z,2450000,False,,,0,,SUB out: K. Murray,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT07M16.00S,2025-01-24T02:53:16.6Z,2,REGULAR,substitution,in,[],1631165,,,1610612758,50,37,2025-01-24T02:53:37Z,2460000,False,,,0,,SUB in: K. Ellis,[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT07M16.00S,2025-01-24T02:53:46.9Z,2,REGULAR,freethrow,2 of 2,[],1627734,,,1610612758,50,38,2025-01-24T02:53:46Z,2470000,False,,,0,,D. Sabonis Free Throw 2 of 2 (11 PTS),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,Made,11.0,,,,,,,,,,,,,
250,PT07M02.00S,2025-01-24T02:54:01.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627750,83.52496714848883,34.80392156862745,1610612743,52,38,2025-01-24T02:54:25Z,2480000,False,-76.0,102.0,1,right,J. Murray 12' driving floating Jump Shot (12 PTS),[1627750],1610612743.0,DEN,driving floating,,,Murray,J. Murray,,,,,In The Paint (Non-RA),8-16 Left,,,,,,Made,12.0,,,,,,12.75,,,,,,,
