actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
252,PT04M24.00S,2025-02-05T00:53:55.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,8.886333771353483,44.85294117647059,1610612755,46,49,2025-02-05T00:56:11Z,2510000,False,26.0,31.0,1,left,T. Maxey driving finger roll Layup (13 PTS),[1630178],1610612755.0,PHI,driving finger roll,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,4.03,Made,13.0,,,,,,,,,,,,,,,,,
253,PT04M19.00S,2025-02-05T00:54:00.6Z,2,REGULAR,3pt,Jump Shot,[],202681,75.90341655716163,4.166666666666666,1610612742,46,52,2025-02-05T00:56:49Z,2520000,False,-229.0,174.0,1,right,K. Irving 28' 3PT  (17 PTS) (S. Dinwiddie 3 AST),"[202681, 203915]",1610612742.0,DAL,,,,Irving,K. Irving,,,,,Above the Break 3,24+ Left Center,28.78,Made,17.0,,,,,,S. Dinwiddie,203915.0,3.0,,,,,,,,,
256,PT04M02.00S,2025-02-05T00:54:14.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627824,5.075558475689881,47.549019607843135,1610612755,48,52,2025-02-05T00:54:19Z,2540000,False,12.0,-5.0,1,left,G. Yabusele Layup (5 PTS) (J. Embiid 3 AST),"[1627824, 203954]",1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,Restricted Area,0-8 Center,1.32,Made,5.0,,,,,,J. Embiid,203954.0,3.0,,,,,,,,,
258,PT03M46.00S,2025-02-05T00:54:29.2Z,2,REGULAR,turnover,bad pass,[],203915,,,1610612742,48,52,2025-02-05T00:54:32Z,2560000,False,,,0,,S. Dinwiddie bad pass TURNOVER (1 TO),"[203915, 1630178]",1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,1.0,Maxey,1630178.0,,,,,,
259,PT03M46.00S,2025-02-05T00:54:29.2Z,2,REGULAR,steal,,[],1630178,,,1610612755,48,52,2025-02-05T00:58:35Z,2570000,False,,,0,,T. Maxey STEAL (1 STL),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
260,PT03M42.00S,2025-02-05T00:54:33.2Z,2,REGULAR,turnover,bad pass,[],1627824,,,1610612755,48,52,2025-02-05T00:54:37Z,2580000,False,,,0,,G. Yabusele bad pass TURNOVER (1 TO),"[1627824, 1630230]",1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,1.0,Marshall,1630230.0,,,,,,
261,PT03M42.00S,2025-02-05T00:54:33.2Z,2,REGULAR,steal,,[],1630230,,,1610612742,48,52,2025-02-05T00:54:36Z,2590000,False,,,0,,N. Marshall STEAL (1 STL),[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
262,PT03M37.00S,2025-02-05T00:54:38.4Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629655,91.40932982917214,49.50980392156863,1610612742,48,54,2025-02-05T00:58:29Z,2600000,False,-2.0,28.0,1,right,D. Gafford running Layup (6 PTS) (S. Dinwiddie 4 AST),"[1629655, 203915]",1610612742.0,DAL,running,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,2.84,Made,6.0,,,,,,S. Dinwiddie,203915.0,4.0,,,,,,,,,
264,PT03M26.00S,2025-02-05T00:54:52.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,5.338370565045992,49.754901960784316,1610612755,50,54,2025-02-05T00:54:57Z,2620000,False,1.0,-2.0,1,left,T. Maxey driving finger roll Layup (15 PTS) (G. Yabusele 2 AST),"[1630178, 1627824]",1610612755.0,PHI,driving finger roll,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,0.26,Made,15.0,,,,,,G. Yabusele,1627824.0,2.0,,,,,,,,,
266,PT03M26.00S,2025-02-05T00:54:58.4Z,2,REGULAR,foul,personal,['1freethrow'],1629655,,,1610612755,50,54,2025-02-05T00:55:06Z,2640000,False,,,0,,D. Gafford shooting personal FOUL (3 PF) (Maxey 1 FT),"[1629655, 1630178]",1610612742.0,DAL,shooting,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,,,,,,,,202007.0,,,,,,,,,3.0,0.0,Maxey,1630178.0
268,PT03M26.00S,2025-02-05T00:55:15.9Z,2,REGULAR,substitution,out,[],203954,,,1610612755,50,54,2025-02-05T00:55:23Z,2660000,False,,,0,,SUB out: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,,
269,PT03M26.00S,2025-02-05T00:55:15.9Z,2,REGULAR,substitution,out,[],1629655,,,1610612755,50,54,2025-02-05T00:55:23Z,2670000,False,,,0,,SUB out: D. Gafford,[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT03M26.00S,2025-02-05T00:55:15.9Z,2,REGULAR,substitution,in,[],1641737,,,1610612755,50,54,2025-02-05T00:55:23Z,2680000,False,,,0,,SUB in: A. Bona,[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT03M26.00S,2025-02-05T00:55:15.9Z,2,REGULAR,substitution,in,[],1630556,,,1610612755,50,54,2025-02-05T00:55:23Z,2690000,False,,,0,,SUB in: K. Edwards,[1630556],1610612742.0,DAL,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT03M26.00S,2025-02-05T00:55:32.5Z,2,REGULAR,freethrow,1 of 1,[],1630178,,,1610612755,51,54,2025-02-05T00:55:32Z,2700000,False,,,0,,T. Maxey Free Throw 1 of 1 (16 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,Made,16.0,,,,,,,,,,,,,,,,,
273,PT03M13.00S,2025-02-05T00:55:46.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202681,88.51839684625493,50.98039215686274,1610612742,51,54,2025-02-05T00:55:50Z,2710000,False,5.0,55.0,1,right,MISS K. Irving driving Layup - blocked,"[202681, 1641737]",1610612742.0,DAL,driving,,,Irving,K. Irving,,,,,In The Paint (Non-RA),0-8 Center,5.56,Missed,,,,,,,,,,,,,Bona,1641737.0,,,,
274,PT03M13.00S,2025-02-05T00:55:46.6Z,2,REGULAR,block,,[],1641737,,,1610612742,51,54,2025-02-05T00:55:49Z,2720000,False,,,0,,A. Bona BLOCK (1 BLK),[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
275,PT03M13.00S,2025-02-05T00:55:46.6Z,2,REGULAR,rebound,offensive,[],202681,,,1610612742,51,54,2025-02-05T00:55:50Z,2730000,False,,,0,,K. Irving REBOUND (Off:3 Def:2),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,In The Paint (Non-RA),0-8 Center,,,,273.0,5.0,2.0,3.0,,,,,,,,,,,,,
276,PT03M13.00S,2025-02-05T00:55:52.7Z,2,REGULAR,foul,personal,['2freethrow'],1627824,,,1610612742,51,54,2025-02-05T00:56:03Z,2740000,False,,,0,,G. Yabusele shooting personal FOUL (1 PF) (Marshall 2 FT),"[1627824, 1630230]",1610612755.0,PHI,shooting,,,Yabusele,G. Yabusele,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,202007.0,,,,,,,,,1.0,0.0,Marshall,1630230.0
278,PT03M13.00S,2025-02-05T00:56:17.1Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1630230,,,1610612742,51,54,2025-02-05T00:56:17Z,2760000,False,,,0,,MISS N. Marshall Free Throw 1 of 2,[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
279,PT03M13.00S,2025-02-05T00:56:17.1Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612742,51,54,2025-02-05T00:56:17Z,2770000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,,278.0,,,,,,,,,,,,,,,,
280,PT03M13.00S,2025-02-05T00:56:30.3Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1630230,,,1610612742,51,55,2025-02-05T00:56:30Z,2780000,False,,,0,,N. Marshall Free Throw 2 of 2 (5 PTS),[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
281,PT02M58.00S,2025-02-05T00:56:47.5Z,2,REGULAR,3pt,Jump Shot,[],1626162,26.62614980289093,81.86274509803921,1610612755,51,55,2025-02-05T00:57:00Z,2790000,False,-159.0,198.0,1,left,MISS K. Oubre Jr. 25' pullup 3PT,[1626162],1610612755.0,PHI,pullup,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Left Center,25.4,Missed,,,,,,,,,,,,,,,,,,
282,PT02M54.00S,2025-02-05T00:56:51.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612755,51,55,2025-02-05T00:57:00Z,2800000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Above the Break 3,24+ Left Center,,,,281.0,,,,,,,,,,,,,,,,
286,PT02M54.00S,2025-02-05T00:57:21.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,51,55,2025-02-05T00:57:21Z,2840000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,PT02M54.00S,2025-02-05T00:59:30.7Z,2,REGULAR,substitution,out,[],1641737,,,1610612755,51,55,2025-02-05T00:59:33Z,2850000,False,,,0,,SUB out: A. Bona,[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,,,,,,,,,,,,,,,,,,,,,,
288,PT02M54.00S,2025-02-05T00:59:30.7Z,2,REGULAR,substitution,in,[],203954,,,1610612755,51,55,2025-02-05T00:59:33Z,2860000,False,,,0,,SUB in: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,,
289,PT02M43.00S,2025-02-05T01:00:11.4Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1642348,24.392247043363994,87.74509803921569,1610612755,51,55,2025-02-05T01:00:15Z,2870000,False,-189.0,177.0,1,left,MISS J. Edwards 25' 3PT,[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,Above the Break 3,24+ Left Center,25.86,Missed,,,,,,,,,,,,,,,,,,
290,PT02M40.00S,2025-02-05T01:00:14.4Z,2,REGULAR,rebound,defensive,[],1630556,,,1610612742,51,55,2025-02-05T01:00:15Z,2880000,False,,,0,,K. Edwards REBOUND (Off:0 Def:2),[1630556],1610612742.0,DAL,,,,Edwards,K. Edwards,,,,,Above the Break 3,24+ Left Center,,,,289.0,2.0,2.0,0.0,,,,,,,,,,,,,
291,PT02M36.00S,2025-02-05T01:00:21.4Z,2,REGULAR,foul,personal,[],1630178,,,1610612742,51,55,2025-02-05T01:00:27Z,2890000,False,,,0,,T. Maxey personal FOUL (2 PF),"[1630178, 202681]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Mid-Range,8-16 Left,,,,,,,,201639.0,,,,,,,,,2.0,0.0,Irving,202681.0
293,PT02M30.00S,2025-02-05T01:00:41.6Z,2,REGULAR,turnover,bad pass,[],1631108,,,1610612742,51,55,2025-02-05T01:00:45Z,2910000,False,,,0,,M. Christie bad pass TURNOVER (1 TO),"[1631108, 1630178]",1610612742.0,DAL,,,,Christie,M. Christie,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,1.0,Maxey,1630178.0,,,,,,
294,PT02M30.00S,2025-02-05T01:00:41.6Z,2,REGULAR,steal,,[],1630178,,,1610612755,51,55,2025-02-05T01:00:44Z,2920000,False,,,0,,T. Maxey STEAL (2 STL),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
295,PT02M17.00S,2025-02-05T01:00:54.6Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1642348,27.020367936925098,80.63725490196079,1610612755,51,55,2025-02-05T01:01:00Z,2930000,False,-153.0,201.0,1,left,MISS J. Edwards 25' 3PT,[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,Above the Break 3,24+ Left Center,25.31,Missed,,,,,,,,,,,,,,,,,,
296,PT02M11.00S,2025-02-05T01:01:00.6Z,2,REGULAR,rebound,offensive,[],203954,,,1610612755,51,55,2025-02-05T01:01:00Z,2940000,False,,,0,,J. Embiid REBOUND (Off:1 Def:3),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Left Center,,,,295.0,4.0,3.0,1.0,,,,,,,,,,,,,
297,PT02M11.00S,2025-02-05T01:01:00.2Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",203954,5.590000152587891,50.0,1610612755,53,55,2025-02-05T01:01:07Z,2950000,False,0.0,0.0,1,left,J. Embiid putback Layup (15 PTS),[203954],1610612755.0,PHI,putback,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,0.0,Made,15.0,,,,,,,,,,,,,,,,,
298,PT01M58.00S,2025-02-05T01:01:19.5Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642348,,,1610612742,53,55,2025-02-05T01:01:26Z,2960000,False,,,0,,J. Edwards personal FOUL (3 PF) (Dinwiddie 2 FT),"[1642348, 203915]",1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,Mid-Range,8-16 Left,,,,,,,,2005.0,,,,,,,,,3.0,0.0,Dinwiddie,203915.0
300,PT01M58.00S,2025-02-05T01:01:37.9Z,2,REGULAR,freethrow,1 of 2,[],203915,,,1610612742,53,55,2025-02-05T01:01:37Z,2980000,False,,,0,,MISS S. Dinwiddie Free Throw 1 of 2,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
301,PT01M58.00S,2025-02-05T01:01:37.9Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612742,53,55,2025-02-05T01:01:37Z,2990000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,,300.0,,,,,,,,,,,,,,,,
302,PT01M58.00S,2025-02-05T01:01:49.3Z,2,REGULAR,substitution,out,[],1626162,,,1610612742,53,55,2025-02-05T01:01:57Z,3000000,False,,,0,,SUB out: K. Oubre Jr.,[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
303,PT01M58.00S,2025-02-05T01:01:49.3Z,2,REGULAR,substitution,out,[],1642348,,,1610612742,53,55,2025-02-05T01:01:57Z,3010000,False,,,0,,SUB out: J. Edwards,[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT01M58.00S,2025-02-05T01:01:49.3Z,2,REGULAR,substitution,in,[],202704,,,1610612742,53,55,2025-02-05T01:01:57Z,3020000,False,,,0,,SUB in: R. Jackson,[202704],1610612755.0,PHI,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT01M58.00S,2025-02-05T01:01:49.3Z,2,REGULAR,substitution,in,[],1641741,,,1610612742,53,55,2025-02-05T01:01:57Z,3030000,False,,,0,,SUB in: R. Council IV,[1641741],1610612755.0,PHI,,,,Council IV,R. Council IV,,,,,,,,,,,,,,,,,,,,,,,,,,
306,PT01M58.00S,2025-02-05T01:02:06.4Z,2,REGULAR,freethrow,2 of 2,[],203915,,,1610612742,53,56,2025-02-05T01:02:06Z,3040000,False,,,0,,S. Dinwiddie Free Throw 2 of 2 (7 PTS),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
343,PT01M45.00S,2025-02-05T01:01:43.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203954,6.750985545335084,53.431372549019606,1610612755,53,56,2025-02-05T01:08:48Z,3055000,False,-17.0,11.0,1,left,MISS J. Embiid driving reverse Layup,[203954],1610612755.0,PHI,driving reverse,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,2.04,Missed,,,,,,,,,,,,,,,,,,
344,PT01M44.00S,2025-02-05T01:01:44.6Z,2,REGULAR,rebound,offensive,[],203954,,,1610612755,53,56,2025-02-05T01:08:48Z,3062500,False,,,0,,J. Embiid REBOUND (Off:2 Def:3),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,,,,343.0,5.0,3.0,2.0,,,,,,,,,,,,,
309,PT01M43.00S,2025-02-05T01:02:29.4Z,2,REGULAR,foul,personal,['2freethrow'],1630556,,,1610612755,53,56,2025-02-05T01:02:34Z,3070000,False,,,0,,K. Edwards shooting personal FOUL (2 PF) (Embiid 2 FT),"[1630556, 203954]",1610612742.0,DAL,shooting,,,Edwards,K. Edwards,,,,,Restricted Area,0-8 Center,,,,,,,,2005.0,,,,,,,,,2.0,0.0,Embiid,203954.0
311,PT01M43.00S,2025-02-05T01:02:54.5Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],203954,,,1610612755,54,56,2025-02-05T01:08:48Z,3090000,False,,,0,,J. Embiid Free Throw 1 of 2 (16 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,16.0,,,,,,,,,,,,,,,,,
312,PT01M43.00S,2025-02-05T01:02:54.5Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],203954,,,1610612755,54,56,2025-02-05T01:08:48Z,3100000,False,,,0,,MISS J. Embiid Free Throw 2 of 2,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
313,PT01M41.00S,2025-02-05T01:02:56.5Z,2,REGULAR,rebound,offensive,[],1627824,,,1610612755,54,56,2025-02-05T01:03:19Z,3110000,False,,,0,,G. Yabusele REBOUND (Off:1 Def:3),[1627824],1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,,,,,,312.0,4.0,3.0,1.0,,,,,,,,,,,,,
314,PT01M41.00S,2025-02-05T01:03:18.5Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630556,,,1610612755,54,56,2025-02-05T01:03:24Z,3120000,False,,,0,,K. Edwards shooting personal FOUL (3 PF) (Yabusele 2 FT),"[1630556, 1627824]",1610612742.0,DAL,shooting,,,Edwards,K. Edwards,,,,,Restricted Area,0-8 Center,,,,,,,,201639.0,,,,,,,,,3.0,0.0,Yabusele,1627824.0
316,PT01M41.00S,2025-02-05T01:03:42.3Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1627824,,,1610612755,55,56,2025-02-05T01:03:42Z,3140000,False,,,0,,G. Yabusele Free Throw 1 of 2 (6 PTS),[1627824],1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
317,PT01M41.00S,2025-02-05T01:03:43.3Z,2,REGULAR,substitution,out,[],1630556,,,1610612755,55,56,2025-02-05T01:03:46Z,3150000,False,,,0,,SUB out: K. Edwards,[1630556],1610612742.0,DAL,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT01M41.00S,2025-02-05T01:03:43.3Z,2,REGULAR,substitution,in,[],1641765,,,1610612755,55,56,2025-02-05T01:03:46Z,3160000,False,,,0,,SUB in: O. Prosper,[1641765],1610612742.0,DAL,,,,Prosper,O. Prosper,,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT01M41.00S,2025-02-05T01:04:03.8Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1627824,,,1610612755,56,56,2025-02-05T01:04:03Z,3170000,False,,,0,,G. Yabusele Free Throw 2 of 2 (7 PTS),[1627824],1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
320,PT01M35.00S,2025-02-05T01:04:11.8Z,2,REGULAR,3pt,Jump Shot,[],1631108,79.31997371879106,91.91176470588235,1610612742,56,59,2025-02-05T01:04:16Z,3180000,False,210.0,142.0,1,right,M. Christie 25' 3PT  (10 PTS) (S. Dinwiddie 5 AST),"[1631108, 203915]",1610612742.0,DAL,,,,Christie,M. Christie,,,,,Above the Break 3,24+ Right Center,25.31,Made,10.0,,,,,,S. Dinwiddie,203915.0,5.0,,,,,,,,,
322,PT01M10.00S,2025-02-05T01:04:36.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203954,5.732588699080158,48.77450980392157,1610612755,58,59,2025-02-05T01:04:40Z,3200000,False,6.0,1.0,1,left,J. Embiid driving Layup (18 PTS) (R. Council IV 1 AST),"[203954, 1641741]",1610612755.0,PHI,driving,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,0.63,Made,18.0,,,,,,R. Council IV,1641741.0,1.0,,,,,,,,,
324,PT00M58.90S,2025-02-05T01:04:48.9Z,2,REGULAR,2pt,Jump Shot,[],1630230,95.3515111695138,33.33333333333333,1610612742,58,61,2025-02-05T01:04:52Z,3220000,False,-83.0,-9.0,1,right,N. Marshall 8' driving floating Jump Shot (7 PTS) (S. Dinwiddie 6 AST),"[1630230, 203915]",1610612742.0,DAL,driving floating,,,Marshall,N. Marshall,,,,,Mid-Range,8-16 Left,8.38,Made,7.0,,,,,,S. Dinwiddie,203915.0,6.0,,,,,,,,,
326,PT00M36.70S,2025-02-05T01:05:19.8Z,2,REGULAR,3pt,Jump Shot,[],202704,30.699737187910642,83.57843137254902,1610612755,58,61,2025-02-05T01:05:24Z,3240000,False,-168.0,236.0,1,left,MISS R. Jackson 28' pullup 3PT,[202704],1610612755.0,PHI,pullup,,,Jackson,R. Jackson,,,,,Above the Break 3,24+ Left Center,28.97,Missed,,,,,,,,,,,,,,,,,,
327,PT00M33.00S,2025-02-05T01:05:23.5Z,2,REGULAR,rebound,defensive,[],202681,,,1610612742,58,61,2025-02-05T01:05:24Z,3250000,False,,,0,,K. Irving REBOUND (Off:3 Def:3),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,Above the Break 3,24+ Left Center,,,,326.0,6.0,3.0,3.0,,,,,,,,,,,,,
328,PT00M24.70S,2025-02-05T01:05:32.5Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641741,,,1610612742,58,61,2025-02-05T01:05:42Z,3260000,False,,,0,,R. Council IV shooting personal FOUL (2 PF) (Marshall 2 FT),"[1641741, 1630230]",1610612755.0,PHI,shooting,,,Council IV,R. Council IV,,,,,Mid-Range,8-16 Left,,,,,,,,201639.0,,,,,,,,,2.0,0.0,Marshall,1630230.0
330,PT00M24.70S,2025-02-05T01:05:58.0Z,2,REGULAR,freethrow,1 of 2,[],1630230,,,1610612742,58,62,2025-02-05T01:05:58Z,3280000,False,,,0,,N. Marshall Free Throw 1 of 2 (8 PTS),[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
331,PT00M24.70S,2025-02-05T01:06:21.7Z,2,REGULAR,freethrow,2 of 2,[],1630230,,,1610612742,58,63,2025-02-05T01:06:21Z,3290000,False,,,0,,N. Marshall Free Throw 2 of 2 (9 PTS),[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
332,PT00M12.40S,2025-02-05T01:06:41.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641765,,,1610612755,58,63,2025-02-05T01:06:47Z,3300000,False,,,0,,O. Prosper personal FOUL (2 PF) (Embiid 2 FT),"[1641765, 203954]",1610612742.0,DAL,,,,Prosper,O. Prosper,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,202007.0,,,,,,,,,2.0,0.0,Embiid,203954.0
336,PT00M12.40S,2025-02-05T01:07:05.0Z,2,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,58,63,2025-02-05T01:07:05Z,3320000,False,,,0,,MISS J. Embiid Free Throw 1 of 2,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
337,PT00M12.40S,2025-02-05T01:07:05.0Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612755,58,63,2025-02-05T01:07:05Z,3330000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,,336.0,,,,,,,,,,,,,,,,
338,PT00M12.40S,2025-02-05T01:07:07.3Z,2,REGULAR,substitution,out,[],1641765,,,1610612755,58,63,2025-02-05T01:07:10Z,3340000,False,,,0,,SUB out: O. Prosper,[1641765],1610612742.0,DAL,,,,Prosper,O. Prosper,,,,,,,,,,,,,,,,,,,,,,,,,,
339,PT00M12.40S,2025-02-05T01:07:07.3Z,2,REGULAR,substitution,in,[],202691,,,1610612755,58,63,2025-02-05T01:07:10Z,3350000,False,,,0,,SUB in: K. Thompson,[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
340,PT00M12.40S,2025-02-05T01:07:19.2Z,2,REGULAR,substitution,out,[],202704,,,1610612755,58,63,2025-02-05T01:07:22Z,3360000,False,,,0,,SUB out: R. Jackson,[202704],1610612755.0,PHI,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
341,PT00M12.40S,2025-02-05T01:07:19.2Z,2,REGULAR,substitution,in,[],1630288,,,1610612755,58,63,2025-02-05T01:07:22Z,3370000,False,,,0,,SUB in: J. Dowtin Jr.,[1630288],1610612755.0,PHI,,,,Dowtin Jr.,J. Dowtin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
345,PT00M12.40S,2025-02-05T01:09:18.9Z,2,REGULAR,jumpball,recovered,[],1630178,,,1610612755,58,63,2025-02-05T01:10:22Z,3375000,False,,,0,,Jump Ball J. Embiid vs. S. Dinwiddie: Tip to T. Maxey,"[1630178, 203954, 203915]",1610612755.0,PHI,lodgedball,T. Maxey,1630178.0,Maxey,T. Maxey,Embiid,203954.0,Dinwiddie,203915.0,,,,,,,,,,,,,,,,,,,,,,
342,PT00M12.40S,2025-02-05T01:07:05.0Z,2,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,58,63,2025-02-05T01:09:47Z,3380000,False,,,0,,MISS J. Embiid Free Throw 2 of 2,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
