actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
168,PT11M28.00S,2022-10-22T00:09:41.8Z,2,REGULAR,foul,personal,['2freethrow'],1630168,,,1610612753,19,27,2022-10-22T00:09:49Z,1670000,,,0,,O. Okongwu shooting personal FOUL (2 PF) (Bamba 2 FT),"[1630168, 1628964]",1610612737.0,ATL,shooting,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,,,,,,,1628171.0,,,,,,2.0,0.0,Bamba,1628964.0,,
170,PT11M28.00S,2022-10-22T00:10:07.2Z,2,REGULAR,freethrow,1 of 2,[],1628964,,,1610612753,19,28,2022-10-22T00:10:07Z,1690000,,,0,,M. Bamba Free Throw 1 of 2 (4 PTS),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,Made,,,,,,,,,4.0,,,,,,,,,
171,PT11M28.00S,2022-10-22T00:10:18.4Z,2,REGULAR,freethrow,2 of 2,[],1628964,,,1610612753,19,29,2022-10-22T00:10:18Z,1700000,,,0,,M. Bamba Free Throw 2 of 2 (5 PTS),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,Made,,,,,,,,,5.0,,,,,,,,,
172,PT11M15.00S,2022-10-22T00:10:33.5Z,2,REGULAR,3pt,Jump Shot,[],1630552,95.3515111695138,3.431372549019608,1610612737,19,29,2022-10-22T00:10:39Z,1710000,-233.0,-9.0,1,right,MISS J. Johnson 3PT - blocked,"[1630552, 1629626]",1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Left Corner 3,24+ Left,23.3,Missed,,,,,Bol,1629626.0,,,,,,,,,,,,
173,PT11M15.00S,2022-10-22T00:10:33.5Z,2,REGULAR,block,,[],1629626,,,1610612737,19,29,2022-10-22T00:10:37Z,1720000,,,0,,B. Bol BLOCK (1 BLK),[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,,,,,,
174,PT11M10.00S,2022-10-22T00:10:38.5Z,2,REGULAR,rebound,defensive,[],1628964,,,1610612753,19,29,2022-10-22T00:10:39Z,1730000,,,0,,M. Bamba REBOUND (Off:0 Def:3),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,Left Corner 3,24+ Left,,,172.0,3.0,3.0,0.0,,,,,,,,,,,,,,
175,PT11M08.00S,2022-10-22T00:10:40.2Z,2,REGULAR,turnover,lost ball,[],1630175,,,1610612753,19,29,2022-10-22T00:10:46Z,1740000,,,0,,C. Anthony lost ball TURNOVER (1 TO),"[1630175, 1627749]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,1.0,,,,,,,,,Murray,1627749.0
176,PT11M08.00S,2022-10-22T00:10:40.2Z,2,REGULAR,steal,,[],1627749,,,1610612737,19,29,2022-10-22T01:56:19Z,1750000,,,0,,D. Murray STEAL (1 STL),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
177,PT11M03.00S,2022-10-22T00:10:44.5Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630552,93.38042049934296,49.26470588235294,1610612737,21,29,2022-10-22T00:10:56Z,1760000,-4.0,10.0,1,right,J. Johnson running DUNK (2 PTS) (D. Murray 1 AST),"[1630552, 1627749]",1610612737.0,ATL,running,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,1.04,Made,,,,,,,,,2.0,D. Murray,1627749.0,1.0,,,,,,
179,PT10M39.00S,2022-10-22T00:11:09.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630181,6.1268068331143235,49.26470588235294,1610612753,21,31,2022-10-22T00:11:20Z,1780000,4.0,5.0,1,left,R. Hampton driving Layup (2 PTS),[1630181],1610612753.0,ORL,driving,,,Hampton,R. Hampton,,,,,Restricted Area,0-8 Center,0.63,Made,,,,,,,,,2.0,,,,,,,,,
180,PT10M27.00S,2022-10-22T00:11:20.3Z,2,REGULAR,3pt,Jump Shot,[],1630552,75.90341655716163,12.254901960784313,1610612737,21,31,2022-10-22T00:11:26Z,1790000,-189.0,174.0,1,right,MISS J. Johnson 25' 3PT,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Left Center,25.67,Missed,,,,,,,,,,,,,,,,,,
181,PT10M25.00S,2022-10-22T00:11:23.1Z,2,REGULAR,rebound,offensive,[],1630168,,,1610612737,21,31,2022-10-22T00:11:23Z,1800000,,,0,,O. Okongwu REBOUND (Off:1 Def:0),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Above the Break 3,24+ Left Center,,,180.0,1.0,0.0,1.0,,,,,,,,,,,,,,
182,PT10M25.00S,2022-10-22T00:11:27.0Z,2,REGULAR,foul,personal,['2freethrow'],1628964,,,1610612737,21,31,2022-10-22T00:11:51Z,1810000,,,0,,M. Bamba shooting personal FOUL (1 PF) (Johnson 2 FT),"[1628964, 1630552]",1610612753.0,ORL,shooting,,,Bamba,M. Bamba,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,203592.0,,,,,,1.0,0.0,Johnson,1630552.0,,
184,PT10M25.00S,2022-10-22T00:11:52.8Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1630552,,,1610612737,22,31,2022-10-22T00:11:52Z,1830000,,,0,,J. Johnson Free Throw 1 of 2 (3 PTS),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,Made,,,,,,,,,3.0,,,,,,,,,
185,PT10M25.00S,2022-10-22T00:12:04.9Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1630552,,,1610612737,23,31,2022-10-22T00:12:04Z,1840000,,,0,,J. Johnson Free Throw 2 of 2 (4 PTS),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,Made,,,,,,,,,4.0,,,,,,,,,
186,PT10M19.00S,2022-10-22T00:12:14.3Z,2,REGULAR,foul,offensive,[],1630181,,,1610612753,23,31,2022-10-22T00:12:21Z,1850000,,,0,,R. Hampton offensive FOUL (2 PF),"[1630181, 1628988]",1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,Above the Break 3,24+ Center,,,,,,,,,1628171.0,,,,,,2.0,0.0,Holiday,1628988.0,,
188,PT10M19.00S,2022-10-22T00:12:14.3Z,2,REGULAR,turnover,offensive foul,[],1630181,,,1610612753,23,31,2022-10-22T00:12:14Z,1870000,,,0,,R. Hampton offensive foul TURNOVER (1 TO),[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,Above the Break 3,24+ Center,,,,,,,,,1628171.0,1.0,,,,,,,,,,
189,PT10M07.00S,2022-10-22T00:12:36.6Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203200,67.09921156373193,38.72549019607843,1610612737,23,31,2022-10-22T00:12:47Z,1880000,-56.0,257.0,1,right,MISS J. Holiday 26' 3PT,[203200],1610612737.0,ATL,,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Center,26.29,Missed,,,,,,,,,,,,,,,,,,
190,PT10M07.00S,2022-10-22T00:12:36.6Z,2,REGULAR,rebound,offensive,[],1630168,,,1610612737,23,31,2022-10-22T00:12:47Z,1890000,,,0,,O. Okongwu REBOUND (Off:2 Def:0),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Above the Break 3,24+ Center,,,189.0,2.0,0.0,2.0,,,,,,,,,,,,,,
191,PT09M58.00S,2022-10-22T00:12:45.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628988,92.85479632063075,48.77450980392157,1610612737,25,31,2022-10-22T00:12:52Z,1900000,-6.0,15.0,1,right,A. Holiday driving Layup (2 PTS),[1628988],1610612737.0,ATL,driving,,,Holiday,A. Holiday,,,,,Restricted Area,0-8 Center,1.59,Made,,,,,,,,,2.0,,,,,,,,,
192,PT09M41.00S,2022-10-22T00:13:02.6Z,2,REGULAR,3pt,Jump Shot,[],1630175,27.414586070959263,77.94117647058823,1610612753,25,34,2022-10-22T00:13:08Z,1910000,-140.0,205.0,1,left,C. Anthony 24' 3PT  (11 PTS) (R. Hampton 1 AST),"[1630175, 1630181]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Above the Break 3,24+ Left Center,24.82,Made,,,,,,,,,11.0,R. Hampton,1630181.0,1.0,,,,,,
194,PT09M18.00S,2022-10-22T00:13:26.0Z,2,REGULAR,2pt,Jump Shot,[],203200,71.82982917214193,49.26470588235294,1610612737,25,34,2022-10-22T00:13:32Z,1930000,-4.0,212.0,1,right,MISS J. Holiday 21' pullup Shot - blocked,"[203200, 1629626]",1610612737.0,ATL,pullup,,,Holiday,J. Holiday,,,,,Mid-Range,16-24 Center,21.23,Missed,,,,,Bol,1629626.0,,,,,,,,,,,,
195,PT09M18.00S,2022-10-22T00:13:26.0Z,2,REGULAR,block,,[],1629626,,,1610612737,25,34,2022-10-22T00:13:29Z,1940000,,,0,,B. Bol BLOCK (2 BLK),[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
196,PT09M14.00S,2022-10-22T00:13:30.0Z,2,REGULAR,rebound,defensive,[],1628964,,,1610612753,25,34,2022-10-22T00:13:32Z,1950000,,,0,,M. Bamba REBOUND (Off:0 Def:4),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,Mid-Range,16-24 Center,,,194.0,4.0,4.0,0.0,,,,,,,,,,,,,,
197,PT09M06.00S,2022-10-22T00:13:40.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629626,7.30946123521682,48.28431372549019,1610612753,25,36,2022-10-22T00:13:56Z,1960000,9.0,16.0,1,left,B. Bol driving Layup (2 PTS) (M. Bamba 1 AST),"[1629626, 1628964]",1610612753.0,ORL,driving,,,Bol,B. Bol,,,,,Restricted Area,0-8 Center,1.83,Made,,,,,,,,,2.0,M. Bamba,1628964.0,1.0,,,,,,
198,PT09M06.00S,2022-10-22T00:13:51.5Z,2,REGULAR,foul,personal,['1freethrow'],1628988,,,1610612753,25,36,2022-10-22T00:14:09Z,1970000,,,0,,A. Holiday shooting personal FOUL (1 PF) (Bol 1 FT),"[1628988, 1629626]",1610612737.0,ATL,shooting,,,Holiday,A. Holiday,,,,,Restricted Area,0-8 Center,,,,,,,,,203592.0,,,,,,1.0,0.0,Bol,1629626.0,,
200,PT09M06.00S,2022-10-22T00:14:02.7Z,2,REGULAR,substitution,out,[],1630552,,,1610612753,25,36,2022-10-22T00:14:05Z,1990000,,,0,,SUB out: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT09M06.00S,2022-10-22T00:14:02.7Z,2,REGULAR,substitution,in,[],1628381,,,1610612753,25,36,2022-10-22T00:14:05Z,2000000,,,0,,SUB in: J. Collins,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT09M06.00S,2022-10-22T00:14:10.7Z,2,REGULAR,freethrow,1 of 1,[],1629626,,,1610612753,25,37,2022-10-22T00:14:10Z,2010000,,,0,,B. Bol Free Throw 1 of 1 (3 PTS),[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,,,,Made,,,,,,,,,3.0,,,,,,,,,
203,PT08M55.00S,2022-10-22T00:14:22.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628988,89.04402102496715,41.66666666666667,1610612737,27,37,2022-10-22T00:14:30Z,2020000,-42.0,50.0,1,right,A. Holiday 6' driving floating Jump Shot (4 PTS),[1628988],1610612737.0,ATL,driving floating,,,Holiday,A. Holiday,,,,,In The Paint (Non-RA),0-8 Center,6.55,Made,,,,,,,,,4.0,,,,,,,,,
204,PT08M40.00S,2022-10-22T00:14:37.6Z,2,REGULAR,3pt,Jump Shot,[],1630175,28.203022339027594,74.26470588235294,1610612753,27,40,2022-10-22T00:14:44Z,2030000,-121.0,213.0,1,left,C. Anthony 24' 3PT pullup (14 PTS),[1630175],1610612753.0,ORL,pullup,,,Anthony,C. Anthony,,,,,Above the Break 3,24+ Left Center,24.48,Made,,,,,,,,,14.0,,,,,,,,,
205,PT08M29.00S,2022-10-22T00:14:49.0Z,2,REGULAR,3pt,Jump Shot,[],203200,91.93495400788436,3.9215686274509802,1610612737,30,40,2022-10-22T00:14:54Z,2040000,-230.0,23.0,1,right,J. Holiday 3PT  (3 PTS) (D. Murray 2 AST),"[203200, 1627749]",1610612737.0,ATL,,,,Holiday,J. Holiday,,,,,Left Corner 3,24+ Left,23.16,Made,,,,,,,,,3.0,D. Murray,1627749.0,2.0,,,,,,
207,PT08M11.00S,2022-10-22T00:15:06.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630175,8.09789750328515,41.66666666666667,1610612753,30,40,2022-10-22T00:15:13Z,2060000,42.0,24.0,1,left,MISS C. Anthony driving Layup,[1630175],1610612753.0,ORL,driving,,,Anthony,C. Anthony,,,,,In The Paint (Non-RA),0-8 Center,4.79,Missed,,,,,,,,,,,,,,,,,,
208,PT08M08.00S,2022-10-22T00:15:09.4Z,2,REGULAR,rebound,defensive,[],1628381,,,1610612737,30,40,2022-10-22T00:15:13Z,2070000,,,0,,J. Collins REBOUND (Off:1 Def:4),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,In The Paint (Non-RA),0-8 Center,,,207.0,5.0,4.0,1.0,,,,,,,,,,,,,,
209,PT08M00.00S,2022-10-22T00:15:17.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627749,91.5407358738502,45.09803921568628,1610612737,32,40,2022-10-22T00:15:24Z,2080000,-25.0,27.0,1,right,D. Murray driving floating Jump Shot (2 PTS),[1627749],1610612737.0,ATL,driving floating,,,Murray,D. Murray,,,,,Restricted Area,0-8 Center,3.65,Made,,,,,,,,,2.0,,,,,,,,,
210,PT07M45.00S,2022-10-22T00:15:32.2Z,2,REGULAR,turnover,lost ball,[],1628964,,,1610612753,32,40,2022-10-22T00:15:38Z,2090000,,,0,,M. Bamba lost ball TURNOVER (1 TO),"[1628964, 1627749]",1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,Above the Break 3,24+ Center,,,,,,,,,,1.0,,,,,,,,,Murray,1627749.0
211,PT07M45.00S,2022-10-22T00:15:32.2Z,2,REGULAR,steal,,[],1627749,,,1610612737,32,40,2022-10-22T00:15:34Z,2100000,,,0,,D. Murray STEAL (2 STL),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
212,PT07M43.00S,2022-10-22T00:15:35.6Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1627749,93.38042049934296,49.01960784313725,1610612737,34,40,2022-10-22T00:15:58Z,2110000,-5.0,10.0,1,right,D. Murray running DUNK (4 PTS),[1627749],1610612737.0,ATL,running,,,Murray,D. Murray,,,,,Restricted Area,0-8 Center,1.09,Made,,,,,,,,,4.0,,,,,,,,,
213,PT07M43.00S,2022-10-22T00:15:42.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,34,40,2022-10-22T00:15:42Z,2120000,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT07M43.00S,2022-10-22T00:17:56.9Z,2,REGULAR,substitution,out,[],1629643,,,1610612753,34,40,2022-10-22T00:18:22Z,2130000,,,0,,SUB out: C. Okeke,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT07M43.00S,2022-10-22T00:17:56.9Z,2,REGULAR,substitution,out,[],1629626,,,1610612753,34,40,2022-10-22T00:18:22Z,2140000,,,0,,SUB out: B. Bol,[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT07M43.00S,2022-10-22T00:17:56.9Z,2,REGULAR,substitution,out,[],1628964,,,1610612753,34,40,2022-10-22T00:18:22Z,2150000,,,0,,SUB out: M. Bamba,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT07M43.00S,2022-10-22T00:17:56.9Z,2,REGULAR,substitution,out,[],1630175,,,1610612753,34,40,2022-10-22T00:18:22Z,2160000,,,0,,SUB out: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT07M43.00S,2022-10-22T00:17:56.9Z,2,REGULAR,substitution,in,[],1630591,,,1610612753,34,40,2022-10-22T00:18:22Z,2170000,,,0,,SUB in: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT07M43.00S,2022-10-22T00:17:56.9Z,2,REGULAR,substitution,in,[],1631094,,,1610612753,34,40,2022-10-22T00:18:22Z,2180000,,,0,,SUB in: P. Banchero,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT07M43.00S,2022-10-22T00:17:56.9Z,2,REGULAR,substitution,in,[],1630532,,,1610612753,34,40,2022-10-22T00:18:22Z,2190000,,,0,,SUB in: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT07M43.00S,2022-10-22T00:17:56.9Z,2,REGULAR,substitution,in,[],1628976,,,1610612753,34,40,2022-10-22T00:18:22Z,2200000,,,0,,SUB in: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT07M20.00S,2022-10-22T00:18:56.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631094,18.478975032851512,42.8921568627451,1610612753,34,40,2022-10-22T00:19:04Z,2210000,36.0,121.0,1,left,MISS P. Banchero 12' Jump Shot,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),8-16 Center,12.63,Missed,,,,,,,,,,,,,,,,,,
224,PT07M17.00S,2022-10-22T00:18:59.9Z,2,REGULAR,rebound,defensive,[],1627749,,,1610612737,34,40,2022-10-22T00:19:04Z,2220000,,,0,,D. Murray REBOUND (Off:1 Def:2),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,In The Paint (Non-RA),8-16 Center,,,223.0,3.0,2.0,1.0,,,,,,,,,,,,,,
225,PT07M09.00S,2022-10-22T00:19:08.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628381,90.62089356110381,54.90196078431373,1610612737,34,40,2022-10-22T00:19:16Z,2230000,25.0,36.0,1,right,MISS J. Collins driving Layup - blocked,"[1628381, 1631094]",1610612737.0,ATL,driving,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,4.33,Missed,,,,,Banchero,1631094.0,,,,,,,,,,,,
226,PT07M09.00S,2022-10-22T00:19:08.0Z,2,REGULAR,block,,[],1631094,,,1610612737,34,40,2022-10-22T00:19:12Z,2240000,,,0,,P. Banchero BLOCK (2 BLK),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
227,PT07M02.00S,2022-10-22T00:19:15.0Z,2,REGULAR,rebound,offensive,[],1628381,,,1610612737,34,40,2022-10-22T00:19:16Z,2250000,,,0,,J. Collins REBOUND (Off:2 Def:4),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,,,225.0,6.0,4.0,2.0,,,,,,,,,,,,,,
228,PT07M02.00S,2022-10-22T00:19:15.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628381,94.40999984741211,50.0,1610612737,34,40,2022-10-22T00:19:15Z,2260000,0.0,0.0,1,right,MISS J. Collins putback Layup,[1628381],1610612737.0,ATL,putback,,,Collins,J. Collins,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
229,PT07M01.00S,2022-10-22T00:19:15.9Z,2,REGULAR,rebound,defensive,[],1631094,,,1610612753,34,40,2022-10-22T00:19:15Z,2270000,,,0,,P. Banchero REBOUND (Off:0 Def:7),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Mid-Range,8-16 Left,,,228.0,7.0,7.0,0.0,,,,,,,,,,,,,,
230,PT06M59.00S,2022-10-22T00:19:18.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631094,7.046649145860711,45.34313725490196,1610612753,34,40,2022-10-22T00:19:25Z,2280000,23.0,14.0,1,left,MISS P. Banchero driving Layup,[1631094],1610612753.0,ORL,driving,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,2.7,Missed,,,,,,,,,,,,,,,,,,
232,PT06M54.00S,2022-10-22T00:19:23.2Z,2,REGULAR,rebound,defensive,[],1628381,,,1610612737,34,40,2022-10-22T00:20:00Z,2300000,,,0,,J. Collins REBOUND (Off:2 Def:5),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,,,230.0,7.0,5.0,2.0,,,,,,,,,,,,,,
330,PT06M53.00S,2022-10-22T00:19:21.6Z,2,REGULAR,turnover,lost ball,[],1630168,,,1610612737,34,40,2022-10-22T00:37:26Z,2305000,,,0,,O. Okongwu lost ball TURNOVER (1 TO),"[1630168, 1630532]",1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1.0,,,,,,,,,Wagner,1630532.0
331,PT06M53.00S,2022-10-22T00:19:21.6Z,2,REGULAR,steal,,[],1630532,,,1610612753,34,40,2022-10-22T00:37:26Z,2307500,,,0,,F. Wagner STEAL (1 STL),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
235,PT06M48.00S,2022-10-22T00:19:33.8Z,2,REGULAR,foul,personal,[],1628988,,,1610612753,34,40,2022-10-22T00:19:40Z,2330000,,,0,,A. Holiday personal FOUL (2 PF),"[1628988, 1631094]",1610612737.0,ATL,,,,Holiday,A. Holiday,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,2534.0,,,,,,2.0,0.0,Banchero,1631094.0,,
237,PT06M48.00S,2022-10-22T00:20:01.8Z,2,REGULAR,substitution,out,[],1628988,,,1610612753,34,40,2022-10-22T00:20:05Z,2350000,,,0,,SUB out: A. Holiday,[1628988],1610612737.0,ATL,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT06M48.00S,2022-10-22T00:20:01.8Z,2,REGULAR,substitution,in,[],1629027,,,1610612753,34,40,2022-10-22T00:20:05Z,2360000,,,0,,SUB in: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT06M44.00S,2022-10-22T00:20:12.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630532,5.469776609724048,49.754901960784316,1610612753,34,42,2022-10-22T00:37:36Z,2370000,1.0,-1.0,1,left,F. Wagner Layup (6 PTS) (J. Suggs 1 AST),"[1630532, 1630591]",1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,0.16,Made,,,,,,,,,6.0,J. Suggs,1630591.0,1.0,,,,,,
241,PT06M32.00S,2022-10-22T00:20:25.6Z,2,REGULAR,3pt,Jump Shot,[],1628381,74.98357424441524,12.745098039215685,1610612737,37,42,2022-10-22T00:20:33Z,2390000,-186.0,183.0,1,right,J. Collins 26' 3PT  (7 PTS) (D. Murray 3 AST),"[1628381, 1627749]",1610612737.0,ATL,,,,Collins,J. Collins,,,,,Above the Break 3,24+ Left Center,26.09,Made,,,,,,,,,7.0,D. Murray,1627749.0,3.0,,,,,,
243,PT06M22.00S,2022-10-22T00:20:35.3Z,2,REGULAR,3pt,Jump Shot,[],1628976,32.14520367936925,46.81372549019608,1610612753,37,42,2022-10-22T00:20:41Z,2410000,16.0,250.0,1,left,MISS W. Carter Jr. 25' pullup 3PT,[1628976],1610612753.0,ORL,pullup,,,Carter Jr.,W. Carter Jr.,,,,,Above the Break 3,24+ Center,25.02,Missed,,,,,,,,,,,,,,,,,,
244,PT06M21.00S,2022-10-22T00:20:36.3Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612737,37,42,2022-10-22T00:20:41Z,2420000,,,0,,TEAM defensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Above the Break 3,24+ Center,,,243.0,,,,,,,,,,,,,,,,,
246,PT06M21.00S,2022-10-22T00:20:43.3Z,2,REGULAR,substitution,out,[],203200,,,1610612737,37,42,2022-10-22T00:20:53Z,2440000,,,0,,SUB out: J. Holiday,[203200],1610612737.0,ATL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT06M21.00S,2022-10-22T00:20:43.3Z,2,REGULAR,substitution,in,[],1629631,,,1610612737,37,42,2022-10-22T00:20:53Z,2450000,,,0,,SUB in: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT06M02.00S,2022-10-22T00:21:11.3Z,2,REGULAR,turnover,bad pass,[],1629027,,,1610612737,37,42,2022-10-22T00:21:16Z,2460000,,,0,,T. Young bad pass TURNOVER (3 TO),"[1629027, 1630532]",1610612737.0,ATL,,,,Young,T. Young,,,,,Mid-Range,8-16 Left,,,,,,,,,,3.0,,,,,,,,,Wagner,1630532.0
249,PT06M02.00S,2022-10-22T00:21:11.3Z,2,REGULAR,steal,,[],1630532,,,1610612753,37,42,2022-10-22T00:21:13Z,2470000,,,0,,F. Wagner STEAL (2 STL),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
250,PT05M47.00S,2022-10-22T00:21:25.9Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1630532,6.389618922470433,68.62745098039215,1610612753,37,42,2022-10-22T00:21:33Z,2480000,-93.0,8.0,1,left,MISS F. Wagner 9' turnaround Shot,[1630532],1610612753.0,ORL,turnaround,,,Wagner,F. Wagner,,,,,Mid-Range,8-16 Left,9.34,Missed,,,,,,,,,,,,,,,,,,
251,PT05M40.00S,2022-10-22T00:21:32.9Z,2,REGULAR,rebound,defensive,[],1627749,,,1610612737,37,42,2022-10-22T00:21:33Z,2490000,,,0,,D. Murray REBOUND (Off:1 Def:3),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Mid-Range,8-16 Left,,,250.0,4.0,3.0,1.0,,,,,,,,,,,,,,
