actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
571,PT00M12.90S,2023-01-09T01:50:12.7Z,3,REGULAR,substitution,in,[],203939,,,1610612742,94,82,2023-01-09T01:59:33Z,5084372,False,,,0,,SUB in: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
511,PT00M12.90S,2023-01-09T01:49:48.5Z,3,REGULAR,freethrow,2 of 2,[],1626174,,,1610612742,94,83,2023-01-09T01:58:33Z,5084375,False,,,0,,C. Wood Free Throw 2 of 2 (20 PTS),[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,,,,Made,20.0,,,,,,,,,,,,,,,,,
512,PT00M00.70S,2023-01-09T01:50:37.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,80.76544021024968,35.53921568627451,1610612760,96,83,2023-01-09T01:54:29Z,5085000,False,-72.0,128.0,1,right,S. Gilgeous-Alexander 14' pullup Jump Shot (27 PTS),[1628983],1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Center,14.73,Made,27.0,,,,,,,,,,,,,,,,,
514,PT00M00.00S,2023-01-09T01:51:54.5Z,3,REGULAR,period,end,[],0,,,1610612742,96,83,2023-01-09T01:56:47Z,5120000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,PT12M00.00S,2023-01-09T01:51:57.2Z,4,REGULAR,substitution,out,['startperiod'],1628983,,,1610612742,96,83,2023-01-09T01:56:47Z,5130000,False,,,0,,SUB out: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,,
517,PT12M00.00S,2023-01-09T01:51:57.2Z,4,REGULAR,substitution,out,['startperiod'],1630544,,,1610612742,96,83,2023-01-09T01:56:47Z,5140000,False,,,0,,SUB out: T. Mann,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
518,PT12M00.00S,2023-01-09T01:51:57.2Z,4,REGULAR,substitution,out,['startperiod'],203501,,,1610612742,96,83,2023-01-09T01:56:47Z,5150000,False,,,0,,SUB out: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
519,PT12M00.00S,2023-01-09T01:51:57.2Z,4,REGULAR,substitution,out,['startperiod'],203493,,,1610612742,96,83,2023-01-09T01:56:47Z,5160000,False,,,0,,SUB out: R. Bullock,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,,,
520,PT12M00.00S,2023-01-09T01:51:57.2Z,4,REGULAR,substitution,in,['startperiod'],1630598,,,1610612742,96,83,2023-01-09T01:56:47Z,5170000,False,,,0,,SUB in: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
521,PT12M00.00S,2023-01-09T01:51:57.2Z,4,REGULAR,substitution,in,['startperiod'],1631114,,,1610612742,96,83,2023-01-09T01:56:47Z,5180000,False,,,0,,SUB in: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
522,PT12M00.00S,2023-01-09T01:51:57.2Z,4,REGULAR,substitution,in,['startperiod'],202722,,,1610612742,96,83,2023-01-09T01:56:47Z,5190000,False,,,0,,SUB in: D. Bertans,[202722],1610612742.0,DAL,,,,Bertans,D. Bertans,,,,,,,,,,,,,,,,,,,,,,,,,,
523,PT12M00.00S,2023-01-09T01:51:57.2Z,4,REGULAR,substitution,in,['startperiod'],1630702,,,1610612742,96,83,2023-01-09T01:56:47Z,5200000,False,,,0,,SUB in: J. Hardy,[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,,,,,,,,,,,,,,,,,,,,,,
524,PT12M00.00S,2023-01-09T01:53:37.4Z,4,REGULAR,period,start,[],0,,,1610612742,96,83,2023-01-09T01:53:37Z,5210000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,PT11M48.00S,2023-01-09T01:53:48.9Z,4,REGULAR,turnover,bad pass,[],1628373,,,1610612742,96,83,2023-01-09T01:53:52Z,5220000,False,,,0,,F. Ntilikina bad pass TURNOVER (1 TO),"[1628373, 1630322]",1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,1.0,,,,,Waters III,1630322.0,,
526,PT11M48.00S,2023-01-09T01:53:48.9Z,4,REGULAR,steal,,[],1630322,,,1610612760,96,83,2023-01-09T01:53:50Z,5230000,False,,,0,,L. Waters III STEAL (1 STL),[1630322],1610612760.0,OKC,,,,Waters III,L. Waters III,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
527,PT11M43.00S,2023-01-09T01:53:53.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630322,92.9862023653088,49.01960784313725,1610612760,96,83,2023-01-09T01:53:58Z,5240000,False,-5.0,13.0,1,right,MISS L. Waters III driving Layup,[1630322],1610612760.0,OKC,driving,,,Waters III,L. Waters III,,,,,Restricted Area,0-8 Center,1.43,Missed,,,,,,,,,,,,,,,,,,
528,PT11M43.00S,2023-01-09T01:53:53.6Z,4,REGULAR,rebound,offensive,[],1631114,,,1610612760,96,83,2023-01-09T02:00:03Z,5250000,False,,,0,,J. Williams REBOUND (Off:1 Def:2),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,527.0,3.0,2.0,1.0,,,,,,,,,
543,PT11M43.00S,2023-01-09T01:53:54.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1631114,94.43166885676742,50.0,1610612760,96,83,2023-01-09T02:01:14Z,5255000,False,0.0,0.0,1,right,MISS J. Williams tip Layup,[1631114],1610612760.0,OKC,tip,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,0.02,Missed,,,,,,,,,,,,,,,,,,
544,PT11M43.00S,2023-01-09T01:53:54.5Z,4,REGULAR,rebound,offensive,[],1631114,,,1610612760,96,83,2023-01-09T01:55:53Z,5257500,False,,,0,,J. Williams REBOUND (Off:2 Def:2),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,543.0,4.0,2.0,2.0,,,,,,,,,
529,PT11M41.00S,2023-01-09T01:53:55.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1631114,92.19776609724047,49.50980392156863,1610612760,96,83,2023-01-09T02:01:48Z,5260000,False,-2.0,21.0,1,right,MISS J. Williams tip Layup,[1631114],1610612760.0,OKC,tip,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,2.09,Missed,,,,,,,,,,,,,,,,,,
530,PT11M41.00S,2023-01-09T01:53:55.5Z,4,REGULAR,rebound,offensive,[],203488,,,1610612760,96,83,2023-01-09T02:01:48Z,5270000,False,,,0,,M. Muscala REBOUND (Off:1 Def:2),[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,Restricted Area,0-8 Center,,,,,,,,529.0,3.0,2.0,1.0,,,,,,,,,
531,PT11M41.00S,2023-01-09T01:53:58.9Z,4,REGULAR,foul,personal,['2freethrow'],1630702,,,1610612760,96,83,2023-01-09T01:54:19Z,5280000,False,,,0,,J. Hardy shooting personal FOUL (4 PF) (Muscala 2 FT),"[1630702, 203488]",1610612742.0,DAL,shooting,,,Hardy,J. Hardy,,,,,Restricted Area,0-8 Center,,,,,,,1627963.0,,,,,,4.0,0.0,Muscala,203488.0,,,,
533,PT11M41.00S,2023-01-09T01:54:20.6Z,4,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",203488,,,1610612760,96,83,2023-01-09T01:56:33Z,5300000,False,,,0,,MISS M. Muscala Free Throw 1 of 2,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
534,PT11M41.00S,2023-01-09T01:54:20.6Z,4,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612760,96,83,2023-01-09T01:56:33Z,5310000,False,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,533.0,,,,,,,,,,,,
535,PT11M41.00S,2023-01-09T01:54:20.6Z,4,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",203488,,,1610612760,97,83,2023-01-09T01:56:33Z,5320000,False,,,0,,M. Muscala Free Throw 2 of 2 (4 PTS),[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
536,PT11M26.00S,2023-01-09T01:54:49.9Z,4,REGULAR,3pt,Jump Shot,[],1630702,32.933639947437584,32.35294117647059,1610612742,97,83,2023-01-09T01:54:59Z,5330000,False,88.0,257.0,1,left,MISS J. Hardy 27' 3PT,[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,Above the Break 3,24+ Right Center,27.18,Missed,,,,,,,,,,,,,,,,,,
537,PT11M25.00S,2023-01-09T01:54:54.7Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612742,97,83,2023-01-09T01:54:54Z,5340000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,536.0,,,,,,,,,,,,
539,PT11M19.00S,2023-01-09T01:55:13.6Z,4,REGULAR,foul,personal,['2freethrow'],1630198,,,1610612742,97,83,2023-01-09T01:55:29Z,5360000,False,,,0,,I. Joe shooting personal FOUL (4 PF) (Ntilikina 2 FT),"[1630198, 1628373]",1610612760.0,OKC,shooting,,,Joe,I. Joe,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,2530.0,,,,,,4.0,0.0,Ntilikina,1628373.0,,,,
541,PT11M19.00S,2023-01-09T01:55:36.8Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1628373,,,1610612742,97,84,2023-01-09T01:55:36Z,5380000,False,,,0,,F. Ntilikina Free Throw 1 of 2 (1 PTS),[1628373],1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
542,PT11M19.00S,2023-01-09T01:55:52.8Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1628373,,,1610612742,97,85,2023-01-09T01:55:52Z,5390000,False,,,0,,F. Ntilikina Free Throw 2 of 2 (2 PTS),[1628373],1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
545,PT11M06.00S,2023-01-09T01:56:08.1Z,4,REGULAR,turnover,bad pass,[],203488,,,1610612760,97,85,2023-01-09T01:56:11Z,5400000,False,,,0,,M. Muscala bad pass TURNOVER (1 TO),"[203488, 1628373]",1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,1.0,,,,,Ntilikina,1628373.0,,
546,PT11M06.00S,2023-01-09T01:56:08.1Z,4,REGULAR,steal,,[],1628373,,,1610612742,97,85,2023-01-09T01:56:10Z,5410000,False,,,0,,F. Ntilikina STEAL (1 STL),[1628373],1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
547,PT10M49.00S,2023-01-09T01:56:24.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626174,7.703679369250986,49.26470588235294,1610612742,97,87,2023-01-09T01:56:30Z,5420000,False,4.0,20.0,1,left,C. Wood driving Layup (22 PTS),[1626174],1610612742.0,DAL,driving,,,Wood,C. Wood,,,,,Restricted Area,0-8 Center,2.02,Made,22.0,,,,,,,,,,,,,,,,,
549,PT10M28.00S,2023-01-09T01:56:45.2Z,4,REGULAR,2pt,Jump Shot,[],1630198,93.64323258869908,77.45098039215686,1610612760,97,87,2023-01-09T01:56:52Z,5440000,False,137.0,7.0,1,right,MISS I. Joe 13' fadeaway Shot,[1630198],1610612760.0,OKC,fadeaway,,,Joe,I. Joe,,,,,Mid-Range,8-16 Right,13.75,Missed,,,,,,,,,,,,,,,,,,
550,PT10M26.00S,2023-01-09T01:56:47.2Z,4,REGULAR,rebound,defensive,[],1628373,,,1610612742,97,87,2023-01-09T01:56:52Z,5450000,False,,,0,,F. Ntilikina REBOUND (Off:0 Def:1),[1628373],1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,Mid-Range,8-16 Right,,,,,,,,549.0,1.0,1.0,0.0,,,,,,,,,
551,PT10M20.00S,2023-01-09T01:56:56.0Z,4,REGULAR,foul,personal,['2freethrow'],203488,,,1610612742,97,87,2023-01-09T01:57:07Z,5460000,False,,,0,,M. Muscala shooting personal FOUL (2 PF) (Powell 2 FT),"[203488, 203939]",1610612760.0,OKC,shooting,,,Muscala,M. Muscala,,,,,Restricted Area,0-8 Center,,,,,,,202035.0,,,,,,2.0,0.0,Powell,203939.0,,,,
553,PT10M20.00S,2023-01-09T01:57:20.9Z,4,REGULAR,freethrow,1 of 2,[],203939,,,1610612742,97,88,2023-01-09T01:57:20Z,5480000,False,,,0,,D. Powell Free Throw 1 of 2 (3 PTS),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
554,PT10M20.00S,2023-01-09T01:57:39.7Z,4,REGULAR,freethrow,2 of 2,[],203939,,,1610612742,97,89,2023-01-09T01:57:39Z,5490000,False,,,0,,D. Powell Free Throw 2 of 2 (4 PTS),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
555,PT10M01.00S,2023-01-09T01:58:00.5Z,4,REGULAR,2pt,Jump Shot,[],1630198,73.01248357424441,53.18627450980392,1610612760,97,89,2023-01-09T01:58:05Z,5500000,False,16.0,201.0,1,right,MISS I. Joe 20' step back Shot,[1630198],1610612760.0,OKC,step back,,,Joe,I. Joe,,,,,Mid-Range,16-24 Center,20.18,Missed,,,,,,,,,,,,,,,,,,
556,PT09M57.00S,2023-01-09T01:58:04.5Z,4,REGULAR,rebound,defensive,[],1626174,,,1610612742,97,89,2023-01-09T01:58:05Z,5510000,False,,,0,,C. Wood REBOUND (Off:2 Def:11),[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,Mid-Range,16-24 Center,,,,,,,,555.0,13.0,11.0,2.0,,,,,,,,,
557,PT09M49.00S,2023-01-09T01:58:12.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630702,5.469776609724048,51.225490196078425,1610612742,97,89,2023-01-09T01:58:21Z,5520000,False,-6.0,-1.0,1,left,MISS J. Hardy driving Layup - blocked,"[1630702, 1631114]",1610612742.0,DAL,driving,,,Hardy,J. Hardy,,,,,Restricted Area,0-8 Center,0.62,Missed,,,,,,,,,,,,,,,,,Williams,1631114.0
558,PT09M49.00S,2023-01-09T01:58:12.4Z,4,REGULAR,block,,[],1631114,,,1610612742,97,89,2023-01-09T01:58:14Z,5530000,False,,,0,,J. Williams BLOCK (3 BLK),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
559,PT09M48.00S,2023-01-09T01:58:13.4Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612742,97,89,2023-01-09T01:58:21Z,5540000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,557.0,,,,,,,,,,,,
561,PT09M41.00S,2023-01-09T01:58:35.9Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],1628373,30.042706964520367,43.627450980392155,1610612742,97,91,2023-01-09T01:58:40Z,5560000,False,32.0,230.0,1,left,F. Ntilikina 23' Jump Shot (4 PTS) (D. Powell 2 AST),"[1628373, 203939]",1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,Mid-Range,16-24 Center,23.21,Made,4.0,D. Powell,203939.0,2.0,,,,,,,,,,,,,,
563,PT09M41.00S,2023-01-09T01:58:52.4Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,97,91,2023-01-09T01:58:52Z,5580000,False,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,PT09M41.00S,2023-01-09T02:00:50.1Z,4,REGULAR,substitution,out,[],1630198,,,1610612760,97,91,2023-01-09T02:01:24Z,5590000,False,,,0,,SUB out: I. Joe,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,,
573,PT09M41.00S,2023-01-09T02:00:50.1Z,4,REGULAR,substitution,out,[],203488,,,1610612760,97,91,2023-01-09T02:01:24Z,5600000,False,,,0,,SUB out: M. Muscala,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,,,,,
574,PT09M41.00S,2023-01-09T02:00:50.1Z,4,REGULAR,substitution,out,[],1631114,,,1610612760,97,91,2023-01-09T02:01:24Z,5610000,False,,,0,,SUB out: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
575,PT09M41.00S,2023-01-09T02:00:50.1Z,4,REGULAR,substitution,in,[],1630647,,,1610612760,97,91,2023-01-09T02:01:24Z,5620000,False,,,0,,SUB in: E. Omoruyi,[1630647],1610612760.0,OKC,,,,Omoruyi,E. Omoruyi,,,,,,,,,,,,,,,,,,,,,,,,,,
576,PT09M41.00S,2023-01-09T02:00:50.1Z,4,REGULAR,substitution,in,[],1630581,,,1610612760,97,91,2023-01-09T02:01:24Z,5630000,False,,,0,,SUB in: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
577,PT09M41.00S,2023-01-09T02:00:50.1Z,4,REGULAR,substitution,in,[],1629652,,,1610612760,97,91,2023-01-09T02:01:24Z,5640000,False,,,0,,SUB in: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,,
578,PT09M28.00S,2023-01-09T02:01:50.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630581,90.3580814717477,51.9607843137255,1610612760,97,91,2023-01-09T02:01:56Z,5650000,False,10.0,38.0,1,right,MISS J. Giddey floating Shot,[1630581],1610612760.0,OKC,floating,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,3.93,Missed,,,,,,,,,,,,,,,,,,
579,PT09M24.00S,2023-01-09T02:01:53.0Z,4,REGULAR,rebound,defensive,[],203939,,,1610612742,97,91,2023-01-09T02:01:53Z,5660000,False,,,0,,D. Powell REBOUND (Off:1 Def:5),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,Restricted Area,0-8 Center,,,,,,,,578.0,6.0,5.0,1.0,,,,,,,,,
580,PT09M07.00S,2023-01-09T02:02:10.0Z,4,REGULAR,3pt,Jump Shot,[],202722,28.991458607095925,81.61764705882352,1610612742,97,91,2023-01-09T02:02:14Z,5670000,False,-158.0,220.0,1,left,MISS D. Bertans 27' 3PT,[202722],1610612742.0,DAL,,,,Bertans,D. Bertans,,,,,Above the Break 3,24+ Left Center,27.09,Missed,,,,,,,,,,,,,,,,,,
581,PT09M04.00S,2023-01-09T02:02:13.0Z,4,REGULAR,rebound,defensive,[],1630598,,,1610612760,97,91,2023-01-09T02:02:14Z,5680000,False,,,0,,A. Wiggins REBOUND (Off:2 Def:1),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Left Center,,,,,,,,580.0,3.0,1.0,2.0,,,,,,,,,
582,PT08M54.00S,2023-01-09T02:02:23.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629652,93.77463863337714,49.26470588235294,1610612760,97,91,2023-01-09T02:02:26Z,5690000,False,-4.0,6.0,1,right,MISS L. Dort driving Layup,[1629652],1610612760.0,OKC,driving,,,Dort,L. Dort,,,,,Restricted Area,0-8 Center,0.7,Missed,,,,,,,,,,,,,,,,,,
583,PT08M52.00S,2023-01-09T02:02:25.0Z,4,REGULAR,rebound,offensive,[],1630647,,,1610612760,97,91,2023-01-09T02:02:26Z,5700000,False,,,0,,E. Omoruyi REBOUND (Off:2 Def:1),[1630647],1610612760.0,OKC,,,,Omoruyi,E. Omoruyi,,,,,Restricted Area,0-8 Center,,,,,,,,582.0,3.0,1.0,2.0,,,,,,,,,
584,PT08M52.00S,2023-01-09T02:02:25.0Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630647,94.40999984741211,50.0,1610612760,97,91,2023-01-09T02:07:58Z,5710000,False,0.0,0.0,1,right,MISS E. Omoruyi tip Layup - blocked,"[1630647, 1628373]",1610612760.0,OKC,tip,,,Omoruyi,E. Omoruyi,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,Ntilikina,1628373.0
608,PT08M52.00S,2023-01-09T02:02:25.0Z,4,REGULAR,block,,[],1628373,,,1610612760,97,91,2023-01-09T02:07:58Z,5715000,False,,,0,,F. Ntilikina BLOCK (1 BLK),[1628373],1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
585,PT08M51.00S,2023-01-09T02:02:26.0Z,4,REGULAR,rebound,defensive,[],1630702,,,1610612742,97,91,2023-01-09T02:07:58Z,5720000,False,,,0,,J. Hardy REBOUND (Off:0 Def:2),[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,Restricted Area,0-8 Center,,,,,,,,584.0,2.0,2.0,0.0,,,,,,,,,
586,PT08M47.00S,2023-01-09T02:02:30.6Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1630702,32.802233902759525,28.676470588235293,1610612742,97,91,2023-01-09T02:02:36Z,5730000,False,107.0,256.0,1,left,MISS J. Hardy 27' 3PT,[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,Above the Break 3,24+ Right Center,27.71,Missed,,,,,,,,,,,,,,,,,,
587,PT08M44.00S,2023-01-09T02:02:33.6Z,4,REGULAR,rebound,defensive,[],1629652,,,1610612760,97,91,2023-01-09T02:02:36Z,5740000,False,,,0,,L. Dort REBOUND (Off:0 Def:5),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Right Center,,,,,,,,586.0,5.0,5.0,0.0,,,,,,,,,
588,PT08M32.00S,2023-01-09T02:02:44.5Z,4,REGULAR,3pt,Jump Shot,[],1629652,66.70499342969777,50.0,1610612760,100,91,2023-01-09T02:02:53Z,5750000,False,0.0,260.0,1,right,L. Dort 26' 3PT pullup (14 PTS),[1629652],1610612760.0,OKC,pullup,,,Dort,L. Dort,,,,,Above the Break 3,24+ Center,26.05,Made,14.0,,,,,,,,,,,,,,,,,
589,PT08M03.00S,2023-01-09T02:03:13.5Z,4,REGULAR,2pt,Jump Shot,[],1626174,9.806176084099869,28.186274509803923,1610612742,100,93,2023-01-09T02:03:18Z,5760000,False,109.0,40.0,1,left,C. Wood 11' pullup Jump Shot (24 PTS),[1626174],1610612742.0,DAL,pullup,,,Wood,C. Wood,,,,,Mid-Range,8-16 Right,11.61,Made,24.0,,,,,,,,,,,,,,,,,
616,PT07M50.00S,2023-01-09T02:03:28.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629652,95.22010512483574,56.127450980392155,1610612760,100,93,2023-01-09T02:08:53Z,5775000,False,31.0,-8.0,1,right,MISS L. Dort Layup,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Restricted Area,0-8 Center,3.15,Missed,,,,,,,,,,,,,,,,,,
617,PT07M50.00S,2023-01-09T02:03:28.7Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612742,100,93,2023-01-09T02:08:53Z,5782500,False,,,0,,TEAM defensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,616.0,,,,,,,,,,,,
592,PT07M50.00S,2023-01-09T02:03:43.9Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,100,93,2023-01-09T02:08:53Z,5790000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594,PT07M50.00S,2023-01-09T02:07:11.7Z,4,REGULAR,substitution,out,[],1628373,,,1610612742,100,93,2023-01-09T02:08:53Z,5810000,False,,,0,,SUB out: F. Ntilikina,[1628373],1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,,,,,,,,,,,,,,,,,,,,,,
595,PT07M50.00S,2023-01-09T02:07:11.7Z,4,REGULAR,substitution,out,[],1626174,,,1610612742,100,93,2023-01-09T02:08:53Z,5820000,False,,,0,,SUB out: C. Wood,[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
596,PT07M50.00S,2023-01-09T02:07:11.7Z,4,REGULAR,substitution,in,[],203915,,,1610612742,100,93,2023-01-09T02:08:53Z,5830000,False,,,0,,SUB in: S. Dinwiddie,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
597,PT07M50.00S,2023-01-09T02:07:11.7Z,4,REGULAR,substitution,in,[],203501,,,1610612742,100,93,2023-01-09T02:08:53Z,5840000,False,,,0,,SUB in: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
600,PT07M50.00S,2023-01-09T02:07:27.1Z,4,REGULAR,substitution,out,[],1630322,,,1610612742,100,93,2023-01-09T02:08:53Z,5845000,False,,,0,,SUB out: L. Waters III,[1630322],1610612760.0,OKC,,,,Waters III,L. Waters III,,,,,,,,,,,,,,,,,,,,,,,,,,
601,PT07M50.00S,2023-01-09T02:07:27.1Z,4,REGULAR,substitution,out,[],1630598,,,1610612742,100,93,2023-01-09T02:08:53Z,5847500,False,,,0,,SUB out: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
602,PT07M50.00S,2023-01-09T02:07:27.1Z,4,REGULAR,substitution,in,[],1629026,,,1610612742,100,93,2023-01-09T02:08:53Z,5848750,False,,,0,,SUB in: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
