actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
172,PT12M00.00S,2023-01-09T00:41:13.7Z,2,REGULAR,substitution,out,['startperiod'],1629026,,,1610612742,33,34,2023-01-09T00:41:36Z,1720000,False,,,0,,SUB out: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2023-01-09T00:41:13.7Z,2,REGULAR,substitution,out,['startperiod'],203501,,,1610612742,33,34,2023-01-09T00:41:36Z,1730000,False,,,0,,SUB out: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2023-01-09T00:41:13.7Z,2,REGULAR,substitution,out,['startperiod'],1628373,,,1610612742,33,34,2023-01-09T00:41:36Z,1740000,False,,,0,,SUB out: F. Ntilikina,[1628373],1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT12M00.00S,2023-01-09T00:41:13.7Z,2,REGULAR,substitution,out,['startperiod'],1630593,,,1610612742,33,34,2023-01-09T00:41:36Z,1750000,False,,,0,,SUB out: M. Wright IV,[1630593],1610612742.0,DAL,,,,Wright IV,M. Wright IV,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT12M00.00S,2023-01-09T00:41:13.7Z,2,REGULAR,substitution,out,['startperiod'],1626174,,,1610612742,33,34,2023-01-09T00:41:36Z,1760000,False,,,0,,SUB out: C. Wood,[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT12M00.00S,2023-01-09T00:41:13.7Z,2,REGULAR,substitution,in,['startperiod'],1630647,,,1610612742,33,34,2023-01-09T00:41:36Z,1770000,False,,,0,,SUB in: E. Omoruyi,[1630647],1610612760.0,OKC,,,,Omoruyi,E. Omoruyi,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT12M00.00S,2023-01-09T00:41:13.7Z,2,REGULAR,substitution,in,['startperiod'],1630544,,,1610612742,33,34,2023-01-09T00:41:36Z,1780000,False,,,0,,SUB in: T. Mann,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT12M00.00S,2023-01-09T00:41:13.7Z,2,REGULAR,substitution,in,['startperiod'],1630581,,,1610612742,33,34,2023-01-09T00:41:36Z,1790000,False,,,0,,SUB in: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT12M00.00S,2023-01-09T00:41:13.7Z,2,REGULAR,substitution,in,['startperiod'],201580,,,1610612742,33,34,2023-01-09T00:41:36Z,1800000,False,,,0,,SUB in: J. McGee,[201580],1610612742.0,DAL,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT12M00.00S,2023-01-09T00:41:13.7Z,2,REGULAR,substitution,in,['startperiod'],203915,,,1610612742,33,34,2023-01-09T00:41:36Z,1810000,False,,,0,,SUB in: S. Dinwiddie,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT12M00.00S,2023-01-09T00:41:13.7Z,2,REGULAR,substitution,in,['startperiod'],202722,,,1610612742,33,34,2023-01-09T00:41:36Z,1820000,False,,,0,,SUB in: D. Bertans,[202722],1610612742.0,DAL,,,,Bertans,D. Bertans,,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT12M00.00S,2023-01-09T00:41:13.7Z,2,REGULAR,substitution,in,['startperiod'],203493,,,1610612742,33,34,2023-01-09T00:41:36Z,1830000,False,,,0,,SUB in: R. Bullock,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT12M00.00S,2023-01-09T00:41:44.6Z,2,REGULAR,period,start,[],0,,,1610612760,33,34,2023-01-09T00:41:44Z,1840000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT11M46.00S,2023-01-09T00:41:58.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630647,6.1268068331143235,45.83333333333333,1610612760,33,34,2023-01-09T00:42:03Z,1850000,False,21.0,5.0,1,left,MISS E. Omoruyi Layup,[1630647],1610612760.0,OKC,,,,Omoruyi,E. Omoruyi,,,,,Restricted Area,0-8 Center,2.14,Missed,,,,,,,,,,,,,,,,,,
187,PT11M46.00S,2023-01-09T00:41:58.4Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612742,33,34,2023-01-09T00:42:03Z,1870000,False,,,0,,TEAM defensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,185.0,,,,,,,,,,,,
189,PT11M33.00S,2023-01-09T00:42:14.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630702,94.1688567674113,51.225490196078425,1610612742,33,36,2023-01-09T00:42:18Z,1890000,False,6.0,2.0,1,right,J. Hardy cutting Layup (6 PTS) (J. McGee 1 AST),"[1630702, 201580]",1610612742.0,DAL,cutting,,,Hardy,J. Hardy,,,,,Restricted Area,0-8 Center,0.65,Made,6.0,J. McGee,201580.0,1.0,,,,,,,,,,,,,,
191,PT11M23.00S,2023-01-09T00:42:25.4Z,2,REGULAR,3pt,Jump Shot,[],1630322,32.013797634691194,59.55882352941176,1610612760,36,36,2023-01-09T00:42:29Z,1910000,False,-48.0,248.0,1,left,L. Waters III 25' 3PT  (5 PTS) (J. Giddey 3 AST),"[1630322, 1630581]",1610612760.0,OKC,,,,Waters III,L. Waters III,,,,,Above the Break 3,24+ Center,25.3,Made,5.0,J. Giddey,1630581.0,3.0,,,,,,,,,,,,,,
193,PT10M59.00S,2023-01-09T00:42:48.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203915,89.83245729303549,45.588235294117645,1610612742,36,36,2023-01-09T00:42:55Z,1930000,False,-22.0,43.0,1,right,MISS S. Dinwiddie driving Layup - blocked,"[203915, 1630322]",1610612742.0,DAL,driving,,,Dinwiddie,S. Dinwiddie,,,,,In The Paint (Non-RA),0-8 Center,4.84,Missed,,,,,,,,,,,,,,,,,Waters III,1630322.0
194,PT10M59.00S,2023-01-09T00:42:48.8Z,2,REGULAR,block,,[],1630322,,,1610612742,36,36,2023-01-09T00:42:51Z,1940000,False,,,0,,L. Waters III BLOCK (1 BLK),[1630322],1610612760.0,OKC,,,,Waters III,L. Waters III,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
195,PT10M56.00S,2023-01-09T00:42:51.8Z,2,REGULAR,rebound,defensive,[],1630581,,,1610612760,36,36,2023-01-09T00:42:55Z,1950000,False,,,0,,J. Giddey REBOUND (Off:0 Def:1),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,193.0,1.0,1.0,0.0,,,,,,,,,
196,PT10M54.00S,2023-01-09T00:42:55.1Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630598,17.821944809461236,92.15686274509804,1610612760,39,36,2023-01-09T00:43:05Z,1960000,False,-211.0,115.0,1,left,A. Wiggins 24' 3PT  (3 PTS) (L. Waters III 1 AST),"[1630598, 1630322]",1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Left Center,24.01,Made,3.0,L. Waters III,1630322.0,1.0,,,,,,,,,,,,,,
198,PT10M31.00S,2023-01-09T00:43:17.3Z,2,REGULAR,3pt,Jump Shot,[],202722,84.31340341655716,4.166666666666666,1610612742,39,39,2023-01-09T00:43:22Z,1980000,False,-229.0,95.0,1,right,D. Bertans 24' 3PT  (3 PTS) (J. Hardy 1 AST),"[202722, 1630702]",1610612742.0,DAL,,,,Bertans,D. Bertans,,,,,Above the Break 3,24+ Left Center,24.81,Made,3.0,J. Hardy,1630702.0,1.0,,,,,,,,,,,,,,
200,PT10M11.00S,2023-01-09T00:43:37.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630598,7.966491458607096,47.794117647058826,1610612760,39,39,2023-01-09T00:43:45Z,2000000,False,11.0,22.0,1,left,MISS A. Wiggins Layup,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,2.5,Missed,,,,,,,,,,,,,,,,,,
201,PT10M09.00S,2023-01-09T00:43:39.3Z,2,REGULAR,rebound,defensive,[],202722,,,1610612742,39,39,2023-01-09T00:43:45Z,2010000,False,,,0,,D. Bertans REBOUND (Off:0 Def:1),[202722],1610612742.0,DAL,,,,Bertans,D. Bertans,,,,,Restricted Area,0-8 Center,,,,,,,,200.0,1.0,1.0,0.0,,,,,,,,,
202,PT10M03.00S,2023-01-09T00:43:45.8Z,2,REGULAR,turnover,bad pass,[],203915,,,1610612742,39,39,2023-01-09T00:43:54Z,2020000,False,,,0,,S. Dinwiddie bad pass TURNOVER (1 TO),"[203915, 1630544]",1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,1.0,,,,,Mann,1630544.0,,
203,PT10M03.00S,2023-01-09T00:43:45.8Z,2,REGULAR,steal,,[],1630544,,,1610612760,39,39,2023-01-09T00:43:48Z,2030000,False,,,0,,T. Mann STEAL (1 STL),[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
204,PT09M52.00S,2023-01-09T00:43:57.1Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1630544,18.610381077529567,72.30392156862744,1610612760,41,39,2023-01-09T00:44:01Z,2040000,False,-112.0,122.0,1,left,T. Mann 16' step back Jump Shot (4 PTS),[1630544],1610612760.0,OKC,step back,,,Mann,T. Mann,,,,,Mid-Range,16-24 Left Center,16.56,Made,4.0,,,,,,,,,,,,,,,,,
205,PT09M36.00S,2023-01-09T00:44:12.0Z,2,REGULAR,3pt,Jump Shot,[],202722,66.5735873850197,48.03921568627451,1610612742,41,42,2023-01-09T00:44:18Z,2050000,False,-10.0,262.0,1,right,D. Bertans 26' 3PT  (6 PTS) (J. Hardy 2 AST),"[202722, 1630702]",1610612742.0,DAL,,,,Bertans,D. Bertans,,,,,Above the Break 3,24+ Center,26.19,Made,6.0,J. Hardy,1630702.0,2.0,,,,,,,,,,,,,,
207,PT09M35.00S,2023-01-09T00:44:17.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,41,42,2023-01-09T00:44:17Z,2070000,False,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT09M35.00S,2023-01-09T00:46:38.3Z,2,REGULAR,substitution,out,[],1630581,,,1610612760,41,42,2023-01-09T00:46:53Z,2080000,False,,,0,,SUB out: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT09M35.00S,2023-01-09T00:46:38.3Z,2,REGULAR,substitution,in,[],1631114,,,1610612760,41,42,2023-01-09T00:46:53Z,2090000,False,,,0,,SUB in: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT09M23.00S,2023-01-09T00:47:18.2Z,2,REGULAR,turnover,out-of-bounds,[],1630544,,,1610612760,41,42,2023-01-09T00:47:23Z,2100000,False,,,0,,T. Mann lost ball out-of-bounds TURNOVER (2 TO),[1630544],1610612760.0,OKC,lost ball,,,Mann,T. Mann,,,,,Mid-Range,8-16 Left,,,,,,,2530.0,,,,,2.0,,,,,,,,
212,PT09M05.00S,2023-01-09T00:47:54.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630702,93.38042049934296,48.28431372549019,1610612742,41,42,2023-01-09T00:48:03Z,2120000,False,-9.0,10.0,1,right,MISS J. Hardy driving Layup - blocked,"[1630702, 1630322]",1610612742.0,DAL,driving,,,Hardy,J. Hardy,,,,,Restricted Area,0-8 Center,1.3,Missed,,,,,,,,,,,,,,,,,Waters III,1630322.0
213,PT09M05.00S,2023-01-09T00:47:54.2Z,2,REGULAR,block,,[],1630322,,,1610612742,41,42,2023-01-09T00:48:49Z,2130000,False,,,0,,L. Waters III BLOCK (2 BLK),[1630322],1610612760.0,OKC,,,,Waters III,L. Waters III,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
214,PT09M05.00S,2023-01-09T00:47:54.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612742,41,42,2023-01-09T00:48:03Z,2140000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,212.0,,,,,,,,,,,,
216,PT09M00.00S,2023-01-09T00:48:02.7Z,2,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",203915,96.84625492772668,10.026041666666657,1610612742,41,42,2023-01-09T00:49:50Z,2160000,False,-200.0,-23.0,1,right,MISS S. Dinwiddie 20' step back Shot,[203915],1610612742.0,DAL,step back,,,Dinwiddie,S. Dinwiddie,,,,,Mid-Range,16-24 Left,20.12,Missed,,,,,,,,,,,,,,,,,,
217,PT08M57.00S,2023-01-09T00:48:05.7Z,2,REGULAR,rebound,defensive,[],1630647,,,1610612760,41,42,2023-01-09T00:48:08Z,2170000,False,,,0,,E. Omoruyi REBOUND (Off:0 Def:1),[1630647],1610612760.0,OKC,,,,Omoruyi,E. Omoruyi,,,,,Left Corner 3,24+ Left,,,,,,,,216.0,1.0,1.0,0.0,,,,,,,,,
218,PT08M52.00S,2023-01-09T00:48:11.0Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630322,33.590670170827856,48.529411764705884,1610612760,41,42,2023-01-09T00:48:16Z,2180000,False,7.0,263.0,1,left,MISS L. Waters III 26' 3PT,[1630322],1610612760.0,OKC,,,,Waters III,L. Waters III,,,,,Above the Break 3,24+ Center,26.34,Missed,,,,,,,,,,,,,,,,,,
219,PT08M48.00S,2023-01-09T00:48:15.0Z,2,REGULAR,rebound,defensive,[],201580,,,1610612742,41,42,2023-01-09T00:48:16Z,2190000,False,,,0,,J. McGee REBOUND (Off:0 Def:1),[201580],1610612742.0,DAL,,,,McGee,J. McGee,,,,,Above the Break 3,24+ Center,,,,,,,,218.0,1.0,1.0,0.0,,,,,,,,,
220,PT08M38.00S,2023-01-09T00:48:24.9Z,2,REGULAR,3pt,Jump Shot,[],202722,66.44218134034165,61.76470588235294,1610612742,41,45,2023-01-09T00:48:29Z,2200000,False,59.0,263.0,1,right,D. Bertans 26' 3PT  (9 PTS) (S. Dinwiddie 3 AST),"[202722, 203915]",1610612742.0,DAL,,,,Bertans,D. Bertans,,,,,Above the Break 3,24+ Center,26.94,Made,9.0,S. Dinwiddie,203915.0,3.0,,,,,,,,,,,,,,
222,PT08M13.00S,2023-01-09T00:48:49.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630647,6.258212877792378,46.81372549019608,1610612760,43,45,2023-01-09T00:48:54Z,2220000,False,16.0,6.0,1,left,E. Omoruyi driving Layup (2 PTS) (T. Mann 1 AST),"[1630647, 1630544]",1610612760.0,OKC,driving,,,Omoruyi,E. Omoruyi,,,,,Restricted Area,0-8 Center,1.71,Made,2.0,T. Mann,1630544.0,1.0,,,,,,,,,,,,,,
224,PT07M54.00S,2023-01-09T00:49:08.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203915,93.11760840998686,54.65686274509803,1610612742,43,45,2023-01-09T00:49:15Z,2240000,False,23.0,12.0,1,right,MISS S. Dinwiddie driving bank Shot,[203915],1610612742.0,DAL,driving bank,,,Dinwiddie,S. Dinwiddie,,,,,Restricted Area,0-8 Center,2.63,Missed,,,,,,,,,,,,,,,,,,
225,PT07M52.00S,2023-01-09T00:49:10.9Z,2,REGULAR,rebound,defensive,[],1630322,,,1610612760,43,45,2023-01-09T00:49:15Z,2250000,False,,,0,,L. Waters III REBOUND (Off:1 Def:1),[1630322],1610612760.0,OKC,,,,Waters III,L. Waters III,,,,,Restricted Area,0-8 Center,,,,,,,,224.0,2.0,1.0,1.0,,,,,,,,,
226,PT07M35.00S,2023-01-09T00:49:27.1Z,2,REGULAR,3pt,Jump Shot,[],1630598,28.465834428383708,74.26470588235294,1610612760,46,45,2023-01-09T00:49:31Z,2260000,False,-121.0,215.0,1,left,A. Wiggins 24' 3PT  (6 PTS) (T. Mann 2 AST),"[1630598, 1630544]",1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Left Center,24.69,Made,6.0,T. Mann,1630544.0,2.0,,,,,,,,,,,,,,
228,PT07M16.00S,2023-01-09T00:49:46.3Z,2,REGULAR,3pt,Jump Shot,[],203493,95.22010512483574,3.9215686274509802,1610612742,46,48,2023-01-09T00:49:52Z,2280000,False,-230.0,-8.0,1,right,R. Bullock 3PT  (9 PTS) (S. Dinwiddie 4 AST),"[203493, 203915]",1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,Left Corner 3,24+ Left,23.05,Made,9.0,S. Dinwiddie,203915.0,4.0,,,,,,,,,,,,,,
230,PT06M56.00S,2023-01-09T00:50:06.6Z,2,REGULAR,3pt,Jump Shot,[],1630322,6.258212877792378,96.07843137254902,1610612760,49,48,2023-01-09T00:50:10Z,2300000,False,-230.0,6.0,1,left,L. Waters III 3PT  (8 PTS) (A. Wiggins 1 AST),"[1630322, 1630598]",1610612760.0,OKC,,,,Waters III,L. Waters III,,,,,Left Corner 3,24+ Left,23.05,Made,8.0,A. Wiggins,1630598.0,1.0,,,,,,,,,,,,,,
232,PT06M54.00S,2023-01-09T00:50:14.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,49,48,2023-01-09T00:53:30Z,2320000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT06M54.00S,2023-01-09T00:52:52.9Z,2,REGULAR,substitution,out,[],1630544,,,1610612742,49,48,2023-01-09T00:53:08Z,2330000,False,,,0,,SUB out: T. Mann,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT06M54.00S,2023-01-09T00:52:52.9Z,2,REGULAR,substitution,out,[],201580,,,1610612742,49,48,2023-01-09T00:53:08Z,2340000,False,,,0,,SUB out: J. McGee,[201580],1610612742.0,DAL,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT06M54.00S,2023-01-09T00:52:52.9Z,2,REGULAR,substitution,out,[],1630702,,,1610612742,49,48,2023-01-09T00:53:08Z,2350000,False,,,0,,SUB out: J. Hardy,[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT06M54.00S,2023-01-09T00:52:52.9Z,2,REGULAR,substitution,in,[],1629652,,,1610612742,49,48,2023-01-09T00:53:08Z,2360000,False,,,0,,SUB in: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT06M54.00S,2023-01-09T00:52:52.9Z,2,REGULAR,substitution,in,[],203939,,,1610612742,49,48,2023-01-09T00:53:08Z,2370000,False,,,0,,SUB in: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT06M54.00S,2023-01-09T00:52:52.9Z,2,REGULAR,substitution,in,[],203501,,,1610612742,49,48,2023-01-09T00:53:08Z,2380000,False,,,0,,SUB in: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT06M43.00S,2023-01-09T00:53:23.1Z,2,REGULAR,3pt,Jump Shot,[],202722,69.59592641261499,68.62745098039215,1610612742,49,48,2023-01-09T00:53:29Z,2390000,False,93.0,233.0,1,right,MISS D. Bertans 25' 3PT,[202722],1610612742.0,DAL,,,,Bertans,D. Bertans,,,,,Above the Break 3,24+ Right Center,25.12,Missed,,,,,,,,,,,,,,,,,,
240,PT06M40.00S,2023-01-09T00:53:26.1Z,2,REGULAR,rebound,defensive,[],1630322,,,1610612760,49,48,2023-01-09T00:53:29Z,2400000,False,,,0,,L. Waters III REBOUND (Off:1 Def:2),[1630322],1610612760.0,OKC,,,,Waters III,L. Waters III,,,,,Above the Break 3,24+ Right Center,,,,,,,,239.0,3.0,2.0,1.0,,,,,,,,,
241,PT06M32.00S,2023-01-09T00:53:34.1Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1631114,5.338370565045992,49.50980392156863,1610612760,51,48,2023-01-09T00:53:39Z,2410000,False,2.0,-2.0,1,left,J. Williams cutting DUNK (8 PTS) (A. Wiggins 2 AST),"[1631114, 1630598]",1610612760.0,OKC,cutting,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,0.34,Made,8.0,A. Wiggins,1630598.0,2.0,,,,,,,,,,,,,,
243,PT06M19.00S,2023-01-09T00:53:46.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203501,86.41590013140605,50.49019607843137,1610612742,51,48,2023-01-09T00:53:53Z,2430000,False,2.0,75.0,1,right,MISS T. Hardaway Jr. 7' driving Layup,[203501],1610612742.0,DAL,driving,,,Hardaway Jr.,T. Hardaway Jr.,,,,,In The Paint (Non-RA),0-8 Center,7.52,Missed,,,,,,,,,,,,,,,,,,
244,PT06M14.00S,2023-01-09T00:53:51.7Z,2,REGULAR,rebound,defensive,[],1631114,,,1610612760,51,48,2023-01-09T00:53:53Z,2440000,False,,,0,,J. Williams REBOUND (Off:0 Def:1),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,243.0,1.0,1.0,0.0,,,,,,,,,
245,PT06M10.00S,2023-01-09T00:53:55.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631114,7.30946123521682,50.0,1610612760,53,48,2023-01-09T00:54:00Z,2450000,False,0.0,16.0,1,left,J. Williams running Layup (10 PTS),[1631114],1610612760.0,OKC,running,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,1.62,Made,10.0,,,,,,,,,,,,,,,,,
246,PT05M53.00S,2023-01-09T00:54:12.8Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],203915,77.87450722733246,89.70588235294117,1610612742,53,48,2023-01-09T00:54:19Z,2460000,False,199.0,155.0,1,right,MISS S. Dinwiddie 25' 3PT,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,Above the Break 3,24+ Right Center,25.22,Missed,,,,,,,,,,,,,,,,,,
247,PT05M47.00S,2023-01-09T00:54:18.8Z,2,REGULAR,rebound,offensive,[],202722,,,1610612742,53,48,2023-01-09T00:54:19Z,2470000,False,,,0,,D. Bertans REBOUND (Off:1 Def:1),[202722],1610612742.0,DAL,,,,Bertans,D. Bertans,,,,,Above the Break 3,24+ Right Center,,,,,,,,246.0,2.0,1.0,1.0,,,,,,,,,
248,PT05M47.00S,2023-01-09T00:54:19.0Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],203493,69.72733245729303,20.833333333333336,1610612742,53,48,2023-01-09T00:54:25Z,2480000,False,-146.0,232.0,1,right,MISS R. Bullock 27' 3PT,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,Above the Break 3,24+ Left Center,27.41,Missed,,,,,,,,,,,,,,,,,,
249,PT05M43.00S,2023-01-09T00:54:23.0Z,2,REGULAR,rebound,defensive,[],1629652,,,1610612760,53,48,2023-01-09T00:54:25Z,2490000,False,,,0,,L. Dort REBOUND (Off:0 Def:2),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Left Center,,,,,,,,248.0,2.0,2.0,0.0,,,,,,,,,
250,PT05M31.00S,2023-01-09T00:54:34.9Z,2,REGULAR,3pt,Jump Shot,[],1629652,20.581471747700395,5.392156862745098,1610612760,56,48,2023-01-09T00:54:39Z,2500000,False,223.0,141.0,1,left,L. Dort 26' 3PT  (3 PTS) (A. Wiggins 3 AST),"[1629652, 1630598]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Right Center,26.38,Made,3.0,A. Wiggins,1630598.0,3.0,,,,,,,,,,,,,,
252,PT05M14.00S,2023-01-09T00:54:53.9Z,2,REGULAR,foul,personal,['2freethrow'],1630598,,,1610612742,56,48,2023-01-09T00:55:19Z,2520000,False,,,0,,A. Wiggins shooting personal FOUL (1 PF) (Powell 2 FT),"[1630598, 203939]",1610612760.0,OKC,shooting,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,,,,,,,202035.0,,,,,,1.0,0.0,Powell,203939.0,,,,
254,PT05M14.00S,2023-01-09T00:55:23.1Z,2,REGULAR,freethrow,1 of 2,[],203939,,,1610612742,56,48,2023-01-09T00:55:23Z,2540000,False,,,0,,MISS D. Powell Free Throw 1 of 2,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
255,PT05M14.00S,2023-01-09T00:55:23.1Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612742,56,48,2023-01-09T00:55:23Z,2550000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,254.0,,,,,,,,,,,,
256,PT05M14.00S,2023-01-09T00:55:23.7Z,2,REGULAR,substitution,out,[],203493,,,1610612742,56,48,2023-01-09T00:55:29Z,2560000,False,,,0,,SUB out: R. Bullock,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT05M14.00S,2023-01-09T00:55:23.7Z,2,REGULAR,substitution,out,[],202722,,,1610612742,56,48,2023-01-09T00:55:29Z,2570000,False,,,0,,SUB out: D. Bertans,[202722],1610612742.0,DAL,,,,Bertans,D. Bertans,,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT05M14.00S,2023-01-09T00:55:23.7Z,2,REGULAR,substitution,in,[],1626174,,,1610612742,56,48,2023-01-09T00:55:29Z,2580000,False,,,0,,SUB in: C. Wood,[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT05M14.00S,2023-01-09T00:55:23.7Z,2,REGULAR,substitution,in,[],1630593,,,1610612742,56,48,2023-01-09T00:55:29Z,2590000,False,,,0,,SUB in: M. Wright IV,[1630593],1610612742.0,DAL,,,,Wright IV,M. Wright IV,,,,,,,,,,,,,,,,,,,,,,,,,,
