actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
173,PT10M37.00S,2022-10-28T00:40:30.8Z,2,REGULAR,3pt,Jump Shot,[],202322,23.340998685939553,89.95098039215686,1610612746,39,26,2022-10-28T00:40:40Z,1710000,-200.0,167.0,1,left,MISS J. Wall 26' 3PT,[202322],1610612746.0,LAC,,,,Wall,J. Wall,,,,,Above the Break 3,24+ Left Center,26.03,Missed,,,,,,,,,,,,,,,,,,
174,PT10M30.00S,2022-10-28T00:40:37.8Z,2,REGULAR,rebound,offensive,[],201587,,,1610612746,39,26,2022-10-28T01:07:10Z,1720000,,,0,,N. Batum REBOUND (Off:1 Def:1),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,173.0,2.0,1.0,1.0,,
175,PT10M22.00S,2022-10-28T00:40:46.9Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1626181,25.706307490144546,13.725490196078432,1610612746,39,26,2022-10-28T00:51:54Z,1730000,181.0,189.0,1,left,MISS N. Powell 26' 3PT - blocked,"[1626181, 1629647]",1610612746.0,LAC,,,,Powell,N. Powell,,,,,Above the Break 3,24+ Right Center,26.2,Missed,,,,,,,,,,,,,,,,,Bazley,1629647.0
176,PT10M22.00S,2022-10-28T00:40:46.9Z,2,REGULAR,block,,[],1629647,,,1610612746,39,26,2022-10-28T00:40:51Z,1740000,,,0,,D. Bazley BLOCK (2 BLK),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
177,PT10M22.00S,2022-10-28T00:40:46.9Z,2,REGULAR,rebound,offensive,[],1626181,,,1610612746,39,26,2022-10-28T01:07:57Z,1750000,,,0,,N. Powell REBOUND (Off:1 Def:0),[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,175.0,1.0,0.0,1.0,,
315,PT10M21.00S,2022-10-28T00:40:55.0Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1626181,3.5972404730617598,5.882352941176478,1610612746,39,26,2022-10-28T01:08:07Z,1757500,221.0,-19.0,1,left,MISS N. Powell 3PT,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,Right Corner 3,24+ Right,22.14,Missed,,,,,,,,,,,,,,,,,,
316,PT10M21.00S,2022-10-28T00:40:55.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612746,39,26,2022-10-28T01:08:07Z,1761250,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,315.0,,,,,
179,PT10M20.00S,2022-10-28T00:41:03.2Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612746,39,26,2022-10-28T00:51:54Z,1765000,,,0,,LAC shot clock Team TURNOVER,[],1610612746.0,LAC,,,,,,,,,,Above the Break 3,24+ Right Center,,,,101283.0,,,,,,,,,,,,,,,,
180,PT10M03.00S,2022-10-28T00:41:25.8Z,2,REGULAR,foul,personal,[],1626181,,,1610612760,39,26,2022-10-28T00:51:54Z,1780000,,,0,,N. Powell personal FOUL (1 PF),"[1626181, 1629026]",1610612746.0,LAC,,,,Powell,N. Powell,,,,,Mid-Range,8-16 Right,,,,101283.0,1.0,0.0,Williams,1629026.0,,,,,,,,,,,,
182,PT10M03.00S,2022-10-28T00:41:33.3Z,2,REGULAR,substitution,out,[],202322,,,1610612760,39,26,2022-10-28T00:51:54Z,1800000,,,0,,SUB out: J. Wall,[202322],1610612746.0,LAC,,,,Wall,J. Wall,,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT10M03.00S,2022-10-28T00:41:33.3Z,2,REGULAR,substitution,out,[],201587,,,1610612760,39,26,2022-10-28T00:51:54Z,1810000,,,0,,SUB out: N. Batum,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT10M03.00S,2022-10-28T00:41:33.3Z,2,REGULAR,substitution,in,[],1627826,,,1610612760,39,26,2022-10-28T00:51:54Z,1820000,,,0,,SUB in: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT10M03.00S,2022-10-28T00:41:33.3Z,2,REGULAR,substitution,in,[],202704,,,1610612760,39,26,2022-10-28T00:51:54Z,1830000,,,0,,SUB in: R. Jackson,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT09M52.00S,2022-10-28T00:41:59.1Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1629647,79.97700394218134,25.245098039215684,1610612760,39,26,2022-10-28T00:51:54Z,1840000,-124.0,136.0,1,right,MISS D. Bazley 18' pullup Shot,[1629647],1610612760.0,OKC,pullup,,,Bazley,D. Bazley,,,,,Mid-Range,16-24 Left Center,18.37,Missed,,,,,,,,,,,,,,,,,,
187,PT09M52.00S,2022-10-28T00:41:59.1Z,2,REGULAR,rebound,defensive,[],1626181,,,1610612746,39,26,2022-10-28T00:43:35Z,1850000,,,0,,N. Powell REBOUND (Off:1 Def:1),[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,186.0,2.0,1.0,1.0,,
188,PT09M43.00S,2022-10-28T00:42:08.6Z,2,REGULAR,3pt,Jump Shot,[],203496,33.590670170827856,53.67647058823529,1610612746,39,29,2022-10-28T00:42:14Z,1860000,-18.0,263.0,1,left,R. Covington 26' 3PT  (3 PTS) (N. Powell 1 AST),"[203496, 1626181]",1610612746.0,LAC,,,,Covington,R. Covington,,,,,Above the Break 3,24+ Center,26.39,Made,3.0,,,,,,N. Powell,1626181.0,1.0,,,,,,,,,
190,PT09M29.00S,2022-10-28T00:42:22.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630544,83.78777923784494,37.00980392156863,1610612760,39,29,2022-10-28T00:42:28Z,1880000,-65.0,100.0,1,right,MISS T. Mann 11' driving floating Shot,[1630544],1610612760.0,OKC,driving floating,,,Mann,T. Mann,,,,,In The Paint (Non-RA),8-16 Left,11.92,Missed,,,,,,,,,,,,,,,,,,
191,PT09M28.00S,2022-10-28T00:42:23.1Z,2,REGULAR,rebound,defensive,[],1627826,,,1610612746,39,29,2022-10-28T00:42:28Z,1890000,,,0,,I. Zubac REBOUND (Off:0 Def:4),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,190.0,4.0,4.0,0.0,,
192,PT09M24.00S,2022-10-28T00:42:28.2Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1626181,32.670827858081466,20.588235294117645,1610612746,39,32,2022-10-28T01:10:47Z,1900000,147.0,255.0,1,left,N. Powell 29' 3PT running (6 PTS) (R. Jackson 1 AST),"[1626181, 202704]",1610612746.0,LAC,running,,,Powell,N. Powell,,,,,Above the Break 3,24+ Right Center,29.4,Made,6.0,,,,,,R. Jackson,202704.0,1.0,,,,,,,,,
194,PT09M22.00S,2022-10-28T00:42:34.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,39,32,2022-10-28T00:42:34Z,1920000,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT09M01.00S,2022-10-28T00:45:44.3Z,2,REGULAR,3pt,Jump Shot,[],1631172,72.7496714848883,83.08823529411765,1610612760,39,32,2022-10-28T00:45:52Z,1930000,165.0,204.0,1,right,MISS O. Dieng 26' 3PT,[1631172],1610612760.0,OKC,,,,Dieng,O. Dieng,,,,,Above the Break 3,24+ Right Center,26.24,Missed,,,,,,,,,,,,,,,,,,
196,PT08M54.00S,2022-10-28T00:45:51.3Z,2,REGULAR,rebound,defensive,[],203496,,,1610612746,39,32,2022-10-28T00:45:52Z,1940000,,,0,,R. Covington REBOUND (Off:0 Def:1),[203496],1610612746.0,LAC,,,,Covington,R. Covington,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,195.0,1.0,1.0,0.0,,
197,PT08M47.00S,2022-10-28T00:45:57.2Z,2,REGULAR,3pt,Jump Shot,[],1626181,31.225361366622867,76.7156862745098,1610612746,39,32,2022-10-28T00:46:03Z,1950000,-134.0,241.0,1,left,MISS N. Powell 27' 3PT,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,Above the Break 3,24+ Left Center,27.56,Missed,,,,,,,,,,,,,,,,,,
198,PT08M44.00S,2022-10-28T00:46:00.2Z,2,REGULAR,rebound,defensive,[],1630544,,,1610612760,39,32,2022-10-28T01:13:55Z,1960000,,,0,,T. Mann REBOUND (Off:0 Def:1),[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,197.0,1.0,1.0,0.0,,
199,PT08M37.00S,2022-10-28T00:46:08.1Z,2,REGULAR,3pt,Jump Shot,[],1629647,66.70499342969777,40.44117647058824,1610612760,39,32,2022-10-28T00:46:13Z,1970000,-48.0,260.0,1,right,MISS D. Bazley 26' 3PT,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,Above the Break 3,24+ Center,26.48,Missed,,,,,,,,,,,,,,,,,,
200,PT08M32.00S,2022-10-28T00:46:13.1Z,2,REGULAR,rebound,defensive,[],203496,,,1610612746,39,32,2022-10-28T00:46:13Z,1980000,,,0,,R. Covington REBOUND (Off:0 Def:2),[203496],1610612746.0,LAC,,,,Covington,R. Covington,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,199.0,2.0,2.0,0.0,,
201,PT08M21.00S,2022-10-28T00:46:23.5Z,2,REGULAR,3pt,Jump Shot,[],1629599,9.674770039421814,2.941176470588235,1610612746,39,32,2022-10-28T00:46:32Z,1990000,235.0,38.0,1,left,MISS A. Coffey 3PT - blocked,"[1629599, 1629647]",1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,Right Corner 3,24+ Right,23.84,Missed,,,,,,,,,,,,,,,,,Bazley,1629647.0
202,PT08M21.00S,2022-10-28T00:46:23.5Z,2,REGULAR,block,,[],1629647,,,1610612746,39,32,2022-10-28T00:46:27Z,2000000,,,0,,D. Bazley BLOCK (3 BLK),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,,,,,,
203,PT08M16.00S,2022-10-28T00:46:28.5Z,2,REGULAR,rebound,defensive,[],1630197,,,1610612760,39,32,2022-10-28T00:46:32Z,2010000,,,0,,A. Pokusevski REBOUND (Off:1 Def:1),[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,201.0,2.0,1.0,1.0,,
204,PT08M09.00S,2022-10-28T00:46:35.3Z,2,REGULAR,3pt,Jump Shot,[],1630544,94.95729303547962,95.58823529411765,1610612760,39,32,2022-10-28T00:46:41Z,2020000,228.0,-5.0,1,right,MISS T. Mann 3PT,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,Right Corner 3,24+ Right,22.8,Missed,,,,,,,,,,,,,,,,,,
205,PT08M07.00S,2022-10-28T00:46:37.3Z,2,REGULAR,rebound,offensive,[],1629647,,,1610612760,39,32,2022-10-28T00:46:41Z,2030000,,,0,,D. Bazley REBOUND (Off:1 Def:2),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,204.0,3.0,2.0,1.0,,
206,PT08M07.00S,2022-10-28T00:46:39.8Z,2,REGULAR,foul,personal,[],1629599,,,1610612760,39,32,2022-10-28T00:47:04Z,2040000,,,0,,A. Coffey personal FOUL (1 PF),"[1629599, 1629647]",1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,In The Paint (Non-RA),0-8 Center,,,,1162.0,1.0,0.0,Bazley,1629647.0,,,,,,,,,,,,
208,PT08M07.00S,2022-10-28T00:46:55.0Z,2,REGULAR,substitution,out,[],1630544,,,1610612760,39,32,2022-10-28T00:47:05Z,2060000,,,0,,SUB out: T. Mann,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT08M07.00S,2022-10-28T00:46:55.0Z,2,REGULAR,substitution,out,[],1629599,,,1610612760,39,32,2022-10-28T00:47:05Z,2070000,,,0,,SUB out: A. Coffey,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT08M07.00S,2022-10-28T00:46:55.0Z,2,REGULAR,substitution,in,[],1629652,,,1610612760,39,32,2022-10-28T00:47:05Z,2080000,,,0,,SUB in: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT08M07.00S,2022-10-28T00:46:55.0Z,2,REGULAR,substitution,in,[],1629611,,,1610612760,39,32,2022-10-28T00:47:05Z,2090000,,,0,,SUB in: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT08M07.00S,2022-10-28T00:47:11.4Z,2,REGULAR,substitution,out,[],203496,,,1610612760,39,32,2022-10-28T00:47:20Z,2100000,,,0,,SUB out: R. Covington,[203496],1610612746.0,LAC,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT08M07.00S,2022-10-28T00:47:11.4Z,2,REGULAR,substitution,in,[],202331,,,1610612760,39,32,2022-10-28T00:47:20Z,2110000,,,0,,SUB in: P. George,[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT07M57.00S,2022-10-28T00:47:26.1Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630197,69.99014454664915,77.69607843137256,1610612760,39,32,2022-10-28T00:47:32Z,2120000,138.0,230.0,1,right,MISS A. Pokusevski 26' 3PT,[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,Above the Break 3,24+ Right Center,26.81,Missed,,,,,,,,,,,,,,,,,,
215,PT07M53.00S,2022-10-28T00:47:30.1Z,2,REGULAR,rebound,defensive,[],1627826,,,1610612746,39,32,2022-10-28T00:47:32Z,2130000,,,0,,I. Zubac REBOUND (Off:0 Def:5),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,214.0,5.0,5.0,0.0,,
216,PT07M51.00S,2022-10-28T00:47:34.6Z,2,REGULAR,foul,personal,['2freethrow'],1630197,,,1610612746,39,32,2022-10-28T00:47:48Z,2140000,,,0,,A. Pokusevski shooting personal FOUL (1 PF) (Powell 2 FT),"[1630197, 1626181]",1610612760.0,OKC,shooting,,,Pokusevski,A. Pokusevski,,,,,In The Paint (Non-RA),0-8 Center,,,,1162.0,1.0,0.0,Powell,1626181.0,,,,,,,,,,,,
218,PT07M51.00S,2022-10-28T00:48:00.6Z,2,REGULAR,freethrow,1 of 2,[],1626181,,,1610612746,39,33,2022-10-28T00:48:29Z,2160000,,,0,,N. Powell Free Throw 1 of 2 (7 PTS),[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
219,PT07M51.00S,2022-10-28T00:48:02.1Z,2,REGULAR,substitution,out,[],1629026,,,1610612746,39,33,2022-10-28T00:48:05Z,2170000,,,0,,SUB out: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT07M51.00S,2022-10-28T00:48:02.1Z,2,REGULAR,substitution,in,[],1628983,,,1610612746,39,33,2022-10-28T00:48:05Z,2180000,,,0,,SUB in: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT07M51.00S,2022-10-28T00:48:00.6Z,2,REGULAR,freethrow,2 of 2,[],1626181,,,1610612746,39,33,2022-10-28T00:48:29Z,2190000,,,0,,MISS N. Powell Free Throw 2 of 2,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
222,PT07M49.00S,2022-10-28T00:48:02.6Z,2,REGULAR,rebound,defensive,[],1628983,,,1610612760,39,33,2022-10-28T00:48:29Z,2200000,,,0,,S. Gilgeous-Alexander REBOUND (Off:1 Def:2),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,221.0,3.0,2.0,1.0,,
223,PT07M45.00S,2022-10-28T00:48:31.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628983,88.91261498028909,44.6078431372549,1610612760,39,33,2022-10-28T00:48:42Z,2210000,-27.0,52.0,1,right,MISS S. Gilgeous-Alexander running Layup - blocked,"[1628983, 1629611]",1610612760.0,OKC,running,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),0-8 Center,5.83,Missed,,,,,,,,,,,,,,,,,Mann,1629611.0
224,PT07M45.00S,2022-10-28T00:48:31.8Z,2,REGULAR,block,,[],1629611,,,1610612760,39,33,2022-10-28T00:48:34Z,2220000,,,0,,T. Mann BLOCK (1 BLK),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
225,PT07M41.00S,2022-10-28T00:48:35.8Z,2,REGULAR,rebound,defensive,[],1626181,,,1610612746,39,33,2022-10-28T00:48:42Z,2230000,,,0,,N. Powell REBOUND (Off:1 Def:2),[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,223.0,3.0,2.0,1.0,,
226,PT07M35.00S,2022-10-28T00:48:41.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202704,6.521024967148489,46.07843137254902,1610612746,39,35,2022-10-28T01:15:45Z,2240000,20.0,9.0,1,left,R. Jackson driving Layup (5 PTS),[202704],1610612746.0,LAC,driving,,,Jackson,R. Jackson,,,,,Restricted Area,0-8 Center,2.15,Made,5.0,,,,,,,,,,,,,,,,,
227,PT07M14.00S,2022-10-28T00:49:01.7Z,2,REGULAR,2pt,Jump Shot,[],1630197,78.66294349540078,43.13725490196079,1610612760,41,35,2022-10-28T00:49:10Z,2250000,-34.0,148.0,1,right,A. Pokusevski 15' pullup Jump Shot (7 PTS) (D. Bazley 1 AST),"[1630197, 1629647]",1610612760.0,OKC,pullup,,,Pokusevski,A. Pokusevski,,,,,Mid-Range,8-16 Center,15.2,Made,7.0,,,,,,D. Bazley,1629647.0,1.0,,,,,,,,,
229,PT06M51.00S,2022-10-28T00:49:24.8Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1627826,9.149145860709593,43.627450980392155,1610612746,41,35,2022-10-28T00:49:34Z,2270000,32.0,34.0,1,left,MISS I. Zubac turnaround Hook,[1627826],1610612746.0,LAC,turnaround,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),0-8 Center,4.63,Missed,,,,,,,,,,,,,,,,,,
230,PT06M47.00S,2022-10-28T00:49:28.8Z,2,REGULAR,rebound,offensive,[],1629611,,,1610612746,41,35,2022-10-28T00:49:34Z,2280000,,,0,,T. Mann REBOUND (Off:1 Def:0),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,229.0,1.0,0.0,1.0,,
231,PT06M47.00S,2022-10-28T00:49:28.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629611,5.590000152587891,50.0,1610612746,41,37,2022-10-28T00:49:28Z,2290000,0.0,0.0,1,left,T. Mann tip Layup (2 PTS),[1629611],1610612746.0,LAC,tip,,,Mann,T. Mann,,,,,Mid-Range,8-16 Left,0.0,Made,2.0,,,,,,,,,,,,,,,,,
232,PT06M31.00S,2022-10-28T00:49:45.0Z,2,REGULAR,2pt,Jump Shot,[],1628983,77.7431011826544,26.96078431372549,1610612760,43,37,2022-10-28T00:49:53Z,2300000,-115.0,157.0,1,right,S. Gilgeous-Alexander 19' step back Jump Shot (9 PTS),[1628983],1610612760.0,OKC,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,16-24 Left Center,19.45,Made,9.0,,,,,,,,,,,,,,,,,
233,PT06M11.00S,2022-10-28T00:50:04.8Z,2,REGULAR,turnover,lost ball,[],202331,,,1610612746,43,37,2022-10-28T00:50:09Z,2310000,,,0,,P. George lost ball TURNOVER (2 TO),"[202331, 1629652]",1610612746.0,LAC,,,,George,P. George,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,2.0,Dort,1629652.0,,,,,,
234,PT06M11.00S,2022-10-28T00:50:04.8Z,2,REGULAR,steal,,[],1629652,,,1610612760,43,37,2022-10-28T00:50:07Z,2320000,,,0,,L. Dort STEAL (1 STL),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
235,PT06M07.00S,2022-10-28T00:50:09.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631172,90.88370565045992,52.450980392156865,1610612760,45,37,2022-10-28T00:50:17Z,2330000,12.0,33.0,1,right,O. Dieng running Layup (2 PTS),[1631172],1610612760.0,OKC,running,,,Dieng,O. Dieng,,,,,Restricted Area,0-8 Center,3.54,Made,2.0,,,,,,,,,,,,,,,,,
236,PT05M52.00S,2022-10-28T00:50:26.9Z,2,REGULAR,foul,personal,[],1631172,,,1610612746,45,37,2022-10-28T01:18:23Z,2340000,,,0,,O. Dieng personal FOUL (1 PF),"[1631172, 1627826]",1610612760.0,OKC,,,,Dieng,O. Dieng,,,,,Mid-Range,16-24 Center,,,,1162.0,1.0,0.0,Zubac,1627826.0,,,,,,,,,,,,
238,PT05M52.00S,2022-10-28T00:50:36.7Z,2,REGULAR,substitution,out,[],1630197,,,1610612746,45,37,2022-10-28T00:50:44Z,2360000,,,0,,SUB out: A. Pokusevski,[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT05M52.00S,2022-10-28T00:50:36.7Z,2,REGULAR,substitution,out,[],1629647,,,1610612746,45,37,2022-10-28T00:50:44Z,2370000,,,0,,SUB out: D. Bazley,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT05M52.00S,2022-10-28T00:50:36.7Z,2,REGULAR,substitution,out,[],1626181,,,1610612746,45,37,2022-10-28T00:50:44Z,2380000,,,0,,SUB out: N. Powell,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT05M52.00S,2022-10-28T00:50:36.7Z,2,REGULAR,substitution,in,[],1630598,,,1610612746,45,37,2022-10-28T00:50:44Z,2390000,,,0,,SUB in: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT05M52.00S,2022-10-28T00:50:36.7Z,2,REGULAR,substitution,in,[],1630526,,,1610612746,45,37,2022-10-28T00:50:44Z,2400000,,,0,,SUB in: J. Robinson-Earl,[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT05M52.00S,2022-10-28T00:50:36.7Z,2,REGULAR,substitution,in,[],202322,,,1610612746,45,37,2022-10-28T00:50:44Z,2410000,,,0,,SUB in: J. Wall,[202322],1610612746.0,LAC,,,,Wall,J. Wall,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT05M44.00S,2022-10-28T00:51:00.4Z,2,REGULAR,foul,personal,[],1629652,,,1610612746,45,37,2022-10-28T00:51:31Z,2420000,,,0,,L. Dort personal FOUL (2 PF),"[1629652, 202331]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,Mid-Range,8-16 Left,,,,1162.0,2.0,0.0,George,202331.0,,,,,,,,,,,,
246,PT05M36.00S,2022-10-28T00:51:25.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202331,19.136005256241788,34.31372549019608,1610612746,45,37,2022-10-28T01:20:19Z,2440000,78.0,127.0,1,left,MISS P. George 14' turnaround fadeaway Shot,[202331],1610612746.0,LAC,turnaround fadeaway,,,George,P. George,,,,,In The Paint (Non-RA),8-16 Right,14.96,Missed,,,,,,,,,,,,,,,,,,
247,PT05M28.00S,2022-10-28T00:51:33.8Z,2,REGULAR,rebound,offensive,[],202322,,,1610612746,45,37,2022-10-28T00:51:38Z,2450000,,,0,,J. Wall REBOUND (Off:1 Def:0),[202322],1610612746.0,LAC,,,,Wall,J. Wall,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,246.0,1.0,0.0,1.0,,
248,PT05M27.00S,2022-10-28T00:51:34.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202322,8.360709592641262,43.872549019607845,1610612746,45,39,2022-10-28T00:51:44Z,2460000,31.0,26.0,1,left,J. Wall driving reverse Layup (6 PTS),[202322],1610612746.0,LAC,driving reverse,,,Wall,J. Wall,,,,,Restricted Area,0-8 Center,4.02,Made,6.0,,,,,,,,,,,,,,,,,
249,PT05M20.00S,2022-10-28T00:51:43.9Z,2,REGULAR,foul,personal,[],1629611,,,1610612760,45,39,2022-10-28T00:51:54Z,2470000,,,0,,T. Mann personal FOUL (2 PF),"[1629611, 1630598]",1610612746.0,LAC,,,,Mann,T. Mann,,,,,Restricted Area,0-8 Center,,,,1162.0,2.0,0.0,Wiggins,1630598.0,,,,,,,,,,,,
251,PT05M20.00S,2022-10-28T00:51:56.5Z,2,REGULAR,substitution,out,[],1631172,,,1610612760,45,39,2022-10-28T00:51:59Z,2490000,,,0,,SUB out: O. Dieng,[1631172],1610612760.0,OKC,,,,Dieng,O. Dieng,,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT05M20.00S,2022-10-28T00:51:56.5Z,2,REGULAR,substitution,in,[],1629026,,,1610612760,45,39,2022-10-28T00:51:59Z,2500000,,,0,,SUB in: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT05M12.00S,2022-10-28T00:52:17.7Z,2,REGULAR,3pt,Jump Shot,[],1629652,69.59592641261499,21.813725490196077,1610612760,48,39,2022-10-28T00:52:23Z,2510000,-141.0,233.0,1,right,L. Dort 27' 3PT  (9 PTS) (J. Robinson-Earl 1 AST),"[1629652, 1630526]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Left Center,27.25,Made,9.0,,,,,,J. Robinson-Earl,1630526.0,1.0,,,,,,,,,
