actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,officialId,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal
433,PT06M23.00S,2022-11-10T02:33:47.4Z,3,REGULAR,foul,personal,[],1629026,,,1610612749,71,75,2022-11-10T02:33:56Z,4200000,False,,,0,,K. Williams personal FOUL (2 PF),"[1629026, 1626171]",1610612760.0,OKC,,,,Williams,K. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,2003.0,,,,,2.0,0.0,Portis,1626171.0,,,,,,
435,PT06M23.00S,2022-11-10T02:33:54.1Z,3,REGULAR,substitution,out,[],1628975,,,1610612749,71,75,2022-11-10T02:34:08Z,4220000,False,,,0,,SUB out: J. Carter,[1628975],1610612749.0,MIL,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,
436,PT06M23.00S,2022-11-10T02:33:54.1Z,3,REGULAR,substitution,out,[],1628960,,,1610612749,71,75,2022-11-10T02:34:08Z,4230000,False,,,0,,SUB out: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
437,PT06M23.00S,2022-11-10T02:33:54.1Z,3,REGULAR,substitution,in,[],201588,,,1610612749,71,75,2022-11-10T02:34:08Z,4240000,False,,,0,,SUB in: G. Hill,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,,,
438,PT06M23.00S,2022-11-10T02:33:54.1Z,3,REGULAR,substitution,in,[],1629670,,,1610612749,71,75,2022-11-10T02:34:08Z,4250000,False,,,0,,SUB in: J. Nwora,[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,,,,,,,,
439,PT06M13.00S,2022-11-10T02:34:23.4Z,3,REGULAR,turnover,traveling,[],201572,,,1610612749,71,75,2022-11-10T02:34:32Z,4260000,False,,,0,,B. Lopez traveling TURNOVER (1 TO),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,In The Paint (Non-RA),0-8 Center,,,,,,1627541.0,,1.0,,,,,,,,,,,,
440,PT05M54.00S,2022-11-10T02:34:49.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629652,5.338370565045992,54.166666666666664,1610612760,71,75,2022-11-10T02:34:55Z,4270000,False,-21.0,-2.0,1,left,MISS L. Dort driving reverse Layup,[1629652],1610612760.0,OKC,driving reverse,,,Dort,L. Dort,,,,,Restricted Area,0-8 Center,2.09,Missed,,,,,,,,,,,,,,,,,,
441,PT05M50.00S,2022-11-10T02:34:53.1Z,3,REGULAR,rebound,defensive,[],1629670,,,1610612749,71,75,2022-11-10T02:34:55Z,4280000,False,,,0,,J. Nwora REBOUND (Off:0 Def:5),[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,Restricted Area,0-8 Center,,,,,440.0,,,,,,,,,,,,,5.0,5.0,0.0
442,PT05M38.00S,2022-11-10T02:35:05.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629670,89.56964520367937,56.61764705882353,1610612749,71,75,2022-11-10T02:35:11Z,4290000,False,33.0,46.0,1,right,MISS J. Nwora floating Shot,[1629670],1610612749.0,MIL,floating,,,Nwora,J. Nwora,,,,,In The Paint (Non-RA),0-8 Center,5.63,Missed,,,,,,,,,,,,,,,,,,
443,PT05M35.00S,2022-11-10T02:35:08.0Z,3,REGULAR,rebound,defensive,[],1630197,,,1610612760,71,75,2022-11-10T02:35:11Z,4300000,False,,,0,,A. Pokusevski REBOUND (Off:3 Def:3),[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,In The Paint (Non-RA),0-8 Center,,,,,442.0,,,,,,,,,,,,,6.0,3.0,3.0
444,PT05M27.00S,2022-11-10T02:35:15.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630581,5.863994743758213,40.19607843137255,1610612760,71,75,2022-11-10T02:35:21Z,4310000,False,49.0,3.0,1,left,MISS J. Giddey driving floating bank Shot,[1630581],1610612760.0,OKC,driving floating bank,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),0-8 Center,4.91,Missed,,,,,,,,,,,,,,,,,,
445,PT05M24.00S,2022-11-10T02:35:18.8Z,3,REGULAR,rebound,defensive,[],201572,,,1610612749,71,75,2022-11-10T02:35:21Z,4320000,False,,,0,,B. Lopez REBOUND (Off:2 Def:4),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,In The Paint (Non-RA),0-8 Center,,,,,444.0,,,,,,,,,,,,,6.0,4.0,2.0
446,PT05M12.00S,2022-11-10T02:35:30.5Z,3,REGULAR,3pt,Jump Shot,[],1630699,67.88764783180025,24.754901960784316,1610612749,71,75,2022-11-10T02:35:38Z,4330000,False,-126.0,249.0,1,right,MISS M. Beauchamp 27' 3PT,[1630699],1610612749.0,MIL,,,,Beauchamp,M. Beauchamp,,,,,Above the Break 3,24+ Left Center,27.95,Missed,,,,,,,,,,,,,,,,,,
447,PT05M09.00S,2022-11-10T02:35:33.5Z,3,REGULAR,rebound,offensive,[],201572,,,1610612749,71,75,2022-11-10T02:35:38Z,4340000,False,,,0,,B. Lopez REBOUND (Off:3 Def:4),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Left Center,,,,,446.0,,,,,,,,,,,,,7.0,4.0,3.0
448,PT05M06.00S,2022-11-10T02:35:37.0Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629670,80.1084099868594,93.13725490196079,1610612749,71,75,2022-11-10T02:35:45Z,4350000,False,216.0,134.0,1,right,MISS J. Nwora 25' 3PT,[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,Above the Break 3,24+ Right Center,25.42,Missed,,,,,,,,,,,,,,,,,,
449,PT05M02.00S,2022-11-10T02:35:41.0Z,3,REGULAR,rebound,defensive,[],1630581,,,1610612760,71,75,2022-11-10T02:35:45Z,4360000,False,,,0,,J. Giddey REBOUND (Off:0 Def:4),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Right Center,,,,,448.0,,,,,,,,,,,,,4.0,4.0,0.0
450,PT04M50.00S,2022-11-10T02:35:52.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,19.530223390275953,49.50980392156863,1610612760,73,75,2022-11-10T02:35:56Z,4370000,False,2.0,131.0,1,left,S. Gilgeous-Alexander 13' pullup Jump Shot (13 PTS),[1628983],1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Center,13.11,Made,,,,,13.0,,,,,,,,,,,,,
451,PT04M31.00S,2022-11-10T02:36:12.1Z,3,REGULAR,3pt,Jump Shot,[],201572,72.09264126149803,81.86274509803921,1610612749,73,75,2022-11-10T02:36:20Z,4380000,False,159.0,210.0,1,right,MISS B. Lopez 26' step back 3PT,[201572],1610612749.0,MIL,step back,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Right Center,26.34,Missed,,,,,,,,,,,,,,,,,,
452,PT04M25.00S,2022-11-10T02:36:18.1Z,3,REGULAR,rebound,offensive,[],1629670,,,1610612749,73,75,2022-11-10T02:36:20Z,4390000,False,,,0,,J. Nwora REBOUND (Off:1 Def:5),[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,Above the Break 3,24+ Right Center,,,,,451.0,,,,,,,,,,,,,6.0,5.0,1.0
453,PT04M25.00S,2022-11-10T02:36:17.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629670,94.40999984741211,50.0,1610612749,73,75,2022-11-10T02:36:17Z,4400000,False,0.0,0.0,1,right,MISS J. Nwora tip Layup,[1629670],1610612749.0,MIL,tip,,,Nwora,J. Nwora,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
454,PT04M24.00S,2022-11-10T02:36:18.7Z,3,REGULAR,rebound,defensive,[],1629652,,,1610612760,73,75,2022-11-10T02:36:18Z,4410000,False,,,0,,L. Dort REBOUND (Off:1 Def:3),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Mid-Range,8-16 Left,,,,,453.0,,,,,,,,,,,,,4.0,3.0,1.0
455,PT04M21.00S,2022-11-10T02:36:21.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628983,5.469776609724048,48.28431372549019,1610612760,75,75,2022-11-10T02:36:26Z,4420000,False,9.0,-1.0,1,left,S. Gilgeous-Alexander cutting Layup (15 PTS) (L. Dort 3 AST),"[1628983, 1629652]",1610612760.0,OKC,cutting,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,0.87,Made,,,,,15.0,,,,,,,,L. Dort,1629652.0,3.0,,,
457,PT04M13.00S,2022-11-10T02:36:38.5Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,75,75,2022-11-10T02:36:38Z,4440000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,PT04M13.00S,2022-11-10T02:36:41.0Z,3,REGULAR,substitution,out,[],1630581,,,1610612749,75,75,2022-11-10T02:39:06Z,4450000,False,,,0,,SUB out: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
459,PT04M13.00S,2022-11-10T02:36:41.0Z,3,REGULAR,substitution,out,[],1630197,,,1610612749,75,75,2022-11-10T02:39:06Z,4460000,False,,,0,,SUB out: A. Pokusevski,[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,,,,,,,,,
460,PT04M13.00S,2022-11-10T02:36:41.0Z,3,REGULAR,substitution,out,[],1629026,,,1610612749,75,75,2022-11-10T02:39:06Z,4470000,False,,,0,,SUB out: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
461,PT04M13.00S,2022-11-10T02:36:41.0Z,3,REGULAR,substitution,out,[],1630699,,,1610612749,75,75,2022-11-10T02:39:06Z,4480000,False,,,0,,SUB out: M. Beauchamp,[1630699],1610612749.0,MIL,,,,Beauchamp,M. Beauchamp,,,,,,,,,,,,,,,,,,,,,,,,,,
462,PT04M13.00S,2022-11-10T02:36:41.0Z,3,REGULAR,substitution,out,[],1626171,,,1610612749,75,75,2022-11-10T02:39:06Z,4490000,False,,,0,,SUB out: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,,
463,PT04M13.00S,2022-11-10T02:36:41.0Z,3,REGULAR,substitution,out,[],201572,,,1610612749,75,75,2022-11-10T02:39:06Z,4500000,False,,,0,,SUB out: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
464,PT04M13.00S,2022-11-10T02:36:41.0Z,3,REGULAR,substitution,in,[],203488,,,1610612749,75,75,2022-11-10T02:39:06Z,4510000,False,,,0,,SUB in: M. Muscala,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,,,,,
465,PT04M13.00S,2022-11-10T02:36:41.0Z,3,REGULAR,substitution,in,[],1631114,,,1610612749,75,75,2022-11-10T02:39:06Z,4520000,False,,,0,,SUB in: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
466,PT04M13.00S,2022-11-10T02:36:41.0Z,3,REGULAR,substitution,in,[],1630544,,,1610612749,75,75,2022-11-10T02:39:06Z,4530000,False,,,0,,SUB in: T. Mann,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
467,PT04M13.00S,2022-11-10T02:36:41.0Z,3,REGULAR,substitution,in,[],201586,,,1610612749,75,75,2022-11-10T02:39:06Z,4540000,False,,,0,,SUB in: S. Ibaka,[201586],1610612749.0,MIL,,,,Ibaka,S. Ibaka,,,,,,,,,,,,,,,,,,,,,,,,,,
468,PT04M13.00S,2022-11-10T02:36:41.0Z,3,REGULAR,substitution,in,[],1628975,,,1610612749,75,75,2022-11-10T02:39:06Z,4550000,False,,,0,,SUB in: J. Carter,[1628975],1610612749.0,MIL,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,
469,PT04M13.00S,2022-11-10T02:36:41.0Z,3,REGULAR,substitution,in,[],202083,,,1610612749,75,75,2022-11-10T02:39:06Z,4560000,False,,,0,,SUB in: W. Matthews,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,,
470,PT04M08.00S,2022-11-10T02:39:28.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201588,91.27792378449409,61.76470588235294,1610612749,75,75,2022-11-10T02:39:41Z,4570000,False,59.0,29.0,1,right,MISS G. Hill 6' Layup - blocked,"[201588, 203488]",1610612749.0,MIL,,,,Hill,G. Hill,,,,,In The Paint (Non-RA),0-8 Center,6.58,Missed,Muscala,203488.0,,,,,,,,,,,,,,,,
471,PT04M08.00S,2022-11-10T02:39:28.1Z,3,REGULAR,block,,[],203488,,,1610612749,75,75,2022-11-10T02:39:30Z,4580000,False,,,0,,M. Muscala BLOCK (2 BLK),[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
472,PT04M04.00S,2022-11-10T02:39:32.1Z,3,REGULAR,rebound,defensive,[],1629652,,,1610612760,75,75,2022-11-10T02:39:32Z,4590000,False,,,0,,L. Dort REBOUND (Off:1 Def:4),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,In The Paint (Non-RA),0-8 Center,,,,,470.0,,,,,,,,,,,,,5.0,4.0,1.0
473,PT03M55.00S,2022-11-10T02:39:40.9Z,3,REGULAR,3pt,Jump Shot,[],203488,27.94021024967148,78.18627450980392,1610612760,75,75,2022-11-10T02:39:46Z,4600000,False,-141.0,210.0,1,left,MISS M. Muscala 25' 3PT,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,Above the Break 3,24+ Left Center,25.3,Missed,,,,,,,,,,,,,,,,,,
474,PT03M51.00S,2022-11-10T02:39:44.9Z,3,REGULAR,rebound,defensive,[],201586,,,1610612749,75,75,2022-11-10T02:39:46Z,4610000,False,,,0,,S. Ibaka REBOUND (Off:0 Def:2),[201586],1610612749.0,MIL,,,,Ibaka,S. Ibaka,,,,,Above the Break 3,24+ Left Center,,,,,473.0,,,,,,,,,,,,,2.0,2.0,0.0
475,PT03M33.00S,2022-11-10T02:40:02.7Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],201586,93.9060446780552,50.0,1610612749,75,77,2022-11-10T02:40:09Z,4620000,False,0.0,5.0,1,right,S. Ibaka DUNK (2 PTS) (J. Carter 6 AST),"[201586, 1628975]",1610612749.0,MIL,,,,Ibaka,S. Ibaka,,,,,Restricted Area,0-8 Center,0.48,Made,,,,,2.0,,,,,,,,J. Carter,1628975.0,6.0,,,
477,PT03M19.00S,2022-11-10T02:40:16.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631114,20.18725361366623,51.71568627450981,1610612760,75,77,2022-11-10T02:40:20Z,4640000,False,-9.0,137.0,1,left,MISS J. Williams 13' pullup Shot,[1631114],1610612760.0,OKC,pullup,,,Williams,J. Williams,,,,,In The Paint (Non-RA),8-16 Center,13.76,Missed,,,,,,,,,,,,,,,,,,
478,PT03M17.00S,2022-11-10T02:40:18.7Z,3,REGULAR,rebound,defensive,[],1628975,,,1610612749,75,77,2022-11-10T02:40:20Z,4650000,False,,,0,,J. Carter REBOUND (Off:0 Def:3),[1628975],1610612749.0,MIL,,,,Carter,J. Carter,,,,,In The Paint (Non-RA),8-16 Center,,,,,477.0,,,,,,,,,,,,,3.0,3.0,0.0
479,PT03M10.00S,2022-11-10T02:40:26.0Z,3,REGULAR,3pt,Jump Shot,[],1628975,71.04139290407359,21.568627450980394,1610612749,75,77,2022-11-10T02:40:31Z,4660000,False,-142.0,220.0,1,right,MISS J. Carter 26' step back 3PT,[1628975],1610612749.0,MIL,step back,,,Carter,J. Carter,,,,,Above the Break 3,24+ Left Center,26.17,Missed,,,,,,,,,,,,,,,,,,
480,PT03M07.00S,2022-11-10T02:40:29.0Z,3,REGULAR,rebound,defensive,[],1631114,,,1610612760,75,77,2022-11-10T02:40:31Z,4670000,False,,,0,,J. Williams REBOUND (Off:0 Def:3),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Left Center,,,,,479.0,,,,,,,,,,,,,3.0,3.0,0.0
481,PT03M00.00S,2022-11-10T02:40:35.8Z,3,REGULAR,3pt,Jump Shot,[],1630544,27.677398160315374,18.137254901960784,1610612760,78,77,2022-11-10T02:40:40Z,4680000,False,159.0,208.0,1,left,T. Mann 26' 3PT step back (10 PTS),[1630544],1610612760.0,OKC,step back,,,Mann,T. Mann,,,,,Above the Break 3,24+ Right Center,26.18,Made,,,,,10.0,,,,,,,,,,,,,
482,PT02M39.00S,2022-11-10T02:40:57.2Z,3,REGULAR,3pt,Jump Shot,[],1629670,66.96780551905388,57.59803921568627,1610612749,78,77,2022-11-10T02:41:03Z,4690000,False,38.0,258.0,1,right,MISS J. Nwora 26' pullup 3PT,[1629670],1610612749.0,MIL,pullup,,,Nwora,J. Nwora,,,,,Above the Break 3,24+ Center,26.08,Missed,,,,,,,,,,,,,,,,,,
483,PT02M35.00S,2022-11-10T02:41:01.2Z,3,REGULAR,rebound,defensive,[],1630544,,,1610612760,78,77,2022-11-10T02:41:03Z,4700000,False,,,0,,T. Mann REBOUND (Off:1 Def:2),[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,Above the Break 3,24+ Center,,,,,482.0,,,,,,,,,,,,,3.0,2.0,1.0
484,PT02M16.00S,2022-11-10T02:41:19.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629652,13.87976346911958,54.166666666666664,1610612760,78,77,2022-11-10T02:41:24Z,4710000,False,-21.0,78.0,1,left,MISS L. Dort 8' turnaround Shot,[1629652],1610612760.0,OKC,turnaround,,,Dort,L. Dort,,,,,In The Paint (Non-RA),8-16 Center,8.07,Missed,,,,,,,,,,,,,,,,,,
485,PT02M13.00S,2022-11-10T02:41:22.7Z,3,REGULAR,rebound,defensive,[],1629670,,,1610612749,78,77,2022-11-10T02:41:24Z,4720000,False,,,0,,J. Nwora REBOUND (Off:1 Def:6),[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,In The Paint (Non-RA),8-16 Center,,,,,484.0,,,,,,,,,,,,,7.0,6.0,1.0
486,PT02M08.00S,2022-11-10T02:41:27.4Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628975,93.38042049934296,46.81372549019608,1610612749,78,79,2022-11-10T02:54:01Z,4730000,False,-16.0,10.0,1,right,J. Carter driving Layup (28 PTS),[1628975],1610612749.0,MIL,driving,,,Carter,J. Carter,,,,,Restricted Area,0-8 Center,1.86,Made,,,,,28.0,,,,,,,,,,,,,
488,PT01M50.00S,2022-11-10T02:41:46.0Z,3,REGULAR,3pt,Jump Shot,[],1630544,28.86005256241787,75.24509803921569,1610612760,81,79,2022-11-10T02:41:53Z,4750000,False,-126.0,219.0,1,left,T. Mann 25' 3PT  (13 PTS) (M. Muscala 1 AST),"[1630544, 203488]",1610612760.0,OKC,,,,Mann,T. Mann,,,,,Above the Break 3,24+ Left Center,25.26,Made,,,,,13.0,,,,,,,,M. Muscala,203488.0,1.0,,,
490,PT01M23.00S,2022-11-10T02:42:12.8Z,3,REGULAR,2pt,Jump Shot,[],1628975,94.69448094612353,90.44117647058823,1610612749,81,79,2022-11-10T02:42:17Z,4770000,False,202.0,-3.0,1,right,MISS J. Carter 20' pullup Shot,[1628975],1610612749.0,MIL,pullup,,,Carter,J. Carter,,,,,Mid-Range,16-24 Right,20.22,Missed,,,,,,,,,,,,,,,,,,
491,PT01M20.00S,2022-11-10T02:42:15.8Z,3,REGULAR,rebound,defensive,[],1628983,,,1610612760,81,79,2022-11-10T02:42:17Z,4780000,False,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:3),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,16-24 Right,,,,,490.0,,,,,,,,,,,,,3.0,3.0,0.0
492,PT01M13.00S,2022-11-10T02:42:23.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,2.578843626806833,65.19607843137256,1610612760,83,79,2022-11-10T02:42:28Z,4790000,False,-76.0,-28.0,1,left,S. Gilgeous-Alexander 8' pullup Jump Shot (17 PTS) (T. Mann 1 AST),"[1628983, 1630544]",1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),0-8 Center,8.11,Made,,,,,17.0,,,,,,,,T. Mann,1630544.0,1.0,,,
494,PT00M54.70S,2022-11-10T02:42:45.0Z,3,REGULAR,foul,personal,[],203488,,,1610612749,83,79,2022-11-10T02:43:02Z,4810000,False,,,0,,M. Muscala personal FOUL (1 PF),"[203488, 201588]",1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,Restricted Area,0-8 Center,,,,,,1627541.0,,,,,1.0,1.0,Hill,201588.0,,,,,,
496,PT00M54.70S,2022-11-10T02:42:59.1Z,3,REGULAR,substitution,out,[],1629652,,,1610612749,83,79,2022-11-10T02:43:05Z,4830000,False,,,0,,SUB out: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,,
497,PT00M54.70S,2022-11-10T02:42:59.1Z,3,REGULAR,substitution,out,[],1629670,,,1610612749,83,79,2022-11-10T02:43:05Z,4840000,False,,,0,,SUB out: J. Nwora,[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,,,,,,,,
498,PT00M54.70S,2022-11-10T02:42:59.1Z,3,REGULAR,substitution,in,[],1629026,,,1610612749,83,79,2022-11-10T02:43:05Z,4850000,False,,,0,,SUB in: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
499,PT00M54.70S,2022-11-10T02:42:59.1Z,3,REGULAR,substitution,in,[],1628960,,,1610612749,83,79,2022-11-10T02:43:05Z,4860000,False,,,0,,SUB in: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
500,PT00M42.70S,2022-11-10T02:43:27.6Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],201586,93.64323258869908,49.26470588235294,1610612749,83,81,2022-11-10T02:43:32Z,4870000,False,-4.0,7.0,1,right,S. Ibaka DUNK (4 PTS) (J. Carter 7 AST),"[201586, 1628975]",1610612749.0,MIL,,,,Ibaka,S. Ibaka,,,,,Restricted Area,0-8 Center,0.82,Made,,,,,4.0,,,,,,,,J. Carter,1628975.0,7.0,,,
502,PT00M31.50S,2022-11-10T02:43:39.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,15.588042049934298,42.15686274509804,1610612760,85,81,2022-11-10T02:56:11Z,4890000,False,39.0,94.0,1,left,S. Gilgeous-Alexander 10' driving floating Jump Shot (19 PTS),[1628983],1610612760.0,OKC,driving floating,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Center,10.18,Made,,,,,19.0,,,,,,,,,,,,,
503,PT00M10.50S,2022-11-10T02:44:05.8Z,3,REGULAR,turnover,bad pass,[],1628975,,,1610612749,85,81,2022-11-10T02:44:09Z,4900000,False,,,0,,J. Carter bad pass TURNOVER (3 TO),"[1628975, 1631114]",1610612749.0,MIL,,,,Carter,J. Carter,,,,,Above the Break 3,24+ Right Center,,,,,,,,3.0,Williams,1631114.0,,,,,,,,,,
504,PT00M10.50S,2022-11-10T02:44:05.8Z,3,REGULAR,steal,,[],1631114,,,1610612760,85,81,2022-11-10T02:44:08Z,4910000,False,,,0,,J. Williams STEAL (1 STL),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
505,PT00M04.00S,2022-11-10T02:44:12.8Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629026,8.886333771353483,60.78431372549019,1610612760,87,81,2022-11-10T02:57:40Z,4920000,False,-54.0,31.0,1,left,K. Williams 6' driving floating bank Jump Shot (2 PTS) (J. Williams 1 AST),"[1629026, 1631114]",1610612760.0,OKC,driving floating bank,,,Williams,K. Williams,,,,,In The Paint (Non-RA),0-8 Center,6.22,Made,,,,,2.0,,,,,,,,J. Williams,1631114.0,1.0,,,
507,PT00M00.10S,2022-11-10T02:44:23.0Z,3,REGULAR,3pt,Jump Shot,[],201588,66.17936925098554,32.84313725490196,1610612749,87,84,2022-11-10T02:44:33Z,4940000,False,-86.0,265.0,1,right,G. Hill 27' 3PT driving floating (7 PTS),[201588],1610612749.0,MIL,driving floating,,,Hill,G. Hill,,,,,Above the Break 3,24+ Center,27.89,Made,,,,,7.0,,,,,,,,,,,,,
509,PT00M00.00S,2022-11-10T02:45:12.9Z,3,REGULAR,period,end,[],0,,,1610612760,87,84,2022-11-10T02:45:12Z,4960000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,PT12M00.00S,2022-11-10T02:45:15.9Z,4,REGULAR,substitution,out,['startperiod'],1628983,,,1610612760,87,84,2022-11-10T02:46:55Z,4970000,False,,,0,,SUB out: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,,
511,PT12M00.00S,2022-11-10T02:45:15.9Z,4,REGULAR,substitution,out,['startperiod'],1628975,,,1610612760,87,84,2022-11-10T02:46:55Z,4980000,False,,,0,,SUB out: J. Carter,[1628975],1610612749.0,MIL,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,
512,PT12M00.00S,2022-11-10T02:45:15.9Z,4,REGULAR,substitution,out,['startperiod'],201586,,,1610612760,87,84,2022-11-10T02:46:55Z,4990000,False,,,0,,SUB out: S. Ibaka,[201586],1610612749.0,MIL,,,,Ibaka,S. Ibaka,,,,,,,,,,,,,,,,,,,,,,,,,,
513,PT12M00.00S,2022-11-10T02:45:15.9Z,4,REGULAR,substitution,in,['startperiod'],1630581,,,1610612760,87,84,2022-11-10T02:46:55Z,5000000,False,,,0,,SUB in: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
