actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
173,PT10M02.00S,2022-10-24T00:42:27.3Z,2,REGULAR,rebound,defensive,[],1627752,,,1610612750,21,35,2022-10-24T00:42:29Z,1720000,,,0,,T. Prince REBOUND (Off:1 Def:1),[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,Right Corner 3,24+ Right,,,,,,,172.0,2.0,1.0,1.0,,,,,,,,,,
174,PT09M57.00S,2022-10-24T00:42:32.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627752,88.38699080157687,53.431372549019606,1610612750,21,35,2022-10-24T00:42:39Z,1730000,17.0,57.0,1,right,MISS T. Prince running Layup,[1627752],1610612750.0,MIN,running,,,Prince,T. Prince,,,,,In The Paint (Non-RA),0-8 Center,5.93,Missed,,,,,,,,,,,,,,,,,,
175,PT09M55.00S,2022-10-24T00:42:34.0Z,2,REGULAR,rebound,defensive,[],1631172,,,1610612760,21,35,2022-10-24T00:42:39Z,1740000,,,0,,O. Dieng REBOUND (Off:0 Def:1),[1631172],1610612760.0,OKC,,,,Dieng,O. Dieng,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,174.0,1.0,1.0,0.0,,,,,,,,,,
176,PT09M49.00S,2022-10-24T00:42:41.0Z,2,REGULAR,2pt,Jump Shot,[],1630544,22.470433639947437,70.18229166666666,1610612760,23,35,2022-10-24T00:42:48Z,1750000,-101.0,159.0,1,left,T. Mann 18' driving floating Jump Shot (4 PTS) (O. Dieng 1 AST),"[1630544, 1631172]",1610612760.0,OKC,driving floating,,,Mann,T. Mann,,,,,Mid-Range,16-24 Left Center,18.81,Made,4.0,O. Dieng,1631172.0,1.0,,,,,,,,,,,,,,
177,PT09M34.00S,2022-10-24T00:42:54.7Z,2,REGULAR,turnover,lost ball,[],1627752,,,1610612750,23,35,2022-10-24T00:43:02Z,1760000,,,0,,T. Prince lost ball TURNOVER (1 TO),"[1627752, 1630544]",1610612750.0,MIN,,,,Prince,T. Prince,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,1.0,Mann,1630544.0,,,,,
178,PT09M34.00S,2022-10-24T00:42:54.7Z,2,REGULAR,steal,,[],1630544,,,1610612760,23,35,2022-10-24T00:42:56Z,1770000,,,0,,T. Mann STEAL (1 STL),[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
179,PT09M31.00S,2022-10-24T00:42:57.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630544,5.469776609724048,49.754901960784316,1610612760,25,35,2022-10-24T00:43:12Z,1780000,1.0,-1.0,1,left,T. Mann running Layup (6 PTS),[1630544],1610612760.0,OKC,running,,,Mann,T. Mann,,,,,Restricted Area,0-8 Center,0.16,Made,6.0,,,,,,,,,,,,,,,,,
180,PT09M17.00S,2022-10-24T00:43:12.2Z,2,REGULAR,3pt,Jump Shot,[],1626156,67.88764783180025,57.35294117647059,1610612750,25,35,2022-10-24T00:43:17Z,1790000,37.0,249.0,1,right,MISS D. Russell 25' 3PT,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,Above the Break 3,24+ Center,25.21,Missed,,,,,,,,,,,,,,,,,,
181,PT09M12.00S,2022-10-24T00:43:17.2Z,2,REGULAR,rebound,defensive,[],203488,,,1610612760,25,35,2022-10-24T00:43:17Z,1800000,,,0,,M. Muscala REBOUND (Off:0 Def:2),[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,Above the Break 3,24+ Center,,,,,,,180.0,2.0,2.0,0.0,,,,,,,,,,
182,PT09M06.00S,2022-10-24T00:43:23.1Z,2,REGULAR,3pt,Jump Shot,[],203488,19.136005256241788,7.107843137254902,1610612760,25,35,2022-10-24T00:43:28Z,1810000,214.0,127.0,1,left,MISS M. Muscala 24' 3PT,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,Above the Break 3,24+ Right Center,24.95,Missed,,,,,,,,,,,,,,,,,,
183,PT09M03.00S,2022-10-24T00:43:26.1Z,2,REGULAR,rebound,offensive,[],203488,,,1610612760,25,35,2022-10-24T00:52:36Z,1820000,,,0,,M. Muscala REBOUND (Off:1 Def:2),[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,Above the Break 3,24+ Right Center,,,,,,,182.0,3.0,2.0,1.0,,,,,,,,,,
184,PT08M55.00S,2022-10-24T00:43:34.0Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630544,22.552562417871222,88.72549019607843,1610612760,25,35,2022-10-24T00:43:38Z,1830000,-194.0,159.0,1,left,MISS T. Mann 25' 3PT,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,Above the Break 3,24+ Left Center,25.08,Missed,,,,,,,,,,,,,,,,,,
185,PT08M52.00S,2022-10-24T00:43:37.0Z,2,REGULAR,rebound,defensive,[],1629669,,,1610612750,25,35,2022-10-24T00:43:38Z,1840000,,,0,,J. Nowell REBOUND (Off:0 Def:2),[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,Above the Break 3,24+ Left Center,,,,,,,184.0,2.0,2.0,0.0,,,,,,,,,,
186,PT08M44.00S,2022-10-24T00:43:45.2Z,2,REGULAR,3pt,Jump Shot,[],1627854,70.38436268068331,23.284313725490197,1610612750,25,35,2022-10-24T00:43:50Z,1850000,-134.0,226.0,1,right,MISS B. Forbes 26' 3PT,[1627854],1610612750.0,MIN,,,,Forbes,B. Forbes,,,,,Above the Break 3,24+ Left Center,26.24,Missed,,,,,,,,,,,,,,,,,,
187,PT08M42.00S,2022-10-24T00:43:47.2Z,2,REGULAR,rebound,defensive,[],203488,,,1610612760,25,35,2022-10-24T00:43:50Z,1860000,,,0,,M. Muscala REBOUND (Off:1 Def:3),[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,Above the Break 3,24+ Left Center,,,,,,,186.0,4.0,3.0,1.0,,,,,,,,,,
188,PT08M30.00S,2022-10-24T00:43:59.5Z,2,REGULAR,3pt,Jump Shot,[],1630322,21.369908015768726,88.23529411764706,1610612760,25,35,2022-10-24T00:44:04Z,1870000,-191.0,148.0,1,left,MISS L. Waters III 24' 3PT,[1630322],1610612760.0,OKC,,,,Waters III,L. Waters III,,,,,Above the Break 3,24+ Left Center,24.2,Missed,,,,,,,,,,,,,,,,,,
189,PT08M27.00S,2022-10-24T00:44:02.5Z,2,REGULAR,rebound,defensive,[],203497,,,1610612750,25,35,2022-10-24T00:44:04Z,1880000,,,0,,R. Gobert REBOUND (Off:0 Def:9),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Left Center,,,,,,,188.0,9.0,9.0,0.0,,,,,,,,,,
190,PT08M17.00S,2022-10-24T00:44:12.4Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203497,93.77463863337714,50.98039215686274,1610612750,25,37,2022-10-24T00:44:17Z,1890000,5.0,6.0,1,right,R. Gobert alley-oop DUNK (7 PTS) (D. Russell 4 AST),"[203497, 1626156]",1610612750.0,MIN,alley-oop,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,0.77,Made,7.0,D. Russell,1626156.0,4.0,,,,,,,,,,,,,,
192,PT07M56.00S,2022-10-24T00:44:33.2Z,2,REGULAR,3pt,Jump Shot,[],1631172,5.469776609724048,93.87254901960785,1610612760,25,37,2022-10-24T00:44:42Z,1910000,-219.0,-1.0,1,left,MISS O. Dieng step back 3PT,[1631172],1610612760.0,OKC,step back,,,Dieng,O. Dieng,,,,,Left Corner 3,24+ Left,21.94,Missed,,,,,,,,,,,,,,,,,,
193,PT07M53.00S,2022-10-24T00:44:36.2Z,2,REGULAR,rebound,defensive,[],203497,,,1610612750,25,37,2022-10-24T00:44:42Z,1920000,,,0,,R. Gobert REBOUND (Off:0 Def:10),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Left Corner 3,24+ Left,,,,,,,192.0,10.0,10.0,0.0,,,,,,,,,,
194,PT07M45.00S,2022-10-24T00:44:45.2Z,2,REGULAR,3pt,Jump Shot,[],1629669,94.03745072273325,96.56862745098039,1610612750,25,37,2022-10-24T00:44:51Z,1930000,233.0,4.0,1,right,MISS J. Nowell 3PT,[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,Right Corner 3,24+ Right,23.28,Missed,,,,,,,,,,,,,,,,,,
195,PT07M42.00S,2022-10-24T00:44:48.2Z,2,REGULAR,rebound,defensive,[],203488,,,1610612760,25,37,2022-10-24T00:54:08Z,1940000,,,0,,M. Muscala REBOUND (Off:1 Def:4),[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,Right Corner 3,24+ Right,,,,,,,194.0,5.0,4.0,1.0,,,,,,,,,,
196,PT07M42.00S,2022-10-24T00:44:51.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,25,37,2022-10-24T00:44:51Z,1950000,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT07M42.00S,2022-10-24T00:47:15.2Z,2,REGULAR,substitution,out,[],1630322,,,1610612760,25,37,2022-10-24T00:47:37Z,1960000,,,0,,SUB out: L. Waters III,[1630322],1610612760.0,OKC,,,,Waters III,L. Waters III,,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT07M42.00S,2022-10-24T00:47:15.2Z,2,REGULAR,substitution,out,[],1627752,,,1610612760,25,37,2022-10-24T00:47:37Z,1970000,,,0,,SUB out: T. Prince,[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT07M42.00S,2022-10-24T00:47:15.2Z,2,REGULAR,substitution,out,[],203497,,,1610612760,25,37,2022-10-24T00:47:37Z,1980000,,,0,,SUB out: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT07M42.00S,2022-10-24T00:47:15.2Z,2,REGULAR,substitution,in,[],1630526,,,1610612760,25,37,2022-10-24T00:47:37Z,1990000,,,0,,SUB in: J. Robinson-Earl,[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT07M42.00S,2022-10-24T00:47:15.2Z,2,REGULAR,substitution,in,[],1626157,,,1610612760,25,37,2022-10-24T00:47:37Z,2000000,,,0,,SUB in: K. Towns,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT07M42.00S,2022-10-24T00:47:15.2Z,2,REGULAR,substitution,in,[],1630183,,,1610612760,25,37,2022-10-24T00:47:37Z,2010000,,,0,,SUB in: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT07M27.00S,2022-10-24T00:48:00.7Z,2,REGULAR,3pt,Jump Shot,[],203488,28.07161629434954,76.7156862745098,1610612760,28,37,2022-10-24T00:48:06Z,2030000,-134.0,211.0,1,left,M. Muscala 25' 3PT  (3 PTS) (J. Robinson-Earl 2 AST),"[203488, 1630526]",1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,Above the Break 3,24+ Left Center,25.01,Made,3.0,J. Robinson-Earl,1630526.0,2.0,,,,,,,,,,,,,,
207,PT07M11.00S,2022-10-24T00:48:16.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629669,93.9060446780552,44.85294117647059,1610612750,28,37,2022-10-24T00:48:25Z,2050000,-26.0,5.0,1,right,MISS J. Nowell driving Layup,[1629669],1610612750.0,MIN,driving,,,Nowell,J. Nowell,,,,,Restricted Area,0-8 Center,2.61,Missed,,,,,,,,,,,,,,,,,,
208,PT07M08.00S,2022-10-24T00:48:19.3Z,2,REGULAR,rebound,offensive,[],1629669,,,1610612750,28,37,2022-10-24T00:48:25Z,2060000,,,0,,J. Nowell REBOUND (Off:1 Def:2),[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,Restricted Area,0-8 Center,,,,,,,207.0,3.0,2.0,1.0,,,,,,,,,,
209,PT07M08.00S,2022-10-24T00:48:18.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629669,93.77463863337714,45.588235294117645,1610612750,28,37,2022-10-24T00:48:30Z,2070000,-22.0,6.0,1,right,MISS J. Nowell putback Layup - blocked,"[1629669, 203488]",1610612750.0,MIN,putback,,,Nowell,J. Nowell,,,,,Restricted Area,0-8 Center,2.29,Missed,,,,,,,,,Muscala,203488.0,,,,,,,,
210,PT07M08.00S,2022-10-24T00:48:18.7Z,2,REGULAR,block,,[],203488,,,1610612750,28,37,2022-10-24T00:48:21Z,2080000,,,0,,M. Muscala BLOCK (1 BLK),[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
211,PT07M05.00S,2022-10-24T00:48:21.7Z,2,REGULAR,rebound,defensive,[],203488,,,1610612760,28,37,2022-10-24T00:48:21Z,2090000,,,0,,M. Muscala REBOUND (Off:1 Def:5),[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,Restricted Area,0-8 Center,,,,,,,209.0,6.0,5.0,1.0,,,,,,,,,,
212,PT06M55.00S,2022-10-24T00:48:31.7Z,2,REGULAR,2pt,Jump Shot,[],203488,12.040078843626807,66.66666666666666,1610612760,30,37,2022-10-24T00:48:38Z,2100000,-83.0,61.0,1,left,M. Muscala 10' turnaround fadeaway Jump Shot (5 PTS) (A. Wiggins 1 AST),"[203488, 1630598]",1610612760.0,OKC,turnaround fadeaway,,,Muscala,M. Muscala,,,,,Mid-Range,8-16 Left,10.31,Made,5.0,A. Wiggins,1630598.0,1.0,,,,,,,,,,,,,,
214,PT06M40.00S,2022-10-24T00:48:52.2Z,2,REGULAR,foul,personal,[],1630544,,,1610612750,30,37,2022-10-24T00:49:02Z,2120000,,,0,,T. Mann personal FOUL (2 PF),"[1630544, 1626157]",1610612760.0,OKC,,,,Mann,T. Mann,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,1627961.0,2.0,0.0,Towns,1626157.0
216,PT06M40.00S,2022-10-24T00:48:57.6Z,2,REGULAR,substitution,out,[],1630598,,,1610612750,30,37,2022-10-24T00:49:12Z,2140000,,,0,,SUB out: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT06M40.00S,2022-10-24T00:48:57.6Z,2,REGULAR,substitution,out,[],1629669,,,1610612750,30,37,2022-10-24T00:49:12Z,2150000,,,0,,SUB out: J. Nowell,[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT06M40.00S,2022-10-24T00:48:57.6Z,2,REGULAR,substitution,in,[],1629652,,,1610612750,30,37,2022-10-24T00:49:12Z,2160000,,,0,,SUB in: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT06M40.00S,2022-10-24T00:48:57.6Z,2,REGULAR,substitution,in,[],1630162,,,1610612750,30,37,2022-10-24T00:49:12Z,2170000,,,0,,SUB in: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT06M35.00S,2022-10-24T00:49:29.2Z,2,REGULAR,foul,personal,['2freethrow'],1630526,,,1610612750,30,37,2022-10-24T00:49:38Z,2180000,,,0,,J. Robinson-Earl shooting personal FOUL (1 PF) (Russell 2 FT),"[1630526, 1626156]",1610612760.0,OKC,shooting,,,Robinson-Earl,J. Robinson-Earl,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,202053.0,1.0,0.0,Russell,1626156.0
222,PT06M35.00S,2022-10-24T00:49:48.7Z,2,REGULAR,freethrow,1 of 2,[],1626156,,,1610612750,30,38,2022-10-24T00:49:48Z,2200000,,,0,,D. Russell Free Throw 1 of 2 (3 PTS),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
223,PT06M35.00S,2022-10-24T00:50:01.1Z,2,REGULAR,freethrow,2 of 2,[],1626156,,,1610612750,30,39,2022-10-24T00:50:01Z,2210000,,,0,,D. Russell Free Throw 2 of 2 (4 PTS),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
224,PT06M23.00S,2022-10-24T00:50:14.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629652,6.389618922470433,54.65686274509803,1610612760,30,39,2022-10-24T00:50:19Z,2220000,-23.0,8.0,1,left,MISS L. Dort driving Layup,[1629652],1610612760.0,OKC,driving,,,Dort,L. Dort,,,,,Restricted Area,0-8 Center,2.45,Missed,,,,,,,,,,,,,,,,,,
225,PT06M21.00S,2022-10-24T00:50:16.0Z,2,REGULAR,rebound,defensive,[],1626157,,,1610612750,30,39,2022-10-24T00:50:19Z,2230000,,,0,,K. Towns REBOUND (Off:0 Def:2),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,,,,,,,224.0,2.0,2.0,0.0,,,,,,,,,,
226,PT06M18.00S,2022-10-24T00:50:22.3Z,2,REGULAR,turnover,traveling,[],1630162,,,1610612750,30,39,2022-10-24T00:50:30Z,2240000,,,0,,A. Edwards traveling TURNOVER (3 TO),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,3.0,,,202053.0,,,,
227,PT06M09.00S,2022-10-24T00:50:40.4Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630544,19.66162943495401,50.245098039215684,1610612760,32,39,2022-10-24T00:50:47Z,2250000,-1.0,132.0,1,left,T. Mann 13' pullup Jump Shot (8 PTS),[1630544],1610612760.0,OKC,pullup,,,Mann,T. Mann,,,,,In The Paint (Non-RA),8-16 Center,13.23,Made,8.0,,,,,,,,,,,,,,,,,
228,PT05M59.00S,2022-10-24T00:50:49.4Z,2,REGULAR,turnover,bad pass,[],1626156,,,1610612750,32,39,2022-10-24T00:50:53Z,2260000,,,0,,D. Russell bad pass TURNOVER (1 TO),"[1626156, 1631172]",1610612750.0,MIN,,,,Russell,D. Russell,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,1.0,Dieng,1631172.0,,,,,
229,PT05M59.00S,2022-10-24T00:50:49.4Z,2,REGULAR,steal,,[],1631172,,,1610612760,32,39,2022-10-24T00:50:51Z,2270000,,,0,,O. Dieng STEAL (1 STL),[1631172],1610612760.0,OKC,,,,Dieng,O. Dieng,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
230,PT05M47.00S,2022-10-24T00:51:01.9Z,2,REGULAR,turnover,lost ball,[],1630544,,,1610612760,32,39,2022-10-24T00:51:07Z,2280000,,,0,,T. Mann lost ball TURNOVER (1 TO),"[1630544, 1630183]",1610612760.0,OKC,,,,Mann,T. Mann,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1.0,McDaniels,1630183.0,,,,,
231,PT05M47.00S,2022-10-24T00:51:01.9Z,2,REGULAR,steal,,[],1630183,,,1610612750,32,39,2022-10-24T00:51:04Z,2290000,,,0,,J. McDaniels STEAL (2 STL),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
232,PT05M29.00S,2022-10-24T00:51:19.6Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627854,89.83245729303549,35.53921568627451,1610612750,32,39,2022-10-24T00:51:37Z,2300000,-72.0,43.0,1,right,MISS B. Forbes 8' Jump Shot,[1627854],1610612750.0,MIN,,,,Forbes,B. Forbes,,,,,In The Paint (Non-RA),8-16 Left,8.42,Missed,,,,,,,,,,,,,,,,,,
233,PT05M29.00S,2022-10-24T00:51:19.6Z,2,REGULAR,rebound,offensive,[],1626157,,,1610612750,32,39,2022-10-24T00:51:37Z,2310000,,,0,,K. Towns REBOUND (Off:1 Def:2),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,232.0,3.0,2.0,1.0,,,,,,,,,,
234,PT05M29.00S,2022-10-24T00:51:30.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631172,,,1610612750,32,39,2022-10-24T00:52:58Z,2320000,,,0,,O. Dieng personal FOUL (1 PF) (Towns 2 FT),"[1631172, 1626157]",1610612760.0,OKC,,,,Dieng,O. Dieng,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,2534.0,1.0,0.0,Towns,1626157.0
236,PT05M29.00S,2022-10-24T00:52:03.0Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1626157,,,1610612750,32,40,2022-10-24T00:52:03Z,2340000,,,0,,K. Towns Free Throw 1 of 2 (3 PTS),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
237,PT05M29.00S,2022-10-24T00:52:03.0Z,2,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1626157,,,1610612750,32,41,2022-10-24T00:52:38Z,2350000,,,0,,K. Towns Free Throw 2 of 2 (4 PTS),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
238,PT05M14.00S,2022-10-24T00:52:40.3Z,2,REGULAR,3pt,Jump Shot,[],1630544,32.933639947437584,53.431372549019606,1610612760,32,41,2022-10-24T00:52:46Z,2360000,-17.0,257.0,1,left,MISS T. Mann 25' 3PT,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,Above the Break 3,24+ Center,25.77,Missed,,,,,,,,,,,,,,,,,,
239,PT05M14.00S,2022-10-24T00:52:40.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612760,32,41,2022-10-24T00:52:46Z,2370000,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,238.0,,,,,,,,,,,,,
240,PT05M14.00S,2022-10-24T00:52:44.7Z,2,REGULAR,foul,personal,[],1630183,,,1610612760,32,41,2022-10-24T00:52:54Z,2380000,,,0,,J. McDaniels loose ball personal FOUL (2 PF),"[1630183, 203488]",1610612750.0,MIN,loose ball,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,2534.0,2.0,0.0,Muscala,203488.0
242,PT05M03.00S,2022-10-24T00:53:08.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629652,4.681340341655716,47.549019607843135,1610612760,34,41,2022-10-24T00:53:16Z,2400000,12.0,-8.0,1,left,L. Dort driving reverse Layup (8 PTS) (O. Dieng 2 AST),"[1629652, 1631172]",1610612760.0,OKC,driving reverse,,,Dort,L. Dort,,,,,Restricted Area,0-8 Center,1.5,Made,8.0,O. Dieng,1631172.0,2.0,,,,,,,,,,,,,,
244,PT04M46.00S,2022-10-24T00:53:24.8Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1626157,90.62089356110381,50.49019607843137,1610612750,34,43,2022-10-24T00:53:29Z,2420000,2.0,36.0,1,right,K. Towns Hook (6 PTS) (D. Russell 5 AST),"[1626157, 1626156]",1610612750.0,MIN,,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,3.58,Made,6.0,D. Russell,1626156.0,5.0,,,,,,,,,,,,,,
246,PT04M32.00S,2022-10-24T00:53:38.9Z,2,REGULAR,turnover,lost ball,[],1629652,,,1610612760,34,43,2022-10-24T00:53:44Z,2440000,,,0,,L. Dort lost ball TURNOVER (1 TO),"[1629652, 1630183]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1.0,McDaniels,1630183.0,,,,,
247,PT04M32.00S,2022-10-24T00:53:38.9Z,2,REGULAR,steal,,[],1630183,,,1610612750,34,43,2022-10-24T00:53:41Z,2450000,,,0,,J. McDaniels STEAL (3 STL),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
248,PT04M25.00S,2022-10-24T00:53:48.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631172,,,1610612750,34,43,2022-10-24T00:54:29Z,2460000,,,0,,O. Dieng shooting personal FOUL (2 PF) (Towns 2 FT),"[1631172, 1626157]",1610612760.0,OKC,shooting,,,Dieng,O. Dieng,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,2534.0,2.0,0.0,Towns,1626157.0
250,PT04M25.00S,2022-10-24T00:54:24.1Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1626157,,,1610612750,34,44,2022-10-24T00:54:24Z,2480000,,,0,,K. Towns Free Throw 1 of 2 (7 PTS),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
251,PT04M25.00S,2022-10-24T00:54:24.6Z,2,REGULAR,substitution,out,[],1631172,,,1610612750,34,44,2022-10-24T00:54:39Z,2490000,,,0,,SUB out: O. Dieng,[1631172],1610612760.0,OKC,,,,Dieng,O. Dieng,,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT04M25.00S,2022-10-24T00:54:24.6Z,2,REGULAR,substitution,out,[],1630544,,,1610612750,34,44,2022-10-24T00:54:39Z,2500000,,,0,,SUB out: T. Mann,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT04M25.00S,2022-10-24T00:54:24.6Z,2,REGULAR,substitution,out,[],1627854,,,1610612750,34,44,2022-10-24T00:54:39Z,2510000,,,0,,SUB out: B. Forbes,[1627854],1610612750.0,MIN,,,,Forbes,B. Forbes,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT04M25.00S,2022-10-24T00:54:24.6Z,2,REGULAR,substitution,in,[],1629026,,,1610612750,34,44,2022-10-24T00:54:39Z,2520000,,,0,,SUB in: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT04M25.00S,2022-10-24T00:54:24.6Z,2,REGULAR,substitution,in,[],1630581,,,1610612750,34,44,2022-10-24T00:54:39Z,2530000,,,0,,SUB in: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT04M25.00S,2022-10-24T00:54:24.6Z,2,REGULAR,substitution,in,[],203497,,,1610612750,34,44,2022-10-24T00:54:39Z,2540000,,,0,,SUB in: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
