actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
173,PT00M02.80S,2022-11-02T00:37:21.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630581,6.521024967148489,48.28431372549019,1610612760,33,32,2022-11-02T00:37:27Z,1710000,9.0,9.0,1,left,MISS J. Giddey running Layup,[1630581],1610612760.0,OKC,running,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,,,,1.23,Missed,,,,,,,,,,,,,,,
174,PT00M00.40S,2022-11-02T00:37:24.3Z,1,REGULAR,rebound,defensive,[],1630181,,,1610612753,33,32,2022-11-02T00:37:24Z,1720000,,,0,,R. Hampton REBOUND (Off:0 Def:1),[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,173.0,1.0,1.0,0.0,,,,,,
175,PT00M00.00S,2022-11-02T00:37:34.7Z,1,REGULAR,period,end,[],0,,,1610612753,33,32,2022-11-02T00:37:34Z,1730000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT12M00.00S,2022-11-02T00:37:37.3Z,2,REGULAR,substitution,out,['startperiod'],1630198,,,1610612753,33,32,2022-11-02T00:40:02Z,1740000,,,0,,SUB out: I. Joe,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT12M00.00S,2022-11-02T00:37:37.3Z,2,REGULAR,substitution,out,['startperiod'],1630544,,,1610612753,33,32,2022-11-02T00:40:02Z,1750000,,,0,,SUB out: T. Mann,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT12M00.00S,2022-11-02T00:37:37.3Z,2,REGULAR,substitution,in,['startperiod'],1630598,,,1610612753,33,32,2022-11-02T00:40:02Z,1760000,,,0,,SUB in: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT12M00.00S,2022-11-02T00:37:37.3Z,2,REGULAR,substitution,in,['startperiod'],1631172,,,1610612753,33,32,2022-11-02T00:40:02Z,1770000,,,0,,SUB in: O. Dieng,[1631172],1610612760.0,OKC,,,,Dieng,O. Dieng,,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT12M00.00S,2022-11-02T00:40:12.4Z,2,REGULAR,period,start,[],0,,,1610612760,33,32,2022-11-02T00:40:12Z,1780000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT11M46.00S,2022-11-02T00:40:26.3Z,2,REGULAR,3pt,Jump Shot,[],1630197,9.543363994743759,96.32352941176471,1610612760,36,32,2022-11-02T00:40:30Z,1790000,-232.0,37.0,1,left,A. Pokusevski 3PT  (5 PTS) (J. Giddey 5 AST),"[1630197, 1630581]",1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,Left Corner 3,24+ Left,,,,23.46,Made,5.0,J. Giddey,1630581.0,5.0,,,,,,,,,,,
183,PT11M28.00S,2022-11-02T00:40:42.6Z,2,REGULAR,turnover,bad pass,[],1628964,,,1610612753,36,32,2022-11-02T00:40:46Z,1810000,,,0,,M. Bamba bad pass TURNOVER (1 TO),"[1628964, 1629647]",1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,Above the Break 3,24+ Center,1.0,Bazley,1629647.0,,,,,,,,,,,,,,,,,
184,PT11M28.00S,2022-11-02T00:40:42.6Z,2,REGULAR,steal,,[],1629647,,,1610612760,36,32,2022-11-02T00:40:44Z,1820000,,,0,,D. Bazley STEAL (1 STL),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
185,PT11M26.00S,2022-11-02T00:40:45.4Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629647,4.812746386333772,50.0,1610612760,38,32,2022-11-02T00:40:53Z,1830000,0.0,-7.0,1,left,D. Bazley running DUNK (4 PTS),[1629647],1610612760.0,OKC,running,,,Bazley,D. Bazley,,,,,Restricted Area,0-8 Center,,,,0.73,Made,4.0,,,,,,,,,,,,,,
186,PT11M15.00S,2022-11-02T00:40:56.1Z,2,REGULAR,3pt,Jump Shot,[],1630532,71.04139290407359,25.735294117647058,1610612753,38,32,2022-11-02T00:41:01Z,1840000,-121.0,220.0,1,right,MISS F. Wagner 25' 3PT,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Left Center,,,,25.1,Missed,,,,,,,,,,,,,,,
187,PT11M10.00S,2022-11-02T00:41:01.1Z,2,REGULAR,rebound,defensive,[],1631172,,,1610612760,38,32,2022-11-02T00:41:01Z,1850000,,,0,,O. Dieng REBOUND (Off:0 Def:1),[1631172],1610612760.0,OKC,,,,Dieng,O. Dieng,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,186.0,1.0,1.0,0.0,,,,,,
188,PT11M01.00S,2022-11-02T00:41:10.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630581,6.783837056504599,62.5,1610612760,40,32,2022-11-02T00:41:13Z,1860000,-62.0,11.0,1,left,J. Giddey 6' driving Layup (2 PTS),[1630581],1610612760.0,OKC,driving,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),0-8 Center,,,,6.35,Made,2.0,,,,,,,,,,,,,,
189,PT10M35.00S,2022-11-02T00:41:36.8Z,2,REGULAR,3pt,Jump Shot,[],1629643,81.42247043363994,7.107843137254902,1610612753,40,32,2022-11-02T00:41:42Z,1870000,-214.0,122.0,1,right,MISS C. Okeke 24' 3PT,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,Above the Break 3,24+ Left Center,,,,24.68,Missed,,,,,,,,,,,,,,,
190,PT10M29.00S,2022-11-02T00:41:42.8Z,2,REGULAR,rebound,defensive,[],1630598,,,1610612760,40,32,2022-11-02T00:41:42Z,1880000,,,0,,A. Wiggins REBOUND (Off:0 Def:1),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,189.0,1.0,1.0,0.0,,,,,,
191,PT10M21.00S,2022-11-02T00:41:50.0Z,2,REGULAR,3pt,Jump Shot,[],1630581,31.09395532194481,75.98039215686273,1610612760,40,32,2022-11-02T00:41:56Z,1890000,-130.0,240.0,1,left,MISS J. Giddey 27' pullup 3PT,[1630581],1610612760.0,OKC,pullup,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Left Center,,,,27.27,Missed,,,,,,,,,,,,,,,
192,PT10M19.00S,2022-11-02T00:41:52.0Z,2,REGULAR,rebound,offensive,[],1630197,,,1610612760,40,32,2022-11-02T00:41:56Z,1900000,,,0,,A. Pokusevski REBOUND (Off:1 Def:0),[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,191.0,1.0,0.0,1.0,,,,,,
193,PT10M16.00S,2022-11-02T00:41:56.3Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630598,2.3160315374507228,95.58823529411765,1610612760,40,32,2022-11-02T00:42:01Z,1910000,-228.0,-31.0,1,left,MISS A. Wiggins 3PT,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Left Corner 3,24+ Left,,,,23.0,Missed,,,,,,,,,,,,,,,
194,PT10M12.00S,2022-11-02T00:42:00.3Z,2,REGULAR,rebound,defensive,[],1630181,,,1610612753,40,32,2022-11-02T00:42:01Z,1920000,,,0,,R. Hampton REBOUND (Off:0 Def:2),[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,Left Corner 3,24+ Left,,,,,,,,,,,193.0,2.0,2.0,0.0,,,,,,
195,PT10M02.00S,2022-11-02T00:42:09.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630591,93.11760840998686,55.14705882352941,1610612753,40,34,2022-11-02T00:42:12Z,1930000,26.0,12.0,1,right,J. Suggs driving Layup (4 PTS) (R. Hampton 1 AST),"[1630591, 1630181]",1610612753.0,ORL,driving,,,Suggs,J. Suggs,,,,,Restricted Area,0-8 Center,,,,2.84,Made,4.0,R. Hampton,1630181.0,1.0,,,,,,,,,,,
197,PT09M52.00S,2022-11-02T00:42:18.6Z,2,REGULAR,3pt,Jump Shot,[],1630598,2.1846254927726676,95.34313725490196,1610612760,40,34,2022-11-02T00:42:24Z,1950000,-227.0,-32.0,1,left,MISS A. Wiggins 3PT,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Left Corner 3,24+ Left,,,,22.89,Missed,,,,,,,,,,,,,,,
198,PT09M49.00S,2022-11-02T00:42:21.6Z,2,REGULAR,rebound,defensive,[],1629643,,,1610612753,40,34,2022-11-02T00:42:24Z,1960000,,,0,,C. Okeke REBOUND (Off:1 Def:1),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,Left Corner 3,24+ Left,,,,,,,,,,,197.0,2.0,1.0,1.0,,,,,,
199,PT09M44.00S,2022-11-02T00:42:28.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630591,92.9862023653088,57.107843137254896,1610612753,40,34,2022-11-02T00:42:36Z,1970000,36.0,13.0,1,right,MISS J. Suggs running Layup,[1630591],1610612753.0,ORL,running,,,Suggs,J. Suggs,,,,,Restricted Area,0-8 Center,,,,3.79,Missed,,,,,,,,,,,,,,,
201,PT09M40.00S,2022-11-02T00:42:32.0Z,2,REGULAR,rebound,defensive,[],1630598,,,1610612760,40,34,2022-11-02T00:42:36Z,1990000,,,0,,A. Wiggins REBOUND (Off:0 Def:2),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,,,,,,,,,,,199.0,2.0,2.0,0.0,,,,,,
202,PT09M37.00S,2022-11-02T00:42:34.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630197,4.155716162943495,58.57843137254902,1610612760,40,34,2022-11-02T01:14:53Z,2000000,-43.0,-13.0,1,left,MISS A. Pokusevski cutting Layup - blocked,"[1630197, 1630181]",1610612760.0,OKC,cutting,,,Pokusevski,A. Pokusevski,,,,,In The Paint (Non-RA),0-8 Center,,,,4.49,Missed,,,,,,,,,,Hampton,1630181.0,,,,
208,PT09M37.00S,2022-11-02T00:42:34.7Z,2,REGULAR,block,,[],1630181,,,1610612760,40,34,2022-11-02T00:43:05Z,2005000,,,0,,R. Hampton BLOCK (1 BLK),[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
203,PT09M37.00S,2022-11-02T00:42:34.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612760,40,34,2022-11-02T00:49:17Z,2010000,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,202.0,,,,,,,,,
205,PT09M32.00S,2022-11-02T00:42:58.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630581,5.206964520367937,53.67647058823529,1610612760,42,34,2022-11-02T00:45:40Z,2030000,-18.0,-4.0,1,left,J. Giddey driving Layup (4 PTS),[1630581],1610612760.0,OKC,driving,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,,,,1.87,Made,4.0,,,,,,,,,,,,,,
206,PT09M32.00S,2022-11-02T00:43:01.4Z,2,REGULAR,foul,personal,['1freethrow'],1629643,,,1610612760,42,34,2022-11-02T00:43:08Z,2040000,,,0,,C. Okeke shooting personal FOUL (1 PF) (Giddey 1 FT),"[1629643, 1630581]",1610612753.0,ORL,shooting,,,Okeke,C. Okeke,,,,,Restricted Area,0-8 Center,,,,,,,,,,1626301.0,,,,,,,1.0,0.0,Giddey,1630581.0
209,PT09M32.00S,2022-11-02T00:43:21.5Z,2,REGULAR,freethrow,1 of 1,['2ndchance'],1630581,,,1610612760,43,34,2022-11-02T00:43:21Z,2060000,,,0,,J. Giddey Free Throw 1 of 1 (5 PTS),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,Made,5.0,,,,,,,,,,,,,,
210,PT09M21.00S,2022-11-02T00:43:38.1Z,2,REGULAR,foul,offensive,[],1628964,,,1610612753,43,34,2022-11-02T00:43:46Z,2070000,,,0,,M. Bamba offensive FOUL (1 PF),"[1628964, 1629647]",1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,Mid-Range,16-24 Left,,,,,,,,,,1626301.0,,,,,,,1.0,0.0,Bazley,1629647.0
212,PT09M21.00S,2022-11-02T00:43:38.1Z,2,REGULAR,turnover,offensive foul,[],1628964,,,1610612753,43,34,2022-11-02T00:43:38Z,2090000,,,0,,M. Bamba offensive foul TURNOVER (2 TO),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,Mid-Range,16-24 Left,2.0,,,,,,,,,1626301.0,,,,,,,,,,
213,PT09M21.00S,2022-11-02T00:43:45.3Z,2,REGULAR,substitution,out,[],1629647,,,1610612760,43,34,2022-11-02T00:43:49Z,2100000,,,0,,SUB out: D. Bazley,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT09M21.00S,2022-11-02T00:43:45.3Z,2,REGULAR,substitution,in,[],1630544,,,1610612760,43,34,2022-11-02T00:43:49Z,2110000,,,0,,SUB in: T. Mann,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT09M06.00S,2022-11-02T00:44:07.2Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630544,24.52365308804205,11.519607843137255,1610612760,43,34,2022-11-02T00:44:12Z,2120000,192.0,178.0,1,left,MISS T. Mann 26' step back 3PT - blocked,"[1630544, 1628964]",1610612760.0,OKC,step back,,,Mann,T. Mann,,,,,Above the Break 3,24+ Right Center,,,,26.21,Missed,,,,,,,,,,Bamba,1628964.0,,,,
216,PT09M06.00S,2022-11-02T00:44:07.2Z,2,REGULAR,block,,[],1628964,,,1610612760,43,34,2022-11-02T00:44:10Z,2130000,,,0,,M. Bamba BLOCK (1 BLK),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
217,PT09M02.00S,2022-11-02T00:44:11.2Z,2,REGULAR,rebound,defensive,[],1630591,,,1610612753,43,34,2022-11-02T00:44:12Z,2140000,,,0,,J. Suggs REBOUND (Off:0 Def:1),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,215.0,1.0,1.0,0.0,,,,,,
218,PT08M55.00S,2022-11-02T00:44:17.6Z,2,REGULAR,3pt,Jump Shot,[],1629643,68.9388961892247,75.24509803921569,1610612753,43,37,2022-11-02T00:44:21Z,2150000,126.0,239.0,1,right,C. Okeke 27' 3PT  (3 PTS) (F. Wagner 1 AST),"[1629643, 1630532]",1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,Above the Break 3,24+ Right Center,,,,27.07,Made,3.0,F. Wagner,1630532.0,1.0,,,,,,,,,,,
220,PT08M37.00S,2022-11-02T00:44:36.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630197,5.206964520367937,54.41176470588235,1610612760,45,37,2022-11-02T00:44:40Z,2170000,-22.0,-4.0,1,left,A. Pokusevski cutting Layup (7 PTS) (J. Giddey 6 AST),"[1630197, 1630581]",1610612760.0,OKC,cutting,,,Pokusevski,A. Pokusevski,,,,,Restricted Area,0-8 Center,,,,2.24,Made,7.0,J. Giddey,1630581.0,6.0,,,,,,,,,,,
222,PT08M18.00S,2022-11-02T00:44:54.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630532,89.04402102496715,44.11764705882353,1610612753,45,39,2022-11-02T00:44:58Z,2190000,-29.0,50.0,1,right,F. Wagner turnaround Jump Shot (7 PTS),[1630532],1610612753.0,ORL,turnaround,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),0-8 Center,,,,5.84,Made,7.0,,,,,,,,,,,,,,
223,PT08M08.00S,2022-11-02T00:45:04.6Z,2,REGULAR,3pt,Jump Shot,[],1630581,23.078186596583443,86.76470588235294,1610612760,45,39,2022-11-02T00:45:09Z,2200000,-184.0,164.0,1,left,MISS J. Giddey 24' pullup 3PT,[1630581],1610612760.0,OKC,pullup,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Left Center,,,,24.66,Missed,,,,,,,,,,,,,,,
224,PT08M06.00S,2022-11-02T00:45:06.6Z,2,REGULAR,rebound,defensive,[],1628964,,,1610612753,45,39,2022-11-02T00:45:09Z,2210000,,,0,,M. Bamba REBOUND (Off:1 Def:2),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,223.0,3.0,2.0,1.0,,,,,,
225,PT07M56.00S,2022-11-02T00:45:16.4Z,2,REGULAR,3pt,Jump Shot,[],1630181,94.1688567674113,94.6078431372549,1610612753,45,42,2022-11-02T02:00:59Z,2220000,223.0,2.0,1,right,R. Hampton 3PT step back (6 PTS),[1630181],1610612753.0,ORL,step back,,,Hampton,R. Hampton,,,,,Right Corner 3,24+ Right,,,,22.3,Made,6.0,,,,,,,,,,,,,,
226,PT07M56.00S,2022-11-02T00:45:21.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,45,42,2022-11-02T00:45:21Z,2230000,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT07M56.00S,2022-11-02T00:47:29.9Z,2,REGULAR,substitution,out,[],1630581,,,1610612760,45,42,2022-11-02T00:48:04Z,2240000,,,0,,SUB out: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT07M56.00S,2022-11-02T00:47:29.9Z,2,REGULAR,substitution,out,[],1631172,,,1610612760,45,42,2022-11-02T00:48:04Z,2250000,,,0,,SUB out: O. Dieng,[1631172],1610612760.0,OKC,,,,Dieng,O. Dieng,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT07M56.00S,2022-11-02T00:47:29.9Z,2,REGULAR,substitution,out,[],1630591,,,1610612760,45,42,2022-11-02T00:48:04Z,2260000,,,0,,SUB out: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT07M56.00S,2022-11-02T00:47:29.9Z,2,REGULAR,substitution,out,[],1630532,,,1610612760,45,42,2022-11-02T00:48:04Z,2270000,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT07M56.00S,2022-11-02T00:47:29.9Z,2,REGULAR,substitution,in,[],1631114,,,1610612760,45,42,2022-11-02T00:48:04Z,2280000,,,0,,SUB in: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT07M56.00S,2022-11-02T00:47:29.9Z,2,REGULAR,substitution,in,[],1629652,,,1610612760,45,42,2022-11-02T00:48:04Z,2290000,,,0,,SUB in: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT07M56.00S,2022-11-02T00:47:29.9Z,2,REGULAR,substitution,in,[],1631094,,,1610612760,45,42,2022-11-02T00:48:04Z,2300000,,,0,,SUB in: P. Banchero,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT07M56.00S,2022-11-02T00:47:29.9Z,2,REGULAR,substitution,in,[],1630284,,,1610612760,45,42,2022-11-02T00:48:04Z,2310000,,,0,,SUB in: K. Harris,[1630284],1610612753.0,ORL,,,,Harris,K. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT07M42.00S,2022-11-02T00:48:34.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631114,5.863994743758213,54.65686274509803,1610612760,47,42,2022-11-02T00:48:40Z,2320000,-23.0,3.0,1,left,J. Williams driving finger roll Layup (6 PTS),[1631114],1610612760.0,OKC,driving finger roll,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,,,,2.34,Made,6.0,,,,,,,,,,,,,,
236,PT07M28.00S,2022-11-02T00:48:52.9Z,2,REGULAR,foul,personal,[],1629652,,,1610612753,47,42,2022-11-02T00:49:21Z,2330000,,,0,,L. Dort personal FOUL (2 PF),"[1629652, 1631094]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1148.0,,,,,,,2.0,0.0,Banchero,1631094.0
238,PT07M17.00S,2022-11-02T00:49:20.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631094,91.80354796320631,38.72549019607843,1610612753,47,42,2022-11-02T00:49:25Z,2350000,-56.0,25.0,1,right,MISS P. Banchero 6' Layup - blocked,"[1631094, 1630197]",1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),0-8 Center,,,,6.15,Missed,,,,,,,,,,Pokusevski,1630197.0,,,,
239,PT07M17.00S,2022-11-02T00:49:20.7Z,2,REGULAR,block,,[],1630197,,,1610612753,47,42,2022-11-02T00:49:23Z,2360000,,,0,,A. Pokusevski BLOCK (1 BLK),[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
240,PT07M14.00S,2022-11-02T00:49:23.7Z,2,REGULAR,rebound,offensive,[],1629643,,,1610612753,47,42,2022-11-02T00:49:25Z,2370000,,,0,,C. Okeke REBOUND (Off:2 Def:1),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,238.0,3.0,1.0,2.0,,,,,,
241,PT07M10.00S,2022-11-02T00:49:27.1Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629643,95.74572930354796,2.450980392156863,1610612753,47,45,2022-11-02T00:49:31Z,2380000,-238.0,-13.0,1,right,C. Okeke 3PT  (6 PTS),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,Left Corner 3,24+ Left,,,,23.8,Made,6.0,,,,,,,,,,,,,,
242,PT07M01.00S,2022-11-02T00:49:36.2Z,2,REGULAR,3pt,Jump Shot,[],1630544,34.247700394218136,50.73529411764706,1610612760,50,45,2022-11-02T00:49:42Z,2390000,-4.0,269.0,1,left,T. Mann 26' 3PT pullup (3 PTS) (L. Dort 2 AST),"[1630544, 1629652]",1610612760.0,OKC,pullup,,,Mann,T. Mann,,,,,Above the Break 3,24+ Center,,,,26.94,Made,3.0,L. Dort,1629652.0,2.0,,,,,,,,,,,
244,PT06M47.00S,2022-11-02T00:49:50.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631094,91.40932982917214,54.65686274509803,1610612753,50,45,2022-11-02T00:51:06Z,2410000,23.0,28.0,1,right,MISS P. Banchero driving Layup,[1631094],1610612753.0,ORL,driving,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,,,,3.67,Missed,,,,,,,,,,,,,,,
245,PT06M45.00S,2022-11-02T00:49:52.3Z,2,REGULAR,rebound,defensive,[],1630598,,,1610612760,50,45,2022-11-02T00:49:54Z,2420000,,,0,,A. Wiggins REBOUND (Off:0 Def:3),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,,,,,,,,,,,244.0,3.0,3.0,0.0,,,,,,
246,PT06M41.00S,2022-11-02T00:49:56.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631114,5.863994743758213,46.568627450980394,1610612760,50,45,2022-11-02T00:50:03Z,2430000,17.0,3.0,1,left,MISS J. Williams running Layup,[1631114],1610612760.0,OKC,running,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,,,,1.74,Missed,,,,,,,,,,,,,,,
247,PT06M37.00S,2022-11-02T00:50:00.6Z,2,REGULAR,rebound,offensive,[],1630197,,,1610612760,50,45,2022-11-02T00:50:03Z,2440000,,,0,,A. Pokusevski REBOUND (Off:2 Def:0),[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,Restricted Area,0-8 Center,,,,,,,,,,,246.0,2.0,0.0,2.0,,,,,,
248,PT06M36.00S,2022-11-02T00:50:00.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630197,5.469776609724048,50.245098039215684,1610612760,52,45,2022-11-02T00:50:06Z,2450000,-1.0,-1.0,1,left,A. Pokusevski putback Layup (9 PTS),[1630197],1610612760.0,OKC,putback,,,Pokusevski,A. Pokusevski,,,,,Restricted Area,0-8 Center,,,,0.16,Made,9.0,,,,,,,,,,,,,,
249,PT06M27.00S,2022-11-02T00:50:10.4Z,2,REGULAR,3pt,Jump Shot,[],1630181,71.17279894875165,22.794117647058822,1610612753,52,45,2022-11-02T00:50:18Z,2460000,-136.0,218.0,1,right,MISS R. Hampton 25' step back 3PT,[1630181],1610612753.0,ORL,step back,,,Hampton,R. Hampton,,,,,Above the Break 3,24+ Left Center,,,,25.74,Missed,,,,,,,,,,,,,,,
250,PT06M25.00S,2022-11-02T00:50:12.4Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612760,52,45,2022-11-02T00:50:18Z,2470000,,,0,,TEAM defensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,249.0,,,,,,,,,
252,PT06M25.00S,2022-11-02T00:50:16.7Z,2,REGULAR,substitution,out,[],1630598,,,1610612760,52,45,2022-11-02T00:50:27Z,2490000,,,0,,SUB out: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT06M25.00S,2022-11-02T00:50:16.7Z,2,REGULAR,substitution,in,[],1628983,,,1610612760,52,45,2022-11-02T00:50:27Z,2500000,,,0,,SUB in: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT06M08.00S,2022-11-02T00:50:48.6Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630197,8.229303547963205,49.01960784313725,1610612760,52,45,2022-11-02T00:50:52Z,2510000,5.0,25.0,1,left,MISS A. Pokusevski Hook,[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,Restricted Area,0-8 Center,,,,2.54,Missed,,,,,,,,,,,,,,,
