actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
170,PT11M33.00S,2024-02-23T01:37:11.4Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1627826,6.1268068331143235,45.09803921568628,1610612746,35,33,2024-02-23T01:37:16Z,1660000,False,25.0,5.0,1,left,MISS I. Zubac DUNK,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,2.5,Missed,,,,,,,,,,,,,,,,,,
171,PT11M31.00S,2024-02-23T01:37:13.5Z,2,REGULAR,rebound,defensive,[],1631096,,,1610612760,35,33,2024-02-23T01:37:13Z,1670000,False,,,0,,C. Holmgren REBOUND (Off:0 Def:1),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,,,,,,,170.0,1.0,1.0,0.0,,,,,,,,,,
172,PT11M18.00S,2024-02-23T01:37:25.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630598,94.56307490144546,54.166666666666664,1610612760,35,33,2024-02-23T01:37:30Z,1680000,False,21.0,-1.0,1,right,MISS A. Wiggins driving Layup,[1630598],1610612760.0,OKC,driving,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,2.08,Missed,,,,,,,,,,,,,,,,,,
173,PT11M16.00S,2024-02-23T01:37:27.9Z,2,REGULAR,rebound,defensive,[],1627826,,,1610612746,35,33,2024-02-23T01:37:30Z,1690000,False,,,0,,I. Zubac REBOUND (Off:1 Def:2),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,,,,,,,172.0,3.0,2.0,1.0,,,,,,,,,,
174,PT11M01.00S,2024-02-23T01:37:42.6Z,2,REGULAR,3pt,Jump Shot,[],1626181,25.57490144546649,79.41176470588235,1610612746,35,33,2024-02-23T01:46:45Z,1700000,False,-147.0,188.0,1,left,MISS N. Powell 3PT,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,Above the Break 3,24+ Left Center,23.86,Missed,,,,,,,,,,,,,,,,,,
175,PT10M58.00S,2024-02-23T01:37:45.6Z,2,REGULAR,rebound,defensive,[],202330,,,1610612760,35,33,2024-02-23T01:37:50Z,1710000,False,,,0,,G. Hayward REBOUND (Off:0 Def:1),[202330],1610612760.0,OKC,,,,Hayward,G. Hayward,,,,,Mid-Range,16-24 Left Center,,,,,,,174.0,1.0,1.0,0.0,,,,,,,,,,
176,PT10M43.00S,2024-02-23T01:38:01.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631096,89.70105124835742,52.94117647058824,1610612760,37,33,2024-02-23T01:38:04Z,1720000,False,15.0,44.0,1,right,C. Holmgren turnaround Jump Shot (8 PTS),[1631096],1610612760.0,OKC,turnaround,,,Holmgren,C. Holmgren,,,,,In The Paint (Non-RA),0-8 Center,4.67,Made,8.0,,,,,,,,,,,,,,,,,
177,PT10M30.00S,2024-02-23T01:38:14.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202331,5.469776609724048,45.34313725490196,1610612746,37,33,2024-02-23T01:38:18Z,1730000,False,23.0,-1.0,1,left,MISS P. George driving Layup,[202331],1610612746.0,LAC,driving,,,George,P. George,,,,,Restricted Area,0-8 Center,2.33,Missed,,,,,,,,,,,,,,,,,,
178,PT10M28.00S,2024-02-23T01:38:16.1Z,2,REGULAR,rebound,defensive,[],1630598,,,1610612760,37,33,2024-02-23T01:38:18Z,1740000,False,,,0,,A. Wiggins REBOUND (Off:1 Def:1),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,,,,,,,177.0,2.0,1.0,1.0,,,,,,,,,,
179,PT10M23.00S,2024-02-23T01:38:20.6Z,2,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",202330,88.12417871222075,46.32352941176471,1610612760,37,33,2024-02-23T01:47:05Z,1750000,False,-18.0,59.0,1,right,MISS G. Hayward 6' driving floating Shot,[202330],1610612760.0,OKC,driving floating,,,Hayward,G. Hayward,,,,,In The Paint (Non-RA),0-8 Center,6.19,Missed,,,,,,,,,,,,,,,,,,
180,PT10M21.00S,2024-02-23T01:38:22.6Z,2,REGULAR,rebound,defensive,[],201935,,,1610612746,37,33,2024-02-23T01:38:27Z,1760000,False,,,0,,J. Harden REBOUND (Off:1 Def:2),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,179.0,3.0,2.0,1.0,,,,,,,,,,
181,PT10M17.00S,2024-02-23T01:38:27.5Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629599,17.559132720105126,6.862745098039216,1610612746,37,33,2024-02-23T01:47:18Z,1770000,False,216.0,113.0,1,left,MISS A. Coffey 24' running 3PT,[1629599],1610612746.0,LAC,running,,,Coffey,A. Coffey,,,,,Above the Break 3,24+ Right Center,24.33,Missed,,,,,,,,,,,,,,,,,,
182,PT10M14.00S,2024-02-23T01:38:30.0Z,2,REGULAR,rebound,defensive,[],202330,,,1610612760,37,33,2024-02-23T01:38:30Z,1780000,False,,,0,,G. Hayward REBOUND (Off:0 Def:2),[202330],1610612760.0,OKC,,,,Hayward,G. Hayward,,,,,Above the Break 3,24+ Right Center,,,,,,,181.0,2.0,2.0,0.0,,,,,,,,,,
183,PT10M02.00S,2024-02-23T01:38:41.4Z,2,REGULAR,3pt,Jump Shot,[],1630598,87.59855453350855,4.6568627450980395,1610612760,40,33,2024-02-23T01:38:47Z,1790000,False,-227.0,64.0,1,right,A. Wiggins 3PT  (6 PTS) (C. Holmgren 1 AST),"[1630598, 1631096]",1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Left Corner 3,24+ Left,23.56,Made,6.0,,,,,,,,,,C. Holmgren,1631096.0,1.0,,,,,
185,PT09M46.00S,2024-02-23T01:38:58.9Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1627826,15.062417871222076,45.09803921568628,1610612746,40,33,2024-02-23T01:39:04Z,1810000,False,25.0,89.0,1,left,MISS I. Zubac 9' Hook,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),8-16 Center,9.24,Missed,,,,,,,,,,,,,,,,,,
186,PT09M40.00S,2024-02-23T01:39:04.9Z,2,REGULAR,rebound,offensive,[],201935,,,1610612746,40,33,2024-02-23T01:49:19Z,1820000,False,,,0,,J. Harden REBOUND (Off:2 Def:2),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,185.0,4.0,2.0,2.0,,,,,,,,,,
187,PT09M39.00S,2024-02-23T01:39:05.4Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1626181,5.995400788436268,61.274509803921575,1610612746,40,35,2024-02-23T01:39:09Z,1830000,False,-56.0,4.0,1,left,N. Powell driving bank Jump Shot (2 PTS) (P. George 2 AST),"[1626181, 202331]",1610612746.0,LAC,driving bank,,,Powell,N. Powell,,,,,In The Paint (Non-RA),0-8 Center,5.65,Made,2.0,,,,,,,,,,P. George,202331.0,2.0,,,,,
190,PT09M13.00S,2024-02-23T01:39:45.4Z,2,REGULAR,3pt,Jump Shot,[],1631096,71.43561103810775,17.647058823529413,1610612760,40,35,2024-02-23T02:15:17Z,1860000,False,-162.0,216.0,1,right,MISS C. Holmgren 26' pullup 3PT - blocked,"[1631096, 1626181]",1610612760.0,OKC,pullup,,,Holmgren,C. Holmgren,,,,,Above the Break 3,24+ Left Center,26.99,Missed,,,,,,,,,Powell,1626181.0,,,,,,,,
312,PT09M13.00S,2024-02-23T01:39:45.4Z,2,REGULAR,block,,[],1626181,,,1610612760,40,35,2024-02-23T02:14:09Z,1865000,False,,,0,,N. Powell BLOCK (1 BLK),[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
191,PT09M11.00S,2024-02-23T01:39:47.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612760,40,35,2024-02-23T02:14:09Z,1870000,False,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,190.0,,,,,,,,,,,,,
189,PT09M11.00S,2024-02-23T01:39:46.4Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612760,40,35,2024-02-23T01:44:22Z,1875000,False,,,0,,OKC shot clock Team TURNOVER,[],1610612760.0,OKC,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,2002.0,,,,
192,PT09M00.00S,2024-02-23T01:40:00.0Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],202331,23.99802890932983,35.049019607843135,1610612746,40,35,2024-02-23T01:40:12Z,1880000,False,75.0,173.0,1,left,MISS P. George 18' pullup Shot,[202331],1610612746.0,LAC,pullup,,,George,P. George,,,,,Mid-Range,16-24 Right Center,18.86,Missed,,,,,,,,,,,,,,,,,,
193,PT08M57.00S,2024-02-23T01:40:03.0Z,2,REGULAR,rebound,defensive,[],1631114,,,1610612760,40,35,2024-02-23T01:40:08Z,1890000,False,,,0,,J. Williams REBOUND (Off:0 Def:1),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Mid-Range,16-24 Right Center,,,,,,,192.0,1.0,1.0,0.0,,,,,,,,,,
194,PT08M51.00S,2024-02-23T01:40:09.1Z,2,REGULAR,3pt,Jump Shot,[],1630598,74.32654402102497,14.705882352941178,1610612760,40,35,2024-02-23T01:40:17Z,1900000,False,-176.0,189.0,1,right,MISS A. Wiggins 25' 3PT,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Left Center,25.85,Missed,,,,,,,,,,,,,,,,,,
195,PT08M48.00S,2024-02-23T01:40:12.1Z,2,REGULAR,rebound,defensive,[],202331,,,1610612746,40,35,2024-02-23T01:40:17Z,1910000,False,,,0,,P. George REBOUND (Off:1 Def:2),[202331],1610612746.0,LAC,,,,George,P. George,,,,,Above the Break 3,24+ Left Center,,,,,,,194.0,3.0,2.0,1.0,,,,,,,,,,
196,PT08M43.00S,2024-02-23T01:40:17.3Z,2,REGULAR,turnover,bad pass,[],201935,,,1610612746,40,35,2024-02-23T01:52:43Z,1920000,False,,,0,,J. Harden bad pass TURNOVER (2 TO),"[201935, 1630598]",1610612746.0,LAC,,,,Harden,J. Harden,,,,,Restricted Area,0-8 Center,,,,2.0,Wiggins,1630598.0,,,,,,,,,,,,,,
197,PT08M43.00S,2024-02-23T01:40:17.3Z,2,REGULAR,steal,,[],1630598,,,1610612760,40,35,2024-02-23T01:40:19Z,1930000,False,,,0,,A. Wiggins STEAL (1 STL),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
198,PT08M39.00S,2024-02-23T01:40:23.2Z,2,REGULAR,foul,personal,['2freethrow'],202331,,,1610612760,40,35,2024-02-23T01:40:31Z,1940000,False,,,0,,P. George shooting personal FOUL (1 PF) (Williams 2 FT),"[202331, 1631114]",1610612746.0,LAC,shooting,,,George,P. George,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1627962.0,1.0,0.0,Williams,1631114.0
200,PT08M39.00S,2024-02-23T01:40:55.3Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1631114,,,1610612760,41,35,2024-02-23T01:41:22Z,1960000,False,,,0,,J. Williams Free Throw 1 of 2 (4 PTS),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
201,PT08M39.00S,2024-02-23T01:40:55.3Z,2,REGULAR,freethrow,2 of 2,"['fromturnover', 'fastbreak']",1631114,,,1610612760,41,35,2024-02-23T01:41:22Z,1970000,False,,,0,,MISS J. Williams Free Throw 2 of 2,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
202,PT08M37.00S,2024-02-23T01:40:57.3Z,2,REGULAR,rebound,defensive,[],201935,,,1610612746,41,35,2024-02-23T01:41:22Z,1980000,False,,,0,,J. Harden REBOUND (Off:2 Def:3),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,,,,,,,,,201.0,5.0,3.0,2.0,,,,,,,,,,
203,PT08M22.00S,2024-02-23T01:41:31.4Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],202331,7.440867279894875,45.83333333333333,1610612746,41,35,2024-02-23T02:08:41Z,1990000,False,21.0,17.0,1,left,MISS P. George driving DUNK,[202331],1610612746.0,LAC,driving,,,George,P. George,,,,,Restricted Area,0-8 Center,2.71,Missed,,,,,,,,,,,,,,,,,,
205,PT08M19.00S,2024-02-23T01:41:34.4Z,2,REGULAR,rebound,defensive,[],1631114,,,1610612760,41,35,2024-02-23T01:41:37Z,2010000,False,,,0,,J. Williams REBOUND (Off:0 Def:2),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,,,,,,,203.0,2.0,2.0,0.0,,,,,,,,,,
313,PT08M17.00S,2024-02-23T01:41:33.9Z,2,REGULAR,turnover,lost ball,[],1631114,,,1610612760,41,35,2024-02-23T02:14:48Z,2015000,False,,,0,,J. Williams lost ball TURNOVER (1 TO),"[1631114, 201935]",1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Center,,,,1.0,Harden,201935.0,,,,,,,,,,,,,,
314,PT08M17.00S,2024-02-23T01:41:33.9Z,2,REGULAR,steal,,[],201935,,,1610612746,41,35,2024-02-23T02:14:48Z,2017500,False,,,0,,J. Harden STEAL (1 STL),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
208,PT08M13.00S,2024-02-23T01:41:43.3Z,2,REGULAR,foul,personal,['2freethrow'],1630598,,,1610612746,41,35,2024-02-23T01:41:59Z,2040000,False,,,0,,A. Wiggins shooting personal FOUL (1 PF) (Powell 2 FT),"[1630598, 1626181]",1610612760.0,OKC,shooting,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1627962.0,1.0,0.0,Powell,1626181.0
210,PT08M13.00S,2024-02-23T01:42:09.0Z,2,REGULAR,freethrow,1 of 2,"['fastbreak', 'fromturnover']",1626181,,,1610612746,41,36,2024-02-23T02:14:56Z,2060000,False,,,0,,N. Powell Free Throw 1 of 2 (3 PTS),[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
211,PT08M13.00S,2024-02-23T01:42:14.5Z,2,REGULAR,substitution,out,[],1630598,,,1610612746,41,36,2024-02-23T01:42:20Z,2070000,False,,,0,,SUB out: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT08M13.00S,2024-02-23T01:42:14.5Z,2,REGULAR,substitution,in,[],1630198,,,1610612746,41,36,2024-02-23T01:42:20Z,2080000,False,,,0,,SUB in: I. Joe,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT08M13.00S,2024-02-23T01:42:09.0Z,2,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1626181,,,1610612746,41,36,2024-02-23T02:14:56Z,2090000,False,,,0,,MISS N. Powell Free Throw 2 of 2,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
214,PT08M11.00S,2024-02-23T01:42:11.0Z,2,REGULAR,rebound,defensive,[],1631096,,,1610612760,41,36,2024-02-23T01:42:37Z,2100000,False,,,0,,C. Holmgren REBOUND (Off:0 Def:2),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,,,,,,213.0,2.0,2.0,0.0,,,,,,,,,,
215,PT08M01.00S,2024-02-23T01:42:44.1Z,2,REGULAR,3pt,Jump Shot,[],1631096,69.99014454664915,23.284313725490197,1610612760,44,36,2024-02-23T01:42:48Z,2110000,False,-134.0,230.0,1,right,C. Holmgren 26' 3PT  (11 PTS) (J. Williams 2 AST),"[1631096, 1631114]",1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Above the Break 3,24+ Left Center,26.56,Made,11.0,,,,,,,,,,J. Williams,1631114.0,2.0,,,,,
217,PT07M44.00S,2024-02-23T01:43:00.4Z,2,REGULAR,3pt,Jump Shot,[],1626181,7.966491458607096,3.6764705882352944,1610612746,44,39,2024-02-23T01:43:07Z,2130000,False,232.0,22.0,1,left,N. Powell 3PT  (6 PTS) (A. Coffey 2 AST),"[1626181, 1629599]",1610612746.0,LAC,,,,Powell,N. Powell,,,,,Right Corner 3,24+ Right,23.27,Made,6.0,,,,,,,,,,A. Coffey,1629599.0,2.0,,,,,
219,PT07M31.00S,2024-02-23T01:43:13.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631096,91.67214191852825,53.92156862745098,1610612760,44,39,2024-02-23T01:55:41Z,2150000,False,20.0,26.0,1,right,MISS C. Holmgren floating Shot,[1631096],1610612760.0,OKC,floating,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,3.24,Missed,,,,,,,,,,,,,,,,,,
220,PT07M31.00S,2024-02-23T01:43:13.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612760,44,39,2024-02-23T01:43:36Z,2160000,False,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,219.0,,,,,,,,,,,,,
221,PT07M31.00S,2024-02-23T01:43:31.7Z,2,REGULAR,turnover,traveling,[],1631096,,,1610612760,44,39,2024-02-23T01:43:51Z,2170000,False,,,0,,C. Holmgren traveling TURNOVER (2 TO),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,,,,2.0,,,,,,,,,,,,2002.0,,,,
222,PT07M31.00S,2024-02-23T01:43:34.7Z,2,REGULAR,substitution,out,[],1641717,,,1610612746,44,39,2024-02-23T01:43:43Z,2180000,False,,,0,,SUB out: C. Wallace,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT07M31.00S,2024-02-23T01:43:34.7Z,2,REGULAR,substitution,in,[],1629652,,,1610612746,44,39,2024-02-23T01:43:43Z,2190000,False,,,0,,SUB in: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT07M21.00S,2024-02-23T01:43:51.3Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],201935,33.327858081471746,64.95098039215686,1610612746,44,42,2024-02-23T01:43:57Z,2200000,False,-75.0,261.0,1,left,J. Harden 27' 3PT pullup (7 PTS),[201935],1610612746.0,LAC,pullup,,,Harden,J. Harden,,,,,Above the Break 3,24+ Center,27.13,Made,7.0,,,,,,,,,,,,,,,,,
225,PT07M20.00S,2024-02-23T01:43:56.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,44,42,2024-02-23T01:43:56Z,2210000,False,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT07M02.00S,2024-02-23T01:47:00.1Z,2,REGULAR,3pt,Jump Shot,[],1631096,94.30026281208936,1.4705882352941175,1610612760,44,42,2024-02-23T01:47:04Z,2220000,False,-243.0,1.0,1,right,MISS C. Holmgren 24' 3PT,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Left Corner 3,24+ Left,24.26,Missed,,,,,,,,,,,,,,,,,,
227,PT06M58.00S,2024-02-23T01:47:04.1Z,2,REGULAR,rebound,defensive,[],202331,,,1610612746,44,42,2024-02-23T01:47:04Z,2230000,False,,,0,,P. George REBOUND (Off:1 Def:3),[202331],1610612746.0,LAC,,,,George,P. George,,,,,Left Corner 3,24+ Left,,,,,,,226.0,4.0,3.0,1.0,,,,,,,,,,
228,PT06M48.00S,2024-02-23T01:47:15.6Z,2,REGULAR,foul,personal,[],1629652,,,1610612746,44,42,2024-02-23T01:47:22Z,2240000,False,,,0,,L. Dort personal FOUL (2 PF),"[1629652, 201935]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,2002.0,2.0,0.0,Harden,201935.0
230,PT06M38.00S,2024-02-23T01:47:45.1Z,2,REGULAR,3pt,Jump Shot,[],1626181,4.812746386333772,95.09803921568627,1610612746,44,45,2024-02-23T01:47:48Z,2260000,False,-225.0,-7.0,1,left,N. Powell 3PT  (9 PTS) (A. Coffey 3 AST),"[1626181, 1629599]",1610612746.0,LAC,,,,Powell,N. Powell,,,,,Left Corner 3,24+ Left,22.56,Made,9.0,,,,,,,,,,A. Coffey,1629599.0,3.0,,,,,
232,PT06M21.00S,2024-02-23T01:48:01.3Z,2,REGULAR,2pt,Jump Shot,[],1631114,79.05716162943496,38.970588235294116,1610612760,46,45,2024-02-23T01:48:08Z,2280000,False,-55.0,144.0,1,right,J. Williams 15' turnaround fadeaway Jump Shot (6 PTS),[1631114],1610612760.0,OKC,turnaround fadeaway,,,Williams,J. Williams,,,,,Mid-Range,8-16 Center,15.46,Made,6.0,,,,,,,,,,,,,,,,,
233,PT06M09.00S,2024-02-23T01:48:20.3Z,2,REGULAR,foul,offensive,[],1627826,,,1610612746,46,45,2024-02-23T01:48:26Z,2290000,False,,,0,,I. Zubac offensive FOUL (1 PF),"[1627826, 1629652]",1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,2002.0,1.0,0.0,Dort,1629652.0
235,PT06M09.00S,2024-02-23T01:48:20.3Z,2,REGULAR,turnover,offensive foul,[],1627826,,,1610612746,46,45,2024-02-23T01:48:20Z,2310000,False,,,0,,I. Zubac offensive foul TURNOVER (1 TO),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Mid-Range,16-24 Left Center,,,,1.0,,,,,,,,,,,,2002.0,,,,
236,PT06M09.00S,2024-02-23T01:48:25.0Z,2,REGULAR,substitution,out,[],1631114,,,1610612760,46,45,2024-02-23T01:48:40Z,2320000,False,,,0,,SUB out: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT06M09.00S,2024-02-23T01:48:25.0Z,2,REGULAR,substitution,out,[],202330,,,1610612760,46,45,2024-02-23T01:48:40Z,2330000,False,,,0,,SUB out: G. Hayward,[202330],1610612760.0,OKC,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT06M09.00S,2024-02-23T01:48:25.0Z,2,REGULAR,substitution,out,[],1629599,,,1610612760,46,45,2024-02-23T01:48:40Z,2340000,False,,,0,,SUB out: A. Coffey,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT06M09.00S,2024-02-23T01:48:25.0Z,2,REGULAR,substitution,in,[],1628983,,,1610612760,46,45,2024-02-23T01:48:40Z,2350000,False,,,0,,SUB in: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT06M09.00S,2024-02-23T01:48:25.0Z,2,REGULAR,substitution,in,[],1630581,,,1610612760,46,45,2024-02-23T01:48:40Z,2360000,False,,,0,,SUB in: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT06M09.00S,2024-02-23T01:48:25.0Z,2,REGULAR,substitution,in,[],202695,,,1610612760,46,45,2024-02-23T01:48:40Z,2370000,False,,,0,,SUB in: K. Leonard,[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT05M59.00S,2024-02-23T01:48:57.7Z,2,REGULAR,foul,personal,[],201935,,,1610612760,46,45,2024-02-23T01:49:03Z,2380000,False,,,0,,J. Harden personal FOUL (1 PF),"[201935, 1629652]",1610612746.0,LAC,,,,Harden,J. Harden,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,2714.0,1.0,0.0,Dort,1629652.0
244,PT05M53.00S,2024-02-23T01:49:20.0Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1628983,80.89684625492772,28.186274509803923,1610612760,46,45,2024-02-23T01:58:06Z,2400000,False,-109.0,127.0,1,right,MISS S. Gilgeous-Alexander 16' step back Shot,[1628983],1610612760.0,OKC,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,16-24 Left Center,16.75,Missed,,,,,,,,,,,,,,,,,,
245,PT05M48.00S,2024-02-23T01:49:25.0Z,2,REGULAR,rebound,defensive,[],202695,,,1610612746,46,45,2024-02-23T01:49:27Z,2410000,False,,,0,,K. Leonard REBOUND (Off:0 Def:1),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Mid-Range,16-24 Left Center,,,,,,,244.0,1.0,1.0,0.0,,,,,,,,,,
246,PT05M41.00S,2024-02-23T01:49:31.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627826,5.601182654402102,46.568627450980394,1610612746,46,45,2024-02-23T01:59:04Z,2420000,False,17.0,0.0,1,left,MISS I. Zubac Layup,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,1.72,Missed,,,,,,,,,,,,,,,,,,
247,PT05M39.00S,2024-02-23T01:49:33.3Z,2,REGULAR,rebound,defensive,[],1631096,,,1610612760,46,45,2024-02-23T01:49:39Z,2430000,False,,,0,,C. Holmgren REBOUND (Off:0 Def:3),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,,,,,,,246.0,3.0,3.0,0.0,,,,,,,,,,
248,PT05M26.00S,2024-02-23T01:49:46.3Z,2,REGULAR,2pt,Jump Shot,[],1628983,95.6143232588699,74.75490196078431,1610612760,48,45,2024-02-23T01:49:51Z,2440000,False,124.0,-11.0,1,right,S. Gilgeous-Alexander 12' fadeaway Jump Shot (13 PTS) (C. Holmgren 2 AST),"[1628983, 1631096]",1610612760.0,OKC,fadeaway,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,8-16 Right,12.43,Made,13.0,,,,,,,,,,C. Holmgren,1631096.0,2.0,,,,,
250,PT05M11.00S,2024-02-23T01:50:00.5Z,2,REGULAR,3pt,Jump Shot,[],1626181,3.235873850197109,95.83333333333334,1610612746,48,45,2024-02-23T01:50:05Z,2460000,False,-229.0,-22.0,1,left,MISS N. Powell 3PT,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,Left Corner 3,24+ Left,23.03,Missed,,,,,,,,,,,,,,,,,,
