actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
249,PT05M57.00S,2024-02-01T01:49:58.4Z,2,REGULAR,foul,personal,['2freethrow'],203200,,,1610612760,33,42,2024-02-01T01:50:03Z,2480000,False,,,0,,J. Holiday shooting personal FOUL (2 PF) (Micic 2 FT),"[203200, 203995]",1610612743.0,DEN,shooting,,,Holiday,J. Holiday,,,,,Restricted Area,0-8 Center,200832.0,,,,,,,,,2.0,0.0,Micic,203995.0,,,,,,,
251,PT05M57.00S,2024-02-01T01:50:24.7Z,2,REGULAR,freethrow,1 of 2,[],203995,,,1610612760,33,42,2024-02-01T01:50:24Z,2500000,False,,,0,,MISS V. Micic Free Throw 1 of 2,[203995],1610612760.0,OKC,,,,Micic,V. Micic,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
252,PT05M57.00S,2024-02-01T01:50:24.7Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612760,33,42,2024-02-01T01:50:24Z,2510000,False,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,,,251.0,,,,,,,,,,,,,,,,
253,PT05M57.00S,2024-02-01T01:50:25.5Z,2,REGULAR,substitution,out,[],203200,,,1610612760,33,42,2024-02-01T01:50:30Z,2520000,False,,,0,,SUB out: J. Holiday,[203200],1610612743.0,DEN,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT05M57.00S,2024-02-01T01:50:25.5Z,2,REGULAR,substitution,in,[],203484,,,1610612760,33,42,2024-02-01T01:50:30Z,2530000,False,,,0,,SUB in: K. Caldwell-Pope,[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT05M57.00S,2024-02-01T01:50:33.4Z,2,REGULAR,substitution,out,[],1630598,,,1610612760,33,42,2024-02-01T01:50:39Z,2540000,False,,,0,,SUB out: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT05M57.00S,2024-02-01T01:50:33.4Z,2,REGULAR,substitution,in,[],1628983,,,1610612760,33,42,2024-02-01T01:50:39Z,2550000,False,,,0,,SUB in: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT05M57.00S,2024-02-01T01:50:53.4Z,2,REGULAR,freethrow,2 of 2,[],203995,,,1610612760,34,42,2024-02-01T01:50:53Z,2560000,False,,,0,,V. Micic Free Throw 2 of 2 (7 PTS),[203995],1610612760.0,OKC,,,,Micic,V. Micic,,,,,,,,,Made,,,,,,,,,,,7.0,,,,,,
259,PT05M36.00S,2024-02-01T01:51:17.3Z,2,REGULAR,2pt,Jump Shot,[],1627750,85.49605781865965,73.52941176470588,1610612743,34,42,2024-02-01T01:52:44Z,2570000,False,118.0,84.0,1,right,MISS J. Murray 14' Jump Shot,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Mid-Range,8-16 Right,,14.44,Missed,,,,,,,,,,,,,,,,,
260,PT05M33.00S,2024-02-01T01:51:20.3Z,2,REGULAR,rebound,offensive,[],1627750,,,1610612743,34,42,2024-02-01T01:51:23Z,2580000,False,,,0,,J. Murray REBOUND (Off:1 Def:0),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Mid-Range,8-16 Right,,,,259.0,1.0,0.0,1.0,,,,,,,,,,,,,
261,PT05M29.00S,2024-02-01T01:51:24.1Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],203484,77.34888304862024,9.068627450980392,1610612743,34,42,2024-02-01T01:51:28Z,2590000,False,-205.0,160.0,1,right,MISS K. Caldwell-Pope 26' 3PT,[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Left Center,,26.01,Missed,,,,,,,,,,,,,,,,,
262,PT05M26.00S,2024-02-01T01:51:27.1Z,2,REGULAR,rebound,defensive,[],1629652,,,1610612760,34,42,2024-02-01T01:51:28Z,2600000,False,,,0,,L. Dort REBOUND (Off:0 Def:3),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Left Center,,,,261.0,3.0,3.0,0.0,,,,,,,,,,,,,
263,PT05M10.00S,2024-02-01T01:51:42.3Z,2,REGULAR,turnover,bad pass,[],1628983,,,1610612760,34,42,2024-02-01T01:51:46Z,2610000,False,,,0,,S. Gilgeous-Alexander bad pass TURNOVER (1 TO),"[1628983, 1631212]",1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,1.0,Watson,1631212.0
264,PT05M10.00S,2024-02-01T01:51:42.3Z,2,REGULAR,steal,,[],1631212,,,1610612743,34,42,2024-02-01T01:51:43Z,2620000,False,,,0,,P. Watson STEAL (1 STL),[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
265,PT05M07.00S,2024-02-01T01:51:52.2Z,2,REGULAR,foul,offensive,[],1631212,,,1610612743,34,42,2024-02-01T01:51:59Z,2630000,False,,,0,,P. Watson charge offensive FOUL (3 PF),"[1631212, 1631119]",1610612743.0,DEN,charge,,,Watson,P. Watson,,,,,In The Paint (Non-RA),0-8 Center,200832.0,,,,,,,,,3.0,0.0,Williams,1631119.0,,,,,,,
267,PT05M07.00S,2024-02-01T01:51:52.2Z,2,REGULAR,turnover,offensive foul,[],1631212,,,1610612743,34,42,2024-02-01T01:51:52Z,2650000,False,,,0,,P. Watson offensive foul TURNOVER (2 TO),[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,In The Paint (Non-RA),0-8 Center,200832.0,,,,,,,,,,,,,,,,,2.0,,
268,PT05M07.00S,2024-02-01T01:52:06.4Z,2,REGULAR,substitution,out,[],1631212,,,1610612760,34,42,2024-02-01T01:52:14Z,2660000,False,,,0,,SUB out: P. Watson,[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,
269,PT05M07.00S,2024-02-01T01:52:06.4Z,2,REGULAR,substitution,in,[],1629008,,,1610612760,34,42,2024-02-01T01:52:14Z,2670000,False,,,0,,SUB in: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT05M01.00S,2024-02-01T01:52:25.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203484,,,1610612760,34,42,2024-02-01T01:52:30Z,2680000,False,,,0,,K. Caldwell-Pope shooting personal FOUL (1 PF) (Gilgeous-Alexander 2 FT),"[203484, 1628983]",1610612743.0,DEN,shooting,,,Caldwell-Pope,K. Caldwell-Pope,,,,,In The Paint (Non-RA),8-16 Right,202007.0,,,,,,,,,1.0,0.0,Gilgeous-Alexander,1628983.0,,,,,,,
272,PT05M01.00S,2024-02-01T01:52:48.8Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1628983,,,1610612760,35,42,2024-02-01T01:52:48Z,2700000,False,,,0,,S. Gilgeous-Alexander Free Throw 1 of 2 (11 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,Made,,,,,,,,,,,11.0,,,,,,
273,PT05M01.00S,2024-02-01T01:52:49.3Z,2,REGULAR,substitution,out,[],203995,,,1610612760,35,42,2024-02-01T01:52:56Z,2710000,False,,,0,,SUB out: V. Micic,[203995],1610612760.0,OKC,,,,Micic,V. Micic,,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT05M01.00S,2024-02-01T01:52:49.3Z,2,REGULAR,substitution,out,[],1631128,,,1610612760,35,42,2024-02-01T01:52:56Z,2720000,False,,,0,,SUB out: C. Braun,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT05M01.00S,2024-02-01T01:52:49.3Z,2,REGULAR,substitution,in,[],1630581,,,1610612760,35,42,2024-02-01T01:52:56Z,2730000,False,,,0,,SUB in: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT05M01.00S,2024-02-01T01:52:49.3Z,2,REGULAR,substitution,in,[],202704,,,1610612760,35,42,2024-02-01T01:52:56Z,2740000,False,,,0,,SUB in: R. Jackson,[202704],1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT05M01.00S,2024-02-01T01:53:13.5Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1628983,,,1610612760,36,42,2024-02-01T01:53:13Z,2750000,False,,,0,,S. Gilgeous-Alexander Free Throw 2 of 2 (12 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,Made,,,,,,,,,,,12.0,,,,,,
278,PT04M44.00S,2024-02-01T01:53:34.9Z,2,REGULAR,foul,personal,[],1628983,,,1610612743,36,42,2024-02-01T01:53:41Z,2760000,False,,,0,,S. Gilgeous-Alexander personal FOUL (2 PF),"[1628983, 203932]",1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Left Center,202007.0,,,,,,,,,2.0,0.0,Gordon,203932.0,,,,,,,
280,PT04M33.00S,2024-02-01T01:54:01.3Z,2,REGULAR,foul,offensive,['inpenalty'],203932,,,1610612743,36,42,2024-02-01T01:54:07Z,2780000,False,,,0,,A. Gordon charge offensive FOUL (1 PF),"[203932, 1629026]",1610612743.0,DEN,charge,,,Gordon,A. Gordon,,,,,In The Paint (Non-RA),0-8 Center,200832.0,,,,,,,,,1.0,0.0,Williams,1629026.0,,,,,,,
282,PT04M33.00S,2024-02-01T01:54:01.3Z,2,REGULAR,turnover,offensive foul,[],203932,,,1610612743,36,42,2024-02-01T01:54:01Z,2800000,False,,,0,,A. Gordon offensive foul TURNOVER (1 TO),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,In The Paint (Non-RA),0-8 Center,200832.0,,,,,,,,,,,,,,,,,1.0,,
283,PT04M19.00S,2024-02-01T01:54:32.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628983,6.521024967148489,59.31372549019608,1610612760,36,42,2024-02-01T01:54:37Z,2810000,False,-47.0,9.0,1,left,MISS S. Gilgeous-Alexander driving Layup,[1628983],1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),0-8 Center,,4.74,Missed,,,,,,,,,,,,,,,,,
284,PT04M17.00S,2024-02-01T01:54:34.8Z,2,REGULAR,rebound,defensive,[],202704,,,1610612743,36,42,2024-02-01T01:54:37Z,2820000,False,,,0,,R. Jackson REBOUND (Off:0 Def:1),[202704],1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,In The Paint (Non-RA),0-8 Center,,,,283.0,1.0,1.0,0.0,,,,,,,,,,,,,
285,PT04M13.00S,2024-02-01T01:54:39.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203932,91.93495400788436,44.85294117647059,1610612743,36,42,2024-02-01T01:55:49Z,2830000,False,-26.0,23.0,1,right,MISS A. Gordon running Layup,[203932],1610612743.0,DEN,running,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,,3.47,Missed,,,,,,,,,,,,,,,,,
286,PT04M12.00S,2024-02-01T01:54:40.1Z,2,REGULAR,rebound,defensive,[],1629026,,,1610612760,36,42,2024-02-01T01:54:44Z,2840000,False,,,0,,K. Williams REBOUND (Off:1 Def:1),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,Restricted Area,0-8 Center,,,,285.0,2.0,1.0,1.0,,,,,,,,,,,,,
287,PT04M06.00S,2024-02-01T01:54:45.9Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1631119,5.206964520367937,55.14705882352941,1610612760,38,42,2024-02-01T01:56:43Z,2850000,False,-26.0,-4.0,1,left,J. Williams running Layup (5 PTS) (J. Giddey 2 AST),"[1631119, 1630581]",1610612760.0,OKC,running,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,,2.6,Made,,,,,,,,,,,5.0,J. Giddey,1630581.0,2.0,,,
289,PT04M05.00S,2024-02-01T01:54:54.7Z,2,REGULAR,violation,delay-of-game,['team'],0,,,1610612743,38,42,2024-02-01T01:55:01Z,2870000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612760.0,OKC,,,,,,,,,,,,202007.0,,,,,,,,,,,,,,,,,,,
321,PT03M47.00S,2024-02-01T01:55:08.0Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],203484,91.11366622864652,52.69607843137255,1610612743,38,42,2024-02-01T02:04:08Z,2875000,False,13.0,31.0,1,right,MISS K. Caldwell-Pope driving Hook - blocked,"[203484, 1631119]",1610612743.0,DEN,driving,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Restricted Area,0-8 Center,,3.38,Missed,,,,,Williams,1631119.0,,,,,,,,,,,
322,PT03M47.00S,2024-02-01T01:55:08.0Z,2,REGULAR,block,,[],1631119,,,1610612743,38,42,2024-02-01T02:03:55Z,2877500,False,,,0,,J. Williams BLOCK (1 BLK),[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
323,PT03M46.00S,2024-02-01T01:55:09.0Z,2,REGULAR,rebound,offensive,[],203932,,,1610612743,38,42,2024-02-01T02:04:08Z,2878750,False,,,0,,A. Gordon REBOUND (Off:1 Def:3),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,,,,321.0,4.0,3.0,1.0,,,,,,,,,,,,,
290,PT03M44.00S,2024-02-01T01:55:21.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203932,90.75229960578186,51.71568627450981,1610612743,38,44,2024-02-01T02:04:17Z,2880000,False,9.0,34.0,1,right,A. Gordon putback Layup (5 PTS),[203932],1610612743.0,DEN,putback,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,,3.55,Made,,,,,,,,,,,5.0,,,,,,
292,PT03M37.00S,2024-02-01T01:55:33.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,38,44,2024-02-01T01:55:33Z,2900000,False,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,PT03M37.00S,2024-02-01T01:57:42.1Z,2,REGULAR,substitution,out,[],1629026,,,1610612760,38,44,2024-02-01T01:58:07Z,2910000,False,,,0,,SUB out: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
294,PT03M37.00S,2024-02-01T01:57:42.1Z,2,REGULAR,substitution,in,[],1631096,,,1610612760,38,44,2024-02-01T01:58:07Z,2920000,False,,,0,,SUB in: C. Holmgren,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,,,,,,,,,,,,,,,,,,,
295,PT03M29.00S,2024-02-01T01:58:34.8Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1631096,6.258212877792378,49.754901960784316,1610612760,40,44,2024-02-01T01:58:38Z,2930000,False,1.0,6.0,1,left,C. Holmgren DUNK (2 PTS) (J. Williams 1 AST),"[1631096, 1631119]",1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,,0.64,Made,,,,,,,,,,,2.0,J. Williams,1631119.0,1.0,,,
297,PT03M07.00S,2024-02-01T01:58:55.9Z,2,REGULAR,3pt,Jump Shot,[],1629008,71.69842312746385,78.67647058823529,1610612743,40,47,2024-02-01T01:59:00Z,2950000,False,143.0,214.0,1,right,M. Porter Jr. 25' 3PT  (7 PTS) (A. Gordon 3 AST),"[1629008, 203932]",1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Right Center,,25.72,Made,,,,,,,,,,,7.0,A. Gordon,203932.0,3.0,,,
299,PT02M49.00S,2024-02-01T01:59:14.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629652,5.469776609724048,54.41176470588235,1610612760,40,47,2024-02-01T01:59:19Z,2970000,False,-22.0,-1.0,1,left,MISS L. Dort driving reverse Layup,[1629652],1610612760.0,OKC,driving reverse,,,Dort,L. Dort,,,,,Restricted Area,0-8 Center,,2.21,Missed,,,,,,,,,,,,,,,,,
300,PT02M48.00S,2024-02-01T01:59:15.5Z,2,REGULAR,rebound,offensive,[],1631096,,,1610612760,40,47,2024-02-01T01:59:15Z,2980000,False,,,0,,C. Holmgren REBOUND (Off:2 Def:3),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,,,,299.0,5.0,3.0,2.0,,,,,,,,,,,,,
301,PT02M45.00S,2024-02-01T01:59:18.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631096,5.732588699080158,43.872549019607845,1610612760,40,47,2024-02-01T01:59:22Z,2990000,False,31.0,1.0,1,left,MISS C. Holmgren putback Layup,[1631096],1610612760.0,OKC,putback,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,,3.06,Missed,,,,,,,,,,,,,,,,,
302,PT02M45.00S,2024-02-01T01:59:18.6Z,2,REGULAR,rebound,defensive,[],203932,,,1610612743,40,47,2024-02-01T01:59:22Z,3000000,False,,,0,,A. Gordon REBOUND (Off:1 Def:4),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,,,,301.0,5.0,4.0,1.0,,,,,,,,,,,,,
304,PT02M30.00S,2024-02-01T01:59:53.5Z,2,REGULAR,2pt,Jump Shot,[],1629008,88.25558475689881,20.833333333333336,1610612743,40,47,2024-02-01T01:59:59Z,3020000,False,-146.0,58.0,1,right,MISS M. Porter Jr. 15' fadeaway Shot,[1629008],1610612743.0,DEN,fadeaway,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,8-16 Left,,15.69,Missed,,,,,,,,,,,,,,,,,
305,PT02M28.00S,2024-02-01T01:59:55.5Z,2,REGULAR,rebound,defensive,[],1630581,,,1610612760,40,47,2024-02-01T01:59:59Z,3030000,False,,,0,,J. Giddey REBOUND (Off:1 Def:4),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Mid-Range,8-16 Left,,,,304.0,5.0,4.0,1.0,,,,,,,,,,,,,
306,PT02M18.00S,2024-02-01T02:00:05.0Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1631119,5.601182654402102,48.28431372549019,1610612760,42,47,2024-02-01T02:00:09Z,3040000,False,9.0,0.0,1,left,J. Williams cutting DUNK (7 PTS) (S. Gilgeous-Alexander 3 AST),"[1631119, 1628983]",1610612760.0,OKC,cutting,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,,0.86,Made,,,,,,,,,,,7.0,S. Gilgeous-Alexander,1628983.0,3.0,,,
308,PT01M58.00S,2024-02-01T02:00:24.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627750,91.93495400788436,54.65686274509803,1610612743,42,47,2024-02-01T02:00:29Z,3060000,False,23.0,23.0,1,right,MISS J. Murray driving Layup,[1627750],1610612743.0,DEN,driving,,,Murray,J. Murray,,,,,Restricted Area,0-8 Center,,3.3,Missed,,,,,,,,,,,,,,,,,
309,PT01M57.00S,2024-02-01T02:00:25.7Z,2,REGULAR,rebound,defensive,[],1628983,,,1610612760,42,47,2024-02-01T02:00:29Z,3070000,False,,,0,,S. Gilgeous-Alexander REBOUND (Off:1 Def:2),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,,,,308.0,3.0,2.0,1.0,,,,,,,,,,,,,
310,PT01M51.00S,2024-02-01T02:00:32.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629652,4.681340341655716,47.05882352941176,1610612760,44,47,2024-02-01T02:00:36Z,3080000,False,15.0,-8.0,1,left,L. Dort cutting Layup (4 PTS) (S. Gilgeous-Alexander 4 AST),"[1629652, 1628983]",1610612760.0,OKC,cutting,,,Dort,L. Dort,,,,,Restricted Area,0-8 Center,,1.7,Made,,,,,,,,,,,4.0,S. Gilgeous-Alexander,1628983.0,4.0,,,
312,PT01M50.00S,2024-02-01T02:00:36.6Z,2,REGULAR,timeout,full,['team'],0,,,1610612743,44,47,2024-02-01T02:00:36Z,3100000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,PT01M29.00S,2024-02-01T02:02:24.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627750,89.70105124835742,39.46078431372549,1610612743,44,47,2024-02-01T02:06:41Z,3110000,False,-53.0,44.0,1,right,MISS J. Murray 6' driving finger roll Layup,[1627750],1610612743.0,DEN,driving finger roll,,,Murray,J. Murray,,,,,In The Paint (Non-RA),0-8 Center,,6.88,Missed,,,,,,,,,,,,,,,,,
314,PT01M28.00S,2024-02-01T02:02:25.2Z,2,REGULAR,rebound,defensive,[],1631096,,,1610612760,44,47,2024-02-01T02:02:28Z,3120000,False,,,0,,C. Holmgren REBOUND (Off:2 Def:4),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,In The Paint (Non-RA),0-8 Center,,,,313.0,6.0,4.0,2.0,,,,,,,,,,,,,
315,PT01M26.00S,2024-02-01T02:02:29.3Z,2,REGULAR,turnover,double dribble,[],1631096,,,1610612760,44,47,2024-02-01T02:02:37Z,3130000,False,,,0,,C. Holmgren double dribble TURNOVER (1 TO),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Above the Break 3,24+ Center,200832.0,,,,,,,,,,,,,,,,,1.0,,
318,PT01M03.00S,2024-02-01T02:03:21.9Z,2,REGULAR,foul,personal,['2freethrow'],1629652,,,1610612743,44,47,2024-02-01T02:03:51Z,3160000,False,,,0,,L. Dort shooting personal FOUL (2 PF) (Jackson 2 FT),"[1629652, 202704]",1610612760.0,OKC,shooting,,,Dort,L. Dort,,,,,Mid-Range,16-24 Right Center,202007.0,,,,,,,,,2.0,0.0,Jackson,202704.0,,,,,,,
320,PT01M03.00S,2024-02-01T02:03:52.2Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],202704,,,1610612743,44,48,2024-02-01T02:03:52Z,3180000,False,,,0,,R. Jackson Free Throw 1 of 2 (9 PTS),[202704],1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,,,,,Made,,,,,,,,,,,9.0,,,,,,
324,PT01M03.00S,2024-02-01T02:03:54.2Z,2,REGULAR,substitution,out,[],1631119,,,1610612743,44,48,2024-02-01T02:03:57Z,3190000,False,,,0,,SUB out: J. Williams,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
325,PT01M03.00S,2024-02-01T02:03:54.2Z,2,REGULAR,substitution,in,[],1630598,,,1610612743,44,48,2024-02-01T02:03:57Z,3200000,False,,,0,,SUB in: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
326,PT01M03.00S,2024-02-01T02:04:22.0Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],202704,,,1610612743,44,49,2024-02-01T02:04:22Z,3210000,False,,,0,,R. Jackson Free Throw 2 of 2 (10 PTS),[202704],1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,,,,,Made,,,,,,,,,,,10.0,,,,,,
327,PT00M54.60S,2024-02-01T02:04:32.8Z,2,REGULAR,3pt,Jump Shot,[],1631096,25.18068331143233,81.61764705882352,1610612760,47,49,2024-02-01T02:05:21Z,3220000,False,-158.0,184.0,1,left,C. Holmgren 24' 3PT  (5 PTS) (L. Dort 1 AST),"[1631096, 1629652]",1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Above the Break 3,24+ Left Center,,24.27,Made,,,,,,,,,,,5.0,L. Dort,1629652.0,1.0,,,
329,PT00M39.50S,2024-02-01T02:04:50.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203932,93.11760840998686,45.588235294117645,1610612743,47,49,2024-02-01T02:07:42Z,3240000,False,-22.0,12.0,1,right,MISS A. Gordon driving Layup,[203932],1610612743.0,DEN,driving,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,,2.52,Missed,,,,,,,,,,,,,,,,,
330,PT00M37.90S,2024-02-01T02:04:51.8Z,2,REGULAR,rebound,defensive,[],1631096,,,1610612760,47,49,2024-02-01T02:04:51Z,3250000,False,,,0,,C. Holmgren REBOUND (Off:2 Def:5),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,,,,329.0,7.0,5.0,2.0,,,,,,,,,,,,,
331,PT00M31.70S,2024-02-01T02:04:57.9Z,2,REGULAR,3pt,Jump Shot,[],1628983,28.991458607095925,76.7156862745098,1610612760,47,49,2024-02-01T02:05:30Z,3260000,False,-134.0,220.0,1,left,MISS S. Gilgeous-Alexander 25' step back 3PT,[1628983],1610612760.0,OKC,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Left Center,,25.74,Missed,,,,,,,,,,,,,,,,,
332,PT00M28.90S,2024-02-01T02:05:00.8Z,2,REGULAR,rebound,defensive,[],1629008,,,1610612743,47,49,2024-02-01T02:05:00Z,3270000,False,,,0,,M. Porter Jr. REBOUND (Off:1 Def:4),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Left Center,,,,331.0,5.0,4.0,1.0,,,,,,,,,,,,,
333,PT00M20.80S,2024-02-01T02:05:09.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202704,92.59198423127464,52.20588235294118,1610612743,47,49,2024-02-01T02:08:57Z,3280000,False,11.0,17.0,1,right,MISS R. Jackson driving Layup - blocked,"[202704, 1628983]",1610612743.0,DEN,driving,,,Jackson,R. Jackson,,,,,Restricted Area,0-8 Center,,2.03,Missed,,,,,Gilgeous-Alexander,1628983.0,,,,,,,,,,,
334,PT00M20.80S,2024-02-01T02:05:09.3Z,2,REGULAR,block,,[],1628983,,,1610612743,47,49,2024-02-01T02:05:12Z,3290000,False,,,0,,S. Gilgeous-Alexander BLOCK (1 BLK),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
