actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
169,PT09M10.00S,2024-12-04T02:37:30.8Z,2,REGULAR,3pt,Jump Shot,[],1641705,66.17936925098554,48.77450980392157,1610612759,31,26,2024-12-04T02:37:35Z,1650000,False,-6.0,265.0,1,right,MISS V. Wembanyama 26' 3PT,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Center,,,,,,26.55,Missed,,,,,,,,,,,,,
170,PT09M08.00S,2024-12-04T02:37:32.8Z,2,REGULAR,rebound,defensive,[],1642346,,,1610612756,31,26,2024-12-04T02:37:35Z,1660000,False,,,0,,R. Dunn REBOUND (Off:0 Def:1),[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,Above the Break 3,24+ Center,,,,,,,,,169.0,1.0,1.0,0.0,,,,,,,,
171,PT08M49.00S,2024-12-04T02:37:53.9Z,2,REGULAR,3pt,Jump Shot,[],1626220,29.25427069645204,17.647058823529413,1610612756,31,26,2024-12-04T02:42:45Z,1670000,False,162.0,222.0,1,left,MISS R. O'Neale 27' 3PT,[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Right Center,,,,,,27.51,Missed,,,,,,,,,,,,,
172,PT08M47.00S,2024-12-04T02:37:55.9Z,2,REGULAR,rebound,defensive,[],101108,,,1610612759,31,26,2024-12-04T02:42:45Z,1680000,False,,,0,,C. Paul REBOUND (Off:0 Def:1),[101108],1610612759.0,SAS,,,,Paul,C. Paul,,,,,Above the Break 3,24+ Right Center,,,,,,,,,171.0,1.0,1.0,0.0,,,,,,,,
173,PT08M43.00S,2024-12-04T02:38:01.0Z,2,REGULAR,turnover,lost ball,[],101108,,,1610612759,31,26,2024-12-04T02:43:02Z,1690000,False,,,0,,C. Paul lost ball TURNOVER (2 TO),"[101108, 203078]",1610612759.0,SAS,,,,Paul,C. Paul,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,2.0,Beal,203078.0,,
174,PT08M43.00S,2024-12-04T02:38:01.0Z,2,REGULAR,steal,,[],203078,,,1610612756,31,26,2024-12-04T02:38:02Z,1700000,False,,,0,,B. Beal STEAL (1 STL),[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
175,PT08M36.00S,2024-12-04T02:38:06.1Z,2,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",201142,28.465834428383708,78.92156862745098,1610612756,34,26,2024-12-04T02:43:25Z,1710000,False,-145.0,215.0,1,left,K. Durant 25' 3PT running (8 PTS) (B. Beal 3 AST),"[201142, 203078]",1610612756.0,PHX,running,,,Durant,K. Durant,,,,,Above the Break 3,24+ Left Center,,,,,,25.92,Made,8.0,,,,,B. Beal,203078.0,3.0,,,,,
177,PT08M35.00S,2024-12-04T02:38:12.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,34,26,2024-12-04T02:38:12Z,1730000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT08M35.00S,2024-12-04T02:40:14.3Z,2,REGULAR,substitution,out,[],1626220,,,1610612759,34,26,2024-12-04T02:40:52Z,1740000,False,,,0,,SUB out: R. O'Neale,[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT08M35.00S,2024-12-04T02:40:14.3Z,2,REGULAR,substitution,out,[],1631110,,,1610612759,34,26,2024-12-04T02:40:52Z,1750000,False,,,0,,SUB out: J. Sochan,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT08M35.00S,2024-12-04T02:40:14.3Z,2,REGULAR,substitution,in,[],1626145,,,1610612759,34,26,2024-12-04T02:40:52Z,1760000,False,,,0,,SUB in: T. Jones,[1626145],1610612756.0,PHX,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT08M35.00S,2024-12-04T02:40:14.3Z,2,REGULAR,substitution,in,[],1642264,,,1610612759,34,26,2024-12-04T02:40:52Z,1770000,False,,,0,,SUB in: S. Castle,[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT08M16.00S,2024-12-04T02:41:34.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203084,89.75032851511169,50.95741421568628,1610612759,34,26,2024-12-04T02:43:56Z,1780000,False,5.0,44.0,1,right,MISS H. Barnes driving Layup,[203084],1610612759.0,SAS,driving,,,Barnes,H. Barnes,,,,,Restricted Area,0-8 Center,,,,,,4.41,Missed,,,,,,,,,,,,,
183,PT08M14.00S,2024-12-04T02:41:36.5Z,2,REGULAR,rebound,defensive,[],203078,,,1610612756,34,26,2024-12-04T02:43:56Z,1790000,False,,,0,,B. Beal REBOUND (Off:0 Def:6),[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,Restricted Area,0-8 Center,,,,,,,,,182.0,6.0,6.0,0.0,,,,,,,,
185,PT07M58.00S,2024-12-04T02:42:05.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201142,7.178055190538765,45.83333333333333,1610612756,36,26,2024-12-04T02:42:09Z,1810000,False,21.0,15.0,1,left,K. Durant driving Layup (10 PTS),[201142],1610612756.0,PHX,driving,,,Durant,K. Durant,,,,,Restricted Area,0-8 Center,,,,,,2.56,Made,10.0,,,,,,,,,,,,
186,PT07M37.00S,2024-12-04T02:42:26.4Z,2,REGULAR,3pt,Jump Shot,[],1642264,69.07030223390277,27.205882352941174,1610612759,36,26,2024-12-04T02:42:31Z,1820000,False,-114.0,238.0,1,right,MISS S. Castle 26' 3PT,[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,Above the Break 3,24+ Left Center,,,,,,26.41,Missed,,,,,,,,,,,,,
187,PT07M36.00S,2024-12-04T02:42:27.4Z,2,REGULAR,rebound,offensive,[],1641705,,,1610612759,36,26,2024-12-04T03:08:25Z,1830000,False,,,0,,V. Wembanyama REBOUND (Off:1 Def:3),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Left Center,,,,,,,,,186.0,4.0,3.0,1.0,,,,,,,,
309,PT07M36.00S,2024-12-04T02:42:30.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641705,89.27398160315374,51.71568627450981,1610612759,36,26,2024-12-04T03:08:53Z,1835000,False,9.0,48.0,1,right,MISS V. Wembanyama tip Layup,[1641705],1610612759.0,SAS,tip,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),0-8 Center,,,,,,4.91,Missed,,,,,,,,,,,,,
310,PT07M35.00S,2024-12-04T02:42:31.8Z,2,REGULAR,rebound,defensive,[],203078,,,1610612756,36,26,2024-12-04T03:08:53Z,1837500,False,,,0,,B. Beal REBOUND (Off:0 Def:7),[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,309.0,7.0,7.0,0.0,,,,,,,,
188,PT07M30.00S,2024-12-04T02:42:35.3Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1642346,20.18725361366623,91.42156862745098,1610612756,36,26,2024-12-04T02:45:20Z,1840000,False,-207.0,137.0,1,left,MISS R. Dunn 24' running pullup 3PT,[1642346],1610612756.0,PHX,running pullup,,,Dunn,R. Dunn,,,,,Above the Break 3,24+ Left Center,,,,,,24.85,Missed,,,,,,,,,,,,,
189,PT07M28.00S,2024-12-04T02:42:37.3Z,2,REGULAR,rebound,defensive,[],101108,,,1610612759,36,26,2024-12-04T02:45:20Z,1850000,False,,,0,,C. Paul REBOUND (Off:0 Def:2),[101108],1610612759.0,SAS,,,,Paul,C. Paul,,,,,Above the Break 3,24+ Left Center,,,,,,,,,188.0,2.0,2.0,0.0,,,,,,,,
190,PT07M14.00S,2024-12-04T02:42:51.4Z,2,REGULAR,turnover,bad pass,[],1641705,,,1610612759,36,26,2024-12-04T02:45:51Z,1860000,False,,,0,,V. Wembanyama bad pass TURNOVER (2 TO),"[1641705, 1642345]",1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,2.0,Ighodaro,1642345.0,,
191,PT07M14.00S,2024-12-04T02:42:51.4Z,2,REGULAR,steal,,[],1642345,,,1610612756,36,26,2024-12-04T02:42:53Z,1870000,False,,,0,,O. Ighodaro STEAL (1 STL),[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
192,PT07M10.00S,2024-12-04T02:42:54.4Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1642346,6.521024967148489,45.83333333333333,1610612756,38,26,2024-12-04T02:46:11Z,1880000,False,21.0,9.0,1,left,R. Dunn running Layup (2 PTS),[1642346],1610612756.0,PHX,running,,,Dunn,R. Dunn,,,,,Restricted Area,0-8 Center,,,,,,2.26,Made,2.0,,,,,,,,,,,,
193,PT07M09.00S,2024-12-04T02:43:05.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,38,26,2024-12-04T02:43:05Z,1890000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT07M09.00S,2024-12-04T02:45:29.5Z,2,REGULAR,substitution,out,[],1641705,,,1610612759,38,26,2024-12-04T02:46:06Z,1900000,False,,,0,,SUB out: V. Wembanyama,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT07M09.00S,2024-12-04T02:45:29.5Z,2,REGULAR,substitution,out,[],101108,,,1610612759,38,26,2024-12-04T02:46:06Z,1910000,False,,,0,,SUB out: C. Paul,[101108],1610612759.0,SAS,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT07M09.00S,2024-12-04T02:45:29.5Z,2,REGULAR,substitution,out,[],203084,,,1610612759,38,26,2024-12-04T02:46:06Z,1920000,False,,,0,,SUB out: H. Barnes,[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT07M09.00S,2024-12-04T02:45:29.5Z,2,REGULAR,substitution,in,[],1628380,,,1610612759,38,26,2024-12-04T02:46:06Z,1930000,False,,,0,,SUB in: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT07M09.00S,2024-12-04T02:45:29.5Z,2,REGULAR,substitution,in,[],1630170,,,1610612759,38,26,2024-12-04T02:46:06Z,1940000,False,,,0,,SUB in: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT07M09.00S,2024-12-04T02:45:29.5Z,2,REGULAR,substitution,in,[],1629640,,,1610612759,38,26,2024-12-04T02:46:06Z,1950000,False,,,0,,SUB in: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT06M58.00S,2024-12-04T02:46:20.3Z,2,REGULAR,foul,personal,['2freethrow'],1626145,,,1610612759,38,26,2024-12-04T02:46:27Z,1960000,False,,,0,,T. Jones shooting personal FOUL (1 PF) (Castle 2 FT),"[1626145, 1642264]",1610612756.0,PHX,shooting,,,Jones,T. Jones,,,,,In The Paint (Non-RA),8-16 Right,202007.0,1.0,0.0,Castle,1642264.0,,,,,,,,,,,,,,,
202,PT06M58.00S,2024-12-04T02:47:00.1Z,2,REGULAR,timeout,full,['team'],0,,,1610612759,38,26,2024-12-04T02:47:00Z,1980000,False,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT06M58.00S,2024-12-04T02:49:20.4Z,2,REGULAR,freethrow,1 of 2,[],1642264,,,1610612759,38,27,2024-12-04T02:49:20Z,2000000,False,,,0,,S. Castle Free Throw 1 of 2 (6 PTS),[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,,,,,,,,,Made,6.0,,,,,,,,,,,,
205,PT06M58.00S,2024-12-04T02:49:39.9Z,2,REGULAR,freethrow,2 of 2,[],1642264,,,1610612759,38,28,2024-12-04T02:49:39Z,2010000,False,,,0,,S. Castle Free Throw 2 of 2 (7 PTS),[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,,,,,,,,,Made,7.0,,,,,,,,,,,,
206,PT06M39.00S,2024-12-04T02:50:02.0Z,2,REGULAR,2pt,Jump Shot,[],201142,15.325229960578188,73.77450980392157,1610612756,38,28,2024-12-04T02:52:03Z,2020000,False,-119.0,92.0,1,left,MISS K. Durant 15' Jump Shot,[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,Mid-Range,8-16 Left,,,,,,15.01,Missed,,,,,,,,,,,,,
207,PT06M37.00S,2024-12-04T02:50:04.0Z,2,REGULAR,rebound,defensive,[],1630170,,,1610612759,38,28,2024-12-04T02:50:39Z,2030000,False,,,0,,D. Vassell REBOUND (Off:0 Def:2),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Mid-Range,8-16 Left,,,,,,,,,206.0,2.0,2.0,0.0,,,,,,,,
224,PT06M25.00S,2024-12-04T02:50:24.4Z,2,REGULAR,turnover,offensive goaltending,[],1628380,,,1610612759,38,28,2024-12-04T02:52:41Z,2050000,False,,,0,,Z. Collins offensive goaltending TURNOVER (1 TO),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Restricted Area,0-8 Center,1628171.0,,,,,,,,,,,,,,,1.0,,,,
211,PT06M08.00S,2024-12-04T02:50:46.9Z,2,REGULAR,foul,personal,['2freethrow'],1628380,,,1610612756,38,28,2024-12-04T02:50:56Z,2070000,False,,,0,,Z. Collins shooting personal FOUL (1 PF) (Beal 2 FT),"[1628380, 203078]",1610612759.0,SAS,shooting,,,Collins,Z. Collins,,,,,Mid-Range,8-16 Center,202007.0,1.0,0.0,Beal,203078.0,,,,,,,,,,,,,,,
213,PT06M08.00S,2024-12-04T02:51:11.5Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],203078,,,1610612756,39,28,2024-12-04T02:52:41Z,2090000,False,,,0,,B. Beal Free Throw 1 of 2 (1 PTS),[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,
214,PT06M08.00S,2024-12-04T02:51:15.4Z,2,REGULAR,substitution,out,[],1626145,,,1610612756,39,28,2024-12-04T02:51:30Z,2100000,False,,,0,,SUB out: T. Jones,[1626145],1610612756.0,PHX,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT06M08.00S,2024-12-04T02:51:15.4Z,2,REGULAR,substitution,in,[],1626164,,,1610612756,39,28,2024-12-04T02:51:30Z,2110000,False,,,0,,SUB in: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT06M08.00S,2024-12-04T02:51:34.7Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],203078,,,1610612756,40,28,2024-12-04T02:52:41Z,2120000,False,,,0,,B. Beal Free Throw 2 of 2 (2 PTS),[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,,,,,,,,,Made,2.0,,,,,,,,,,,,
217,PT05M59.00S,2024-12-04T02:51:47.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630170,92.59198423127464,56.61764705882353,1610612759,40,30,2024-12-04T02:51:54Z,2130000,False,33.0,17.0,1,right,D. Vassell driving Layup (7 PTS) (Z. Collins 1 AST),"[1630170, 1628380]",1610612759.0,SAS,driving,,,Vassell,D. Vassell,,,,,Restricted Area,0-8 Center,,,,,,3.73,Made,7.0,,,,,Z. Collins,1628380.0,1.0,,,,,
219,PT05M59.00S,2024-12-04T02:51:51.8Z,2,REGULAR,foul,personal,['1freethrow'],1642346,,,1610612759,40,30,2024-12-04T02:52:15Z,2150000,False,,,0,,R. Dunn shooting personal FOUL (1 PF) (Vassell 1 FT),"[1642346, 1630170]",1610612756.0,PHX,shooting,,,Dunn,R. Dunn,,,,,Restricted Area,0-8 Center,202007.0,1.0,0.0,Vassell,1630170.0,,,,,,,,,,,,,,,
221,PT05M59.00S,2024-12-04T02:51:58.9Z,2,REGULAR,substitution,out,[],203078,,,1610612759,40,30,2024-12-04T02:52:06Z,2170000,False,,,0,,SUB out: B. Beal,[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT05M59.00S,2024-12-04T02:51:58.9Z,2,REGULAR,substitution,in,[],1626145,,,1610612759,40,30,2024-12-04T02:52:06Z,2180000,False,,,0,,SUB in: T. Jones,[1626145],1610612756.0,PHX,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT05M59.00S,2024-12-04T02:52:16.0Z,2,REGULAR,freethrow,1 of 1,[],1630170,,,1610612759,40,31,2024-12-04T02:52:16Z,2190000,False,,,0,,D. Vassell Free Throw 1 of 1 (8 PTS),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,Made,8.0,,,,,,,,,,,,
225,PT05M36.00S,2024-12-04T02:52:42.7Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1642346,12.565703022339028,49.754901960784316,1610612756,40,31,2024-12-04T02:53:31Z,2200000,False,1.0,66.0,1,left,MISS R. Dunn 6' driving Hook,[1642346],1610612756.0,PHX,driving,,,Dunn,R. Dunn,,,,,In The Paint (Non-RA),0-8 Center,,,,,,6.56,Missed,,,,,,,,,,,,,
226,PT05M34.00S,2024-12-04T02:52:44.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612756,40,31,2024-12-04T02:53:31Z,2210000,False,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,225.0,,,,,,,,,,,
227,PT05M34.00S,2024-12-04T02:52:46.0Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612756,40,31,2024-12-04T02:52:51Z,2220000,False,,,0,,PHX shot clock Team TURNOVER,[],1610612756.0,PHX,,,,,,,,,,In The Paint (Non-RA),0-8 Center,2004.0,,,,,,,,,,,,,,,,,,,
228,PT05M24.00S,2024-12-04T02:53:03.2Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1630170,74.98357424441524,55.63725490196079,1610612759,40,33,2024-12-04T02:53:07Z,2230000,False,28.0,183.0,1,right,D. Vassell 18' pullup Jump Shot (10 PTS),[1630170],1610612759.0,SAS,pullup,,,Vassell,D. Vassell,,,,,Mid-Range,16-24 Center,,,,,,18.49,Made,10.0,,,,,,,,,,,,
229,PT05M14.00S,2024-12-04T02:53:15.5Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1626164,6.783837056504599,38.48039215686275,1610612756,40,33,2024-12-04T02:54:19Z,2240000,False,58.0,11.0,1,left,MISS D. Booker driving Hook,[1626164],1610612756.0,PHX,driving,,,Booker,D. Booker,,,,,In The Paint (Non-RA),0-8 Center,,,,,,5.87,Missed,,,,,,,,,,,,,
230,PT05M12.00S,2024-12-04T02:53:17.5Z,2,REGULAR,rebound,defensive,[],1629640,,,1610612759,40,33,2024-12-04T02:54:19Z,2250000,False,,,0,,K. Johnson REBOUND (Off:0 Def:2),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,229.0,2.0,2.0,0.0,,,,,,,,
231,PT04M53.00S,2024-12-04T02:53:35.0Z,2,REGULAR,2pt,Jump Shot,[],1630170,84.67477003942182,78.43137254901961,1610612759,40,33,2024-12-04T02:54:54Z,2260000,False,142.0,92.0,1,right,MISS D. Vassell 16' step back Shot,[1630170],1610612759.0,SAS,step back,,,Vassell,D. Vassell,,,,,Mid-Range,16-24 Right,,,,,,16.91,Missed,,,,,,,,,,,,,
232,PT04M51.00S,2024-12-04T02:53:37.0Z,2,REGULAR,rebound,offensive,[],1630577,,,1610612759,40,33,2024-12-04T02:54:54Z,2270000,False,,,0,,J. Champagnie REBOUND (Off:1 Def:1),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Mid-Range,16-24 Right,,,,,,,,,231.0,2.0,1.0,1.0,,,,,,,,
233,PT04M48.00S,2024-12-04T02:53:39.9Z,2,REGULAR,turnover,bad pass,[],1630577,,,1610612759,40,33,2024-12-04T02:53:44Z,2280000,False,,,0,,J. Champagnie bad pass TURNOVER (1 TO),"[1630577, 1642346]",1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,1.0,Dunn,1642346.0,,
234,PT04M48.00S,2024-12-04T02:53:39.9Z,2,REGULAR,steal,,[],1642346,,,1610612756,40,33,2024-12-04T02:53:41Z,2290000,False,,,0,,R. Dunn STEAL (1 STL),[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,,
235,PT04M42.00S,2024-12-04T02:53:44.4Z,2,REGULAR,turnover,lost ball,[],201142,,,1610612756,40,33,2024-12-04T02:59:45Z,2300000,False,,,0,,K. Durant lost ball TURNOVER (3 TO),"[201142, 1630170]",1610612756.0,PHX,,,,Durant,K. Durant,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,3.0,Vassell,1630170.0,,
236,PT04M42.00S,2024-12-04T02:53:44.4Z,2,REGULAR,steal,,[],1630170,,,1610612759,40,33,2024-12-04T02:53:46Z,2310000,False,,,0,,D. Vassell STEAL (2 STL),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
237,PT04M38.00S,2024-12-04T02:53:50.3Z,2,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1629640,76.82325886990802,11.76470588235294,1610612759,40,33,2024-12-04T02:56:48Z,2320000,False,-191.0,165.0,1,right,MISS K. Johnson 25' running 3PT,[1629640],1610612759.0,SAS,running,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Left Center,,,,,,25.28,Missed,,,,,,,,,,,,,
238,PT04M36.00S,2024-12-04T02:53:52.3Z,2,REGULAR,rebound,defensive,[],1626164,,,1610612756,40,33,2024-12-04T02:56:48Z,2330000,False,,,0,,D. Booker REBOUND (Off:0 Def:2),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,Above the Break 3,24+ Left Center,,,,,,,,,237.0,2.0,2.0,0.0,,,,,,,,
239,PT04M30.00S,2024-12-04T02:54:02.4Z,2,REGULAR,foul,personal,['2freethrow'],1630577,,,1610612756,40,33,2024-12-04T02:54:13Z,2340000,False,,,0,,J. Champagnie shooting personal FOUL (2 PF) (Durant 2 FT),"[1630577, 201142]",1610612759.0,SAS,shooting,,,Champagnie,J. Champagnie,,,,,In The Paint (Non-RA),0-8 Center,202007.0,2.0,0.0,Durant,201142.0,,,,,,,,,,,,,,,
241,PT04M30.00S,2024-12-04T02:54:30.5Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],201142,,,1610612756,40,33,2024-12-04T02:54:30Z,2360000,False,,,0,,MISS K. Durant Free Throw 1 of 2,[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,,,,,,,,,Missed,,,,,,,,,,,,,
242,PT04M30.00S,2024-12-04T02:54:30.5Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612756,40,33,2024-12-04T02:54:30Z,2370000,False,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,241.0,,,,,,,,,,,
243,PT04M30.00S,2024-12-04T02:54:32.4Z,2,REGULAR,substitution,out,[],1642346,,,1610612756,40,33,2024-12-04T02:54:54Z,2380000,False,,,0,,SUB out: R. Dunn,[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT04M30.00S,2024-12-04T02:54:32.4Z,2,REGULAR,substitution,out,[],1642345,,,1610612756,40,33,2024-12-04T02:54:54Z,2390000,False,,,0,,SUB out: O. Ighodaro,[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT04M30.00S,2024-12-04T02:54:32.4Z,2,REGULAR,substitution,out,[],1630577,,,1610612756,40,33,2024-12-04T02:54:54Z,2400000,False,,,0,,SUB out: J. Champagnie,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT04M30.00S,2024-12-04T02:54:32.4Z,2,REGULAR,substitution,in,[],1628960,,,1610612756,40,33,2024-12-04T02:54:54Z,2410000,False,,,0,,SUB in: G. Allen,[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT04M30.00S,2024-12-04T02:54:32.4Z,2,REGULAR,substitution,in,[],203486,,,1610612756,40,33,2024-12-04T02:54:54Z,2420000,False,,,0,,SUB in: M. Plumlee,[203486],1610612756.0,PHX,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT04M30.00S,2024-12-04T02:54:32.4Z,2,REGULAR,substitution,in,[],1631110,,,1610612756,40,33,2024-12-04T02:54:54Z,2430000,False,,,0,,SUB in: J. Sochan,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT04M30.00S,2024-12-04T02:55:04.2Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],201142,,,1610612756,41,33,2024-12-04T02:55:04Z,2440000,False,,,0,,K. Durant Free Throw 2 of 2 (11 PTS),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,,,,,,,,,Made,11.0,,,,,,,,,,,,
250,PT04M21.00S,2024-12-04T02:55:14.7Z,2,REGULAR,2pt,Jump Shot,[],1630170,80.76544021024968,66.66666666666666,1610612759,41,35,2024-12-04T02:55:18Z,2450000,False,83.0,128.0,1,right,D. Vassell 15' pullup Jump Shot (12 PTS) (Z. Collins 2 AST),"[1630170, 1628380]",1610612759.0,SAS,pullup,,,Vassell,D. Vassell,,,,,Mid-Range,8-16 Right,,,,,,15.3,Made,12.0,,,,,Z. Collins,1628380.0,2.0,,,,,
