actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
252,PT04M29.00S,2025-01-17T03:46:20.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,91.27792378449409,42.15686274509804,1610612758,50,40,2025-01-17T03:46:27Z,2480000,False,-39.0,29.0,1,right,D. Sabonis cutting Layup (11 PTS) (D. Fox 2 AST),"[1627734, 1628368]",1610612758.0,SAC,cutting,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,4.91,Made,,,,,,,,,,,11.0,D. Fox,1628368.0,2.0,,,,
254,PT04M10.00S,2025-01-17T03:46:40.6Z,2,REGULAR,2pt,Jump Shot,[],1628415,22.158344283837057,64.70588235294117,1610612745,50,42,2025-01-17T03:46:46Z,2500000,False,-74.0,156.0,1,left,D. Brooks 17' turnaround fadeaway Jump Shot (4 PTS),[1628415],1610612745.0,HOU,turnaround fadeaway,,,Brooks,D. Brooks,,,,,Mid-Range,16-24 Left Center,17.23,Made,,,,,,,,,,,4.0,,,,,,,
255,PT03M55.00S,2025-01-17T03:46:54.7Z,2,REGULAR,3pt,Jump Shot,[],1627734,75.3777923784494,90.68627450980392,1610612758,53,42,2025-01-17T03:47:01Z,2510000,False,203.0,179.0,1,right,D. Sabonis 27' 3PT  (14 PTS) (D. Fox 3 AST),"[1627734, 1628368]",1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Above the Break 3,24+ Right Center,27.09,Made,,,,,,,,,,,14.0,D. Fox,1628368.0,3.0,,,,
257,PT03M35.00S,2025-01-17T03:47:15.2Z,2,REGULAR,3pt,Jump Shot,[],1628415,35.56176084099869,61.029411764705884,1610612745,53,42,2025-01-17T03:47:21Z,2530000,False,-55.0,282.0,1,left,MISS D. Brooks 28' pullup 3PT,[1628415],1610612745.0,HOU,pullup,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Center,28.71,Missed,,,,,,,,,,,,,,,,,,
258,PT03M33.00S,2025-01-17T03:47:17.0Z,2,REGULAR,rebound,offensive,[],1630578,,,1610612745,53,42,2025-01-17T03:47:17Z,2540000,False,,,0,,A. Sengun REBOUND (Off:1 Def:4),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Center,,,257.0,5.0,4.0,1.0,,,,,,,,,,,,,,
259,PT03M29.00S,2025-01-17T03:47:21.0Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1628988,9.674770039421814,98.0392156862745,1610612745,53,45,2025-01-17T03:47:26Z,2550000,False,-240.0,38.0,1,left,A. Holiday 24' 3PT  (3 PTS) (A. Sengun 2 AST),"[1628988, 1630578]",1610612745.0,HOU,,,,Holiday,A. Holiday,,,,,Left Corner 3,24+ Left,24.33,Made,,,,,,,,,,,3.0,A. Sengun,1630578.0,2.0,,,,
261,PT03M10.00S,2025-01-17T03:47:39.6Z,2,REGULAR,3pt,Jump Shot,[],1628368,69.72733245729303,83.08823529411765,1610612758,53,45,2025-01-17T03:47:45Z,2570000,False,165.0,232.0,1,right,MISS D. Fox 28' 3PT,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,Above the Break 3,24+ Right Center,28.5,Missed,,,,,,,,,,,,,,,,,,
262,PT03M06.00S,2025-01-17T03:47:43.6Z,2,REGULAR,rebound,defensive,[],1630578,,,1610612745,53,45,2025-01-17T03:47:45Z,2580000,False,,,0,,A. Sengun REBOUND (Off:1 Def:5),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Right Center,,,261.0,6.0,5.0,1.0,,,,,,,,,,,,,,
263,PT03M04.00S,2025-01-17T03:47:47.9Z,2,REGULAR,turnover,out-of-bounds,[],1628415,,,1610612745,53,45,2025-01-17T03:47:59Z,2590000,False,,,0,,D. Brooks bad pass out-of-bounds TURNOVER (1 TO),[1628415],1610612745.0,HOU,bad pass,,,Brooks,D. Brooks,,,,,Mid-Range,8-16 Left,,,,,,,202035.0,1.0,,,,,,,,,,,,
264,PT02M43.00S,2025-01-17T03:48:15.9Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1628370,78.53153745072274,60.78431372549019,1610612758,55,45,2025-01-17T03:48:25Z,2600000,False,54.0,149.0,1,right,M. Monk 15' pullup Jump Shot (8 PTS) (D. Sabonis 4 AST),"[1628370, 1627734]",1610612758.0,SAC,pullup,,,Monk,M. Monk,,,,,Mid-Range,8-16 Center,15.87,Made,,,,,,,,,,,8.0,D. Sabonis,1627734.0,4.0,,,,
267,PT02M24.00S,2025-01-17T03:48:35.3Z,2,REGULAR,turnover,out-of-bounds,[],1628415,,,1610612745,55,45,2025-01-17T03:48:49Z,2620000,False,,,0,,D. Brooks bad pass out-of-bounds TURNOVER (2 TO),[1628415],1610612745.0,HOU,bad pass,,,Brooks,D. Brooks,,,,,Mid-Range,16-24 Right,,,,,,,202035.0,2.0,,,,,,,,,,,,
268,PT02M24.00S,2025-01-17T03:48:45.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,55,45,2025-01-17T03:48:45Z,2630000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,PT02M24.00S,2025-01-17T03:50:50.2Z,2,REGULAR,substitution,out,[],1628988,,,1610612758,55,45,2025-01-17T03:52:03Z,2640000,False,,,0,,SUB out: A. Holiday,[1628988],1610612745.0,HOU,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT02M24.00S,2025-01-17T03:50:50.2Z,2,REGULAR,substitution,in,[],1641715,,,1610612758,55,45,2025-01-17T03:52:03Z,2650000,False,,,0,,SUB in: C. Whitmore,[1641715],1610612745.0,HOU,,,,Whitmore,C. Whitmore,,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT02M05.00S,2025-01-17T03:52:30.9Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],201942,90.88370565045992,20.833333333333336,1610612758,57,45,2025-01-17T04:16:39Z,2660000,False,-146.0,33.0,1,right,D. DeRozan 14' Jump Shot (9 PTS),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,Mid-Range,8-16 Left,14.95,Made,,,,,,,,,,,9.0,,,,,,,
272,PT01M50.00S,2025-01-17T03:52:48.0Z,2,REGULAR,foul,personal,['2freethrow'],1631099,,,1610612745,57,45,2025-01-17T03:53:04Z,2670000,False,,,0,,K. Murray shooting personal FOUL (1 PF) (Thompson 2 FT),"[1631099, 1641708]",1610612758.0,SAC,shooting,,,Murray,K. Murray,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,203593.0,,,,,,,,,,1.0,0.0,Thompson,1641708.0
274,PT01M50.00S,2025-01-17T03:53:15.2Z,2,REGULAR,freethrow,1 of 2,[],1641708,,,1610612745,57,46,2025-01-17T03:53:15Z,2690000,False,,,0,,A. Thompson Free Throw 1 of 2 (3 PTS),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,Made,,,,,,,,,,,3.0,,,,,,,
275,PT01M50.00S,2025-01-17T03:53:30.7Z,2,REGULAR,freethrow,2 of 2,[],1641708,,,1610612745,57,47,2025-01-17T03:53:30Z,2700000,False,,,0,,A. Thompson Free Throw 2 of 2 (4 PTS),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,Made,,,,,,,,,,,4.0,,,,,,,
276,PT01M38.00S,2025-01-17T03:53:43.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628368,87.72996057818659,38.48039215686275,1610612758,57,47,2025-01-17T03:53:48Z,2710000,False,-58.0,63.0,1,right,MISS D. Fox 8' driving Layup,[1628368],1610612758.0,SAC,driving,,,Fox,D. Fox,,,,,In The Paint (Non-RA),8-16 Left,8.52,Missed,,,,,,,,,,,,,,,,,,
277,PT01M36.00S,2025-01-17T03:53:45.5Z,2,REGULAR,rebound,defensive,[],1630578,,,1610612745,57,47,2025-01-17T03:53:48Z,2720000,False,,,0,,A. Sengun REBOUND (Off:1 Def:6),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),8-16 Left,,,276.0,7.0,6.0,1.0,,,,,,,,,,,,,,
278,PT01M32.00S,2025-01-17T03:53:50.0Z,2,REGULAR,2pt,Jump Shot,['fastbreak'],1630578,21.107095926412615,50.49019607843137,1610612745,57,47,2025-01-17T03:53:59Z,2730000,False,-2.0,146.0,1,left,MISS A. Sengun 14' running Shot,[1630578],1610612745.0,HOU,running,,,Sengun,A. Sengun,,,,,Mid-Range,8-16 Center,14.59,Missed,,,,,,,,,,,,,,,,,,
279,PT01M31.00S,2025-01-17T03:53:51.0Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612758,57,47,2025-01-17T03:53:59Z,2740000,False,,,0,,TEAM defensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,Mid-Range,8-16 Center,,,278.0,,,,,,,,,,,,,,,,,
281,PT01M22.00S,2025-01-17T03:54:05.8Z,2,REGULAR,3pt,Jump Shot,[],1628370,73.53810775295663,11.76470588235294,1610612758,57,47,2025-01-17T03:54:10Z,2760000,False,-191.0,196.0,1,right,MISS M. Monk 27' 3PT,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,Above the Break 3,24+ Left Center,27.4,Missed,,,,,,,,,,,,,,,,,,
282,PT01M18.00S,2025-01-17T03:54:08.8Z,2,REGULAR,rebound,offensive,[],1628368,,,1610612758,57,47,2025-01-17T03:54:08Z,2770000,False,,,0,,D. Fox REBOUND (Off:1 Def:1),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,Above the Break 3,24+ Left Center,,,281.0,2.0,1.0,1.0,,,,,,,,,,,,,,
283,PT01M09.00S,2025-01-17T03:54:19.0Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],201942,84.57621550591328,25.49019607843137,1610612758,59,47,2025-01-17T03:54:25Z,2780000,False,-123.0,92.0,1,right,D. DeRozan 15' turnaround fadeaway Jump Shot (11 PTS),[201942],1610612758.0,SAC,turnaround fadeaway,,,DeRozan,D. DeRozan,,,,,Mid-Range,8-16 Left,15.35,Made,,,,,,,,,,,11.0,,,,,,,
284,PT00M47.10S,2025-01-17T03:54:42.4Z,2,REGULAR,3pt,Jump Shot,[],1630578,36.48160315374508,44.36274509803921,1610612745,59,50,2025-01-17T03:54:47Z,2790000,False,28.0,290.0,1,left,A. Sengun 29' 3PT  (13 PTS) (C. Whitmore 3 AST),"[1630578, 1641715]",1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Center,29.18,Made,,,,,,,,,,,13.0,C. Whitmore,1641715.0,3.0,,,,
286,PT00M28.70S,2025-01-17T03:55:01.9Z,2,REGULAR,2pt,Jump Shot,[],201942,77.34888304862024,45.588235294117645,1610612758,59,50,2025-01-17T03:55:08Z,2810000,False,-22.0,160.0,1,right,MISS D. DeRozan 16' turnaround Shot,[201942],1610612758.0,SAC,turnaround,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Center,16.19,Missed,,,,,,,,,,,,,,,,,,
287,PT00M26.00S,2025-01-17T03:55:04.6Z,2,REGULAR,rebound,offensive,[],1627734,,,1610612758,59,50,2025-01-17T03:55:04Z,2820000,False,,,0,,D. Sabonis REBOUND (Off:2 Def:8),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Mid-Range,16-24 Center,,,286.0,10.0,8.0,2.0,,,,,,,,,,,,,,
288,PT00M16.90S,2025-01-17T03:55:13.7Z,2,REGULAR,turnover,lost ball,[],1628368,,,1610612758,59,50,2025-01-17T03:55:19Z,2830000,False,,,0,,D. Fox lost ball TURNOVER (1 TO),"[1628368, 1630578]",1610612758.0,SAC,,,,Fox,D. Fox,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,1.0,Sengun,1630578.0,,,,,,,,,,
289,PT00M16.90S,2025-01-17T03:55:13.7Z,2,REGULAR,steal,,[],1630578,,,1610612745,59,50,2025-01-17T04:21:10Z,2840000,False,,,0,,A. Sengun STEAL (1 STL),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
290,PT00M13.20S,2025-01-17T03:55:18.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1641708,8.09789750328515,45.34313725490196,1610612745,59,52,2025-01-17T03:55:24Z,2850000,False,23.0,24.0,1,left,A. Thompson running Layup (6 PTS),[1641708],1610612745.0,HOU,running,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,3.32,Made,,,,,,,,,,,6.0,,,,,,,
292,PT00M02.00S,2025-01-17T03:55:31.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628370,79.71419185282524,34.068627450980394,1610612758,61,52,2025-01-17T03:55:37Z,2870000,False,-80.0,138.0,1,right,M. Monk 15' fadeaway Jump Shot (10 PTS),[1628370],1610612758.0,SAC,fadeaway,,,Monk,M. Monk,,,,,In The Paint (Non-RA),8-16 Center,15.95,Made,,,,,,,,,,,10.0,,,,,,,
293,PT00M00.00S,2025-01-17T03:55:45.6Z,2,REGULAR,period,end,[],0,,,1610612745,61,52,2025-01-17T03:55:45Z,2880000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,PT12M00.00S,2025-01-17T04:11:17.9Z,3,REGULAR,substitution,out,['startperiod'],1631106,,,1610612745,61,52,2025-01-17T04:11:52Z,2900000,False,,,0,,SUB out: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
302,PT12M00.00S,2025-01-17T04:11:17.9Z,3,REGULAR,substitution,out,['startperiod'],1641715,,,1610612745,61,52,2025-01-17T04:11:52Z,2910000,False,,,0,,SUB out: C. Whitmore,[1641715],1610612745.0,HOU,,,,Whitmore,C. Whitmore,,,,,,,,,,,,,,,,,,,,,,,,,,
303,PT12M00.00S,2025-01-17T04:11:17.9Z,3,REGULAR,substitution,in,['startperiod'],1630224,,,1610612745,61,52,2025-01-17T04:11:52Z,2920000,False,,,0,,SUB in: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT12M00.00S,2025-01-17T04:11:17.9Z,3,REGULAR,substitution,in,['startperiod'],201145,,,1610612745,61,52,2025-01-17T04:11:52Z,2930000,False,,,0,,SUB in: J. Green,[201145],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT12M00.00S,2025-01-17T04:12:32.3Z,3,REGULAR,period,start,[],0,,,1610612758,61,52,2025-01-17T04:12:32Z,2940000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,PT11M41.00S,2025-01-17T04:12:49.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628368,8.360709592641262,57.35294117647059,1610612758,63,52,2025-01-17T04:13:03Z,2950000,False,-37.0,26.0,1,left,D. Fox driving Layup (9 PTS) (D. Sabonis 5 AST),"[1628368, 1627734]",1610612758.0,SAC,driving,,,Fox,D. Fox,,,,,In The Paint (Non-RA),0-8 Center,4.51,Made,,,,,,,,,,,9.0,D. Sabonis,1627734.0,5.0,,,,
308,PT11M17.00S,2025-01-17T04:13:16.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201145,89.83245729303549,47.794117647058826,1610612745,63,54,2025-01-17T04:13:31Z,2970000,False,-11.0,43.0,1,right,J. Green Layup (9 PTS),[201145],1610612745.0,HOU,,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,4.45,Made,,,,,,,,,,,9.0,,,,,,,
310,PT11M17.00S,2025-01-17T04:13:19.4Z,3,REGULAR,foul,personal,['1freethrow'],1627734,,,1610612745,63,54,2025-01-17T04:13:36Z,2990000,False,,,0,,D. Sabonis shooting personal FOUL (2 PF) (Green 1 FT),"[1627734, 201145]",1610612758.0,SAC,shooting,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,,,,,201639.0,,,,,,,,,,2.0,0.0,Green,201145.0
312,PT11M17.00S,2025-01-17T04:13:43.4Z,3,REGULAR,freethrow,1 of 1,[],201145,,,1610612745,63,55,2025-01-17T04:13:43Z,3010000,False,,,0,,J. Green Free Throw 1 of 1 (10 PTS),[201145],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,Made,,,,,,,,,,,10.0,,,,,,,
313,PT11M04.00S,2025-01-17T04:13:58.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628368,13.485545335085414,44.11764705882353,1610612758,63,55,2025-01-17T04:14:04Z,3020000,False,29.0,74.0,1,left,MISS D. Fox 7' cutting Layup,[1628368],1610612758.0,SAC,cutting,,,Fox,D. Fox,,,,,In The Paint (Non-RA),0-8 Center,7.99,Missed,,,,,,,,,,,,,,,,,,
314,PT11M01.00S,2025-01-17T04:14:01.7Z,3,REGULAR,rebound,defensive,[],1630224,,,1610612745,63,55,2025-01-17T04:14:04Z,3030000,False,,,0,,J. Green REBOUND (Off:0 Def:2),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,,,313.0,2.0,2.0,0.0,,,,,,,,,,,,,,
315,PT10M57.00S,2025-01-17T04:14:04.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1641708,92.32917214191852,45.34313725490196,1610612745,63,57,2025-01-17T04:14:10Z,3040000,False,-23.0,20.0,1,right,A. Thompson running Layup (8 PTS) (J. Green 1 AST),"[1641708, 1630224]",1610612745.0,HOU,running,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,3.04,Made,,,,,,,,,,,8.0,J. Green,1630224.0,1.0,,,,
317,PT10M41.00S,2025-01-17T04:14:21.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,12.302890932982917,63.23529411764706,1610612758,63,57,2025-01-17T04:14:29Z,3060000,False,-66.0,63.0,1,left,MISS D. DeRozan 9' turnaround bank Shot,[201942],1610612758.0,SAC,turnaround bank,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),8-16 Left,9.15,Missed,,,,,,,,,,,,,,,,,,
318,PT10M38.00S,2025-01-17T04:14:24.0Z,3,REGULAR,rebound,defensive,[],1641708,,,1610612745,63,57,2025-01-17T04:14:29Z,3070000,False,,,0,,A. Thompson REBOUND (Off:1 Def:3),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),8-16 Left,,,317.0,4.0,3.0,1.0,,,,,,,,,,,,,,
319,PT10M31.00S,2025-01-17T04:14:32.2Z,3,REGULAR,2pt,Jump Shot,[],1628415,84.83902759526939,28.921568627450984,1610612745,63,59,2025-01-17T04:14:45Z,3080000,False,-105.0,90.0,1,right,D. Brooks 13' turnaround fadeaway Jump Shot (6 PTS) (J. Green 2 AST),"[1628415, 201145]",1610612745.0,HOU,turnaround fadeaway,,,Brooks,D. Brooks,,,,,Mid-Range,8-16 Left,13.86,Made,,,,,,,,,,,6.0,J. Green,201145.0,2.0,,,,
321,PT10M31.00S,2025-01-17T04:14:37.9Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,63,59,2025-01-17T04:14:37Z,3100000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,PT10M15.00S,2025-01-17T04:18:18.3Z,3,REGULAR,3pt,Jump Shot,[],1628368,26.363337713534822,10.784313725490197,1610612758,66,59,2025-01-17T04:28:06Z,3110000,False,196.0,195.0,1,left,D. Fox 27' 3PT pullup (12 PTS) (D. Sabonis 6 AST),"[1628368, 1627734]",1610612758.0,SAC,pullup,,,Fox,D. Fox,,,,,Above the Break 3,24+ Right Center,27.68,Made,,,,,,,,,,,12.0,D. Sabonis,1627734.0,6.0,,,,
324,PT09M56.00S,2025-01-17T04:18:37.6Z,3,REGULAR,2pt,Jump Shot,[],1630224,76.16622864651774,65.44117647058823,1610612745,66,59,2025-01-17T04:18:43Z,3130000,False,77.0,172.0,1,right,MISS J. Green 18' pullup Shot,[1630224],1610612745.0,HOU,pullup,,,Green,J. Green,,,,,Mid-Range,16-24 Right Center,18.81,Missed,,,,,,,,,,,,,,,,,,
325,PT09M54.00S,2025-01-17T04:18:39.6Z,3,REGULAR,rebound,defensive,[],1631099,,,1610612758,66,59,2025-01-17T04:18:43Z,3140000,False,,,0,,K. Murray REBOUND (Off:1 Def:3),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Mid-Range,16-24 Right Center,,,324.0,4.0,3.0,1.0,,,,,,,,,,,,,,
326,PT09M48.00S,2025-01-17T04:18:45.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628370,12.171484888304862,43.13725490196079,1610612758,66,59,2025-01-17T04:18:50Z,3150000,False,34.0,62.0,1,left,MISS M. Monk 7' driving Layup,[1628370],1610612758.0,SAC,driving,,,Monk,M. Monk,,,,,In The Paint (Non-RA),0-8 Center,7.08,Missed,,,,,,,,,,,,,,,,,,
327,PT09M46.00S,2025-01-17T04:18:47.8Z,3,REGULAR,rebound,defensive,[],1641708,,,1610612745,66,59,2025-01-17T04:18:50Z,3160000,False,,,0,,A. Thompson REBOUND (Off:1 Def:4),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),0-8 Center,,,326.0,5.0,4.0,1.0,,,,,,,,,,,,,,
328,PT09M40.00S,2025-01-17T04:18:52.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1641708,90.09526938239159,42.8921568627451,1610612745,66,61,2025-01-17T04:18:59Z,3170000,False,-36.0,41.0,1,right,A. Thompson running Layup (10 PTS),[1641708],1610612745.0,HOU,running,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),0-8 Center,5.39,Made,,,,,,,,,,,10.0,,,,,,,
329,PT09M16.00S,2025-01-17T04:19:16.4Z,3,REGULAR,3pt,Jump Shot,[],1631099,33.85348226018397,68.13725490196079,1610612758,66,61,2025-01-17T04:19:22Z,3180000,False,-91.0,266.0,1,left,MISS K. Murray 28' 3PT,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Left Center,28.08,Missed,,,,,,,,,,,,,,,,,,
330,PT09M13.00S,2025-01-17T04:19:19.4Z,3,REGULAR,rebound,defensive,[],201145,,,1610612745,66,61,2025-01-17T04:19:22Z,3190000,False,,,0,,J. Green REBOUND (Off:1 Def:2),[201145],1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,,,329.0,3.0,2.0,1.0,,,,,,,,,,,,,,
331,PT09M05.00S,2025-01-17T04:19:28.9Z,3,REGULAR,3pt,Jump Shot,[],1628415,73.14388961892247,87.00980392156863,1610612745,66,61,2025-01-17T04:19:33Z,3200000,False,185.0,200.0,1,right,MISS D. Brooks 27' 3PT,[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Right Center,27.24,Missed,,,,,,,,,,,,,,,,,,
332,PT09M02.00S,2025-01-17T04:19:31.9Z,3,REGULAR,rebound,defensive,[],201942,,,1610612758,66,61,2025-01-17T04:19:33Z,3210000,False,,,0,,D. DeRozan REBOUND (Off:0 Def:1),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,Above the Break 3,24+ Right Center,,,331.0,1.0,1.0,0.0,,,,,,,,,,,,,,
333,PT08M54.00S,2025-01-17T04:19:40.2Z,3,REGULAR,2pt,Jump Shot,[],201942,18.2161629434954,28.676470588235293,1610612758,68,61,2025-01-17T04:30:01Z,3220000,False,107.0,119.0,1,left,D. DeRozan 15' step back Jump Shot (13 PTS),[201942],1610612758.0,SAC,step back,,,DeRozan,D. DeRozan,,,,,Mid-Range,8-16 Right,15.95,Made,,,,,,,,,,,13.0,,,,,,,
334,PT08M32.00S,2025-01-17T04:20:01.1Z,3,REGULAR,2pt,Hook,[],1630578,77.87450722733246,46.07843137254902,1610612745,68,61,2025-01-17T04:20:07Z,3230000,False,-20.0,155.0,1,right,MISS A. Sengun 15' Hook,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Mid-Range,8-16 Center,15.67,Missed,,,,,,,,,,,,,,,,,,
335,PT08M28.00S,2025-01-17T04:20:05.1Z,3,REGULAR,rebound,offensive,[],1630578,,,1610612745,68,61,2025-01-17T04:20:07Z,3240000,False,,,0,,A. Sengun REBOUND (Off:2 Def:6),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Mid-Range,8-16 Center,,,334.0,8.0,6.0,2.0,,,,,,,,,,,,,,
336,PT08M28.00S,2025-01-17T04:20:04.9Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630578,94.40999984741211,50.0,1610612745,68,61,2025-01-17T04:31:23Z,3250000,False,0.0,0.0,1,right,MISS A. Sengun tip Layup,[1630578],1610612745.0,HOU,tip,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
337,PT08M27.00S,2025-01-17T04:20:05.9Z,3,REGULAR,rebound,defensive,[],1631099,,,1610612758,68,61,2025-01-17T04:31:23Z,3260000,False,,,0,,K. Murray REBOUND (Off:1 Def:4),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,,,336.0,5.0,4.0,1.0,,,,,,,,,,,,,,
338,PT08M25.00S,2025-01-17T04:20:09.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631099,9.017739816031538,51.9607843137255,1610612758,70,61,2025-01-17T04:20:18Z,3270000,False,-10.0,32.0,1,left,K. Murray running Layup (10 PTS),[1631099],1610612758.0,SAC,running,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,3.38,Made,,,,,,,,,,,10.0,,,,,,,
339,PT08M25.00S,2025-01-17T04:20:15.3Z,3,REGULAR,foul,personal,['1freethrow'],201145,,,1610612758,70,61,2025-01-17T04:20:31Z,3280000,False,,,0,,J. Green shooting personal FOUL (2 PF) (Murray 1 FT),"[201145, 1631099]",1610612745.0,HOU,shooting,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,,,,,201639.0,,,,,,,,,,2.0,0.0,Murray,1631099.0
341,PT08M25.00S,2025-01-17T04:20:38.4Z,3,REGULAR,freethrow,1 of 1,['fastbreak'],1631099,,,1610612758,71,61,2025-01-17T04:20:38Z,3300000,False,,,0,,K. Murray Free Throw 1 of 1 (11 PTS),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,Made,,,,,,,,,,,11.0,,,,,,,
