actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
172,PT11M26.00S,2024-10-29T02:42:24.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631133,90.62089356110381,46.568627450980394,1610612757,27,20,2024-10-29T02:42:28Z,1680000,False,-17.0,36.0,1,right,MISS J. Walker Layup,[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,Restricted Area,0-8 Center,3.96,Missed,,,,,,,,,,,,,,,,,,
173,PT11M25.00S,2024-10-29T02:42:26.3Z,2,REGULAR,rebound,offensive,[],1630703,,,1610612757,27,20,2024-10-29T02:42:26Z,1690000,False,,,0,,S. Henderson REBOUND (Off:1 Def:1),[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,Restricted Area,0-8 Center,,,172.0,2.0,1.0,1.0,,,,,,,,,,,,,,
174,PT11M22.00S,2024-10-29T02:42:28.6Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],203924,71.96123521681997,21.323529411764707,1610612757,27,20,2024-10-29T02:42:32Z,1700000,False,-143.0,211.0,1,right,MISS J. Grant 25' 3PT,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Above the Break 3,24+ Left Center,25.52,Missed,,,,,,,,,,,,,,,,,,
175,PT11M20.00S,2024-10-29T02:42:30.6Z,2,REGULAR,rebound,defensive,[],1628368,,,1610612758,27,20,2024-10-29T02:42:32Z,1710000,False,,,0,,D. Fox REBOUND (Off:0 Def:1),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,Above the Break 3,24+ Left Center,,,174.0,1.0,1.0,0.0,,,,,,,,,,,,,,
177,PT11M01.00S,2024-10-29T02:43:00.7Z,2,REGULAR,3pt,Jump Shot,[],1628368,31.35676741130092,32.1078431372549,1610612758,27,20,2024-10-29T02:43:10Z,1730000,False,89.0,242.0,1,left,MISS D. Fox 25' step back 3PT,[1628368],1610612758.0,SAC,step back,,,Fox,D. Fox,,,,,Above the Break 3,24+ Right Center,25.83,Missed,,,,,,,,,,,,,,,,,,
178,PT10M56.00S,2024-10-29T02:43:05.7Z,2,REGULAR,rebound,defensive,[],1630703,,,1610612757,27,20,2024-10-29T02:43:10Z,1740000,False,,,0,,S. Henderson REBOUND (Off:1 Def:2),[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,Above the Break 3,24+ Right Center,,,177.0,3.0,2.0,1.0,,,,,,,,,,,,,,
179,PT10M51.00S,2024-10-29T02:43:12.1Z,2,REGULAR,foul,personal,['2freethrow'],1631099,,,1610612757,27,20,2024-10-29T02:43:26Z,1750000,False,,,0,,K. Murray shooting personal FOUL (2 PF) (Henderson 2 FT),"[1631099, 1630703]",1610612758.0,SAC,shooting,,,Murray,K. Murray,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,1627962.0,,,,,2.0,0.0,Henderson,1630703.0,,
181,PT10M51.00S,2024-10-29T02:43:37.1Z,2,REGULAR,freethrow,1 of 2,[],1630703,,,1610612757,27,21,2024-10-29T02:43:37Z,1770000,False,,,0,,S. Henderson Free Throw 1 of 2 (3 PTS),[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,,,,Made,,,,,,,,,3.0,,,,,,,,,
182,PT10M51.00S,2024-10-29T02:43:48.8Z,2,REGULAR,freethrow,2 of 2,[],1630703,,,1610612757,27,22,2024-10-29T02:43:48Z,1780000,False,,,0,,S. Henderson Free Throw 2 of 2 (4 PTS),[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,,,,Made,,,,,,,,,4.0,,,,,,,,,
183,PT10M35.00S,2024-10-29T02:44:10.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203458,12.040078843626807,56.127450980392155,1610612758,27,22,2024-10-29T02:56:40Z,1790000,False,-31.0,61.0,1,left,MISS A. Len 6' cutting Layup - blocked,"[203458, 1642270]",1610612758.0,SAC,cutting,,,Len,A. Len,,,,,In The Paint (Non-RA),0-8 Center,6.8,Missed,,,,,,,,,,,,,,,,,Clingan,1642270.0
184,PT10M35.00S,2024-10-29T02:44:10.0Z,2,REGULAR,block,,[],1642270,,,1610612758,27,22,2024-10-29T02:44:12Z,1800000,False,,,0,,D. Clingan BLOCK (1 BLK),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
185,PT10M32.00S,2024-10-29T02:44:13.0Z,2,REGULAR,rebound,defensive,[],203924,,,1610612757,27,22,2024-10-29T02:44:18Z,1810000,False,,,0,,J. Grant REBOUND (Off:0 Def:3),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,In The Paint (Non-RA),0-8 Center,,,183.0,3.0,3.0,0.0,,,,,,,,,,,,,,
186,PT10M31.00S,2024-10-29T02:44:16.5Z,2,REGULAR,foul,offensive,[],203924,,,1610612757,27,22,2024-10-29T02:44:39Z,1820000,False,,,0,,J. Grant charge offensive FOUL (1 PF),"[203924, 201942]",1610612757.0,POR,charge,,,Grant,J. Grant,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,1628954.0,,,,,1.0,0.0,DeRozan,201942.0,,
188,PT10M31.00S,2024-10-29T02:44:16.5Z,2,REGULAR,turnover,offensive foul,[],203924,,,1610612757,27,22,2024-10-29T02:44:16Z,1840000,False,,,0,,J. Grant offensive foul TURNOVER (1 TO),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1.0,,,1628954.0,,,,,,,,,,
189,PT10M20.00S,2024-10-29T02:44:42.4Z,2,REGULAR,foul,personal,['2freethrow'],203924,,,1610612758,27,22,2024-10-29T02:44:55Z,1850000,False,,,0,,J. Grant shooting personal FOUL (2 PF) (DeRozan 2 FT),"[203924, 201942]",1610612757.0,POR,shooting,,,Grant,J. Grant,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,200834.0,,,,,2.0,0.0,DeRozan,201942.0,,
191,PT10M20.00S,2024-10-29T02:45:13.2Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],201942,,,1610612758,27,22,2024-10-29T02:45:13Z,1870000,False,,,0,,MISS D. DeRozan Free Throw 1 of 2,[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
192,PT10M20.00S,2024-10-29T02:45:13.2Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612758,27,22,2024-10-29T02:45:13Z,1880000,False,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,191.0,,,,,,,,,,,,,,,,,
193,PT10M20.00S,2024-10-29T02:45:27.5Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],201942,,,1610612758,28,22,2024-10-29T02:45:27Z,1890000,False,,,0,,D. DeRozan Free Throw 2 of 2 (6 PTS),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,Made,,,,,,,,,6.0,,,,,,,,,
194,PT10M12.00S,2024-10-29T02:45:42.1Z,2,REGULAR,foul,personal,[],203458,,,1610612757,28,22,2024-10-29T02:45:51Z,1900000,False,,,0,,A. Len personal FOUL (2 PF),"[203458, 1642270]",1610612758.0,SAC,,,,Len,A. Len,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,200834.0,,,,,2.0,0.0,Clingan,1642270.0,,
196,PT10M06.00S,2024-10-29T02:46:08.8Z,2,REGULAR,foul,personal,[],1631099,,,1610612757,28,22,2024-10-29T02:46:16Z,1920000,False,,,0,,K. Murray personal FOUL (3 PF),"[1631099, 1630703]",1610612758.0,SAC,,,,Murray,K. Murray,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,1628954.0,,,,,3.0,0.0,Henderson,1630703.0,,
198,PT10M00.00S,2024-10-29T02:46:37.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630703,90.62089356110381,43.38235294117647,1610612757,28,22,2024-10-29T02:46:44Z,1940000,False,-33.0,36.0,1,right,MISS S. Henderson driving Layup - blocked,"[1630703, 1628989]",1610612757.0,POR,driving,,,Henderson,S. Henderson,,,,,In The Paint (Non-RA),0-8 Center,4.87,Missed,,,,,,,,,,,,,,,,,Huerter,1628989.0
199,PT10M00.00S,2024-10-29T02:46:37.0Z,2,REGULAR,block,,[],1628989,,,1610612757,28,22,2024-10-29T03:06:46Z,1950000,False,,,0,,K. Huerter BLOCK (1 BLK),[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
200,PT10M00.00S,2024-10-29T02:46:37.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612757,28,22,2024-10-29T02:46:44Z,1960000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,198.0,,,,,,,,,,,,,,,,,
202,PT10M00.00S,2024-10-29T02:46:44.2Z,2,REGULAR,substitution,out,[],1631099,,,1610612757,28,22,2024-10-29T02:46:47Z,1980000,False,,,0,,SUB out: K. Murray,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT10M00.00S,2024-10-29T02:46:44.2Z,2,REGULAR,substitution,in,[],1628370,,,1610612757,28,22,2024-10-29T02:46:47Z,1990000,False,,,0,,SUB in: M. Monk,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT10M00.00S,2024-10-29T02:46:58.7Z,2,REGULAR,violation,delay-of-game,['team'],0,,,1610612757,28,22,2024-10-29T02:47:06Z,2000000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,1628954.0,,,,,,,,,,
205,PT09M52.00S,2024-10-29T02:47:27.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203924,87.33574244415243,48.03921568627451,1610612757,28,22,2024-10-29T02:47:33Z,2010000,False,-10.0,67.0,1,right,MISS J. Grant 6' driving Layup - blocked,"[203924, 1628989]",1610612757.0,POR,driving,,,Grant,J. Grant,,,,,In The Paint (Non-RA),0-8 Center,6.72,Missed,,,,,,,,,,,,,,,,,Huerter,1628989.0
248,PT09M52.00S,2024-10-29T02:47:27.8Z,2,REGULAR,block,,[],1628989,,,1610612757,28,22,2024-10-29T02:56:47Z,2015000,False,,,0,,K. Huerter BLOCK (2 BLK),[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
206,PT09M50.00S,2024-10-29T02:47:29.8Z,2,REGULAR,rebound,defensive,[],1628368,,,1610612758,28,22,2024-10-29T02:47:33Z,2020000,False,,,0,,D. Fox REBOUND (Off:0 Def:2),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,In The Paint (Non-RA),0-8 Center,,,205.0,2.0,2.0,0.0,,,,,,,,,,,,,,
207,PT09M50.00S,2024-10-29T02:47:32.1Z,2,REGULAR,foul,personal,[],1631133,,,1610612758,28,22,2024-10-29T02:47:41Z,2030000,False,,,0,,J. Walker personal FOUL (1 PF),"[1631133, 1628368]",1610612757.0,POR,,,,Walker,J. Walker,,,,,Above the Break 3,24+ Center,,,,,,,,,,200834.0,,,,,1.0,0.0,Fox,1628368.0,,
209,PT09M50.00S,2024-10-29T02:47:50.8Z,2,REGULAR,substitution,out,[],203458,,,1610612758,28,22,2024-10-29T02:47:54Z,2050000,False,,,0,,SUB out: A. Len,[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT09M50.00S,2024-10-29T02:47:50.8Z,2,REGULAR,substitution,in,[],1627734,,,1610612758,28,22,2024-10-29T02:47:54Z,2060000,False,,,0,,SUB in: D. Sabonis,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT09M50.00S,2024-10-29T02:47:56.7Z,2,REGULAR,substitution,out,[],1642270,,,1610612758,28,22,2024-10-29T02:48:00Z,2070000,False,,,0,,SUB out: D. Clingan,[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT09M50.00S,2024-10-29T02:47:56.7Z,2,REGULAR,substitution,in,[],1629028,,,1610612758,28,22,2024-10-29T02:48:00Z,2080000,False,,,0,,SUB in: D. Ayton,[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT09M50.00S,2024-10-29T02:48:09.1Z,2,REGULAR,substitution,out,[],1631133,,,1610612758,28,22,2024-10-29T02:48:27Z,2090000,False,,,0,,SUB out: J. Walker,[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT09M50.00S,2024-10-29T02:48:09.1Z,2,REGULAR,substitution,in,[],1629014,,,1610612758,28,22,2024-10-29T02:48:27Z,2100000,False,,,0,,SUB in: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT09M43.00S,2024-10-29T02:48:40.5Z,2,REGULAR,turnover,traveling,[],1628370,,,1610612758,28,22,2024-10-29T02:48:49Z,2110000,False,,,0,,M. Monk traveling TURNOVER (1 TO),[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,Restricted Area,0-8 Center,,,,,,,1.0,,,1628954.0,,,,,,,,,,
217,PT09M43.00S,2024-10-29T02:48:47.3Z,2,REGULAR,substitution,out,[],1628368,,,1610612757,28,22,2024-10-29T02:48:51Z,2120000,False,,,0,,SUB out: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT09M43.00S,2024-10-29T02:48:47.3Z,2,REGULAR,substitution,in,[],1626168,,,1610612757,28,22,2024-10-29T02:48:51Z,2130000,False,,,0,,SUB in: T. Lyles,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT09M33.00S,2024-10-29T02:49:10.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630703,73.01248357424441,84.31372549019608,1610612757,28,25,2024-10-29T02:49:16Z,2140000,False,172.0,201.0,1,right,S. Henderson 26' 3PT  (7 PTS) (A. Simons 1 AST),"[1630703, 1629014]",1610612757.0,POR,,,,Henderson,S. Henderson,,,,,Above the Break 3,24+ Right Center,26.44,Made,,,,,,,,,7.0,A. Simons,1629014.0,1.0,,,,,,
221,PT09M19.00S,2024-10-29T02:49:24.3Z,2,REGULAR,2pt,Jump Shot,[],201942,7.703679369250986,72.05882352941177,1610612758,28,25,2024-10-29T02:49:32Z,2160000,False,-110.0,20.0,1,left,MISS D. DeRozan 11' turnaround Shot,[201942],1610612758.0,SAC,turnaround,,,DeRozan,D. DeRozan,,,,,Mid-Range,8-16 Left,11.21,Missed,,,,,,,,,,,,,,,,,,
222,PT09M16.00S,2024-10-29T02:49:27.8Z,2,REGULAR,rebound,defensive,[],1629014,,,1610612757,28,25,2024-10-29T02:49:27Z,2170000,False,,,0,,A. Simons REBOUND (Off:0 Def:1),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,Mid-Range,8-16 Left,,,221.0,1.0,1.0,0.0,,,,,,,,,,,,,,
223,PT09M10.00S,2024-10-29T02:49:35.4Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628989,,,1610612757,28,25,2024-10-29T02:49:56Z,2180000,False,,,0,,K. Huerter shooting personal FOUL (1 PF) (Murray 2 FT),"[1628989, 1631200]",1610612758.0,SAC,shooting,,,Huerter,K. Huerter,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,200834.0,,,,,1.0,0.0,Murray,1631200.0,,
225,PT09M10.00S,2024-10-29T02:50:10.5Z,2,REGULAR,freethrow,1 of 2,[],1631200,,,1610612757,28,26,2024-10-29T02:50:10Z,2200000,False,,,0,,K. Murray Free Throw 1 of 2 (1 PTS),[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,,,,Made,,,,,,,,,1.0,,,,,,,,,
226,PT09M10.00S,2024-10-29T02:50:12.8Z,2,REGULAR,substitution,out,[],203924,,,1610612757,28,26,2024-10-29T02:50:17Z,2210000,False,,,0,,SUB out: J. Grant,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT09M10.00S,2024-10-29T02:50:12.8Z,2,REGULAR,substitution,in,[],1641739,,,1610612757,28,26,2024-10-29T02:50:17Z,2220000,False,,,0,,SUB in: T. Camara,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT09M10.00S,2024-10-29T02:50:27.7Z,2,REGULAR,freethrow,2 of 2,[],1631200,,,1610612757,28,27,2024-10-29T02:50:27Z,2230000,False,,,0,,K. Murray Free Throw 2 of 2 (2 PTS),[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,,,,Made,,,,,,,,,2.0,,,,,,,,,
229,PT08M54.00S,2024-10-29T02:50:46.6Z,2,REGULAR,foul,personal,['2freethrow'],1630703,,,1610612758,28,27,2024-10-29T02:50:54Z,2240000,False,,,0,,S. Henderson shooting personal FOUL (2 PF) (DeRozan 2 FT),"[1630703, 201942]",1610612757.0,POR,shooting,,,Henderson,S. Henderson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,200834.0,,,,,2.0,0.0,DeRozan,201942.0,,
231,PT08M54.00S,2024-10-29T02:51:13.1Z,2,REGULAR,freethrow,1 of 2,[],201942,,,1610612758,29,27,2024-10-29T02:51:13Z,2260000,False,,,0,,D. DeRozan Free Throw 1 of 2 (7 PTS),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,Made,,,,,,,,,7.0,,,,,,,,,
232,PT08M54.00S,2024-10-29T02:51:27.5Z,2,REGULAR,freethrow,2 of 2,[],201942,,,1610612758,30,27,2024-10-29T02:51:27Z,2270000,False,,,0,,D. DeRozan Free Throw 2 of 2 (8 PTS),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,Made,,,,,,,,,8.0,,,,,,,,,
233,PT08M36.00S,2024-10-29T02:51:48.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629014,89.70105124835742,59.55882352941176,1610612757,30,29,2024-10-29T02:52:03Z,2280000,False,48.0,44.0,1,right,A. Simons 6' driving floating bank Jump Shot (4 PTS) (T. Camara 2 AST),"[1629014, 1641739]",1610612757.0,POR,driving floating bank,,,Simons,A. Simons,,,,,In The Paint (Non-RA),0-8 Center,6.52,Made,,,,,,,,,4.0,T. Camara,1641739.0,2.0,,,,,,
235,PT08M12.00S,2024-10-29T02:52:11.3Z,2,REGULAR,3pt,Jump Shot,[],1628370,9.543363994743759,96.07843137254902,1610612758,30,29,2024-10-29T02:52:17Z,2300000,False,-230.0,37.0,1,left,MISS M. Monk 3PT,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,Left Corner 3,24+ Left,23.34,Missed,,,,,,,,,,,,,,,,,,
236,PT08M08.00S,2024-10-29T02:52:15.3Z,2,REGULAR,rebound,defensive,[],1630703,,,1610612757,30,29,2024-10-29T02:52:17Z,2310000,False,,,0,,S. Henderson REBOUND (Off:1 Def:3),[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,Left Corner 3,24+ Left,,,235.0,4.0,3.0,1.0,,,,,,,,,,,,,,
238,PT08M01.00S,2024-10-29T02:52:41.2Z,2,REGULAR,timeout,challenge,['team'],0,,,1610612757,30,29,2024-10-29T02:55:13Z,2330000,False,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT08M01.00S,2024-10-29T02:54:03.1Z,2,REGULAR,substitution,out,[],1628370,,,1610612757,30,29,2024-10-29T02:55:36Z,2345000,False,,,0,,SUB out: M. Monk,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT08M01.00S,2024-10-29T02:54:03.1Z,2,REGULAR,substitution,in,[],1629162,,,1610612757,30,29,2024-10-29T02:55:36Z,2347500,False,,,0,,SUB in: J. McLaughlin,[1629162],1610612758.0,SAC,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT07M58.00S,2024-10-29T02:55:57.0Z,2,REGULAR,foul,offensive,[],1641739,,,1610612757,30,29,2024-10-29T02:56:07Z,2360000,False,,,0,,T. Camara offensive FOUL (3 PF),"[1641739, 1626168]",1610612757.0,POR,,,,Camara,T. Camara,,,,,Mid-Range,16-24 Center,,,,,,,,,,1627962.0,,,,,3.0,0.0,Lyles,1626168.0,,
246,PT07M58.00S,2024-10-29T02:55:57.0Z,2,REGULAR,turnover,offensive foul,[],1641739,,,1610612757,30,29,2024-10-29T02:55:57Z,2380000,False,,,0,,T. Camara offensive foul TURNOVER (1 TO),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Mid-Range,16-24 Center,,,,,,,1.0,,,1627962.0,,,,,,,,,,
249,PT07M58.00S,2024-10-29T02:56:43.1Z,2,REGULAR,substitution,out,[],1641739,,,1610612758,30,29,2024-10-29T02:56:49Z,2400000,False,,,0,,SUB out: T. Camara,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT07M58.00S,2024-10-29T02:56:43.1Z,2,REGULAR,substitution,in,[],1630166,,,1610612758,30,29,2024-10-29T02:56:49Z,2410000,False,,,0,,SUB in: D. Avdija,[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT07M47.00S,2024-10-29T02:56:57.7Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",201942,14.536793692509855,48.03921568627451,1610612758,32,29,2024-10-29T02:57:10Z,2420000,False,10.0,84.0,1,left,D. DeRozan 8' turnaround Jump Shot (10 PTS),[201942],1610612758.0,SAC,turnaround,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),8-16 Center,8.47,Made,,,,,,,,,10.0,,,,,,,,,
252,PT07M47.00S,2024-10-29T02:57:03.3Z,2,REGULAR,foul,personal,['1freethrow'],1629014,,,1610612758,32,29,2024-10-29T02:57:08Z,2430000,False,,,0,,A. Simons shooting personal FOUL (2 PF) (DeRozan 1 FT),"[1629014, 201942]",1610612757.0,POR,shooting,,,Simons,A. Simons,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,200834.0,,,,,2.0,0.0,DeRozan,201942.0,,
254,PT07M47.00S,2024-10-29T02:57:23.0Z,2,REGULAR,freethrow,1 of 1,['fromturnover'],201942,,,1610612758,33,29,2024-10-29T02:57:23Z,2450000,False,,,0,,D. DeRozan Free Throw 1 of 1 (11 PTS),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,Made,,,,,,,,,11.0,,,,,,,,,
255,PT07M28.00S,2024-10-29T02:57:42.9Z,2,REGULAR,turnover,lost ball,[],1629014,,,1610612757,33,29,2024-10-29T02:57:48Z,2460000,False,,,0,,A. Simons lost ball TURNOVER (3 TO),"[1629014, 201942]",1610612757.0,POR,,,,Simons,A. Simons,,,,,Mid-Range,8-16 Center,,,,,,,3.0,DeRozan,201942.0,,,,,,,,,,,
256,PT07M28.00S,2024-10-29T02:57:42.9Z,2,REGULAR,steal,,[],201942,,,1610612758,33,29,2024-10-29T02:57:45Z,2470000,False,,,0,,D. DeRozan STEAL (1 STL),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
257,PT07M20.00S,2024-10-29T02:57:51.6Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1626168,3.1044678055190538,95.34313725490196,1610612758,33,29,2024-10-29T02:57:59Z,2480000,False,-227.0,-23.0,1,left,MISS T. Lyles 3PT,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,Left Corner 3,24+ Left,22.79,Missed,,,,,,,,,,,,,,,,,,
258,PT07M14.00S,2024-10-29T02:57:57.6Z,2,REGULAR,rebound,defensive,[],1629028,,,1610612757,33,29,2024-10-29T02:57:59Z,2490000,False,,,0,,D. Ayton REBOUND (Off:2 Def:2),[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,Left Corner 3,24+ Left,,,257.0,4.0,2.0,2.0,,,,,,,,,,,,,,
259,PT07M13.00S,2024-10-29T02:57:59.7Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629162,,,1610612757,33,29,2024-10-29T03:17:46Z,2500000,False,,,0,,J. McLaughlin personal FOUL (1 PF) (Henderson 2 FT),"[1629162, 1630703]",1610612758.0,SAC,,,,McLaughlin,J. McLaughlin,,,,,Above the Break 3,24+ Center,,,,,,,,,,1628954.0,,,,,1.0,0.0,Henderson,1630703.0,,
261,PT07M13.00S,2024-10-29T02:58:57.5Z,2,REGULAR,freethrow,1 of 2,[],1630703,,,1610612757,33,30,2024-10-29T03:12:13Z,2520000,False,,,0,,S. Henderson Free Throw 1 of 2 (8 PTS),[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,,,,Made,,,,,,,,,8.0,,,,,,,,,
330,PT07M13.00S,2024-10-29T02:58:57.5Z,2,REGULAR,freethrow,2 of 2,[],1630703,,,1610612757,33,30,2024-10-29T03:12:13Z,2525000,False,,,0,,MISS S. Henderson Free Throw 2 of 2,[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
331,PT07M13.00S,2024-10-29T02:58:57.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612757,33,30,2024-10-29T03:12:13Z,2527500,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,330.0,,,,,,,,,,,,,,,,,
263,PT07M07.00S,2024-10-29T02:59:31.0Z,2,REGULAR,turnover,bad pass,[],1630166,,,1610612757,33,30,2024-10-29T02:59:36Z,2540000,False,,,0,,D. Avdija bad pass TURNOVER (1 TO),"[1630166, 201942]",1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,,,,,,,1.0,DeRozan,201942.0,,,,,,,,,,,
264,PT07M07.00S,2024-10-29T02:59:31.0Z,2,REGULAR,steal,,[],201942,,,1610612758,33,30,2024-10-29T02:59:32Z,2550000,False,,,0,,D. DeRozan STEAL (2 STL),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
