actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
175,PT10M09.00S,2024-02-09T00:42:37.9Z,2,REGULAR,3pt,Jump Shot,[],1626224,22.026938239159,90.44117647058823,1610612759,25,25,2024-02-09T00:42:42Z,1750000,False,-202.0,155.0,1,left,C. Osman 25' 3PT  (3 PTS) (T. Jones 1 AST),"[1626224, 1630200]",1610612759.0,SAS,,,,Osman,C. Osman,,,,,Above the Break 3,24+ Left Center,25.45,Made,,,,,3.0,T. Jones,1630200.0,1.0,,,,,,,,,,
177,PT09M53.00S,2024-02-09T00:42:55.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203914,85.23324572930355,59.55882352941176,1610612753,27,25,2024-02-09T00:43:05Z,1770000,False,48.0,86.0,1,right,G. Harris 9' driving floating bank Jump Shot (2 PTS) (C. Anthony 1 AST),"[203914, 1630175]",1610612753.0,ORL,driving floating bank,,,Harris,G. Harris,,,,,In The Paint (Non-RA),8-16 Center,9.87,Made,,,,,2.0,C. Anthony,1630175.0,1.0,,,,,,,,,,
179,PT09M37.00S,2024-02-09T00:43:10.4Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1641705,7.966491458607096,56.86274509803921,1610612759,27,25,2024-02-09T00:55:45Z,1790000,False,-34.0,22.0,1,left,MISS V. Wembanyama cutting DUNK - blocked,"[1641705, 1628371]",1610612759.0,SAS,cutting,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,4.1,Missed,,,,,,,,,,Isaac,1628371.0,,,,,,,
180,PT09M37.00S,2024-02-09T00:43:10.4Z,2,REGULAR,block,,[],1628371,,,1610612759,27,25,2024-02-09T00:43:14Z,1800000,False,,,0,,J. Isaac BLOCK (1 BLK),[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
181,PT09M32.00S,2024-02-09T00:43:15.4Z,2,REGULAR,rebound,defensive,[],204060,,,1610612753,27,25,2024-02-09T00:43:17Z,1810000,False,,,0,,J. Ingles REBOUND (Off:0 Def:3),[204060],1610612753.0,ORL,,,,Ingles,J. Ingles,,,,,Restricted Area,0-8 Center,,,179.0,3.0,3.0,0.0,,,,,,,,,,,,,,
182,PT09M26.00S,2024-02-09T00:43:21.5Z,2,REGULAR,3pt,Jump Shot,[],203914,70.64717477003943,18.38235294117647,1610612753,27,25,2024-02-09T00:43:27Z,1820000,False,-158.0,223.0,1,right,MISS G. Harris 27' 3PT,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,Above the Break 3,24+ Left Center,27.37,Missed,,,,,,,,,,,,,,,,,,
183,PT09M22.00S,2024-02-09T00:43:25.5Z,2,REGULAR,rebound,defensive,[],1631103,,,1610612759,27,25,2024-02-09T00:43:27Z,1830000,False,,,0,,M. Branham REBOUND (Off:0 Def:1),[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,Above the Break 3,24+ Left Center,,,182.0,1.0,1.0,0.0,,,,,,,,,,,,,,
184,PT09M12.00S,2024-02-09T00:43:35.1Z,2,REGULAR,turnover,bad pass,[],1641705,,,1610612759,27,25,2024-02-09T00:43:45Z,1840000,False,,,0,,V. Wembanyama bad pass TURNOVER (2 TO),"[1641705, 204060]",1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,2.0,Ingles,204060.0,,,,
185,PT09M12.00S,2024-02-09T00:43:35.1Z,2,REGULAR,steal,,[],204060,,,1610612753,27,25,2024-02-09T00:43:37Z,1850000,False,,,0,,J. Ingles STEAL (1 STL),[204060],1610612753.0,ORL,,,,Ingles,J. Ingles,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
186,PT09M09.00S,2024-02-09T00:43:41.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630175,91.5407358738502,47.30392156862745,1610612753,29,25,2024-02-09T00:43:50Z,1860000,False,-13.0,27.0,1,right,C. Anthony running Layup (4 PTS) (J. Ingles 1 AST),"[1630175, 204060]",1610612753.0,ORL,running,,,Anthony,C. Anthony,,,,,Restricted Area,0-8 Center,3.02,Made,,,,,4.0,J. Ingles,204060.0,1.0,,,,,,,,,,
188,PT09M09.00S,2024-02-09T00:43:56.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,29,25,2024-02-09T00:43:56Z,1880000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT09M09.00S,2024-02-09T00:46:08.9Z,2,REGULAR,substitution,out,[],204060,,,1610612759,29,25,2024-02-09T00:46:34Z,1890000,False,,,0,,SUB out: J. Ingles,[204060],1610612753.0,ORL,,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT09M09.00S,2024-02-09T00:46:08.9Z,2,REGULAR,substitution,out,[],1629640,,,1610612759,29,25,2024-02-09T00:46:34Z,1900000,False,,,0,,SUB out: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT09M09.00S,2024-02-09T00:46:08.9Z,2,REGULAR,substitution,in,[],1630532,,,1610612759,29,25,2024-02-09T00:46:34Z,1910000,False,,,0,,SUB in: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT09M09.00S,2024-02-09T00:46:08.9Z,2,REGULAR,substitution,in,[],1630577,,,1610612759,29,25,2024-02-09T00:46:34Z,1920000,False,,,0,,SUB in: J. Champagnie,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT08M50.00S,2024-02-09T00:46:57.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641705,11.251642575558476,42.40196078431372,1610612759,29,27,2024-02-09T00:47:07Z,1930000,False,38.0,53.0,1,left,V. Wembanyama 6' Layup (7 PTS),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),0-8 Center,6.55,Made,,,,,7.0,,,,,,,,,,,,,
195,PT08M39.00S,2024-02-09T00:47:09.6Z,2,REGULAR,2pt,Jump Shot,[],1630175,84.57621550591328,29.901960784313726,1610612753,31,27,2024-02-09T00:47:15Z,1950000,False,-100.0,92.0,1,right,C. Anthony 13' pullup Jump Shot (6 PTS) (G. Harris 1 AST),"[1630175, 203914]",1610612753.0,ORL,pullup,,,Anthony,C. Anthony,,,,,Mid-Range,8-16 Left,13.66,Made,,,,,6.0,G. Harris,203914.0,1.0,,,,,,,,,,
196,PT08M24.00S,2024-02-09T00:47:25.0Z,2,REGULAR,3pt,Jump Shot,[],1641705,30.17411300919842,27.941176470588236,1610612759,31,27,2024-02-09T00:47:30Z,1960000,False,110.0,231.0,1,left,MISS V. Wembanyama 25' 3PT,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Right Center,25.61,Missed,,,,,,,,,,,,,,,,,,
197,PT08M20.00S,2024-02-09T00:47:29.0Z,2,REGULAR,rebound,defensive,[],1628371,,,1610612753,31,27,2024-02-09T00:47:30Z,1970000,False,,,0,,J. Isaac REBOUND (Off:0 Def:3),[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,Above the Break 3,24+ Right Center,,,196.0,3.0,3.0,0.0,,,,,,,,,,,,,,
198,PT08M11.00S,2024-02-09T00:47:37.0Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1629021,88.38699080157687,50.98039215686274,1610612753,31,27,2024-02-09T00:47:42Z,1980000,False,5.0,57.0,1,right,MISS M. Wagner turnaround Hook - blocked,"[1629021, 1641705]",1610612753.0,ORL,turnaround,,,Wagner,M. Wagner,,,,,In The Paint (Non-RA),0-8 Center,5.69,Missed,,,,,,,,,,Wembanyama,1641705.0,,,,,,,
199,PT08M11.00S,2024-02-09T00:47:37.0Z,2,REGULAR,block,,[],1641705,,,1610612753,31,27,2024-02-09T00:47:40Z,1990000,False,,,0,,V. Wembanyama BLOCK (2 BLK),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
200,PT08M07.00S,2024-02-09T00:47:41.0Z,2,REGULAR,rebound,defensive,[],1631103,,,1610612759,31,27,2024-02-09T00:47:42Z,2000000,False,,,0,,M. Branham REBOUND (Off:0 Def:2),[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,In The Paint (Non-RA),0-8 Center,,,198.0,2.0,2.0,0.0,,,,,,,,,,,,,,
201,PT08M04.00S,2024-02-09T00:47:50.2Z,2,REGULAR,foul,personal,[],1630175,,,1610612759,31,27,2024-02-09T00:47:56Z,2010000,False,,,0,,C. Anthony personal FOUL (1 PF),"[1630175, 1631103]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Mid-Range,8-16 Center,,,,,,,,,,,1162.0,,,,,,1.0,0.0,Branham,1631103.0
203,PT08M04.00S,2024-02-09T00:47:57.3Z,2,REGULAR,substitution,out,[],1626224,,,1610612759,31,27,2024-02-09T00:48:02Z,2030000,False,,,0,,SUB out: C. Osman,[1626224],1610612759.0,SAS,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT08M04.00S,2024-02-09T00:47:57.3Z,2,REGULAR,substitution,in,[],1631110,,,1610612759,31,27,2024-02-09T00:48:02Z,2040000,False,,,0,,SUB in: J. Sochan,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT07M57.00S,2024-02-09T00:48:15.4Z,2,REGULAR,3pt,Jump Shot,[],1630200,34.773324572930356,59.80392156862745,1610612759,31,27,2024-02-09T00:48:20Z,2050000,False,-49.0,274.0,1,left,MISS T. Jones 27' pullup 3PT,[1630200],1610612759.0,SAS,pullup,,,Jones,T. Jones,,,,,Above the Break 3,24+ Center,27.87,Missed,,,,,,,,,,,,,,,,,,
206,PT07M54.00S,2024-02-09T00:48:18.4Z,2,REGULAR,rebound,defensive,[],1628371,,,1610612753,31,27,2024-02-09T00:58:35Z,2060000,False,,,0,,J. Isaac REBOUND (Off:0 Def:4),[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,Above the Break 3,24+ Center,,,205.0,4.0,4.0,0.0,,,,,,,,,,,,,,
207,PT07M43.00S,2024-02-09T00:48:30.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629021,92.32917214191852,49.754901960784316,1610612753,33,27,2024-02-09T00:48:36Z,2070000,False,-1.0,20.0,1,right,M. Wagner Layup (4 PTS) (F. Wagner 3 AST),"[1629021, 1630532]",1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,Restricted Area,0-8 Center,1.96,Made,,,,,4.0,F. Wagner,1630532.0,3.0,,,,,,,,,,
209,PT07M43.00S,2024-02-09T00:48:34.0Z,2,REGULAR,foul,personal,['1freethrow'],1631110,,,1610612753,33,27,2024-02-09T00:48:43Z,2090000,False,,,0,,J. Sochan shooting personal FOUL (1 PF) (Wagner 1 FT),"[1631110, 1629021]",1610612759.0,SAS,shooting,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1162.0,,,,,,1.0,0.0,Wagner,1629021.0
211,PT07M43.00S,2024-02-09T00:48:44.1Z,2,REGULAR,substitution,out,[],203914,,,1610612753,33,27,2024-02-09T00:50:18Z,2110000,False,,,0,,SUB out: G. Harris,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT07M43.00S,2024-02-09T00:48:44.1Z,2,REGULAR,substitution,in,[],1631094,,,1610612753,33,27,2024-02-09T00:50:18Z,2120000,False,,,0,,SUB in: P. Banchero,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT07M43.00S,2024-02-09T00:49:04.5Z,2,REGULAR,freethrow,1 of 1,[],1629021,,,1610612753,34,27,2024-02-09T00:49:04Z,2130000,False,,,0,,M. Wagner Free Throw 1 of 1 (5 PTS),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
214,PT07M31.00S,2024-02-09T00:49:19.1Z,2,REGULAR,turnover,out-of-bounds,[],1631110,,,1610612759,34,27,2024-02-09T00:49:29Z,2140000,False,,,0,,J. Sochan bad pass out-of-bounds TURNOVER (1 TO),[1631110],1610612759.0,SAS,bad pass,,,Sochan,J. Sochan,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,1162.0,,,1.0,,,,,,
215,PT07M06.00S,2024-02-09T00:49:46.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629021,91.27792378449409,53.431372549019606,1610612753,36,27,2024-02-09T00:50:00Z,2150000,False,17.0,29.0,1,right,M. Wagner Layup (7 PTS) (F. Wagner 4 AST),"[1629021, 1630532]",1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,Restricted Area,0-8 Center,3.41,Made,,,,,7.0,F. Wagner,1630532.0,4.0,,,,,,,,,,
217,PT06M50.00S,2024-02-09T00:50:01.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631103,17.821944809461236,61.029411764705884,1610612759,36,29,2024-02-09T00:50:06Z,2170000,False,-55.0,115.0,1,left,M. Branham 12' pullup Jump Shot (2 PTS) (J. Sochan 1 AST),"[1631103, 1631110]",1610612759.0,SAS,pullup,,,Branham,M. Branham,,,,,In The Paint (Non-RA),8-16 Center,12.75,Made,,,,,2.0,J. Sochan,1631110.0,1.0,,,,,,,,,,
219,PT06M38.00S,2024-02-09T00:50:15.5Z,2,REGULAR,turnover,bad pass,[],1630175,,,1610612753,36,29,2024-02-09T00:50:23Z,2190000,False,,,0,,C. Anthony bad pass TURNOVER (1 TO),"[1630175, 1641705]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1.0,Wembanyama,1641705.0,,,,
220,PT06M38.00S,2024-02-09T00:50:15.5Z,2,REGULAR,steal,,[],1641705,,,1610612759,36,29,2024-02-09T00:50:18Z,2200000,False,,,0,,V. Wembanyama STEAL (1 STL),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
221,PT06M35.00S,2024-02-09T00:50:23.1Z,2,REGULAR,foul,personal,[],1630175,,,1610612759,36,29,2024-02-09T00:51:24Z,2210000,False,,,0,,C. Anthony personal FOUL (2 PF),"[1630175, 1630200]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Above the Break 3,24+ Center,,,,,,,,,,,1630886.0,,,,,,2.0,0.0,Jones,1630200.0
223,PT06M35.00S,2024-02-09T00:50:30.3Z,2,REGULAR,substitution,out,[],1630175,,,1610612759,36,29,2024-02-09T00:50:45Z,2230000,False,,,0,,SUB out: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT06M35.00S,2024-02-09T00:50:30.3Z,2,REGULAR,substitution,out,[],1631103,,,1610612759,36,29,2024-02-09T00:50:45Z,2240000,False,,,0,,SUB out: M. Branham,[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT06M35.00S,2024-02-09T00:50:30.3Z,2,REGULAR,substitution,out,[],1630200,,,1610612759,36,29,2024-02-09T00:50:45Z,2250000,False,,,0,,SUB out: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT06M35.00S,2024-02-09T00:50:30.3Z,2,REGULAR,substitution,in,[],1630591,,,1610612759,36,29,2024-02-09T00:50:45Z,2260000,False,,,0,,SUB in: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT06M35.00S,2024-02-09T00:50:30.3Z,2,REGULAR,substitution,in,[],1631104,,,1610612759,36,29,2024-02-09T00:50:45Z,2270000,False,,,0,,SUB in: B. Wesley,[1631104],1610612759.0,SAS,,,,Wesley,B. Wesley,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT06M35.00S,2024-02-09T00:50:30.3Z,2,REGULAR,substitution,in,[],1630170,,,1610612759,36,29,2024-02-09T00:50:45Z,2280000,False,,,0,,SUB in: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT06M35.00S,2024-02-09T00:51:02.0Z,2,REGULAR,timeout,full,['team'],0,,,1610612759,36,29,2024-02-09T00:51:02Z,2290000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT06M35.00S,2024-02-09T00:53:31.3Z,2,REGULAR,substitution,out,[],1629021,,,1610612759,36,29,2024-02-09T00:53:46Z,2300000,False,,,0,,SUB out: M. Wagner,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT06M35.00S,2024-02-09T00:53:31.3Z,2,REGULAR,substitution,in,[],1628976,,,1610612759,36,29,2024-02-09T00:53:46Z,2310000,False,,,0,,SUB in: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT06M22.00S,2024-02-09T00:54:04.0Z,2,REGULAR,turnover,bad pass,[],1631104,,,1610612759,36,29,2024-02-09T00:54:11Z,2320000,False,,,0,,B. Wesley bad pass TURNOVER (1 TO),"[1631104, 1631094]",1610612759.0,SAS,,,,Wesley,B. Wesley,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,1.0,Banchero,1631094.0,,,,
234,PT06M22.00S,2024-02-09T00:54:04.0Z,2,REGULAR,steal,,[],1631094,,,1610612753,36,29,2024-02-09T00:54:07Z,2330000,False,,,0,,P. Banchero STEAL (1 STL),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
235,PT06M15.00S,2024-02-09T00:54:16.1Z,2,REGULAR,foul,personal,['2freethrow'],1631104,,,1610612753,36,29,2024-02-09T00:54:40Z,2340000,False,,,0,,B. Wesley shooting personal FOUL (2 PF) (Wagner 2 FT),"[1631104, 1630532]",1610612759.0,SAS,shooting,,,Wesley,B. Wesley,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1626301.0,,,,,,2.0,0.0,Wagner,1630532.0
237,PT06M15.00S,2024-02-09T00:54:53.9Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1630532,,,1610612753,37,29,2024-02-09T00:54:53Z,2360000,False,,,0,,F. Wagner Free Throw 1 of 2 (5 PTS),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
238,PT06M15.00S,2024-02-09T00:55:10.4Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1630532,,,1610612753,38,29,2024-02-09T00:55:10Z,2370000,False,,,0,,F. Wagner Free Throw 2 of 2 (6 PTS),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
239,PT06M03.00S,2024-02-09T00:55:23.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630577,7.440867279894875,54.90196078431373,1610612759,38,31,2024-02-09T00:55:30Z,2380000,False,-25.0,17.0,1,left,J. Champagnie driving Layup (5 PTS) (B. Wesley 2 AST),"[1630577, 1631104]",1610612759.0,SAS,driving,,,Champagnie,J. Champagnie,,,,,Restricted Area,0-8 Center,3.01,Made,,,,,5.0,B. Wesley,1631104.0,2.0,,,,,,,,,,
241,PT05M43.00S,2024-02-09T00:55:43.5Z,2,REGULAR,turnover,bad pass,[],1628976,,,1610612753,38,31,2024-02-09T00:55:51Z,2400000,False,,,0,,W. Carter Jr. bad pass TURNOVER (1 TO),"[1628976, 1631104]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,1.0,Wesley,1631104.0,,,,
242,PT05M43.00S,2024-02-09T00:55:43.5Z,2,REGULAR,steal,,[],1631104,,,1610612759,38,31,2024-02-09T00:55:46Z,2410000,False,,,0,,B. Wesley STEAL (1 STL),[1631104],1610612759.0,SAS,,,,Wesley,B. Wesley,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
243,PT05M41.00S,2024-02-09T00:55:49.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631104,9.806176084099869,52.20588235294118,1610612759,38,33,2024-02-09T00:55:56Z,2420000,False,-11.0,40.0,1,left,B. Wesley running Layup (7 PTS),[1631104],1610612759.0,SAS,running,,,Wesley,B. Wesley,,,,,Restricted Area,0-8 Center,4.12,Made,,,,,7.0,,,,,,,,,,,,,
244,PT05M41.00S,2024-02-09T00:55:53.4Z,2,REGULAR,foul,personal,['1freethrow'],1630591,,,1610612759,38,33,2024-02-09T00:56:03Z,2430000,False,,,0,,J. Suggs shooting personal FOUL (1 PF) (Wesley 1 FT),"[1630591, 1631104]",1610612753.0,ORL,shooting,,,Suggs,J. Suggs,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1626301.0,,,,,,1.0,0.0,Wesley,1631104.0
246,PT05M41.00S,2024-02-09T00:56:04.9Z,2,REGULAR,substitution,out,[],1628371,,,1610612759,38,33,2024-02-09T00:56:46Z,2450000,False,,,0,,SUB out: J. Isaac,[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT05M41.00S,2024-02-09T00:56:04.9Z,2,REGULAR,substitution,out,[],1641705,,,1610612759,38,33,2024-02-09T00:56:46Z,2460000,False,,,0,,SUB out: V. Wembanyama,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT05M41.00S,2024-02-09T00:56:04.9Z,2,REGULAR,substitution,in,[],1628365,,,1610612759,38,33,2024-02-09T00:56:46Z,2470000,False,,,0,,SUB in: M. Fultz,[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT05M41.00S,2024-02-09T00:56:04.9Z,2,REGULAR,substitution,in,[],1628380,,,1610612759,38,33,2024-02-09T00:56:46Z,2480000,False,,,0,,SUB in: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT05M41.00S,2024-02-09T00:56:27.3Z,2,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1631104,,,1610612759,38,34,2024-02-09T00:56:27Z,2490000,False,,,0,,B. Wesley Free Throw 1 of 1 (8 PTS),[1631104],1610612759.0,SAS,,,,Wesley,B. Wesley,,,,,,,,Made,,,,,8.0,,,,,,,,,,,,,
251,PT05M26.00S,2024-02-09T00:56:43.9Z,2,REGULAR,2pt,Jump Shot,[],1631094,93.24901445466492,76.47058823529412,1610612753,38,34,2024-02-09T00:56:53Z,2500000,False,132.0,11.0,1,right,MISS P. Banchero 13' fadeaway Shot,[1631094],1610612753.0,ORL,fadeaway,,,Banchero,P. Banchero,,,,,Mid-Range,8-16 Right,13.29,Missed,,,,,,,,,,,,,,,,,,
252,PT05M26.00S,2024-02-09T00:56:46.4Z,2,REGULAR,rebound,offensive,[],1630591,,,1610612753,38,34,2024-02-09T00:56:46Z,2510000,False,,,0,,J. Suggs REBOUND (Off:1 Def:0),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Mid-Range,8-16 Right,,,251.0,1.0,0.0,1.0,,,,,,,,,,,,,,
253,PT05M26.00S,2024-02-09T00:56:48.4Z,2,REGULAR,foul,personal,['2freethrow'],1631104,,,1610612753,38,34,2024-02-09T00:56:56Z,2520000,False,,,0,,B. Wesley shooting personal FOUL (3 PF) (Suggs 2 FT),"[1631104, 1630591]",1610612759.0,SAS,shooting,,,Wesley,B. Wesley,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1162.0,,,,,,3.0,0.0,Suggs,1630591.0
255,PT05M26.00S,2024-02-09T00:57:12.5Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1630591,,,1610612753,39,34,2024-02-09T00:57:12Z,2540000,False,,,0,,J. Suggs Free Throw 1 of 2 (1 PTS),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
256,PT05M26.00S,2024-02-09T00:57:28.5Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1630591,,,1610612753,40,34,2024-02-09T00:57:28Z,2550000,False,,,0,,J. Suggs Free Throw 2 of 2 (2 PTS),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
257,PT05M12.00S,2024-02-09T00:57:44.4Z,2,REGULAR,foul,personal,['3freethrow'],1628365,,,1610612759,40,34,2024-02-09T00:57:57Z,2560000,False,,,0,,M. Fultz shooting personal FOUL (1 PF) (Champagnie 3 FT),"[1628365, 1630577]",1610612753.0,ORL,shooting,,,Fultz,M. Fultz,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,1630886.0,,,,,,1.0,0.0,Champagnie,1630577.0
260,PT05M12.00S,2024-02-09T00:59:39.8Z,2,REGULAR,freethrow,1 of 3,[],1630577,,,1610612759,40,35,2024-02-09T00:59:39Z,2590000,False,,,0,,J. Champagnie Free Throw 1 of 3 (6 PTS),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
261,PT05M12.00S,2024-02-09T00:59:50.7Z,2,REGULAR,freethrow,2 of 3,[],1630577,,,1610612759,40,36,2024-02-09T00:59:50Z,2600000,False,,,0,,J. Champagnie Free Throw 2 of 3 (7 PTS),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,Made,,,,,7.0,,,,,,,,,,,,,
262,PT05M12.00S,2024-02-09T01:00:02.5Z,2,REGULAR,freethrow,3 of 3,[],1630577,,,1610612759,40,37,2024-02-09T01:00:02Z,2610000,False,,,0,,J. Champagnie Free Throw 3 of 3 (8 PTS),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,Made,,,,,8.0,,,,,,,,,,,,,
