actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
514,PT01M00.00S,2023-12-12T01:57:52.1Z,3,REGULAR,substitution,in,[],1628371,,,1610612753,80,69,2023-12-12T01:58:48Z,5100000,False,,,0,,SUB in: J. Isaac,[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,,,,,,,,,,,,,,,,,,,,,,
515,PT00M45.60S,2023-12-12T01:59:14.2Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627777,,,1610612753,80,69,2023-12-12T01:59:21Z,5110000,False,,,0,,G. Niang shooting personal FOUL (2 PF) (Anthony 2 FT),"[1627777, 1630175]",1610612739.0,CLE,shooting,,,Niang,G. Niang,,,,,Restricted Area,0-8 Center,,,,,,,,,,,201639.0,2.0,1.0,Anthony,1630175.0,,,,,
517,PT00M45.60S,2023-12-12T01:59:42.3Z,3,REGULAR,freethrow,1 of 2,[],1630175,,,1610612753,80,69,2023-12-12T01:59:42Z,5130000,False,,,0,,MISS C. Anthony Free Throw 1 of 2,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
518,PT00M45.60S,2023-12-12T01:59:42.3Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612753,80,69,2023-12-12T01:59:42Z,5140000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,517.0,,,,,,,,,,,,,,,,,
519,PT00M45.60S,2023-12-12T01:59:43.1Z,3,REGULAR,substitution,out,[],1629731,,,1610612753,80,69,2023-12-12T01:59:49Z,5150000,False,,,0,,SUB out: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,,
520,PT00M45.60S,2023-12-12T01:59:43.1Z,3,REGULAR,substitution,in,[],1628378,,,1610612753,80,69,2023-12-12T01:59:49Z,5160000,False,,,0,,SUB in: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
521,PT00M45.60S,2023-12-12T02:00:05.5Z,3,REGULAR,freethrow,2 of 2,[],1630175,,,1610612753,81,69,2023-12-12T02:00:05Z,5170000,False,,,0,,C. Anthony Free Throw 2 of 2 (8 PTS),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,Made,,8.0,,,,,,,,,,,,,,,,
522,PT00M30.40S,2023-12-12T02:00:26.6Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629021,,,1610612739,81,69,2023-12-12T02:00:39Z,5180000,False,,,0,,M. Wagner shooting personal FOUL (3 PF) (Okoro 2 FT),"[1629021, 1630171]",1610612753.0,ORL,shooting,,,Wagner,M. Wagner,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,201639.0,3.0,0.0,Okoro,1630171.0,,,,,
524,PT00M30.40S,2023-12-12T02:00:51.6Z,3,REGULAR,freethrow,1 of 2,[],1630171,,,1610612739,81,69,2023-12-12T02:01:14Z,5200000,False,,,0,,MISS I. Okoro Free Throw 1 of 2,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
525,PT00M30.40S,2023-12-12T02:00:51.6Z,3,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612739,81,69,2023-12-12T02:01:14Z,5210000,False,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,524.0,,,,,,,,,,,,,,,,,
526,PT00M30.40S,2023-12-12T02:00:52.2Z,3,REGULAR,substitution,out,[],1627777,,,1610612739,81,69,2023-12-12T02:00:55Z,5220000,False,,,0,,SUB out: G. Niang,[1627777],1610612739.0,CLE,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
527,PT00M30.40S,2023-12-12T02:00:52.2Z,3,REGULAR,substitution,in,[],1629731,,,1610612739,81,69,2023-12-12T02:00:55Z,5230000,False,,,0,,SUB in: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,,
528,PT00M30.40S,2023-12-12T02:00:51.6Z,3,REGULAR,freethrow,2 of 2,[],1630171,,,1610612739,81,69,2023-12-12T02:01:14Z,5240000,False,,,0,,MISS I. Okoro Free Throw 2 of 2,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
529,PT00M28.90S,2023-12-12T02:00:53.1Z,3,REGULAR,rebound,defensive,[],1628371,,,1610612753,81,69,2023-12-12T02:01:14Z,5250000,False,,,0,,J. Isaac REBOUND (Off:1 Def:1),[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,,,,,528.0,,,,,,,,,,,,,2.0,1.0,1.0,,
531,PT00M06.40S,2023-12-12T02:01:47.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,93.38042049934296,55.88235294117647,1610612753,81,69,2023-12-12T02:02:10Z,5270000,False,29.0,10.0,1,right,MISS F. Wagner driving Layup,[1630532],1610612753.0,ORL,driving,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,3.1,Missed,,,,,,,,,,,,,,,,,,
532,PT00M06.40S,2023-12-12T02:01:49.6Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612753,81,69,2023-12-12T02:01:49Z,5280000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,Restricted Area,0-8 Center,,,531.0,,,,,,,,,,,,,,,,,
533,PT00M06.40S,2023-12-12T02:01:50.1Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612753,81,69,2023-12-12T02:02:00Z,5290000,False,,,0,,ORL shot clock Team TURNOVER,[],1610612753.0,ORL,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1627961.0,,,,,,,,,
534,PT00M00.00S,2023-12-12T02:02:00.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629636,8.492115637319317,46.32352941176471,1610612739,81,69,2023-12-12T02:02:20Z,5300000,False,18.0,27.0,1,left,MISS D. Garland driving Layup,[1629636],1610612739.0,CLE,driving,,,Garland,D. Garland,,,,,Restricted Area,0-8 Center,3.29,Missed,,,,,,,,,,,,,,,,,,
535,PT00M00.00S,2023-12-12T02:02:00.2Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612739,81,69,2023-12-12T02:02:33Z,5310000,False,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,Restricted Area,0-8 Center,,,534.0,,,,,,,,,,,,,,,,,
536,PT00M00.00S,2023-12-12T02:02:06.7Z,3,REGULAR,period,end,[],0,,,1610612739,81,69,2023-12-12T02:02:06Z,5320000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,PT12M00.00S,2023-12-12T02:02:33.2Z,4,REGULAR,substitution,out,['startperiod'],1630532,,,1610612739,81,69,2023-12-12T02:04:36Z,5330000,False,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
538,PT12M00.00S,2023-12-12T02:02:33.2Z,4,REGULAR,substitution,out,['startperiod'],1629636,,,1610612739,81,69,2023-12-12T02:04:36Z,5340000,False,,,0,,SUB out: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,,
539,PT12M00.00S,2023-12-12T02:02:33.2Z,4,REGULAR,substitution,out,['startperiod'],1629731,,,1610612739,81,69,2023-12-12T02:04:36Z,5350000,False,,,0,,SUB out: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,,
540,PT12M00.00S,2023-12-12T02:02:33.2Z,4,REGULAR,substitution,in,['startperiod'],204060,,,1610612739,81,69,2023-12-12T02:04:36Z,5360000,False,,,0,,SUB in: J. Ingles,[204060],1610612753.0,ORL,,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,,,,,,,,,,,
541,PT12M00.00S,2023-12-12T02:02:33.2Z,4,REGULAR,substitution,in,['startperiod'],1627777,,,1610612739,81,69,2023-12-12T02:04:36Z,5370000,False,,,0,,SUB in: G. Niang,[1627777],1610612739.0,CLE,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
542,PT12M00.00S,2023-12-12T02:02:33.2Z,4,REGULAR,substitution,in,['startperiod'],1628386,,,1610612739,81,69,2023-12-12T02:04:36Z,5380000,False,,,0,,SUB in: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
543,PT12M00.00S,2023-12-12T02:04:51.3Z,4,REGULAR,period,start,[],0,,,1610612739,81,69,2023-12-12T02:04:51Z,5390000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,PT11M49.00S,2023-12-12T02:05:01.3Z,4,REGULAR,3pt,Jump Shot,[],1630171,10.33180026281209,3.9215686274509802,1610612739,81,69,2023-12-12T02:05:30Z,5400000,False,230.0,45.0,1,left,MISS I. Okoro 3PT,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,Right Corner 3,24+ Right,23.47,Missed,,,,,,,,,,,,,,,,,,
545,PT11M45.00S,2023-12-12T02:05:05.3Z,4,REGULAR,rebound,defensive,[],203914,,,1610612753,81,69,2023-12-12T02:05:05Z,5410000,False,,,0,,G. Harris REBOUND (Off:0 Def:1),[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,Right Corner 3,24+ Right,,,544.0,,,,,,,,,,,,,1.0,1.0,0.0,,
546,PT11M38.00S,2023-12-12T02:05:12.4Z,4,REGULAR,3pt,Jump Shot,[],1628371,93.11760840998686,97.79411764705883,1610612753,84,69,2023-12-12T02:05:34Z,5420000,False,239.0,12.0,1,right,J. Isaac 3PT  (5 PTS) (C. Anthony 3 AST),"[1628371, 1630175]",1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,Right Corner 3,24+ Right,23.93,Made,,5.0,C. Anthony,1630175.0,3.0,,,,,,,,,,,,,
548,PT11M23.00S,2023-12-12T02:05:27.4Z,4,REGULAR,3pt,Jump Shot,[],1630241,30.042706964520367,79.16666666666666,1610612739,84,69,2023-12-12T02:05:38Z,5440000,False,-146.0,230.0,1,left,MISS S. Merrill 27' 3PT,[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,Above the Break 3,24+ Left Center,27.22,Missed,,,,,,,,,,,,,,,,,,
549,PT11M23.00S,2023-12-12T02:05:27.4Z,4,REGULAR,rebound,offensive,[],1630171,,,1610612739,84,69,2023-12-12T02:05:38Z,5450000,False,,,0,,I. Okoro REBOUND (Off:3 Def:1),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,Above the Break 3,24+ Left Center,,,548.0,,,,,,,,,,,,,4.0,1.0,3.0,,
550,PT11M11.00S,2023-12-12T02:05:38.7Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1628378,25.443495400788436,13.23529411764706,1610612739,84,69,2023-12-12T02:05:44Z,5460000,False,184.0,187.0,1,left,MISS D. Mitchell 26' 3PT,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Right Center,26.2,Missed,,,,,,,,,,,,,,,,,,
551,PT11M07.00S,2023-12-12T02:05:42.7Z,4,REGULAR,rebound,defensive,[],1628371,,,1610612753,84,69,2023-12-12T02:05:44Z,5470000,False,,,0,,J. Isaac REBOUND (Off:1 Def:2),[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,Above the Break 3,24+ Right Center,,,550.0,,,,,,,,,,,,,3.0,2.0,1.0,,
552,PT11M05.00S,2023-12-12T02:05:49.0Z,4,REGULAR,foul,personal,[],1630241,,,1610612753,84,69,2023-12-12T02:07:04Z,5480000,False,,,0,,S. Merrill personal FOUL (2 PF),"[1630241, 1629021]",1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1627961.0,2.0,0.0,Wagner,1629021.0,,,,,
554,PT10M54.00S,2023-12-12T02:06:22.8Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1630175,87.46714848883047,64.95098039215686,1610612753,84,69,2023-12-12T02:07:21Z,5500000,False,75.0,65.0,1,right,MISS C. Anthony 9' driving Hook,[1630175],1610612753.0,ORL,driving,,,Anthony,C. Anthony,,,,,In The Paint (Non-RA),8-16 Right,9.93,Missed,,,,,,,,,,,,,,,,,,
555,PT10M51.00S,2023-12-12T02:06:25.8Z,4,REGULAR,rebound,defensive,[],1628386,,,1610612739,84,69,2023-12-12T02:07:21Z,5510000,False,,,0,,J. Allen REBOUND (Off:2 Def:4),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,In The Paint (Non-RA),8-16 Right,,,554.0,,,,,,,,,,,,,6.0,4.0,2.0,,
556,PT10M43.00S,2023-12-12T02:06:33.8Z,4,REGULAR,3pt,Jump Shot,[],1627777,31.750985545335087,26.47058823529412,1610612739,84,69,2023-12-12T02:06:40Z,5520000,False,118.0,246.0,1,left,MISS G. Niang 27' 3PT,[1627777],1610612739.0,CLE,,,,Niang,G. Niang,,,,,Above the Break 3,24+ Right Center,27.27,Missed,,,,,,,,,,,,,,,,,,
557,PT10M42.00S,2023-12-12T02:06:35.6Z,4,REGULAR,rebound,defensive,[],1630175,,,1610612753,84,69,2023-12-12T02:06:35Z,5530000,False,,,0,,C. Anthony REBOUND (Off:1 Def:1),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Above the Break 3,24+ Right Center,,,556.0,,,,,,,,,,,,,2.0,1.0,1.0,,
558,PT10M36.00S,2023-12-12T02:06:41.2Z,4,REGULAR,3pt,Jump Shot,[],1628371,92.9862023653088,97.54901960784314,1610612753,84,69,2023-12-12T02:06:46Z,5540000,False,238.0,13.0,1,right,MISS J. Isaac 3PT,[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,Right Corner 3,24+ Right,23.81,Missed,,,,,,,,,,,,,,,,,,
559,PT10M33.00S,2023-12-12T02:06:44.2Z,4,REGULAR,rebound,defensive,[],1628386,,,1610612739,84,69,2023-12-12T02:06:46Z,5550000,False,,,0,,J. Allen REBOUND (Off:2 Def:5),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Right Corner 3,24+ Right,,,558.0,,,,,,,,,,,,,7.0,5.0,2.0,,
560,PT10M25.00S,2023-12-12T02:06:52.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628378,7.5722733245729295,56.61764705882353,1610612739,84,71,2023-12-12T02:06:57Z,5560000,False,-33.0,19.0,1,left,D. Mitchell driving Layup (16 PTS),[1628378],1610612739.0,CLE,driving,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,3.8,Made,,16.0,,,,,,,,,,,,,,,,
561,PT10M07.00S,2023-12-12T02:07:10.2Z,4,REGULAR,3pt,Jump Shot,[],203914,64.73390275952694,28.431372549019606,1610612753,87,71,2023-12-12T02:07:15Z,5570000,False,-108.0,279.0,1,right,G. Harris 29' 3PT  (3 PTS) (C. Anthony 4 AST),"[203914, 1630175]",1610612753.0,ORL,,,,Harris,G. Harris,,,,,Above the Break 3,24+ Left Center,29.91,Made,,3.0,C. Anthony,1630175.0,4.0,,,,,,,,,,,,,
563,PT09M51.00S,2023-12-12T02:07:26.2Z,4,REGULAR,3pt,Jump Shot,[],1628378,35.29894875164258,46.568627450980394,1610612739,87,71,2023-12-12T02:07:31Z,5590000,False,17.0,279.0,1,left,MISS D. Mitchell 27' pullup 3PT,[1628378],1610612739.0,CLE,pullup,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Center,27.98,Missed,,,,,,,,,,,,,,,,,,
564,PT09M48.00S,2023-12-12T02:07:29.2Z,4,REGULAR,rebound,defensive,[],1628371,,,1610612753,87,71,2023-12-12T02:07:31Z,5600000,False,,,0,,J. Isaac REBOUND (Off:1 Def:3),[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,Above the Break 3,24+ Center,,,563.0,,,,,,,,,,,,,4.0,3.0,1.0,,
565,PT09M39.00S,2023-12-12T02:07:38.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629021,93.11760840998686,48.03921568627451,1610612753,89,71,2023-12-12T02:07:44Z,5610000,False,-10.0,12.0,1,right,M. Wagner cutting Layup (6 PTS) (J. Ingles 3 AST),"[1629021, 204060]",1610612753.0,ORL,cutting,,,Wagner,M. Wagner,,,,,Restricted Area,0-8 Center,1.56,Made,,6.0,J. Ingles,204060.0,3.0,,,,,,,,,,,,,
568,PT09M39.00S,2023-12-12T02:07:50.5Z,4,REGULAR,foul,personal,['1freethrow'],1628386,,,1610612753,89,71,2023-12-12T02:07:56Z,5640000,False,,,0,,J. Allen shooting personal FOUL (6 PF) (Wagner 1 FT),"[1628386, 1629021]",1610612739.0,CLE,shooting,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,,,,,,,,,201639.0,6.0,1.0,Wagner,1629021.0,,,,,
570,PT09M39.00S,2023-12-12T02:07:57.6Z,4,REGULAR,substitution,out,[],1630171,,,1610612753,89,71,2023-12-12T02:08:42Z,5660000,False,,,0,,SUB out: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
571,PT09M39.00S,2023-12-12T02:07:57.6Z,4,REGULAR,substitution,out,[],1628386,,,1610612753,89,71,2023-12-12T02:08:42Z,5670000,False,,,0,,SUB out: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
572,PT09M39.00S,2023-12-12T02:07:57.6Z,4,REGULAR,substitution,in,[],202684,,,1610612753,89,71,2023-12-12T02:08:42Z,5680000,False,,,0,,SUB in: T. Thompson,[202684],1610612739.0,CLE,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
573,PT09M39.00S,2023-12-12T02:07:57.6Z,4,REGULAR,substitution,in,[],1629636,,,1610612753,89,71,2023-12-12T02:08:42Z,5690000,False,,,0,,SUB in: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,,
574,PT09M39.00S,2023-12-12T02:08:42.0Z,4,REGULAR,freethrow,1 of 1,[],1629021,,,1610612753,89,71,2023-12-12T02:08:43Z,5700000,False,,,0,,MISS M. Wagner Free Throw 1 of 1,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
575,PT09M37.00S,2023-12-12T02:08:44.0Z,4,REGULAR,rebound,defensive,[],202684,,,1610612739,89,71,2023-12-12T02:08:43Z,5710000,False,,,0,,T. Thompson REBOUND (Off:3 Def:5),[202684],1610612739.0,CLE,,,,Thompson,T. Thompson,,,,,,,,,574.0,,,,,,,,,,,,,8.0,5.0,3.0,,
576,PT09M25.00S,2023-12-12T02:08:54.3Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],202684,7.178055190538765,52.94117647058824,1610612739,89,73,2023-12-12T02:09:00Z,5720000,False,-15.0,15.0,1,left,T. Thompson cutting DUNK (8 PTS) (D. Garland 3 AST),"[202684, 1629636]",1610612739.0,CLE,cutting,,,Thompson,T. Thompson,,,,,Restricted Area,0-8 Center,2.1,Made,,8.0,D. Garland,1629636.0,3.0,,,,,,,,,,,,,
578,PT09M02.00S,2023-12-12T02:09:18.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629021,92.9862023653088,54.41176470588235,1610612753,91,73,2023-12-12T02:09:22Z,5740000,False,22.0,13.0,1,right,M. Wagner driving Layup (8 PTS),[1629021],1610612753.0,ORL,driving,,,Wagner,M. Wagner,,,,,Restricted Area,0-8 Center,2.58,Made,,8.0,,,,,,,,,,,,,,,,
579,PT08M48.00S,2023-12-12T02:09:32.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629636,9.149145860709593,45.588235294117645,1610612739,91,75,2023-12-12T02:09:36Z,5750000,False,22.0,34.0,1,left,D. Garland driving floating bank Jump Shot (31 PTS),[1629636],1610612739.0,CLE,driving floating bank,,,Garland,D. Garland,,,,,Restricted Area,0-8 Center,4.01,Made,,31.0,,,,,,,,,,,,,,,,
580,PT08M27.00S,2023-12-12T02:09:52.2Z,4,REGULAR,3pt,Jump Shot,[],204060,67.7562417871222,22.058823529411764,1610612753,91,75,2023-12-12T02:09:57Z,5760000,False,-140.0,251.0,1,right,MISS J. Ingles 28' 3PT,[204060],1610612753.0,ORL,,,,Ingles,J. Ingles,,,,,Above the Break 3,24+ Left Center,28.69,Missed,,,,,,,,,,,,,,,,,,
581,PT08M26.00S,2023-12-12T02:09:53.2Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612753,91,75,2023-12-12T02:09:57Z,5770000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,Above the Break 3,24+ Left Center,,,580.0,,,,,,,,,,,,,,,,,
582,PT08M26.00S,2023-12-12T02:09:59.9Z,4,REGULAR,foul,personal,[],1627777,,,1610612753,91,75,2023-12-12T02:10:24Z,5780000,False,,,0,,G. Niang loose ball personal FOUL (3 PF),"[1627777, 1628371]",1610612739.0,CLE,loose ball,,,Niang,G. Niang,,,,,Restricted Area,0-8 Center,,,,,,,,,,,204058.0,3.0,1.0,Isaac,1628371.0,,,,,
584,PT08M26.00S,2023-12-12T02:10:09.0Z,4,REGULAR,substitution,out,[],1630241,,,1610612753,91,75,2023-12-12T02:10:11Z,5800000,False,,,0,,SUB out: S. Merrill,[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,,,,,,,,,,,,,,,,,,,,,,
585,PT08M26.00S,2023-12-12T02:10:09.0Z,4,REGULAR,substitution,in,[],1629622,,,1610612753,91,75,2023-12-12T02:10:11Z,5810000,False,,,0,,SUB in: M. Strus,[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,,
586,PT08M22.00S,2023-12-12T02:10:27.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629021,91.93495400788436,46.81372549019608,1610612753,91,75,2023-12-12T02:11:39Z,5820000,False,-16.0,23.0,1,right,MISS M. Wagner driving Layup - blocked,"[1629021, 202684]",1610612753.0,ORL,driving,,,Wagner,M. Wagner,,,,,Restricted Area,0-8 Center,2.82,Missed,,,,,,,,,,,,,,,,,Thompson,202684.0
587,PT08M22.00S,2023-12-12T02:10:27.0Z,4,REGULAR,block,,[],202684,,,1610612753,91,75,2023-12-12T02:10:28Z,5830000,False,,,0,,T. Thompson BLOCK (1 BLK),[202684],1610612739.0,CLE,,,,Thompson,T. Thompson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
588,PT08M21.00S,2023-12-12T02:10:28.0Z,4,REGULAR,rebound,defensive,[],202684,,,1610612739,91,75,2023-12-12T02:11:39Z,5840000,False,,,0,,T. Thompson REBOUND (Off:3 Def:6),[202684],1610612739.0,CLE,,,,Thompson,T. Thompson,,,,,Restricted Area,0-8 Center,,,586.0,,,,,,,,,,,,,9.0,6.0,3.0,,
589,PT08M13.00S,2023-12-12T02:10:35.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629622,7.703679369250986,53.92156862745098,1610612739,91,77,2023-12-12T02:10:41Z,5850000,False,-20.0,20.0,1,left,M. Strus driving Layup (5 PTS),[1629622],1610612739.0,CLE,driving,,,Strus,M. Strus,,,,,Restricted Area,0-8 Center,2.79,Made,,5.0,,,,,,,,,,,,,,,,
590,PT08M13.00S,2023-12-12T02:10:39.2Z,4,REGULAR,foul,personal,['1freethrow'],203914,,,1610612739,91,77,2023-12-12T02:11:03Z,5860000,False,,,0,,G. Harris shooting personal FOUL (2 PF) (Strus 1 FT),"[203914, 1629622]",1610612753.0,ORL,shooting,,,Harris,G. Harris,,,,,Restricted Area,0-8 Center,,,,,,,,,,,204058.0,2.0,0.0,Strus,1629622.0,,,,,
592,PT08M13.00S,2023-12-12T02:11:21.3Z,4,REGULAR,freethrow,1 of 1,[],1629622,,,1610612739,91,78,2023-12-12T02:11:21Z,5880000,False,,,0,,M. Strus Free Throw 1 of 1 (6 PTS),[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,,,,Made,,6.0,,,,,,,,,,,,,,,,
593,PT07M55.00S,2023-12-12T02:11:39.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629021,90.22667542706965,47.05882352941176,1610612753,91,78,2023-12-12T02:11:45Z,5890000,False,-15.0,39.0,1,right,MISS M. Wagner cutting Layup - blocked,"[1629021, 202684]",1610612753.0,ORL,cutting,,,Wagner,M. Wagner,,,,,Restricted Area,0-8 Center,4.21,Missed,,,,,,,,,,,,,,,,,Thompson,202684.0
594,PT07M55.00S,2023-12-12T02:11:39.8Z,4,REGULAR,block,,[],202684,,,1610612753,91,78,2023-12-12T02:11:41Z,5900000,False,,,0,,T. Thompson BLOCK (2 BLK),[202684],1610612739.0,CLE,,,,Thompson,T. Thompson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
595,PT07M52.00S,2023-12-12T02:11:42.8Z,4,REGULAR,rebound,defensive,[],1627777,,,1610612739,91,78,2023-12-12T02:11:45Z,5910000,False,,,0,,G. Niang REBOUND (Off:1 Def:3),[1627777],1610612739.0,CLE,,,,Niang,G. Niang,,,,,Restricted Area,0-8 Center,,,593.0,,,,,,,,,,,,,4.0,3.0,1.0,,
596,PT07M48.00S,2023-12-12T02:11:47.2Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1629622,28.07161629434954,77.94117647058823,1610612739,91,78,2023-12-12T02:13:09Z,5920000,False,-140.0,211.0,1,left,MISS M. Strus 25' running 3PT,[1629622],1610612739.0,CLE,running,,,Strus,M. Strus,,,,,Above the Break 3,24+ Left Center,25.34,Missed,,,,,,,,,,,,,,,,,,
597,PT07M45.00S,2023-12-12T02:11:50.2Z,4,REGULAR,rebound,offensive,[],1629636,,,1610612739,91,78,2023-12-12T02:12:48Z,5930000,False,,,0,,D. Garland REBOUND (Off:1 Def:4),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,Above the Break 3,24+ Left Center,,,596.0,,,,,,,,,,,,,5.0,4.0,1.0,,
598,PT07M38.00S,2023-12-12T02:11:56.6Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],1628378,22.552562417871222,26.715686274509803,1610612739,91,80,2023-12-12T02:12:03Z,5940000,False,116.0,159.0,1,left,D. Mitchell 19' Jump Shot (18 PTS) (D. Garland 4 AST),"[1628378, 1629636]",1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Mid-Range,16-24 Right Center,19.75,Made,,18.0,D. Garland,1629636.0,4.0,,,,,,,,,,,,,
