actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
170,PT12M00.00S,2023-12-12T00:38:30.2Z,2,REGULAR,substitution,out,['startperiod'],1629731,,,1610612753,22,29,2023-12-12T00:41:04Z,1680000,False,,,0,,SUB out: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2023-12-12T00:38:30.2Z,2,REGULAR,substitution,out,['startperiod'],1628386,,,1610612753,22,29,2023-12-12T00:41:04Z,1690000,False,,,0,,SUB out: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2023-12-12T00:38:30.2Z,2,REGULAR,substitution,in,['startperiod'],1630532,,,1610612753,22,29,2023-12-12T00:41:04Z,1700000,False,,,0,,SUB in: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2023-12-12T00:38:30.2Z,2,REGULAR,substitution,in,['startperiod'],1627777,,,1610612753,22,29,2023-12-12T00:41:04Z,1710000,False,,,0,,SUB in: G. Niang,[1627777],1610612739.0,CLE,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2023-12-12T00:38:30.2Z,2,REGULAR,substitution,in,['startperiod'],1630241,,,1610612753,22,29,2023-12-12T00:41:04Z,1720000,False,,,0,,SUB in: S. Merrill,[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT12M00.00S,2023-12-12T00:41:12.4Z,2,REGULAR,period,start,[],0,,,1610612753,22,29,2023-12-12T00:41:12Z,1730000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT11M43.00S,2023-12-12T00:41:28.7Z,2,REGULAR,3pt,Jump Shot,[],1630532,33.327858081471746,56.127450980392155,1610612753,22,29,2023-12-12T00:41:37Z,1740000,False,-31.0,261.0,1,left,MISS F. Wagner 26' 3PT,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Center,26.26,Missed,,,,,,,,,,,,,,,,,,
177,PT11M39.00S,2023-12-12T00:41:32.7Z,2,REGULAR,rebound,offensive,[],1630532,,,1610612753,22,29,2023-12-12T00:41:37Z,1750000,False,,,0,,F. Wagner REBOUND (Off:1 Def:0),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Center,,,176.0,,,,,,,,,,,,,1.0,0.0,1.0,,
178,PT11M36.00S,2023-12-12T00:41:35.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630532,7.490144546649145,55.415134803921575,1610612753,22,29,2023-12-12T00:41:44Z,1760000,False,-27.0,18.0,1,left,MISS F. Wagner finger roll Layup,[1630532],1610612753.0,ORL,finger roll,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,3.25,Missed,,,,,,,,,,,,,,,,,,
179,PT11M34.00S,2023-12-12T00:41:37.5Z,2,REGULAR,rebound,defensive,[],1630241,,,1610612739,22,29,2023-12-12T00:41:44Z,1770000,False,,,0,,S. Merrill REBOUND (Off:0 Def:2),[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,Restricted Area,0-8 Center,,,178.0,,,,,,,,,,,,,2.0,2.0,0.0,,
180,PT11M30.00S,2023-12-12T00:41:44.5Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630241,91.5407358738502,57.59803921568627,1610612739,22,29,2023-12-12T00:42:42Z,1780000,False,38.0,27.0,1,right,MISS S. Merrill running Layup,[1630241],1610612739.0,CLE,running,,,Merrill,S. Merrill,,,,,In The Paint (Non-RA),0-8 Center,4.66,Missed,,,,,,,,,,,,,,,,,,
181,PT11M29.00S,2023-12-12T00:41:45.5Z,2,REGULAR,rebound,offensive,[],202684,,,1610612739,22,29,2023-12-12T00:42:42Z,1790000,False,,,0,,T. Thompson REBOUND (Off:1 Def:2),[202684],1610612739.0,CLE,,,,Thompson,T. Thompson,,,,,In The Paint (Non-RA),0-8 Center,,,180.0,,,,,,,,,,,,,3.0,2.0,1.0,,
182,PT11M29.00S,2023-12-12T00:41:47.1Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",202684,94.40999984741211,50.0,1610612739,22,29,2023-12-12T00:42:55Z,1800000,False,0.0,0.0,1,right,MISS T. Thompson tip Layup,[202684],1610612739.0,CLE,tip,,,Thompson,T. Thompson,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
183,PT11M28.00S,2023-12-12T00:41:48.1Z,2,REGULAR,rebound,defensive,[],1630532,,,1610612753,22,29,2023-12-12T00:42:55Z,1810000,False,,,0,,F. Wagner REBOUND (Off:1 Def:1),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,,,182.0,,,,,,,,,,,,,2.0,1.0,1.0,,
184,PT11M21.00S,2023-12-12T00:41:52.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630532,6.389618922470433,48.529411764705884,1610612753,24,29,2023-12-12T00:41:59Z,1820000,False,7.0,8.0,1,left,F. Wagner running finger roll Layup (6 PTS),[1630532],1610612753.0,ORL,running finger roll,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,1.06,Made,,6.0,,,,,,,,,,,,,,,,
185,PT11M21.00S,2023-12-12T00:41:59.5Z,2,REGULAR,foul,personal,['1freethrow'],1630241,,,1610612753,24,29,2023-12-12T00:42:05Z,1830000,False,,,0,,S. Merrill shooting personal FOUL (1 PF) (Wagner 1 FT),"[1630241, 1630532]",1610612739.0,CLE,shooting,,,Merrill,S. Merrill,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1627961.0,1.0,0.0,Wagner,1630532.0,,,,,
187,PT11M21.00S,2023-12-12T00:42:23.5Z,2,REGULAR,freethrow,1 of 1,['fastbreak'],1630532,,,1610612753,24,29,2023-12-12T00:42:27Z,1850000,False,,,0,,MISS F. Wagner Free Throw 1 of 1,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
188,PT11M18.00S,2023-12-12T00:42:26.5Z,2,REGULAR,rebound,defensive,[],1627777,,,1610612739,24,29,2023-12-12T00:42:27Z,1860000,False,,,0,,G. Niang REBOUND (Off:0 Def:2),[1627777],1610612739.0,CLE,,,,Niang,G. Niang,,,,,,,,,187.0,,,,,,,,,,,,,2.0,2.0,0.0,,
189,PT11M00.00S,2023-12-12T00:42:43.9Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1627777,84.97043363994744,51.9607843137255,1610612739,24,29,2023-12-12T00:42:57Z,1870000,False,10.0,89.0,1,right,MISS G. Niang 8' turnaround Hook,[1627777],1610612739.0,CLE,turnaround,,,Niang,G. Niang,,,,,In The Paint (Non-RA),8-16 Center,8.93,Missed,,,,,,,,,,,,,,,,,,
190,PT11M00.00S,2023-12-12T00:42:43.9Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612753,24,29,2023-12-12T00:42:57Z,1880000,False,,,0,,TEAM defensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,189.0,,,,,,,,,,,,,,,,,
192,PT10M51.00S,2023-12-12T00:43:01.8Z,2,REGULAR,3pt,Jump Shot,[],1629021,30.042706964520367,69.36274509803921,1610612753,24,29,2023-12-12T00:43:09Z,1900000,False,-97.0,230.0,1,left,MISS M. Wagner 24' 3PT,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,Above the Break 3,24+ Left Center,24.94,Missed,,,,,,,,,,,,,,,,,,
193,PT10M44.00S,2023-12-12T00:43:08.8Z,2,REGULAR,rebound,offensive,[],1628371,,,1610612753,24,29,2023-12-12T00:43:09Z,1910000,False,,,0,,J. Isaac REBOUND (Off:1 Def:0),[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,Above the Break 3,24+ Left Center,,,192.0,,,,,,,,,,,,,1.0,0.0,1.0,,
194,PT10M44.00S,2023-12-12T00:43:08.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628371,5.590000152587891,50.0,1610612753,26,29,2023-12-12T00:43:08Z,1920000,False,0.0,0.0,1,left,J. Isaac putback Layup (2 PTS),[1628371],1610612753.0,ORL,putback,,,Isaac,J. Isaac,,,,,Mid-Range,8-16 Left,0.0,Made,,2.0,,,,,,,,,,,,,,,,
195,PT10M28.00S,2023-12-12T00:43:29.5Z,2,REGULAR,foul,technical,['1freethrow'],1630532,,,1610612739,26,29,2023-12-12T00:43:38Z,1930000,False,,,0,,F. Wagner defensive-3-second technical FOUL (1 Tech),[1630532],1610612753.0,ORL,defensive-3-second,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,201639.0,0.0,1.0,,,,,,,
196,PT10M28.00S,2023-12-12T00:43:47.5Z,2,REGULAR,freethrow,1 of 1,[],1629636,,,1610612739,26,30,2023-12-12T00:43:47Z,1940000,False,,,0,,D. Garland technical Free Throw 1 of 1 (8 PTS),[1629636],1610612739.0,CLE,technical,,,Garland,D. Garland,,,,,,,,Made,,8.0,,,,,,,,,,,,,,,,
198,PT10M26.00S,2023-12-12T00:44:02.5Z,2,REGULAR,foul,personal,[],1630175,,,1610612739,26,30,2023-12-12T00:44:15Z,1960000,False,,,0,,C. Anthony personal FOUL (2 PF),"[1630175, 1629636]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Above the Break 3,24+ Center,,,,,,,,,,,204058.0,2.0,0.0,Garland,1629636.0,,,,,
200,PT10M17.00S,2023-12-12T00:44:28.9Z,2,REGULAR,turnover,out-of-bounds,[],1629636,,,1610612739,26,30,2023-12-12T00:44:36Z,1980000,False,,,0,,D. Garland bad pass out-of-bounds TURNOVER (2 TO),[1629636],1610612739.0,CLE,bad pass,,,Garland,D. Garland,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,2.0,,,204058.0,,,,,,,,,
201,PT09M55.00S,2023-12-12T00:44:56.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630175,23.866622864651774,90.44117647058823,1610612753,29,30,2023-12-12T00:45:01Z,1990000,False,-202.0,172.0,1,left,C. Anthony 26' 3PT  (3 PTS) (G. Harris 1 AST),"[1630175, 203914]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Above the Break 3,24+ Left Center,26.53,Made,,3.0,G. Harris,203914.0,1.0,,,,,,,,,,,,,
203,PT09M41.00S,2023-12-12T00:45:09.0Z,2,REGULAR,3pt,Jump Shot,[],1629636,67.23061760840999,73.77450980392157,1610612739,29,30,2023-12-12T00:46:44Z,2010000,False,119.0,256.0,1,right,MISS D. Garland 28' pullup 3PT,[1629636],1610612739.0,CLE,pullup,,,Garland,D. Garland,,,,,Above the Break 3,24+ Right Center,28.18,Missed,,,,,,,,,,,,,,,,,,
204,PT09M41.00S,2023-12-12T00:45:14.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612739,29,30,2023-12-12T00:45:14Z,2020000,False,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,Above the Break 3,24+ Right Center,,,203.0,,,,,,,,,,,,,,,,,
205,PT09M41.00S,2023-12-12T00:45:15.2Z,2,REGULAR,foul,personal,[],1629021,,,1610612739,29,30,2023-12-12T00:45:25Z,2030000,False,,,0,,M. Wagner loose ball personal FOUL (1 PF),"[1629021, 202684]",1610612753.0,ORL,loose ball,,,Wagner,M. Wagner,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,201639.0,1.0,0.0,Thompson,202684.0,,,,,
207,PT09M29.00S,2023-12-12T00:45:46.0Z,2,REGULAR,foul,personal,['2freethrow'],203914,,,1610612739,29,30,2023-12-12T00:45:54Z,2050000,False,,,0,,G. Harris shooting personal FOUL (1 PF) (Garland 2 FT),"[203914, 1629636]",1610612753.0,ORL,shooting,,,Harris,G. Harris,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,201639.0,1.0,0.0,Garland,1629636.0,,,,,
209,PT09M29.00S,2023-12-12T00:46:10.1Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1629636,,,1610612739,29,31,2023-12-12T00:46:10Z,2070000,False,,,0,,D. Garland Free Throw 1 of 2 (9 PTS),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,Made,,9.0,,,,,,,,,,,,,,,,
210,PT09M29.00S,2023-12-12T00:46:26.2Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1629636,,,1610612739,29,32,2023-12-12T00:46:26Z,2080000,False,,,0,,D. Garland Free Throw 2 of 2 (10 PTS),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,Made,,10.0,,,,,,,,,,,,,,,,
211,PT09M16.00S,2023-12-12T00:46:41.9Z,2,REGULAR,3pt,Jump Shot,[],1629021,30.17411300919842,74.75490196078431,1610612753,29,32,2023-12-12T00:46:51Z,2090000,False,-124.0,231.0,1,left,MISS M. Wagner 26' 3PT,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,Above the Break 3,24+ Left Center,26.22,Missed,,,,,,,,,,,,,,,,,,
212,PT09M13.00S,2023-12-12T00:46:44.9Z,2,REGULAR,rebound,offensive,[],1630175,,,1610612753,29,32,2023-12-12T00:46:51Z,2100000,False,,,0,,C. Anthony REBOUND (Off:1 Def:0),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Above the Break 3,24+ Left Center,,,211.0,,,,,,,,,,,,,1.0,0.0,1.0,,
213,PT09M08.00S,2023-12-12T00:46:49.2Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630175,13.272010512483574,54.6798406862745,1610612753,31,32,2023-12-12T00:51:42Z,2110000,False,-23.0,72.0,1,left,C. Anthony 7' driving floating Jump Shot (5 PTS),[1630175],1610612753.0,ORL,driving floating,,,Anthony,C. Anthony,,,,,In The Paint (Non-RA),0-8 Center,7.6,Made,,5.0,,,,,,,,,,,,,,,,
216,PT08M51.00S,2023-12-12T00:47:06.4Z,2,REGULAR,3pt,Jump Shot,[],1630241,72.7496714848883,83.08823529411765,1610612739,31,32,2023-12-12T00:47:14Z,2140000,False,165.0,204.0,1,right,MISS S. Merrill 26' 3PT,[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,Above the Break 3,24+ Right Center,26.24,Missed,,,,,,,,,,,,,,,,,,
217,PT08M48.00S,2023-12-12T00:47:09.4Z,2,REGULAR,rebound,offensive,[],1630171,,,1610612739,31,32,2023-12-12T00:47:14Z,2150000,False,,,0,,I. Okoro REBOUND (Off:2 Def:1),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,Above the Break 3,24+ Right Center,,,216.0,,,,,,,,,,,,,3.0,1.0,2.0,,
218,PT08M48.00S,2023-12-12T00:47:12.4Z,2,REGULAR,foul,personal,['2freethrow'],1629021,,,1610612739,31,32,2023-12-12T00:47:20Z,2160000,False,,,0,,M. Wagner shooting personal FOUL (2 PF) (Okoro 2 FT),"[1629021, 1630171]",1610612753.0,ORL,shooting,,,Wagner,M. Wagner,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,204058.0,2.0,0.0,Okoro,1630171.0,,,,,
220,PT08M48.00S,2023-12-12T00:47:35.1Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1630171,,,1610612739,31,33,2023-12-12T00:47:59Z,2180000,False,,,0,,I. Okoro Free Throw 1 of 2 (1 PTS),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,Made,,1.0,,,,,,,,,,,,,,,,
221,PT08M48.00S,2023-12-12T00:47:36.0Z,2,REGULAR,substitution,out,[],1627777,,,1610612739,31,33,2023-12-12T00:47:40Z,2190000,False,,,0,,SUB out: G. Niang,[1627777],1610612739.0,CLE,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT08M48.00S,2023-12-12T00:47:36.0Z,2,REGULAR,substitution,in,[],1629731,,,1610612739,31,33,2023-12-12T00:47:40Z,2200000,False,,,0,,SUB in: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT08M48.00S,2023-12-12T00:47:35.1Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1630171,,,1610612739,31,33,2023-12-12T00:47:59Z,2210000,False,,,0,,MISS I. Okoro Free Throw 2 of 2,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
224,PT08M46.00S,2023-12-12T00:47:37.1Z,2,REGULAR,rebound,offensive,[],202684,,,1610612739,31,33,2023-12-12T00:47:59Z,2220000,False,,,0,,T. Thompson REBOUND (Off:2 Def:2),[202684],1610612739.0,CLE,,,,Thompson,T. Thompson,,,,,,,,,223.0,,,,,,,,,,,,,4.0,2.0,2.0,,
225,PT08M41.00S,2023-12-12T00:48:02.9Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",202684,90.88370565045992,50.49019607843137,1610612739,31,35,2023-12-12T00:48:09Z,2230000,False,2.0,33.0,1,right,T. Thompson turnaround Hook (4 PTS) (S. Merrill 1 AST),"[202684, 1630241]",1610612739.0,CLE,turnaround,,,Thompson,T. Thompson,,,,,Restricted Area,0-8 Center,3.33,Made,,4.0,S. Merrill,1630241.0,1.0,,,,,,,,,,,,,
227,PT08M22.00S,2023-12-12T00:48:20.6Z,2,REGULAR,3pt,Jump Shot,[],1628371,27.94021024967148,83.57843137254902,1610612753,31,35,2023-12-12T00:48:26Z,2250000,False,-168.0,210.0,1,left,MISS J. Isaac 26' 3PT,[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,Above the Break 3,24+ Left Center,26.89,Missed,,,,,,,,,,,,,,,,,,
228,PT08M20.00S,2023-12-12T00:48:22.6Z,2,REGULAR,rebound,defensive,[],202684,,,1610612739,31,35,2023-12-12T00:48:26Z,2260000,False,,,0,,T. Thompson REBOUND (Off:2 Def:3),[202684],1610612739.0,CLE,,,,Thompson,T. Thompson,,,,,Above the Break 3,24+ Left Center,,,227.0,,,,,,,,,,,,,5.0,3.0,2.0,,
229,PT08M05.00S,2023-12-12T00:48:38.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629636,81.42247043363994,36.51960784313725,1610612739,31,37,2023-12-12T00:48:45Z,2270000,False,-67.0,122.0,1,right,D. Garland 13' driving floating bank Jump Shot (12 PTS),[1629636],1610612739.0,CLE,driving floating bank,,,Garland,D. Garland,,,,,In The Paint (Non-RA),8-16 Center,13.95,Made,,12.0,,,,,,,,,,,,,,,,
230,PT08M04.00S,2023-12-12T00:48:45.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,31,37,2023-12-12T00:48:45Z,2280000,False,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT08M04.00S,2023-12-12T00:48:46.0Z,2,REGULAR,substitution,out,[],1630241,,,1610612753,31,37,2023-12-12T00:51:34Z,2290000,False,,,0,,SUB out: S. Merrill,[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT08M04.00S,2023-12-12T00:48:46.0Z,2,REGULAR,substitution,out,[],202684,,,1610612753,31,37,2023-12-12T00:51:34Z,2300000,False,,,0,,SUB out: T. Thompson,[202684],1610612739.0,CLE,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT08M04.00S,2023-12-12T00:48:46.0Z,2,REGULAR,substitution,in,[],1628378,,,1610612753,31,37,2023-12-12T00:51:34Z,2310000,False,,,0,,SUB in: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT08M04.00S,2023-12-12T00:48:46.0Z,2,REGULAR,substitution,in,[],1628386,,,1610612753,31,37,2023-12-12T00:51:34Z,2320000,False,,,0,,SUB in: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT07M48.00S,2023-12-12T00:51:55.6Z,2,REGULAR,2pt,Jump Shot,[],1630175,5.469776609724048,19.11764705882353,1610612753,31,37,2023-12-12T00:52:19Z,2330000,False,154.0,-1.0,1,left,MISS C. Anthony 15' step back Shot,[1630175],1610612753.0,ORL,step back,,,Anthony,C. Anthony,,,,,Mid-Range,8-16 Right,15.44,Missed,,,,,,,,,,,,,,,,,,
236,PT07M46.00S,2023-12-12T00:51:57.6Z,2,REGULAR,rebound,defensive,[],1628386,,,1610612739,31,37,2023-12-12T00:52:02Z,2340000,False,,,0,,J. Allen REBOUND (Off:2 Def:1),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Mid-Range,8-16 Right,,,235.0,,,,,,,,,,,,,3.0,1.0,2.0,,
237,PT07M41.00S,2023-12-12T00:52:06.5Z,2,REGULAR,foul,offensive,[],1628386,,,1610612739,31,37,2023-12-12T00:52:15Z,2350000,False,,,0,,J. Allen off-the-ball offensive FOUL (2 PF),"[1628386, 1630175]",1610612739.0,CLE,off-the-ball,,,Allen,J. Allen,,,,,Above the Break 3,24+ Center,,,,,,,,,,,201639.0,2.0,1.0,Anthony,1630175.0,,,,,
239,PT07M41.00S,2023-12-12T00:52:06.5Z,2,REGULAR,turnover,offensive foul,[],1628386,,,1610612739,31,37,2023-12-12T00:52:06Z,2370000,False,,,0,,J. Allen offensive foul TURNOVER (1 TO),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Above the Break 3,24+ Center,,,,,,,,1.0,,,201639.0,,,,,,,,,
240,PT07M41.00S,2023-12-12T00:52:14.6Z,2,REGULAR,substitution,out,[],1630532,,,1610612753,31,37,2023-12-12T00:52:20Z,2380000,False,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT07M41.00S,2023-12-12T00:52:14.6Z,2,REGULAR,substitution,in,[],204060,,,1610612753,31,37,2023-12-12T00:52:20Z,2390000,False,,,0,,SUB in: J. Ingles,[204060],1610612753.0,ORL,,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT07M27.00S,2023-12-12T00:52:38.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],204060,33.065045992115635,34.80392156862745,1610612753,34,37,2023-12-12T00:52:45Z,2400000,False,76.0,258.0,1,left,J. Ingles 26' 3PT  (10 PTS) (C. Anthony 2 AST),"[204060, 1630175]",1610612753.0,ORL,,,,Ingles,J. Ingles,,,,,Above the Break 3,24+ Center,26.92,Made,,10.0,C. Anthony,1630175.0,2.0,,,,,,,,,,,,,
243,PT07M01.00S,2023-12-12T00:53:04.6Z,2,REGULAR,2pt,Jump Shot,[],1629636,79.31997371879106,39.21568627450981,1610612739,34,37,2023-12-12T00:53:11Z,2410000,False,-54.0,142.0,1,right,MISS D. Garland 15' pullup Shot,[1629636],1610612739.0,CLE,pullup,,,Garland,D. Garland,,,,,Mid-Range,8-16 Center,15.18,Missed,,,,,,,,,,,,,,,,,,
244,PT07M01.00S,2023-12-12T00:53:04.6Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612753,34,37,2023-12-12T00:53:11Z,2420000,False,,,0,,TEAM defensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,Mid-Range,8-16 Center,,,243.0,,,,,,,,,,,,,,,,,
247,PT07M01.00S,2023-12-12T00:53:10.1Z,2,REGULAR,substitution,in,[],1629622,,,1610612753,34,37,2023-12-12T00:53:15Z,2450000,False,,,0,,SUB in: M. Strus,[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT07M01.00S,2023-12-12T00:53:10.1Z,2,REGULAR,substitution,out,[],1629636,,,1610612753,34,37,2023-12-12T00:53:22Z,2460000,False,,,0,,SUB out: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT06M46.00S,2023-12-12T00:53:37.2Z,2,REGULAR,3pt,Jump Shot,[],203914,10.988830486202366,3.1862745098039214,1610612753,34,37,2023-12-12T00:53:42Z,2470000,False,234.0,51.0,1,left,MISS G. Harris 3PT,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,Right Corner 3,24+ Right,23.95,Missed,,,,,,,,,,,,,,,,,,
250,PT06M42.00S,2023-12-12T00:53:41.2Z,2,REGULAR,rebound,defensive,[],1628386,,,1610612739,34,37,2023-12-12T00:53:42Z,2480000,False,,,0,,J. Allen REBOUND (Off:2 Def:2),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Right Corner 3,24+ Right,,,249.0,,,,,,,,,,,,,4.0,2.0,2.0,,
251,PT06M38.00S,2023-12-12T00:53:46.1Z,2,REGULAR,turnover,bad pass,[],1629622,,,1610612739,34,37,2023-12-12T00:53:51Z,2490000,False,,,0,,M. Strus bad pass TURNOVER (1 TO),"[1629622, 1628371]",1610612739.0,CLE,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Right Center,,,,,,,,1.0,Isaac,1628371.0,,,,,,,,,,
252,PT06M38.00S,2023-12-12T00:53:46.1Z,2,REGULAR,steal,,[],1628371,,,1610612753,34,37,2023-12-12T00:53:48Z,2500000,False,,,0,,J. Isaac STEAL (1 STL),[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
253,PT06M29.00S,2023-12-12T00:53:53.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630175,9.674770039421814,54.166666666666664,1610612753,36,37,2023-12-12T00:54:01Z,2510000,False,-21.0,38.0,1,left,C. Anthony driving finger roll Layup (7 PTS),[1630175],1610612753.0,ORL,driving finger roll,,,Anthony,C. Anthony,,,,,Restricted Area,0-8 Center,4.37,Made,,7.0,,,,,,,,,,,,,,,,
255,PT06M17.00S,2023-12-12T00:54:11.4Z,2,REGULAR,substitution,out,[],1628371,,,1610612739,36,37,2023-12-12T00:54:18Z,2530000,False,,,0,,SUB out: J. Isaac,[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT06M17.00S,2023-12-12T00:54:11.4Z,2,REGULAR,substitution,in,[],1631094,,,1610612739,36,37,2023-12-12T00:54:18Z,2540000,False,,,0,,SUB in: P. Banchero,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,,,,,,,,,,,,,,,,
