actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
177,PT09M22.00S,2024-12-31T02:42:20.3Z,2,REGULAR,foul,personal,['2freethrow'],203903,,,1610612743,39,43,2024-12-31T02:42:29Z,1740000,False,,,0,,J. Clarkson shooting personal FOUL (2 PF) (Strawther 2 FT),"[203903, 1631124]",1610612762.0,UTA,shooting,,,Clarkson,J. Clarkson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,202049.0,2.0,0.0,Strawther,1631124.0
179,PT09M22.00S,2024-12-31T02:42:42.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,39,43,2024-12-31T02:42:42Z,1760000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT09M22.00S,2024-12-31T02:45:29.7Z,2,REGULAR,freethrow,1 of 2,[],1631124,,,1610612743,39,44,2024-12-31T02:45:29Z,1770000,False,,,0,,J. Strawther Free Throw 1 of 2 (3 PTS),[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
181,PT09M22.00S,2024-12-31T02:45:42.5Z,2,REGULAR,freethrow,2 of 2,[],1631124,,,1610612743,39,45,2024-12-31T02:45:42Z,1780000,False,,,0,,J. Strawther Free Throw 2 of 2 (4 PTS),[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
182,PT09M02.00S,2024-12-31T02:46:05.4Z,2,REGULAR,3pt,Jump Shot,[],1642268,94.03745072273325,2.450980392156863,1610612762,42,45,2024-12-31T02:46:10Z,1790000,False,-238.0,4.0,1,right,I. Collier 3PT  (3 PTS) (K. Filipowski 1 AST),"[1642268, 1642271]",1610612762.0,UTA,,,,Collier,I. Collier,,,,,Left Corner 3,24+ Left,23.77,Made,3.0,,,,,,,K. Filipowski,1642271.0,1.0,,,,,,,,
184,PT08M40.00S,2024-12-31T02:46:27.6Z,2,REGULAR,turnover,lost ball,[],1627750,,,1610612743,42,45,2024-12-31T02:46:33Z,1810000,False,,,0,,J. Murray lost ball TURNOVER (1 TO),"[1627750, 1642271]",1610612743.0,DEN,,,,Murray,J. Murray,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,1.0,Filipowski,1642271.0,,,,,
185,PT08M40.00S,2024-12-31T02:46:27.6Z,2,REGULAR,steal,,[],1642271,,,1610612762,42,45,2024-12-31T02:46:29Z,1820000,False,,,0,,K. Filipowski STEAL (1 STL),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
186,PT08M37.00S,2024-12-31T02:46:31.1Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1642268,92.19776609724047,50.49019607843137,1610612762,44,45,2024-12-31T02:46:39Z,1830000,False,2.0,21.0,1,right,I. Collier running DUNK (5 PTS),[1642268],1610612762.0,UTA,running,,,Collier,I. Collier,,,,,Restricted Area,0-8 Center,2.09,Made,5.0,,,,,,,,,,,,,,,,,
188,PT08M26.00S,2024-12-31T02:46:57.7Z,2,REGULAR,3pt,Jump Shot,[],1629008,17.296320630749015,4.901960784313726,1610612743,44,45,2024-12-31T02:47:02Z,1850000,False,225.0,110.0,1,left,MISS M. Porter Jr. 25' 3PT,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Right Center,25.09,Missed,,,,,,,,,,,,,,,,,,
189,PT08M24.00S,2024-12-31T02:46:59.7Z,2,REGULAR,rebound,defensive,[],1642268,,,1610612762,44,45,2024-12-31T02:47:02Z,1860000,False,,,0,,I. Collier REBOUND (Off:0 Def:3),[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,Above the Break 3,24+ Right Center,,,,188.0,3.0,3.0,0.0,,,,,,,,,,,,,
190,PT08M20.00S,2024-12-31T02:47:03.9Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1630548,89.83245729303549,42.40196078431372,1610612762,46,45,2024-12-31T02:55:38Z,1870000,False,-38.0,43.0,1,right,J. Juzang running pullup Jump Shot (10 PTS) (I. Collier 3 AST),"[1630548, 1642268]",1610612762.0,UTA,running pullup,,,Juzang,J. Juzang,,,,,In The Paint (Non-RA),0-8 Center,5.75,Made,10.0,,,,,,,I. Collier,1642268.0,3.0,,,,,,,,
192,PT08M18.00S,2024-12-31T02:47:11.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,46,45,2024-12-31T02:47:11Z,1890000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT08M18.00S,2024-12-31T02:49:44.4Z,2,REGULAR,substitution,out,[],1642268,,,1610612743,46,45,2024-12-31T02:50:01Z,1900000,False,,,0,,SUB out: I. Collier,[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT08M18.00S,2024-12-31T02:49:44.4Z,2,REGULAR,substitution,out,[],1631124,,,1610612743,46,45,2024-12-31T02:50:01Z,1910000,False,,,0,,SUB out: J. Strawther,[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT08M18.00S,2024-12-31T02:49:44.4Z,2,REGULAR,substitution,out,[],1629008,,,1610612743,46,45,2024-12-31T02:50:01Z,1920000,False,,,0,,SUB out: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT08M18.00S,2024-12-31T02:49:44.4Z,2,REGULAR,substitution,in,[],1641718,,,1610612743,46,45,2024-12-31T02:50:01Z,1930000,False,,,0,,SUB in: K. George,[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT08M18.00S,2024-12-31T02:49:44.4Z,2,REGULAR,substitution,in,[],1631128,,,1610612743,46,45,2024-12-31T02:50:01Z,1940000,False,,,0,,SUB in: C. Braun,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT08M18.00S,2024-12-31T02:49:44.4Z,2,REGULAR,substitution,in,[],1641816,,,1610612743,46,45,2024-12-31T02:50:01Z,1950000,False,,,0,,SUB in: H. Tyson,[1641816],1610612743.0,DEN,,,,Tyson,H. Tyson,,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT08M00.00S,2024-12-31T02:50:22.9Z,2,REGULAR,turnover,bad pass,[],1627750,,,1610612743,46,45,2024-12-31T02:50:26Z,1960000,False,,,0,,J. Murray bad pass TURNOVER (2 TO),"[1627750, 1642271]",1610612743.0,DEN,,,,Murray,J. Murray,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,2.0,Filipowski,1642271.0,,,,,
200,PT08M00.00S,2024-12-31T02:50:22.9Z,2,REGULAR,steal,,[],1642271,,,1610612762,46,45,2024-12-31T02:50:24Z,1970000,False,,,0,,K. Filipowski STEAL (2 STL),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
201,PT07M42.00S,2024-12-31T02:50:40.5Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1641718,86.28449408672799,49.50980392156863,1610612762,48,45,2024-12-31T02:51:24Z,1980000,False,-2.0,76.0,1,right,K. George 7' pullup Jump Shot (5 PTS),[1641718],1610612762.0,UTA,pullup,,,George,K. George,,,,,In The Paint (Non-RA),0-8 Center,7.64,Made,5.0,,,,,,,,,,,,,,,,,
202,PT07M25.00S,2024-12-31T02:50:56.2Z,2,REGULAR,2pt,Jump Shot,[],1627750,17.821944809461236,19.362745098039216,1610612743,48,47,2024-12-31T02:51:01Z,1990000,False,153.0,115.0,1,left,J. Murray 19' step back Jump Shot (9 PTS),[1627750],1610612743.0,DEN,step back,,,Murray,J. Murray,,,,,Mid-Range,16-24 Right Center,19.16,Made,9.0,,,,,,,,,,,,,,,,,
203,PT07M00.00S,2024-12-31T02:51:22.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203903,86.94152431011827,47.794117647058826,1610612762,48,47,2024-12-31T02:51:25Z,2000000,False,-11.0,70.0,1,right,MISS J. Clarkson 7' driving floating bank Shot,[203903],1610612762.0,UTA,driving floating bank,,,Clarkson,J. Clarkson,,,,,In The Paint (Non-RA),0-8 Center,7.11,Missed,,,,,,,,,,,,,,,,,,
204,PT06M58.00S,2024-12-31T02:51:24.3Z,2,REGULAR,rebound,offensive,[],203903,,,1610612762,48,47,2024-12-31T02:51:24Z,2010000,False,,,0,,J. Clarkson REBOUND (Off:2 Def:0),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,In The Paint (Non-RA),0-8 Center,,,,203.0,2.0,0.0,2.0,,,,,,,,,,,,,
205,PT06M54.00S,2024-12-31T02:51:29.0Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1641729,92.9862023653088,94.85294117647058,1610612762,48,47,2024-12-31T02:51:33Z,2020000,False,224.0,13.0,1,right,MISS B. Sensabaugh 3PT,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Right Corner 3,24+ Right,22.47,Missed,,,,,,,,,,,,,,,,,,
206,PT06M51.00S,2024-12-31T02:51:32.0Z,2,REGULAR,rebound,offensive,[],1630548,,,1610612762,48,47,2024-12-31T02:51:33Z,2030000,False,,,0,,J. Juzang REBOUND (Off:1 Def:1),[1630548],1610612762.0,UTA,,,,Juzang,J. Juzang,,,,,Right Corner 3,24+ Right,,,,205.0,2.0,1.0,1.0,,,,,,,,,,,,,
207,PT06M50.00S,2024-12-31T02:51:33.9Z,2,REGULAR,foul,personal,['2freethrow'],201599,,,1610612762,48,47,2024-12-31T02:51:41Z,2040000,False,,,0,,D. Jordan shooting personal FOUL (1 PF) (Juzang 2 FT),"[201599, 1630548]",1610612743.0,DEN,shooting,,,Jordan,D. Jordan,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,101283.0,1.0,0.0,Juzang,1630548.0
209,PT06M50.00S,2024-12-31T02:52:09.3Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1630548,,,1610612762,49,47,2024-12-31T02:52:09Z,2060000,False,,,0,,J. Juzang Free Throw 1 of 2 (11 PTS),[1630548],1610612762.0,UTA,,,,Juzang,J. Juzang,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
210,PT06M50.00S,2024-12-31T02:52:10.2Z,2,REGULAR,substitution,out,[],203903,,,1610612762,49,47,2024-12-31T02:52:24Z,2070000,False,,,0,,SUB out: J. Clarkson,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT06M50.00S,2024-12-31T02:52:10.2Z,2,REGULAR,substitution,out,[],1642271,,,1610612762,49,47,2024-12-31T02:52:24Z,2080000,False,,,0,,SUB out: K. Filipowski,[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT06M50.00S,2024-12-31T02:52:10.2Z,2,REGULAR,substitution,out,[],201599,,,1610612762,49,47,2024-12-31T02:52:24Z,2090000,False,,,0,,SUB out: D. Jordan,[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT06M50.00S,2024-12-31T02:52:10.2Z,2,REGULAR,substitution,out,[],1627750,,,1610612762,49,47,2024-12-31T02:52:24Z,2100000,False,,,0,,SUB out: J. Murray,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT06M50.00S,2024-12-31T02:52:10.2Z,2,REGULAR,substitution,in,[],1631117,,,1610612762,49,47,2024-12-31T02:52:24Z,2110000,False,,,0,,SUB in: W. Kessler,[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT06M50.00S,2024-12-31T02:52:10.2Z,2,REGULAR,substitution,in,[],1628374,,,1610612762,49,47,2024-12-31T02:52:24Z,2120000,False,,,0,,SUB in: L. Markkanen,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT06M50.00S,2024-12-31T02:52:10.2Z,2,REGULAR,substitution,in,[],203999,,,1610612762,49,47,2024-12-31T02:52:24Z,2130000,False,,,0,,SUB in: N. Jokić,[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT06M50.00S,2024-12-31T02:52:10.2Z,2,REGULAR,substitution,in,[],201566,,,1610612762,49,47,2024-12-31T02:52:24Z,2140000,False,,,0,,SUB in: R. Westbrook,[201566],1610612743.0,DEN,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT06M50.00S,2024-12-31T02:52:35.2Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1630548,,,1610612762,50,47,2024-12-31T02:52:35Z,2150000,False,,,0,,J. Juzang Free Throw 2 of 2 (12 PTS),[1630548],1610612762.0,UTA,,,,Juzang,J. Juzang,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
219,PT06M34.00S,2024-12-31T02:52:52.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,20.18725361366623,47.794117647058826,1610612743,50,47,2024-12-31T02:52:58Z,2160000,False,11.0,137.0,1,left,MISS N. Jokić 13' driving floating Shot,[203999],1610612743.0,DEN,driving floating,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),8-16 Center,13.77,Missed,,,,,,,,,,,,,,,,,,
220,PT06M30.00S,2024-12-31T02:52:56.8Z,2,REGULAR,rebound,defensive,[],1641729,,,1610612762,50,47,2024-12-31T02:52:58Z,2170000,False,,,0,,B. Sensabaugh REBOUND (Off:0 Def:1),[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,In The Paint (Non-RA),8-16 Center,,,,219.0,1.0,1.0,0.0,,,,,,,,,,,,,
221,PT06M25.00S,2024-12-31T02:53:02.3Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628374,91.14651773981603,52.94117647058824,1610612762,52,47,2024-12-31T02:54:37Z,2180000,False,15.0,31.0,1,right,L. Markkanen cutting DUNK (7 PTS) (B. Sensabaugh 1 AST),"[1628374, 1641729]",1610612762.0,UTA,cutting,,,Markkanen,L. Markkanen,,,,,Restricted Area,0-8 Center,3.4,Made,7.0,,,,,,,B. Sensabaugh,1641729.0,1.0,,,,,,,,
223,PT06M13.00S,2024-12-31T02:53:13.4Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],203999,10.988830486202366,49.754901960784316,1610612743,52,47,2024-12-31T02:56:47Z,2200000,False,1.0,51.0,1,left,MISS N. Jokić turnaround Hook,[203999],1610612743.0,DEN,turnaround,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),0-8 Center,5.08,Missed,,,,,,,,,,,,,,,,,,
225,PT06M11.00S,2024-12-31T02:53:15.4Z,2,REGULAR,rebound,defensive,[],1630548,,,1610612762,52,47,2024-12-31T02:53:17Z,2220000,False,,,0,,J. Juzang REBOUND (Off:1 Def:2),[1630548],1610612762.0,UTA,,,,Juzang,J. Juzang,,,,,In The Paint (Non-RA),0-8 Center,,,,223.0,3.0,2.0,1.0,,,,,,,,,,,,,
226,PT06M07.00S,2024-12-31T02:53:20.1Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1631117,93.11760840998686,45.588235294117645,1610612762,54,47,2024-12-31T05:41:56Z,2230000,False,-22.0,12.0,1,right,W. Kessler running alley-oop DUNK (4 PTS) (K. George 2 AST),"[1631117, 1641718]",1610612762.0,UTA,running alley-oop,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,2.52,Made,4.0,,,,,,,K. George,1641718.0,2.0,,,,,,,,
228,PT06M07.00S,2024-12-31T02:53:26.5Z,2,REGULAR,timeout,full,['team'],0,,,1610612743,54,47,2024-12-31T02:53:26Z,2250000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT06M07.00S,2024-12-31T02:54:50.4Z,2,REGULAR,substitution,out,[],1630548,,,1610612743,54,47,2024-12-31T02:54:55Z,2260000,False,,,0,,SUB out: J. Juzang,[1630548],1610612762.0,UTA,,,,Juzang,J. Juzang,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT06M07.00S,2024-12-31T02:54:50.4Z,2,REGULAR,substitution,in,[],1629012,,,1610612743,54,47,2024-12-31T02:54:55Z,2270000,False,,,0,,SUB in: C. Sexton,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT05M56.00S,2024-12-31T02:55:05.1Z,2,REGULAR,2pt,Jump Shot,[],203999,11.12023653088042,17.647058823529413,1610612743,54,49,2024-12-31T02:57:55Z,2280000,False,162.0,52.0,1,left,N. Jokić 17' Jump Shot (11 PTS) (R. Westbrook 5 AST),"[203999, 201566]",1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Mid-Range,16-24 Right,17.0,Made,11.0,,,,,,,R. Westbrook,201566.0,5.0,,,,,,,,
233,PT05M30.00S,2024-12-31T02:55:30.7Z,2,REGULAR,3pt,Jump Shot,[],1641729,68.15045992115637,62.00980392156863,1610612762,54,49,2024-12-31T02:58:22Z,2300000,False,60.0,247.0,1,right,MISS B. Sensabaugh 25' pullup 3PT,[1641729],1610612762.0,UTA,pullup,,,Sensabaugh,B. Sensabaugh,,,,,Above the Break 3,24+ Center,25.41,Missed,,,,,,,,,,,,,,,,,,
234,PT05M27.00S,2024-12-31T02:55:33.7Z,2,REGULAR,rebound,defensive,[],1631212,,,1610612743,54,49,2024-12-31T02:55:35Z,2310000,False,,,0,,P. Watson REBOUND (Off:0 Def:2),[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,Above the Break 3,24+ Center,,,,233.0,2.0,2.0,0.0,,,,,,,,,,,,,
235,PT05M21.00S,2024-12-31T02:55:39.2Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1641816,8.492115637319317,3.1862745098039214,1610612743,54,49,2024-12-31T02:59:01Z,2320000,False,234.0,27.0,1,left,MISS H. Tyson running 3PT,[1641816],1610612743.0,DEN,running,,,Tyson,H. Tyson,,,,,Right Corner 3,24+ Right,23.57,Missed,,,,,,,,,,,,,,,,,,
236,PT05M18.00S,2024-12-31T02:55:42.2Z,2,REGULAR,rebound,defensive,[],1631117,,,1610612762,54,49,2024-12-31T02:55:43Z,2330000,False,,,0,,W. Kessler REBOUND (Off:0 Def:6),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Right Corner 3,24+ Right,,,,235.0,6.0,6.0,0.0,,,,,,,,,,,,,
237,PT05M07.00S,2024-12-31T02:55:53.2Z,2,REGULAR,3pt,Jump Shot,[],1628374,67.49342969776609,53.92156862745098,1610612762,54,49,2024-12-31T02:58:52Z,2340000,False,20.0,253.0,1,right,MISS L. Markkanen 25' 3PT,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Center,25.39,Missed,,,,,,,,,,,,,,,,,,
238,PT05M05.00S,2024-12-31T02:55:55.2Z,2,REGULAR,rebound,defensive,[],203999,,,1610612743,54,49,2024-12-31T02:55:57Z,2350000,False,,,0,,N. Jokić REBOUND (Off:2 Def:5),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Above the Break 3,24+ Center,,,,237.0,7.0,5.0,2.0,,,,,,,,,,,,,
239,PT04M59.00S,2024-12-31T02:56:01.2Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1631212,23.99802890932983,13.970588235294118,1610612743,54,49,2024-12-31T02:56:22Z,2360000,False,180.0,173.0,1,left,MISS P. Watson 24' running 3PT,[1631212],1610612743.0,DEN,running,,,Watson,P. Watson,,,,,Above the Break 3,24+ Right Center,24.98,Missed,,,,,,,,,,,,,,,,,,
240,PT04M58.00S,2024-12-31T02:56:02.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612743,54,49,2024-12-31T02:56:22Z,2370000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,Above the Break 3,24+ Right Center,,,,239.0,,,,,,,,,,,,,,,,
244,PT04M58.00S,2024-12-31T02:56:20.1Z,2,REGULAR,substitution,out,[],1641816,,,1610612743,54,49,2024-12-31T02:56:44Z,2385000,False,,,0,,SUB out: H. Tyson,[1641816],1610612743.0,DEN,,,,Tyson,H. Tyson,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT04M58.00S,2024-12-31T02:56:20.1Z,2,REGULAR,substitution,in,[],1629008,,,1610612743,54,49,2024-12-31T02:56:44Z,2387500,False,,,0,,SUB in: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT04M51.00S,2024-12-31T02:56:32.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201566,8.623521681997373,53.18627450980392,1610612743,54,51,2024-12-31T02:56:43Z,2390000,False,-16.0,29.0,1,left,R. Westbrook cutting Layup (6 PTS) (N. Jokić 4 AST),"[201566, 203999]",1610612743.0,DEN,cutting,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,3.27,Made,6.0,,,,,,,N. Jokić,203999.0,4.0,,,,,,,,
246,PT04M33.00S,2024-12-31T02:56:52.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628374,91.67214191852825,45.83333333333333,1610612762,56,51,2024-12-31T02:56:57Z,2410000,False,-21.0,26.0,1,right,L. Markkanen cutting Layup (9 PTS) (W. Kessler 3 AST),"[1628374, 1631117]",1610612762.0,UTA,cutting,,,Markkanen,L. Markkanen,,,,,Restricted Area,0-8 Center,3.31,Made,9.0,,,,,,,W. Kessler,1631117.0,3.0,,,,,,,,
248,PT04M33.00S,2024-12-31T02:56:56.2Z,2,REGULAR,foul,personal,['1freethrow'],201566,,,1610612762,56,51,2024-12-31T02:57:11Z,2430000,False,,,0,,R. Westbrook shooting personal FOUL (1 PF) (Markkanen 1 FT),"[201566, 1628374]",1610612743.0,DEN,shooting,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,101283.0,1.0,0.0,Markkanen,1628374.0
250,PT04M33.00S,2024-12-31T02:57:25.1Z,2,REGULAR,freethrow,1 of 1,[],1628374,,,1610612762,57,51,2024-12-31T02:57:25Z,2450000,False,,,0,,L. Markkanen Free Throw 1 of 1 (10 PTS),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
251,PT04M25.00S,2024-12-31T02:57:38.8Z,2,REGULAR,foul,personal,[],1629012,,,1610612743,57,51,2024-12-31T02:57:51Z,2460000,False,,,0,,C. Sexton personal FOUL (1 PF),"[1629012, 203999]",1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,203054.0,1.0,0.0,Jokić,203999.0
253,PT04M25.00S,2024-12-31T02:57:44.1Z,2,REGULAR,substitution,out,[],1631212,,,1610612743,57,51,2024-12-31T02:57:46Z,2480000,False,,,0,,SUB out: P. Watson,[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT04M25.00S,2024-12-31T02:57:44.1Z,2,REGULAR,substitution,in,[],1627750,,,1610612743,57,51,2024-12-31T02:57:46Z,2490000,False,,,0,,SUB in: J. Murray,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT04M18.00S,2024-12-31T02:58:06.2Z,2,REGULAR,3pt,Jump Shot,[],203999,27.414586070959263,81.61764705882352,1610612743,57,51,2024-12-31T02:58:12Z,2500000,False,-158.0,205.0,1,left,MISS N. Jokić 25' 3PT,[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Above the Break 3,24+ Left Center,25.9,Missed,,,,,,,,,,,,,,,,,,
256,PT04M15.00S,2024-12-31T02:58:09.2Z,2,REGULAR,rebound,defensive,[],1641718,,,1610612762,57,51,2024-12-31T02:58:12Z,2510000,False,,,0,,K. George REBOUND (Off:0 Def:1),[1641718],1610612762.0,UTA,,,,George,K. George,,,,,Above the Break 3,24+ Left Center,,,,255.0,1.0,1.0,0.0,,,,,,,,,,,,,
257,PT03M59.00S,2024-12-31T02:58:25.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629012,89.04402102496715,65.44117647058823,1610612762,57,51,2024-12-31T03:01:38Z,2520000,False,77.0,50.0,1,right,MISS C. Sexton 9' fadeaway bank Shot,[1629012],1610612762.0,UTA,fadeaway bank,,,Sexton,C. Sexton,,,,,In The Paint (Non-RA),8-16 Right,9.23,Missed,,,,,,,,,,,,,,,,,,
258,PT03M57.00S,2024-12-31T02:58:27.6Z,2,REGULAR,rebound,offensive,[],1631117,,,1610612762,57,51,2024-12-31T03:01:17Z,2530000,False,,,0,,W. Kessler REBOUND (Off:1 Def:6),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,In The Paint (Non-RA),8-16 Right,,,,257.0,7.0,6.0,1.0,,,,,,,,,,,,,
259,PT03M55.00S,2024-12-31T02:58:29.0Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629012,95.22010512483574,94.36274509803921,1610612762,57,51,2024-12-31T02:58:33Z,2540000,False,222.0,-8.0,1,right,MISS C. Sexton 3PT,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,Right Corner 3,24+ Right,22.19,Missed,,,,,,,,,,,,,,,,,,
260,PT03M52.00S,2024-12-31T02:58:32.0Z,2,REGULAR,rebound,defensive,[],203999,,,1610612743,57,51,2024-12-31T02:58:33Z,2550000,False,,,0,,N. Jokić REBOUND (Off:2 Def:6),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Right Corner 3,24+ Right,,,,259.0,8.0,6.0,2.0,,,,,,,,,,,,,
261,PT03M48.00S,2024-12-31T02:58:36.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631128,8.623521681997373,40.68627450980392,1610612743,57,53,2024-12-31T02:58:41Z,2560000,False,47.0,29.0,1,left,C. Braun running Layup (8 PTS) (N. Jokić 5 AST),"[1631128, 203999]",1610612743.0,DEN,running,,,Braun,C. Braun,,,,,In The Paint (Non-RA),0-8 Center,5.47,Made,8.0,,,,,,,N. Jokić,203999.0,5.0,,,,,,,,
