actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
597,PT03M16.00S,2024-12-31T04:10:17.3Z,4,REGULAR,turnover,lost ball,[],203999,,,1610612743,114,122,2024-12-31T04:10:21Z,5860000,False,,,0,,N. Jokić lost ball TURNOVER (2 TO),"[203999, 1631117]",1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,2.0,Kessler,1631117.0,,,,,
598,PT03M16.00S,2024-12-31T04:10:17.3Z,4,REGULAR,steal,,[],1631117,,,1610612762,114,122,2024-12-31T04:28:24Z,5870000,False,,,0,,W. Kessler STEAL (1 STL),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
599,PT03M10.00S,2024-12-31T04:10:22.9Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629012,7.966491458607096,94.85294117647058,1610612762,114,122,2024-12-31T04:15:18Z,5880000,False,-224.0,22.0,1,left,MISS C. Sexton running pullup 3PT,[1629012],1610612762.0,UTA,running pullup,,,Sexton,C. Sexton,,,,,Left Corner 3,24+ Left,22.54,Missed,,,,,,,,,,,,,,,,,,
600,PT03M08.00S,2024-12-31T04:10:24.9Z,4,REGULAR,rebound,defensive,[],201566,,,1610612743,114,122,2024-12-31T04:10:41Z,5890000,False,,,0,,R. Westbrook REBOUND (Off:2 Def:6),[201566],1610612743.0,DEN,,,,Westbrook,R. Westbrook,,,,,Left Corner 3,24+ Left,,,,599.0,8.0,6.0,2.0,,,,,,,,,,,,,
601,PT03M08.00S,2024-12-31T04:10:41.8Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641729,,,1610612743,114,122,2024-12-31T04:10:50Z,5900000,False,,,0,,B. Sensabaugh personal FOUL (3 PF) (Westbrook 2 FT),"[1641729, 201566]",1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,203054.0,3.0,0.0,Westbrook,201566.0
606,PT03M08.00S,2024-12-31T04:11:11.4Z,4,REGULAR,freethrow,1 of 2,[],201566,,,1610612743,114,123,2024-12-31T04:11:11Z,5920000,False,,,0,,R. Westbrook Free Throw 1 of 2 (13 PTS),[201566],1610612743.0,DEN,,,,Westbrook,R. Westbrook,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
607,PT03M08.00S,2024-12-31T04:11:14.0Z,4,REGULAR,substitution,out,[],1641729,,,1610612743,114,123,2024-12-31T04:11:19Z,5930000,False,,,0,,SUB out: B. Sensabaugh,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,,,,,,,,,,,,,,,,,,,,,,
608,PT03M08.00S,2024-12-31T04:11:14.0Z,4,REGULAR,substitution,out,[],1629008,,,1610612743,114,123,2024-12-31T04:11:19Z,5940000,False,,,0,,SUB out: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
609,PT03M08.00S,2024-12-31T04:11:14.0Z,4,REGULAR,substitution,in,[],203903,,,1610612743,114,123,2024-12-31T04:11:19Z,5950000,False,,,0,,SUB in: J. Clarkson,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,,
610,PT03M08.00S,2024-12-31T04:11:14.0Z,4,REGULAR,substitution,in,[],1627750,,,1610612743,114,123,2024-12-31T04:11:19Z,5960000,False,,,0,,SUB in: J. Murray,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
611,PT03M08.00S,2024-12-31T04:11:33.8Z,4,REGULAR,freethrow,2 of 2,[],201566,,,1610612743,114,124,2024-12-31T04:11:33Z,5970000,False,,,0,,R. Westbrook Free Throw 2 of 2 (14 PTS),[201566],1610612743.0,DEN,,,,Westbrook,R. Westbrook,,,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
612,PT02M49.00S,2024-12-31T04:11:59.7Z,4,REGULAR,turnover,lost ball,[],1629012,,,1610612762,114,124,2024-12-31T04:16:17Z,5980000,False,,,0,,C. Sexton lost ball TURNOVER (2 TO),"[1629012, 201566]",1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,2.0,Westbrook,201566.0,,,,,
613,PT02M49.00S,2024-12-31T04:11:59.7Z,4,REGULAR,steal,,[],201566,,,1610612743,114,124,2024-12-31T04:12:01Z,5990000,False,,,0,,R. Westbrook STEAL (4 STL),[201566],1610612743.0,DEN,,,,Westbrook,R. Westbrook,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
614,PT02M46.00S,2024-12-31T04:12:02.8Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",201566,91.40932982917214,49.50980392156863,1610612743,114,126,2024-12-31T04:12:11Z,6000000,False,-2.0,28.0,1,right,R. Westbrook running DUNK (16 PTS),[201566],1610612743.0,DEN,running,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,2.84,Made,16.0,,,,,,,,,,,,,,,,,
615,PT02M30.00S,2024-12-31T04:12:21.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641718,17.16491458607096,54.166666666666664,1610612762,116,126,2024-12-31T04:12:26Z,6010000,False,-21.0,109.0,1,left,K. George 11' driving floating Jump Shot (7 PTS) (C. Sexton 4 AST),"[1641718, 1629012]",1610612762.0,UTA,driving floating,,,George,K. George,,,,,In The Paint (Non-RA),8-16 Center,11.09,Made,7.0,,,,,,,C. Sexton,1629012.0,4.0,,,,,,,,
617,PT02M30.00S,2024-12-31T04:12:24.9Z,4,REGULAR,foul,personal,['1freethrow'],1627750,,,1610612762,116,126,2024-12-31T04:12:32Z,6030000,False,,,0,,J. Murray shooting personal FOUL (1 PF) (George 1 FT),"[1627750, 1641718]",1610612743.0,DEN,shooting,,,Murray,J. Murray,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,203054.0,1.0,0.0,George,1641718.0
619,PT02M30.00S,2024-12-31T04:12:46.4Z,4,REGULAR,freethrow,1 of 1,[],1641718,,,1610612762,116,126,2024-12-31T04:12:49Z,6050000,False,,,0,,MISS K. George Free Throw 1 of 1,[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
620,PT02M28.00S,2024-12-31T04:12:48.4Z,4,REGULAR,rebound,defensive,[],201566,,,1610612743,116,126,2024-12-31T04:12:49Z,6060000,False,,,0,,R. Westbrook REBOUND (Off:2 Def:7),[201566],1610612743.0,DEN,,,,Westbrook,R. Westbrook,,,,,,,,,,619.0,9.0,7.0,2.0,,,,,,,,,,,,,
621,PT02M11.00S,2024-12-31T04:13:05.2Z,4,REGULAR,2pt,Jump Shot,[],1627750,76.69185282522996,45.09803921568628,1610612743,116,128,2024-12-31T04:13:09Z,6070000,False,-25.0,167.0,1,right,J. Murray 16' pullup Jump Shot (20 PTS) (N. Jokić 11 AST),"[1627750, 203999]",1610612743.0,DEN,pullup,,,Murray,J. Murray,,,,,Mid-Range,16-24 Center,16.84,Made,20.0,,,,,,,N. Jokić,203999.0,11.0,,,,,,,,
622,PT01M55.00S,2024-12-31T04:13:20.1Z,4,REGULAR,3pt,Jump Shot,[],1629012,7.178055190538765,3.6764705882352944,1610612762,116,128,2024-12-31T04:13:25Z,6080000,False,232.0,15.0,1,left,MISS C. Sexton 3PT,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,Right Corner 3,24+ Right,23.21,Missed,,,,,,,,,,,,,,,,,,
623,PT01M52.00S,2024-12-31T04:13:23.1Z,4,REGULAR,rebound,defensive,[],1627750,,,1610612743,116,128,2024-12-31T04:13:25Z,6090000,False,,,0,,J. Murray REBOUND (Off:1 Def:3),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Right Corner 3,24+ Right,,,,622.0,4.0,3.0,1.0,,,,,,,,,,,,,
624,PT01M38.00S,2024-12-31T04:13:39.6Z,4,REGULAR,turnover,out-of-bounds,[],1627750,,,1610612743,116,128,2024-12-31T04:13:45Z,6100000,False,,,0,,J. Murray lost ball out-of-bounds TURNOVER (3 TO),[1627750],1610612743.0,DEN,lost ball,,,Murray,J. Murray,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,3.0,,,202049.0,,,,
625,PT01M33.00S,2024-12-31T04:13:57.9Z,4,REGULAR,foul,personal,[],1627750,,,1610612762,116,128,2024-12-31T04:14:04Z,6110000,False,,,0,,J. Murray personal FOUL (2 PF),"[1627750, 203903]",1610612743.0,DEN,,,,Murray,J. Murray,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,202049.0,2.0,0.0,Clarkson,203903.0
627,PT01M28.00S,2024-12-31T04:14:25.1Z,4,REGULAR,foul,personal,"['inpenalty', '3freethrow']",1631212,,,1610612762,116,128,2024-12-31T04:14:29Z,6130000,False,,,0,,P. Watson shooting personal FOUL (1 PF) (Markkanen 3 FT),"[1631212, 1628374]",1610612743.0,DEN,shooting,,,Watson,P. Watson,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,202049.0,1.0,0.0,Markkanen,1628374.0
629,PT01M28.00S,2024-12-31T04:14:58.3Z,4,REGULAR,freethrow,1 of 3,['fromturnover'],1628374,,,1610612762,117,128,2024-12-31T04:14:58Z,6150000,False,,,0,,L. Markkanen Free Throw 1 of 3 (15 PTS),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,Made,15.0,,,,,,,,,,,,,,,,,
630,PT01M28.00S,2024-12-31T04:15:15.0Z,4,REGULAR,freethrow,2 of 3,['fromturnover'],1628374,,,1610612762,118,128,2024-12-31T04:15:15Z,6160000,False,,,0,,L. Markkanen Free Throw 2 of 3 (16 PTS),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,Made,16.0,,,,,,,,,,,,,,,,,
631,PT01M28.00S,2024-12-31T04:15:31.4Z,4,REGULAR,freethrow,3 of 3,['fromturnover'],1628374,,,1610612762,119,128,2024-12-31T04:15:31Z,6170000,False,,,0,,L. Markkanen Free Throw 3 of 3 (17 PTS),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,Made,17.0,,,,,,,,,,,,,,,,,
632,PT01M08.00S,2024-12-31T04:15:53.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,90.22667542706965,59.31372549019608,1610612743,119,128,2024-12-31T04:20:45Z,6180000,False,47.0,39.0,1,right,MISS N. Jokić 6' driving floating Shot,[203999],1610612743.0,DEN,driving floating,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),0-8 Center,6.1,Missed,,,,,,,,,,,,,,,,,,
633,PT01M05.00S,2024-12-31T04:15:56.1Z,4,REGULAR,rebound,offensive,[],201566,,,1610612743,119,128,2024-12-31T04:15:56Z,6190000,False,,,0,,R. Westbrook REBOUND (Off:3 Def:7),[201566],1610612743.0,DEN,,,,Westbrook,R. Westbrook,,,,,In The Paint (Non-RA),0-8 Center,,,,632.0,10.0,7.0,3.0,,,,,,,,,,,,,
634,PT00M57.00S,2024-12-31T04:16:04.6Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],1627750,79.84559789750328,75.49019607843137,1610612743,119,128,2024-12-31T04:16:08Z,6200000,False,127.0,137.0,1,right,MISS J. Murray 18' pullup Shot,[1627750],1610612743.0,DEN,pullup,,,Murray,J. Murray,,,,,Mid-Range,16-24 Right Center,18.72,Missed,,,,,,,,,,,,,,,,,,
635,PT00M55.10S,2024-12-31T04:16:06.5Z,4,REGULAR,rebound,defensive,[],203903,,,1610612762,119,128,2024-12-31T04:16:08Z,6210000,False,,,0,,J. Clarkson REBOUND (Off:2 Def:3),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Mid-Range,16-24 Right Center,,,,634.0,5.0,3.0,2.0,,,,,,,,,,,,,
636,PT00M48.30S,2024-12-31T04:16:14.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629012,7.5722733245729295,38.48039215686275,1610612762,121,128,2024-12-31T04:16:20Z,6220000,False,58.0,19.0,1,left,C. Sexton 6' floating Jump Shot (22 PTS) (J. Clarkson 4 AST),"[1629012, 203903]",1610612762.0,UTA,floating,,,Sexton,C. Sexton,,,,,In The Paint (Non-RA),0-8 Center,6.06,Made,22.0,,,,,,,J. Clarkson,203903.0,4.0,,,,,,,,
638,PT00M25.60S,2024-12-31T04:16:40.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631212,92.85479632063075,42.8921568627451,1610612743,121,130,2024-12-31T04:23:51Z,6240000,False,-36.0,15.0,1,right,P. Watson driving reverse Layup (13 PTS),[1631212],1610612743.0,DEN,driving reverse,,,Watson,P. Watson,,,,,Restricted Area,0-8 Center,3.84,Made,13.0,,,,,,,,,,,,,,,,,
639,PT00M19.00S,2024-12-31T04:16:50.2Z,4,REGULAR,turnover,lost ball,[],203903,,,1610612762,121,130,2024-12-31T04:16:54Z,6250000,False,,,0,,J. Clarkson lost ball TURNOVER (4 TO),"[203903, 203999]",1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,4.0,Jokić,203999.0,,,,,
640,PT00M19.00S,2024-12-31T04:16:50.2Z,4,REGULAR,steal,,[],203999,,,1610612743,121,130,2024-12-31T04:25:13Z,6260000,False,,,0,,N. Jokić STEAL (4 STL),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
641,PT00M15.90S,2024-12-31T04:16:55.4Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629012,,,1610612743,121,130,2024-12-31T04:17:03Z,6270000,False,,,0,,C. Sexton shooting personal FOUL (2 PF) (Braun 2 FT),"[1629012, 1631128]",1610612762.0,UTA,shooting,,,Sexton,C. Sexton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,202049.0,2.0,0.0,Braun,1631128.0
643,PT00M15.90S,2024-12-31T04:17:35.8Z,4,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1631128,,,1610612743,121,131,2024-12-31T04:17:35Z,6290000,False,,,0,,C. Braun Free Throw 1 of 2 (19 PTS),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,Made,19.0,,,,,,,,,,,,,,,,,
644,PT00M15.90S,2024-12-31T04:17:54.8Z,4,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1631128,,,1610612743,121,132,2024-12-31T04:17:54Z,6300000,False,,,0,,C. Braun Free Throw 2 of 2 (20 PTS),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,Made,20.0,,,,,,,,,,,,,,,,,
645,PT00M10.00S,2024-12-31T04:18:03.1Z,4,REGULAR,3pt,Jump Shot,[],1628374,36.74441524310118,38.970588235294116,1610612762,121,132,2024-12-31T04:18:07Z,6310000,False,55.0,293.0,1,left,MISS L. Markkanen 29' 3PT,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Center,29.8,Missed,,,,,,,,,,,,,,,,,,
646,PT00M07.80S,2024-12-31T04:18:05.3Z,4,REGULAR,rebound,defensive,[],1631212,,,1610612743,121,132,2024-12-31T04:18:05Z,6320000,False,,,0,,P. Watson REBOUND (Off:0 Def:4),[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,Above the Break 3,24+ Center,,,,645.0,4.0,4.0,0.0,,,,,,,,,,,,,
647,PT00M00.00S,2024-12-31T04:18:16.7Z,4,REGULAR,period,end,[],0,,,1610612743,121,132,2024-12-31T04:18:16Z,6330000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,PT00M00.00S,2024-12-31T04:18:25.4Z,4,REGULAR,game,end,[],0,,,0,121,132,2024-12-31T04:18:25Z,6340000,False,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
