actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
172,PT00M00.00S,2025-01-16T02:37:04.8Z,1,REGULAR,period,end,[],0,,,1610612766,33,26,2025-01-16T02:37:04Z,1700000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2025-01-16T02:39:27.1Z,2,REGULAR,substitution,out,['startperiod'],1642271,,,1610612766,33,26,2025-01-16T02:39:47Z,1710000,False,,,0,,SUB out: K. Filipowski,[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT12M00.00S,2025-01-16T02:39:27.1Z,2,REGULAR,substitution,out,['startperiod'],1641729,,,1610612766,33,26,2025-01-16T02:39:47Z,1720000,False,,,0,,SUB out: B. Sensabaugh,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT12M00.00S,2025-01-16T02:39:27.1Z,2,REGULAR,substitution,out,['startperiod'],1641733,,,1610612766,33,26,2025-01-16T02:39:47Z,1730000,False,,,0,,SUB out: N. Smith Jr.,[1641733],1610612766.0,CHA,,,,Smith Jr.,N. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT12M00.00S,2025-01-16T02:39:27.1Z,2,REGULAR,substitution,out,['startperiod'],1642275,,,1610612766,33,26,2025-01-16T02:39:47Z,1740000,False,,,0,,SUB out: T. Salaün,[1642275],1610612766.0,CHA,,,,Salaün,T. Salaün,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT12M00.00S,2025-01-16T02:39:27.1Z,2,REGULAR,substitution,in,['startperiod'],1642262,,,1610612766,33,26,2025-01-16T02:39:47Z,1750000,False,,,0,,SUB in: C. Williams,[1642262],1610612762.0,UTA,,,,Williams,C. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT12M00.00S,2025-01-16T02:39:27.1Z,2,REGULAR,substitution,in,['startperiod'],1630695,,,1610612766,33,26,2025-01-16T02:39:47Z,1760000,False,,,0,,SUB in: M. Potter,[1630695],1610612762.0,UTA,,,,Potter,M. Potter,,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT12M00.00S,2025-01-16T02:39:27.1Z,2,REGULAR,substitution,in,['startperiod'],1628970,,,1610612766,33,26,2025-01-16T02:39:47Z,1770000,False,,,0,,SUB in: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT12M00.00S,2025-01-16T02:39:27.1Z,2,REGULAR,substitution,in,['startperiod'],1630182,,,1610612766,33,26,2025-01-16T02:39:47Z,1780000,False,,,0,,SUB in: J. Green,[1630182],1610612766.0,CHA,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT12M00.00S,2025-01-16T02:39:43.5Z,2,REGULAR,period,start,[],0,,,1610612762,33,26,2025-01-16T02:39:47Z,1790000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT11M48.00S,2025-01-16T02:39:55.0Z,2,REGULAR,3pt,Jump Shot,[],1642262,79.45137976346912,5.88235294117647,1610612762,33,26,2025-01-16T02:40:00Z,1800000,False,-221.0,141.0,1,right,MISS C. Williams 26' 3PT,[1642262],1610612762.0,UTA,,,,Williams,C. Williams,,,,,Above the Break 3,24+ Left Center,26.17,Missed,,,,,,,,,,,,,,,,,,
184,PT11M45.00S,2025-01-16T02:39:58.0Z,2,REGULAR,rebound,defensive,[],1630182,,,1610612766,33,26,2025-01-16T02:40:00Z,1810000,False,,,0,,J. Green REBOUND (Off:0 Def:2),[1630182],1610612766.0,CHA,,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,183.0,2.0,2.0,0.0,,,,,,
185,PT11M38.00S,2025-01-16T02:40:05.4Z,2,REGULAR,3pt,Jump Shot,[],1628970,31.882391590013142,56.127450980392155,1610612766,33,26,2025-01-16T02:40:11Z,1820000,False,-31.0,247.0,1,left,MISS M. Bridges 24' 3PT,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Center,24.91,Missed,,,,,,,,,,,,,,,,,,
186,PT11M35.00S,2025-01-16T02:40:08.4Z,2,REGULAR,rebound,defensive,[],1629234,,,1610612762,33,26,2025-01-16T02:40:11Z,1830000,False,,,0,,D. Eubanks REBOUND (Off:0 Def:2),[1629234],1610612762.0,UTA,,,,Eubanks,D. Eubanks,,,,,Above the Break 3,24+ Center,,,,,,,,,,,185.0,2.0,2.0,0.0,,,,,,
188,PT11M27.00S,2025-01-16T02:40:32.7Z,2,REGULAR,turnover,8-second-violation,['team'],0,,,1610612762,33,26,2025-01-16T02:40:41Z,1850000,False,,,0,,UTA 8-second-violation Team TURNOVER,[],1610612762.0,UTA,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,1627964.0,,,,,,,,,,,,,
189,PT11M10.00S,2025-01-16T02:41:01.9Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1631109,9.543363994743759,51.225490196078425,1610612766,33,28,2025-01-16T02:41:18Z,1860000,False,-6.0,37.0,1,left,M. Williams cutting DUNK (10 PTS) (V. Micić 2 AST),"[1631109, 203995]",1610612766.0,CHA,cutting,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,3.77,Made,10.0,V. Micić,203995.0,2.0,,,,,,,,,,,,,,
191,PT10M55.00S,2025-01-16T02:41:17.3Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1629234,84.83902759526939,57.107843137254896,1610612762,35,28,2025-01-16T02:41:21Z,1880000,False,36.0,90.0,1,right,D. Eubanks 9' Hook (4 PTS) (I. Collier 5 AST),"[1629234, 1642268]",1610612762.0,UTA,,,,Eubanks,D. Eubanks,,,,,In The Paint (Non-RA),8-16 Center,9.67,Made,4.0,I. Collier,1642268.0,5.0,,,,,,,,,,,,,,
194,PT10M31.00S,2025-01-16T02:41:54.0Z,2,REGULAR,turnover,bad pass,[],1628970,,,1610612766,35,28,2025-01-16T02:41:58Z,1910000,False,,,0,,M. Bridges bad pass TURNOVER (1 TO),"[1628970, 1641989]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1.0,,,,,,,Harkless,1641989.0,,,,
195,PT10M31.00S,2025-01-16T02:41:54.0Z,2,REGULAR,steal,,[],1641989,,,1610612762,35,28,2025-01-16T02:41:56Z,1920000,False,,,0,,E. Harkless STEAL (2 STL),[1641989],1610612762.0,UTA,,,,Harkless,E. Harkless,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
196,PT10M29.00S,2025-01-16T02:41:56.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1641989,94.56307490144546,45.588235294117645,1610612762,37,28,2025-01-16T02:42:04Z,1930000,False,-22.0,-1.0,1,right,E. Harkless running reverse Layup (2 PTS),[1641989],1610612762.0,UTA,running reverse,,,Harkless,E. Harkless,,,,,Restricted Area,0-8 Center,2.21,Made,2.0,,,,,,,,,,,,,,,,,
197,PT10M19.00S,2025-01-16T02:42:09.5Z,2,REGULAR,foul,offensive,[],203995,,,1610612766,37,28,2025-01-16T02:42:14Z,1940000,False,,,0,,V. Micić offensive FOUL (1 PF),"[203995, 1641989]",1610612766.0,CHA,,,,Micić,V. Micić,,,,,Above the Break 3,24+ Center,,,,,,,203591.0,,,,,,,,,,1.0,0.0,Harkless,1641989.0
199,PT10M19.00S,2025-01-16T02:42:09.5Z,2,REGULAR,turnover,offensive foul,[],203995,,,1610612766,37,28,2025-01-16T02:42:09Z,1960000,False,,,0,,V. Micić offensive foul TURNOVER (1 TO),[203995],1610612766.0,CHA,,,,Micić,V. Micić,,,,,Above the Break 3,24+ Center,,,,,,,203591.0,1.0,,,,,,,,,,,,
200,PT10M19.00S,2025-01-16T02:42:14.6Z,2,REGULAR,substitution,out,[],1642268,,,1610612762,37,28,2025-01-16T02:42:27Z,1970000,False,,,0,,SUB out: I. Collier,[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT10M19.00S,2025-01-16T02:42:14.6Z,2,REGULAR,substitution,out,[],203995,,,1610612762,37,28,2025-01-16T02:42:27Z,1980000,False,,,0,,SUB out: V. Micić,[203995],1610612766.0,CHA,,,,Micić,V. Micić,,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT10M19.00S,2025-01-16T02:42:14.6Z,2,REGULAR,substitution,in,[],201988,,,1610612762,37,28,2025-01-16T02:42:27Z,1990000,False,,,0,,SUB in: P. Mills,[201988],1610612762.0,UTA,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT10M19.00S,2025-01-16T02:42:14.6Z,2,REGULAR,substitution,in,[],1630163,,,1610612762,37,28,2025-01-16T02:42:27Z,2000000,False,,,0,,SUB in: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT10M09.00S,2025-01-16T02:42:43.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1641989,67.7562417871222,54.41176470588235,1610612762,40,28,2025-01-16T02:42:48Z,2010000,False,22.0,251.0,1,right,E. Harkless 25' 3PT pullup (5 PTS),[1641989],1610612762.0,UTA,pullup,,,Harkless,E. Harkless,,,,,Above the Break 3,24+ Center,25.16,Made,5.0,,,,,,,,,,,,,,,,,
205,PT09M57.00S,2025-01-16T02:42:55.3Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1628970,8.623521681997373,36.27450980392157,1610612766,40,30,2025-01-16T02:43:01Z,2020000,False,69.0,29.0,1,left,M. Bridges 7' driving Hook (5 PTS),[1628970],1610612766.0,CHA,driving,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),0-8 Center,7.43,Made,5.0,,,,,,,,,,,,,,,,,
206,PT09M45.00S,2025-01-16T02:43:06.7Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1629234,91.27792378449409,57.35294117647059,1610612762,40,30,2025-01-16T02:43:10Z,2030000,False,37.0,29.0,1,right,MISS D. Eubanks Hook,[1629234],1610612762.0,UTA,,,,Eubanks,D. Eubanks,,,,,In The Paint (Non-RA),0-8 Center,4.72,Missed,,,,,,,,,,,,,,,,,,
207,PT09M43.00S,2025-01-16T02:43:08.7Z,2,REGULAR,rebound,offensive,[],1629234,,,1610612762,40,30,2025-01-16T02:46:03Z,2040000,False,,,0,,D. Eubanks REBOUND (Off:1 Def:2),[1629234],1610612762.0,UTA,,,,Eubanks,D. Eubanks,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,206.0,3.0,2.0,1.0,,,,,,
208,PT09M34.00S,2025-01-16T02:43:18.0Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1642262,65.52233902759527,57.107843137254896,1610612762,40,30,2025-01-16T02:43:22Z,2050000,False,36.0,272.0,1,right,MISS C. Williams 27' 3PT,[1642262],1610612762.0,UTA,,,,Williams,C. Williams,,,,,Above the Break 3,24+ Center,27.39,Missed,,,,,,,,,,,,,,,,,,
209,PT09M31.00S,2025-01-16T02:43:21.0Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612766,40,30,2025-01-16T02:43:22Z,2060000,False,,,0,,TEAM defensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,208.0,,,,,,,,,
211,PT09M16.00S,2025-01-16T02:43:42.8Z,2,REGULAR,3pt,Jump Shot,[],1630182,5.995400788436268,1.9607843137254901,1610612766,40,33,2025-01-16T02:43:47Z,2080000,False,240.0,4.0,1,left,J. Green 24' 3PT  (3 PTS) (M. Bridges 2 AST),"[1630182, 1628970]",1610612766.0,CHA,,,,Green,J. Green,,,,,Right Corner 3,24+ Right,24.02,Made,3.0,M. Bridges,1628970.0,2.0,,,,,,,,,,,,,,
213,PT09M00.00S,2025-01-16T02:43:57.7Z,2,REGULAR,3pt,Jump Shot,[],1630695,88.78120893561103,2.941176470588235,1610612762,40,33,2025-01-16T02:44:02Z,2100000,False,-235.0,53.0,1,right,MISS M. Potter 24' 3PT,[1630695],1610612762.0,UTA,,,,Potter,M. Potter,,,,,Left Corner 3,24+ Left,24.12,Missed,,,,,,,,,,,,,,,,,,
214,PT08M58.00S,2025-01-16T02:43:59.7Z,2,REGULAR,rebound,defensive,[],1631109,,,1610612766,40,33,2025-01-16T02:44:02Z,2110000,False,,,0,,M. Williams REBOUND (Off:2 Def:2),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,Left Corner 3,24+ Left,,,,,,,,,,,213.0,4.0,2.0,2.0,,,,,,
215,PT08M49.00S,2025-01-16T02:44:08.9Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1628970,10.068988173455978,52.20588235294118,1610612766,40,35,2025-01-16T02:44:14Z,2120000,False,-11.0,42.0,1,left,M. Bridges driving Hook (7 PTS) (L. Ball 2 AST),"[1628970, 1630163]",1610612766.0,CHA,driving,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,4.35,Made,7.0,L. Ball,1630163.0,2.0,,,,,,,,,,,,,,
217,PT08M42.00S,2025-01-16T02:44:20.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,40,35,2025-01-16T02:44:20Z,2140000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT08M31.00S,2025-01-16T02:47:34.3Z,2,REGULAR,2pt,Jump Shot,[],1642262,79.45137976346912,51.470588235294116,1610612762,40,35,2025-01-16T02:47:39Z,2150000,False,7.0,141.0,1,right,MISS C. Williams 14' pullup Shot,[1642262],1610612762.0,UTA,pullup,,,Williams,C. Williams,,,,,Mid-Range,8-16 Center,14.09,Missed,,,,,,,,,,,,,,,,,,
219,PT08M27.00S,2025-01-16T02:47:38.3Z,2,REGULAR,rebound,defensive,[],1630163,,,1610612766,40,35,2025-01-16T02:47:39Z,2160000,False,,,0,,L. Ball REBOUND (Off:0 Def:2),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Mid-Range,8-16 Center,,,,,,,,,,,218.0,2.0,2.0,0.0,,,,,,
220,PT08M25.00S,2025-01-16T02:47:43.1Z,2,REGULAR,foul,personal,['2freethrow'],1630695,,,1610612766,40,35,2025-01-16T02:47:59Z,2170000,False,,,0,,M. Potter shooting personal FOUL (1 PF) (Bridges 2 FT),"[1630695, 1628970]",1610612762.0,UTA,shooting,,,Potter,M. Potter,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1627962.0,,,,,,,,,,1.0,0.0,Bridges,1628970.0
222,PT08M25.00S,2025-01-16T02:48:07.3Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1628970,,,1610612766,40,36,2025-01-16T02:48:31Z,2190000,False,,,0,,M. Bridges Free Throw 1 of 2 (8 PTS),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
223,PT08M25.00S,2025-01-16T02:48:11.2Z,2,REGULAR,substitution,out,[],1641706,,,1610612766,40,36,2025-01-16T02:48:18Z,2200000,False,,,0,,SUB out: B. Miller,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT08M25.00S,2025-01-16T02:48:11.2Z,2,REGULAR,substitution,in,[],1641733,,,1610612766,40,36,2025-01-16T02:48:18Z,2210000,False,,,0,,SUB in: N. Smith Jr.,[1641733],1610612766.0,CHA,,,,Smith Jr.,N. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT08M25.00S,2025-01-16T02:48:07.3Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1628970,,,1610612766,40,37,2025-01-16T02:48:31Z,2220000,False,,,0,,M. Bridges Free Throw 2 of 2 (9 PTS),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
226,PT08M08.00S,2025-01-16T02:48:46.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629234,92.32917214191852,57.84313725490197,1610612762,40,37,2025-01-16T02:49:04Z,2230000,False,39.0,20.0,1,right,MISS D. Eubanks driving Layup,[1629234],1610612762.0,UTA,driving,,,Eubanks,D. Eubanks,,,,,In The Paint (Non-RA),0-8 Center,4.38,Missed,,,,,,,,,,,,,,,,,,
227,PT08M04.00S,2025-01-16T02:48:50.3Z,2,REGULAR,rebound,offensive,[],1630695,,,1610612762,40,37,2025-01-16T02:48:50Z,2240000,False,,,0,,M. Potter REBOUND (Off:1 Def:1),[1630695],1610612762.0,UTA,,,,Potter,M. Potter,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,226.0,2.0,1.0,1.0,,,,,,
228,PT08M04.00S,2025-01-16T02:48:50.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630695,94.40999984741211,50.0,1610612762,42,37,2025-01-16T02:48:50Z,2250000,False,0.0,0.0,1,right,M. Potter tip Layup (2 PTS),[1630695],1610612762.0,UTA,tip,,,Potter,M. Potter,,,,,Mid-Range,8-16 Left,0.0,Made,2.0,,,,,,,,,,,,,,,,,
229,PT07M55.00S,2025-01-16T02:48:59.5Z,2,REGULAR,turnover,lost ball,[],1641733,,,1610612766,42,37,2025-01-16T02:49:03Z,2260000,False,,,0,,N. Smith Jr. lost ball TURNOVER (1 TO),"[1641733, 1629234]",1610612766.0,CHA,,,,Smith Jr.,N. Smith Jr.,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,1.0,,,,,,,Eubanks,1629234.0,,,,
230,PT07M55.00S,2025-01-16T02:48:59.5Z,2,REGULAR,steal,,[],1629234,,,1610612762,42,37,2025-01-16T02:49:01Z,2270000,False,,,0,,D. Eubanks STEAL (1 STL),[1629234],1610612762.0,UTA,,,,Eubanks,D. Eubanks,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
231,PT07M50.00S,2025-01-16T02:49:04.1Z,2,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1641989,67.49342969776609,44.36274509803921,1610612762,42,37,2025-01-16T02:49:53Z,2280000,False,-28.0,253.0,1,right,MISS E. Harkless 25' running 3PT,[1641989],1610612762.0,UTA,running,,,Harkless,E. Harkless,,,,,Above the Break 3,24+ Center,25.47,Missed,,,,,,,,,,,,,,,,,,
232,PT07M48.00S,2025-01-16T02:49:06.1Z,2,REGULAR,rebound,defensive,[],1628970,,,1610612766,42,37,2025-01-16T02:49:09Z,2290000,False,,,0,,M. Bridges REBOUND (Off:0 Def:1),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Center,,,,,,,,,,,231.0,1.0,1.0,0.0,,,,,,
233,PT07M39.00S,2025-01-16T02:49:15.1Z,2,REGULAR,3pt,Jump Shot,[],1630182,6.1268068331143235,96.07843137254902,1610612766,42,37,2025-01-16T02:49:20Z,2300000,False,-230.0,5.0,1,left,MISS J. Green 3PT,[1630182],1610612766.0,CHA,,,,Green,J. Green,,,,,Left Corner 3,24+ Left,23.05,Missed,,,,,,,,,,,,,,,,,,
234,PT07M36.00S,2025-01-16T02:49:18.1Z,2,REGULAR,rebound,defensive,[],1629234,,,1610612762,42,37,2025-01-16T02:49:20Z,2310000,False,,,0,,D. Eubanks REBOUND (Off:1 Def:3),[1629234],1610612762.0,UTA,,,,Eubanks,D. Eubanks,,,,,Left Corner 3,24+ Left,,,,,,,,,,,233.0,4.0,3.0,1.0,,,,,,
235,PT07M22.00S,2025-01-16T02:49:32.7Z,2,REGULAR,3pt,Jump Shot,[],201988,71.04139290407359,22.794117647058822,1610612762,45,37,2025-01-16T02:49:37Z,2320000,False,-136.0,220.0,1,right,P. Mills 25' 3PT  (3 PTS) (E. Harkless 2 AST),"[201988, 1641989]",1610612762.0,UTA,,,,Mills,P. Mills,,,,,Above the Break 3,24+ Left Center,25.84,Made,3.0,E. Harkless,1641989.0,2.0,,,,,,,,,,,,,,
237,PT07M10.00S,2025-01-16T02:49:44.1Z,2,REGULAR,3pt,Jump Shot,[],1628970,9.280551905387648,95.83333333333334,1610612766,45,40,2025-01-16T02:49:48Z,2340000,False,-229.0,35.0,1,left,M. Bridges 3PT  (12 PTS) (L. Ball 3 AST),"[1628970, 1630163]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Left Corner 3,24+ Left,23.18,Made,12.0,L. Ball,1630163.0,3.0,,,,,,,,,,,,,,
239,PT06M45.00S,2025-01-16T02:50:09.5Z,2,REGULAR,2pt,Jump Shot,[],201988,75.90341655716163,59.31372549019608,1610612762,47,40,2025-01-16T02:50:14Z,2360000,False,47.0,174.0,1,right,P. Mills 18' pullup Jump Shot (5 PTS) (D. Eubanks 1 AST),"[201988, 1629234]",1610612762.0,UTA,pullup,,,Mills,P. Mills,,,,,Mid-Range,16-24 Center,18.01,Made,5.0,D. Eubanks,1629234.0,1.0,,,,,,,,,,,,,,
241,PT06M33.00S,2025-01-16T02:50:20.7Z,2,REGULAR,3pt,Jump Shot,[],1628970,27.54599211563732,77.45098039215686,1610612766,47,40,2025-01-16T02:50:25Z,2380000,False,-137.0,206.0,1,left,MISS M. Bridges 24' 3PT,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Left Center,24.79,Missed,,,,,,,,,,,,,,,,,,
242,PT06M30.00S,2025-01-16T02:50:23.7Z,2,REGULAR,rebound,defensive,[],1629234,,,1610612762,47,40,2025-01-16T02:50:25Z,2390000,False,,,0,,D. Eubanks REBOUND (Off:1 Def:4),[1629234],1610612762.0,UTA,,,,Eubanks,D. Eubanks,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,241.0,5.0,4.0,1.0,,,,,,
243,PT06M17.00S,2025-01-16T02:50:37.7Z,2,REGULAR,3pt,Jump Shot,[],1641989,70.51576872536137,72.05882352941177,1610612762,47,40,2025-01-16T02:50:42Z,2400000,False,110.0,225.0,1,right,MISS E. Harkless 25' pullup 3PT,[1641989],1610612762.0,UTA,pullup,,,Harkless,E. Harkless,,,,,Above the Break 3,24+ Right Center,25.03,Missed,,,,,,,,,,,,,,,,,,
244,PT06M13.00S,2025-01-16T02:50:41.7Z,2,REGULAR,rebound,defensive,[],1628970,,,1610612766,47,40,2025-01-16T02:50:42Z,2410000,False,,,0,,M. Bridges REBOUND (Off:0 Def:2),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,243.0,2.0,2.0,0.0,,,,,,
245,PT06M04.00S,2025-01-16T02:50:49.9Z,2,REGULAR,3pt,Jump Shot,[],1630163,26.49474375821288,16.176470588235293,1610612766,47,43,2025-01-16T02:50:55Z,2420000,False,169.0,197.0,1,left,L. Ball 25' 3PT step back (11 PTS),[1630163],1610612766.0,CHA,step back,,,Ball,L. Ball,,,,,Above the Break 3,24+ Right Center,25.93,Made,11.0,,,,,,,,,,,,,,,,,
246,PT05M46.00S,2025-01-16T02:51:08.0Z,2,REGULAR,3pt,Jump Shot,[],201988,65.39093298291722,47.05882352941176,1610612762,47,43,2025-01-16T02:51:12Z,2430000,False,-15.0,273.0,1,right,MISS P. Mills 27' pullup 3PT,[201988],1610612762.0,UTA,pullup,,,Mills,P. Mills,,,,,Above the Break 3,24+ Center,27.32,Missed,,,,,,,,,,,,,,,,,,
247,PT05M43.00S,2025-01-16T02:51:11.0Z,2,REGULAR,rebound,defensive,[],1641733,,,1610612766,47,43,2025-01-16T02:51:12Z,2440000,False,,,0,,N. Smith Jr. REBOUND (Off:0 Def:1),[1641733],1610612766.0,CHA,,,,Smith Jr.,N. Smith Jr.,,,,,Above the Break 3,24+ Center,,,,,,,,,,,246.0,1.0,1.0,0.0,,,,,,
248,PT05M34.00S,2025-01-16T02:51:19.9Z,2,REGULAR,3pt,Jump Shot,[],1630163,24.26084099868594,93.38235294117648,1610612766,47,43,2025-01-16T02:51:41Z,2450000,False,-217.0,176.0,1,left,MISS L. Ball 27' step back 3PT,[1630163],1610612766.0,CHA,step back,,,Ball,L. Ball,,,,,Above the Break 3,24+ Left Center,27.91,Missed,,,,,,,,,,,,,,,,,,
249,PT05M32.00S,2025-01-16T02:51:21.9Z,2,REGULAR,rebound,defensive,[],1642262,,,1610612762,47,43,2025-01-16T02:51:25Z,2460000,False,,,0,,C. Williams REBOUND (Off:0 Def:1),[1642262],1610612762.0,UTA,,,,Williams,C. Williams,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,248.0,1.0,1.0,0.0,,,,,,
250,PT05M19.00S,2025-01-16T02:51:38.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642262,90.22667542706965,64.4607843137255,1610612762,49,43,2025-01-16T02:51:42Z,2470000,False,72.0,39.0,1,right,C. Williams 8' driving floating bank Jump Shot (2 PTS) (P. Mills 1 AST),"[1642262, 201988]",1610612762.0,UTA,driving floating bank,,,Williams,C. Williams,,,,,In The Paint (Non-RA),8-16 Right,8.23,Made,2.0,P. Mills,201988.0,1.0,,,,,,,,,,,,,,
252,PT05M19.00S,2025-01-16T02:51:41.5Z,2,REGULAR,foul,personal,['1freethrow'],1630182,,,1610612762,49,43,2025-01-16T02:52:13Z,2490000,False,,,0,,J. Green shooting personal FOUL (1 PF) (Williams 1 FT),"[1630182, 1642262]",1610612766.0,CHA,shooting,,,Green,J. Green,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,203591.0,,,,,,,,,,1.0,0.0,Williams,1642262.0
254,PT05M19.00S,2025-01-16T02:51:47.7Z,2,REGULAR,substitution,out,[],1641989,,,1610612762,49,43,2025-01-16T02:52:13Z,2510000,False,,,0,,SUB out: E. Harkless,[1641989],1610612762.0,UTA,,,,Harkless,E. Harkless,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT05M19.00S,2025-01-16T02:51:47.7Z,2,REGULAR,substitution,out,[],1629234,,,1610612762,49,43,2025-01-16T02:52:13Z,2520000,False,,,0,,SUB out: D. Eubanks,[1629234],1610612762.0,UTA,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT05M19.00S,2025-01-16T02:51:47.7Z,2,REGULAR,substitution,out,[],1630695,,,1610612762,49,43,2025-01-16T02:52:13Z,2530000,False,,,0,,SUB out: M. Potter,[1630695],1610612762.0,UTA,,,,Potter,M. Potter,,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT05M19.00S,2025-01-16T02:51:47.7Z,2,REGULAR,substitution,out,[],1631109,,,1610612762,49,43,2025-01-16T02:52:13Z,2540000,False,,,0,,SUB out: M. Williams,[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
