actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
250,PT04M59.00S,2025-03-20T01:50:30.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642268,87.33574244415243,34.31372549019608,1610612762,46,48,2025-03-20T01:51:53Z,2480000,False,-78.0,67.0,1,right,MISS I. Collier 10' driving floating Shot - blocked,"[1642268, 1642267]",1610612762.0,UTA,driving floating,,,Collier,I. Collier,,,,,In The Paint (Non-RA),8-16 Left,10.28,Missed,,,,,,,,,,,,,Carrington,1642267.0,,,,
251,PT04M59.00S,2025-03-20T01:50:30.5Z,2,REGULAR,block,,[],1642267,,,1610612762,46,48,2025-03-20T01:50:32Z,2490000,False,,,0,,B. Carrington BLOCK (1 BLK),[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
252,PT04M56.00S,2025-03-20T01:50:33.5Z,2,REGULAR,rebound,offensive,[],1642268,,,1610612762,46,48,2025-03-20T01:50:33Z,2500000,False,,,0,,I. Collier REBOUND (Off:1 Def:0),[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,In The Paint (Non-RA),8-16 Left,,,250.0,1.0,0.0,1.0,,,,,,,,,,,,,,
253,PT04M55.00S,2025-03-20T01:50:34.0Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630548,82.07950065703022,94.6078431372549,1610612762,46,48,2025-03-20T01:50:38Z,2510000,False,223.0,116.0,1,right,MISS J. Juzang 25' 3PT,[1630548],1610612762.0,UTA,,,,Juzang,J. Juzang,,,,,Above the Break 3,24+ Right Center,25.14,Missed,,,,,,,,,,,,,,,,,,
254,PT04M53.00S,2025-03-20T01:50:36.3Z,2,REGULAR,rebound,defensive,[],1641774,,,1610612764,46,48,2025-03-20T01:50:36Z,2520000,False,,,0,,T. Vukcevic REBOUND (Off:1 Def:2),[1641774],1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,Above the Break 3,24+ Right Center,,,253.0,3.0,2.0,1.0,,,,,,,,,,,,,,
255,PT04M49.00S,2025-03-20T01:50:39.7Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629673,34.773324572930356,10.53921568627451,1610612764,46,48,2025-03-20T01:52:17Z,2530000,False,197.0,274.0,1,left,MISS J. Poole 33' running pullup 3PT,[1629673],1610612764.0,WAS,running pullup,,,Poole,J. Poole,,,,,Above the Break 3,24+ Right Center,33.8,Missed,,,,,,,,,,,,,,,,,,
256,PT04M46.00S,2025-03-20T01:50:42.7Z,2,REGULAR,rebound,defensive,[],1630548,,,1610612762,46,48,2025-03-20T01:50:45Z,2540000,False,,,0,,J. Juzang REBOUND (Off:0 Def:4),[1630548],1610612762.0,UTA,,,,Juzang,J. Juzang,,,,,Above the Break 3,24+ Right Center,,,255.0,4.0,4.0,0.0,,,,,,,,,,,,,,
257,PT04M32.00S,2025-03-20T01:50:57.0Z,2,REGULAR,3pt,Jump Shot,[],1641718,72.22404730617609,19.11764705882353,1610612762,46,48,2025-03-20T01:51:01Z,2550000,False,-154.0,209.0,1,right,MISS K. George 25' pullup 3PT,[1641718],1610612762.0,UTA,pullup,,,George,K. George,,,,,Above the Break 3,24+ Left Center,25.95,Missed,,,,,,,,,,,,,,,,,,
258,PT04M30.00S,2025-03-20T01:50:59.0Z,2,REGULAR,rebound,defensive,[],1642267,,,1610612764,46,48,2025-03-20T01:51:01Z,2560000,False,,,0,,B. Carrington REBOUND (Off:0 Def:3),[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,Above the Break 3,24+ Left Center,,,257.0,3.0,3.0,0.0,,,,,,,,,,,,,,
259,PT04M26.00S,2025-03-20T01:51:02.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1641774,8.360709592641262,45.83333333333333,1610612764,46,50,2025-03-20T01:53:11Z,2570000,False,21.0,26.0,1,left,T. Vukcevic running Layup (8 PTS) (B. Carrington 1 AST),"[1641774, 1642267]",1610612764.0,WAS,running,,,Vukcevic,T. Vukcevic,,,,,Restricted Area,0-8 Center,3.34,Made,,,,,8.0,,,B. Carrington,1642267.0,1.0,,,,,,,,
261,PT04M18.00S,2025-03-20T01:51:10.6Z,2,REGULAR,3pt,Jump Shot,[],1642262,94.56307490144546,95.09803921568627,1610612762,46,50,2025-03-20T01:51:15Z,2590000,False,225.0,-1.0,1,right,MISS C. Williams 3PT,[1642262],1610612762.0,UTA,,,,Williams,C. Williams,,,,,Right Corner 3,24+ Right,22.55,Missed,,,,,,,,,,,,,,,,,,
262,PT04M15.00S,2025-03-20T01:51:13.6Z,2,REGULAR,rebound,offensive,[],1630548,,,1610612762,46,50,2025-03-20T01:51:15Z,2600000,False,,,0,,J. Juzang REBOUND (Off:1 Def:4),[1630548],1610612762.0,UTA,,,,Juzang,J. Juzang,,,,,Right Corner 3,24+ Right,,,261.0,5.0,4.0,1.0,,,,,,,,,,,,,,
263,PT04M14.00S,2025-03-20T01:51:15.0Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630548,88.25558475689881,3.6764705882352944,1610612762,46,50,2025-03-20T01:53:34Z,2610000,False,-232.0,58.0,1,right,MISS J. Juzang pullup 3PT,[1630548],1610612762.0,UTA,pullup,,,Juzang,J. Juzang,,,,,Left Corner 3,24+ Left,23.87,Missed,,,,,,,,,,,,,,,,,,
264,PT04M09.00S,2025-03-20T01:51:20.0Z,2,REGULAR,rebound,defensive,[],1641774,,,1610612764,46,50,2025-03-20T01:56:40Z,2620000,False,,,0,,T. Vukcevic REBOUND (Off:1 Def:3),[1641774],1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,Left Corner 3,24+ Left,,,263.0,4.0,3.0,1.0,,,,,,,,,,,,,,
265,PT03M58.00S,2025-03-20T01:51:30.7Z,2,REGULAR,3pt,Jump Shot,[],1641774,32.14520367936925,50.245098039215684,1610612764,46,50,2025-03-20T01:51:35Z,2630000,False,-1.0,250.0,1,left,MISS T. Vukcevic 24' 3PT,[1641774],1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,Above the Break 3,24+ Center,24.97,Missed,,,,,,,,,,,,,,,,,,
266,PT03M55.00S,2025-03-20T01:51:33.7Z,2,REGULAR,rebound,defensive,[],1641718,,,1610612762,46,50,2025-03-20T01:51:35Z,2640000,False,,,0,,K. George REBOUND (Off:0 Def:2),[1641718],1610612762.0,UTA,,,,George,K. George,,,,,Above the Break 3,24+ Center,,,265.0,2.0,2.0,0.0,,,,,,,,,,,,,,
267,PT03M47.00S,2025-03-20T01:51:41.1Z,2,REGULAR,3pt,Jump Shot,[],1642271,94.82588699080158,94.36274509803921,1610612762,49,50,2025-03-20T01:51:46Z,2650000,False,222.0,-4.0,1,right,K. Filipowski 3PT  (6 PTS) (K. George 4 AST),"[1642271, 1641718]",1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,Right Corner 3,24+ Right,22.18,Made,,,,,6.0,,,K. George,1641718.0,4.0,,,,,,,,
269,PT03M29.00S,2025-03-20T01:51:59.2Z,2,REGULAR,3pt,Jump Shot,[],1642259,28.33442838370565,22.54901960784314,1610612764,49,53,2025-03-20T01:52:03Z,2670000,False,137.0,214.0,1,left,A. Sarr 25' 3PT  (15 PTS) (J. Poole 5 AST),"[1642259, 1629673]",1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Above the Break 3,24+ Right Center,25.41,Made,,,,,15.0,,,J. Poole,1629673.0,5.0,,,,,,,,
271,PT03M08.00S,2025-03-20T01:52:24.7Z,2,REGULAR,foul,personal,['2freethrow'],1641774,,,1610612762,49,53,2025-03-20T01:52:29Z,2690000,False,,,0,,T. Vukcevic shooting personal FOUL (1 PF) (Filipowski 2 FT),"[1641774, 1642271]",1610612764.0,WAS,shooting,,,Vukcevic,T. Vukcevic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,202901.0,,,,,,,,,1.0,0.0,Filipowski,1642271.0
273,PT03M08.00S,2025-03-20T01:52:49.8Z,2,REGULAR,freethrow,1 of 2,[],1642271,,,1610612762,49,53,2025-03-20T01:52:49Z,2710000,False,,,0,,MISS K. Filipowski Free Throw 1 of 2,[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
274,PT03M08.00S,2025-03-20T01:52:49.8Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612762,49,53,2025-03-20T01:52:49Z,2720000,False,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,273.0,,,,,,,,,,,,,,,,,
275,PT03M08.00S,2025-03-20T01:52:59.9Z,2,REGULAR,substitution,out,[],1630548,,,1610612762,49,53,2025-03-20T01:53:02Z,2730000,False,,,0,,SUB out: J. Juzang,[1630548],1610612762.0,UTA,,,,Juzang,J. Juzang,,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT03M08.00S,2025-03-20T01:52:59.9Z,2,REGULAR,substitution,in,[],1641729,,,1610612762,49,53,2025-03-20T01:53:02Z,2740000,False,,,0,,SUB in: B. Sensabaugh,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT03M08.00S,2025-03-20T01:53:16.4Z,2,REGULAR,freethrow,2 of 2,[],1642271,,,1610612762,50,53,2025-03-20T01:53:16Z,2750000,False,,,0,,K. Filipowski Free Throw 2 of 2 (7 PTS),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,,,Made,,,,,7.0,,,,,,,,,,,,,
278,PT02M56.00S,2025-03-20T01:53:30.5Z,2,REGULAR,3pt,Jump Shot,[],1642267,21.50131406044678,8.823529411764707,1610612764,50,53,2025-03-20T01:53:34Z,2760000,False,206.0,150.0,1,left,MISS B. Carrington 25' 3PT,[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,Above the Break 3,24+ Right Center,25.45,Missed,,,,,,,,,,,,,,,,,,
279,PT02M54.00S,2025-03-20T01:53:32.5Z,2,REGULAR,rebound,defensive,[],1642268,,,1610612762,50,53,2025-03-20T01:53:34Z,2770000,False,,,0,,I. Collier REBOUND (Off:1 Def:1),[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,Above the Break 3,24+ Right Center,,,278.0,2.0,1.0,1.0,,,,,,,,,,,,,,
280,PT02M47.00S,2025-03-20T01:53:38.8Z,2,REGULAR,turnover,bad pass,[],1641718,,,1610612762,50,53,2025-03-20T01:53:44Z,2780000,False,,,0,,K. George bad pass TURNOVER (2 TO),"[1641718, 1642259]",1610612762.0,UTA,,,,George,K. George,,,,,Mid-Range,8-16 Left,,,,,,,,,2.0,,,,Sarr,1642259.0,,,,,,
281,PT02M47.00S,2025-03-20T01:53:38.8Z,2,REGULAR,steal,,[],1642259,,,1610612764,50,53,2025-03-20T01:56:46Z,2790000,False,,,0,,A. Sarr STEAL (2 STL),[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
282,PT02M39.00S,2025-03-20T01:53:47.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1642267,12.040078843626807,38.48039215686275,1610612764,50,55,2025-03-20T01:53:51Z,2800000,False,58.0,61.0,1,left,B. Carrington 8' driving Layup (4 PTS),[1642267],1610612764.0,WAS,driving,,,Carrington,B. Carrington,,,,,In The Paint (Non-RA),8-16 Right,8.37,Made,,,,,4.0,,,,,,,,,,,,,
283,PT02M34.00S,2025-03-20T01:53:53.1Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1642271,89.83245729303549,48.28431372549019,1610612762,52,55,2025-03-20T01:57:16Z,2810000,False,-9.0,43.0,1,right,K. Filipowski cutting DUNK (9 PTS) (I. Collier 1 AST),"[1642271, 1642268]",1610612762.0,UTA,cutting,,,Filipowski,K. Filipowski,,,,,Restricted Area,0-8 Center,4.39,Made,,,,,9.0,,,I. Collier,1642268.0,1.0,,,,,,,,
285,PT02M13.00S,2025-03-20T01:54:12.4Z,2,REGULAR,3pt,Jump Shot,[],1642259,31.750985545335087,60.78431372549019,1610612764,52,55,2025-03-20T01:57:59Z,2830000,False,-54.0,246.0,1,left,MISS A. Sarr 25' 3PT,[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Above the Break 3,24+ Center,25.18,Missed,,,,,,,,,,,,,,,,,,
286,PT02M10.00S,2025-03-20T01:54:15.4Z,2,REGULAR,rebound,defensive,[],1642262,,,1610612762,52,55,2025-03-20T01:54:17Z,2840000,False,,,0,,C. Williams REBOUND (Off:0 Def:1),[1642262],1610612762.0,UTA,,,,Williams,C. Williams,,,,,Above the Break 3,24+ Center,,,285.0,1.0,1.0,0.0,,,,,,,,,,,,,,
287,PT02M08.00S,2025-03-20T01:54:18.5Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1642271,92.19776609724047,46.568627450980394,1610612762,54,55,2025-03-20T01:54:24Z,2850000,False,-17.0,21.0,1,right,K. Filipowski running DUNK (11 PTS) (C. Williams 1 AST),"[1642271, 1642262]",1610612762.0,UTA,running,,,Filipowski,K. Filipowski,,,,,Restricted Area,0-8 Center,2.7,Made,,,,,11.0,,,C. Williams,1642262.0,1.0,,,,,,,,
289,PT02M00.00S,2025-03-20T01:54:28.7Z,2,REGULAR,foul,personal,['2freethrow'],1642271,,,1610612764,54,55,2025-03-20T01:54:45Z,2870000,False,,,0,,K. Filipowski shooting personal FOUL (1 PF) (Sarr 2 FT),"[1642271, 1642259]",1610612762.0,UTA,shooting,,,Filipowski,K. Filipowski,,,,,Restricted Area,0-8 Center,,,,,,,,202901.0,,,,,,,,,1.0,0.0,Sarr,1642259.0
291,PT02M00.00S,2025-03-20T01:54:49.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,54,55,2025-03-20T01:54:49Z,2890000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,PT02M00.00S,2025-03-20T01:57:47.6Z,2,REGULAR,freethrow,1 of 2,[],1642259,,,1610612764,54,56,2025-03-20T01:57:47Z,2900000,False,,,0,,A. Sarr Free Throw 1 of 2 (16 PTS),[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,,,,Made,,,,,16.0,,,,,,,,,,,,,
293,PT02M00.00S,2025-03-20T01:58:02.4Z,2,REGULAR,freethrow,2 of 2,[],1642259,,,1610612764,54,57,2025-03-20T01:58:02Z,2910000,False,,,0,,A. Sarr Free Throw 2 of 2 (17 PTS),[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,,,,Made,,,,,17.0,,,,,,,,,,,,,
294,PT01M45.00S,2025-03-20T01:58:19.0Z,2,REGULAR,3pt,Jump Shot,[],1642262,68.01905387647832,66.91176470588235,1610612762,54,57,2025-03-20T01:58:23Z,2920000,False,85.0,248.0,1,right,MISS C. Williams 26' 3PT,[1642262],1610612762.0,UTA,,,,Williams,C. Williams,,,,,Above the Break 3,24+ Right Center,26.21,Missed,,,,,,,,,,,,,,,,,,
295,PT01M42.00S,2025-03-20T01:58:22.0Z,2,REGULAR,rebound,defensive,[],1641774,,,1610612764,54,57,2025-03-20T01:58:23Z,2930000,False,,,0,,T. Vukcevic REBOUND (Off:1 Def:4),[1641774],1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,Above the Break 3,24+ Right Center,,,294.0,5.0,4.0,1.0,,,,,,,,,,,,,,
296,PT01M31.00S,2025-03-20T01:58:31.8Z,2,REGULAR,turnover,lost ball,[],1642259,,,1610612764,54,57,2025-03-20T01:58:36Z,2940000,False,,,0,,A. Sarr lost ball TURNOVER (2 TO),"[1642259, 1642268]",1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Above the Break 3,24+ Right Center,,,,,,,,,2.0,,,,Collier,1642268.0,,,,,,
297,PT01M31.00S,2025-03-20T01:58:31.8Z,2,REGULAR,steal,,[],1642268,,,1610612762,54,57,2025-03-20T01:58:33Z,2950000,False,,,0,,I. Collier STEAL (3 STL),[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
298,PT01M28.00S,2025-03-20T01:58:35.2Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1642268,91.01511169513797,49.01960784313725,1610612762,56,57,2025-03-20T01:58:41Z,2960000,False,-5.0,32.0,1,right,I. Collier running DUNK (6 PTS) (B. Sensabaugh 1 AST),"[1642268, 1641729]",1610612762.0,UTA,running,,,Collier,I. Collier,,,,,Restricted Area,0-8 Center,3.24,Made,,,,,6.0,,,B. Sensabaugh,1641729.0,1.0,,,,,,,,
300,PT01M17.00S,2025-03-20T01:58:46.1Z,2,REGULAR,3pt,Jump Shot,[],1629673,31.882391590013142,33.57843137254902,1610612764,56,57,2025-03-20T01:58:50Z,2980000,False,82.0,247.0,1,left,MISS J. Poole 26' pullup 3PT,[1629673],1610612764.0,WAS,pullup,,,Poole,J. Poole,,,,,Above the Break 3,24+ Center,26.05,Missed,,,,,,,,,,,,,,,,,,
301,PT01M14.00S,2025-03-20T01:58:48.4Z,2,REGULAR,rebound,offensive,[],1642259,,,1610612764,56,57,2025-03-20T01:58:48Z,2990000,False,,,0,,A. Sarr REBOUND (Off:2 Def:3),[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Above the Break 3,24+ Center,,,300.0,5.0,3.0,2.0,,,,,,,,,,,,,,
302,PT01M13.00S,2025-03-20T01:58:49.5Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1641774,29.25427069645204,22.54901960784314,1610612764,56,60,2025-03-20T01:58:54Z,3000000,False,137.0,222.0,1,left,T. Vukcevic 26' 3PT  (11 PTS) (A. Sarr 1 AST),"[1641774, 1642259]",1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,Above the Break 3,24+ Right Center,26.15,Made,,,,,11.0,,,A. Sarr,1642259.0,1.0,,,,,,,,
304,PT01M02.00S,2025-03-20T01:59:02.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641718,92.32917214191852,57.35294117647059,1610612762,58,60,2025-03-20T01:59:07Z,3020000,False,37.0,20.0,1,right,K. George driving floating bank Jump Shot (5 PTS) (I. Collier 2 AST),"[1641718, 1642268]",1610612762.0,UTA,driving floating bank,,,George,K. George,,,,,Restricted Area,0-8 Center,4.17,Made,,,,,5.0,,,I. Collier,1642268.0,2.0,,,,,,,,
305,PT01M02.00S,2025-03-20T01:59:05.1Z,2,REGULAR,foul,personal,['1freethrow'],1642358,,,1610612762,58,60,2025-03-20T01:59:11Z,3030000,False,,,0,,A. Johnson shooting personal FOUL (2 PF) (George 1 FT),"[1642358, 1641718]",1610612764.0,WAS,shooting,,,Johnson,A. Johnson,,,,,Restricted Area,0-8 Center,,,,,,,,202007.0,,,,,,,,,2.0,0.0,George,1641718.0
307,PT01M02.00S,2025-03-20T01:59:26.9Z,2,REGULAR,freethrow,1 of 1,[],1641718,,,1610612762,59,60,2025-03-20T01:59:26Z,3050000,False,,,0,,K. George Free Throw 1 of 1 (6 PTS),[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
308,PT00M49.20S,2025-03-20T01:59:45.7Z,2,REGULAR,3pt,Jump Shot,[],1642259,30.436925098554536,75.0,1610612764,59,63,2025-03-20T01:59:50Z,3060000,False,-125.0,234.0,1,left,A. Sarr 26' 3PT  (20 PTS) (B. Carrington 2 AST),"[1642259, 1642267]",1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Above the Break 3,24+ Left Center,26.49,Made,,,,,20.0,,,B. Carrington,1642267.0,2.0,,,,,,,,
310,PT00M30.00S,2025-03-20T02:00:06.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641718,91.93495400788436,41.42156862745098,1610612762,61,63,2025-03-20T02:00:12Z,3080000,False,-43.0,23.0,1,right,K. George driving Layup (8 PTS) (K. Filipowski 1 AST),"[1641718, 1642271]",1610612762.0,UTA,driving,,,George,K. George,,,,,In The Paint (Non-RA),0-8 Center,4.88,Made,,,,,8.0,,,K. Filipowski,1642271.0,1.0,,,,,,,,
312,PT00M06.30S,2025-03-20T02:01:25.6Z,2,REGULAR,3pt,Jump Shot,[],1629673,38.18988173455979,18.872549019607842,1610612764,61,63,2025-03-20T02:02:26Z,3100000,False,156.0,306.0,1,left,MISS J. Poole 34' 3PT,[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Right Center,34.37,Missed,,,,,,,,,,,,,,,,,,
313,PT00M06.00S,2025-03-20T02:01:25.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612764,61,63,2025-03-20T02:02:26Z,3110000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,Above the Break 3,24+ Right Center,,,312.0,,,,,,,,,,,,,,,,,
314,PT00M06.00S,2025-03-20T02:01:39.8Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612764,61,63,2025-03-20T02:01:47Z,3120000,False,,,0,,WAS shot clock Team TURNOVER,[],1610612764.0,WAS,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,202901.0,,,,,,,,,,,,
315,PT00M00.30S,2025-03-20T02:01:50.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1641729,94.95729303547962,95.34313725490196,1610612762,64,63,2025-03-20T02:01:56Z,3130000,False,227.0,-5.0,1,right,B. Sensabaugh 3PT  (3 PTS) (I. Collier 3 AST),"[1641729, 1642268]",1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Right Corner 3,24+ Right,22.68,Made,,,,,3.0,,,I. Collier,1642268.0,3.0,,,,,,,,
317,PT00M00.00S,2025-03-20T02:02:09.5Z,2,REGULAR,period,end,[],0,,,1610612764,64,63,2025-03-20T02:02:09Z,3150000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,PT12M00.00S,2025-03-20T02:16:43.9Z,3,REGULAR,substitution,out,['startperiod'],1641718,,,1610612764,64,63,2025-03-20T02:17:01Z,3160000,False,,,0,,SUB out: K. George,[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
322,PT12M00.00S,2025-03-20T02:16:43.9Z,3,REGULAR,substitution,out,['startperiod'],1641729,,,1610612764,64,63,2025-03-20T02:17:01Z,3170000,False,,,0,,SUB out: B. Sensabaugh,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,,,,,,,,,,,,,,,,,,,,,,
323,PT12M00.00S,2025-03-20T02:16:43.9Z,3,REGULAR,substitution,in,['startperiod'],1629012,,,1610612764,64,63,2025-03-20T02:17:01Z,3180000,False,,,0,,SUB in: C. Sexton,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,
324,PT12M00.00S,2025-03-20T02:16:43.9Z,3,REGULAR,substitution,in,['startperiod'],1631117,,,1610612764,64,63,2025-03-20T02:17:01Z,3190000,False,,,0,,SUB in: W. Kessler,[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,,,,,,,,,,,,,,,,,,,
325,PT12M00.00S,2025-03-20T02:17:07.4Z,3,REGULAR,period,start,[],0,,,1610612764,64,63,2025-03-20T02:17:07Z,3200000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,PT11M51.00S,2025-03-20T02:17:16.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1642259,91.27792378449409,56.127450980392155,1610612764,64,65,2025-03-20T02:17:24Z,3210000,False,31.0,29.0,1,right,A. Sarr driving Layup (22 PTS) (B. Carrington 3 AST),"[1642259, 1642267]",1610612764.0,WAS,driving,,,Sarr,A. Sarr,,,,,Restricted Area,0-8 Center,4.25,Made,,,,,22.0,,,B. Carrington,1642267.0,3.0,,,,,,,,
328,PT11M27.00S,2025-03-20T02:17:39.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1642262,9.674770039421814,39.705882352941174,1610612762,64,65,2025-03-20T02:17:44Z,3230000,False,51.0,38.0,1,left,MISS C. Williams 6' driving Layup,[1642262],1610612762.0,UTA,driving,,,Williams,C. Williams,,,,,In The Paint (Non-RA),0-8 Center,6.42,Missed,,,,,,,,,,,,,,,,,,
329,PT11M25.00S,2025-03-20T02:17:41.1Z,3,REGULAR,rebound,offensive,[],1631117,,,1610612762,64,65,2025-03-20T02:17:41Z,3240000,False,,,0,,W. Kessler REBOUND (Off:2 Def:0),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,In The Paint (Non-RA),0-8 Center,,,328.0,2.0,0.0,2.0,,,,,,,,,,,,,,
330,PT11M24.00S,2025-03-20T02:17:42.7Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1642271,27.677398160315374,79.90196078431373,1610612762,67,65,2025-03-20T02:17:47Z,3250000,False,-150.0,208.0,1,left,K. Filipowski 25' 3PT  (14 PTS) (W. Kessler 2 AST),"[1642271, 1631117]",1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,Above the Break 3,24+ Left Center,25.59,Made,,,,,14.0,,,W. Kessler,1631117.0,2.0,,,,,,,,
332,PT11M06.00S,2025-03-20T02:17:59.9Z,3,REGULAR,3pt,Jump Shot,[],1642259,70.25295663600527,24.509803921568626,1610612764,67,65,2025-03-20T02:18:05Z,3270000,False,-127.0,227.0,1,right,MISS A. Sarr 26' 3PT,[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Above the Break 3,24+ Left Center,26.04,Missed,,,,,,,,,,,,,,,,,,
333,PT11M05.00S,2025-03-20T02:18:00.9Z,3,REGULAR,rebound,defensive,[],1642271,,,1610612762,67,65,2025-03-20T02:18:05Z,3280000,False,,,0,,K. Filipowski REBOUND (Off:0 Def:1),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,Above the Break 3,24+ Left Center,,,332.0,1.0,1.0,0.0,,,,,,,,,,,,,,
334,PT10M54.00S,2025-03-20T02:18:13.0Z,3,REGULAR,3pt,Jump Shot,[],1642262,25.04927726675427,7.107843137254902,1610612762,67,65,2025-03-20T02:18:18Z,3290000,False,214.0,183.0,1,left,MISS C. Williams 28' 3PT,[1642262],1610612762.0,UTA,,,,Williams,C. Williams,,,,,Above the Break 3,24+ Right Center,28.2,Missed,,,,,,,,,,,,,,,,,,
335,PT10M51.00S,2025-03-20T02:18:16.0Z,3,REGULAR,rebound,offensive,[],1629012,,,1610612762,67,65,2025-03-20T02:18:18Z,3300000,False,,,0,,C. Sexton REBOUND (Off:1 Def:0),[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,Above the Break 3,24+ Right Center,,,334.0,1.0,0.0,1.0,,,,,,,,,,,,,,
