actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
547,PT02M56.00S,2022-01-16T04:08:32.9Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630538,35.43035479632063,40.19607843137255,1610612743,131,91,2022-01-16T04:08:37Z,5460000,49.0,281.0,1,left,B. Hyland 28' 3PT  (27 PTS) (J. Ennis III 3 AST),"[1630538, 203516]",1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,,,Made,27.0,28.47,,,,,J. Ennis III,203516.0,3.0,,,,,
549,PT02M36.00S,2022-01-16T04:08:52.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1626169,92.72339027595268,54.90196078431373,1610612747,131,93,2022-01-16T04:08:57Z,5480000,25.0,16.0,1,right,S. Johnson cutting finger roll Layup (2 PTS) (D. Jordan 2 AST),"[1626169, 201599]",1610612747.0,LAL,cutting finger roll,,,Johnson,S. Johnson,,,,,,,,,,Made,2.0,2.92,,,,,D. Jordan,201599.0,2.0,,,,,
551,PT02M23.00S,2022-01-16T04:09:05.1Z,4,REGULAR,3pt,Jump Shot,[],1630538,33.459264126149804,67.64705882352942,1610612743,131,93,2022-01-16T04:09:12Z,5500000,-88.0,262.0,1,left,MISS B. Hyland 27' pullup 3PT,[1630538],1610612743.0,DEN,pullup,,,Hyland,B. Hyland,,,,,,,,,,Missed,,27.64,,,,,,,,,,,,
552,PT02M19.00S,2022-01-16T04:09:09.1Z,4,REGULAR,rebound,offensive,[],1630538,,,1610612743,131,93,2022-01-16T04:09:12Z,5510000,,,0,,B. Hyland REBOUND (Off:1 Def:8),[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,,,,,,551.0,9.0,8.0,1.0,,,,,,,,
553,PT02M16.00S,2022-01-16T04:09:12.7Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630192,32.40801576872536,59.55882352941176,1610612743,131,93,2022-01-16T04:09:22Z,5520000,-48.0,252.0,1,left,MISS Z. Nnaji 25' 3PT,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,Missed,,25.66,,,,,,,,,,,,
554,PT02M15.00S,2022-01-16T04:09:13.7Z,4,REGULAR,rebound,offensive,[],203516,,,1610612743,131,93,2022-01-16T04:18:33Z,5530000,,,0,,J. Ennis III REBOUND (Off:1 Def:0),[203516],1610612743.0,DEN,,,,Ennis III,J. Ennis III,,,,,,,,,,,,,553.0,1.0,0.0,1.0,,,,,,,,
577,PT02M14.00S,2022-01-16T04:09:18.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203516,5.863994743758213,52.69607843137255,1610612743,131,93,2022-01-16T04:18:37Z,5535000,-13.0,3.0,1,left,MISS J. Ennis III tip Layup,[203516],1610612743.0,DEN,tip,,,Ennis III,J. Ennis III,,,,,,,,,,Missed,,1.37,,,,,,,,,,,,
578,PT02M13.00S,2022-01-16T04:09:19.4Z,4,REGULAR,rebound,defensive,[],1629659,,,1610612747,131,93,2022-01-16T04:18:37Z,5537500,,,0,,T. Horton-Tucker REBOUND (Off:0 Def:4),[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,577.0,4.0,4.0,0.0,,,,,,,,
555,PT02M04.00S,2022-01-16T04:09:24.1Z,4,REGULAR,turnover,bad pass,[],203145,,,1610612747,131,93,2022-01-16T04:09:28Z,5540000,,,0,,K. Bazemore bad pass TURNOVER (2 TO),"[203145, 1630192]",1610612747.0,LAL,,,,Bazemore,K. Bazemore,,,,,,,,,,,,,,,,,,,,2.0,Nnaji,1630192.0,,
556,PT02M04.00S,2022-01-16T04:09:24.1Z,4,REGULAR,steal,,[],1630192,,,1610612743,131,93,2022-01-16T04:09:25Z,5550000,,,0,,Z. Nnaji STEAL (1 STL),[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,,,,,,,,
557,PT02M00.00S,2022-01-16T04:09:28.1Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630538,33.722076215505915,69.6078431372549,1610612743,131,93,2022-01-16T04:09:34Z,5560000,-98.0,264.0,1,left,MISS B. Hyland 28' 3PT,[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,,,Missed,,28.21,,,,,,,,,,,,
558,PT01M57.00S,2022-01-16T04:09:31.1Z,4,REGULAR,rebound,defensive,[],201599,,,1610612747,131,93,2022-01-16T04:09:34Z,5570000,,,0,,D. Jordan REBOUND (Off:1 Def:2),[201599],1610612747.0,LAL,,,,Jordan,D. Jordan,,,,,,,,,,,,,557.0,3.0,2.0,1.0,,,,,,,,
559,PT01M47.00S,2022-01-16T04:09:41.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630559,84.44480946123521,44.85294117647059,1610612747,131,95,2022-01-16T04:09:46Z,5580000,-26.0,94.0,1,right,A. Reaves 9' driving floating Jump Shot (4 PTS),[1630559],1610612747.0,LAL,driving floating,,,Reaves,A. Reaves,,,,,,,,,,Made,4.0,9.72,,,,,,,,,,,,
560,PT01M31.00S,2022-01-16T04:10:01.7Z,4,REGULAR,3pt,Jump Shot,[],1630538,30.17411300919842,74.01960784313727,1610612743,131,95,2022-01-16T04:10:07Z,5590000,-120.0,231.0,1,left,MISS B. Hyland 26' pullup bank 3PT,[1630538],1610612743.0,DEN,pullup bank,,,Hyland,B. Hyland,,,,,,,,,,Missed,,26.04,,,,,,,,,,,,
561,PT01M28.00S,2022-01-16T04:10:04.7Z,4,REGULAR,rebound,defensive,[],203145,,,1610612747,131,95,2022-01-16T04:10:07Z,5600000,,,0,,K. Bazemore REBOUND (Off:0 Def:2),[203145],1610612747.0,LAL,,,,Bazemore,K. Bazemore,,,,,,,,,,,,,560.0,2.0,2.0,0.0,,,,,,,,
562,PT01M26.00S,2022-01-16T04:10:09.3Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630538,,,1610612747,131,95,2022-01-16T04:10:22Z,5610000,,,0,,B. Hyland personal FOUL (3 PF) (Reaves 2 FT),"[1630538, 1630559]",1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,202053.0,3.0,0.0,Reaves,1630559.0,,,,,,,,,,,,,,,
564,PT01M26.00S,2022-01-16T04:10:28.1Z,4,REGULAR,freethrow,1 of 2,['fastbreak'],1630559,,,1610612747,131,96,2022-01-16T04:10:28Z,5630000,,,0,,A. Reaves Free Throw 1 of 2 (5 PTS),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,Made,5.0,,,,,,,,,,,,,
565,PT01M26.00S,2022-01-16T04:10:40.9Z,4,REGULAR,freethrow,2 of 2,['fastbreak'],1630559,,,1610612747,131,96,2022-01-16T04:10:40Z,5640000,,,0,,MISS A. Reaves Free Throw 2 of 2,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,Missed,,,,,,,,,,,,,,
566,PT01M23.00S,2022-01-16T04:10:41.6Z,4,REGULAR,rebound,defensive,[],1630192,,,1610612743,131,96,2022-01-16T04:10:41Z,5650000,,,0,,Z. Nnaji REBOUND (Off:3 Def:8),[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,565.0,11.0,8.0,3.0,,,,,,,,
567,PT01M11.00S,2022-01-16T04:10:53.4Z,4,REGULAR,3pt,Jump Shot,[],203516,27.677398160315374,87.00980392156863,1610612743,131,96,2022-01-16T04:10:57Z,5660000,-185.0,208.0,1,left,MISS J. Ennis III 27' 3PT,[203516],1610612743.0,DEN,,,,Ennis III,J. Ennis III,,,,,,,,,,Missed,,27.81,,,,,,,,,,,,
568,PT01M08.00S,2022-01-16T04:10:56.4Z,4,REGULAR,rebound,defensive,[],1630559,,,1610612747,131,96,2022-01-16T04:10:57Z,5670000,,,0,,A. Reaves REBOUND (Off:0 Def:4),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,567.0,4.0,4.0,0.0,,,,,,,,
569,PT01M01.00S,2022-01-16T04:11:03.9Z,4,REGULAR,3pt,Jump Shot,[],203145,76.2976346911958,8.57843137254902,1610612747,131,96,2022-01-16T04:11:10Z,5680000,-207.0,170.0,1,right,MISS K. Bazemore 26' 3PT,[203145],1610612747.0,LAL,,,,Bazemore,K. Bazemore,,,,,,,,,,Missed,,26.81,,,,,,,,,,,,
570,PT00M57.30S,2022-01-16T04:11:07.6Z,4,REGULAR,rebound,defensive,[],203516,,,1610612743,131,96,2022-01-16T04:11:10Z,5690000,,,0,,J. Ennis III REBOUND (Off:1 Def:1),[203516],1610612743.0,DEN,,,,Ennis III,J. Ennis III,,,,,,,,,,,,,569.0,2.0,1.0,1.0,,,,,,,,
571,PT00M39.30S,2022-01-16T04:11:26.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203516,6.915243101182654,55.392156862745104,1610612743,133,96,2022-01-16T04:11:31Z,5700000,-27.0,13.0,1,left,J. Ennis III driving Layup (2 PTS) (F. Campazzo 5 AST),"[203516, 1630267]",1610612743.0,DEN,driving,,,Ennis III,J. Ennis III,,,,,,,,,,Made,2.0,2.98,,,,,F. Campazzo,1630267.0,5.0,,,,,
573,PT00M20.80S,2022-01-16T04:11:47.2Z,4,REGULAR,2pt,Jump Shot,[],1629659,94.56307490144546,22.54901960784314,1610612747,133,96,2022-01-16T04:11:53Z,5720000,-137.0,-1.0,1,right,MISS T. Horton-Tucker 13' fadeaway Shot,[1629659],1610612747.0,LAL,fadeaway,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,Missed,,13.73,,,,,,,,,,,,
574,PT00M18.50S,2022-01-16T04:11:49.6Z,4,REGULAR,rebound,defensive,[],1630538,,,1610612743,133,96,2022-01-16T04:11:49Z,5730000,,,0,,B. Hyland REBOUND (Off:1 Def:9),[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,,,,,,573.0,10.0,9.0,1.0,,,,,,,,
575,PT00M00.00S,2022-01-16T04:12:42.1Z,4,REGULAR,period,end,[],0,,,1610612743,133,96,2022-01-16T04:12:42Z,5740000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,PT00M00.00S,2022-01-16T04:12:44.6Z,4,REGULAR,game,end,[],0,,,0,133,96,2022-01-16T04:12:44Z,5750000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
