actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
183,PT08M20.00S,2022-01-16T02:45:51.8Z,2,REGULAR,substitution,out,[],201145,,,1610612743,44,36,2022-01-16T02:46:13Z,1820000,,,0,,SUB out: J. Green,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
184,PT08M20.00S,2022-01-16T02:45:51.8Z,2,REGULAR,substitution,out,[],201961,,,1610612743,44,36,2022-01-16T02:46:13Z,1830000,,,0,,SUB out: W. Ellington,[201961],1610612747.0,LAL,,,,Ellington,W. Ellington,,,,,,,,,,,,,,,,,,,,,,,,
185,PT08M20.00S,2022-01-16T02:45:51.8Z,2,REGULAR,substitution,out,[],2544,,,1610612743,44,36,2022-01-16T02:46:13Z,1840000,,,0,,SUB out: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,
186,PT08M20.00S,2022-01-16T02:45:51.8Z,2,REGULAR,substitution,out,[],1626169,,,1610612743,44,36,2022-01-16T02:46:13Z,1850000,,,0,,SUB out: S. Johnson,[1626169],1610612747.0,LAL,,,,Johnson,S. Johnson,,,,,,,,,,,,,,,,,,,,,,,,
187,PT08M20.00S,2022-01-16T02:45:51.8Z,2,REGULAR,substitution,in,[],203999,,,1610612743,44,36,2022-01-16T02:46:13Z,1860000,,,0,,SUB in: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,
188,PT08M20.00S,2022-01-16T02:45:51.8Z,2,REGULAR,substitution,in,[],2772,,,1610612743,44,36,2022-01-16T02:46:13Z,1870000,,,0,,SUB in: T. Ariza,[2772],1610612747.0,LAL,,,,Ariza,T. Ariza,,,,,,,,,,,,,,,,,,,,,,,,
189,PT08M20.00S,2022-01-16T02:45:51.8Z,2,REGULAR,substitution,in,[],1628370,,,1610612743,44,36,2022-01-16T02:46:13Z,1880000,,,0,,SUB in: M. Monk,[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,
190,PT08M20.00S,2022-01-16T02:45:51.8Z,2,REGULAR,substitution,in,[],2730,,,1610612743,44,36,2022-01-16T02:46:13Z,1890000,,,0,,SUB in: D. Howard,[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,,,,,,,,,,,,,,,,,
191,PT08M13.00S,2022-01-16T02:46:22.5Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630538,66.5735873850197,49.01960784313725,1610612743,47,36,2022-01-16T02:46:27Z,1900000,-5.0,262.0,1,right,B. Hyland 26' 3PT step back (14 PTS),[1630538],1610612743.0,DEN,step back,,,Hyland,B. Hyland,,,,,,,,,,Made,14.0,26.17,,,,,,,,,,,,
193,PT07M59.00S,2022-01-16T02:46:35.5Z,2,REGULAR,3pt,Jump Shot,[],2772,21.107095926412615,7.8431372549019605,1610612747,47,39,2022-01-16T02:46:39Z,1920000,211.0,146.0,1,left,T. Ariza 25' 3PT  (3 PTS) (M. Monk 2 AST),"[2772, 1628370]",1610612747.0,LAL,,,,Ariza,T. Ariza,,,,,,,,,,Made,3.0,25.64,,,,,M. Monk,1628370.0,2.0,,,,,
195,PT07M42.00S,2022-01-16T02:46:53.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630538,93.51182654402102,51.9607843137255,1610612743,49,39,2022-01-16T02:46:57Z,1940000,10.0,8.0,1,right,B. Hyland cutting Layup (16 PTS) (N. Jokic 4 AST),"[1630538, 203999]",1610612743.0,DEN,cutting,,,Hyland,B. Hyland,,,,,,,,,,Made,16.0,1.3,,,,,N. Jokic,203999.0,4.0,,,,,
197,PT07M27.00S,2022-01-16T02:47:10.4Z,2,REGULAR,foul,personal,[],1630538,,,1610612747,49,39,2022-01-16T02:47:40Z,1960000,,,0,,B. Hyland personal FOUL (1 PF),"[1630538, 1630559]",1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,101284.0,1.0,0.0,Reaves,1630559.0,,,,,,,,,,,,,,,
199,PT07M15.00S,2022-01-16T02:47:37.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630559,7.5722733245729295,45.34313725490196,1610612747,49,39,2022-01-16T02:47:44Z,1980000,23.0,19.0,1,left,MISS A. Reaves driving Layup,[1630559],1610612747.0,LAL,driving,,,Reaves,A. Reaves,,,,,,,,,,Missed,,2.99,,,,,,,,,,,,
200,PT07M13.00S,2022-01-16T02:47:39.1Z,2,REGULAR,rebound,defensive,[],203999,,,1610612743,49,39,2022-01-16T02:47:39Z,1990000,,,0,,N. Jokic REBOUND (Off:1 Def:3),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,199.0,4.0,3.0,1.0,,,,,,,,
201,PT07M06.00S,2022-01-16T02:47:46.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630538,81.68528252299606,63.48039215686274,1610612743,49,39,2022-01-16T02:47:54Z,2000000,67.0,120.0,1,right,MISS B. Hyland 13' fadeaway Shot,[1630538],1610612743.0,DEN,fadeaway,,,Hyland,B. Hyland,,,,,,,,,,Missed,,13.74,,,,,,,,,,,,
202,PT07M03.00S,2022-01-16T02:47:49.2Z,2,REGULAR,rebound,offensive,[],1630192,,,1610612743,49,39,2022-01-16T02:47:49Z,2010000,,,0,,Z. Nnaji REBOUND (Off:1 Def:2),[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,201.0,3.0,2.0,1.0,,,,,,,,
203,PT07M02.00S,2022-01-16T02:47:50.8Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630192,92.06636005256242,59.31372549019608,1610612743,51,39,2022-01-16T02:48:01Z,2020000,47.0,22.0,1,right,Z. Nnaji fadeaway bank Jump Shot (2 PTS),[1630192],1610612743.0,DEN,fadeaway bank,,,Nnaji,Z. Nnaji,,,,,,,,,,Made,2.0,5.16,,,,,,,,,,,,
204,PT07M01.00S,2022-01-16T02:48:05.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,51,39,2022-01-16T02:48:05Z,2030000,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT07M01.00S,2022-01-16T02:49:48.6Z,2,REGULAR,substitution,out,[],1630192,,,1610612747,51,39,2022-01-16T02:50:48Z,2040000,,,0,,SUB out: Z. Nnaji,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,,,,,,,,
206,PT07M01.00S,2022-01-16T02:49:48.6Z,2,REGULAR,substitution,out,[],1629659,,,1610612747,51,39,2022-01-16T02:50:48Z,2050000,,,0,,SUB out: T. Horton-Tucker,[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,
207,PT07M01.00S,2022-01-16T02:49:48.6Z,2,REGULAR,substitution,in,[],203932,,,1610612747,51,39,2022-01-16T02:50:48Z,2060000,,,0,,SUB in: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,
208,PT07M01.00S,2022-01-16T02:49:48.6Z,2,REGULAR,substitution,in,[],201566,,,1610612747,51,39,2022-01-16T02:50:48Z,2070000,,,0,,SUB in: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,
209,PT06M46.00S,2022-01-16T02:51:07.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],2730,7.703679369250986,50.73529411764706,1610612747,51,41,2022-01-16T02:51:14Z,2080000,-4.0,20.0,1,left,D. Howard alley-oop Layup (13 PTS) (M. Monk 3 AST),"[2730, 1628370]",1610612747.0,LAL,alley-oop,,,Howard,D. Howard,,,,,,,,,,Made,13.0,2.02,,,,,M. Monk,1628370.0,3.0,,,,,
211,PT06M23.00S,2022-01-16T02:51:30.3Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],203999,87.33574244415243,45.09803921568628,1610612743,53,41,2022-01-16T02:51:35Z,2100000,-25.0,67.0,1,right,N. Jokic 7' driving Hook (8 PTS),[203999],1610612743.0,DEN,driving,,,Jokic,N. Jokic,,,,,,,,,,Made,8.0,7.09,,,,,,,,,,,,
212,PT06M13.00S,2022-01-16T02:51:40.5Z,2,REGULAR,3pt,Jump Shot,[],2772,31.35676741130092,31.372549019607842,1610612747,53,41,2022-01-16T02:51:46Z,2110000,93.0,242.0,1,left,MISS T. Ariza 25' 3PT,[2772],1610612747.0,LAL,,,,Ariza,T. Ariza,,,,,,,,,,Missed,,25.96,,,,,,,,,,,,
213,PT06M10.00S,2022-01-16T02:51:43.5Z,2,REGULAR,rebound,defensive,[],203999,,,1610612743,53,41,2022-01-16T02:51:46Z,2120000,,,0,,N. Jokic REBOUND (Off:1 Def:4),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,212.0,5.0,4.0,1.0,,,,,,,,
214,PT06M02.00S,2022-01-16T02:51:52.0Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203999,93.24901445466492,53.67647058823529,1610612743,55,41,2022-01-16T02:51:56Z,2130000,18.0,11.0,1,right,N. Jokic cutting DUNK (10 PTS) (A. Gordon 3 AST),"[203999, 203932]",1610612743.0,DEN,cutting,,,Jokic,N. Jokic,,,,,,,,,,Made,10.0,2.14,,,,,A. Gordon,203932.0,3.0,,,,,
216,PT05M48.00S,2022-01-16T02:52:05.0Z,2,REGULAR,2pt,Jump Shot,[],201566,20.97568988173456,26.96078431372549,1610612747,55,43,2022-01-16T02:52:09Z,2150000,115.0,145.0,1,left,R. Westbrook 18' pullup Jump Shot (4 PTS),[201566],1610612747.0,LAL,pullup,,,Westbrook,R. Westbrook,,,,,,,,,,Made,4.0,18.5,,,,,,,,,,,,
217,PT05M30.00S,2022-01-16T02:52:23.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628432,92.06636005256242,45.34313725490196,1610612743,55,43,2022-01-16T02:52:31Z,2160000,-23.0,22.0,1,right,MISS D. Reed driving finger roll Layup,[1628432],1610612743.0,DEN,driving finger roll,,,Reed,D. Reed,,,,,,,,,,Missed,,3.21,,,,,,,,,,,,
218,PT05M27.00S,2022-01-16T02:52:26.5Z,2,REGULAR,rebound,offensive,[],203999,,,1610612743,55,43,2022-01-16T02:52:31Z,2170000,,,0,,N. Jokic REBOUND (Off:2 Def:4),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,217.0,6.0,4.0,2.0,,,,,,,,
219,PT05M27.00S,2022-01-16T02:52:26.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203999,94.40999984741211,50.0,1610612743,55,43,2022-01-16T02:52:26Z,2180000,0.0,0.0,1,right,MISS N. Jokic tip Layup,[203999],1610612743.0,DEN,tip,,,Jokic,N. Jokic,,,,,,,,,,Missed,,0.0,,,,,,,,,,,,
220,PT05M26.00S,2022-01-16T02:52:27.0Z,2,REGULAR,rebound,defensive,[],201566,,,1610612747,55,43,2022-01-16T02:52:27Z,2190000,,,0,,R. Westbrook REBOUND (Off:0 Def:2),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,219.0,2.0,2.0,0.0,,,,,,,,
221,PT05M21.00S,2022-01-16T02:52:31.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201566,8.09789750328515,44.85294117647059,1610612747,55,43,2022-01-16T02:52:42Z,2200000,26.0,24.0,1,left,MISS R. Westbrook driving finger roll Layup,[201566],1610612747.0,LAL,driving finger roll,,,Westbrook,R. Westbrook,,,,,,,,,,Missed,,3.49,,,,,,,,,,,,
222,PT05M19.00S,2022-01-16T02:52:33.6Z,2,REGULAR,rebound,defensive,[],203999,,,1610612743,55,43,2022-01-16T02:52:42Z,2210000,,,0,,N. Jokic REBOUND (Off:2 Def:5),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,221.0,7.0,5.0,2.0,,,,,,,,
223,PT05M15.00S,2022-01-16T02:52:38.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630267,94.03745072273325,54.90196078431373,1610612743,57,43,2022-01-16T02:52:53Z,2220000,25.0,4.0,1,right,F. Campazzo running finger roll Layup (4 PTS) (N. Jokic 5 AST),"[1630267, 203999]",1610612743.0,DEN,running finger roll,,,Campazzo,F. Campazzo,,,,,,,,,,Made,4.0,2.47,,,,,N. Jokic,203999.0,5.0,,,,,
225,PT05M00.00S,2022-01-16T02:52:53.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201566,6.521024967148489,45.588235294117645,1610612747,57,43,2022-01-16T02:52:58Z,2240000,22.0,9.0,1,left,MISS R. Westbrook driving Layup,[201566],1610612747.0,LAL,driving,,,Westbrook,R. Westbrook,,,,,,,,,,Missed,,2.38,,,,,,,,,,,,
226,PT04M58.00S,2022-01-16T02:52:55.7Z,2,REGULAR,rebound,defensive,[],203999,,,1610612743,57,43,2022-01-16T02:52:58Z,2250000,,,0,,N. Jokic REBOUND (Off:2 Def:6),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,225.0,8.0,6.0,2.0,,,,,,,,
227,PT04M54.00S,2022-01-16T02:53:01.5Z,2,REGULAR,foul,personal,['2freethrow'],2730,,,1610612743,57,43,2022-01-16T02:53:15Z,2260000,,,0,,D. Howard shooting personal FOUL (2 PF) (Jokic 2 FT),"[2730, 203999]",1610612747.0,LAL,shooting,,,Howard,D. Howard,,,,,202053.0,2.0,0.0,Jokic,203999.0,,,,,,,,,,,,,,,
229,PT04M54.00S,2022-01-16T02:53:37.4Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],203999,,,1610612743,58,43,2022-01-16T02:53:37Z,2280000,,,0,,N. Jokic Free Throw 1 of 2 (11 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,Made,11.0,,,,,,,,,,,,,
230,PT04M54.00S,2022-01-16T02:53:37.9Z,2,REGULAR,substitution,out,[],1630267,,,1610612743,58,43,2022-01-16T02:54:02Z,2290000,,,0,,SUB out: F. Campazzo,[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,,,,,,,,,,,,,,,
231,PT04M54.00S,2022-01-16T02:53:37.9Z,2,REGULAR,substitution,out,[],1628432,,,1610612743,58,43,2022-01-16T02:54:02Z,2300000,,,0,,SUB out: D. Reed,[1628432],1610612743.0,DEN,,,,Reed,D. Reed,,,,,,,,,,,,,,,,,,,,,,,,
232,PT04M54.00S,2022-01-16T02:53:37.9Z,2,REGULAR,substitution,out,[],1630559,,,1610612743,58,43,2022-01-16T02:54:02Z,2310000,,,0,,SUB out: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,
233,PT04M54.00S,2022-01-16T02:53:37.9Z,2,REGULAR,substitution,in,[],203115,,,1610612743,58,43,2022-01-16T02:54:02Z,2320000,,,0,,SUB in: W. Barton,[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,,,,,,,,,,,,,,
234,PT04M54.00S,2022-01-16T02:53:37.9Z,2,REGULAR,substitution,in,[],1628420,,,1610612743,58,43,2022-01-16T02:54:02Z,2330000,,,0,,SUB in: M. Morris,[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,
235,PT04M54.00S,2022-01-16T02:53:37.9Z,2,REGULAR,substitution,in,[],2544,,,1610612743,58,43,2022-01-16T02:54:02Z,2340000,,,0,,SUB in: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,
236,PT04M54.00S,2022-01-16T02:54:03.9Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],203999,,,1610612743,59,43,2022-01-16T02:54:03Z,2350000,,,0,,N. Jokic Free Throw 2 of 2 (12 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,Made,12.0,,,,,,,,,,,,,
237,PT04M31.00S,2022-01-16T02:54:26.6Z,2,REGULAR,2pt,Jump Shot,[],2544,6.652431011826544,87.25490196078431,1610612747,59,43,2022-01-16T02:54:31Z,2360000,-186.0,10.0,1,left,MISS L. James 18' fadeaway Shot,[2544],1610612747.0,LAL,fadeaway,,,James,L. James,,,,,,,,,,Missed,,18.66,,,,,,,,,,,,
238,PT04M29.00S,2022-01-16T02:54:28.6Z,2,REGULAR,rebound,defensive,[],1630538,,,1610612743,59,43,2022-01-16T02:54:31Z,2370000,,,0,,B. Hyland REBOUND (Off:0 Def:2),[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,,,,,,237.0,2.0,2.0,0.0,,,,,,,,
239,PT04M16.00S,2022-01-16T02:54:41.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203999,90.62089356110381,47.30392156862745,1610612743,61,43,2022-01-16T02:54:47Z,2380000,-13.0,36.0,1,right,N. Jokic finger roll Layup (14 PTS),[203999],1610612743.0,DEN,finger roll,,,Jokic,N. Jokic,,,,,,,,,,Made,14.0,3.82,,,,,,,,,,,,
240,PT04M00.00S,2022-01-16T02:54:57.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201566,7.046649145860711,44.36274509803921,1610612747,61,45,2022-01-16T02:55:07Z,2390000,28.0,14.0,1,left,R. Westbrook driving finger roll Layup (6 PTS) (D. Howard 1 AST),"[201566, 2730]",1610612747.0,LAL,driving finger roll,,,Westbrook,R. Westbrook,,,,,,,,,,Made,6.0,3.14,,,,,D. Howard,2730.0,1.0,,,,,
242,PT03M40.00S,2022-01-16T02:55:19.6Z,2,REGULAR,turnover,out-of-bounds,[],203999,,,1610612743,61,45,2022-01-16T02:55:25Z,2410000,,,0,,N. Jokic bad pass out-of-bounds TURNOVER (2 TO),[203999],1610612743.0,DEN,bad pass,,,Jokic,N. Jokic,,,,,203592.0,,,,,,,,,,,,,,,2.0,,,,
243,PT03M40.00S,2022-01-16T02:55:22.1Z,2,REGULAR,substitution,out,[],1630538,,,1610612747,61,45,2022-01-16T02:55:30Z,2420000,,,0,,SUB out: B. Hyland,[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,,,,,,,,
244,PT03M40.00S,2022-01-16T02:55:22.1Z,2,REGULAR,substitution,out,[],2772,,,1610612747,61,45,2022-01-16T02:55:30Z,2430000,,,0,,SUB out: T. Ariza,[2772],1610612747.0,LAL,,,,Ariza,T. Ariza,,,,,,,,,,,,,,,,,,,,,,,,
245,PT03M40.00S,2022-01-16T02:55:22.1Z,2,REGULAR,substitution,in,[],201145,,,1610612747,61,45,2022-01-16T02:55:30Z,2440000,,,0,,SUB in: J. Green,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
246,PT03M40.00S,2022-01-16T02:55:22.1Z,2,REGULAR,substitution,in,[],202340,,,1610612747,61,45,2022-01-16T02:55:30Z,2450000,,,0,,SUB in: A. Bradley,[202340],1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,,,,,,,,,,,,,,,,,,,,
247,PT03M31.00S,2022-01-16T02:55:45.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",2544,5.732588699080158,54.65686274509803,1610612747,61,47,2022-01-16T02:55:52Z,2460000,-23.0,1.0,1,left,L. James driving finger roll Layup (12 PTS),[2544],1610612747.0,LAL,driving finger roll,,,James,L. James,,,,,,,,,,Made,12.0,2.33,,,,,,,,,,,,
248,PT03M31.00S,2022-01-16T02:55:48.6Z,2,REGULAR,foul,personal,['1freethrow'],203999,,,1610612747,61,47,2022-01-16T02:55:53Z,2470000,,,0,,N. Jokic shooting personal FOUL (1 PF) (James 1 FT),"[203999, 2544]",1610612743.0,DEN,shooting,,,Jokic,N. Jokic,,,,,202053.0,1.0,1.0,James,2544.0,,,,,,,,,,,,,,,
250,PT03M31.00S,2022-01-16T02:56:10.3Z,2,REGULAR,freethrow,1 of 1,['fromturnover'],2544,,,1610612747,61,48,2022-01-16T02:56:10Z,2490000,,,0,,L. James Free Throw 1 of 1 (13 PTS),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,Made,13.0,,,,,,,,,,,,,
251,PT03M20.00S,2022-01-16T02:56:24.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628420,88.38699080157687,61.76470588235294,1610612743,61,48,2022-01-16T02:56:35Z,2500000,59.0,57.0,1,right,MISS M. Morris 8' driving floating Shot,[1628420],1610612743.0,DEN,driving floating,,,Morris,M. Morris,,,,,,,,,,Missed,,8.17,,,,,,,,,,,,
252,PT03M17.00S,2022-01-16T02:56:27.9Z,2,REGULAR,rebound,defensive,[],1628370,,,1610612747,61,48,2022-01-16T02:56:35Z,2510000,,,0,,M. Monk REBOUND (Off:0 Def:2),[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,,,,,,,251.0,2.0,2.0,0.0,,,,,,,,
253,PT03M09.00S,2022-01-16T02:56:34.3Z,2,REGULAR,3pt,Jump Shot,[],2544,35.167542706964525,43.13725490196079,1610612747,61,48,2022-01-16T02:56:40Z,2520000,34.0,278.0,1,left,MISS L. James 28' 3PT,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,Missed,,28.02,,,,,,,,,,,,
254,PT03M07.00S,2022-01-16T02:56:36.3Z,2,REGULAR,rebound,defensive,[],203999,,,1610612743,61,48,2022-01-16T02:56:40Z,2530000,,,0,,N. Jokic REBOUND (Off:2 Def:7),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,253.0,9.0,7.0,2.0,,,,,,,,
255,PT02M55.00S,2022-01-16T02:56:51.3Z,2,REGULAR,foul,personal,[],2730,,,1610612743,61,48,2022-01-16T02:57:41Z,2540000,,,0,,D. Howard personal FOUL (3 PF),"[2730, 203999]",1610612747.0,LAL,,,,Howard,D. Howard,,,,,202053.0,3.0,0.0,Jokic,203999.0,,,,,,,,,,,,,,,
257,PT02M55.00S,2022-01-16T02:57:06.8Z,2,REGULAR,substitution,out,[],2730,,,1610612743,61,48,2022-01-16T02:57:15Z,2560000,,,0,,SUB out: D. Howard,[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,,,,,,,,,,,,,,,,,
258,PT02M55.00S,2022-01-16T02:57:06.8Z,2,REGULAR,substitution,in,[],2772,,,1610612743,61,48,2022-01-16T02:57:15Z,2570000,,,0,,SUB in: T. Ariza,[2772],1610612747.0,LAL,,,,Ariza,T. Ariza,,,,,,,,,,,,,,,,,,,,,,,,
259,PT02M55.00S,2022-01-16T02:57:26.9Z,2,REGULAR,violation,delay-of-game,['team'],0,,,1610612743,61,48,2022-01-16T02:57:45Z,2580000,,,0,,TEAM delay-of-game VIOLATION,[],1610612747.0,LAL,,,,,,,,,,202053.0,,,,,,,,,,,,,,,,,,,
260,PT02M48.00S,2022-01-16T02:57:37.6Z,2,REGULAR,3pt,Jump Shot,[],203932,75.24638633377135,85.5392156862745,1610612743,61,48,2022-01-16T02:57:49Z,2590000,178.0,180.0,1,right,MISS A. Gordon 25' 3PT,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,Missed,,25.31,,,,,,,,,,,,
261,PT02M44.00S,2022-01-16T02:57:41.2Z,2,REGULAR,rebound,defensive,[],1628370,,,1610612747,61,48,2022-01-16T02:57:41Z,2600000,,,0,,M. Monk REBOUND (Off:0 Def:3),[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,,,,,,,260.0,3.0,3.0,0.0,,,,,,,,
262,PT02M34.00S,2022-01-16T02:57:50.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201566,11.777266754270697,49.01960784313725,1610612747,61,50,2022-01-16T02:57:55Z,2610000,5.0,58.0,1,left,R. Westbrook driving Layup (8 PTS),[201566],1610612747.0,LAL,driving,,,Westbrook,R. Westbrook,,,,,,,,,,Made,8.0,5.84,,,,,,,,,,,,
263,PT02M21.00S,2022-01-16T02:58:04.5Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],201145,92.06636005256242,50.245098039215684,1610612743,63,50,2022-01-16T02:58:08Z,2620000,1.0,22.0,1,right,J. Green cutting DUNK (6 PTS) (N. Jokic 6 AST),"[201145, 203999]",1610612743.0,DEN,cutting,,,Green,J. Green,,,,,,,,,,Made,6.0,2.21,,,,,N. Jokic,203999.0,6.0,,,,,
265,PT02M00.00S,2022-01-16T02:58:27.5Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203932,,,1610612747,63,50,2022-01-16T02:58:36Z,2640000,,,0,,A. Gordon shooting personal FOUL (1 PF) (Westbrook 2 FT),"[203932, 201566]",1610612743.0,DEN,shooting,,,Gordon,A. Gordon,,,,,203592.0,1.0,0.0,Westbrook,201566.0,,,,,,,,,,,,,,,
267,PT02M00.00S,2022-01-16T02:58:57.7Z,2,REGULAR,freethrow,1 of 2,[],201566,,,1610612747,63,51,2022-01-16T02:58:57Z,2660000,,,0,,R. Westbrook Free Throw 1 of 2 (9 PTS),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,Made,9.0,,,,,,,,,,,,,
268,PT02M00.00S,2022-01-16T02:59:14.3Z,2,REGULAR,freethrow,2 of 2,[],201566,,,1610612747,63,52,2022-01-16T02:59:14Z,2670000,,,0,,R. Westbrook Free Throw 2 of 2 (10 PTS),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,Made,10.0,,,,,,,,,,,,,
269,PT01M47.00S,2022-01-16T02:59:29.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201145,92.59198423127464,51.71568627450981,1610612743,65,52,2022-01-16T02:59:52Z,2680000,9.0,17.0,1,right,J. Green cutting Layup (8 PTS) (N. Jokic 7 AST),"[201145, 203999]",1610612743.0,DEN,cutting,,,Green,J. Green,,,,,,,,,,Made,8.0,1.91,,,,,N. Jokic,203999.0,7.0,,,,,
271,PT01M32.00S,2022-01-16T02:59:43.8Z,2,REGULAR,3pt,Jump Shot,[],2772,30.17411300919842,66.66666666666666,1610612747,65,55,2022-01-16T02:59:48Z,2700000,-83.0,231.0,1,left,T. Ariza 24' 3PT  (6 PTS) (L. James 2 AST),"[2772, 2544]",1610612747.0,LAL,,,,Ariza,T. Ariza,,,,,,,,,,Made,6.0,24.57,,,,,L. James,2544.0,2.0,,,,,
273,PT01M12.00S,2022-01-16T03:00:03.7Z,2,REGULAR,3pt,Jump Shot,[],203932,92.72339027595268,2.696078431372549,1610612743,65,55,2022-01-16T03:00:09Z,2720000,-237.0,16.0,1,right,MISS A. Gordon 3PT,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,Missed,,23.7,,,,,,,,,,,,
