actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
277,PT05M30.00S,2022-04-02T01:57:42.8Z,2,REGULAR,foul,personal,['2freethrow'],201145,,,1610612750,52,54,2022-04-02T01:58:15Z,2750000,,,0,,J. Green shooting personal FOUL (1 PF) (Towns 2 FT),"[201145, 1626157]",1610612743.0,DEN,shooting,,,Green,J. Green,,,,,,,,,,,,,,,,,,1628159.0,1.0,0.0,Towns,1626157.0,,,
279,PT05M30.00S,2022-04-02T01:57:42.9Z,2,REGULAR,freethrow,1 of 2,[],1626157,,,1610612750,52,55,2022-04-02T01:59:03Z,2770000,,,0,,K. Towns Free Throw 1 of 2 (17 PTS),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,Made,17.0,,,,,,,,,,,,,,,,,,
280,PT05M30.00S,2022-04-02T01:57:42.9Z,2,REGULAR,freethrow,2 of 2,[],1626157,,,1610612750,52,56,2022-04-02T01:59:03Z,2780000,,,0,,K. Towns Free Throw 2 of 2 (18 PTS),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,Made,18.0,,,,,,,,,,,,,,,,,,
281,PT05M13.00S,2022-04-02T01:59:21.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,87.20433639947439,46.568627450980394,1610612743,52,56,2022-04-02T01:59:26Z,2790000,-17.0,68.0,1,right,MISS N. Jokic 6' Jump Shot,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,6.99,Missed,,,,,,,,,,,,,,,,,,,
283,PT05M11.00S,2022-04-02T01:59:23.3Z,2,REGULAR,rebound,defensive,[],1626157,,,1610612750,52,56,2022-04-02T01:59:26Z,2810000,,,0,,K. Towns REBOUND (Off:0 Def:3),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,281.0,3.0,3.0,0.0,,,,,,,,
284,PT05M09.00S,2022-04-02T01:59:28.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203115,,,1610612750,52,56,2022-04-02T01:59:37Z,2820000,,,0,,W. Barton shooting personal FOUL (2 PF) (Beverley 2 FT),"[203115, 201976]",1610612743.0,DEN,shooting,,,Barton,W. Barton,,,,,,,,,,,,,,,,,,1148.0,2.0,0.0,Beverley,201976.0,,,
286,PT05M09.00S,2022-04-02T02:00:05.2Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],201976,,,1610612750,52,57,2022-04-02T02:00:05Z,2840000,,,0,,P. Beverley Free Throw 1 of 2 (1 PTS),[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
287,PT05M09.00S,2022-04-02T02:00:25.6Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],201976,,,1610612750,52,58,2022-04-02T02:00:25Z,2850000,,,0,,P. Beverley Free Throw 2 of 2 (2 PTS),[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,Made,2.0,,,,,,,,,,,,,,,,,,
288,PT04M45.00S,2022-04-02T02:00:50.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203999,90.09526938239159,48.77450980392157,1610612743,54,58,2022-04-02T02:00:58Z,2860000,-6.0,41.0,1,right,N. Jokic driving Layup (22 PTS) (J. Green 4 AST),"[203999, 201145]",1610612743.0,DEN,driving,,,Jokic,N. Jokic,,,,,4.11,Made,22.0,,,,J. Green,201145.0,4.0,,,,,,,,,,,,
290,PT04M29.00S,2022-04-02T02:01:07.2Z,2,REGULAR,3pt,Jump Shot,[],1630162,23.99802890932983,86.02941176470588,1610612750,54,58,2022-04-02T02:01:12Z,2880000,-180.0,173.0,1,left,MISS A. Edwards 24' 3PT,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,24.98,Missed,,,,,,,,,,,,,,,,,,,
291,PT04M26.00S,2022-04-02T02:01:10.2Z,2,REGULAR,rebound,defensive,[],1628420,,,1610612743,54,58,2022-04-02T02:01:12Z,2890000,,,0,,M. Morris REBOUND (Off:0 Def:1),[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,,,,,,,,290.0,1.0,1.0,0.0,,,,,,,,
292,PT04M19.00S,2022-04-02T02:01:17.1Z,2,REGULAR,2pt,Jump Shot,[],203115,85.49605781865965,68.87254901960785,1610612743,54,58,2022-04-02T02:01:30Z,2900000,94.0,84.0,1,right,MISS W. Barton 12' turnaround fadeaway Shot,[203115],1610612743.0,DEN,turnaround fadeaway,,,Barton,W. Barton,,,,,12.62,Missed,,,,,,,,,,,,,,,,,,,
293,PT04M18.00S,2022-04-02T02:01:18.1Z,2,REGULAR,rebound,defensive,[],1630162,,,1610612750,54,58,2022-04-02T02:01:30Z,2910000,,,0,,A. Edwards REBOUND (Off:0 Def:2),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,292.0,2.0,2.0,0.0,,,,,,,,
294,PT04M03.00S,2022-04-02T02:01:33.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626156,11.383048620236531,48.77450980392157,1610612750,54,58,2022-04-02T02:01:38Z,2920000,6.0,55.0,1,left,MISS D. Russell driving floating Shot,[1626156],1610612750.0,MIN,driving floating,,,Russell,D. Russell,,,,,5.48,Missed,,,,,,,,,,,,,,,,,,,
295,PT04M02.00S,2022-04-02T02:01:34.2Z,2,REGULAR,rebound,defensive,[],203932,,,1610612743,54,58,2022-04-02T02:01:38Z,2930000,,,0,,A. Gordon REBOUND (Off:0 Def:4),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,294.0,4.0,4.0,0.0,,,,,,,,
296,PT03M45.00S,2022-04-02T02:01:51.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,91.14651773981603,34.55882352941176,1610612743,54,58,2022-04-02T02:02:03Z,2940000,-77.0,31.0,1,right,MISS N. Jokic 8' turnaround fadeaway Shot,[203999],1610612743.0,DEN,turnaround fadeaway,,,Jokic,N. Jokic,,,,,8.31,Missed,,,,,,,,,,,,,,,,,,,
297,PT03M45.00S,2022-04-02T02:01:51.5Z,2,REGULAR,rebound,defensive,[],1629020,,,1610612750,54,58,2022-04-02T02:02:03Z,2950000,,,0,,J. Vanderbilt REBOUND (Off:0 Def:2),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,296.0,2.0,2.0,0.0,,,,,,,,
298,PT03M45.00S,2022-04-02T02:01:58.4Z,2,REGULAR,foul,technical,"['inpenalty', '1freethrow']",203999,,,1610612750,54,58,2022-04-02T02:02:19Z,2960000,,,0,,N. Jokic technical FOUL (1 Tech),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,1148.0,1.0,1.0,,,,,
299,PT03M45.00S,2022-04-02T02:02:20.3Z,2,REGULAR,freethrow,1 of 1,[],1626156,,,1610612750,54,59,2022-04-02T02:02:20Z,2970000,,,0,,D. Russell technical Free Throw 1 of 1 (18 PTS),[1626156],1610612750.0,MIN,technical,,,Russell,D. Russell,,,,,,Made,18.0,,,,,,,,,,,,,,,,,,
300,PT03M45.00S,2022-04-02T02:02:22.0Z,2,REGULAR,substitution,out,[],1626157,,,1610612750,54,59,2022-04-02T02:02:39Z,2980000,,,0,,SUB out: K. Towns,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,
301,PT03M45.00S,2022-04-02T02:02:22.0Z,2,REGULAR,substitution,in,[],1629675,,,1610612750,54,59,2022-04-02T02:02:39Z,2990000,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,
302,PT03M28.00S,2022-04-02T02:03:02.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629020,7.5722733245729295,51.470588235294116,1610612750,54,61,2022-04-02T02:03:13Z,3000000,-7.0,19.0,1,left,J. Vanderbilt cutting Layup (2 PTS) (N. Reid 1 AST),"[1629020, 1629675]",1610612750.0,MIN,cutting,,,Vanderbilt,J. Vanderbilt,,,,,2.01,Made,2.0,,,,N. Reid,1629675.0,1.0,,,,,,,,,,,,
304,PT03M28.00S,2022-04-02T02:03:05.5Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",203115,,,1610612750,54,61,2022-04-02T02:03:22Z,3020000,,,0,,W. Barton shooting personal FOUL (3 PF) (Vanderbilt 1 FT),"[203115, 1629020]",1610612743.0,DEN,shooting,,,Barton,W. Barton,,,,,,,,,,,,,,,,,,1628159.0,3.0,0.0,Vanderbilt,1629020.0,,,
306,PT03M28.00S,2022-04-02T02:03:17.7Z,2,REGULAR,substitution,out,[],203115,,,1610612750,54,61,2022-04-02T02:03:35Z,3040000,,,0,,SUB out: W. Barton,[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,,,,,,,,,,,,,,,
307,PT03M28.00S,2022-04-02T02:03:17.7Z,2,REGULAR,substitution,in,[],1630538,,,1610612750,54,61,2022-04-02T02:03:35Z,3050000,,,0,,SUB in: B. Hyland,[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,,,,,,,,,
308,PT03M28.00S,2022-04-02T02:03:34.5Z,2,REGULAR,freethrow,1 of 1,[],1629020,,,1610612750,54,61,2022-04-02T02:03:34Z,3060000,,,0,,MISS J. Vanderbilt Free Throw 1 of 1,[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,Missed,,,,,,,,,,,,,,,,,,,
309,PT03M26.00S,2022-04-02T02:03:35.2Z,2,REGULAR,rebound,defensive,[],1628420,,,1610612743,54,61,2022-04-02T02:03:35Z,3070000,,,0,,M. Morris REBOUND (Off:0 Def:2),[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,,,,,,,,308.0,2.0,2.0,0.0,,,,,,,,
310,PT03M19.00S,2022-04-02T02:03:41.3Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203932,92.72339027595268,52.20588235294118,1610612743,56,61,2022-04-02T02:13:24Z,3080000,11.0,16.0,1,right,A. Gordon running reverse DUNK (11 PTS) (M. Morris 4 AST),"[203932, 1628420]",1610612743.0,DEN,running reverse,,,Gordon,A. Gordon,,,,,1.93,Made,11.0,,,,M. Morris,1628420.0,4.0,,,,,,,,,,,,
312,PT03M04.00S,2022-04-02T02:03:58.8Z,2,REGULAR,turnover,out-of-bounds,[],1626156,,,1610612750,56,61,2022-04-02T02:04:07Z,3100000,,,0,,D. Russell bad pass out-of-bounds TURNOVER (3 TO),[1626156],1610612750.0,MIN,bad pass,,,Russell,D. Russell,,,,,,,,3.0,,,,,,,,,,1627962.0,,,,,,,
313,PT02M54.00S,2022-04-02T02:04:15.7Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629675,,,1610612743,56,61,2022-04-02T02:04:23Z,3110000,,,0,,N. Reid personal FOUL (3 PF) (Jokic 2 FT),"[1629675, 203999]",1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,1628159.0,3.0,0.0,Jokic,203999.0,,,
315,PT02M54.00S,2022-04-02T02:04:43.8Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],203999,,,1610612743,57,61,2022-04-02T02:04:43Z,3130000,,,0,,N. Jokic Free Throw 1 of 2 (23 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,Made,23.0,,,,,,,,,,,,,,,,,,
316,PT02M54.00S,2022-04-02T02:04:57.2Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],203999,,,1610612743,58,61,2022-04-02T02:04:57Z,3140000,,,0,,N. Jokic Free Throw 2 of 2 (24 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,Made,24.0,,,,,,,,,,,,,,,,,,
317,PT02M32.00S,2022-04-02T02:05:23.7Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201145,,,1610612750,58,61,2022-04-02T02:05:39Z,3150000,,,0,,J. Green personal FOUL (2 PF) (Russell 2 FT),"[201145, 1626156]",1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,1148.0,2.0,0.0,Russell,1626156.0,,,
319,PT02M32.00S,2022-04-02T02:06:01.1Z,2,REGULAR,freethrow,1 of 2,[],1626156,,,1610612750,58,62,2022-04-02T02:06:01Z,3170000,,,0,,D. Russell Free Throw 1 of 2 (19 PTS),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,Made,19.0,,,,,,,,,,,,,,,,,,
320,PT02M32.00S,2022-04-02T02:06:16.7Z,2,REGULAR,freethrow,2 of 2,[],1626156,,,1610612750,58,63,2022-04-02T02:06:16Z,3180000,,,0,,D. Russell Free Throw 2 of 2 (20 PTS),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,Made,20.0,,,,,,,,,,,,,,,,,,
321,PT02M14.00S,2022-04-02T02:06:37.8Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203932,92.19776609724047,49.26470588235294,1610612743,60,63,2022-04-02T02:06:44Z,3190000,-4.0,21.0,1,right,A. Gordon driving reverse DUNK (13 PTS) (N. Jokic 5 AST),"[203932, 203999]",1610612743.0,DEN,driving reverse,,,Gordon,A. Gordon,,,,,2.11,Made,13.0,,,,N. Jokic,203999.0,5.0,,,,,,,,,,,,
323,PT02M01.00S,2022-04-02T02:06:51.3Z,2,REGULAR,2pt,Jump Shot,[],1626156,25.706307490144546,49.26470588235294,1610612750,60,63,2022-04-02T02:06:57Z,3210000,4.0,189.0,1,left,MISS D. Russell 18' step back Shot,[1626156],1610612750.0,MIN,step back,,,Russell,D. Russell,,,,,18.91,Missed,,,,,,,,,,,,,,,,,,,
324,PT01M58.00S,2022-04-02T02:06:54.3Z,2,REGULAR,rebound,defensive,[],1630538,,,1610612743,60,63,2022-04-02T02:06:57Z,3220000,,,0,,B. Hyland REBOUND (Off:0 Def:1),[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,,,,,,,323.0,1.0,1.0,0.0,,,,,,,,
325,PT01M54.00S,2022-04-02T02:06:58.5Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",201145,92.85479632063075,50.245098039215684,1610612743,62,63,2022-04-02T02:08:02Z,3230000,1.0,15.0,1,right,J. Green running DUNK (5 PTS) (B. Hyland 4 AST),"[201145, 1630538]",1610612743.0,DEN,running,,,Green,J. Green,,,,,1.47,Made,5.0,,,,B. Hyland,1630538.0,4.0,,,,,,,,,,,,
327,PT01M33.00S,2022-04-02T02:07:19.0Z,2,REGULAR,3pt,Jump Shot,[],1630162,5.601182654402102,96.56862745098039,1610612750,62,63,2022-04-02T02:07:35Z,3250000,-233.0,0.0,1,left,MISS A. Edwards 3PT,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,23.28,Missed,,,,,,,,,,,,,,,,,,,
328,PT01M29.00S,2022-04-02T02:07:23.0Z,2,REGULAR,rebound,offensive,[],1630162,,,1610612750,62,63,2022-04-02T02:07:35Z,3260000,,,0,,A. Edwards REBOUND (Off:1 Def:2),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,327.0,3.0,2.0,1.0,,,,,,,,
329,PT01M23.00S,2022-04-02T02:07:29.6Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629675,30.56833114323259,68.87254901960785,1610612750,62,66,2022-04-02T02:07:44Z,3270000,-94.0,235.0,1,left,N. Reid 25' 3PT  (8 PTS) (P. Beverley 2 AST),"[1629675, 201976]",1610612750.0,MIN,,,,Reid,N. Reid,,,,,25.31,Made,8.0,,,,P. Beverley,201976.0,2.0,,,,,,,,,,,,
331,PT01M10.00S,2022-04-02T02:07:42.0Z,2,REGULAR,3pt,Jump Shot,[],203932,72.22404730617609,80.3921568627451,1610612743,62,66,2022-04-02T02:07:51Z,3290000,152.0,209.0,1,right,MISS A. Gordon 25' 3PT,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,25.81,Missed,,,,,,,,,,,,,,,,,,,
332,PT01M10.00S,2022-04-02T02:07:42.0Z,2,REGULAR,rebound,defensive,[],1630162,,,1610612750,62,66,2022-04-02T02:07:51Z,3300000,,,0,,A. Edwards REBOUND (Off:1 Def:3),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,331.0,4.0,3.0,1.0,,,,,,,,
333,PT01M02.00S,2022-04-02T02:07:53.3Z,2,REGULAR,turnover,out-of-bounds,[],1630162,,,1610612750,62,66,2022-04-02T02:08:00Z,3310000,,,0,,A. Edwards bad pass out-of-bounds TURNOVER (1 TO),[1630162],1610612750.0,MIN,bad pass,,,Edwards,A. Edwards,,,,,,,,1.0,,,,,,,,,,1627962.0,,,,,,,
334,PT00M47.50S,2022-04-02T02:08:21.2Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",201145,89.83245729303549,44.36274509803921,1610612743,64,66,2022-04-02T02:09:10Z,3320000,-28.0,43.0,1,right,J. Green Hook (7 PTS) (M. Morris 5 AST),"[201145, 1628420]",1610612743.0,DEN,,,,Green,J. Green,,,,,5.15,Made,7.0,,,,M. Morris,1628420.0,5.0,,,,,,,,,,,,
336,PT00M47.50S,2022-04-02T02:08:23.5Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630162,,,1610612743,64,66,2022-04-02T02:08:30Z,3340000,,,0,,A. Edwards shooting personal FOUL (1 PF) (Green 1 FT),"[1630162, 201145]",1610612750.0,MIN,shooting,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,1148.0,1.0,0.0,Green,201145.0,,,
338,PT00M47.50S,2022-04-02T02:08:51.4Z,2,REGULAR,freethrow,1 of 1,['fromturnover'],201145,,,1610612743,65,66,2022-04-02T02:08:51Z,3360000,,,0,,J. Green Free Throw 1 of 1 (8 PTS),[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,Made,8.0,,,,,,,,,,,,,,,,,,
339,PT00M29.50S,2022-04-02T02:09:12.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201145,,,1610612750,65,66,2022-04-02T02:09:22Z,3370000,,,0,,J. Green shooting personal FOUL (3 PF) (Russell 2 FT),"[201145, 1626156]",1610612743.0,DEN,shooting,,,Green,J. Green,,,,,,,,,,,,,,,,,,1148.0,3.0,0.0,Russell,1626156.0,,,
341,PT00M29.50S,2022-04-02T02:09:40.4Z,2,REGULAR,freethrow,1 of 2,[],1626156,,,1610612750,65,67,2022-04-02T02:09:40Z,3390000,,,0,,D. Russell Free Throw 1 of 2 (21 PTS),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,Made,21.0,,,,,,,,,,,,,,,,,,
342,PT00M29.50S,2022-04-02T02:09:41.1Z,2,REGULAR,substitution,out,[],201145,,,1610612750,65,67,2022-04-02T02:09:46Z,3400000,,,0,,SUB out: J. Green,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
343,PT00M29.50S,2022-04-02T02:09:41.1Z,2,REGULAR,substitution,in,[],203210,,,1610612750,65,67,2022-04-02T02:09:46Z,3410000,,,0,,SUB in: J. Green,[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
344,PT00M29.50S,2022-04-02T02:09:50.0Z,2,REGULAR,substitution,out,[],1629675,,,1610612750,65,67,2022-04-02T02:09:58Z,3420000,,,0,,SUB out: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,
345,PT00M29.50S,2022-04-02T02:09:50.0Z,2,REGULAR,substitution,in,[],1627752,,,1610612750,65,67,2022-04-02T02:09:58Z,3430000,,,0,,SUB in: T. Prince,[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,
346,PT00M29.50S,2022-04-02T02:10:11.9Z,2,REGULAR,freethrow,2 of 2,[],1626156,,,1610612750,65,68,2022-04-02T02:10:11Z,3440000,,,0,,D. Russell Free Throw 2 of 2 (22 PTS),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,Made,22.0,,,,,,,,,,,,,,,,,,
347,PT00M11.10S,2022-04-02T02:10:31.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628420,92.9862023653088,54.166666666666664,1610612743,65,68,2022-04-02T02:10:38Z,3450000,21.0,13.0,1,right,MISS M. Morris driving reverse Layup - blocked,"[1628420, 1629020]",1610612743.0,DEN,driving reverse,,,Morris,M. Morris,,,,,2.47,Missed,,,,,,,,,,,,,,,,,Vanderbilt,1629020.0,
348,PT00M11.10S,2022-04-02T02:10:31.9Z,2,REGULAR,block,,[],1629020,,,1610612743,65,68,2022-04-02T02:10:33Z,3460000,,,0,,J. Vanderbilt BLOCK (1 BLK),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,
349,PT00M08.60S,2022-04-02T02:10:34.4Z,2,REGULAR,rebound,defensive,[],201976,,,1610612750,65,68,2022-04-02T02:10:38Z,3470000,,,0,,P. Beverley REBOUND (Off:0 Def:1),[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,,,,,,,347.0,1.0,1.0,0.0,,,,,,,,
350,PT00M04.20S,2022-04-02T02:10:38.8Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630162,10.988830486202366,45.34313725490196,1610612750,65,68,2022-04-02T02:10:54Z,3480000,23.0,51.0,1,left,MISS A. Edwards driving DUNK,[1630162],1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,5.59,Missed,,,,,,,,,,,,,,,,,,,
352,PT00M02.80S,2022-04-02T02:10:40.2Z,2,REGULAR,rebound,offensive,[],1627752,,,1610612750,65,68,2022-04-02T02:10:54Z,3500000,,,0,,T. Prince REBOUND (Off:1 Def:2),[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,350.0,3.0,2.0,1.0,,,,,,,,
353,PT00M02.80S,2022-04-02T02:10:42.6Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance', 'fastbreak']",1627752,8.492115637319317,50.73529411764706,1610612750,65,70,2022-04-02T02:11:00Z,3510000,-4.0,27.0,1,left,T. Prince pullup Jump Shot (7 PTS),[1627752],1610612750.0,MIN,pullup,,,Prince,T. Prince,,,,,2.75,Made,7.0,,,,,,,,,,,,,,,,,,
354,PT00M00.40S,2022-04-02T02:10:46.0Z,2,REGULAR,3pt,Jump Shot,[],1628420,66.04796320630749,22.058823529411764,1610612743,65,70,2022-04-02T02:11:00Z,3520000,-140.0,267.0,1,right,MISS M. Morris 30' pullup 3PT,[1628420],1610612743.0,DEN,pullup,,,Morris,M. Morris,,,,,30.1,Missed,,,,,,,,,,,,,,,,,,,
355,PT00M00.40S,2022-04-02T02:10:46.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612743,65,70,2022-04-02T02:11:00Z,3530000,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,354.0,,,,,,,,,,,
356,PT00M00.00S,2022-04-02T02:11:02.0Z,2,REGULAR,period,end,[],0,,,1610612743,65,70,2022-04-02T02:11:02Z,3540000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,PT12M00.00S,2022-04-02T02:25:06.9Z,3,REGULAR,substitution,out,['startperiod'],203210,,,1610612743,65,70,2022-04-02T02:25:58Z,3550000,,,0,,SUB out: J. Green,[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
358,PT12M00.00S,2022-04-02T02:25:06.9Z,3,REGULAR,substitution,out,['startperiod'],1630538,,,1610612743,65,70,2022-04-02T02:25:58Z,3560000,,,0,,SUB out: B. Hyland,[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,,,,,,,,,
359,PT12M00.00S,2022-04-02T02:25:06.9Z,3,REGULAR,substitution,out,['startperiod'],1627752,,,1610612743,65,70,2022-04-02T02:25:58Z,3570000,,,0,,SUB out: T. Prince,[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,
360,PT12M00.00S,2022-04-02T02:25:06.9Z,3,REGULAR,substitution,in,['startperiod'],201145,,,1610612743,65,70,2022-04-02T02:25:58Z,3580000,,,0,,SUB in: J. Green,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
361,PT12M00.00S,2022-04-02T02:25:06.9Z,3,REGULAR,substitution,in,['startperiod'],203115,,,1610612743,65,70,2022-04-02T02:25:58Z,3590000,,,0,,SUB in: W. Barton,[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,,,,,,,,,,,,,,,
362,PT12M00.00S,2022-04-02T02:25:06.9Z,3,REGULAR,substitution,in,['startperiod'],1626157,,,1610612743,65,70,2022-04-02T02:25:58Z,3600000,,,0,,SUB in: K. Towns,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,
363,PT12M00.00S,2022-04-02T02:26:02.0Z,3,REGULAR,period,start,[],0,,,1610612750,65,70,2022-04-02T02:26:02Z,3610000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,PT11M43.00S,2022-04-02T02:26:17.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201976,88.12417871222075,52.94117647058824,1610612750,65,70,2022-04-02T02:26:24Z,3620000,15.0,59.0,1,right,MISS P. Beverley 6' driving floating Shot,[201976],1610612750.0,MIN,driving floating,,,Beverley,P. Beverley,,,,,6.09,Missed,,,,,,,,,,,,,,,,,,,
365,PT11M42.00S,2022-04-02T02:26:18.9Z,3,REGULAR,rebound,defensive,[],203999,,,1610612743,65,70,2022-04-02T02:26:24Z,3630000,,,0,,N. Jokic REBOUND (Off:3 Def:3),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,364.0,6.0,3.0,3.0,,,,,,,,
366,PT11M29.00S,2022-04-02T02:26:35.0Z,3,REGULAR,turnover,bad pass,[],203932,,,1610612743,65,70,2022-04-02T02:27:40Z,3640000,,,0,,A. Gordon bad pass TURNOVER (2 TO),"[203932, 201976]",1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,2.0,Beverley,201976.0,,,,,,,,,,,,,,,
367,PT11M29.00S,2022-04-02T02:26:35.0Z,3,REGULAR,steal,,[],201976,,,1610612750,65,70,2022-04-02T02:26:36Z,3650000,,,0,,P. Beverley STEAL (1 STL),[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,,
