actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
176,PT00M06.40S,2021-12-24T02:35:48.3Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203085,,,1610612766,26,25,2021-12-24T02:36:02Z,1740000,,,0,,A. Rivers shooting personal FOUL (1 PF) (Bridges 2 FT),"[203085, 1628970]",1610612743.0,DEN,shooting,,,Rivers,A. Rivers,,,,,202049.0,1.0,0.0,Bridges,1628970.0,,,,,,,,,,,,,,,
179,PT00M06.40S,2021-12-24T02:36:14.8Z,1,REGULAR,freethrow,1 of 2,[],1628970,,,1610612766,26,26,2021-12-24T02:36:14Z,1760000,,,0,,M. Bridges Free Throw 1 of 2 (8 PTS),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,Made,,,,,8.0,,,,,,,,
181,PT00M06.40S,2021-12-24T02:36:30.6Z,1,REGULAR,freethrow,2 of 2,[],1628970,,,1610612766,26,27,2021-12-24T02:36:30Z,1770000,,,0,,M. Bridges Free Throw 2 of 2 (9 PTS),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,Made,,,,,9.0,,,,,,,,
182,PT00M00.20S,2021-12-24T02:36:44.6Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630538,91.67214191852825,51.225490196078425,1610612743,26,27,2021-12-24T02:37:00Z,1780000,6.0,26.0,1,right,MISS B. Hyland running finger roll Layup,[1630538],1610612743.0,DEN,running finger roll,,,Hyland,B. Hyland,,,,,,,,,,2.65,Missed,,,,,,,,,,,,,
183,PT00M00.10S,2021-12-24T02:36:44.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612743,26,27,2021-12-24T02:37:00Z,1790000,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,182.0,,,,,,,,,,,,
184,PT00M00.00S,2021-12-24T02:37:01.0Z,1,REGULAR,period,end,[],0,,,1610612743,26,27,2021-12-24T02:37:01Z,1800000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT12M00.00S,2021-12-24T02:39:17.9Z,2,REGULAR,substitution,out,['startperiod'],1629667,,,1610612743,26,27,2021-12-24T02:39:34Z,1850000,,,0,,SUB out: J. McDaniels,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,
190,PT12M00.00S,2021-12-24T02:39:17.9Z,2,REGULAR,substitution,out,['startperiod'],1626162,,,1610612743,26,27,2021-12-24T02:39:34Z,1860000,,,0,,SUB out: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,
191,PT12M00.00S,2021-12-24T02:39:17.9Z,2,REGULAR,substitution,in,['startperiod'],1630163,,,1610612743,26,27,2021-12-24T02:39:34Z,1870000,,,0,,SUB in: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,
192,PT12M00.00S,2021-12-24T02:39:17.9Z,2,REGULAR,substitution,in,['startperiod'],1626179,,,1610612743,26,27,2021-12-24T02:39:34Z,1880000,,,0,,SUB in: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,
193,PT12M00.00S,2021-12-24T02:39:29.3Z,2,REGULAR,period,start,[],0,,,1610612766,26,27,2021-12-24T02:39:34Z,1890000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT11M49.00S,2021-12-24T02:39:41.1Z,2,REGULAR,foul,personal,[],203210,,,1610612766,26,27,2021-12-24T02:39:56Z,1900000,,,0,,J. Green personal FOUL (1 PF),"[203210, 1628970]",1610612743.0,DEN,,,,Green,J. Green,,,,,202049.0,1.0,0.0,Bridges,1628970.0,,,,,,,,,,,,,,,
197,PT11M43.00S,2021-12-24T02:40:00.2Z,2,REGULAR,3pt,Jump Shot,[],1630163,25.312089356110377,17.15686274509804,1610612766,26,27,2021-12-24T02:40:06Z,1920000,164.0,185.0,1,left,MISS L. Ball 24' 3PT,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,24.77,Missed,,,,,,,,,,,,,
198,PT11M40.00S,2021-12-24T02:40:03.2Z,2,REGULAR,rebound,defensive,[],203085,,,1610612743,26,27,2021-12-24T02:40:06Z,1930000,,,0,,A. Rivers REBOUND (Off:0 Def:2),[203085],1610612743.0,DEN,,,,Rivers,A. Rivers,,,,,,,,,,,,197.0,2.0,2.0,0.0,,,,,,,,,
199,PT11M21.00S,2021-12-24T02:40:23.3Z,2,REGULAR,3pt,Jump Shot,[],1630192,71.30420499342969,19.852941176470587,1610612743,26,27,2021-12-24T02:40:29Z,1940000,-151.0,217.0,1,right,MISS Z. Nnaji 26' 3PT,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,26.44,Missed,,,,,,,,,,,,,
200,PT11M17.00S,2021-12-24T02:40:27.3Z,2,REGULAR,rebound,defensive,[],1626179,,,1610612766,26,27,2021-12-24T02:40:29Z,1950000,,,0,,T. Rozier REBOUND (Off:0 Def:1),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,199.0,1.0,1.0,0.0,,,,,,,,,
201,PT11M10.00S,2021-12-24T02:40:33.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630163,19.793035479632064,50.245098039215684,1610612766,26,29,2021-12-24T02:40:42Z,1960000,-1.0,134.0,1,left,L. Ball 13' turnaround bank Jump Shot (5 PTS),[1630163],1610612766.0,CHA,turnaround bank,,,Ball,L. Ball,,,,,,,,,,13.36,Made,,,,,5.0,,,,,,,,
202,PT10M56.00S,2021-12-24T02:40:50.2Z,2,REGULAR,foul,personal,['2freethrow'],1628970,,,1610612743,26,29,2021-12-24T02:41:06Z,1970000,,,0,,M. Bridges shooting personal FOUL (2 PF) (Green 2 FT),"[1628970, 203210]",1610612766.0,CHA,shooting,,,Bridges,M. Bridges,,,,,202049.0,2.0,0.0,Green,203210.0,,,,,,,,,,,,,,,
204,PT10M56.00S,2021-12-24T02:41:16.6Z,2,REGULAR,freethrow,1 of 2,[],203210,,,1610612743,27,29,2021-12-24T02:41:16Z,1990000,,,0,,J. Green Free Throw 1 of 2 (1 PTS),[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,Made,,,,,1.0,,,,,,,,
205,PT10M56.00S,2021-12-24T02:41:34.4Z,2,REGULAR,freethrow,2 of 2,[],203210,,,1610612743,28,29,2021-12-24T02:41:34Z,2000000,,,0,,J. Green Free Throw 2 of 2 (2 PTS),[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,Made,,,,,2.0,,,,,,,,
206,PT10M40.00S,2021-12-24T02:41:50.3Z,2,REGULAR,turnover,bad pass,[],202330,,,1610612766,28,29,2021-12-24T02:41:55Z,2010000,,,0,,G. Hayward bad pass TURNOVER (2 TO),"[202330, 1630267]",1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,2.0,Campazzo,1630267.0,,
207,PT10M40.00S,2021-12-24T02:41:50.3Z,2,REGULAR,steal,,[],1630267,,,1610612743,28,29,2021-12-24T02:41:52Z,2020000,,,0,,F. Campazzo STEAL (2 STL),[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,,,,,,,,,,,,,,,
208,PT10M34.00S,2021-12-24T02:41:56.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203210,94.95729303547962,2.696078431372549,1610612743,31,29,2021-12-24T02:42:04Z,2030000,-237.0,-5.0,1,right,J. Green 3PT  (5 PTS) (F. Campazzo 2 AST),"[203210, 1630267]",1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,23.66,Made,,,,,5.0,F. Campazzo,1630267.0,2.0,,,,,
210,PT10M11.00S,2021-12-24T02:42:19.5Z,2,REGULAR,3pt,Jump Shot,[],1626179,30.042706964520367,32.59803921568628,1610612766,31,32,2021-12-24T02:42:26Z,2050000,87.0,230.0,1,left,T. Rozier 24' 3PT pullup (5 PTS),[1626179],1610612766.0,CHA,pullup,,,Rozier,T. Rozier,,,,,,,,,,24.58,Made,,,,,5.0,,,,,,,,
211,PT09M48.00S,2021-12-24T02:42:43.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630538,80.50262812089356,38.48039215686275,1610612743,31,32,2021-12-24T03:13:00Z,2060000,-58.0,131.0,1,right,MISS B. Hyland 14' step back Shot,[1630538],1610612743.0,DEN,step back,,,Hyland,B. Hyland,,,,,,,,,,14.29,Missed,,,,,,,,,,,,,
212,PT09M44.00S,2021-12-24T02:42:47.4Z,2,REGULAR,rebound,defensive,[],202330,,,1610612766,31,32,2021-12-24T02:42:56Z,2070000,,,0,,G. Hayward REBOUND (Off:1 Def:1),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,211.0,2.0,1.0,1.0,,,,,,,,,
213,PT09M38.00S,2021-12-24T02:42:54.7Z,2,REGULAR,foul,personal,[],1630538,,,1610612766,31,32,2021-12-24T02:43:04Z,2080000,,,0,,B. Hyland personal FOUL (2 PF),"[1630538, 202330]",1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,202049.0,2.0,0.0,Hayward,202330.0,,,,,,,,,,,,,,,
215,PT09M38.00S,2021-12-24T02:43:02.9Z,2,REGULAR,substitution,out,[],1630192,,,1610612766,31,32,2021-12-24T02:43:18Z,2100000,,,0,,SUB out: Z. Nnaji,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,,,,,,,,
216,PT09M38.00S,2021-12-24T02:43:02.9Z,2,REGULAR,substitution,out,[],1628970,,,1610612766,31,32,2021-12-24T02:43:18Z,2110000,,,0,,SUB out: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,
217,PT09M38.00S,2021-12-24T02:43:02.9Z,2,REGULAR,substitution,in,[],1628427,,,1610612766,31,32,2021-12-24T02:43:18Z,2120000,,,0,,SUB in: V. Cancar,[1628427],1610612743.0,DEN,,,,Cancar,V. Cancar,,,,,,,,,,,,,,,,,,,,,,,,
218,PT09M38.00S,2021-12-24T02:43:02.9Z,2,REGULAR,substitution,in,[],1629667,,,1610612766,31,32,2021-12-24T02:43:18Z,2130000,,,0,,SUB in: J. McDaniels,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,
219,PT09M29.00S,2021-12-24T02:43:31.4Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629667,7.046649145860711,52.20588235294118,1610612766,31,34,2021-12-24T02:43:38Z,2140000,-11.0,14.0,1,left,J. McDaniels driving DUNK (4 PTS) (T. Rozier 1 AST),"[1629667, 1626179]",1610612766.0,CHA,driving,,,McDaniels,J. McDaniels,,,,,,,,,,1.76,Made,,,,,4.0,T. Rozier,1626179.0,1.0,,,,,
221,PT09M28.00S,2021-12-24T02:43:40.5Z,2,REGULAR,stoppage,other,[],0,,,1610612743,31,34,2021-12-24T02:43:40Z,2160000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT09M19.00S,2021-12-24T02:43:50.6Z,2,REGULAR,turnover,bad pass,[],1630267,,,1610612743,31,34,2021-12-24T02:43:55Z,2170000,,,0,,F. Campazzo bad pass TURNOVER (1 TO),"[1630267, 202330]",1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,,,,,,,,,,,1.0,Hayward,202330.0,,
223,PT09M19.00S,2021-12-24T02:43:50.6Z,2,REGULAR,steal,,[],202330,,,1610612766,31,34,2021-12-24T02:43:52Z,2180000,,,0,,G. Hayward STEAL (1 STL),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,
224,PT09M14.00S,2021-12-24T02:43:54.8Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",202330,25.706307490144546,15.196078431372548,1610612766,31,34,2021-12-24T02:44:03Z,2190000,174.0,189.0,1,left,MISS G. Hayward 25' pullup 3PT,[202330],1610612766.0,CHA,pullup,,,Hayward,G. Hayward,,,,,,,,,,25.7,Missed,,,,,,,,,,,,,
225,PT09M12.00S,2021-12-24T02:43:56.8Z,2,REGULAR,rebound,defensive,[],203210,,,1610612743,31,34,2021-12-24T02:44:03Z,2200000,,,0,,J. Green REBOUND (Off:0 Def:1),[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,224.0,1.0,1.0,0.0,,,,,,,,,
226,PT09M05.00S,2021-12-24T02:44:04.7Z,2,REGULAR,3pt,Jump Shot,[],203210,67.7562417871222,46.07843137254902,1610612743,34,34,2021-12-24T02:44:12Z,2210000,-20.0,251.0,1,right,J. Green 25' 3PT  (8 PTS) (A. Rivers 1 AST),"[203210, 203085]",1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,25.14,Made,,,,,8.0,A. Rivers,203085.0,1.0,,,,,
228,PT08M49.00S,2021-12-24T02:44:20.0Z,2,REGULAR,3pt,Jump Shot,[],1626179,14.799605781865965,95.58823529411765,1610612766,34,37,2021-12-24T02:44:26Z,2230000,-228.0,87.0,1,left,T. Rozier 24' 3PT  (8 PTS) (P. Washington 1 AST),"[1626179, 1629023]",1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,24.38,Made,,,,,8.0,P. Washington,1629023.0,1.0,,,,,
230,PT08M33.00S,2021-12-24T02:44:35.5Z,2,REGULAR,turnover,bad pass,[],203210,,,1610612743,34,37,2021-12-24T02:44:40Z,2250000,,,0,,J. Green bad pass TURNOVER (1 TO),"[203210, 1630163]",1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,1.0,Ball,1630163.0,,
231,PT08M33.00S,2021-12-24T02:44:35.5Z,2,REGULAR,steal,,[],1630163,,,1610612766,34,37,2021-12-24T02:44:37Z,2260000,,,0,,L. Ball STEAL (4 STL),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,
232,PT08M29.00S,2021-12-24T02:44:40.1Z,2,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1626179,5.863994743758213,95.83333333333334,1610612766,34,37,2021-12-24T03:09:13Z,2270000,-229.0,3.0,1,left,MISS T. Rozier running 3PT,[1626179],1610612766.0,CHA,running,,,Rozier,T. Rozier,,,,,,,,,,22.92,Missed,,,,,,,,,,,,,
233,PT08M25.00S,2021-12-24T02:44:44.1Z,2,REGULAR,rebound,defensive,[],203085,,,1610612743,34,37,2021-12-24T02:44:47Z,2280000,,,0,,A. Rivers REBOUND (Off:0 Def:3),[203085],1610612743.0,DEN,,,,Rivers,A. Rivers,,,,,,,,,,,,232.0,3.0,3.0,0.0,,,,,,,,,
234,PT08M21.00S,2021-12-24T02:44:47.7Z,2,REGULAR,3pt,Jump Shot,[],1628427,93.64323258869908,4.166666666666666,1610612743,37,37,2021-12-24T03:09:53Z,2290000,-229.0,7.0,1,right,V. Cancar 3PT running (5 PTS) (B. Hyland 3 AST),"[1628427, 1630538]",1610612743.0,DEN,running,,,Cancar,V. Cancar,,,,,,,,,,22.93,Made,,,,,5.0,B. Hyland,1630538.0,3.0,,,,,
236,PT08M13.00S,2021-12-24T02:44:58.6Z,2,REGULAR,foul,personal,['2freethrow'],1628427,,,1610612766,37,37,2021-12-24T02:45:10Z,2310000,,,0,,V. Cancar shooting personal FOUL (1 PF) (Hayward 2 FT),"[1628427, 202330]",1610612743.0,DEN,shooting,,,Cancar,V. Cancar,,,,,202026.0,1.0,0.0,Hayward,202330.0,,,,,,,,,,,,,,,
238,PT08M13.00S,2021-12-24T02:45:27.6Z,2,REGULAR,freethrow,1 of 2,[],202330,,,1610612766,37,38,2021-12-24T02:45:27Z,2330000,,,0,,G. Hayward Free Throw 1 of 2 (5 PTS),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,Made,,,,,5.0,,,,,,,,
239,PT08M13.00S,2021-12-24T02:45:28.8Z,2,REGULAR,substitution,out,[],203210,,,1610612766,37,38,2021-12-24T02:45:34Z,2340000,,,0,,SUB out: J. Green,[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
240,PT08M13.00S,2021-12-24T02:45:28.8Z,2,REGULAR,substitution,out,[],1629023,,,1610612766,37,38,2021-12-24T02:45:34Z,2350000,,,0,,SUB out: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,
241,PT08M13.00S,2021-12-24T02:45:28.8Z,2,REGULAR,substitution,in,[],203999,,,1610612766,37,38,2021-12-24T02:45:34Z,2360000,,,0,,SUB in: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,
242,PT08M13.00S,2021-12-24T02:45:28.8Z,2,REGULAR,substitution,in,[],203486,,,1610612766,37,38,2021-12-24T02:45:34Z,2370000,,,0,,SUB in: M. Plumlee,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,
243,PT08M13.00S,2021-12-24T02:45:49.7Z,2,REGULAR,freethrow,2 of 2,[],202330,,,1610612766,37,39,2021-12-24T02:45:49Z,2380000,,,0,,G. Hayward Free Throw 2 of 2 (6 PTS),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,Made,,,,,6.0,,,,,,,,
244,PT08M01.00S,2021-12-24T02:46:02.9Z,2,REGULAR,3pt,Jump Shot,[],1630538,72.09264126149803,21.07843137254902,1610612743,37,39,2021-12-24T02:46:08Z,2390000,-145.0,210.0,1,right,MISS B. Hyland 25' 3PT,[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,,,25.48,Missed,,,,,,,,,,,,,
245,PT07M58.00S,2021-12-24T02:46:05.9Z,2,REGULAR,rebound,offensive,[],1628427,,,1610612743,37,39,2021-12-24T02:46:08Z,2400000,,,0,,V. Cancar REBOUND (Off:1 Def:2),[1628427],1610612743.0,DEN,,,,Cancar,V. Cancar,,,,,,,,,,,,244.0,3.0,2.0,1.0,,,,,,,,,
246,PT07M55.00S,2021-12-24T02:46:08.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],203085,68.01905387647832,46.81372549019608,1610612743,37,39,2021-12-24T02:46:15Z,2410000,-16.0,248.0,1,right,MISS A. Rivers 24' 3PT,[203085],1610612743.0,DEN,,,,Rivers,A. Rivers,,,,,,,,,,24.86,Missed,,,,,,,,,,,,,
247,PT07M51.00S,2021-12-24T02:46:12.7Z,2,REGULAR,rebound,defensive,[],1630163,,,1610612766,37,39,2021-12-24T02:46:15Z,2420000,,,0,,L. Ball REBOUND (Off:0 Def:3),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,246.0,3.0,3.0,0.0,,,,,,,,,
248,PT07M38.00S,2021-12-24T02:46:24.8Z,2,REGULAR,3pt,Jump Shot,[],1626179,27.283180026281208,80.63725490196079,1610612766,37,39,2021-12-24T02:46:30Z,2430000,-153.0,204.0,1,left,MISS T. Rozier 25' 3PT,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,25.51,Missed,,,,,,,,,,,,,
249,PT07M35.00S,2021-12-24T02:46:27.8Z,2,REGULAR,rebound,offensive,[],203486,,,1610612766,37,39,2021-12-24T02:46:30Z,2440000,,,0,,M. Plumlee REBOUND (Off:2 Def:3),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,248.0,5.0,3.0,2.0,,,,,,,,,
250,PT07M34.00S,2021-12-24T02:46:31.3Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1626179,32.276609724047304,55.14705882352941,1610612766,37,39,2021-12-24T03:12:04Z,2450000,-26.0,251.0,1,left,MISS T. Rozier 25' 3PT - blocked,"[1626179, 1630267]",1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,25.22,Missed,,,,,,,,,,,,Campazzo,1630267.0
251,PT07M34.00S,2021-12-24T02:46:31.3Z,2,REGULAR,block,,[],1630267,,,1610612766,37,39,2021-12-24T02:46:33Z,2460000,,,0,,F. Campazzo BLOCK (1 BLK),[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,,,,,,,,,,,,,,,
252,PT07M34.00S,2021-12-24T02:46:31.3Z,2,REGULAR,rebound,offensive,[],1626179,,,1610612766,37,39,2021-12-24T03:12:04Z,2470000,,,0,,T. Rozier REBOUND (Off:1 Def:1),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,250.0,2.0,1.0,1.0,,,,,,,,,
253,PT07M31.00S,2021-12-24T02:46:40.1Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1629667,6.652431011826544,49.50980392156863,1610612766,37,41,2021-12-24T03:10:12Z,2480000,2.0,10.0,1,left,J. McDaniels alley-oop DUNK (6 PTS) (T. Rozier 2 AST),"[1629667, 1626179]",1610612766.0,CHA,alley-oop,,,McDaniels,J. McDaniels,,,,,,,,,,1.03,Made,,,,,6.0,T. Rozier,1626179.0,2.0,,,,,
255,PT07M12.00S,2021-12-24T02:46:50.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203085,90.48948751642575,51.225490196078425,1610612743,37,41,2021-12-24T02:46:55Z,2500000,6.0,37.0,1,right,MISS A. Rivers driving Layup,[203085],1610612743.0,DEN,driving,,,Rivers,A. Rivers,,,,,,,,,,3.74,Missed,,,,,,,,,,,,,
256,PT07M10.00S,2021-12-24T02:46:52.3Z,2,REGULAR,rebound,defensive,[],1626179,,,1610612766,37,41,2021-12-24T02:46:55Z,2510000,,,0,,T. Rozier REBOUND (Off:1 Def:2),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,255.0,3.0,2.0,1.0,,,,,,,,,
257,PT07M06.00S,2021-12-24T02:46:56.4Z,2,REGULAR,3pt,Jump Shot,[],202330,8.229303547963205,3.431372549019608,1610612766,37,41,2021-12-24T02:47:01Z,2520000,233.0,25.0,1,left,MISS G. Hayward 3PT,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,23.41,Missed,,,,,,,,,,,,,
258,PT07M04.00S,2021-12-24T02:46:58.4Z,2,REGULAR,rebound,defensive,[],1630538,,,1610612743,37,41,2021-12-24T02:47:01Z,2530000,,,0,,B. Hyland REBOUND (Off:0 Def:1),[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,,,,,257.0,1.0,1.0,0.0,,,,,,,,,
259,PT06M57.00S,2021-12-24T02:47:06.4Z,2,REGULAR,3pt,Jump Shot,[],1630538,67.49342969776609,62.254901960784316,1610612743,40,41,2021-12-24T02:47:17Z,2540000,61.0,253.0,1,right,B. Hyland 26' 3PT step back (3 PTS),[1630538],1610612743.0,DEN,step back,,,Hyland,B. Hyland,,,,,,,,,,26.04,Made,,,,,3.0,,,,,,,,
260,PT06M57.00S,2021-12-24T02:47:15.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,40,41,2021-12-24T02:47:15Z,2550000,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT06M57.00S,2021-12-24T02:49:36.6Z,2,REGULAR,substitution,out,[],1630538,,,1610612766,40,41,2021-12-24T02:49:57Z,2560000,,,0,,SUB out: B. Hyland,[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,,,,,,,,
262,PT06M57.00S,2021-12-24T02:49:36.6Z,2,REGULAR,substitution,out,[],203085,,,1610612766,40,41,2021-12-24T02:49:57Z,2570000,,,0,,SUB out: A. Rivers,[203085],1610612743.0,DEN,,,,Rivers,A. Rivers,,,,,,,,,,,,,,,,,,,,,,,,
263,PT06M57.00S,2021-12-24T02:49:36.6Z,2,REGULAR,substitution,out,[],1628427,,,1610612766,40,41,2021-12-24T02:49:57Z,2580000,,,0,,SUB out: V. Cancar,[1628427],1610612743.0,DEN,,,,Cancar,V. Cancar,,,,,,,,,,,,,,,,,,,,,,,,
264,PT06M57.00S,2021-12-24T02:49:36.6Z,2,REGULAR,substitution,out,[],202330,,,1610612766,40,41,2021-12-24T02:49:57Z,2590000,,,0,,SUB out: G. Hayward,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,
265,PT06M57.00S,2021-12-24T02:49:36.6Z,2,REGULAR,substitution,in,[],1628420,,,1610612766,40,41,2021-12-24T02:49:57Z,2600000,,,0,,SUB in: M. Morris,[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,
266,PT06M57.00S,2021-12-24T02:49:36.6Z,2,REGULAR,substitution,in,[],201145,,,1610612766,40,41,2021-12-24T02:49:57Z,2610000,,,0,,SUB in: J. Green,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
267,PT06M57.00S,2021-12-24T02:49:36.6Z,2,REGULAR,substitution,in,[],203115,,,1610612766,40,41,2021-12-24T02:49:57Z,2620000,,,0,,SUB in: W. Barton,[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,,,,,,,,,,,,,,
268,PT06M57.00S,2021-12-24T02:49:36.6Z,2,REGULAR,substitution,in,[],1626162,,,1610612766,40,41,2021-12-24T02:49:57Z,2630000,,,0,,SUB in: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,
269,PT06M44.00S,2021-12-24T02:50:16.1Z,2,REGULAR,foul,personal,['2freethrow'],1628420,,,1610612766,40,41,2021-12-24T02:50:24Z,2640000,,,0,,M. Morris shooting personal FOUL (1 PF) (Ball 2 FT),"[1628420, 1630163]",1610612743.0,DEN,shooting,,,Morris,M. Morris,,,,,202049.0,1.0,0.0,Ball,1630163.0,,,,,,,,,,,,,,,
271,PT06M44.00S,2021-12-24T02:50:42.8Z,2,REGULAR,freethrow,1 of 2,[],1630163,,,1610612766,40,42,2021-12-24T02:50:42Z,2660000,,,0,,L. Ball Free Throw 1 of 2 (6 PTS),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,Made,,,,,6.0,,,,,,,,
272,PT06M44.00S,2021-12-24T02:50:58.2Z,2,REGULAR,freethrow,2 of 2,[],1630163,,,1610612766,40,43,2021-12-24T02:50:58Z,2670000,,,0,,L. Ball Free Throw 2 of 2 (7 PTS),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,Made,,,,,7.0,,,,,,,,
