actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
448,PT05M18.00S,2021-12-24T03:33:39.4Z,3,REGULAR,foul,personal,['3freethrow'],201145,,,1610612766,80,63,2021-12-24T03:33:58Z,4380000,,,0,,J. Green shooting personal FOUL (4 PF) (Ball 3 FT),"[201145, 1630163]",1610612743.0,DEN,shooting,,,Green,J. Green,,,,,202049.0,4.0,0.0,Ball,1630163.0,,,,,,,,,,,,,,,
450,PT05M18.00S,2021-12-24T03:34:10.7Z,3,REGULAR,freethrow,1 of 3,[],1630163,,,1610612766,80,64,2021-12-24T03:34:10Z,4400000,,,0,,L. Ball Free Throw 1 of 3 (12 PTS),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,Made,,,,,12.0,,,,,,,,
451,PT05M18.00S,2021-12-24T03:34:28.2Z,3,REGULAR,freethrow,2 of 3,[],1630163,,,1610612766,80,65,2021-12-24T03:34:28Z,4410000,,,0,,L. Ball Free Throw 2 of 3 (13 PTS),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,Made,,,,,13.0,,,,,,,,
452,PT05M18.00S,2021-12-24T03:34:41.8Z,3,REGULAR,freethrow,3 of 3,[],1630163,,,1610612766,80,66,2021-12-24T03:34:41Z,4420000,,,0,,L. Ball Free Throw 3 of 3 (14 PTS),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,Made,,,,,14.0,,,,,,,,
453,PT04M59.00S,2021-12-24T03:35:03.1Z,3,REGULAR,3pt,Jump Shot,[],203999,34.247700394218136,55.88235294117647,1610612743,83,66,2021-12-24T03:35:08Z,4430000,-29.0,269.0,1,left,N. Jokic 27' 3PT  (21 PTS) (M. Morris 3 AST),"[203999, 1628420]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,27.1,Made,,,,,21.0,M. Morris,1628420.0,3.0,,,,,
455,PT04M46.00S,2021-12-24T03:35:15.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630163,88.64980289093299,50.98039215686274,1610612766,83,68,2021-12-24T03:35:21Z,4450000,5.0,54.0,1,right,L. Ball driving floating Jump Shot (16 PTS) (M. Bridges 2 AST),"[1630163, 1628970]",1610612766.0,CHA,driving floating,,,Ball,L. Ball,,,,,,,,,,5.44,Made,,,,,16.0,M. Bridges,1628970.0,2.0,,,,,
457,PT04M33.00S,2021-12-24T03:35:28.3Z,3,REGULAR,turnover,bad pass,[],203999,,,1610612743,83,68,2021-12-24T03:37:22Z,4470000,,,0,,N. Jokic bad pass TURNOVER (5 TO),"[203999, 1626162]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,5.0,Oubre Jr.,1626162.0,,
458,PT04M33.00S,2021-12-24T03:35:28.3Z,3,REGULAR,steal,,[],1626162,,,1610612766,83,68,2021-12-24T03:35:30Z,4480000,,,0,,K. Oubre Jr. STEAL (1 STL),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,
459,PT04M22.00S,2021-12-24T03:35:40.3Z,3,REGULAR,turnover,bad pass,[],1630163,,,1610612766,83,68,2021-12-24T03:38:08Z,4490000,,,0,,L. Ball bad pass TURNOVER (2 TO),"[1630163, 203115]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,2.0,Barton,203115.0,,
460,PT04M22.00S,2021-12-24T03:35:40.3Z,3,REGULAR,steal,,[],203115,,,1610612743,83,68,2021-12-24T03:35:45Z,4500000,,,0,,W. Barton STEAL (1 STL),[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,,,,,,,,,,,,,,
461,PT04M21.00S,2021-12-24T03:35:46.5Z,3,REGULAR,foul,personal,[],1630163,,,1610612743,83,68,2021-12-24T06:20:00Z,4510000,,,0,,L. Ball take personal FOUL (3 PF),"[1630163, 203115]",1610612766.0,CHA,take,,,Ball,L. Ball,,,,,202026.0,3.0,0.0,Barton,203115.0,,,,,,,,,,,,,,,
463,PT04M21.00S,2021-12-24T03:35:58.2Z,3,REGULAR,substitution,out,[],1628420,,,1610612743,83,68,2021-12-24T03:36:10Z,4530000,,,0,,SUB out: M. Morris,[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,
464,PT04M21.00S,2021-12-24T03:35:58.2Z,3,REGULAR,substitution,out,[],201145,,,1610612743,83,68,2021-12-24T03:36:10Z,4540000,,,0,,SUB out: J. Green,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
465,PT04M21.00S,2021-12-24T03:35:58.2Z,3,REGULAR,substitution,out,[],1626179,,,1610612743,83,68,2021-12-24T03:36:10Z,4550000,,,0,,SUB out: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,
466,PT04M21.00S,2021-12-24T03:35:58.2Z,3,REGULAR,substitution,in,[],1630267,,,1610612743,83,68,2021-12-24T03:36:10Z,4560000,,,0,,SUB in: F. Campazzo,[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,,,,,,,,,,,,,,,
467,PT04M21.00S,2021-12-24T03:35:58.2Z,3,REGULAR,substitution,in,[],1630192,,,1610612743,83,68,2021-12-24T03:36:10Z,4570000,,,0,,SUB in: Z. Nnaji,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,,,,,,,,
468,PT04M21.00S,2021-12-24T03:35:58.2Z,3,REGULAR,substitution,in,[],1629667,,,1610612743,83,68,2021-12-24T03:36:10Z,4580000,,,0,,SUB in: J. McDaniels,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,
469,PT04M12.00S,2021-12-24T03:36:17.2Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203999,12.565703022339028,52.94117647058824,1610612743,85,68,2021-12-24T03:36:30Z,4590000,-15.0,66.0,1,left,N. Jokic 6' floating Jump Shot (23 PTS) (F. Campazzo 4 AST),"[203999, 1630267]",1610612743.0,DEN,floating,,,Jokic,N. Jokic,,,,,,,,,,6.72,Made,,,,,23.0,F. Campazzo,1630267.0,4.0,,,,,
471,PT04M00.00S,2021-12-24T03:36:29.0Z,3,REGULAR,3pt,Jump Shot,[],1626162,72.7496714848883,22.058823529411764,1610612766,85,71,2021-12-24T03:36:35Z,4610000,-140.0,204.0,1,right,K. Oubre Jr. 24' 3PT  (9 PTS) (M. Bridges 3 AST),"[1626162, 1628970]",1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,24.7,Made,,,,,9.0,M. Bridges,1628970.0,3.0,,,,,
473,PT03M37.00S,2021-12-24T03:36:51.7Z,3,REGULAR,3pt,Jump Shot,[],203115,29.25427069645204,74.26470588235294,1610612743,88,71,2021-12-24T03:37:00Z,4630000,-121.0,222.0,1,left,W. Barton 25' 3PT  (8 PTS) (N. Jokic 5 AST),"[203115, 203999]",1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,25.34,Made,,,,,8.0,N. Jokic,203999.0,5.0,,,,,
475,PT03M26.00S,2021-12-24T03:37:03.4Z,3,REGULAR,foul,offensive,[],1630163,,,1610612766,88,71,2021-12-24T03:37:24Z,4650000,,,0,,L. Ball charge offensive FOUL (4 PF),"[1630163, 203999]",1610612766.0,CHA,charge,,,Ball,L. Ball,,,,,1628159.0,4.0,0.0,Jokic,203999.0,,,,,,,,,,,,,,,
477,PT03M26.00S,2021-12-24T03:37:03.4Z,3,REGULAR,turnover,offensive foul,[],1630163,,,1610612766,88,71,2021-12-24T03:37:03Z,4670000,,,0,,L. Ball offensive foul TURNOVER (3 TO),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,1628159.0,,,,,,,,,,,,,,,3.0,,,,
478,PT03M13.00S,2021-12-24T03:37:33.3Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],203115,22.552562417871222,56.61764705882353,1610612743,90,71,2021-12-24T03:37:42Z,4680000,-33.0,159.0,1,left,W. Barton 16' step back Jump Shot (10 PTS),[203115],1610612743.0,DEN,step back,,,Barton,W. Barton,,,,,,,,,,16.29,Made,,,,,10.0,,,,,,,,
479,PT03M12.00S,2021-12-24T03:37:38.5Z,3,REGULAR,timeout,full,['team'],0,,,1610612766,90,71,2021-12-24T03:37:38Z,4690000,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,PT03M12.00S,2021-12-24T03:39:33.3Z,3,REGULAR,substitution,out,[],203486,,,1610612766,90,71,2021-12-24T03:40:15Z,4700000,,,0,,SUB out: M. Plumlee,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,
481,PT03M12.00S,2021-12-24T03:39:33.3Z,3,REGULAR,substitution,in,[],1629023,,,1610612766,90,71,2021-12-24T03:40:15Z,4710000,,,0,,SUB in: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,
482,PT02M48.00S,2021-12-24T03:40:53.0Z,3,REGULAR,foul,personal,[],1630267,,,1610612766,90,71,2021-12-24T03:41:03Z,4720000,,,0,,F. Campazzo personal FOUL (2 PF),"[1630267, 1629667]",1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,202049.0,2.0,1.0,McDaniels,1629667.0,,,,,,,,,,,,,,,
484,PT02M48.00S,2021-12-24T03:41:04.6Z,3,REGULAR,substitution,out,[],1630163,,,1610612766,90,71,2021-12-24T03:41:09Z,4740000,,,0,,SUB out: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,
485,PT02M48.00S,2021-12-24T03:41:04.6Z,3,REGULAR,substitution,in,[],202397,,,1610612766,90,71,2021-12-24T03:41:09Z,4750000,,,0,,SUB in: I. Smith,[202397],1610612766.0,CHA,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,
486,PT02M36.00S,2021-12-24T03:41:28.4Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1628970,90.3580814717477,46.32352941176471,1610612766,90,71,2021-12-24T03:41:38Z,4760000,-18.0,38.0,1,right,MISS M. Bridges driving Hook,[1628970],1610612766.0,CHA,driving,,,Bridges,M. Bridges,,,,,,,,,,4.23,Missed,,,,,,,,,,,,,
487,PT02M34.00S,2021-12-24T03:41:30.4Z,3,REGULAR,rebound,defensive,[],203999,,,1610612743,90,71,2021-12-24T03:41:38Z,4770000,,,0,,N. Jokic REBOUND (Off:6 Def:14),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,486.0,20.0,14.0,6.0,,,,,,,,,
525,PT02M31.00S,2021-12-24T03:41:32.7Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630192,9.247700394218143,48.529411764705884,1610612743,90,71,2021-12-24T03:48:26Z,4775000,7.0,34.0,1,left,MISS Z. Nnaji running Layup - blocked,"[1630192, 1629023]",1610612743.0,DEN,running,,,Nnaji,Z. Nnaji,,,,,,,,,,3.52,Missed,,,,,,,,,,,,Washington,1629023.0
526,PT02M31.00S,2021-12-24T03:41:32.7Z,3,REGULAR,block,,[],1629023,,,1610612743,90,71,2021-12-24T03:47:50Z,4777500,,,0,,P. Washington BLOCK (1 BLK),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,
527,PT02M31.00S,2021-12-24T03:41:32.7Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612743,90,71,2021-12-24T03:47:50Z,4778750,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,525.0,,,,,,,,,,,,
488,PT02M31.00S,2021-12-24T03:41:37.1Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612743,90,71,2021-12-24T03:41:37Z,4780000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,PT02M31.00S,2021-12-24T03:41:46.9Z,3,REGULAR,substitution,out,[],1628970,,,1610612743,90,71,2021-12-24T03:41:55Z,4790000,,,0,,SUB out: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,
490,PT02M31.00S,2021-12-24T03:41:46.9Z,3,REGULAR,substitution,in,[],202330,,,1610612743,90,71,2021-12-24T03:41:55Z,4800000,,,0,,SUB in: G. Hayward,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,
491,PT02M29.00S,2021-12-24T03:42:00.8Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],203115,7.30946123521682,3.1862745098039214,1610612743,90,71,2021-12-24T03:47:50Z,4810000,234.0,16.0,1,left,MISS W. Barton 3PT - blocked,"[203115, 1626162]",1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,23.47,Missed,,,,,,,,,,,,Oubre Jr.,1626162.0
492,PT02M29.00S,2021-12-24T03:42:00.8Z,3,REGULAR,block,,[],1626162,,,1610612743,90,71,2021-12-24T03:42:05Z,4820000,,,0,,K. Oubre Jr. BLOCK (1 BLK),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,
493,PT02M29.00S,2021-12-24T03:42:00.8Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612743,90,71,2021-12-24T03:45:39Z,4830000,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,491.0,,,,,,,,,,,,
495,PT02M29.00S,2021-12-24T03:42:20.2Z,3,REGULAR,foul,personal,[],1629023,,,1610612743,90,71,2021-12-24T03:45:39Z,4850000,,,0,,P. Washington loose ball personal FOUL (1 PF),"[1629023, 1630267]",1610612766.0,CHA,loose ball,,,Washington,P. Washington,,,,,202049.0,1.0,0.0,Campazzo,1630267.0,,,,,,,,,,,,,,,
498,PT02M18.00S,2021-12-24T03:42:39.3Z,3,REGULAR,turnover,out-of-bounds,[],203085,,,1610612743,90,71,2021-12-24T03:42:49Z,4880000,,,0,,A. Rivers lost ball out-of-bounds TURNOVER (1 TO),[203085],1610612743.0,DEN,lost ball,,,Rivers,A. Rivers,,,,,202049.0,,,,,,,,,,,,,,,1.0,,,,
499,PT01M56.00S,2021-12-24T03:43:04.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629667,92.19776609724047,50.98039215686274,1610612766,90,73,2021-12-24T03:43:10Z,4890000,5.0,21.0,1,right,J. McDaniels Layup (8 PTS) (I. Smith 1 AST),"[1629667, 202397]",1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,2.14,Made,,,,,8.0,I. Smith,202397.0,1.0,,,,,
501,PT01M39.00S,2021-12-24T03:43:23.6Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626162,,,1610612743,90,73,2021-12-24T03:43:34Z,4910000,,,0,,K. Oubre Jr. shooting personal FOUL (3 PF) (Nnaji 2 FT),"[1626162, 1630192]",1610612766.0,CHA,shooting,,,Oubre Jr.,K. Oubre Jr.,,,,,1628159.0,3.0,0.0,Nnaji,1630192.0,,,,,,,,,,,,,,,
503,PT01M39.00S,2021-12-24T03:43:54.7Z,3,REGULAR,freethrow,1 of 2,[],1630192,,,1610612743,91,73,2021-12-24T03:43:54Z,4930000,,,0,,Z. Nnaji Free Throw 1 of 2 (5 PTS),[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,Made,,,,,5.0,,,,,,,,
504,PT01M39.00S,2021-12-24T03:43:55.6Z,3,REGULAR,substitution,out,[],203999,,,1610612743,91,73,2021-12-24T03:43:58Z,4940000,,,0,,SUB out: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,
505,PT01M39.00S,2021-12-24T03:43:55.6Z,3,REGULAR,substitution,in,[],203210,,,1610612743,91,73,2021-12-24T03:43:58Z,4950000,,,0,,SUB in: J. Green,[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
506,PT01M39.00S,2021-12-24T03:44:15.0Z,3,REGULAR,freethrow,2 of 2,[],1630192,,,1610612743,92,73,2021-12-24T03:44:15Z,4960000,,,0,,Z. Nnaji Free Throw 2 of 2 (6 PTS),[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,Made,,,,,6.0,,,,,,,,
507,PT01M23.00S,2021-12-24T03:44:31.6Z,3,REGULAR,2pt,Jump Shot,[],202397,87.20433639947439,69.6078431372549,1610612766,92,75,2021-12-24T03:44:39Z,4970000,98.0,68.0,1,right,I. Smith 11' step back Jump Shot (2 PTS) (J. McDaniels 1 AST),"[202397, 1629667]",1610612766.0,CHA,step back,,,Smith,I. Smith,,,,,,,,,,11.92,Made,,,,,2.0,J. McDaniels,1629667.0,1.0,,,,,
509,PT01M01.00S,2021-12-24T03:44:53.9Z,3,REGULAR,3pt,Jump Shot,[],1630267,23.340998685939553,11.519607843137255,1610612743,92,75,2021-12-24T03:44:58Z,4990000,192.0,167.0,1,left,MISS F. Campazzo 25' 3PT,[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,25.47,Missed,,,,,,,,,,,,,
510,PT00M59.50S,2021-12-24T03:44:55.4Z,3,REGULAR,rebound,defensive,[],1629667,,,1610612766,92,75,2021-12-24T03:44:58Z,5000000,,,0,,J. McDaniels REBOUND (Off:1 Def:1),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,509.0,2.0,1.0,1.0,,,,,,,,,
511,PT00M52.90S,2021-12-24T03:45:02.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629667,92.06636005256242,52.94117647058824,1610612766,92,75,2021-12-24T03:45:11Z,5010000,15.0,22.0,1,right,MISS J. McDaniels driving finger roll Layup,[1629667],1610612766.0,CHA,driving finger roll,,,McDaniels,J. McDaniels,,,,,,,,,,2.65,Missed,,,,,,,,,,,,,
512,PT00M50.80S,2021-12-24T03:45:04.8Z,3,REGULAR,rebound,defensive,[],203210,,,1610612743,92,75,2021-12-24T03:45:11Z,5020000,,,0,,J. Green REBOUND (Off:0 Def:2),[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,511.0,2.0,2.0,0.0,,,,,,,,,
513,PT00M47.10S,2021-12-24T03:45:10.2Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629023,,,1610612743,92,75,2021-12-24T03:45:24Z,5030000,,,0,,P. Washington shooting personal FOUL (2 PF) (Green 2 FT),"[1629023, 203210]",1610612766.0,CHA,shooting,,,Washington,P. Washington,,,,,202026.0,2.0,0.0,Green,203210.0,,,,,,,,,,,,,,,
515,PT00M47.10S,2021-12-24T03:45:33.8Z,3,REGULAR,freethrow,1 of 2,[],203210,,,1610612743,93,75,2021-12-24T03:45:33Z,5050000,,,0,,J. Green Free Throw 1 of 2 (9 PTS),[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,Made,,,,,9.0,,,,,,,,
516,PT00M47.10S,2021-12-24T03:45:50.0Z,3,REGULAR,freethrow,2 of 2,[],203210,,,1610612743,94,75,2021-12-24T03:45:50Z,5060000,,,0,,J. Green Free Throw 2 of 2 (10 PTS),[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,Made,,,,,10.0,,,,,,,,
517,PT00M36.70S,2021-12-24T03:46:00.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202397,91.5407358738502,47.30392156862745,1610612766,94,77,2021-12-24T03:46:08Z,5070000,-13.0,27.0,1,right,I. Smith driving reverse Layup (4 PTS),[202397],1610612766.0,CHA,driving reverse,,,Smith,I. Smith,,,,,,,,,,3.02,Made,,,,,4.0,,,,,,,,
518,PT00M27.10S,2021-12-24T03:46:13.5Z,3,REGULAR,turnover,traveling,[],203085,,,1610612743,94,77,2021-12-24T03:46:20Z,5080000,,,0,,A. Rivers traveling TURNOVER (2 TO),[203085],1610612743.0,DEN,,,,Rivers,A. Rivers,,,,,202026.0,,,,,,,,,,,,,,,2.0,,,,
519,PT00M27.10S,2021-12-24T03:46:25.9Z,3,REGULAR,violation,delay-of-game,['team'],0,,,1610612766,94,77,2021-12-24T03:46:32Z,5090000,,,0,,TEAM delay-of-game VIOLATION,[],1610612743.0,DEN,,,,,,,,,,202049.0,,,,,,,,,,,,,,,,,,,
520,PT00M04.90S,2021-12-24T03:46:56.8Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",202397,79.97700394218134,44.36274509803921,1610612766,94,77,2021-12-24T03:47:02Z,5100000,-28.0,136.0,1,right,MISS I. Smith 13' pullup Shot,[202397],1610612766.0,CHA,pullup,,,Smith,I. Smith,,,,,,,,,,13.86,Missed,,,,,,,,,,,,,
521,PT00M03.00S,2021-12-24T03:46:58.7Z,3,REGULAR,rebound,defensive,[],203085,,,1610612743,94,77,2021-12-24T03:47:02Z,5110000,,,0,,A. Rivers REBOUND (Off:0 Def:4),[203085],1610612743.0,DEN,,,,Rivers,A. Rivers,,,,,,,,,,,,520.0,4.0,4.0,0.0,,,,,,,,,
522,PT00M00.10S,2021-12-24T03:47:01.9Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1630267,33.327858081471746,21.813725490196077,1610612743,94,77,2021-12-24T03:47:17Z,5120000,141.0,261.0,1,left,MISS F. Campazzo 29' running 3PT,[1630267],1610612743.0,DEN,running,,,Campazzo,F. Campazzo,,,,,,,,,,29.64,Missed,,,,,,,,,,,,,
523,PT00M00.10S,2021-12-24T03:47:01.9Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612743,94,77,2021-12-24T03:47:16Z,5130000,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,522.0,,,,,,,,,,,,
524,PT00M00.00S,2021-12-24T03:47:18.1Z,3,REGULAR,period,end,[],0,,,1610612743,94,77,2021-12-24T03:47:18Z,5140000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,PT12M00.00S,2021-12-24T03:49:06.8Z,4,REGULAR,substitution,out,['startperiod'],203115,,,1610612743,94,77,2021-12-24T03:49:34Z,5150000,,,0,,SUB out: W. Barton,[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,,,,,,,,,,,,,,
529,PT12M00.00S,2021-12-24T03:49:06.8Z,4,REGULAR,substitution,in,['startperiod'],1630538,,,1610612743,94,77,2021-12-24T03:49:34Z,5160000,,,0,,SUB in: B. Hyland,[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,,,,,,,,
530,PT12M00.00S,2021-12-24T03:49:41.8Z,4,REGULAR,period,start,[],0,,,1610612743,94,77,2021-12-24T03:49:41Z,5170000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,PT11M43.00S,2021-12-24T03:49:58.0Z,4,REGULAR,3pt,Jump Shot,[],1630538,5.469776609724048,3.9215686274509802,1610612743,94,77,2021-12-24T03:50:05Z,5180000,230.0,-1.0,1,left,MISS B. Hyland 3PT,[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,,,23.04,Missed,,,,,,,,,,,,,
532,PT11M38.00S,2021-12-24T03:50:03.0Z,4,REGULAR,rebound,defensive,[],1629023,,,1610612766,94,77,2021-12-24T03:50:05Z,5190000,,,0,,P. Washington REBOUND (Off:1 Def:3),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,531.0,4.0,3.0,1.0,,,,,,,,,
533,PT11M23.00S,2021-12-24T03:50:17.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202330,87.20433639947439,58.08823529411765,1610612766,94,77,2021-12-24T03:50:28Z,5200000,40.0,68.0,1,right,MISS G. Hayward 7' Jump Shot,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,7.89,Missed,,,,,,,,,,,,,
534,PT11M21.00S,2021-12-24T03:50:19.9Z,4,REGULAR,rebound,defensive,[],203085,,,1610612743,94,77,2021-12-24T03:50:22Z,5210000,,,0,,A. Rivers REBOUND (Off:0 Def:5),[203085],1610612743.0,DEN,,,,Rivers,A. Rivers,,,,,,,,,,,,533.0,5.0,5.0,0.0,,,,,,,,,
535,PT11M13.00S,2021-12-24T03:50:28.2Z,4,REGULAR,3pt,Jump Shot,[],1630267,21.895532194480946,91.66666666666666,1610612743,94,77,2021-12-24T03:50:33Z,5220000,-208.0,153.0,1,left,MISS F. Campazzo 25' 3PT,[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,25.86,Missed,,,,,,,,,,,,,
536,PT11M10.00S,2021-12-24T03:50:31.2Z,4,REGULAR,rebound,defensive,[],1629023,,,1610612766,94,77,2021-12-24T03:50:33Z,5230000,,,0,,P. Washington REBOUND (Off:1 Def:4),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,535.0,5.0,4.0,1.0,,,,,,,,,
537,PT11M05.00S,2021-12-24T03:50:36.8Z,4,REGULAR,3pt,Jump Shot,[],1626162,71.17279894875165,25.245098039215684,1610612766,94,80,2021-12-24T03:50:46Z,5240000,-124.0,218.0,1,right,K. Oubre Jr. 25' 3PT  (12 PTS) (I. Smith 2 AST),"[1626162, 202397]",1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,25.11,Made,,,,,12.0,I. Smith,202397.0,2.0,,,,,
539,PT10M42.00S,2021-12-24T03:51:02.0Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612743,94,80,2021-12-24T03:51:02Z,5260000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,PT10M36.00S,2021-12-24T03:51:26.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630267,10.5946123521682,62.99019607843137,1610612743,94,80,2021-12-24T03:51:57Z,5270000,-65.0,47.0,1,left,MISS F. Campazzo 8' driving finger roll Layup,[1630267],1610612743.0,DEN,driving finger roll,,,Campazzo,F. Campazzo,,,,,,,,,,8.03,Missed,,,,,,,,,,,,,
541,PT10M35.00S,2021-12-24T03:51:27.2Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612743,94,80,2021-12-24T03:57:56Z,5280000,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,540.0,,,,,,,,,,,,
