actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,shotResult,pointsTotal,area,areaDetail,shotDistance,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
169,PT10M58.00S,2024-11-30T23:39:00.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641723,12.352168199737193,62.33532475490196,1610612737,38,33,2024-11-30T23:39:31Z,1660000,False,-62.0,64.0,1,left,K. Bufkin 8' driving floating Jump Shot (5 PTS),[1641723],1610612737.0,ATL,driving floating,,,Bufkin,K. Bufkin,,,,,,,,Made,5.0,In The Paint (Non-RA),8-16 Left,8.86,,,,,,,,,,,,,,
170,PT10M42.00S,2024-11-30T23:39:16.7Z,2,REGULAR,2pt,Jump Shot,[],203552,77.21747700394218,64.4607843137255,1610612766,38,33,2024-11-30T23:39:57Z,1670000,False,72.0,162.0,1,right,MISS S. Curry 17' pullup Shot,[203552],1610612766.0,CHA,pullup,,,Curry,S. Curry,,,,,,,,Missed,,Mid-Range,16-24 Right Center,17.71,,,,,,,,,,,,,,
171,PT10M40.00S,2024-11-30T23:39:18.7Z,2,REGULAR,rebound,defensive,[],1630552,,,1610612737,38,33,2024-11-30T23:39:57Z,1680000,False,,,0,,J. Johnson REBOUND (Off:0 Def:1),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,Mid-Range,16-24 Right Center,,170.0,1.0,1.0,0.0,,,,,,,,,,
172,PT10M35.00S,2024-11-30T23:39:24.9Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1642258,34.37910643889619,47.549019607843135,1610612737,38,33,2024-11-30T23:40:19Z,1690000,False,12.0,271.0,1,left,MISS Z. Risacher 27' running 3PT,[1642258],1610612737.0,ATL,running,,,Risacher,Z. Risacher,,,,,,,,Missed,,Above the Break 3,24+ Center,27.1,,,,,,,,,,,,,,
173,PT10M33.00S,2024-11-30T23:39:26.9Z,2,REGULAR,rebound,defensive,[],1630208,,,1610612766,38,33,2024-11-30T23:40:19Z,1700000,False,,,0,,N. Richards REBOUND (Off:0 Def:1),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,Above the Break 3,24+ Center,,172.0,1.0,1.0,0.0,,,,,,,,,,
174,PT10M27.00S,2024-11-30T23:39:32.8Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1641733,75.1149802890933,86.76470588235294,1610612766,38,33,2024-11-30T23:40:59Z,1710000,False,184.0,181.0,1,right,MISS N. Smith Jr. 25' running 3PT,[1641733],1610612766.0,CHA,running,,,Smith Jr.,N. Smith Jr.,,,,,,,,Missed,,Above the Break 3,24+ Right Center,25.82,,,,,,,,,,,,,,
175,PT10M25.00S,2024-11-30T23:39:34.8Z,2,REGULAR,rebound,defensive,[],1642258,,,1610612737,38,33,2024-11-30T23:40:59Z,1720000,False,,,0,,Z. Risacher REBOUND (Off:0 Def:1),[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,,,,,,Above the Break 3,24+ Right Center,,174.0,1.0,1.0,0.0,,,,,,,,,,
176,PT10M16.00S,2024-11-30T23:39:42.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642258,14.0604467805519,50.83486519607843,1610612737,38,33,2024-11-30T23:41:51Z,1730000,False,-4.0,80.0,1,left,MISS Z. Risacher 7' driving finger roll Layup,[1642258],1610612737.0,ATL,driving finger roll,,,Risacher,Z. Risacher,,,,,,,,Missed,,In The Paint (Non-RA),0-8 Center,7.98,,,,,,,,,,,,,,
177,PT10M14.00S,2024-11-30T23:39:44.6Z,2,REGULAR,rebound,defensive,[],203552,,,1610612766,38,33,2024-11-30T23:41:43Z,1740000,False,,,0,,S. Curry REBOUND (Off:0 Def:1),[203552],1610612766.0,CHA,,,,Curry,S. Curry,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,176.0,1.0,1.0,0.0,,,,,,,,,,
178,PT09M54.00S,2024-11-30T23:40:05.3Z,2,REGULAR,foul,personal,['2freethrow'],1630552,,,1610612766,38,33,2024-11-30T23:40:14Z,1750000,False,,,0,,J. Johnson shooting personal FOUL (2 PF) (Martin 2 FT),"[1630552, 1628998]",1610612737.0,ATL,shooting,,,Johnson,J. Johnson,,,,,1626300.0,2.0,0.0,,,Mid-Range,16-24 Center,,,,,,,,,,,,Martin,1628998.0,,
180,PT09M54.00S,2024-11-30T23:40:32.6Z,2,REGULAR,freethrow,1 of 2,[],1628998,,,1610612766,39,33,2024-11-30T23:41:00Z,1770000,False,,,0,,C. Martin Free Throw 1 of 2 (5 PTS),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
181,PT09M54.00S,2024-11-30T23:40:33.5Z,2,REGULAR,substitution,out,[],1630208,,,1610612766,39,33,2024-11-30T23:40:46Z,1780000,False,,,0,,SUB out: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT09M54.00S,2024-11-30T23:40:33.5Z,2,REGULAR,substitution,out,[],1630168,,,1610612766,39,33,2024-11-30T23:40:46Z,1790000,False,,,0,,SUB out: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT09M54.00S,2024-11-30T23:40:33.5Z,2,REGULAR,substitution,out,[],1630249,,,1610612766,39,33,2024-11-30T23:40:46Z,1800000,False,,,0,,SUB out: V. Krejčí,[1630249],1610612737.0,ATL,,,,Krejčí,V. Krejčí,,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT09M54.00S,2024-11-30T23:40:33.5Z,2,REGULAR,substitution,in,[],1631217,,,1610612766,39,33,2024-11-30T23:40:46Z,1810000,False,,,0,,SUB in: M. Diabaté,[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT09M54.00S,2024-11-30T23:40:33.5Z,2,REGULAR,substitution,in,[],1629726,,,1610612766,39,33,2024-11-30T23:40:46Z,1820000,False,,,0,,SUB in: G. Mathews,[1629726],1610612737.0,ATL,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT09M54.00S,2024-11-30T23:40:33.5Z,2,REGULAR,substitution,in,[],203991,,,1610612766,39,33,2024-11-30T23:40:46Z,1830000,False,,,0,,SUB in: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT09M54.00S,2024-11-30T23:40:32.6Z,2,REGULAR,freethrow,2 of 2,[],1628998,,,1610612766,39,33,2024-11-30T23:41:00Z,1840000,False,,,0,,MISS C. Martin Free Throw 2 of 2,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
188,PT09M52.00S,2024-11-30T23:40:34.6Z,2,REGULAR,rebound,defensive,[],203991,,,1610612737,39,33,2024-11-30T23:41:00Z,1850000,False,,,0,,C. Capela REBOUND (Off:0 Def:6),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,187.0,6.0,6.0,0.0,,,,,,,,,,
189,PT09M42.00S,2024-11-30T23:41:07.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641723,6.521024967148489,50.245098039215684,1610612737,39,35,2024-11-30T23:41:11Z,1860000,False,-1.0,9.0,1,left,K. Bufkin driving Layup (7 PTS) (Z. Risacher 1 AST),"[1641723, 1642258]",1610612737.0,ATL,driving,,,Bufkin,K. Bufkin,,,,,,,,Made,7.0,Restricted Area,0-8 Center,0.89,,,,,Z. Risacher,1642258.0,1.0,,,,,,,
190,PT09M35.00S,2024-11-30T23:41:16.2Z,2,REGULAR,turnover,traveling,[],203552,,,1610612766,39,35,2024-11-30T23:41:21Z,1870000,False,,,0,,S. Curry traveling TURNOVER (1 TO),[203552],1610612766.0,CHA,,,,Curry,S. Curry,,,,,1626300.0,,,,,Above the Break 3,24+ Center,,,,,,,,,1.0,,,,,,
191,PT09M35.00S,2024-11-30T23:41:19.3Z,2,REGULAR,substitution,out,[],1628998,,,1610612737,39,35,2024-11-30T23:41:23Z,1880000,False,,,0,,SUB out: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT09M35.00S,2024-11-30T23:41:19.3Z,2,REGULAR,substitution,in,[],1642275,,,1610612737,39,35,2024-11-30T23:41:23Z,1890000,False,,,0,,SUB in: T. Salaün,[1642275],1610612766.0,CHA,,,,Salaün,T. Salaün,,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT09M23.00S,2024-11-30T23:41:43.3Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630552,27.808804204993432,80.63725490196079,1610612737,39,35,2024-11-30T23:41:50Z,1900000,False,-153.0,209.0,1,left,MISS J. Johnson 25' 3PT,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,Missed,,Above the Break 3,24+ Left Center,25.91,,,,,,,,,,,,,,
194,PT09M21.00S,2024-11-30T23:41:45.3Z,2,REGULAR,rebound,offensive,[],1642258,,,1610612737,39,35,2024-11-30T23:41:50Z,1910000,False,,,0,,Z. Risacher REBOUND (Off:1 Def:1),[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,,,,,,Above the Break 3,24+ Left Center,,193.0,2.0,1.0,1.0,,,,,,,,,,
195,PT09M21.00S,2024-11-30T23:41:48.9Z,2,REGULAR,turnover,traveling,[],1642258,,,1610612737,39,35,2024-11-30T23:44:27Z,1920000,False,,,0,,Z. Risacher traveling TURNOVER (1 TO),[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,1626300.0,,,,,Above the Break 3,24+ Center,,,,,,,,,1.0,,,,,,
196,PT09M07.00S,2024-11-30T23:42:16.2Z,2,REGULAR,foul,offensive,[],1642275,,,1610612766,39,35,2024-11-30T23:42:33Z,1930000,False,,,0,,T. Salaün charge offensive FOUL (1 PF),"[1642275, 203991]",1610612766.0,CHA,charge,,,Salaün,T. Salaün,,,,,200834.0,1.0,0.0,,,Restricted Area,0-8 Center,,,,,,,,,,,,Capela,203991.0,,
198,PT09M07.00S,2024-11-30T23:42:16.2Z,2,REGULAR,turnover,offensive foul,[],1642275,,,1610612766,39,35,2024-11-30T23:42:16Z,1950000,False,,,0,,T. Salaün offensive foul TURNOVER (1 TO),[1642275],1610612766.0,CHA,,,,Salaün,T. Salaün,,,,,200834.0,,,,,Restricted Area,0-8 Center,,,,,,,,,1.0,,,,,,
199,PT09M07.00S,2024-11-30T23:42:31.9Z,2,REGULAR,substitution,out,[],1641733,,,1610612737,39,35,2024-11-30T23:42:36Z,1960000,False,,,0,,SUB out: N. Smith Jr.,[1641733],1610612766.0,CHA,,,,Smith Jr.,N. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT09M07.00S,2024-11-30T23:42:31.9Z,2,REGULAR,substitution,in,[],1630182,,,1610612737,39,35,2024-11-30T23:42:36Z,1970000,False,,,0,,SUB in: J. Green,[1630182],1610612766.0,CHA,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT08M58.00S,2024-11-30T23:42:55.7Z,2,REGULAR,foul,personal,[],203552,,,1610612737,39,35,2024-11-30T23:43:03Z,1980000,False,,,0,,S. Curry personal FOUL (1 PF),"[203552, 1629726]",1610612766.0,CHA,,,,Curry,S. Curry,,,,,1626300.0,1.0,0.0,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,Mathews,1629726.0,,
203,PT08M47.00S,2024-11-30T23:43:24.6Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630552,8.754927726675426,48.77450980392157,1610612737,39,35,2024-11-30T23:45:17Z,2000000,False,6.0,30.0,1,left,MISS J. Johnson driving floating Shot,[1630552],1610612737.0,ATL,driving floating,,,Johnson,J. Johnson,,,,,,,,Missed,,Restricted Area,0-8 Center,3.04,,,,,,,,,,,,,,
204,PT08M45.00S,2024-11-30T23:43:26.6Z,2,REGULAR,rebound,offensive,[],203991,,,1610612737,39,35,2024-11-30T23:45:17Z,2010000,False,,,0,,C. Capela REBOUND (Off:1 Def:6),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,Restricted Area,0-8 Center,,203.0,7.0,6.0,1.0,,,,,,,,,,
205,PT08M38.00S,2024-11-30T23:43:31.8Z,2,REGULAR,turnover,lost ball,[],1629726,,,1610612737,39,35,2024-11-30T23:46:28Z,2020000,False,,,0,,G. Mathews lost ball TURNOVER (2 TO),"[1629726, 1642275]",1610612737.0,ATL,,,,Mathews,G. Mathews,,,,,,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,2.0,Salaün,1642275.0,,,,
206,PT08M38.00S,2024-11-30T23:43:31.8Z,2,REGULAR,steal,,[],1642275,,,1610612766,39,35,2024-11-30T23:44:40Z,2030000,False,,,0,,T. Salaün STEAL (2 STL),[1642275],1610612766.0,CHA,,,,Salaün,T. Salaün,,,,,,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,
208,PT08M25.00S,2024-11-30T23:43:45.4Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],203995,74.32654402102497,58.82352941176471,1610612766,41,35,2024-11-30T23:47:33Z,2040000,False,44.0,189.0,1,right,V. Micić 19' step back Jump Shot (5 PTS),[203995],1610612766.0,CHA,step back,,,Micić,V. Micić,,,,,,,,Made,5.0,Mid-Range,16-24 Center,19.39,,,,,,,,,,,,,,
209,PT08M19.00S,2024-11-30T23:43:57.7Z,2,REGULAR,foul,personal,[],1630182,,,1610612737,41,35,2024-11-30T23:44:07Z,2050000,False,,,0,,J. Green personal FOUL (1 PF),"[1630182, 1641723]",1610612766.0,CHA,,,,Green,J. Green,,,,,1626300.0,1.0,0.0,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,Bufkin,1641723.0,,
211,PT08M19.00S,2024-11-30T23:44:02.4Z,2,REGULAR,substitution,out,[],203552,,,1610612737,41,35,2024-11-30T23:44:15Z,2070000,False,,,0,,SUB out: S. Curry,[203552],1610612766.0,CHA,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT08M19.00S,2024-11-30T23:44:02.4Z,2,REGULAR,substitution,out,[],1630552,,,1610612737,41,35,2024-11-30T23:44:15Z,2080000,False,,,0,,SUB out: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT08M19.00S,2024-11-30T23:44:02.4Z,2,REGULAR,substitution,out,[],1641723,,,1610612737,41,35,2024-11-30T23:44:15Z,2090000,False,,,0,,SUB out: K. Bufkin,[1641723],1610612737.0,ATL,,,,Bufkin,K. Bufkin,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT08M19.00S,2024-11-30T23:44:02.4Z,2,REGULAR,substitution,in,[],1628998,,,1610612737,41,35,2024-11-30T23:44:15Z,2100000,False,,,0,,SUB in: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT08M19.00S,2024-11-30T23:44:02.4Z,2,REGULAR,substitution,in,[],1630700,,,1610612737,41,35,2024-11-30T23:44:15Z,2110000,False,,,0,,SUB in: D. Daniels,[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT08M19.00S,2024-11-30T23:44:02.4Z,2,REGULAR,substitution,in,[],1629027,,,1610612737,41,35,2024-11-30T23:44:15Z,2120000,False,,,0,,SUB in: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT08M00.00S,2024-11-30T23:44:57.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642258,11.038107752956634,54.55346200980392,1610612737,41,35,2024-11-30T23:48:20Z,2130000,False,-23.0,51.0,1,left,MISS Z. Risacher turnaround fadeaway Shot,[1642258],1610612737.0,ATL,turnaround fadeaway,,,Risacher,Z. Risacher,,,,,,,,Missed,,In The Paint (Non-RA),0-8 Center,5.61,,,,,,,,,,,,,,
218,PT07M58.00S,2024-11-30T23:44:59.8Z,2,REGULAR,rebound,offensive,[],203991,,,1610612737,41,35,2024-11-30T23:48:20Z,2140000,False,,,0,,C. Capela REBOUND (Off:2 Def:6),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,217.0,8.0,6.0,2.0,,,,,,,,,,
219,PT07M57.00S,2024-11-30T23:45:06.5Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203991,5.590000152587891,50.0,1610612737,41,35,2024-11-30T23:48:50Z,2150000,False,0.0,0.0,1,left,MISS C. Capela tip Layup,[203991],1610612737.0,ATL,tip,,,Capela,C. Capela,,,,,,,,Missed,,Restricted Area,0-8 Center,0.0,,,,,,,,,,,,,,
220,PT07M56.00S,2024-11-30T23:45:07.5Z,2,REGULAR,rebound,defensive,[],203995,,,1610612766,41,35,2024-11-30T23:48:50Z,2160000,False,,,0,,V. Micić REBOUND (Off:1 Def:1),[203995],1610612766.0,CHA,,,,Micić,V. Micić,,,,,,,,,,Restricted Area,0-8 Center,,219.0,2.0,1.0,1.0,,,,,,,,,,
221,PT07M39.00S,2024-11-30T23:45:11.6Z,2,REGULAR,3pt,Jump Shot,[],1628998,80.3712220762155,3.431372549019608,1610612766,41,35,2024-11-30T23:49:19Z,2170000,False,-233.0,132.0,1,right,MISS C. Martin 26' 3PT,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,Missed,,Above the Break 3,24+ Left Center,26.76,,,,,,,,,,,,,,
222,PT07M37.00S,2024-11-30T23:45:13.6Z,2,REGULAR,rebound,defensive,[],203991,,,1610612737,41,35,2024-11-30T23:49:19Z,2180000,False,,,0,,C. Capela REBOUND (Off:2 Def:7),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,Above the Break 3,24+ Left Center,,221.0,9.0,7.0,2.0,,,,,,,,,,
224,PT07M20.00S,2024-11-30T23:45:53.0Z,2,REGULAR,turnover,bad pass,[],1629726,,,1610612737,41,35,2024-11-30T23:50:22Z,2200000,False,,,0,,G. Mathews bad pass TURNOVER (3 TO),"[1629726, 1631217]",1610612737.0,ATL,,,,Mathews,G. Mathews,,,,,,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,3.0,Diabaté,1631217.0,,,,
225,PT07M20.00S,2024-11-30T23:45:53.0Z,2,REGULAR,steal,,[],1631217,,,1610612766,41,35,2024-11-30T23:57:06Z,2210000,False,,,0,,M. Diabaté STEAL (2 STL),[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,
226,PT07M02.00S,2024-11-30T23:46:10.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628998,92.19776609724047,45.09803921568628,1610612766,41,35,2024-11-30T23:50:48Z,2220000,False,-25.0,21.0,1,right,MISS C. Martin driving Layup,[1628998],1610612766.0,CHA,driving,,,Martin,C. Martin,,,,,,,,Missed,,Restricted Area,0-8 Center,3.21,,,,,,,,,,,,,,
227,PT07M00.00S,2024-11-30T23:46:12.5Z,2,REGULAR,rebound,defensive,[],1629027,,,1610612737,41,35,2024-11-30T23:50:48Z,2230000,False,,,0,,T. Young REBOUND (Off:0 Def:1),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,Restricted Area,0-8 Center,,226.0,1.0,1.0,0.0,,,,,,,,,,
228,PT06M57.00S,2024-11-30T23:46:18.0Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629726,28.465834428383708,80.3921568627451,1610612737,41,35,2024-11-30T23:51:35Z,2240000,False,-152.0,215.0,1,left,MISS G. Mathews 26' running 3PT,[1629726],1610612737.0,ATL,running,,,Mathews,G. Mathews,,,,,,,,Missed,,Above the Break 3,24+ Left Center,26.34,,,,,,,,,,,,,,
229,PT06M55.00S,2024-11-30T23:46:20.0Z,2,REGULAR,rebound,defensive,[],203995,,,1610612766,41,35,2024-11-30T23:55:48Z,2250000,False,,,0,,V. Micić REBOUND (Off:1 Def:2),[203995],1610612766.0,CHA,,,,Micić,V. Micić,,,,,,,,,,Above the Break 3,24+ Left Center,,228.0,3.0,2.0,1.0,,,,,,,,,,
230,PT06M47.00S,2024-11-30T23:46:27.0Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1642275,61.3173455978975,55.14705882352941,1610612766,41,35,2024-11-30T23:52:39Z,2260000,False,26.0,311.0,1,right,MISS T. Salaün 31' running 3PT,[1642275],1610612766.0,CHA,running,,,Salaün,T. Salaün,,,,,,,,Missed,,Above the Break 3,24+ Center,31.22,,,,,,,,,,,,,,
231,PT06M45.00S,2024-11-30T23:46:29.0Z,2,REGULAR,rebound,defensive,[],1629027,,,1610612737,41,35,2024-11-30T23:52:26Z,2270000,False,,,0,,T. Young REBOUND (Off:0 Def:2),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,Above the Break 3,24+ Center,,230.0,2.0,2.0,0.0,,,,,,,,,,
232,PT06M33.00S,2024-11-30T23:46:41.6Z,2,REGULAR,3pt,Jump Shot,[],1630700,5.075558475689881,3.1862745098039214,1610612737,41,35,2024-11-30T23:53:02Z,2280000,False,234.0,-5.0,1,left,MISS D. Daniels 3PT,[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,Missed,,Right Corner 3,24+ Right,23.41,,,,,,,,,,,,,,
233,PT06M31.00S,2024-11-30T23:46:43.6Z,2,REGULAR,rebound,defensive,[],1642275,,,1610612766,41,35,2024-11-30T23:53:02Z,2290000,False,,,0,,T. Salaün REBOUND (Off:0 Def:1),[1642275],1610612766.0,CHA,,,,Salaün,T. Salaün,,,,,,,,,,Right Corner 3,24+ Right,,232.0,1.0,1.0,0.0,,,,,,,,,,
234,PT06M17.00S,2024-11-30T23:46:55.7Z,2,REGULAR,turnover,out-of-bounds,[],1630182,,,1610612766,41,35,2024-11-30T23:47:03Z,2300000,False,,,0,,J. Green bad pass out-of-bounds TURNOVER (1 TO),[1630182],1610612766.0,CHA,bad pass,,,Green,J. Green,,,,,1628481.0,,,,,Above the Break 3,24+ Left Center,,,,,,,,,1.0,,,,,,
235,PT06M17.00S,2024-11-30T23:47:00.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,41,35,2024-11-30T23:47:00Z,2310000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT06M17.00S,2024-11-30T23:49:12.8Z,2,REGULAR,substitution,out,[],1631217,,,1610612737,41,35,2024-11-30T23:49:40Z,2320000,False,,,0,,SUB out: M. Diabaté,[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT06M17.00S,2024-11-30T23:49:12.8Z,2,REGULAR,substitution,out,[],1628998,,,1610612737,41,35,2024-11-30T23:49:40Z,2330000,False,,,0,,SUB out: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT06M17.00S,2024-11-30T23:49:12.8Z,2,REGULAR,substitution,out,[],1642258,,,1610612737,41,35,2024-11-30T23:49:40Z,2340000,False,,,0,,SUB out: Z. Risacher,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT06M17.00S,2024-11-30T23:49:12.8Z,2,REGULAR,substitution,in,[],1630208,,,1610612737,41,35,2024-11-30T23:49:40Z,2350000,False,,,0,,SUB in: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT06M17.00S,2024-11-30T23:49:12.8Z,2,REGULAR,substitution,in,[],1641706,,,1610612737,41,35,2024-11-30T23:49:40Z,2360000,False,,,0,,SUB in: B. Miller,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT06M17.00S,2024-11-30T23:49:12.8Z,2,REGULAR,substitution,in,[],1629631,,,1610612737,41,35,2024-11-30T23:49:40Z,2370000,False,,,0,,SUB in: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT05M59.00S,2024-11-30T23:50:18.9Z,2,REGULAR,turnover,bad pass,[],1629631,,,1610612737,41,35,2024-11-30T23:56:04Z,2380000,False,,,0,,D. Hunter bad pass TURNOVER (1 TO),"[1629631, 1630208]",1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,1.0,Richards,1630208.0,,,,
243,PT05M59.00S,2024-11-30T23:50:18.9Z,2,REGULAR,steal,,[],1630208,,,1610612766,41,35,2024-11-30T23:50:20Z,2390000,False,,,0,,N. Richards STEAL (1 STL),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,
244,PT05M47.00S,2024-11-30T23:50:32.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630208,92.32917214191852,47.549019607843135,1610612766,41,35,2024-11-30T23:57:09Z,2400000,False,-12.0,20.0,1,right,MISS N. Richards cutting Layup - blocked,"[1630208, 203991]",1610612766.0,CHA,cutting,,,Richards,N. Richards,,,,,,,,Missed,,Restricted Area,0-8 Center,2.31,,,,,,,,,,,,,Capela,203991.0
245,PT05M47.00S,2024-11-30T23:50:32.0Z,2,REGULAR,block,,[],203991,,,1610612766,41,35,2024-11-30T23:50:37Z,2410000,False,,,0,,C. Capela BLOCK (2 BLK),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,
246,PT05M45.00S,2024-11-30T23:50:34.0Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612737,41,35,2024-11-30T23:57:09Z,2420000,False,,,0,,TEAM defensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,,Restricted Area,0-8 Center,,244.0,,,,,,,,,,,,,
248,PT05M39.00S,2024-11-30T23:50:48.4Z,2,REGULAR,3pt,Jump Shot,[],1630700,30.042706964520367,25.245098039215684,1610612737,41,35,2024-11-30T23:57:30Z,2440000,False,124.0,230.0,1,left,MISS D. Daniels 26' pullup 3PT,[1630700],1610612737.0,ATL,pullup,,,Daniels,D. Daniels,,,,,,,,Missed,,Above the Break 3,24+ Right Center,26.11,,,,,,,,,,,,,,
