actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
170,PT10M54.00S,2024-12-12T03:23:14.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630578,6.389618922470433,47.794117647058826,1610612745,26,20,2024-12-12T03:23:21Z,1650000,False,11.0,8.0,1,left,A. Sengun running Layup (8 PTS) (A. Holiday 2 AST),"[1630578, 1628988]",1610612745.0,HOU,running,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,1.34,Made,,,,,,,,,,8.0,,A. Holiday,1628988.0,2.0,,,,
172,PT10M54.00S,2024-12-12T03:23:18.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,26,20,2024-12-12T03:23:18Z,1670000,False,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT10M31.00S,2024-12-12T03:27:11.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203937,84.83902759526939,50.73529411764706,1610612744,26,20,2024-12-12T03:29:00Z,1680000,False,4.0,90.0,1,right,MISS K. Anderson 9' driving bank Shot,[203937],1610612744.0,GSW,driving bank,,,Anderson,K. Anderson,,,,,In The Paint (Non-RA),8-16 Center,9.01,Missed,,,,,,,,,,,,,,,,,,
174,PT10M30.00S,2024-12-12T03:27:12.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612744,26,20,2024-12-12T03:29:00Z,1690000,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,173.0,,,,,,,,,,,,,,,
175,PT10M30.00S,2024-12-12T03:27:17.9Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612744,26,20,2024-12-12T03:27:40Z,1700000,False,,,0,,GSW shot clock Team TURNOVER,[],1610612744.0,GSW,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1628159.0,,,,,,,
176,PT10M14.00S,2024-12-12T03:27:49.0Z,2,REGULAR,foul,personal,['2freethrow'],203110,,,1610612745,26,20,2024-12-12T03:28:11Z,1710000,False,,,0,,D. Green shooting personal FOUL (1 PF) (Sengun 2 FT),"[203110, 1630578]",1610612744.0,GSW,shooting,,,Green,D. Green,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,201638.0,,,,1.0,0.0,Sengun,1630578.0
178,PT10M14.00S,2024-12-12T03:28:23.2Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1630578,,,1610612745,27,20,2024-12-12T03:28:23Z,1730000,False,,,0,,A. Sengun Free Throw 1 of 2 (9 PTS),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,Made,,,,,,,,,,9.0,,,,,,,,
179,PT10M14.00S,2024-12-12T03:28:24.8Z,2,REGULAR,substitution,out,[],203937,,,1610612745,27,20,2024-12-12T03:28:34Z,1740000,False,,,0,,SUB out: K. Anderson,[203937],1610612744.0,GSW,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT10M14.00S,2024-12-12T03:28:24.8Z,2,REGULAR,substitution,in,[],1631218,,,1610612745,27,20,2024-12-12T03:28:34Z,1750000,False,,,0,,SUB in: T. Jackson-Davis,[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT10M14.00S,2024-12-12T03:28:49.1Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1630578,,,1610612745,28,20,2024-12-12T03:28:49Z,1760000,False,,,0,,A. Sengun Free Throw 2 of 2 (10 PTS),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,Made,,,,,,,,,,10.0,,,,,,,,
182,PT10M04.00S,2024-12-12T03:29:01.7Z,2,REGULAR,3pt,Jump Shot,[],201939,71.04139290407359,16.42156862745098,1610612744,28,20,2024-12-12T03:29:44Z,1770000,False,-168.0,220.0,1,right,MISS S. Curry 27' pullup 3PT,[201939],1610612744.0,GSW,pullup,,,Curry,S. Curry,,,,,Above the Break 3,24+ Left Center,27.65,Missed,,,,,,,,,,,,,,,,,,
183,PT10M01.00S,2024-12-12T03:29:04.7Z,2,REGULAR,rebound,defensive,[],1630224,,,1610612745,28,20,2024-12-12T03:29:44Z,1780000,False,,,0,,J. Green REBOUND (Off:0 Def:2),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,,,,,182.0,2.0,2.0,0.0,,,,,,,,,,,,
184,PT10M00.00S,2024-12-12T03:29:51.7Z,2,REGULAR,jumpball,recovered,[],201939,,,1610612745,28,20,2024-12-12T03:30:39Z,1790000,False,,,0,,Jump Ball G. Payton II vs. J. Green: Tip to S. Curry,"[201939, 1627780, 1630224]",1610612744.0,GSW,heldball,S. Curry,201939.0,Curry,S. Curry,Payton II,1627780.0,Green,1630224.0,,,,,,,,,,,,,,,,,,,,,,
187,PT10M00.00S,2024-12-12T03:29:51.7Z,2,REGULAR,turnover,lost ball,[],1630224,,,1610612745,28,20,2024-12-12T03:30:45Z,1825000,False,,,0,,J. Green lost ball TURNOVER (3 TO),"[1630224, 1627780]",1610612745.0,HOU,,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,3.0,Payton II,1627780.0,,,,,,,,,
188,PT10M00.00S,2024-12-12T03:29:51.7Z,2,REGULAR,steal,,[],1627780,,,1610612744,28,20,2024-12-12T03:29:51Z,1832500,False,,,0,,G. Payton II STEAL (1 STL),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
189,PT09M52.00S,2024-12-12T03:29:56.8Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1631218,92.59198423127464,49.01960784313725,1610612744,28,22,2024-12-12T03:30:00Z,1840000,False,-5.0,17.0,1,right,T. Jackson-Davis driving DUNK (2 PTS) (S. Curry 3 AST),"[1631218, 201939]",1610612744.0,GSW,driving,,,Jackson-Davis,T. Jackson-Davis,,,,,Restricted Area,0-8 Center,1.78,Made,,,,,,,,,,2.0,,S. Curry,201939.0,3.0,,,,
191,PT09M41.00S,2024-12-12T03:30:09.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631106,7.5722733245729295,52.20588235294118,1610612745,28,22,2024-12-12T03:31:38Z,1860000,False,-11.0,19.0,1,left,MISS T. Eason driving Layup,[1631106],1610612745.0,HOU,driving,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,2.17,Missed,,,,,,,,,,,,,,,,,,
192,PT09M40.00S,2024-12-12T03:30:10.2Z,2,REGULAR,rebound,defensive,[],1630322,,,1610612744,28,22,2024-12-12T03:31:38Z,1870000,False,,,0,,L. Waters III REBOUND (Off:0 Def:2),[1630322],1610612744.0,GSW,,,,Waters III,L. Waters III,,,,,Restricted Area,0-8 Center,,,,,191.0,2.0,2.0,0.0,,,,,,,,,,,,
193,PT09M33.00S,2024-12-12T03:30:16.3Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",203110,92.46057818659659,51.71568627450981,1610612744,28,24,2024-12-12T03:31:52Z,1880000,False,9.0,18.0,1,right,D. Green running DUNK (2 PTS) (L. Waters III 2 AST),"[203110, 1630322]",1610612744.0,GSW,running,,,Green,D. Green,,,,,Restricted Area,0-8 Center,2.03,Made,,,,,,,,,,2.0,,L. Waters III,1630322.0,2.0,,,,
195,PT09M14.00S,2024-12-12T03:30:33.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628988,16.507884362680684,60.78431372549019,1610612745,30,24,2024-12-12T03:30:39Z,1900000,False,-54.0,103.0,1,left,A. Holiday 11' driving floating Jump Shot (2 PTS) (J. Green 1 AST),"[1628988, 1630224]",1610612745.0,HOU,driving floating,,,Holiday,A. Holiday,,,,,In The Paint (Non-RA),8-16 Center,11.6,Made,,,,,,,,,,2.0,,J. Green,1630224.0,1.0,,,,
197,PT09M01.00S,2024-12-12T03:30:48.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630322,81.68528252299606,47.30392156862745,1610612744,30,24,2024-12-12T03:32:29Z,1920000,False,-13.0,120.0,1,right,MISS L. Waters III 12' driving floating Shot,[1630322],1610612744.0,GSW,driving floating,,,Waters III,L. Waters III,,,,,In The Paint (Non-RA),8-16 Center,12.05,Missed,,,,,,,,,,,,,,,,,,
198,PT09M00.00S,2024-12-12T03:30:49.3Z,2,REGULAR,rebound,defensive,[],1630578,,,1610612745,30,24,2024-12-12T03:32:29Z,1930000,False,,,0,,A. Sengun REBOUND (Off:1 Def:4),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),8-16 Center,,,,,197.0,5.0,4.0,1.0,,,,,,,,,,,,
199,PT08M50.00S,2024-12-12T03:31:00.2Z,2,REGULAR,3pt,Jump Shot,[],1628988,23.73521681997372,12.009803921568627,1610612745,30,24,2024-12-12T03:32:45Z,1940000,False,190.0,171.0,1,left,MISS A. Holiday 25' 3PT,[1628988],1610612745.0,HOU,,,,Holiday,A. Holiday,,,,,Above the Break 3,24+ Right Center,25.54,Missed,,,,,,,,,,,,,,,,,,
200,PT08M47.00S,2024-12-12T03:31:03.2Z,2,REGULAR,rebound,defensive,[],1630322,,,1610612744,30,24,2024-12-12T03:32:45Z,1950000,False,,,0,,L. Waters III REBOUND (Off:0 Def:3),[1630322],1610612744.0,GSW,,,,Waters III,L. Waters III,,,,,Above the Break 3,24+ Right Center,,,,,199.0,3.0,3.0,0.0,,,,,,,,,,,,
201,PT08M45.00S,2024-12-12T03:31:05.7Z,2,REGULAR,turnover,lost ball,[],1630322,,,1610612744,30,24,2024-12-12T03:33:16Z,1960000,False,,,0,,L. Waters III lost ball TURNOVER (1 TO),"[1630322, 1630224]",1610612744.0,GSW,,,,Waters III,L. Waters III,,,,,Mid-Range,8-16 Left,,,,,,,,,1.0,Green,1630224.0,,,,,,,,,
202,PT08M45.00S,2024-12-12T03:31:05.7Z,2,REGULAR,steal,,[],1630224,,,1610612745,30,24,2024-12-12T03:31:08Z,1970000,False,,,0,,J. Green STEAL (2 STL),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
203,PT08M40.00S,2024-12-12T03:31:09.1Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1631106,6.1268068331143235,50.245098039215684,1610612745,32,24,2024-12-12T03:31:26Z,1980000,False,-1.0,5.0,1,left,T. Eason cutting DUNK (4 PTS) (A. Sengun 2 AST),"[1631106, 1630578]",1610612745.0,HOU,cutting,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,0.52,Made,,,,,,,,,,4.0,,A. Sengun,1630578.0,2.0,,,,
205,PT08M22.00S,2024-12-12T03:31:28.3Z,2,REGULAR,3pt,Jump Shot,[],203110,92.72339027595268,4.166666666666666,1610612744,32,24,2024-12-12T03:33:45Z,2000000,False,-229.0,16.0,1,right,MISS D. Green 3PT,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Left Corner 3,24+ Left,22.98,Missed,,,,,,,,,,,,,,,,,,
206,PT08M18.00S,2024-12-12T03:31:32.3Z,2,REGULAR,rebound,offensive,[],201939,,,1610612744,32,24,2024-12-12T03:33:56Z,2010000,False,,,0,,S. Curry REBOUND (Off:1 Def:1),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Left Corner 3,24+ Left,,,,,205.0,2.0,1.0,1.0,,,,,,,,,,,,
207,PT08M13.00S,2024-12-12T03:31:35.5Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],201939,72.22404730617609,82.35294117647058,1610612744,32,24,2024-12-12T03:31:41Z,2020000,False,162.0,209.0,1,right,MISS S. Curry 26' step back 3PT,[201939],1610612744.0,GSW,step back,,,Curry,S. Curry,,,,,Above the Break 3,24+ Right Center,26.4,Missed,,,,,,,,,,,,,,,,,,
208,PT08M11.00S,2024-12-12T03:31:37.5Z,2,REGULAR,rebound,defensive,[],1631106,,,1610612745,32,24,2024-12-12T03:31:48Z,2030000,False,,,0,,T. Eason REBOUND (Off:0 Def:2),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Above the Break 3,24+ Right Center,,,,,207.0,2.0,2.0,0.0,,,,,,,,,,,,
209,PT07M56.00S,2024-12-12T03:31:54.8Z,2,REGULAR,2pt,Jump Shot,[],1641708,8.229303547963205,23.284313725490197,1610612745,32,24,2024-12-12T03:34:32Z,2040000,False,134.0,25.0,1,left,MISS A. Thompson 13' Jump Shot,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Mid-Range,8-16 Right,13.59,Missed,,,,,,,,,,,,,,,,,,
210,PT07M54.00S,2024-12-12T03:31:56.8Z,2,REGULAR,rebound,defensive,[],1627780,,,1610612744,32,24,2024-12-12T03:34:32Z,2050000,False,,,0,,G. Payton II REBOUND (Off:0 Def:3),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,Mid-Range,8-16 Right,,,,,209.0,3.0,3.0,0.0,,,,,,,,,,,,
211,PT07M45.00S,2024-12-12T03:32:06.7Z,2,REGULAR,foul,personal,[],1631106,,,1610612744,32,24,2024-12-12T03:32:32Z,2060000,False,,,0,,T. Eason personal FOUL (1 PF),"[1631106, 201939]",1610612745.0,HOU,,,,Eason,T. Eason,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,1662.0,,,,1.0,0.0,Curry,201939.0
213,PT07M45.00S,2024-12-12T03:32:26.7Z,2,REGULAR,substitution,out,[],1628988,,,1610612744,32,24,2024-12-12T03:32:40Z,2080000,False,,,0,,SUB out: A. Holiday,[1628988],1610612745.0,HOU,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT07M45.00S,2024-12-12T03:32:26.7Z,2,REGULAR,substitution,out,[],1630578,,,1610612744,32,24,2024-12-12T03:32:40Z,2090000,False,,,0,,SUB out: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT07M45.00S,2024-12-12T03:32:26.7Z,2,REGULAR,substitution,out,[],1630322,,,1610612744,32,24,2024-12-12T03:32:40Z,2100000,False,,,0,,SUB out: L. Waters III,[1630322],1610612744.0,GSW,,,,Waters III,L. Waters III,,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT07M45.00S,2024-12-12T03:32:26.7Z,2,REGULAR,substitution,in,[],1631095,,,1610612744,32,24,2024-12-12T03:32:40Z,2110000,False,,,0,,SUB in: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT07M45.00S,2024-12-12T03:32:26.7Z,2,REGULAR,substitution,in,[],1628415,,,1610612744,32,24,2024-12-12T03:32:40Z,2120000,False,,,0,,SUB in: D. Brooks,[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT07M45.00S,2024-12-12T03:32:26.7Z,2,REGULAR,substitution,in,[],1627741,,,1610612744,32,24,2024-12-12T03:32:40Z,2130000,False,,,0,,SUB in: B. Hield,[1627741],1610612744.0,GSW,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT07M33.00S,2024-12-12T03:32:51.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201939,93.24901445466492,46.81372549019608,1610612744,32,24,2024-12-12T03:35:31Z,2140000,False,-16.0,11.0,1,right,MISS S. Curry driving Layup - blocked,"[201939, 1641708]",1610612744.0,GSW,driving,,,Curry,S. Curry,,,,,Restricted Area,0-8 Center,1.93,Missed,Thompson,1641708.0,,,,,,,,,,,,,,,,
220,PT07M33.00S,2024-12-12T03:32:51.0Z,2,REGULAR,block,,[],1641708,,,1610612744,32,24,2024-12-12T03:32:53Z,2150000,False,,,0,,A. Thompson BLOCK (1 BLK),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
221,PT07M31.00S,2024-12-12T03:32:53.0Z,2,REGULAR,rebound,offensive,[],1627780,,,1610612744,32,24,2024-12-12T03:35:31Z,2160000,False,,,0,,G. Payton II REBOUND (Off:1 Def:3),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,Restricted Area,0-8 Center,,,,,219.0,4.0,3.0,1.0,,,,,,,,,,,,
222,PT07M29.00S,2024-12-12T03:32:56.5Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612744,32,24,2024-12-12T03:33:02Z,2170000,False,,,0,,GSW shot clock Team TURNOVER,[],1610612744.0,GSW,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,1628159.0,,,,,,,
224,PT07M29.00S,2024-12-12T03:33:06.4Z,2,REGULAR,substitution,out,[],203110,,,1610612745,32,24,2024-12-12T03:33:12Z,2190000,False,,,0,,SUB out: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT07M29.00S,2024-12-12T03:33:06.4Z,2,REGULAR,substitution,in,[],1630228,,,1610612745,32,24,2024-12-12T03:33:12Z,2200000,False,,,0,,SUB in: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT07M29.00S,2024-12-12T03:33:06.4Z,2,REGULAR,substitution,in,[],1641764,,,1610612745,32,24,2024-12-12T03:33:12Z,2210000,False,,,0,,SUB in: B. Podziemski,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT07M29.00S,2024-12-12T03:33:06.4Z,2,REGULAR,substitution,out,[],201939,,,1610612745,32,24,2024-12-12T03:33:28Z,2220000,False,,,0,,SUB out: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT07M24.00S,2024-12-12T03:33:29.7Z,2,REGULAR,turnover,bad pass,[],1630224,,,1610612745,32,24,2024-12-12T03:36:11Z,2230000,False,,,0,,J. Green bad pass TURNOVER (4 TO),"[1630224, 1627780]",1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,,,,,,,,,4.0,Payton II,1627780.0,,,,,,,,,
229,PT07M24.00S,2024-12-12T03:33:29.7Z,2,REGULAR,steal,,[],1627780,,,1610612744,32,24,2024-12-12T03:33:31Z,2240000,False,,,0,,G. Payton II STEAL (2 STL),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
230,PT07M21.00S,2024-12-12T03:33:33.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1627741,70.51576872536137,77.69607843137256,1610612744,32,24,2024-12-12T03:36:22Z,2250000,False,138.0,225.0,1,right,MISS B. Hield 26' 3PT,[1627741],1610612744.0,GSW,,,,Hield,B. Hield,,,,,Above the Break 3,24+ Right Center,26.4,Missed,,,,,,,,,,,,,,,,,,
231,PT07M19.00S,2024-12-12T03:33:35.0Z,2,REGULAR,rebound,defensive,[],1630224,,,1610612745,32,24,2024-12-12T03:36:22Z,2260000,False,,,0,,J. Green REBOUND (Off:0 Def:3),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,,,,,230.0,3.0,3.0,0.0,,,,,,,,,,,,
232,PT07M10.00S,2024-12-12T03:33:42.6Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630224,7.30946123521682,50.49019607843137,1610612745,34,24,2024-12-12T03:36:37Z,2270000,False,-2.0,16.0,1,left,J. Green driving DUNK (4 PTS),[1630224],1610612745.0,HOU,driving,,,Green,J. Green,,,,,Restricted Area,0-8 Center,1.64,Made,,,,,,,,,,4.0,,,,,,,,
233,PT06M41.00S,2024-12-12T03:34:12.4Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612744,34,24,2024-12-12T03:34:21Z,2280000,False,,,0,,GSW shot clock Team TURNOVER,[],1610612744.0,GSW,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
234,PT06M41.00S,2024-12-12T03:34:27.8Z,2,REGULAR,substitution,out,[],1627780,,,1610612745,34,24,2024-12-12T03:34:32Z,2290000,False,,,0,,SUB out: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT06M41.00S,2024-12-12T03:34:27.8Z,2,REGULAR,substitution,in,[],1630311,,,1610612745,34,24,2024-12-12T03:34:32Z,2300000,False,,,0,,SUB in: P. Spencer,[1630311],1610612744.0,GSW,,,,Spencer,P. Spencer,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT06M29.00S,2024-12-12T03:34:45.2Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630224,14.668199737187912,50.0,1610612745,36,24,2024-12-12T03:34:51Z,2310000,False,0.0,85.0,1,left,J. Green 8' floating Jump Shot (6 PTS),[1630224],1610612745.0,HOU,floating,,,Green,J. Green,,,,,In The Paint (Non-RA),8-16 Center,8.54,Made,,,,,,,,,,6.0,,,,,,,,
237,PT06M15.00S,2024-12-12T03:34:58.9Z,2,REGULAR,2pt,Jump Shot,[],1630311,91.80354796320631,71.56862745098039,1610612744,36,26,2024-12-12T03:35:02Z,2320000,False,108.0,25.0,1,right,P. Spencer 11' fadeaway Jump Shot (2 PTS),[1630311],1610612744.0,GSW,fadeaway,,,Spencer,P. Spencer,,,,,Mid-Range,8-16 Right,11.05,Made,,,,,,,,,,2.0,,,,,,,,
238,PT05M57.00S,2024-12-12T03:35:18.8Z,2,REGULAR,turnover,lost ball,[],1631095,,,1610612745,36,26,2024-12-12T03:37:43Z,2330000,False,,,0,,J. Smith Jr. lost ball TURNOVER (1 TO),"[1631095, 1630311]",1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Mid-Range,8-16 Left,,,,,,,,,1.0,Spencer,1630311.0,,,,,,,,,
239,PT05M57.00S,2024-12-12T03:35:18.8Z,2,REGULAR,steal,,[],1630311,,,1610612744,36,26,2024-12-12T03:36:55Z,2340000,False,,,0,,P. Spencer STEAL (1 STL),[1630311],1610612744.0,GSW,,,,Spencer,P. Spencer,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
240,PT05M50.00S,2024-12-12T03:35:26.2Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630228,78.26872536136662,5.88235294117647,1610612744,36,26,2024-12-12T03:37:56Z,2350000,False,-221.0,152.0,1,right,MISS J. Kuminga 26' 3PT,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,Above the Break 3,24+ Left Center,26.78,Missed,,,,,,,,,,,,,,,,,,
241,PT05M48.00S,2024-12-12T03:35:28.2Z,2,REGULAR,rebound,defensive,[],1641708,,,1610612745,36,26,2024-12-12T03:37:56Z,2360000,False,,,0,,A. Thompson REBOUND (Off:1 Def:1),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Above the Break 3,24+ Left Center,,,,,240.0,2.0,1.0,1.0,,,,,,,,,,,,
242,PT05M26.00S,2024-12-12T03:35:50.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628415,7.046649145860711,54.65686274509803,1610612745,36,26,2024-12-12T03:38:27Z,2370000,False,-23.0,14.0,1,left,MISS D. Brooks driving Layup - blocked,"[1628415, 1627741]",1610612745.0,HOU,driving,,,Brooks,D. Brooks,,,,,Restricted Area,0-8 Center,2.7,Missed,Hield,1627741.0,,,,,,,,,,,,,,,,
243,PT05M26.00S,2024-12-12T03:35:50.0Z,2,REGULAR,block,,[],1627741,,,1610612745,36,26,2024-12-12T03:35:52Z,2380000,False,,,0,,B. Hield BLOCK (2 BLK),[1627741],1610612744.0,GSW,,,,Hield,B. Hield,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
244,PT05M25.00S,2024-12-12T03:35:51.0Z,2,REGULAR,rebound,offensive,[],1631106,,,1610612745,36,26,2024-12-12T03:38:47Z,2390000,False,,,0,,T. Eason REBOUND (Off:1 Def:2),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,,,,,242.0,3.0,2.0,1.0,,,,,,,,,,,,
245,PT05M24.00S,2024-12-12T03:35:53.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631106,5.863994743758213,52.20588235294118,1610612745,36,26,2024-12-12T03:38:54Z,2400000,False,-11.0,3.0,1,left,MISS T. Eason putback Layup - blocked,"[1631106, 1631218]",1610612745.0,HOU,putback,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,1.13,Missed,Jackson-Davis,1631218.0,,,,,,,,,,,,,,,,
246,PT05M24.00S,2024-12-12T03:35:53.2Z,2,REGULAR,block,,[],1631218,,,1610612745,36,26,2024-12-12T03:35:55Z,2410000,False,,,0,,T. Jackson-Davis BLOCK (1 BLK),[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
247,PT05M22.00S,2024-12-12T03:35:55.2Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612744,36,26,2024-12-12T03:39:27Z,2420000,False,,,0,,TEAM defensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,Restricted Area,0-8 Center,,,,,245.0,,,,,,,,,,,,,,,
248,PT05M22.00S,2024-12-12T03:35:57.9Z,2,REGULAR,foul,personal,[],1631106,,,1610612744,36,26,2024-12-12T03:36:28Z,2430000,False,,,0,,T. Eason loose ball personal FOUL (2 PF),"[1631106, 1631218]",1610612745.0,HOU,loose ball,,,Eason,T. Eason,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1628159.0,,,,2.0,0.0,Jackson-Davis,1631218.0
250,PT05M22.00S,2024-12-12T03:36:11.6Z,2,REGULAR,substitution,out,[],1631106,,,1610612744,36,26,2024-12-12T03:36:16Z,2450000,False,,,0,,SUB out: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT05M22.00S,2024-12-12T03:36:11.6Z,2,REGULAR,substitution,in,[],1627832,,,1610612744,36,26,2024-12-12T03:36:16Z,2460000,False,,,0,,SUB in: F. VanVleet,[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,,
