actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
168,PT10M32.00S,2025-04-13T20:11:12.6Z,2,REGULAR,freethrow,1 of 1,['fastbreak'],1627832,,,1610612745,29,37,2025-04-13T20:11:12Z,1680000,False,,,0,,F. VanVleet Free Throw 1 of 1 (6 PTS),[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,,,,,,,Made,,,,,,,,6.0,,,,,,,
169,PT10M18.00S,2025-04-13T20:11:30.3Z,2,REGULAR,2pt,Jump Shot,[],201566,10.726018396846255,71.56862745098039,1610612743,29,39,2025-04-13T20:11:38Z,1690000,False,-108.0,48.0,1,left,R. Westbrook 11' pullup bank Jump Shot (7 PTS),[201566],1610612743.0,DEN,pullup bank,,,Westbrook,R. Westbrook,,,,,Mid-Range,8-16 Left,,,,11.81,Made,,,,,,,,7.0,,,,,,,
170,PT09M57.00S,2025-04-13T20:11:50.9Z,2,REGULAR,3pt,Jump Shot,[],201145,94.30026281208936,4.6568627450980395,1610612745,29,39,2025-04-13T20:11:57Z,1700000,False,-227.0,1.0,1,right,MISS J. Green 3PT,[201145],1610612745.0,HOU,,,,Green,J. Green,,,,,Left Corner 3,24+ Left,,,,22.67,Missed,,,,,,,,,,,,,,,
171,PT09M56.00S,2025-04-13T20:11:51.9Z,2,REGULAR,rebound,defensive,[],1629008,,,1610612743,29,39,2025-04-13T20:11:57Z,1710000,False,,,0,,M. Porter Jr. REBOUND (Off:0 Def:4),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Left Corner 3,24+ Left,,,,,,170.0,4.0,4.0,0.0,,,,,,,,,,,
172,PT09M48.00S,2025-04-13T20:12:00.0Z,2,REGULAR,3pt,Jump Shot,[],1631212,6.389618922470433,95.09803921568627,1610612743,29,42,2025-04-13T20:12:10Z,1720000,False,-225.0,8.0,1,left,P. Watson 3PT  (5 PTS) (J. Pickett 1 AST),"[1631212, 1629618]",1610612743.0,DEN,,,,Watson,P. Watson,,,,,Left Corner 3,24+ Left,,,,22.56,Made,,,,,,,,5.0,J. Pickett,1629618.0,1.0,,,,
174,PT09M36.00S,2025-04-13T20:12:12.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630578,91.67214191852825,60.5392156862745,1610612745,29,42,2025-04-13T20:18:13Z,1740000,False,53.0,26.0,1,right,MISS A. Sengun driving Layup - blocked,"[1630578, 1629008]",1610612745.0,HOU,driving,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,,,,5.87,Missed,,,,,Porter Jr.,1629008.0,,,,,,,,,
175,PT09M36.00S,2025-04-13T20:12:12.6Z,2,REGULAR,block,,[],1629008,,,1610612745,29,42,2025-04-13T20:12:15Z,1750000,False,,,0,,M. Porter Jr. BLOCK (1 BLK),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
176,PT09M36.00S,2025-04-13T20:12:12.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612745,29,42,2025-04-13T20:12:32Z,1760000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,174.0,,,,,,,,,,,,,,
178,PT09M34.00S,2025-04-13T20:12:42.3Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1627832,89.30683311432325,96.81372549019608,1610612745,29,42,2025-04-13T20:12:49Z,1780000,False,234.0,48.0,1,right,MISS F. VanVleet 3PT,[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,Right Corner 3,24+ Right,,,,23.9,Missed,,,,,,,,,,,,,,,
179,PT09M31.00S,2025-04-13T20:12:45.3Z,2,REGULAR,rebound,offensive,[],1631106,,,1610612745,29,42,2025-04-13T20:12:49Z,1790000,False,,,0,,T. Eason REBOUND (Off:1 Def:1),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Right Corner 3,24+ Right,,,,,,178.0,2.0,1.0,1.0,,,,,,,,,,,
180,PT09M27.00S,2025-04-13T20:12:49.8Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1630578,90.62089356110381,55.392156862745104,1610612745,31,42,2025-04-13T20:19:10Z,1800000,False,27.0,36.0,1,right,A. Sengun driving DUNK (8 PTS) (T. Eason 2 AST),"[1630578, 1631106]",1610612745.0,HOU,driving,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,,,,4.48,Made,,,,,,,,8.0,T. Eason,1631106.0,2.0,,,,
182,PT09M08.00S,2025-04-13T20:13:08.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201566,8.492115637319317,59.068627450980394,1610612743,31,44,2025-04-13T20:13:13Z,1820000,False,-45.0,27.0,1,left,R. Westbrook driving Layup (9 PTS),[201566],1610612743.0,DEN,driving,,,Westbrook,R. Westbrook,,,,,In The Paint (Non-RA),0-8 Center,,,,5.29,Made,,,,,,,,9.0,,,,,,,
183,PT08M49.00S,2025-04-13T20:13:27.8Z,2,REGULAR,3pt,Jump Shot,[],201145,96.27135348226018,96.56862745098039,1610612745,34,44,2025-04-13T20:13:33Z,1830000,False,233.0,-17.0,1,right,J. Green 3PT  (3 PTS) (T. Eason 3 AST),"[201145, 1631106]",1610612745.0,HOU,,,,Green,J. Green,,,,,Right Corner 3,24+ Right,,,,23.35,Made,,,,,,,,3.0,T. Eason,1631106.0,3.0,,,,
185,PT08M31.00S,2025-04-13T20:13:44.9Z,2,REGULAR,2pt,Jump Shot,[],1629008,16.90210249671485,74.01960784313727,1610612743,34,44,2025-04-13T20:13:52Z,1850000,False,-120.0,106.0,1,left,MISS M. Porter Jr. 16' pullup Shot,[1629008],1610612743.0,DEN,pullup,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,16-24 Left Center,,,,16.05,Missed,,,,,,,,,,,,,,,
186,PT08M30.00S,2025-04-13T20:13:45.9Z,2,REGULAR,rebound,offensive,[],201599,,,1610612743,34,44,2025-04-13T20:13:52Z,1860000,False,,,0,,D. Jordan REBOUND (Off:1 Def:1),[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,Mid-Range,16-24 Left Center,,,,,,185.0,2.0,1.0,1.0,,,,,,,,,,,
187,PT08M28.00S,2025-04-13T20:13:48.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201599,8.886333771353483,47.05882352941176,1610612743,34,44,2025-04-13T20:20:52Z,1870000,False,15.0,31.0,1,left,MISS D. Jordan putback Layup - blocked,"[201599, 1630578]",1610612743.0,DEN,putback,,,Jordan,D. Jordan,,,,,Restricted Area,0-8 Center,,,,3.43,Missed,,,,,Sengun,1630578.0,,,,,,,,,
188,PT08M28.00S,2025-04-13T20:13:48.3Z,2,REGULAR,block,,[],1630578,,,1610612743,34,44,2025-04-13T20:13:51Z,1880000,False,,,0,,A. Sengun BLOCK (1 BLK),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
189,PT08M27.00S,2025-04-13T20:13:49.3Z,2,REGULAR,rebound,offensive,[],201599,,,1610612743,34,44,2025-04-13T20:13:57Z,1890000,False,,,0,,D. Jordan REBOUND (Off:2 Def:1),[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,Restricted Area,0-8 Center,,,,,,187.0,3.0,1.0,2.0,,,,,,,,,,,
190,PT08M26.00S,2025-04-13T20:13:52.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201599,9.543363994743759,50.73529411764706,1610612743,34,46,2025-04-13T20:21:42Z,1900000,False,-4.0,37.0,1,left,D. Jordan driving reverse Layup (2 PTS),[201599],1610612743.0,DEN,driving reverse,,,Jordan,D. Jordan,,,,,Restricted Area,0-8 Center,,,,3.74,Made,,,,,,,,2.0,,,,,,,
191,PT08M11.00S,2025-04-13T20:14:05.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630578,88.91261498028909,49.01960784313725,1610612745,36,46,2025-04-13T20:14:12Z,1910000,False,-5.0,52.0,1,right,A. Sengun driving floating Jump Shot (10 PTS) (F. VanVleet 3 AST),"[1630578, 1627832]",1610612745.0,HOU,driving floating,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,,,,5.19,Made,,,,,,,,10.0,F. VanVleet,1627832.0,3.0,,,,
193,PT07M58.00S,2025-04-13T20:14:20.0Z,2,REGULAR,foul,personal,[],1641708,,,1610612743,36,46,2025-04-13T20:14:26Z,1930000,False,,,0,,A. Thompson personal FOUL (2 PF),"[1641708, 201566]",1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,2004.0,,,,,2.0,0.0,Westbrook,201566.0
195,PT07M58.00S,2025-04-13T20:14:27.4Z,2,REGULAR,substitution,out,[],201145,,,1610612743,36,46,2025-04-13T20:14:43Z,1950000,False,,,0,,SUB out: J. Green,[201145],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT07M58.00S,2025-04-13T20:14:27.4Z,2,REGULAR,substitution,out,[],201566,,,1610612743,36,46,2025-04-13T20:14:43Z,1960000,False,,,0,,SUB out: R. Westbrook,[201566],1610612743.0,DEN,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT07M58.00S,2025-04-13T20:14:27.4Z,2,REGULAR,substitution,out,[],1631212,,,1610612743,36,46,2025-04-13T20:14:43Z,1970000,False,,,0,,SUB out: P. Watson,[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT07M58.00S,2025-04-13T20:14:27.4Z,2,REGULAR,substitution,in,[],203500,,,1610612743,36,46,2025-04-13T20:14:43Z,1980000,False,,,0,,SUB in: S. Adams,[203500],1610612745.0,HOU,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT07M58.00S,2025-04-13T20:14:27.4Z,2,REGULAR,substitution,in,[],1627750,,,1610612743,36,46,2025-04-13T20:14:43Z,1990000,False,,,0,,SUB in: J. Murray,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT07M58.00S,2025-04-13T20:14:27.4Z,2,REGULAR,substitution,in,[],203932,,,1610612743,36,46,2025-04-13T20:14:43Z,2000000,False,,,0,,SUB in: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT07M53.00S,2025-04-13T20:14:57.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629618,13.091327201051248,44.11764705882353,1610612743,36,46,2025-04-13T20:15:05Z,2010000,False,29.0,71.0,1,left,MISS J. Pickett 7' driving floating Shot,[1629618],1610612743.0,DEN,driving floating,,,Pickett,J. Pickett,,,,,In The Paint (Non-RA),0-8 Center,,,,7.65,Missed,,,,,,,,,,,,,,,
202,PT07M52.00S,2025-04-13T20:14:58.6Z,2,REGULAR,rebound,defensive,[],1631106,,,1610612745,36,46,2025-04-13T20:15:05Z,2020000,False,,,0,,T. Eason REBOUND (Off:1 Def:2),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,In The Paint (Non-RA),0-8 Center,,,,,,201.0,3.0,2.0,1.0,,,,,,,,,,,
203,PT07M45.00S,2025-04-13T20:15:05.3Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1627832,92.9862023653088,44.6078431372549,1610612745,36,46,2025-04-13T20:24:16Z,2030000,False,-27.0,13.0,1,right,MISS F. VanVleet running finger roll Layup,[1627832],1610612745.0,HOU,running finger roll,,,VanVleet,F. VanVleet,,,,,Restricted Area,0-8 Center,,,,3.01,Missed,,,,,,,,,,,,,,,
204,PT07M45.00S,2025-04-13T20:15:05.3Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612743,36,46,2025-04-13T20:15:20Z,2040000,False,,,0,,TEAM defensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,Restricted Area,0-8 Center,,,,,,203.0,,,,,,,,,,,,,,
205,PT07M45.00S,2025-04-13T20:15:12.9Z,2,REGULAR,foul,personal,[],203500,,,1610612743,36,46,2025-04-13T20:15:30Z,2050000,False,,,0,,S. Adams loose ball personal FOUL (1 PF),"[203500, 201599]",1610612745.0,HOU,loose ball,,,Adams,S. Adams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,200834.0,,,,,1.0,0.0,Jordan,201599.0
207,PT07M45.00S,2025-04-13T20:15:28.0Z,2,REGULAR,substitution,out,[],1629618,,,1610612743,36,46,2025-04-13T20:15:30Z,2070000,False,,,0,,SUB out: J. Pickett,[1629618],1610612743.0,DEN,,,,Pickett,J. Pickett,,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT07M45.00S,2025-04-13T20:15:28.0Z,2,REGULAR,substitution,in,[],1631128,,,1610612743,36,46,2025-04-13T20:15:30Z,2080000,False,,,0,,SUB in: C. Braun,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT07M31.00S,2025-04-13T20:15:43.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203932,9.017739816031538,56.372549019607845,1610612743,36,46,2025-04-13T20:15:59Z,2090000,False,-32.0,32.0,1,left,MISS A. Gordon driving Layup,[203932],1610612743.0,DEN,driving,,,Gordon,A. Gordon,,,,,In The Paint (Non-RA),0-8 Center,,,,4.54,Missed,,,,,,,,,,,,,,,
210,PT07M31.00S,2025-04-13T20:15:43.8Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612745,36,46,2025-04-13T20:15:59Z,2100000,False,,,0,,TEAM defensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,209.0,,,,,,,,,,,,,,
211,PT07M31.00S,2025-04-13T20:15:54.6Z,2,REGULAR,foul,personal,[],1629008,,,1610612745,36,46,2025-04-13T20:16:06Z,2110000,False,,,0,,M. Porter Jr. loose ball personal FOUL (1 PF),"[1629008, 203500]",1610612743.0,DEN,loose ball,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,202053.0,,,,,1.0,0.0,Adams,203500.0
213,PT07M31.00S,2025-04-13T20:16:04.4Z,2,REGULAR,substitution,out,[],1641708,,,1610612745,36,46,2025-04-13T20:16:17Z,2130000,False,,,0,,SUB out: A. Thompson,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT07M31.00S,2025-04-13T20:16:04.4Z,2,REGULAR,substitution,in,[],1628415,,,1610612745,36,46,2025-04-13T20:16:17Z,2140000,False,,,0,,SUB in: D. Brooks,[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT07M13.00S,2025-04-13T20:16:32.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627832,81.42247043363994,37.00980392156863,1610612745,36,46,2025-04-13T20:16:40Z,2150000,False,-65.0,122.0,1,right,MISS F. VanVleet 13' step back Shot,[1627832],1610612745.0,HOU,step back,,,VanVleet,F. VanVleet,,,,,In The Paint (Non-RA),8-16 Center,,,,13.83,Missed,,,,,,,,,,,,,,,
216,PT07M12.00S,2025-04-13T20:16:33.1Z,2,REGULAR,rebound,defensive,[],201599,,,1610612743,36,46,2025-04-13T20:16:40Z,2160000,False,,,0,,D. Jordan REBOUND (Off:2 Def:2),[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,In The Paint (Non-RA),8-16 Center,,,,,,215.0,4.0,2.0,2.0,,,,,,,,,,,
217,PT07M00.00S,2025-04-13T20:16:49.3Z,2,REGULAR,turnover,out-of-bounds,[],203932,,,1610612743,36,46,2025-04-13T20:16:57Z,2170000,False,,,0,,A. Gordon bad pass out-of-bounds TURNOVER (2 TO),[203932],1610612743.0,DEN,bad pass,,,Gordon,A. Gordon,,,,,Mid-Range,24+ Right,2.0,,,,,,,,,,,2004.0,,,,,,,,
218,PT07M00.00S,2025-04-13T20:16:53.0Z,2,REGULAR,substitution,out,[],1629008,,,1610612745,36,46,2025-04-13T20:17:12Z,2180000,False,,,0,,SUB out: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT07M00.00S,2025-04-13T20:16:53.0Z,2,REGULAR,substitution,out,[],201599,,,1610612745,36,46,2025-04-13T20:17:12Z,2190000,False,,,0,,SUB out: D. Jordan,[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT07M00.00S,2025-04-13T20:16:53.0Z,2,REGULAR,substitution,in,[],201566,,,1610612745,36,46,2025-04-13T20:17:12Z,2200000,False,,,0,,SUB in: R. Westbrook,[201566],1610612743.0,DEN,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT07M00.00S,2025-04-13T20:16:53.0Z,2,REGULAR,substitution,in,[],203999,,,1610612745,36,46,2025-04-13T20:17:12Z,2210000,False,,,0,,SUB in: N. Jokić,[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT06M45.00S,2025-04-13T20:17:32.2Z,2,REGULAR,2pt,Hook,['fromturnover'],1630578,94.69448094612353,72.05882352941177,1610612745,36,46,2025-04-13T20:17:41Z,2220000,False,110.0,-3.0,1,right,MISS A. Sengun 11' turnaround Hook,[1630578],1610612745.0,HOU,turnaround,,,Sengun,A. Sengun,,,,,Mid-Range,8-16 Right,,,,11.03,Missed,,,,,,,,,,,,,,,
223,PT06M44.00S,2025-04-13T20:17:33.2Z,2,REGULAR,rebound,offensive,[],1631106,,,1610612745,36,46,2025-04-13T20:17:41Z,2230000,False,,,0,,T. Eason REBOUND (Off:2 Def:2),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Mid-Range,8-16 Right,,,,,,222.0,4.0,2.0,2.0,,,,,,,,,,,
224,PT06M43.00S,2025-04-13T20:17:36.8Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1631106,94.40999984741211,50.0,1610612745,36,46,2025-04-13T20:17:50Z,2240000,False,0.0,0.0,1,right,MISS T. Eason tip Layup,[1631106],1610612745.0,HOU,tip,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,,,,0.0,Missed,,,,,,,,,,,,,,,
225,PT06M42.00S,2025-04-13T20:17:37.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612745,36,46,2025-04-13T20:17:56Z,2250000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,Restricted Area,0-8 Center,,,,,,224.0,,,,,,,,,,,,,,
227,PT06M42.00S,2025-04-13T20:17:51.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,36,46,2025-04-13T20:17:51Z,2270000,False,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT06M32.00S,2025-04-13T20:20:59.5Z,2,REGULAR,foul,personal,['2freethrow'],201566,,,1610612745,36,46,2025-04-13T20:21:05Z,2280000,False,,,0,,R. Westbrook shooting personal FOUL (1 PF) (VanVleet 2 FT),"[201566, 1627832]",1610612743.0,DEN,shooting,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,2004.0,,,,,1.0,0.0,VanVleet,1627832.0
232,PT06M32.00S,2025-04-13T20:21:37.8Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1627832,,,1610612745,36,46,2025-04-13T20:21:37Z,2300000,False,,,0,,MISS F. VanVleet Free Throw 1 of 2,[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
233,PT06M32.00S,2025-04-13T20:21:37.8Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612745,36,46,2025-04-13T20:21:37Z,2310000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,232.0,,,,,,,,,,,,,,
234,PT06M32.00S,2025-04-13T20:21:53.7Z,2,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1627832,,,1610612745,37,46,2025-04-13T20:21:53Z,2320000,False,,,0,,F. VanVleet Free Throw 2 of 2 (7 PTS),[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,,,,,,,Made,,,,,,,,7.0,,,,,,,
235,PT06M19.00S,2025-04-13T20:22:16.5Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],203999,11.908672798948752,49.01960784313725,1610612743,37,48,2025-04-13T20:22:23Z,2330000,False,5.0,59.0,1,left,N. Jokić Hook (16 PTS) (R. Westbrook 4 AST),"[203999, 201566]",1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),0-8 Center,,,,5.96,Made,,,,,,,,16.0,R. Westbrook,201566.0,4.0,,,,
240,PT05M54.00S,2025-04-13T20:22:48.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630578,81.553876478318,48.03921568627451,1610612745,37,48,2025-04-13T20:39:53Z,2380000,False,-10.0,121.0,1,right,MISS A. Sengun 12' fadeaway Shot,[1630578],1610612745.0,HOU,fadeaway,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),8-16 Center,,,,12.13,Missed,,,,,,,,,,,,,,,
241,PT05M53.00S,2025-04-13T20:22:49.5Z,2,REGULAR,rebound,offensive,[],1631106,,,1610612745,37,48,2025-04-13T20:41:03Z,2390000,False,,,0,,T. Eason REBOUND (Off:3 Def:2),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,In The Paint (Non-RA),8-16 Center,,,,,,240.0,5.0,2.0,3.0,,,,,,,,,,,
322,PT05M53.00S,2025-04-13T20:22:50.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631106,91.80354796320631,49.754901960784316,1610612745,37,48,2025-04-13T20:41:43Z,2395000,False,-1.0,25.0,1,right,MISS T. Eason tip Layup,[1631106],1610612745.0,HOU,tip,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,,,,2.45,Missed,,,,,,,,,,,,,,,
323,PT05M51.00S,2025-04-13T20:22:52.5Z,2,REGULAR,rebound,defensive,[],1627750,,,1610612743,37,48,2025-04-13T20:41:43Z,2397500,False,,,0,,J. Murray REBOUND (Off:1 Def:1),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Restricted Area,0-8 Center,,,,,,322.0,2.0,1.0,1.0,,,,,,,,,,,
242,PT05M43.00S,2025-04-13T20:22:52.6Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],203932,27.414586070959263,85.04901960784314,1610612743,37,51,2025-04-13T20:34:24Z,2400000,False,-175.0,205.0,1,left,A. Gordon 26' 3PT running (9 PTS) (J. Murray 2 AST),"[203932, 1627750]",1610612743.0,DEN,running,,,Gordon,A. Gordon,,,,,Above the Break 3,24+ Left Center,,,,26.98,Made,,,,,,,,9.0,J. Murray,1627750.0,2.0,,,,
244,PT05M28.00S,2025-04-13T20:23:06.7Z,2,REGULAR,2pt,Jump Shot,[],1627832,75.90341655716163,53.67647058823529,1610612745,39,51,2025-04-13T20:23:12Z,2420000,False,18.0,174.0,1,right,F. VanVleet 17' pullup Jump Shot (9 PTS),[1627832],1610612745.0,HOU,pullup,,,VanVleet,F. VanVleet,,,,,Mid-Range,16-24 Center,,,,17.5,Made,,,,,,,,9.0,,,,,,,
245,PT05M15.00S,2025-04-13T20:23:19.6Z,2,REGULAR,2pt,Jump Shot,[],1627750,21.632720105124836,33.57843137254902,1610612743,39,51,2025-04-13T20:23:29Z,2430000,False,82.0,151.0,1,left,MISS J. Murray 17' pullup Shot,[1627750],1610612743.0,DEN,pullup,,,Murray,J. Murray,,,,,Mid-Range,16-24 Right Center,,,,17.17,Missed,,,,,,,,,,,,,,,
246,PT05M14.00S,2025-04-13T20:23:20.6Z,2,REGULAR,rebound,defensive,[],203500,,,1610612745,39,51,2025-04-13T20:23:29Z,2440000,False,,,0,,S. Adams REBOUND (Off:1 Def:1),[203500],1610612745.0,HOU,,,,Adams,S. Adams,,,,,Mid-Range,16-24 Right Center,,,,,,245.0,2.0,1.0,1.0,,,,,,,,,,,
247,PT05M02.00S,2025-04-13T20:23:32.9Z,2,REGULAR,turnover,bad pass,[],1627832,,,1610612745,39,51,2025-04-13T20:23:40Z,2450000,False,,,0,,F. VanVleet bad pass TURNOVER (2 TO),"[1627832, 203932]",1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,Mid-Range,16-24 Left Center,2.0,Gordon,203932.0,,,,,,,,,,,,,,,,,
248,PT05M02.00S,2025-04-13T20:23:32.9Z,2,REGULAR,steal,,[],203932,,,1610612743,39,51,2025-04-13T20:23:34Z,2460000,False,,,0,,A. Gordon STEAL (2 STL),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
249,PT04M59.00S,2025-04-13T20:23:37.6Z,2,REGULAR,foul,personal,['2freethrow'],1631106,,,1610612743,39,51,2025-04-13T20:23:51Z,2470000,False,,,0,,T. Eason shooting personal FOUL (1 PF) (Braun 2 FT),"[1631106, 1631128]",1610612745.0,HOU,shooting,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,2004.0,,,,,1.0,0.0,Braun,1631128.0
251,PT04M59.00S,2025-04-13T20:24:09.5Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1631128,,,1610612743,39,52,2025-04-13T20:24:09Z,2490000,False,,,0,,C. Braun Free Throw 1 of 2 (5 PTS),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,,,,Made,,,,,,,,5.0,,,,,,,
252,PT04M59.00S,2025-04-13T20:24:11.6Z,2,REGULAR,substitution,out,[],1627832,,,1610612743,39,52,2025-04-13T20:24:18Z,2500000,False,,,0,,SUB out: F. VanVleet,[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT04M59.00S,2025-04-13T20:24:11.6Z,2,REGULAR,substitution,out,[],1631106,,,1610612743,39,52,2025-04-13T20:24:18Z,2510000,False,,,0,,SUB out: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
