actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
425,PT04M05.00S,2025-04-13T21:07:29.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629008,93.11760840998686,43.627450980392155,1610612743,65,91,2025-04-13T21:16:41Z,4190000,False,-32.0,12.0,1,right,M. Porter Jr. cutting Layup (17 PTS) (A. Gordon 3 AST),"[1629008, 203932]",1610612743.0,DEN,cutting,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,3.42,Made,,,,,,,,17.0,A. Gordon,203932.0,3.0,,,,
427,PT03M49.00S,2025-04-13T21:07:45.4Z,3,REGULAR,3pt,Jump Shot,[],201145,17.95335085413929,94.11764705882352,1610612745,65,91,2025-04-13T21:07:52Z,4210000,False,-221.0,116.0,1,left,MISS J. Green 24' 3PT,[201145],1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,,,,24.94,Missed,,,,,,,,,,,,,,,
428,PT03M48.00S,2025-04-13T21:07:46.4Z,3,REGULAR,rebound,defensive,[],1629008,,,1610612743,65,91,2025-04-13T21:07:52Z,4220000,False,,,0,,M. Porter Jr. REBOUND (Off:0 Def:6),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,427.0,6.0,6.0,0.0,,,,,,,,,,,
429,PT03M36.00S,2025-04-13T21:07:59.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629008,93.38042049934296,57.107843137254896,1610612743,65,93,2025-04-13T21:08:04Z,4230000,False,36.0,10.0,1,right,M. Porter Jr. cutting Layup (19 PTS) (N. Jokić 7 AST),"[1629008, 203999]",1610612743.0,DEN,cutting,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,3.68,Made,,,,,,,,19.0,N. Jokić,203999.0,7.0,,,,
431,PT03M19.00S,2025-04-13T21:08:16.7Z,3,REGULAR,turnover,out-of-bounds,[],203500,,,1610612745,65,93,2025-04-13T21:08:30Z,4250000,False,,,0,,S. Adams bad pass out-of-bounds TURNOVER (1 TO),[203500],1610612745.0,HOU,bad pass,,,Adams,S. Adams,,,,,Mid-Range,8-16 Right,1.0,,,,,,,,,,,200834.0,,,,,,,,
432,PT03M19.00S,2025-04-13T21:08:22.3Z,3,REGULAR,substitution,out,[],203932,,,1610612743,65,93,2025-04-13T21:08:25Z,4260000,False,,,0,,SUB out: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
433,PT03M19.00S,2025-04-13T21:08:22.3Z,3,REGULAR,substitution,in,[],1631212,,,1610612743,65,93,2025-04-13T21:08:25Z,4270000,False,,,0,,SUB in: P. Watson,[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,
434,PT03M13.00S,2025-04-13T21:08:39.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201566,91.5407358738502,48.28431372549019,1610612743,65,93,2025-04-13T21:12:10Z,4280000,False,-9.0,27.0,1,right,MISS R. Westbrook driving Layup - blocked,"[201566, 1631106]",1610612743.0,DEN,driving,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,,,,2.83,Missed,,,,,Eason,1631106.0,,,,,,,,,
435,PT03M13.00S,2025-04-13T21:08:39.6Z,3,REGULAR,block,,[],1631106,,,1610612743,65,93,2025-04-13T21:08:56Z,4290000,False,,,0,,T. Eason BLOCK (1 BLK),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
436,PT03M11.00S,2025-04-13T21:08:41.6Z,3,REGULAR,rebound,defensive,[],1631106,,,1610612745,65,93,2025-04-13T21:12:10Z,4300000,False,,,0,,T. Eason REBOUND (Off:3 Def:3),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,,,,,,434.0,6.0,3.0,3.0,,,,,,,,,,,
438,PT03M05.00S,2025-04-13T21:08:50.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631106,7.30946123521682,45.09803921568628,1610612745,67,93,2025-04-13T21:09:11Z,4310000,False,25.0,16.0,1,left,T. Eason running Layup (6 PTS),[1631106],1610612745.0,HOU,running,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,,,,2.94,Made,,,,,,,,6.0,,,,,,,
439,PT03M05.00S,2025-04-13T21:08:55.6Z,3,REGULAR,foul,personal,['1freethrow'],1629008,,,1610612745,67,93,2025-04-13T21:09:15Z,4320000,False,,,0,,M. Porter Jr. shooting personal FOUL (2 PF) (Eason 1 FT),"[1629008, 1631106]",1610612743.0,DEN,shooting,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,2004.0,,,,,2.0,0.0,Eason,1631106.0
441,PT03M05.00S,2025-04-13T21:09:02.8Z,3,REGULAR,substitution,out,[],1629008,,,1610612745,67,93,2025-04-13T21:09:17Z,4340000,False,,,0,,SUB out: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
442,PT03M05.00S,2025-04-13T21:09:02.8Z,3,REGULAR,substitution,in,[],1629618,,,1610612745,67,93,2025-04-13T21:09:17Z,4350000,False,,,0,,SUB in: J. Pickett,[1629618],1610612743.0,DEN,,,,Pickett,J. Pickett,,,,,,,,,,,,,,,,,,,,,,,,,,
443,PT03M05.00S,2025-04-13T21:09:16.6Z,3,REGULAR,freethrow,1 of 1,['fastbreak'],1631106,,,1610612745,67,93,2025-04-13T21:09:20Z,4360000,False,,,0,,MISS T. Eason Free Throw 1 of 1,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
444,PT03M05.00S,2025-04-13T21:09:16.6Z,3,REGULAR,rebound,defensive,[],1631128,,,1610612743,67,93,2025-04-13T21:09:20Z,4370000,False,,,0,,C. Braun REBOUND (Off:0 Def:5),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,,,,,443.0,5.0,5.0,0.0,,,,,,,,,,,
445,PT02M46.00S,2025-04-13T21:09:32.5Z,3,REGULAR,3pt,Jump Shot,[],201566,71.04139290407359,25.0,1610612743,67,93,2025-04-13T21:09:41Z,4380000,False,-125.0,220.0,1,right,MISS R. Westbrook 25' 3PT,[201566],1610612743.0,DEN,,,,Westbrook,R. Westbrook,,,,,Above the Break 3,24+ Left Center,,,,25.28,Missed,,,,,,,,,,,,,,,
446,PT02M44.00S,2025-04-13T21:09:34.5Z,3,REGULAR,rebound,offensive,[],1631212,,,1610612743,67,93,2025-04-13T21:09:41Z,4390000,False,,,0,,P. Watson REBOUND (Off:1 Def:2),[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,Above the Break 3,24+ Left Center,,,,,,445.0,3.0,2.0,1.0,,,,,,,,,,,
447,PT02M35.00S,2025-04-13T21:09:45.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201566,91.93495400788436,45.588235294117645,1610612743,67,95,2025-04-13T21:09:50Z,4400000,False,-22.0,23.0,1,right,R. Westbrook cutting finger roll Layup (13 PTS) (C. Braun 6 AST),"[201566, 1631128]",1610612743.0,DEN,cutting finger roll,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,,,,3.21,Made,,,,,,,,13.0,C. Braun,1631128.0,6.0,,,,
449,PT02M15.00S,2025-04-13T21:10:06.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203500,10.85742444152431,46.07843137254902,1610612745,67,95,2025-04-13T21:10:16Z,4420000,False,20.0,50.0,1,left,MISS S. Adams cutting Layup,[203500],1610612745.0,HOU,cutting,,,Adams,S. Adams,,,,,In The Paint (Non-RA),0-8 Center,,,,5.33,Missed,,,,,,,,,,,,,,,
450,PT02M14.00S,2025-04-13T21:10:07.2Z,3,REGULAR,rebound,offensive,[],1631106,,,1610612745,67,95,2025-04-13T21:10:16Z,4430000,False,,,0,,T. Eason REBOUND (Off:4 Def:3),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,In The Paint (Non-RA),0-8 Center,,,,,,449.0,7.0,3.0,4.0,,,,,,,,,,,
451,PT02M13.00S,2025-04-13T21:10:08.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631106,7.5722733245729295,51.71568627450981,1610612745,69,95,2025-04-13T21:10:21Z,4440000,False,-9.0,19.0,1,left,T. Eason putback Layup (8 PTS),[1631106],1610612745.0,HOU,putback,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,,,,2.06,Made,,,,,,,,8.0,,,,,,,
452,PT01M49.00S,2025-04-13T21:10:30.0Z,3,REGULAR,3pt,Jump Shot,[],1631212,93.38042049934296,3.6764705882352944,1610612743,69,95,2025-04-13T21:10:36Z,4450000,False,-232.0,10.0,1,right,MISS P. Watson 3PT,[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,Left Corner 3,24+ Left,,,,23.18,Missed,,,,,,,,,,,,,,,
453,PT01M48.00S,2025-04-13T21:10:31.0Z,3,REGULAR,rebound,defensive,[],203500,,,1610612745,69,95,2025-04-13T21:10:36Z,4460000,False,,,0,,S. Adams REBOUND (Off:2 Def:4),[203500],1610612745.0,HOU,,,,Adams,S. Adams,,,,,Left Corner 3,24+ Left,,,,,,452.0,6.0,4.0,2.0,,,,,,,,,,,
454,PT01M44.00S,2025-04-13T21:10:35.4Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],201145,27.808804204993432,20.098039215686274,1610612745,69,95,2025-04-13T21:20:37Z,4470000,False,150.0,209.0,1,left,MISS J. Green 25' running pullup 3PT,[201145],1610612745.0,HOU,running pullup,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,,,,25.69,Missed,,,,,,,,,,,,,,,
455,PT01M43.00S,2025-04-13T21:10:36.4Z,3,REGULAR,rebound,offensive,[],201145,,,1610612745,69,95,2025-04-13T21:10:43Z,4480000,False,,,0,,J. Green REBOUND (Off:1 Def:1),[201145],1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,,,,,,454.0,2.0,1.0,1.0,,,,,,,,,,,
456,PT01M39.00S,2025-04-13T21:10:40.3Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1631106,5.863994743758213,4.411764705882353,1610612745,69,95,2025-04-13T21:10:47Z,4490000,False,228.0,3.0,1,left,MISS T. Eason 3PT,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Right Corner 3,24+ Right,,,,22.79,Missed,,,,,,,,,,,,,,,
457,PT01M39.00S,2025-04-13T21:10:40.3Z,3,REGULAR,rebound,defensive,[],1631128,,,1610612743,69,95,2025-04-13T21:10:47Z,4500000,False,,,0,,C. Braun REBOUND (Off:0 Def:6),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,Right Corner 3,24+ Right,,,,,,456.0,6.0,6.0,0.0,,,,,,,,,,,
458,PT01M31.00S,2025-04-13T21:10:51.5Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641715,,,1610612743,69,95,2025-04-13T21:11:07Z,4510000,False,,,0,,C. Whitmore shooting personal FOUL (1 PF) (Westbrook 2 FT),"[1641715, 201566]",1610612745.0,HOU,shooting,,,Whitmore,C. Whitmore,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,2004.0,,,,,1.0,0.0,Westbrook,201566.0
460,PT01M31.00S,2025-04-13T21:11:13.0Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,69,95,2025-04-13T21:11:13Z,4530000,False,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,PT01M31.00S,2025-04-13T21:13:15.8Z,3,REGULAR,substitution,out,[],203500,,,1610612743,69,95,2025-04-13T21:13:37Z,4540000,False,,,0,,SUB out: S. Adams,[203500],1610612745.0,HOU,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,,
463,PT01M31.00S,2025-04-13T21:13:15.8Z,3,REGULAR,substitution,out,[],1631106,,,1610612743,69,95,2025-04-13T21:13:37Z,4550000,False,,,0,,SUB out: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
464,PT01M31.00S,2025-04-13T21:13:15.8Z,3,REGULAR,substitution,in,[],1629111,,,1610612743,69,95,2025-04-13T21:13:37Z,4560000,False,,,0,,SUB in: J. Landale,[1629111],1610612745.0,HOU,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,,
465,PT01M31.00S,2025-04-13T21:13:15.8Z,3,REGULAR,substitution,in,[],1628988,,,1610612743,69,95,2025-04-13T21:13:37Z,4570000,False,,,0,,SUB in: A. Holiday,[1628988],1610612745.0,HOU,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
466,PT01M31.00S,2025-04-13T21:14:04.1Z,3,REGULAR,freethrow,1 of 2,[],201566,,,1610612743,69,96,2025-04-13T21:14:04Z,4580000,False,,,0,,R. Westbrook Free Throw 1 of 2 (14 PTS),[201566],1610612743.0,DEN,,,,Westbrook,R. Westbrook,,,,,,,,,,,Made,,,,,,,,14.0,,,,,,,
467,PT01M31.00S,2025-04-13T21:14:18.5Z,3,REGULAR,freethrow,2 of 2,[],201566,,,1610612743,69,97,2025-04-13T21:14:18Z,4590000,False,,,0,,R. Westbrook Free Throw 2 of 2 (15 PTS),[201566],1610612743.0,DEN,,,,Westbrook,R. Westbrook,,,,,,,,,,,Made,,,,,,,,15.0,,,,,,,
469,PT01M11.00S,2025-04-13T21:14:59.4Z,3,REGULAR,3pt,Jump Shot,[],201145,25.837713534822605,84.55882352941177,1610612745,69,97,2025-04-13T21:15:09Z,4610000,False,-173.0,190.0,1,left,MISS J. Green 25' 3PT,[201145],1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,,,,25.71,Missed,,,,,,,,,,,,,,,
470,PT01M10.00S,2025-04-13T21:15:00.4Z,3,REGULAR,rebound,defensive,[],1631212,,,1610612743,69,97,2025-04-13T21:15:09Z,4620000,False,,,0,,P. Watson REBOUND (Off:1 Def:3),[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,Above the Break 3,24+ Left Center,,,,,,469.0,4.0,3.0,1.0,,,,,,,,,,,
471,PT00M55.10S,2025-04-13T21:15:17.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,81.15965834428384,50.0,1610612743,69,99,2025-04-13T21:22:25Z,4630000,False,0.0,125.0,1,right,N. Jokić 12' step back Jump Shot (18 PTS),[203999],1610612743.0,DEN,step back,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),8-16 Center,,,,12.46,Made,,,,,,,,18.0,,,,,,,
472,PT00M44.60S,2025-04-13T21:15:32.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201145,8.492115637319317,45.34313725490196,1610612745,71,99,2025-04-13T21:15:36Z,4640000,False,23.0,27.0,1,left,J. Green driving Layup (5 PTS) (R. Sheppard 1 AST),"[201145, 1642263]",1610612745.0,HOU,driving,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,,3.59,Made,,,,,,,,5.0,R. Sheppard,1642263.0,1.0,,,,
474,PT00M32.30S,2025-04-13T21:15:47.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203999,94.69448094612353,46.07843137254902,1610612743,71,99,2025-04-13T21:33:20Z,4660000,False,-20.0,-3.0,1,right,MISS N. Jokić driving reverse Layup,[203999],1610612743.0,DEN,driving reverse,,,Jokić,N. Jokić,,,,,Restricted Area,0-8 Center,,,,1.98,Missed,,,,,,,,,,,,,,,
475,PT00M31.60S,2025-04-13T21:15:47.8Z,3,REGULAR,rebound,offensive,[],1631128,,,1610612743,71,99,2025-04-13T21:33:20Z,4670000,False,,,0,,C. Braun REBOUND (Off:1 Def:6),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,Restricted Area,0-8 Center,,,,,,474.0,7.0,6.0,1.0,,,,,,,,,,,
476,PT00M31.60S,2025-04-13T21:15:51.1Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1631128,94.40999984741211,50.0,1610612743,71,99,2025-04-13T21:34:41Z,4680000,False,0.0,0.0,1,right,MISS C. Braun tip Layup,[1631128],1610612743.0,DEN,tip,,,Braun,C. Braun,,,,,Restricted Area,0-8 Center,,,,0.0,Missed,,,,,,,,,,,,,,,
477,PT00M30.10S,2025-04-13T21:15:52.6Z,3,REGULAR,rebound,defensive,[],201145,,,1610612745,71,99,2025-04-13T21:34:41Z,4690000,False,,,0,,J. Green REBOUND (Off:1 Def:2),[201145],1610612745.0,HOU,,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,,,,476.0,3.0,2.0,1.0,,,,,,,,,,,
478,PT00M08.20S,2025-04-13T21:16:22.5Z,3,REGULAR,3pt,Jump Shot,[],1628988,34.37910643889619,58.08823529411765,1610612745,71,99,2025-04-13T21:16:31Z,4700000,False,-40.0,271.0,1,left,MISS A. Holiday 27' 3PT,[1628988],1610612745.0,HOU,,,,Holiday,A. Holiday,,,,,Above the Break 3,24+ Center,,,,27.37,Missed,,,,,,,,,,,,,,,
479,PT00M06.90S,2025-04-13T21:16:23.8Z,3,REGULAR,rebound,defensive,[],1629618,,,1610612743,71,99,2025-04-13T21:16:31Z,4710000,False,,,0,,J. Pickett REBOUND (Off:0 Def:1),[1629618],1610612743.0,DEN,,,,Pickett,J. Pickett,,,,,Above the Break 3,24+ Center,,,,,,478.0,1.0,1.0,0.0,,,,,,,,,,,
480,PT00M00.00S,2025-04-13T21:16:30.8Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1631212,93.64323258869908,5.147058823529411,1610612743,71,102,2025-04-13T21:27:44Z,4720000,False,-224.0,7.0,1,right,P. Watson 3PT running pullup (8 PTS) (R. Westbrook 5 AST),"[1631212, 201566]",1610612743.0,DEN,running pullup,,,Watson,P. Watson,,,,,Left Corner 3,24+ Left,,,,22.44,Made,,,,,,,,8.0,R. Westbrook,201566.0,5.0,,,,
482,PT00M00.00S,2025-04-13T21:16:44.6Z,3,REGULAR,period,end,[],0,,,1610612745,71,102,2025-04-13T21:16:44Z,4740000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,PT12M00.00S,2025-04-13T21:18:41.3Z,4,REGULAR,substitution,out,['startperiod'],201145,,,1610612745,71,102,2025-04-13T21:19:15Z,4750000,False,,,0,,SUB out: J. Green,[201145],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
485,PT12M00.00S,2025-04-13T21:18:41.3Z,4,REGULAR,substitution,out,['startperiod'],1631128,,,1610612745,71,102,2025-04-13T21:19:15Z,4760000,False,,,0,,SUB out: C. Braun,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,,,,,,,,,,,,,,,,,,,
486,PT12M00.00S,2025-04-13T21:18:41.3Z,4,REGULAR,substitution,out,['startperiod'],203999,,,1610612745,71,102,2025-04-13T21:19:15Z,4770000,False,,,0,,SUB out: N. Jokić,[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,,,,,,,,,,,,,,,,,,,,,,
487,PT12M00.00S,2025-04-13T21:18:41.3Z,4,REGULAR,substitution,out,['startperiod'],1629618,,,1610612745,71,102,2025-04-13T21:19:15Z,4780000,False,,,0,,SUB out: J. Pickett,[1629618],1610612743.0,DEN,,,,Pickett,J. Pickett,,,,,,,,,,,,,,,,,,,,,,,,,,
488,PT12M00.00S,2025-04-13T21:18:41.3Z,4,REGULAR,substitution,in,['startperiod'],1631466,,,1610612745,71,102,2025-04-13T21:19:15Z,4790000,False,,,0,,SUB in: N. Williams,[1631466],1610612745.0,HOU,,,,Williams,N. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
489,PT12M00.00S,2025-04-13T21:18:41.3Z,4,REGULAR,substitution,in,['startperiod'],1627750,,,1610612745,71,102,2025-04-13T21:19:15Z,4800000,False,,,0,,SUB in: J. Murray,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
490,PT12M00.00S,2025-04-13T21:18:41.3Z,4,REGULAR,substitution,in,['startperiod'],201599,,,1610612745,71,102,2025-04-13T21:19:15Z,4810000,False,,,0,,SUB in: D. Jordan,[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,
491,PT12M00.00S,2025-04-13T21:18:41.3Z,4,REGULAR,substitution,in,['startperiod'],1629008,,,1610612745,71,102,2025-04-13T21:19:15Z,4820000,False,,,0,,SUB in: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
492,PT12M00.00S,2025-04-13T21:19:14.4Z,4,REGULAR,period,start,[],0,,,1610612743,71,102,2025-04-13T21:19:16Z,4830000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,PT11M47.00S,2025-04-13T21:19:27.0Z,4,REGULAR,3pt,Jump Shot,[],1629008,69.46452036793693,73.0392156862745,1610612743,71,102,2025-04-13T21:19:36Z,4840000,False,115.0,235.0,1,right,MISS M. Porter Jr. 26' 3PT,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Right Center,,,,26.13,Missed,,,,,,,,,,,,,,,
494,PT11M43.00S,2025-04-13T21:19:31.0Z,4,REGULAR,rebound,defensive,[],1629111,,,1610612745,71,102,2025-04-13T21:19:36Z,4850000,False,,,0,,J. Landale REBOUND (Off:0 Def:1),[1629111],1610612745.0,HOU,,,,Landale,J. Landale,,,,,Above the Break 3,24+ Right Center,,,,,,493.0,1.0,1.0,0.0,,,,,,,,,,,
495,PT11M28.00S,2025-04-13T21:19:45.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629111,8.623521681997373,47.549019607843135,1610612745,73,102,2025-04-13T21:19:50Z,4860000,False,12.0,29.0,1,left,J. Landale Layup (2 PTS) (R. Sheppard 2 AST),"[1629111, 1642263]",1610612745.0,HOU,,,,Landale,J. Landale,,,,,Restricted Area,0-8 Center,,,,3.11,Made,,,,,,,,2.0,R. Sheppard,1642263.0,2.0,,,,
497,PT11M16.00S,2025-04-13T21:20:02.6Z,4,REGULAR,foul,personal,['2freethrow'],1631466,,,1610612743,73,102,2025-04-13T21:20:08Z,4880000,False,,,0,,N. Williams shooting personal FOUL (1 PF) (Westbrook 2 FT),"[1631466, 201566]",1610612745.0,HOU,shooting,,,Williams,N. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,200834.0,,,,,1.0,0.0,Westbrook,201566.0
499,PT11M16.00S,2025-04-13T21:20:27.5Z,4,REGULAR,freethrow,1 of 2,[],201566,,,1610612743,73,103,2025-04-13T21:20:27Z,4900000,False,,,0,,R. Westbrook Free Throw 1 of 2 (16 PTS),[201566],1610612743.0,DEN,,,,Westbrook,R. Westbrook,,,,,,,,,,,Made,,,,,,,,16.0,,,,,,,
500,PT11M16.00S,2025-04-13T21:20:44.8Z,4,REGULAR,freethrow,2 of 2,[],201566,,,1610612743,73,104,2025-04-13T21:20:44Z,4910000,False,,,0,,R. Westbrook Free Throw 2 of 2 (17 PTS),[201566],1610612743.0,DEN,,,,Westbrook,R. Westbrook,,,,,,,,,,,Made,,,,,,,,17.0,,,,,,,
501,PT11M04.00S,2025-04-13T21:20:56.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641715,18.610381077529567,53.92156862745098,1610612745,73,104,2025-04-13T21:21:04Z,4920000,False,-20.0,122.0,1,left,MISS C. Whitmore 12' pullup Shot,[1641715],1610612745.0,HOU,pullup,,,Whitmore,C. Whitmore,,,,,In The Paint (Non-RA),8-16 Center,,,,12.4,Missed,,,,,,,,,,,,,,,
502,PT11M04.00S,2025-04-13T21:20:56.8Z,4,REGULAR,rebound,defensive,[],1629008,,,1610612743,73,104,2025-04-13T21:21:04Z,4930000,False,,,0,,M. Porter Jr. REBOUND (Off:0 Def:7),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,501.0,7.0,7.0,0.0,,,,,,,,,,,
503,PT10M55.00S,2025-04-13T21:21:09.2Z,4,REGULAR,2pt,Jump Shot,[],1627750,89.56964520367937,23.284313725490197,1610612743,73,106,2025-04-13T21:29:36Z,4940000,False,-134.0,46.0,1,right,J. Murray 14' pullup Jump Shot (13 PTS),[1627750],1610612743.0,DEN,pullup,,,Murray,J. Murray,,,,,Mid-Range,8-16 Left,,,,14.11,Made,,,,,,,,13.0,,,,,,,
504,PT10M55.00S,2025-04-13T21:21:11.4Z,4,REGULAR,foul,personal,['1freethrow'],1628988,,,1610612743,73,106,2025-04-13T21:21:19Z,4950000,False,,,0,,A. Holiday shooting personal FOUL (1 PF) (Murray 1 FT),"[1628988, 1627750]",1610612745.0,HOU,shooting,,,Holiday,A. Holiday,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,202053.0,,,,,1.0,0.0,Murray,1627750.0
506,PT10M55.00S,2025-04-13T21:21:35.6Z,4,REGULAR,freethrow,1 of 1,[],1627750,,,1610612743,73,107,2025-04-13T21:21:35Z,4970000,False,,,0,,J. Murray Free Throw 1 of 1 (14 PTS),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,Made,,,,,,,,14.0,,,,,,,
507,PT10M41.00S,2025-04-13T21:21:50.2Z,4,REGULAR,3pt,Jump Shot,[],1631466,21.632720105124836,8.57843137254902,1610612745,73,107,2025-04-13T21:21:58Z,4980000,False,207.0,151.0,1,left,MISS N. Williams 25' 3PT,[1631466],1610612745.0,HOU,,,,Williams,N. Williams,,,,,Above the Break 3,24+ Right Center,,,,25.62,Missed,,,,,,,,,,,,,,,
508,PT10M39.00S,2025-04-13T21:21:52.2Z,4,REGULAR,rebound,defensive,[],1627750,,,1610612743,73,107,2025-04-13T21:21:58Z,4990000,False,,,0,,J. Murray REBOUND (Off:2 Def:5),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Above the Break 3,24+ Right Center,,,,,,507.0,7.0,5.0,2.0,,,,,,,,,,,
509,PT10M32.00S,2025-04-13T21:22:00.6Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1627750,91.67214191852825,40.19607843137255,1610612743,73,109,2025-04-13T21:30:39Z,5000000,False,-49.0,26.0,1,right,J. Murray running Layup (16 PTS),[1627750],1610612743.0,DEN,running,,,Murray,J. Murray,,,,,In The Paint (Non-RA),0-8 Center,,,,5.54,Made,,,,,,,,16.0,,,,,,,
