actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
629,PT04M03.00S,2022-10-27T01:22:05.6Z,4,REGULAR,rebound,defensive,[],1630532,,,1610612753,88,80,2022-10-27T01:22:07Z,5840000,,,0,,F. Wagner REBOUND (Off:2 Def:3),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,,,627.0,5.0,3.0,2.0,,,,,,,,,,,,,,
633,PT04M00.00S,2022-10-27T01:22:08.0Z,4,REGULAR,3pt,Jump Shot,[],203082,92.72339027595268,3.1862745098039214,1610612753,88,83,2022-10-27T01:44:48Z,5850000,-234.0,16.0,1,right,T. Ross 3PT  (7 PTS) (C. Anthony 5 AST),"[203082, 1630175]",1610612753.0,ORL,,,,Ross,T. Ross,,,,,Left Corner 3,24+ Left,23.46,Made,,,,,,,,,,,,7.0,C. Anthony,1630175.0,5.0,,,
635,PT03M39.00S,2022-10-27T01:22:34.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1626224,9.411957950065702,41.17647058823529,1610612739,90,83,2022-10-27T01:22:40Z,5870000,44.0,36.0,1,left,C. Osman Layup (13 PTS),[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,In The Paint (Non-RA),0-8 Center,5.69,Made,,,,,,,,,,,,13.0,,,,,,
636,PT03M39.00S,2022-10-27T01:22:37.0Z,4,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1628976,,,1610612739,90,83,2022-10-27T01:22:46Z,5880000,,,0,,W. Carter Jr. shooting personal FOUL (4 PF) (Osman 1 FT),"[1628976, 1626224]",1610612753.0,ORL,shooting,,,Carter Jr.,W. Carter Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,2882.0,4.0,0.0,Osman,1626224.0,,,,,,,
638,PT03M39.00S,2022-10-27T01:22:48.1Z,4,REGULAR,substitution,out,[],203526,,,1610612739,90,83,2022-10-27T01:23:31Z,5900000,,,0,,SUB out: R. Neto,[203526],1610612739.0,CLE,,,,Neto,R. Neto,,,,,,,,,,,,,,,,,,,,,,,,,,
639,PT03M39.00S,2022-10-27T01:22:48.1Z,4,REGULAR,substitution,out,[],1629731,,,1610612739,90,83,2022-10-27T01:23:31Z,5910000,,,0,,SUB out: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,,
640,PT03M39.00S,2022-10-27T01:22:48.1Z,4,REGULAR,substitution,in,[],1628386,,,1610612739,90,83,2022-10-27T01:23:31Z,5920000,,,0,,SUB in: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
641,PT03M39.00S,2022-10-27T01:22:48.1Z,4,REGULAR,substitution,in,[],1627747,,,1610612739,90,83,2022-10-27T01:23:31Z,5930000,,,0,,SUB in: C. LeVert,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
642,PT03M39.00S,2022-10-27T01:23:12.5Z,4,REGULAR,freethrow,1 of 1,[],1626224,,,1610612739,91,83,2022-10-27T01:23:12Z,5940000,,,0,,C. Osman Free Throw 1 of 1 (14 PTS),[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,Made,,,,,,,,,,,,14.0,,,,,,
643,PT03M39.00S,2022-10-27T01:23:22.4Z,4,REGULAR,timeout,full,['team'],0,,,1610612753,91,83,2022-10-27T01:23:22Z,5950000,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,PT03M20.00S,2022-10-27T01:25:15.7Z,4,REGULAR,2pt,Jump Shot,[],1630175,91.14651773981603,12.254901960784313,1610612753,91,83,2022-10-27T01:25:23Z,5960000,-189.0,31.0,1,right,MISS C. Anthony 19' driving floating Shot,[1630175],1610612753.0,ORL,driving floating,,,Anthony,C. Anthony,,,,,Mid-Range,16-24 Left,19.12,Missed,,,,,,,,,,,,,,,,,,
647,PT03M20.00S,2022-10-27T01:25:15.7Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612739,91,83,2022-10-27T01:25:23Z,5970000,,,0,,TEAM defensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,Mid-Range,16-24 Left,,,646.0,,,,,,,,,,,,,,,,,
649,PT03M06.00S,2022-10-27T01:25:38.0Z,4,REGULAR,2pt,Jump Shot,[],1628378,25.706307490144546,32.59803921568628,1610612739,93,83,2022-10-27T01:25:44Z,5990000,87.0,189.0,1,left,D. Mitchell 20' step back Jump Shot (12 PTS),[1628378],1610612739.0,CLE,step back,,,Mitchell,D. Mitchell,,,,,Mid-Range,16-24 Right Center,20.82,Made,,,,,,,,,,,,12.0,,,,,,
650,PT02M45.00S,2022-10-27T01:25:58.7Z,4,REGULAR,2pt,Jump Shot,[],1630532,84.57621550591328,30.88235294117647,1610612753,93,83,2022-10-27T01:26:04Z,6000000,-96.0,92.0,1,right,MISS F. Wagner 13' turnaround Shot,[1630532],1610612753.0,ORL,turnaround,,,Wagner,F. Wagner,,,,,Mid-Range,8-16 Left,13.3,Missed,,,,,,,,,,,,,,,,,,
651,PT02M43.00S,2022-10-27T01:26:00.7Z,4,REGULAR,rebound,defensive,[],1628386,,,1610612739,93,83,2022-10-27T01:26:04Z,6010000,,,0,,J. Allen REBOUND (Off:7 Def:8),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Mid-Range,8-16 Left,,,650.0,15.0,8.0,7.0,,,,,,,,,,,,,,
652,PT02M23.00S,2022-10-27T01:26:21.3Z,4,REGULAR,3pt,Jump Shot,[],1628378,33.065045992115635,39.21568627450981,1610612739,93,83,2022-10-27T01:26:27Z,6020000,54.0,258.0,1,left,MISS D. Mitchell 26' step back 3PT,[1628378],1610612739.0,CLE,step back,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Center,26.39,Missed,,,,,,,,,,,,,,,,,,
653,PT02M20.00S,2022-10-27T01:26:24.3Z,4,REGULAR,rebound,defensive,[],1630175,,,1610612753,93,83,2022-10-27T01:26:27Z,6030000,,,0,,C. Anthony REBOUND (Off:0 Def:5),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Above the Break 3,24+ Center,,,652.0,5.0,5.0,0.0,,,,,,,,,,,,,,
654,PT02M20.00S,2022-10-27T01:26:26.8Z,4,REGULAR,foul,personal,['2freethrow'],1626224,,,1610612753,93,83,2022-10-27T01:26:34Z,6040000,,,0,,C. Osman shooting personal FOUL (2 PF) (Wagner 2 FT),"[1626224, 1630532]",1610612739.0,CLE,shooting,,,Osman,C. Osman,,,,,Restricted Area,0-8 Center,,,,,,,,,2882.0,2.0,0.0,Wagner,1630532.0,,,,,,,
656,PT02M20.00S,2022-10-27T01:27:00.2Z,4,REGULAR,freethrow,1 of 2,[],1630532,,,1610612753,93,84,2022-10-27T01:27:00Z,6060000,,,0,,F. Wagner Free Throw 1 of 2 (19 PTS),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,Made,,,,,,,,,,,,19.0,,,,,,
657,PT02M20.00S,2022-10-27T01:27:13.9Z,4,REGULAR,freethrow,2 of 2,[],1630532,,,1610612753,93,85,2022-10-27T01:27:14Z,6070000,,,0,,F. Wagner Free Throw 2 of 2 (20 PTS),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,Made,,,,,,,,,,,,20.0,,,,,,
658,PT02M11.00S,2022-10-27T01:27:28.0Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628976,,,1610612739,93,85,2022-10-27T01:27:35Z,6080000,,,0,,W. Carter Jr. personal FOUL (5 PF) (Allen 2 FT),"[1628976, 1628386]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Above the Break 3,24+ Center,,,,,,,,,1628954.0,5.0,0.0,Allen,1628386.0,,,,,,,
660,PT02M11.00S,2022-10-27T01:27:53.2Z,4,REGULAR,freethrow,1 of 2,[],1628386,,,1610612739,94,85,2022-10-27T01:27:53Z,6100000,,,0,,J. Allen Free Throw 1 of 2 (17 PTS),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,Made,,,,,,,,,,,,17.0,,,,,,
661,PT02M11.00S,2022-10-27T01:28:14.3Z,4,REGULAR,freethrow,2 of 2,[],1628386,,,1610612739,95,85,2022-10-27T01:28:14Z,6110000,,,0,,J. Allen Free Throw 2 of 2 (18 PTS),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,Made,,,,,,,,,,,,18.0,,,,,,
662,PT01M59.00S,2022-10-27T01:28:27.9Z,4,REGULAR,3pt,Jump Shot,[],1630532,69.59592641261499,69.11764705882352,1610612753,95,85,2022-10-27T01:28:33Z,6120000,96.0,233.0,1,right,MISS F. Wagner 25' pullup 3PT,[1630532],1610612753.0,ORL,pullup,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Right Center,25.21,Missed,,,,,,,,,,,,,,,,,,
663,PT01M56.00S,2022-10-27T01:28:30.9Z,4,REGULAR,rebound,defensive,[],1626224,,,1610612739,95,85,2022-10-27T01:28:33Z,6130000,,,0,,C. Osman REBOUND (Off:2 Def:5),[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,Above the Break 3,24+ Right Center,,,662.0,7.0,5.0,2.0,,,,,,,,,,,,,,
664,PT01M37.00S,2022-10-27T01:28:51.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630596,8.229303547963205,51.71568627450981,1610612739,97,85,2022-10-27T01:28:56Z,6140000,-9.0,25.0,1,left,E. Mobley Layup (20 PTS),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,2.63,Made,,,,,,,,,,,,20.0,,,,,,
665,PT01M25.00S,2022-10-27T01:29:05.7Z,4,REGULAR,3pt,Jump Shot,[],203082,67.7562417871222,63.23529411764706,1610612753,97,85,2022-10-27T01:29:12Z,6150000,66.0,251.0,1,right,MISS T. Ross 25' 3PT,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,Above the Break 3,24+ Center,25.92,Missed,,,,,,,,,,,,,,,,,,
666,PT01M19.00S,2022-10-27T01:29:11.7Z,4,REGULAR,rebound,defensive,[],1628386,,,1610612739,97,85,2022-10-27T01:29:12Z,6160000,,,0,,J. Allen REBOUND (Off:7 Def:9),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Above the Break 3,24+ Center,,,665.0,16.0,9.0,7.0,,,,,,,,,,,,,,
667,PT01M00.00S,2022-10-27T01:29:31.0Z,4,REGULAR,2pt,Jump Shot,[],1627747,5.601182654402102,75.49019607843137,1610612739,97,85,2022-10-27T01:29:35Z,6170000,-127.0,0.0,1,left,MISS C. LeVert 12' fadeaway Shot,[1627747],1610612739.0,CLE,fadeaway,,,LeVert,C. LeVert,,,,,Mid-Range,8-16 Left,12.75,Missed,,,,,,,,,,,,,,,,,,
668,PT00M57.20S,2022-10-27T01:29:34.0Z,4,REGULAR,rebound,defensive,[],1628976,,,1610612753,97,85,2022-10-27T01:29:34Z,6180000,,,0,,W. Carter Jr. REBOUND (Off:3 Def:6),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Mid-Range,8-16 Left,,,667.0,9.0,6.0,3.0,,,,,,,,,,,,,,
669,PT00M51.20S,2022-10-27T01:29:40.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631094,93.9060446780552,50.73529411764706,1610612753,97,87,2022-10-27T01:29:45Z,6190000,4.0,5.0,1,right,P. Banchero driving Layup (26 PTS) (T. Ross 2 AST),"[1631094, 203082]",1610612753.0,ORL,driving,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,0.61,Made,,,,,,,,,,,,26.0,T. Ross,203082.0,2.0,,,
671,PT00M40.20S,2022-10-27T01:29:54.7Z,4,REGULAR,turnover,bad pass,[],1627747,,,1610612739,97,87,2022-10-27T01:29:59Z,6210000,,,0,,C. LeVert bad pass TURNOVER (5 TO),"[1627747, 1630532]",1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,5.0,Wagner,1630532.0
672,PT00M40.20S,2022-10-27T01:29:54.7Z,4,REGULAR,steal,,[],1630532,,,1610612753,97,87,2022-10-27T01:29:56Z,6220000,,,0,,F. Wagner STEAL (1 STL),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
673,PT00M38.30S,2022-10-27T01:29:57.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630532,94.03745072273325,49.01960784313725,1610612753,97,89,2022-10-27T01:30:03Z,6230000,-5.0,4.0,1,right,F. Wagner Layup (22 PTS),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,0.6,Made,,,,,,,,,,,,22.0,,,,,,
674,PT00M38.30S,2022-10-27T01:30:08.3Z,4,REGULAR,timeout,full,['team'],0,,,1610612739,97,89,2022-10-27T01:30:08Z,6240000,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,PT00M37.50S,2022-10-27T01:31:54.1Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628976,,,1610612739,97,89,2022-10-27T01:32:02Z,6250000,,,0,,W. Carter Jr. personal FOUL (6 PF) (Mitchell 2 FT),"[1628976, 1628378]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Mid-Range,16-24 Left Center,,,,,,,,,2882.0,6.0,0.0,Mitchell,1628378.0,,,,,,,
678,PT00M37.50S,2022-10-27T01:32:43.1Z,4,REGULAR,freethrow,1 of 2,[],1628378,,,1610612739,98,89,2022-10-27T01:32:43Z,6270000,,,0,,D. Mitchell Free Throw 1 of 2 (13 PTS),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,Made,,,,,,,,,,,,13.0,,,,,,
679,PT00M37.50S,2022-10-27T01:32:44.1Z,4,REGULAR,substitution,out,[],1626224,,,1610612739,98,89,2022-10-27T01:32:52Z,6280000,,,0,,SUB out: C. Osman,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,,,,,,,,
680,PT00M37.50S,2022-10-27T01:32:44.1Z,4,REGULAR,substitution,out,[],1628976,,,1610612739,98,89,2022-10-27T01:32:52Z,6290000,,,0,,SUB out: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
681,PT00M37.50S,2022-10-27T01:32:44.1Z,4,REGULAR,substitution,in,[],1629731,,,1610612739,98,89,2022-10-27T01:32:52Z,6300000,,,0,,SUB in: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,,
682,PT00M37.50S,2022-10-27T01:32:44.1Z,4,REGULAR,substitution,in,[],1629626,,,1610612739,98,89,2022-10-27T01:32:52Z,6310000,,,0,,SUB in: B. Bol,[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,,,,,,,,,,,,,,,,,,,,,,
683,PT00M37.50S,2022-10-27T01:33:13.7Z,4,REGULAR,freethrow,2 of 2,[],1628378,,,1610612739,99,89,2022-10-27T01:33:13Z,6320000,,,0,,D. Mitchell Free Throw 2 of 2 (14 PTS),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,Made,,,,,,,,,,,,14.0,,,,,,
684,PT00M33.00S,2022-10-27T01:33:26.5Z,4,REGULAR,foul,personal,['2freethrow'],1630596,,,1610612753,99,89,2022-10-27T01:34:23Z,6330000,,,0,,E. Mobley shooting personal FOUL (4 PF) (Banchero 2 FT),"[1630596, 1631094]",1610612739.0,CLE,shooting,,,Mobley,E. Mobley,,,,,Above the Break 3,24+ Right Center,,,,,,,,,1628954.0,4.0,0.0,Banchero,1631094.0,,,,,,,
686,PT00M33.00S,2022-10-27T01:34:12.7Z,4,REGULAR,substitution,out,[],1629731,,,1610612753,99,89,2022-10-27T01:34:17Z,6350000,,,0,,SUB out: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,,
687,PT00M33.00S,2022-10-27T01:34:12.7Z,4,REGULAR,substitution,in,[],1626224,,,1610612753,99,89,2022-10-27T01:34:17Z,6360000,,,0,,SUB in: C. Osman,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,,,,,,,,
688,PT00M33.00S,2022-10-27T01:34:27.2Z,4,REGULAR,freethrow,1 of 2,[],1631094,,,1610612753,99,89,2022-10-27T01:38:43Z,6370000,,,0,,MISS P. Banchero Free Throw 1 of 2,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
706,PT00M33.00S,2022-10-27T01:34:27.2Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612753,99,89,2022-10-27T01:38:43Z,6375000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,688.0,,,,,,,,,,,,,,,,,
689,PT00M33.00S,2022-10-27T01:34:27.2Z,4,REGULAR,freethrow,2 of 2,[],1631094,,,1610612753,99,90,2022-10-27T01:38:43Z,6380000,,,0,,P. Banchero Free Throw 2 of 2 (27 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Made,,,,,,,,,,,,27.0,,,,,,
690,PT00M30.00S,2022-10-27T01:34:40.0Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630175,,,1610612739,99,90,2022-10-27T01:35:08Z,6390000,,,0,,C. Anthony personal FOUL (4 PF) (Mobley 2 FT),"[1630175, 1630596]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Mid-Range,8-16 Left,,,,,,,,,2882.0,4.0,0.0,Mobley,1630596.0,,,,,,,
692,PT00M30.00S,2022-10-27T01:35:16.2Z,4,REGULAR,freethrow,1 of 2,[],1630596,,,1610612739,100,90,2022-10-27T01:35:16Z,6410000,,,0,,E. Mobley Free Throw 1 of 2 (21 PTS),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,Made,,,,,,,,,,,,21.0,,,,,,
693,PT00M30.00S,2022-10-27T01:35:18.6Z,4,REGULAR,substitution,out,[],1626224,,,1610612739,100,90,2022-10-27T01:35:22Z,6420000,,,0,,SUB out: C. Osman,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,,,,,,,,
694,PT00M30.00S,2022-10-27T01:35:18.6Z,4,REGULAR,substitution,in,[],1629731,,,1610612739,100,90,2022-10-27T01:35:22Z,6430000,,,0,,SUB in: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,,
695,PT00M30.00S,2022-10-27T01:35:33.2Z,4,REGULAR,freethrow,2 of 2,[],1630596,,,1610612739,101,90,2022-10-27T01:35:33Z,6440000,,,0,,E. Mobley Free Throw 2 of 2 (22 PTS),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,Made,,,,,,,,,,,,22.0,,,,,,
696,PT00M28.90S,2022-10-27T01:35:42.9Z,4,REGULAR,timeout,full,['team'],0,,,1610612753,101,90,2022-10-27T01:35:42Z,6450000,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697,PT00M28.90S,2022-10-27T01:36:58.2Z,4,REGULAR,substitution,out,[],1628378,,,1610612753,101,90,2022-10-27T01:37:07Z,6460000,,,0,,SUB out: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
698,PT00M28.90S,2022-10-27T01:36:58.2Z,4,REGULAR,substitution,in,[],203526,,,1610612753,101,90,2022-10-27T01:37:07Z,6470000,,,0,,SUB in: R. Neto,[203526],1610612739.0,CLE,,,,Neto,R. Neto,,,,,,,,,,,,,,,,,,,,,,,,,,
699,PT00M25.00S,2022-10-27T01:37:10.2Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1631094,93.64323258869908,51.225490196078425,1610612753,101,92,2022-10-27T01:37:22Z,6480000,6.0,7.0,1,right,P. Banchero driving DUNK (29 PTS) (F. Wagner 5 AST),"[1631094, 1630532]",1610612753.0,ORL,driving,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,0.95,Made,,,,,,,,,,,,29.0,F. Wagner,1630532.0,5.0,,,
701,PT00M22.10S,2022-10-27T01:37:16.5Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630175,,,1610612739,101,92,2022-10-27T01:37:23Z,6500000,,,0,,C. Anthony personal FOUL (5 PF) (Neto 2 FT),"[1630175, 203526]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Mid-Range,16-24 Right,,,,,,,,,1628954.0,5.0,0.0,Neto,203526.0,,,,,,,
703,PT00M22.10S,2022-10-27T01:37:46.1Z,4,REGULAR,freethrow,1 of 2,[],203526,,,1610612739,102,92,2022-10-27T01:37:46Z,6520000,,,0,,R. Neto Free Throw 1 of 2 (6 PTS),[203526],1610612739.0,CLE,,,,Neto,R. Neto,,,,,,,,Made,,,,,,,,,,,,6.0,,,,,,
704,PT00M22.10S,2022-10-27T01:37:59.9Z,4,REGULAR,freethrow,2 of 2,[],203526,,,1610612739,103,92,2022-10-27T01:37:59Z,6530000,,,0,,R. Neto Free Throw 2 of 2 (7 PTS),[203526],1610612739.0,CLE,,,,Neto,R. Neto,,,,,,,,Made,,,,,,,,,,,,7.0,,,,,,
705,PT00M00.00S,2022-10-27T01:38:28.2Z,4,REGULAR,period,end,[],0,,,1610612753,103,92,2022-10-27T01:38:28Z,6540000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707,PT00M00.00S,2022-10-27T01:44:22.9Z,4,REGULAR,game,end,[],0,,,0,103,92,2022-10-27T01:44:22Z,6550000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
