actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
179,PT00M31.00S,2022-10-26T23:39:53.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629626,7.178055190538765,52.20588235294118,1610612753,28,22,2022-10-26T23:39:59Z,1620000,-11.0,15.0,1,left,B. Bol cutting DUNK (2 PTS) (P. Banchero 2 AST),"[1629626, 1631094]",1610612753.0,ORL,cutting,,,Bol,B. Bol,,,,,Restricted Area,0-8 Center,1.86,Made,,,,,,,,,,,,2.0,P. Banchero,1631094.0,2.0,,,
181,PT00M11.00S,2022-10-26T23:40:18.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628378,94.03745072273325,50.49019607843137,1610612739,30,22,2022-10-26T23:52:01Z,1640000,2.0,4.0,1,right,D. Mitchell driving Layup (5 PTS),[1628378],1610612739.0,CLE,driving,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,0.43,Made,,,,,,,,,,,,5.0,,,,,,
182,PT00M00.00S,2022-10-26T23:40:32.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631094,14.799605781865965,41.42156862745098,1610612753,30,24,2022-10-26T23:40:41Z,1650000,43.0,87.0,1,left,P. Banchero 9' turnaround Jump Shot (8 PTS),[1631094],1610612753.0,ORL,turnaround,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),8-16 Center,9.66,Made,,,,,,,,,,,,8.0,,,,,,
183,PT00M00.00S,2022-10-26T23:41:10.3Z,1,REGULAR,period,end,[],0,,,1610612739,30,24,2022-10-26T23:41:10Z,1660000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT12M00.00S,2022-10-26T23:43:24.1Z,2,REGULAR,period,start,[],0,,,1610612739,30,24,2022-10-26T23:43:28Z,1670000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT11M42.00S,2022-10-26T23:43:41.8Z,2,REGULAR,3pt,Jump Shot,[],1630171,94.03745072273325,3.6764705882352944,1610612739,30,24,2022-10-26T23:54:38Z,1680000,-232.0,4.0,1,right,MISS I. Okoro 3PT,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,Left Corner 3,24+ Left,23.16,Missed,,,,,,,,,,,,,,,,,,
186,PT11M41.00S,2022-10-26T23:43:42.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612739,30,24,2022-10-26T23:56:14Z,1690000,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,Left Corner 3,24+ Left,,,185.0,,,,,,,,,,,,,,,,,
187,PT11M41.00S,2022-10-26T23:43:59.8Z,2,REGULAR,foul,personal,[],1630532,,,1610612739,30,24,2022-10-26T23:56:07Z,1700000,,,0,,F. Wagner loose ball personal FOUL (1 PF),"[1630532, 201567]",1610612753.0,ORL,loose ball,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,200833.0,1.0,0.0,Love,201567.0,,,,,,,
189,PT11M31.00S,2022-10-26T23:44:09.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630596,92.32917214191852,51.9607843137255,1610612739,32,24,2022-10-26T23:44:13Z,1720000,10.0,20.0,1,right,E. Mobley driving Layup (3 PTS) (K. Love 2 AST),"[1630596, 201567]",1610612739.0,CLE,driving,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,2.19,Made,,,,,,,,,,,,3.0,K. Love,201567.0,2.0,,,
191,PT11M13.00S,2022-10-26T23:44:27.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630284,12.302890932982917,44.6078431372549,1610612753,32,24,2022-10-26T23:44:32Z,1740000,27.0,63.0,1,left,MISS K. Harris 6' driving floating bank Shot,[1630284],1610612753.0,ORL,driving floating bank,,,Harris,K. Harris,,,,,In The Paint (Non-RA),0-8 Center,6.86,Missed,,,,,,,,,,,,,,,,,,
192,PT11M11.00S,2022-10-26T23:44:29.2Z,2,REGULAR,rebound,defensive,[],1628378,,,1610612739,32,24,2022-10-26T23:44:32Z,1750000,,,0,,D. Mitchell REBOUND (Off:0 Def:2),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),0-8 Center,,,191.0,2.0,2.0,0.0,,,,,,,,,,,,,,
193,PT11M06.00S,2022-10-26T23:44:33.9Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630171,93.38042049934296,50.0,1610612739,34,24,2022-10-26T23:57:58Z,1760000,0.0,10.0,1,right,I. Okoro running Layup (2 PTS) (D. Mitchell 4 AST),"[1630171, 1628378]",1610612739.0,CLE,running,,,Okoro,I. Okoro,,,,,Restricted Area,0-8 Center,0.97,Made,,,,,,,,,,,,2.0,D. Mitchell,1628378.0,4.0,,,
195,PT10M56.00S,2022-10-26T23:44:47.9Z,2,REGULAR,foul,personal,[],1628378,,,1610612753,34,24,2022-10-26T23:45:04Z,1780000,,,0,,D. Mitchell personal FOUL (2 PF),"[1628378, 1630532]",1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Mid-Range,16-24 Center,,,,,,,,,2882.0,2.0,0.0,Wagner,1630532.0,,,,,,,
197,PT10M45.00S,2022-10-26T23:45:14.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,6.915243101182654,54.166666666666664,1610612753,34,26,2022-10-26T23:45:18Z,1800000,-21.0,13.0,1,left,F. Wagner driving Layup (8 PTS),[1630532],1610612753.0,ORL,driving,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,2.43,Made,,,,,,,,,,,,8.0,,,,,,
198,PT10M32.00S,2022-10-26T23:45:26.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628378,85.49605781865965,60.29411764705882,1610612739,34,26,2022-10-26T23:45:32Z,1810000,51.0,84.0,1,right,MISS D. Mitchell 9' driving floating Shot,[1628378],1610612739.0,CLE,driving floating,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),8-16 Right,9.84,Missed,,,,,,,,,,,,,,,,,,
199,PT10M32.00S,2022-10-26T23:45:26.6Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612753,34,26,2022-10-26T23:45:32Z,1820000,,,0,,TEAM defensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,In The Paint (Non-RA),8-16 Right,,,198.0,,,,,,,,,,,,,,,,,
201,PT10M20.00S,2022-10-26T23:45:49.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,6.915243101182654,51.71568627450981,1610612753,34,28,2022-10-26T23:45:53Z,1840000,-9.0,13.0,1,left,F. Wagner driving Layup (10 PTS),[1630532],1610612753.0,ORL,driving,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,1.52,Made,,,,,,,,,,,,10.0,,,,,,
202,PT09M58.00S,2022-10-26T23:46:10.8Z,2,REGULAR,turnover,lost ball,[],201567,,,1610612739,34,28,2022-10-26T23:46:15Z,1850000,,,0,,K. Love lost ball TURNOVER (1 TO),"[201567, 1631094]",1610612739.0,CLE,,,,Love,K. Love,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,1.0,Banchero,1631094.0
203,PT09M58.00S,2022-10-26T23:46:10.8Z,2,REGULAR,steal,,[],1631094,,,1610612753,34,28,2022-10-27T00:03:41Z,1860000,,,0,,P. Banchero STEAL (1 STL),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
204,PT09M53.00S,2022-10-26T23:46:16.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631094,7.5722733245729295,51.225490196078425,1610612753,34,28,2022-10-26T23:46:23Z,1870000,-6.0,19.0,1,left,MISS P. Banchero running Layup,[1631094],1610612753.0,ORL,running,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,1.97,Missed,,,,,,,,,,,,,,,,,,
205,PT09M51.00S,2022-10-26T23:46:18.1Z,2,REGULAR,rebound,offensive,[],1629626,,,1610612753,34,28,2022-10-26T23:46:23Z,1880000,,,0,,B. Bol REBOUND (Off:3 Def:4),[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,Restricted Area,0-8 Center,,,204.0,7.0,4.0,3.0,,,,,,,,,,,,,,
206,PT09M51.00S,2022-10-26T23:46:21.3Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629626,5.590000152587891,50.0,1610612753,34,30,2022-10-26T23:46:21Z,1890000,0.0,0.0,1,left,B. Bol tip DUNK (4 PTS),[1629626],1610612753.0,ORL,tip,,,Bol,B. Bol,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,,,,,,4.0,,,,,,
207,PT09M51.00S,2022-10-26T23:46:26.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,34,30,2022-10-26T23:46:26Z,1900000,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT09M27.00S,2022-10-26T23:50:31.1Z,2,REGULAR,3pt,Jump Shot,[],1628378,78.9257555847569,93.13725490196079,1610612739,34,30,2022-10-26T23:50:35Z,1920000,216.0,146.0,1,right,MISS D. Mitchell 26' 3PT,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Right Center,26.02,Missed,,,,,,,,,,,,,,,,,,
210,PT09M24.00S,2022-10-26T23:50:34.1Z,2,REGULAR,rebound,defensive,[],1630532,,,1610612753,34,30,2022-10-26T23:50:35Z,1930000,,,0,,F. Wagner REBOUND (Off:0 Def:1),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Right Center,,,209.0,1.0,1.0,0.0,,,,,,,,,,,,,,
211,PT09M13.00S,2022-10-26T23:50:48.9Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630532,9.149145860709593,50.73529411764706,1610612753,34,30,2022-10-27T00:24:32Z,1940000,-4.0,34.0,1,left,MISS F. Wagner driving DUNK - blocked,"[1630532, 1630596]",1610612753.0,ORL,driving,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,3.37,Missed,,,,,Mobley,1630596.0,,,,,,,,,,,,
212,PT09M13.00S,2022-10-26T23:50:48.9Z,2,REGULAR,block,,[],1630596,,,1610612753,34,30,2022-10-26T23:50:53Z,1950000,,,0,,E. Mobley BLOCK (1 BLK),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
213,PT09M10.00S,2022-10-26T23:50:51.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612753,34,30,2022-10-27T00:24:32Z,1960000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,Restricted Area,0-8 Center,,,211.0,,,,,,,,,,,,,,,,,
214,PT09M10.00S,2022-10-26T23:50:56.0Z,2,REGULAR,substitution,out,[],201567,,,1610612753,34,30,2022-10-26T23:51:01Z,1970000,,,0,,SUB out: K. Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT09M10.00S,2022-10-26T23:50:56.0Z,2,REGULAR,substitution,in,[],1628386,,,1610612753,34,30,2022-10-26T23:51:01Z,1980000,,,0,,SUB in: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT09M10.00S,2022-10-26T23:51:15.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631094,6.652431011826544,51.470588235294116,1610612753,34,32,2022-10-26T23:51:26Z,1990000,-7.0,10.0,1,left,P. Banchero cutting Layup (10 PTS) (F. Wagner 1 AST),"[1631094, 1630532]",1610612753.0,ORL,cutting,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,1.24,Made,,,,,,,,,,,,10.0,F. Wagner,1630532.0,1.0,,,
218,PT09M10.00S,2022-10-26T23:51:18.9Z,2,REGULAR,foul,personal,['1freethrow'],1630596,,,1610612753,34,32,2022-10-26T23:51:30Z,2010000,,,0,,E. Mobley shooting personal FOUL (1 PF) (Banchero 1 FT),"[1630596, 1631094]",1610612739.0,CLE,shooting,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,,,,,,,,,1628954.0,1.0,0.0,Banchero,1631094.0,,,,,,,
220,PT09M10.00S,2022-10-26T23:51:42.6Z,2,REGULAR,freethrow,1 of 1,['2ndchance'],1631094,,,1610612753,34,33,2022-10-26T23:51:42Z,2030000,,,0,,P. Banchero Free Throw 1 of 1 (11 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Made,,,,,,,,,,,,11.0,,,,,,
221,PT08M51.00S,2022-10-26T23:52:03.2Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630596,84.70762155059133,43.38235294117647,1610612739,36,33,2022-10-27T00:25:34Z,2040000,-33.0,91.0,1,right,E. Mobley 9' driving Hook (5 PTS) (C. Osman 1 AST),"[1630596, 1626224]",1610612739.0,CLE,driving,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),8-16 Center,9.7,Made,,,,,,,,,,,,5.0,C. Osman,1626224.0,1.0,,,
223,PT08M31.00S,2022-10-26T23:52:21.8Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630532,11.777266754270697,45.34313725490196,1610612753,36,33,2022-10-26T23:52:33Z,2060000,23.0,58.0,1,left,MISS F. Wagner 6' driving Hook,[1630532],1610612753.0,ORL,driving,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),0-8 Center,6.27,Missed,,,,,,,,,,,,,,,,,,
224,PT08M23.00S,2022-10-26T23:52:31.1Z,2,REGULAR,rebound,offensive,[],1630532,,,1610612753,36,33,2022-10-26T23:52:31Z,2070000,,,0,,F. Wagner REBOUND (Off:1 Def:1),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),0-8 Center,,,223.0,2.0,1.0,1.0,,,,,,,,,,,,,,
225,PT08M23.00S,2022-10-26T23:52:31.1Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630532,5.590000152587891,50.0,1610612753,36,35,2022-10-27T00:29:45Z,2080000,0.0,0.0,1,left,F. Wagner tip Layup (12 PTS),[1630532],1610612753.0,ORL,tip,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,,,,,,12.0,,,,,,
226,PT08M12.00S,2022-10-26T23:52:41.9Z,2,REGULAR,turnover,lost ball,[],1630596,,,1610612739,36,35,2022-10-26T23:52:46Z,2090000,,,0,,E. Mobley lost ball TURNOVER (2 TO),"[1630596, 1630284]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,2.0,Harris,1630284.0
227,PT08M12.00S,2022-10-26T23:52:41.9Z,2,REGULAR,steal,,[],1630284,,,1610612753,36,35,2022-10-26T23:52:44Z,2100000,,,0,,K. Harris STEAL (1 STL),[1630284],1610612753.0,ORL,,,,Harris,K. Harris,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
228,PT08M08.00S,2022-10-26T23:52:48.4Z,2,REGULAR,foul,personal,[],1630596,,,1610612753,36,35,2022-10-27T00:28:02Z,2110000,,,0,,E. Mobley personal FOUL (2 PF),"[1630596, 1629626]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,,,,,,,,,2882.0,2.0,0.0,Bol,1629626.0,,,,,,,
230,PT08M08.00S,2022-10-26T23:53:06.0Z,2,REGULAR,substitution,out,[],1630596,,,1610612753,36,35,2022-10-26T23:53:19Z,2130000,,,0,,SUB out: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT08M08.00S,2022-10-26T23:53:06.0Z,2,REGULAR,substitution,out,[],1630171,,,1610612753,36,35,2022-10-26T23:53:19Z,2140000,,,0,,SUB out: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT08M08.00S,2022-10-26T23:53:06.0Z,2,REGULAR,substitution,in,[],1627747,,,1610612753,36,35,2022-10-26T23:53:19Z,2150000,,,0,,SUB in: C. LeVert,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT08M08.00S,2022-10-26T23:53:06.0Z,2,REGULAR,substitution,in,[],1629731,,,1610612753,36,35,2022-10-26T23:53:19Z,2160000,,,0,,SUB in: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT08M01.00S,2022-10-26T23:53:26.8Z,2,REGULAR,foul,personal,[],1626224,,,1610612753,36,35,2022-10-26T23:53:49Z,2170000,,,0,,C. Osman personal FOUL (1 PF),"[1626224, 1630284]",1610612739.0,CLE,,,,Osman,C. Osman,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,1628954.0,1.0,0.0,Harris,1630284.0,,,,,,,
237,PT07M47.00S,2022-10-26T23:54:04.8Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612753,36,35,2022-10-26T23:54:11Z,2190000,,,0,,ORL shot clock Team TURNOVER,[],1610612753.0,ORL,,,,,,,,,,Mid-Range,8-16 Right,,,,,,,,,200833.0,,,,,,,,,,,
238,PT07M32.00S,2022-10-26T23:54:34.2Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1627747,69.99014454664915,74.50980392156863,1610612739,36,35,2022-10-26T23:54:40Z,2200000,123.0,230.0,1,right,MISS C. LeVert 26' 3PT,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Above the Break 3,24+ Right Center,26.02,Missed,,,,,,,,,,,,,,,,,,
239,PT07M29.00S,2022-10-26T23:54:37.2Z,2,REGULAR,rebound,offensive,[],1626224,,,1610612739,36,35,2022-10-26T23:54:40Z,2210000,,,0,,C. Osman REBOUND (Off:2 Def:1),[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,Above the Break 3,24+ Right Center,,,238.0,3.0,1.0,2.0,,,,,,,,,,,,,,
240,PT07M26.00S,2022-10-26T23:54:40.8Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1629731,92.72339027595268,96.56862745098039,1610612739,39,35,2022-10-26T23:54:45Z,2220000,233.0,16.0,1,right,D. Wade 3PT  (6 PTS) (D. Mitchell 5 AST),"[1629731, 1628378]",1610612739.0,CLE,,,,Wade,D. Wade,,,,,Right Corner 3,24+ Right,23.33,Made,,,,,,,,,,,,6.0,D. Mitchell,1628378.0,5.0,,,
242,PT07M12.00S,2022-10-26T23:54:54.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,7.046649145860711,53.92156862745098,1610612753,39,37,2022-10-27T00:31:37Z,2240000,-20.0,14.0,1,left,F. Wagner driving Layup (14 PTS) (P. Banchero 3 AST),"[1630532, 1631094]",1610612753.0,ORL,driving,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,2.39,Made,,,,,,,,,,,,14.0,P. Banchero,1631094.0,3.0,,,
244,PT07M01.00S,2022-10-26T23:55:09.8Z,2,REGULAR,foul,offensive,[],1627747,,,1610612739,39,37,2022-10-27T00:32:06Z,2260000,,,0,,C. LeVert offensive FOUL (1 PF),"[1627747, 1630532]",1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Mid-Range,8-16 Left,,,,,,,,,200833.0,1.0,0.0,Wagner,1630532.0,,,,,,,
246,PT07M01.00S,2022-10-26T23:55:09.8Z,2,REGULAR,turnover,offensive foul,[],1627747,,,1610612739,39,37,2022-10-26T23:55:09Z,2280000,,,0,,C. LeVert offensive foul TURNOVER (2 TO),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Mid-Range,8-16 Left,,,,,,,,,200833.0,,,,,,,,,2.0,,
247,PT07M01.00S,2022-10-26T23:55:18.8Z,2,REGULAR,substitution,out,[],1631094,,,1610612753,39,37,2022-10-26T23:55:35Z,2290000,,,0,,SUB out: P. Banchero,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT07M01.00S,2022-10-26T23:55:18.8Z,2,REGULAR,substitution,out,[],1629626,,,1610612753,39,37,2022-10-26T23:55:35Z,2300000,,,0,,SUB out: B. Bol,[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT07M01.00S,2022-10-26T23:55:18.8Z,2,REGULAR,substitution,in,[],1628964,,,1610612753,39,37,2022-10-26T23:55:35Z,2310000,,,0,,SUB in: M. Bamba,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT07M01.00S,2022-10-26T23:55:18.8Z,2,REGULAR,substitution,in,[],1629643,,,1610612753,39,37,2022-10-26T23:55:35Z,2320000,,,0,,SUB in: C. Okeke,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT07M01.00S,2022-10-26T23:55:37.6Z,2,REGULAR,substitution,out,[],1630284,,,1610612753,39,37,2022-10-26T23:55:48Z,2330000,,,0,,SUB out: K. Harris,[1630284],1610612753.0,ORL,,,,Harris,K. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT07M01.00S,2022-10-26T23:55:37.6Z,2,REGULAR,substitution,in,[],203082,,,1610612753,39,37,2022-10-26T23:55:48Z,2340000,,,0,,SUB in: T. Ross,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT06M40.00S,2022-10-26T23:56:10.6Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1631216,8.623521681997373,64.4607843137255,1610612753,39,37,2022-10-26T23:56:20Z,2350000,-72.0,29.0,1,left,MISS C. Houstan 7' driving bank Hook,[1631216],1610612753.0,ORL,driving bank,,,Houstan,C. Houstan,,,,,In The Paint (Non-RA),0-8 Center,7.78,Missed,,,,,,,,,,,,,,,,,,
254,PT06M40.00S,2022-10-26T23:56:10.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612753,39,37,2022-10-26T23:56:20Z,2360000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,253.0,,,,,,,,,,,,,,,,,
256,PT06M40.00S,2022-10-26T23:56:35.1Z,2,REGULAR,foul,offensive,[],1630532,,,1610612753,39,37,2022-10-26T23:56:52Z,2380000,,,0,,F. Wagner offensive FOUL (2 PF),"[1630532, 1627747]",1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Mid-Range,8-16 Right,,,,,,,,,200833.0,2.0,0.0,LeVert,1627747.0,,,,,,,
258,PT06M40.00S,2022-10-26T23:56:35.1Z,2,REGULAR,turnover,offensive foul,[],1630532,,,1610612753,39,37,2022-10-26T23:56:35Z,2400000,,,0,,F. Wagner offensive foul TURNOVER (3 TO),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Mid-Range,8-16 Right,,,,,,,,,200833.0,,,,,,,,,3.0,,
259,PT06M40.00S,2022-10-26T23:56:50.0Z,2,REGULAR,substitution,out,[],1630532,,,1610612739,39,37,2022-10-26T23:56:55Z,2410000,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT06M40.00S,2022-10-26T23:56:50.0Z,2,REGULAR,substitution,in,[],1630175,,,1610612739,39,37,2022-10-26T23:56:55Z,2420000,,,0,,SUB in: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT06M21.00S,2022-10-26T23:57:16.9Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1626224,85.49605781865965,25.735294117647058,1610612739,41,37,2022-10-26T23:57:23Z,2430000,-121.0,84.0,1,right,C. Osman 14' pullup Jump Shot (10 PTS) (C. LeVert 4 AST),"[1626224, 1627747]",1610612739.0,CLE,pullup,,,Osman,C. Osman,,,,,Mid-Range,8-16 Left,14.74,Made,,,,,,,,,,,,10.0,C. LeVert,1627747.0,4.0,,,
263,PT06M11.00S,2022-10-26T23:57:27.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630175,16.507884362680684,35.049019607843135,1610612753,41,37,2022-10-26T23:57:33Z,2450000,75.0,103.0,1,left,MISS C. Anthony 12' driving floating Shot,[1630175],1610612753.0,ORL,driving floating,,,Anthony,C. Anthony,,,,,In The Paint (Non-RA),8-16 Right,12.71,Missed,,,,,,,,,,,,,,,,,,
264,PT06M07.00S,2022-10-26T23:57:30.2Z,2,REGULAR,rebound,defensive,[],1628386,,,1610612739,41,37,2022-10-26T23:57:30Z,2460000,,,0,,J. Allen REBOUND (Off:1 Def:2),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,In The Paint (Non-RA),8-16 Right,,,263.0,3.0,2.0,1.0,,,,,,,,,,,,,,
265,PT06M03.00S,2022-10-26T23:57:34.1Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1626224,70.38436268068331,76.7156862745098,1610612739,41,37,2022-10-27T00:34:12Z,2470000,134.0,226.0,1,right,MISS C. Osman 26' running 3PT,[1626224],1610612739.0,CLE,running,,,Osman,C. Osman,,,,,Above the Break 3,24+ Right Center,26.24,Missed,,,,,,,,,,,,,,,,,,
266,PT06M00.00S,2022-10-26T23:57:37.1Z,2,REGULAR,rebound,defensive,[],1628964,,,1610612753,41,37,2022-10-26T23:57:39Z,2480000,,,0,,M. Bamba REBOUND (Off:0 Def:1),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,Above the Break 3,24+ Right Center,,,265.0,1.0,1.0,0.0,,,,,,,,,,,,,,
267,PT05M44.00S,2022-10-26T23:57:54.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203082,16.770696452036795,42.64705882352941,1610612753,41,37,2022-10-26T23:57:59Z,2490000,37.0,105.0,1,left,MISS T. Ross 11' driving floating Shot,[203082],1610612753.0,ORL,driving floating,,,Ross,T. Ross,,,,,In The Paint (Non-RA),8-16 Center,11.14,Missed,,,,,,,,,,,,,,,,,,
268,PT05M43.00S,2022-10-26T23:57:55.8Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612739,41,37,2022-10-26T23:57:59Z,2500000,,,0,,TEAM defensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,267.0,,,,,,,,,,,,,,,,,
