actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
174,PT00M01.80S,2022-11-03T00:14:18.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628378,85.49605781865965,45.09803921568628,1610612739,35,27,2022-11-03T00:14:24Z,1700000,-25.0,84.0,1,right,MISS D. Mitchell 8' driving floating Shot,[1628378],1610612739.0,CLE,driving floating,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),8-16 Center,8.73,Missed,,,,,,,,,,,,,,,,,,
175,PT00M01.80S,2022-11-03T00:14:18.6Z,1,REGULAR,rebound,defensive,[],1629684,,,1610612738,35,27,2022-11-03T00:14:24Z,1710000,,,0,,G. Williams REBOUND (Off:0 Def:1),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,In The Paint (Non-RA),8-16 Center,,,,174.0,1.0,1.0,0.0,,,,,,,,,,,,,
176,PT00M00.00S,2022-11-03T00:14:23.2Z,1,REGULAR,period,end,[],0,,,1610612738,35,27,2022-11-03T00:14:23Z,1720000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT12M00.00S,2022-11-03T00:14:34.3Z,2,REGULAR,substitution,out,['startperiod'],1626224,,,1610612738,35,27,2022-11-03T00:17:43Z,1730000,,,0,,SUB out: C. Osman,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT12M00.00S,2022-11-03T00:14:34.3Z,2,REGULAR,substitution,out,['startperiod'],1627747,,,1610612738,35,27,2022-11-03T00:17:43Z,1740000,,,0,,SUB out: C. LeVert,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT12M00.00S,2022-11-03T00:14:34.3Z,2,REGULAR,substitution,out,['startperiod'],1628378,,,1610612738,35,27,2022-11-03T00:17:43Z,1750000,,,0,,SUB out: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT12M00.00S,2022-11-03T00:14:34.3Z,2,REGULAR,substitution,in,['startperiod'],1629636,,,1610612738,35,27,2022-11-03T00:17:43Z,1760000,,,0,,SUB in: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT12M00.00S,2022-11-03T00:14:34.3Z,2,REGULAR,substitution,in,['startperiod'],201577,,,1610612738,35,27,2022-11-03T00:17:43Z,1770000,,,0,,SUB in: R. Lopez,[201577],1610612739.0,CLE,,,,Lopez,R. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT12M00.00S,2022-11-03T00:14:34.3Z,2,REGULAR,substitution,in,['startperiod'],1630171,,,1610612738,35,27,2022-11-03T00:17:43Z,1780000,,,0,,SUB in: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT12M00.00S,2022-11-03T00:18:01.2Z,2,REGULAR,period,start,[],0,,,1610612739,35,27,2022-11-03T00:18:01Z,1790000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT11M48.00S,2022-11-03T00:18:14.8Z,2,REGULAR,foul,personal,[],203935,,,1610612739,35,27,2022-11-03T00:18:21Z,1800000,,,0,,M. Smart personal FOUL (1 PF),"[203935, 1629636]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,1627961.0,1.0,0.0,Garland,1629636.0,,,,,
186,PT11M38.00S,2022-11-03T00:18:44.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201567,92.32917214191852,48.28431372549019,1610612739,35,27,2022-11-03T00:18:49Z,1820000,-9.0,20.0,1,right,MISS K. Love Layup - blocked,"[201567, 1629684]",1610612739.0,CLE,,,,Love,K. Love,,,,,Restricted Area,0-8 Center,2.14,Missed,,,,,,,,,,,,,,Williams,1629684.0,,,
187,PT11M38.00S,2022-11-03T00:18:44.2Z,2,REGULAR,block,,[],1629684,,,1610612739,35,27,2022-11-03T00:18:47Z,1830000,,,0,,G. Williams BLOCK (1 BLK),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
188,PT11M35.00S,2022-11-03T00:18:47.2Z,2,REGULAR,rebound,defensive,[],203935,,,1610612738,35,27,2022-11-03T00:18:49Z,1840000,,,0,,M. Smart REBOUND (Off:0 Def:2),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Restricted Area,0-8 Center,,,,186.0,2.0,2.0,0.0,,,,,,,,,,,,,
189,PT11M35.00S,2022-11-03T00:18:51.5Z,2,REGULAR,foul,personal,['2freethrow'],1630171,,,1610612738,35,27,2022-11-03T00:18:59Z,1850000,,,0,,I. Okoro shooting personal FOUL (1 PF) (Tatum 2 FT),"[1630171, 1628369]",1610612739.0,CLE,shooting,,,Okoro,I. Okoro,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1627961.0,1.0,0.0,Tatum,1628369.0,,,,,
191,PT11M35.00S,2022-11-03T00:19:19.2Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1628369,,,1610612738,35,28,2022-11-03T00:19:19Z,1870000,,,0,,J. Tatum Free Throw 1 of 2 (3 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
192,PT11M35.00S,2022-11-03T00:19:36.2Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1628369,,,1610612738,35,29,2022-11-03T00:19:36Z,1880000,,,0,,J. Tatum Free Throw 2 of 2 (4 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
193,PT11M21.00S,2022-11-03T00:19:52.4Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],201567,92.46057818659659,50.98039215686274,1610612739,35,29,2022-11-03T00:19:57Z,1890000,5.0,18.0,1,right,MISS K. Love cutting DUNK - blocked,"[201567, 1628369]",1610612739.0,CLE,cutting,,,Love,K. Love,,,,,Restricted Area,0-8 Center,1.9,Missed,,,,,,,,,,,,,,Tatum,1628369.0,,,
194,PT11M21.00S,2022-11-03T00:19:52.4Z,2,REGULAR,block,,[],1628369,,,1610612739,35,29,2022-11-03T00:19:55Z,1900000,,,0,,J. Tatum BLOCK (1 BLK),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
195,PT11M17.00S,2022-11-03T00:19:56.4Z,2,REGULAR,rebound,defensive,[],1627763,,,1610612738,35,29,2022-11-03T00:19:57Z,1910000,,,0,,M. Brogdon REBOUND (Off:0 Def:1),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Restricted Area,0-8 Center,,,,193.0,1.0,1.0,0.0,,,,,,,,,,,,,
196,PT11M15.00S,2022-11-03T00:19:58.5Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],203935,7.046649145860711,3.1862745098039214,1610612738,35,29,2022-11-03T00:21:59Z,1920000,234.0,14.0,1,left,MISS M. Smart running 3PT,[203935],1610612738.0,BOS,running,,,Smart,M. Smart,,,,,Right Corner 3,24+ Right,23.45,Missed,,,,,,,,,,,,,,,,,,
197,PT11M11.00S,2022-11-03T00:20:02.1Z,2,REGULAR,rebound,offensive,[],1628369,,,1610612738,35,29,2022-11-03T00:20:02Z,1930000,,,0,,J. Tatum REBOUND (Off:1 Def:3),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Right Corner 3,24+ Right,,,,196.0,4.0,3.0,1.0,,,,,,,,,,,,,
198,PT11M09.00S,2022-11-03T00:20:04.8Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1627763,22.552562417871222,64.4607843137255,1610612738,35,31,2022-11-03T00:20:09Z,1940000,-72.0,159.0,1,left,M. Brogdon 17' step back Jump Shot (9 PTS) (J. Tatum 3 AST),"[1627763, 1628369]",1610612738.0,BOS,step back,,,Brogdon,M. Brogdon,,,,,Mid-Range,16-24 Left Center,17.51,Made,9.0,,,,,J. Tatum,1628369.0,3.0,,,,,,,,,,
199,PT10M47.00S,2022-11-03T00:20:26.1Z,2,REGULAR,3pt,Jump Shot,[],1629636,69.07030223390277,28.676470588235293,1610612739,38,31,2022-11-03T00:20:31Z,1950000,-107.0,238.0,1,right,D. Garland 26' 3PT step back (17 PTS),[1629636],1610612739.0,CLE,step back,,,Garland,D. Garland,,,,,Above the Break 3,24+ Left Center,26.1,Made,17.0,,,,,,,,,,,,,,,,,
200,PT10M29.00S,2022-11-03T00:20:44.3Z,2,REGULAR,turnover,bad pass,[],1628369,,,1610612738,38,31,2022-11-03T00:20:47Z,1960000,,,0,,J. Tatum bad pass TURNOVER (3 TO),"[1628369, 1629636]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,3.0,Garland,1629636.0
201,PT10M29.00S,2022-11-03T00:20:44.3Z,2,REGULAR,steal,,[],1629636,,,1610612739,38,31,2022-11-03T00:20:46Z,1970000,,,0,,D. Garland STEAL (3 STL),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
202,PT10M23.00S,2022-11-03T00:20:50.1Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629731,78.9257555847569,6.372549019607843,1610612739,38,31,2022-11-03T00:23:43Z,1980000,-218.0,146.0,1,right,MISS D. Wade 26' running 3PT,[1629731],1610612739.0,CLE,running,,,Wade,D. Wade,,,,,Above the Break 3,24+ Left Center,26.22,Missed,,,,,,,,,,,,,,,,,,
203,PT10M17.00S,2022-11-03T00:20:56.1Z,2,REGULAR,rebound,defensive,[],1627763,,,1610612738,38,31,2022-11-03T00:20:56Z,1990000,,,0,,M. Brogdon REBOUND (Off:0 Def:2),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Left Center,,,,202.0,2.0,2.0,0.0,,,,,,,,,,,,,
204,PT10M11.00S,2022-11-03T00:21:01.8Z,2,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1628369,9.72404730617609,57.494638480392155,1610612738,38,31,2022-11-03T00:25:13Z,2000000,-37.0,39.0,1,left,MISS J. Tatum pullup bank Shot,[1628369],1610612738.0,BOS,pullup bank,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,5.4,Missed,,,,,,,,,,,,,,,,,,
205,PT10M09.00S,2022-11-03T00:21:03.8Z,2,REGULAR,rebound,offensive,[],1628369,,,1610612738,38,31,2022-11-03T00:24:34Z,2010000,,,0,,J. Tatum REBOUND (Off:2 Def:3),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,,,,204.0,5.0,3.0,2.0,,,,,,,,,,,,,
206,PT10M07.00S,2022-11-03T00:21:07.4Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1628369,5.590000152587891,50.0,1610612738,38,33,2022-11-03T00:24:52Z,2020000,0.0,0.0,1,left,J. Tatum tip Layup (6 PTS),[1628369],1610612738.0,BOS,tip,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,0.0,Made,6.0,,,,,,,,,,,,,,,,,
207,PT09M47.00S,2022-11-03T00:21:26.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629636,90.09526938239159,65.44117647058823,1610612739,38,33,2022-11-03T00:21:34Z,2030000,77.0,41.0,1,right,MISS D. Garland 8' driving floating bank Shot,[1629636],1610612739.0,CLE,driving floating bank,,,Garland,D. Garland,,,,,In The Paint (Non-RA),8-16 Right,8.72,Missed,,,,,,,,,,,,,,,,,,
208,PT09M42.00S,2022-11-03T00:21:31.2Z,2,REGULAR,rebound,defensive,[],203935,,,1610612738,38,33,2022-11-03T00:21:34Z,2040000,,,0,,M. Smart REBOUND (Off:0 Def:3),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,In The Paint (Non-RA),8-16 Right,,,,207.0,3.0,3.0,0.0,,,,,,,,,,,,,
210,PT09M42.00S,2022-11-03T00:21:45.7Z,2,REGULAR,substitution,out,[],201567,,,1610612738,38,33,2022-11-03T00:22:04Z,2060000,,,0,,SUB out: K. Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT09M42.00S,2022-11-03T00:21:45.7Z,2,REGULAR,substitution,out,[],1629636,,,1610612738,38,33,2022-11-03T00:22:04Z,2070000,,,0,,SUB out: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT09M42.00S,2022-11-03T00:21:45.7Z,2,REGULAR,substitution,out,[],201577,,,1610612738,38,33,2022-11-03T00:22:04Z,2080000,,,0,,SUB out: R. Lopez,[201577],1610612739.0,CLE,,,,Lopez,R. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT09M42.00S,2022-11-03T00:21:45.7Z,2,REGULAR,substitution,out,[],1628369,,,1610612738,38,33,2022-11-03T00:22:04Z,2090000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT09M42.00S,2022-11-03T00:21:45.7Z,2,REGULAR,substitution,out,[],1630573,,,1610612738,38,33,2022-11-03T00:22:04Z,2100000,,,0,,SUB out: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT09M42.00S,2022-11-03T00:21:45.7Z,2,REGULAR,substitution,in,[],1630596,,,1610612738,38,33,2022-11-03T00:22:04Z,2110000,,,0,,SUB in: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT09M42.00S,2022-11-03T00:21:45.7Z,2,REGULAR,substitution,in,[],1628378,,,1610612738,38,33,2022-11-03T00:22:04Z,2120000,,,0,,SUB in: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT09M42.00S,2022-11-03T00:21:45.7Z,2,REGULAR,substitution,in,[],1627747,,,1610612738,38,33,2022-11-03T00:22:04Z,2130000,,,0,,SUB in: C. LeVert,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT09M42.00S,2022-11-03T00:21:45.7Z,2,REGULAR,substitution,in,[],201143,,,1610612738,38,33,2022-11-03T00:22:04Z,2140000,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT09M42.00S,2022-11-03T00:21:45.7Z,2,REGULAR,substitution,in,[],1627759,,,1610612738,38,33,2022-11-03T00:22:04Z,2150000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT09M38.00S,2022-11-03T00:22:07.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,6.783837056504599,51.71568627450981,1610612738,38,35,2022-11-03T00:32:29Z,2160000,-9.0,11.0,1,left,J. Brown driving Layup (11 PTS) (M. Brogdon 1 AST),"[1627759, 1627763]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,1.42,Made,11.0,,,,,M. Brogdon,1627763.0,1.0,,,,,,,,,,
221,PT09M23.00S,2022-11-03T00:22:21.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628378,93.64323258869908,54.166666666666664,1610612739,40,35,2022-11-03T00:22:26Z,2170000,21.0,7.0,1,right,D. Mitchell driving Layup (5 PTS),[1628378],1610612739.0,CLE,driving,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,2.2,Made,5.0,,,,,,,,,,,,,,,,,
222,PT09M09.00S,2022-11-03T00:22:35.4Z,2,REGULAR,3pt,Jump Shot,[],203935,16.63929040735874,3.6764705882352944,1610612738,40,35,2022-11-03T00:22:41Z,2180000,232.0,104.0,1,left,MISS M. Smart 25' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Right Center,25.38,Missed,,,,,,,,,,,,,,,,,,
223,PT09M05.00S,2022-11-03T00:22:39.4Z,2,REGULAR,rebound,defensive,[],1627747,,,1610612739,40,35,2022-11-03T00:22:41Z,2190000,,,0,,C. LeVert REBOUND (Off:1 Def:1),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Above the Break 3,24+ Right Center,,,,222.0,2.0,1.0,1.0,,,,,,,,,,,,,
224,PT08M55.00S,2022-11-03T00:22:49.8Z,2,REGULAR,3pt,Jump Shot,[],1629731,67.88764783180025,64.70588235294117,1610612739,40,35,2022-11-03T00:22:53Z,2200000,74.0,249.0,1,right,MISS D. Wade 26' 3PT,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,Above the Break 3,24+ Center,26.0,Missed,,,,,,,,,,,,,,,,,,
225,PT08M52.00S,2022-11-03T00:22:52.8Z,2,REGULAR,rebound,defensive,[],1627763,,,1610612738,40,35,2022-11-03T00:22:53Z,2210000,,,0,,M. Brogdon REBOUND (Off:0 Def:3),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Center,,,,224.0,3.0,3.0,0.0,,,,,,,,,,,,,
226,PT08M45.00S,2022-11-03T00:22:59.6Z,2,REGULAR,3pt,Jump Shot,[],1629684,26.363337713534822,15.441176470588236,1610612738,40,38,2022-11-03T00:23:04Z,2220000,173.0,195.0,1,left,G. Williams 26' 3PT  (7 PTS) (J. Brown 1 AST),"[1629684, 1627759]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,Above the Break 3,24+ Right Center,26.08,Made,7.0,,,,,J. Brown,1627759.0,1.0,,,,,,,,,,
228,PT08M28.00S,2022-11-03T00:23:16.0Z,2,REGULAR,3pt,Jump Shot,[],1628378,65.52233902759527,23.52941176470588,1610612739,43,38,2022-11-03T00:23:19Z,2240000,-132.0,272.0,1,right,D. Mitchell 30' 3PT pullup (8 PTS),[1628378],1610612739.0,CLE,pullup,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Left Center,30.22,Made,8.0,,,,,,,,,,,,,,,,,
229,PT08M12.00S,2022-11-03T00:23:37.2Z,2,REGULAR,turnover,traveling,[],1627763,,,1610612738,43,38,2022-11-03T00:23:43Z,2250000,,,0,,M. Brogdon traveling TURNOVER (1 TO),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1179.0,,,,,,,1.0,,
230,PT08M12.00S,2022-11-03T00:23:41.2Z,2,REGULAR,substitution,out,[],203935,,,1610612739,43,38,2022-11-03T00:23:49Z,2260000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT08M12.00S,2022-11-03T00:23:41.2Z,2,REGULAR,substitution,in,[],1628401,,,1610612739,43,38,2022-11-03T00:23:49Z,2270000,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT08M00.00S,2022-11-03T00:24:13.3Z,2,REGULAR,foul,offensive,[],1630596,,,1610612739,43,38,2022-11-03T00:24:35Z,2280000,,,0,,E. Mobley offensive FOUL (3 PF),"[1630596, 1629684]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,1627962.0,3.0,0.0,Williams,1629684.0,,,,,
234,PT08M00.00S,2022-11-03T00:24:13.3Z,2,REGULAR,turnover,offensive foul,[],1630596,,,1610612739,43,38,2022-11-03T00:24:13Z,2300000,,,0,,E. Mobley offensive foul TURNOVER (1 TO),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,1627962.0,,,,,,,1.0,,
235,PT08M00.00S,2022-11-03T00:24:25.3Z,2,REGULAR,substitution,out,[],1630596,,,1610612738,43,38,2022-11-03T00:24:34Z,2310000,,,0,,SUB out: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT08M00.00S,2022-11-03T00:24:25.3Z,2,REGULAR,substitution,in,[],1628386,,,1610612738,43,38,2022-11-03T00:24:34Z,2320000,,,0,,SUB in: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT07M48.00S,2022-11-03T00:24:48.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],201143,5.206964520367937,98.0392156862745,1610612738,43,38,2022-11-03T00:24:56Z,2330000,-240.0,-4.0,1,left,MISS A. Horford 24' 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Left Corner 3,24+ Left,24.02,Missed,,,,,,,,,,,,,,,,,,
238,PT07M43.00S,2022-11-03T00:24:53.1Z,2,REGULAR,rebound,defensive,[],1628378,,,1610612739,43,38,2022-11-03T00:24:56Z,2340000,,,0,,D. Mitchell REBOUND (Off:0 Def:2),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Left Corner 3,24+ Left,,,,237.0,2.0,2.0,0.0,,,,,,,,,,,,,
239,PT07M36.00S,2022-11-03T00:24:59.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628378,93.77463863337714,54.65686274509803,1610612739,43,38,2022-11-03T00:34:56Z,2350000,23.0,6.0,1,right,MISS D. Mitchell pullup bank Shot,[1628378],1610612739.0,CLE,pullup bank,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,2.41,Missed,,,,,,,,,,,,,,,,,,
240,PT07M34.00S,2022-11-03T00:25:01.5Z,2,REGULAR,rebound,defensive,[],201143,,,1610612738,43,38,2022-11-03T00:25:03Z,2360000,,,0,,A. Horford REBOUND (Off:1 Def:5),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Restricted Area,0-8 Center,,,,239.0,6.0,5.0,1.0,,,,,,,,,,,,,
241,PT07M26.00S,2022-11-03T00:25:10.8Z,2,REGULAR,3pt,Jump Shot,[],1628401,7.703679369250986,3.431372549019608,1610612738,43,38,2022-11-03T00:28:06Z,2370000,233.0,20.0,1,left,MISS D. White 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Right Corner 3,24+ Right,23.36,Missed,,,,,,,,,,,,,,,,,,
242,PT07M24.00S,2022-11-03T00:25:12.8Z,2,REGULAR,rebound,defensive,[],1629731,,,1610612739,43,38,2022-11-03T00:28:06Z,2380000,,,0,,D. Wade REBOUND (Off:0 Def:2),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,Right Corner 3,24+ Right,,,,241.0,2.0,2.0,0.0,,,,,,,,,,,,,
243,PT07M21.00S,2022-11-03T00:25:15.9Z,2,REGULAR,turnover,lost ball,[],1629731,,,1610612739,43,38,2022-11-03T00:27:17Z,2390000,,,0,,D. Wade lost ball TURNOVER (1 TO),"[1629731, 1629684]",1610612739.0,CLE,,,,Wade,D. Wade,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,1.0,Williams,1629684.0
244,PT07M21.00S,2022-11-03T00:25:15.9Z,2,REGULAR,steal,,[],1629684,,,1610612738,43,38,2022-11-03T00:27:17Z,2400000,,,0,,G. Williams STEAL (1 STL),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
246,PT07M21.00S,2022-11-03T00:26:30.6Z,2,REGULAR,jumpball,recovered,[],1627759,,,1610612738,43,38,2022-11-03T00:30:18Z,2420000,,,0,,Jump Ball G. Williams vs. D. Wade: Tip to J. Brown,"[1627759, 1629684, 1629731]",1610612738.0,BOS,heldball,J. Brown,1627759.0,Brown,J. Brown,Williams,1629684.0,Wade,1629731.0,,,,,,,,,,,,,,,,,,,,,,
253,PT07M05.00S,2022-11-03T00:27:47.9Z,2,REGULAR,foul,personal,['2freethrow'],1627747,,,1610612738,43,38,2022-11-03T00:27:56Z,2490000,,,0,,C. LeVert shooting personal FOUL (1 PF) (Williams 2 FT),"[1627747, 1629684]",1610612739.0,CLE,shooting,,,LeVert,C. LeVert,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1179.0,1.0,0.0,Williams,1629684.0,,,,,
255,PT07M05.00S,2022-11-03T00:27:58.0Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1629684,,,1610612738,43,38,2022-11-03T00:27:58Z,2510000,,,0,,MISS G. Williams Free Throw 1 of 2,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
256,PT07M05.00S,2022-11-03T00:27:58.0Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,43,38,2022-11-03T00:27:58Z,2520000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,255.0,,,,,,,,,,,,,,,,
257,PT07M05.00S,2022-11-03T00:28:06.3Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1629684,,,1610612738,43,39,2022-11-03T00:28:06Z,2530000,,,0,,G. Williams Free Throw 2 of 2 (8 PTS),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
258,PT06M49.00S,2022-11-03T00:28:24.4Z,2,REGULAR,2pt,Jump Shot,[],1628378,73.9323258869908,32.35294117647059,1610612739,43,39,2022-11-03T00:28:29Z,2540000,-88.0,193.0,1,right,MISS D. Mitchell 21' pullup Shot,[1628378],1610612739.0,CLE,pullup,,,Mitchell,D. Mitchell,,,,,Mid-Range,16-24 Left Center,21.17,Missed,,,,,,,,,,,,,,,,,,
259,PT06M44.00S,2022-11-03T00:28:29.4Z,2,REGULAR,rebound,defensive,[],201143,,,1610612738,43,39,2022-11-03T00:28:29Z,2550000,,,0,,A. Horford REBOUND (Off:1 Def:6),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Mid-Range,16-24 Left Center,,,,258.0,7.0,6.0,1.0,,,,,,,,,,,,,
260,PT06M41.00S,2022-11-03T00:28:36.2Z,2,REGULAR,turnover,traveling,[],1627759,,,1610612738,43,39,2022-11-03T00:28:43Z,2560000,,,0,,J. Brown traveling TURNOVER (2 TO),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1179.0,,,,,,,2.0,,
