actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
520,PT12M00.00S,2022-11-03T01:30:44.7Z,4,REGULAR,substitution,out,['startperiod'],1629636,,,1610612739,83,76,2022-11-03T01:33:44Z,5140000,,,0,,SUB out: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,,
521,PT12M00.00S,2022-11-03T01:30:44.7Z,4,REGULAR,substitution,out,['startperiod'],1628369,,,1610612739,83,76,2022-11-03T01:33:44Z,5150000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
522,PT12M00.00S,2022-11-03T01:30:44.7Z,4,REGULAR,substitution,out,['startperiod'],1630573,,,1610612739,83,76,2022-11-03T01:33:44Z,5160000,,,0,,SUB out: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
523,PT12M00.00S,2022-11-03T01:30:44.7Z,4,REGULAR,substitution,in,['startperiod'],201567,,,1610612739,83,76,2022-11-03T01:33:44Z,5170000,,,0,,SUB in: K. Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
524,PT12M00.00S,2022-11-03T01:30:44.7Z,4,REGULAR,substitution,in,['startperiod'],1627759,,,1610612739,83,76,2022-11-03T01:33:44Z,5180000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
525,PT12M00.00S,2022-11-03T01:30:44.7Z,4,REGULAR,substitution,in,['startperiod'],201143,,,1610612739,83,76,2022-11-03T01:33:44Z,5190000,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
527,PT12M00.00S,2022-11-03T01:34:06.7Z,4,REGULAR,period,start,[],0,,,1610612738,83,76,2022-11-03T01:34:06Z,5200000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,PT11M47.00S,2022-11-03T01:34:24.6Z,4,REGULAR,foul,personal,['2freethrow'],1627747,,,1610612738,83,76,2022-11-03T01:34:35Z,5210000,,,0,,C. LeVert shooting personal FOUL (3 PF) (Brown 2 FT),"[1627747, 1627759]",1610612739.0,CLE,shooting,,,LeVert,C. LeVert,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,1627962.0,3.0,0.0,Brown,1627759.0,,,,,
530,PT11M47.00S,2022-11-03T01:34:48.9Z,4,REGULAR,freethrow,1 of 2,[],1627759,,,1610612738,83,77,2022-11-03T01:34:48Z,5230000,,,0,,J. Brown Free Throw 1 of 2 (25 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Made,25.0,,,,,,,,,,,,,,,,,
531,PT11M47.00S,2022-11-03T01:35:10.6Z,4,REGULAR,freethrow,2 of 2,[],1627759,,,1610612738,83,78,2022-11-03T01:35:10Z,5240000,,,0,,J. Brown Free Throw 2 of 2 (26 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Made,26.0,,,,,,,,,,,,,,,,,
532,PT11M21.00S,2022-11-03T01:35:38.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627747,14.536793692509855,62.254901960784316,1610612739,83,78,2022-11-03T01:36:52Z,5250000,-61.0,84.0,1,left,MISS C. LeVert 10' pullup Shot,[1627747],1610612739.0,CLE,pullup,,,LeVert,C. LeVert,,,,,In The Paint (Non-RA),8-16 Left,10.41,Missed,,,,,,,,,,,,,,,,,,
533,PT11M19.00S,2022-11-03T01:35:40.9Z,4,REGULAR,rebound,defensive,[],201143,,,1610612738,83,78,2022-11-03T01:35:43Z,5260000,,,0,,A. Horford REBOUND (Off:1 Def:10),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,In The Paint (Non-RA),8-16 Left,,,,532.0,11.0,10.0,1.0,,,,,,,,,,,,,
534,PT11M13.00S,2022-11-03T01:35:46.1Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1627763,93.64323258869908,49.01960784313725,1610612738,83,80,2022-11-03T01:37:45Z,5270000,-5.0,7.0,1,right,M. Brogdon running Layup (13 PTS),[1627763],1610612738.0,BOS,running,,,Brogdon,M. Brogdon,,,,,Restricted Area,0-8 Center,0.88,Made,13.0,,,,,,,,,,,,,,,,,
535,PT11M00.00S,2022-11-03T01:35:59.9Z,4,REGULAR,3pt,Jump Shot,[],201567,21.23850197109067,91.91176470588235,1610612739,83,80,2022-11-03T01:36:04Z,5280000,-210.0,147.0,1,left,MISS K. Love 25' 3PT,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,Above the Break 3,24+ Left Center,25.61,Missed,,,,,,,,,,,,,,,,,,
536,PT10M57.00S,2022-11-03T01:36:02.9Z,4,REGULAR,rebound,defensive,[],201143,,,1610612738,83,80,2022-11-03T01:36:04Z,5290000,,,0,,A. Horford REBOUND (Off:1 Def:11),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Left Center,,,,535.0,12.0,11.0,1.0,,,,,,,,,,,,,
537,PT10M48.00S,2022-11-03T01:36:14.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],201143,92.9862023653088,50.98039215686274,1610612738,83,82,2022-11-03T01:36:21Z,5300000,5.0,13.0,1,right,A. Horford Layup (9 PTS) (D. White 5 AST),"[201143, 1628401]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,Restricted Area,0-8 Center,1.43,Made,9.0,,,,,D. White,1628401.0,5.0,,,,,,,,,,
538,PT10M48.00S,2022-11-03T01:36:17.0Z,4,REGULAR,foul,personal,['1freethrow'],1628386,,,1610612738,83,82,2022-11-03T01:36:23Z,5310000,,,0,,J. Allen shooting personal FOUL (1 PF) (Horford 1 FT),"[1628386, 201143]",1610612739.0,CLE,shooting,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1179.0,1.0,0.0,Horford,201143.0,,,,,
540,PT10M48.00S,2022-11-03T01:36:32.6Z,4,REGULAR,substitution,out,[],201567,,,1610612738,83,82,2022-11-03T01:36:52Z,5330000,,,0,,SUB out: K. Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
541,PT10M48.00S,2022-11-03T01:36:32.6Z,4,REGULAR,substitution,in,[],1630596,,,1610612738,83,82,2022-11-03T01:36:52Z,5340000,,,0,,SUB in: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
542,PT10M48.00S,2022-11-03T01:36:55.5Z,4,REGULAR,freethrow,1 of 1,[],201143,,,1610612738,83,83,2022-11-03T01:36:55Z,5350000,,,0,,A. Horford Free Throw 1 of 1 (10 PTS),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
543,PT10M30.00S,2022-11-03T01:37:14.9Z,4,REGULAR,3pt,Jump Shot,[],1626224,18.2161629434954,93.38235294117648,1610612739,83,83,2022-11-03T01:37:19Z,5360000,-217.0,119.0,1,left,MISS C. Osman 24' 3PT,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,Above the Break 3,24+ Left Center,24.73,Missed,,,,,,,,,,,,,,,,,,
544,PT10M30.00S,2022-11-03T01:37:14.9Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612738,83,83,2022-11-03T01:37:19Z,5370000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Above the Break 3,24+ Left Center,,,,543.0,,,,,,,,,,,,,,,,
546,PT10M19.00S,2022-11-03T01:37:30.6Z,4,REGULAR,3pt,Jump Shot,[],1627759,73.80091984231275,81.86274509803921,1610612738,83,83,2022-11-03T01:37:36Z,5390000,159.0,194.0,1,right,MISS J. Brown 25' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,25.09,Missed,,,,,,,,,,,,,,,,,,
547,PT10M15.00S,2022-11-03T01:37:34.6Z,4,REGULAR,rebound,defensive,[],1626224,,,1610612739,83,83,2022-11-03T01:37:36Z,5400000,,,0,,C. Osman REBOUND (Off:0 Def:4),[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,Above the Break 3,24+ Right Center,,,,546.0,4.0,4.0,0.0,,,,,,,,,,,,,
548,PT10M10.00S,2022-11-03T01:37:40.0Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1628378,30.436925098554536,62.99019607843137,1610612739,83,83,2022-11-03T01:40:02Z,5410000,-65.0,234.0,1,left,MISS D. Mitchell 24' running pullup 3PT,[1628378],1610612739.0,CLE,running pullup,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Center,24.25,Missed,,,,,,,,,,,,,,,,,,
549,PT10M10.00S,2022-11-03T01:37:40.0Z,4,REGULAR,rebound,defensive,[],1629684,,,1610612738,83,83,2022-11-03T01:37:46Z,5420000,,,0,,G. Williams REBOUND (Off:2 Def:3),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,Above the Break 3,24+ Center,,,,548.0,5.0,3.0,2.0,,,,,,,,,,,,,
550,PT10M10.00S,2022-11-03T01:37:46.0Z,4,REGULAR,foul,personal,[],1627747,,,1610612738,83,83,2022-11-03T01:37:54Z,5430000,,,0,,C. LeVert personal FOUL (4 PF),"[1627747, 1629684]",1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1179.0,4.0,0.0,Williams,1629684.0,,,,,
552,PT10M10.00S,2022-11-03T01:37:53.9Z,4,REGULAR,substitution,out,[],1626224,,,1610612738,83,83,2022-11-03T01:38:02Z,5450000,,,0,,SUB out: C. Osman,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,,,,,,,,
553,PT10M10.00S,2022-11-03T01:37:53.9Z,4,REGULAR,substitution,in,[],1629636,,,1610612738,83,83,2022-11-03T01:38:02Z,5460000,,,0,,SUB in: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,,
554,PT09M51.00S,2022-11-03T01:38:20.7Z,4,REGULAR,2pt,Jump Shot,[],1627759,84.57621550591328,31.61764705882353,1610612738,83,85,2022-11-03T01:38:24Z,5470000,-92.0,92.0,1,right,J. Brown 13' fadeaway Jump Shot (28 PTS),[1627759],1610612738.0,BOS,fadeaway,,,Brown,J. Brown,,,,,Mid-Range,8-16 Left,13.04,Made,28.0,,,,,,,,,,,,,,,,,
555,PT09M28.00S,2022-11-03T01:38:48.3Z,4,REGULAR,turnover,traveling,[],1628386,,,1610612739,83,85,2022-11-03T01:38:53Z,5480000,,,0,,J. Allen traveling TURNOVER (1 TO),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Mid-Range,8-16 Right,,,,,,,,,,,1179.0,,,,,,,1.0,,
556,PT09M10.00S,2022-11-03T01:39:18.5Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1629684,87.59855453350855,95.34313725490196,1610612738,83,88,2022-11-03T01:39:23Z,5490000,227.0,64.0,1,right,G. Williams 3PT step back (11 PTS) (D. White 6 AST),"[1629684, 1628401]",1610612738.0,BOS,step back,,,Williams,G. Williams,,,,,Right Corner 3,24+ Right,23.56,Made,11.0,,,,,D. White,1628401.0,6.0,,,,,,,,,,
558,PT08M50.00S,2022-11-03T01:39:37.8Z,4,REGULAR,turnover,bad pass,[],1630596,,,1610612739,83,88,2022-11-03T01:39:41Z,5510000,,,0,,E. Mobley bad pass TURNOVER (3 TO),"[1630596, 1629684]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,3.0,Williams,1629684.0
559,PT08M50.00S,2022-11-03T01:39:37.8Z,4,REGULAR,steal,,[],1629684,,,1610612738,83,88,2022-11-03T01:39:39Z,5520000,,,0,,G. Williams STEAL (2 STL),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
561,PT08M46.00S,2022-11-03T01:39:59.6Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1627759,88.64980289093299,41.17647058823529,1610612738,83,88,2022-11-03T01:42:29Z,5540000,-44.0,54.0,1,right,MISS J. Brown 6' running Layup - blocked,"[1627759, 1628378]",1610612738.0,BOS,running,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,6.99,Missed,,,,,,,,,,,,,,Mitchell,1628378.0,,,
562,PT08M46.00S,2022-11-03T01:39:59.6Z,4,REGULAR,block,,[],1628378,,,1610612738,83,88,2022-11-03T01:40:03Z,5550000,,,0,,D. Mitchell BLOCK (1 BLK),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
563,PT08M46.00S,2022-11-03T01:39:59.6Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612738,83,88,2022-11-03T01:42:14Z,5560000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,561.0,,,,,,,,,,,,,,,,
564,PT08M32.00S,2022-11-03T01:40:16.6Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1627759,81.02825229960578,42.15686274509804,1610612738,83,88,2022-11-03T01:40:21Z,5570000,-39.0,126.0,1,right,MISS J. Brown 13' fadeaway Shot,[1627759],1610612738.0,BOS,fadeaway,,,Brown,J. Brown,,,,,In The Paint (Non-RA),8-16 Center,13.18,Missed,,,,,,,,,,,,,,,,,,
565,PT08M29.00S,2022-11-03T01:40:19.6Z,4,REGULAR,rebound,defensive,[],1628386,,,1610612739,83,88,2022-11-03T01:40:21Z,5580000,,,0,,J. Allen REBOUND (Off:2 Def:8),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,In The Paint (Non-RA),8-16 Center,,,,564.0,10.0,8.0,2.0,,,,,,,,,,,,,
566,PT08M25.00S,2022-11-03T01:40:23.9Z,4,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1630596,6.783837056504599,49.50980392156863,1610612739,85,88,2022-11-03T01:43:28Z,5590000,2.0,11.0,1,left,E. Mobley running alley-oop DUNK (11 PTS) (D. Garland 9 AST),"[1630596, 1629636]",1610612739.0,CLE,running alley-oop,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,1.16,Made,11.0,,,,,D. Garland,1629636.0,9.0,,,,,,,,,,
568,PT08M08.00S,2022-11-03T01:40:39.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627763,79.71419185282524,65.68627450980392,1610612738,85,90,2022-11-03T01:40:44Z,5610000,78.0,138.0,1,right,M. Brogdon 15' pullup Jump Shot (15 PTS),[1627763],1610612738.0,BOS,pullup,,,Brogdon,M. Brogdon,,,,,In The Paint (Non-RA),8-16 Center,15.89,Made,15.0,,,,,,,,,,,,,,,,,
569,PT07M50.00S,2022-11-03T01:41:01.9Z,4,REGULAR,foul,personal,[],1629684,,,1610612739,85,90,2022-11-03T01:41:07Z,5620000,,,0,,G. Williams personal FOUL (3 PF),"[1629684, 1628386]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,Mid-Range,8-16 Right,,,,,,,,,,,1179.0,3.0,0.0,Allen,1628386.0,,,,,
571,PT07M50.00S,2022-11-03T01:41:09.3Z,4,REGULAR,substitution,out,[],1628386,,,1610612739,85,90,2022-11-03T01:41:19Z,5640000,,,0,,SUB out: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
572,PT07M50.00S,2022-11-03T01:41:09.3Z,4,REGULAR,substitution,out,[],1627763,,,1610612739,85,90,2022-11-03T01:41:19Z,5650000,,,0,,SUB out: M. Brogdon,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
573,PT07M50.00S,2022-11-03T01:41:09.3Z,4,REGULAR,substitution,in,[],1629731,,,1610612739,85,90,2022-11-03T01:41:19Z,5660000,,,0,,SUB in: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,,
574,PT07M50.00S,2022-11-03T01:41:09.3Z,4,REGULAR,substitution,in,[],1628369,,,1610612739,85,90,2022-11-03T01:41:19Z,5670000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
575,PT07M40.00S,2022-11-03T01:41:36.9Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1630596,7.178055190538765,48.529411764705884,1610612739,87,90,2022-11-03T01:41:41Z,5680000,7.0,15.0,1,left,E. Mobley cutting DUNK (13 PTS) (C. LeVert 3 AST),"[1630596, 1627747]",1610612739.0,CLE,cutting,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,1.67,Made,13.0,,,,,C. LeVert,1627747.0,3.0,,,,,,,,,,
578,PT07M10.00S,2022-11-03T01:42:06.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201143,91.40932982917214,60.049019607843135,1610612738,87,92,2022-11-03T01:42:14Z,5700000,50.0,28.0,1,right,A. Horford turnaround bank Jump Shot (12 PTS),[201143],1610612738.0,BOS,turnaround bank,,,Horford,A. Horford,,,,,In The Paint (Non-RA),0-8 Center,5.76,Made,12.0,,,,,,,,,,,,,,,,,
579,PT06M48.00S,2022-11-03T01:42:29.6Z,4,REGULAR,3pt,Jump Shot,[],1628378,31.09395532194481,59.55882352941176,1610612739,87,92,2022-11-03T01:42:34Z,5710000,-48.0,240.0,1,left,MISS D. Mitchell 24' step back 3PT,[1628378],1610612739.0,CLE,step back,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Center,24.45,Missed,,,,,,,,,,,,,,,,,,
580,PT06M45.00S,2022-11-03T01:42:32.0Z,4,REGULAR,rebound,offensive,[],1629731,,,1610612739,87,92,2022-11-03T01:42:32Z,5720000,,,0,,D. Wade REBOUND (Off:1 Def:2),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,Above the Break 3,24+ Center,,,,579.0,3.0,2.0,1.0,,,,,,,,,,,,,
581,PT06M42.00S,2022-11-03T01:42:37.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629731,7.178055190538765,50.73529411764706,1610612739,89,92,2022-11-03T01:42:44Z,5730000,-4.0,15.0,1,left,D. Wade driving Layup (5 PTS) (D. Mitchell 5 AST),"[1629731, 1628378]",1610612739.0,CLE,driving,,,Wade,D. Wade,,,,,Restricted Area,0-8 Center,1.54,Made,5.0,,,,,D. Mitchell,1628378.0,5.0,,,,,,,,,,
583,PT06M42.00S,2022-11-03T01:42:42.1Z,4,REGULAR,foul,personal,['1freethrow'],1628401,,,1610612739,89,92,2022-11-03T01:42:52Z,5750000,,,0,,D. White shooting personal FOUL (4 PF) (Wade 1 FT),"[1628401, 1629731]",1610612738.0,BOS,shooting,,,White,D. White,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1627961.0,4.0,0.0,Wade,1629731.0,,,,,
585,PT06M42.00S,2022-11-03T01:42:59.6Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,89,92,2022-11-03T01:42:59Z,5770000,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,PT06M42.00S,2022-11-03T01:44:31.6Z,4,REGULAR,substitution,out,[],201143,,,1610612739,89,92,2022-11-03T01:45:32Z,5780000,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
588,PT06M42.00S,2022-11-03T01:44:31.6Z,4,REGULAR,substitution,in,[],203935,,,1610612739,89,92,2022-11-03T01:45:32Z,5790000,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
589,PT06M42.00S,2022-11-03T01:46:26.0Z,4,REGULAR,freethrow,1 of 1,['2ndchance'],1629731,,,1610612739,90,92,2022-11-03T01:46:26Z,5800000,,,0,,D. Wade Free Throw 1 of 1 (6 PTS),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
590,PT06M26.00S,2022-11-03T01:46:46.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,89.17542706964521,57.59803921568627,1610612738,90,92,2022-11-03T01:46:50Z,5810000,38.0,49.0,1,right,MISS J. Brown 6' turnaround Shot,[1627759],1610612738.0,BOS,turnaround,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,6.22,Missed,,,,,,,,,,,,,,,,,,
591,PT06M23.00S,2022-11-03T01:46:49.3Z,4,REGULAR,rebound,defensive,[],1629731,,,1610612739,90,92,2022-11-03T01:46:50Z,5820000,,,0,,D. Wade REBOUND (Off:1 Def:3),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,In The Paint (Non-RA),0-8 Center,,,,590.0,4.0,3.0,1.0,,,,,,,,,,,,,
592,PT06M04.00S,2022-11-03T01:47:11.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628378,8.623521681997373,63.970588235294116,1610612739,90,92,2022-11-03T01:47:20Z,5830000,-70.0,29.0,1,left,MISS D. Mitchell 7' driving Layup - blocked,"[1628378, 1628401]",1610612739.0,CLE,driving,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),0-8 Center,7.55,Missed,,,,,,,,,,,,,,White,1628401.0,,,
593,PT06M04.00S,2022-11-03T01:47:11.6Z,4,REGULAR,block,,[],1628401,,,1610612739,90,92,2022-11-03T01:47:14Z,5840000,,,0,,D. White BLOCK (2 BLK),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
594,PT06M04.00S,2022-11-03T01:47:11.6Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612738,90,92,2022-11-03T01:47:20Z,5850000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,592.0,,,,,,,,,,,,,,,,
596,PT06M00.00S,2022-11-03T01:47:31.7Z,4,REGULAR,foul,personal,['2freethrow'],1629731,,,1610612738,90,92,2022-11-03T01:47:42Z,5870000,,,0,,D. Wade shooting personal FOUL (4 PF) (Tatum 2 FT),"[1629731, 1628369]",1610612739.0,CLE,shooting,,,Wade,D. Wade,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1627961.0,4.0,0.0,Tatum,1628369.0,,,,,
598,PT06M00.00S,2022-11-03T01:48:04.7Z,4,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,90,93,2022-11-03T01:48:04Z,5890000,,,0,,J. Tatum Free Throw 1 of 2 (17 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,17.0,,,,,,,,,,,,,,,,,
599,PT06M00.00S,2022-11-03T01:48:20.0Z,4,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,90,94,2022-11-03T01:48:20Z,5900000,,,0,,J. Tatum Free Throw 2 of 2 (18 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,18.0,,,,,,,,,,,,,,,,,
600,PT05M36.00S,2022-11-03T01:48:49.2Z,4,REGULAR,2pt,Jump Shot,[],1629636,7.966491458607096,69.85294117647058,1610612739,92,94,2022-11-03T01:48:53Z,5910000,-99.0,22.0,1,left,D. Garland 10' fadeaway Jump Shot (25 PTS),[1629636],1610612739.0,CLE,fadeaway,,,Garland,D. Garland,,,,,Mid-Range,8-16 Left,10.18,Made,25.0,,,,,,,,,,,,,,,,,
601,PT05M17.00S,2022-11-03T01:49:08.8Z,4,REGULAR,2pt,Jump Shot,[],1628369,76.95466491458606,51.225490196078425,1610612738,92,96,2022-11-03T01:49:12Z,5920000,6.0,164.0,1,right,J. Tatum 16' pullup Jump Shot (20 PTS),[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,Mid-Range,16-24 Center,16.42,Made,20.0,,,,,,,,,,,,,,,,,
602,PT04M58.00S,2022-11-03T01:49:27.7Z,4,REGULAR,3pt,Jump Shot,[],1627747,5.732588699080158,98.0392156862745,1610612739,95,96,2022-11-03T01:49:32Z,5930000,-240.0,1.0,1,left,C. LeVert 24' 3PT  (15 PTS) (D. Garland 10 AST),"[1627747, 1629636]",1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Left Corner 3,24+ Left,24.02,Made,15.0,,,,,D. Garland,1629636.0,10.0,,,,,,,,,,
604,PT04M32.00S,2022-11-03T01:49:53.6Z,4,REGULAR,3pt,Jump Shot,[],1629684,88.64980289093299,97.05882352941177,1610612738,95,96,2022-11-03T01:49:57Z,5950000,235.0,54.0,1,right,MISS G. Williams 24' 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,Right Corner 3,24+ Right,24.15,Missed,,,,,,,,,,,,,,,,,,
605,PT04M29.00S,2022-11-03T01:49:56.6Z,4,REGULAR,rebound,defensive,[],1627747,,,1610612739,95,96,2022-11-03T01:49:57Z,5960000,,,0,,C. LeVert REBOUND (Off:1 Def:5),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Right Corner 3,24+ Right,,,,604.0,6.0,5.0,1.0,,,,,,,,,,,,,
606,PT04M22.00S,2022-11-03T01:50:04.1Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1630596,12.171484888304862,49.50980392156863,1610612739,97,96,2022-11-03T01:51:03Z,5970000,2.0,62.0,1,left,E. Mobley 6' Hook (15 PTS) (C. LeVert 4 AST),"[1630596, 1627747]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),0-8 Center,6.2,Made,15.0,,,,,C. LeVert,1627747.0,4.0,,,,,,,,,,
608,PT04M01.00S,2022-11-03T01:50:25.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,88.91261498028909,58.08823529411765,1610612738,97,96,2022-11-03T01:51:54Z,5990000,40.0,52.0,1,right,MISS J. Brown 6' driving floating Shot,[1627759],1610612738.0,BOS,driving floating,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,6.56,Missed,,,,,,,,,,,,,,,,,,
