actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
263,PT03M44.00S,2023-03-16T00:40:30.4Z,2,REGULAR,2pt,Jump Shot,[],203954,8.360709592641262,28.676470588235293,1610612755,50,45,2023-03-16T00:40:36Z,2630000,False,107.0,26.0,1,left,J. Embiid 10' fadeaway Jump Shot (19 PTS),[203954],1610612755.0,PHI,fadeaway,,,Embiid,J. Embiid,,,,,Mid-Range,8-16 Right,,,,,,Made,19.0,10.97,,,,,,,,,,,,
264,PT03M38.00S,2023-03-16T00:40:36.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630171,92.46057818659659,54.166666666666664,1610612739,50,45,2023-03-16T00:40:43Z,2640000,False,21.0,18.0,1,right,MISS I. Okoro cutting Layup - blocked,"[1630171, 203954]",1610612739.0,CLE,cutting,,,Okoro,I. Okoro,,,,,Restricted Area,0-8 Center,,,,,,Missed,,2.78,,,,,Embiid,203954.0,,,,,,
265,PT03M38.00S,2023-03-16T00:40:36.5Z,2,REGULAR,block,,[],203954,,,1610612739,50,45,2023-03-16T00:40:39Z,2650000,False,,,0,,J. Embiid BLOCK (2 BLK),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
266,PT03M34.00S,2023-03-16T00:40:40.5Z,2,REGULAR,rebound,defensive,[],202699,,,1610612755,50,45,2023-03-16T00:40:43Z,2660000,False,,,0,,T. Harris REBOUND (Off:0 Def:2),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,,,,,,,,,264.0,2.0,2.0,0.0,,,,,,,,
267,PT03M29.00S,2023-03-16T00:40:49.1Z,2,REGULAR,foul,personal,[],1630171,,,1610612755,50,45,2023-03-16T00:41:11Z,2670000,False,,,0,,I. Okoro personal FOUL (2 PF),"[1630171, 203954]",1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,In The Paint (Non-RA),0-8 Center,101284.0,2.0,0.0,Embiid,203954.0,,,,,,,,,,,,,,,
269,PT03M15.00S,2023-03-16T00:41:34.9Z,2,REGULAR,foul,personal,[],1627747,,,1610612755,50,45,2023-03-16T00:41:42Z,2690000,False,,,0,,C. LeVert personal FOUL (1 PF),"[1627747, 202699]",1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Mid-Range,16-24 Center,202007.0,1.0,0.0,Harris,202699.0,,,,,,,,,,,,,,,
271,PT03M04.00S,2023-03-16T00:42:01.8Z,2,REGULAR,3pt,Jump Shot,[],202699,7.966491458607096,3.431372549019608,1610612755,50,45,2023-03-16T00:44:12Z,2710000,False,233.0,22.0,1,left,MISS T. Harris 3PT,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Right Corner 3,24+ Right,,,,,,Missed,,23.39,,,,,,,,,,,,
272,PT03M02.00S,2023-03-16T00:42:03.8Z,2,REGULAR,rebound,defensive,[],1628378,,,1610612739,50,45,2023-03-16T00:42:06Z,2720000,False,,,0,,D. Mitchell REBOUND (Off:0 Def:2),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Mid-Range,16-24 Right,,,,,,,,,271.0,2.0,2.0,0.0,,,,,,,,
273,PT02M55.00S,2023-03-16T00:42:11.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628378,92.72339027595268,44.85294117647059,1610612739,50,45,2023-03-16T00:44:33Z,2730000,False,-26.0,16.0,1,right,MISS D. Mitchell driving finger roll Layup,[1628378],1610612739.0,CLE,driving finger roll,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,,,,,,Missed,,3.02,,,,,,,,,,,,
274,PT02M53.00S,2023-03-16T00:42:13.5Z,2,REGULAR,rebound,defensive,[],203954,,,1610612755,50,45,2023-03-16T00:42:15Z,2740000,False,,,0,,J. Embiid REBOUND (Off:1 Def:7),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,,,,,,,,,273.0,8.0,7.0,1.0,,,,,,,,
275,PT02M49.00S,2023-03-16T00:42:24.3Z,2,REGULAR,foul,personal,[],1629636,,,1610612755,50,45,2023-03-16T00:44:54Z,2750000,False,,,0,,D. Garland personal FOUL (3 PF),"[1629636, 202699]",1610612739.0,CLE,,,,Garland,D. Garland,,,,,Restricted Area,0-8 Center,101284.0,3.0,0.0,Harris,202699.0,,,,,,,,,,,,,,,
277,PT02M49.00S,2023-03-16T00:42:36.5Z,2,REGULAR,foul,technical,['1freethrow'],1627747,,,1610612755,50,45,2023-03-16T00:42:41Z,2770000,False,,,0,,C. LeVert technical FOUL (1 Tech),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,101284.0,1.0,1.0,,,,,,,,,,,,,,,,,
278,PT02M49.00S,2023-03-16T00:42:47.4Z,2,REGULAR,freethrow,1 of 1,[],201935,,,1610612755,50,45,2023-03-16T00:42:47Z,2780000,False,,,0,,MISS J. Harden technical Free Throw 1 of 1,[201935],1610612755.0,PHI,technical,,,Harden,J. Harden,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
279,PT02M49.00S,2023-03-16T00:42:47.4Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612755,50,45,2023-03-16T00:42:47Z,2790000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,278.0,,,,,,,,,,,
280,PT02M49.00S,2023-03-16T00:42:58.3Z,2,REGULAR,substitution,out,[],1629636,,,1610612755,50,45,2023-03-16T00:43:10Z,2800000,False,,,0,,SUB out: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,,
281,PT02M49.00S,2023-03-16T00:42:58.3Z,2,REGULAR,substitution,in,[],1626224,,,1610612755,50,45,2023-03-16T00:43:10Z,2810000,False,,,0,,SUB in: C. Osman,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,,,,,,,,
282,PT02M32.00S,2023-03-16T00:43:23.3Z,2,REGULAR,3pt,Jump Shot,[],203954,8.492115637319317,3.9215686274509802,1610612755,50,45,2023-03-16T00:45:49Z,2820000,False,230.0,27.0,1,left,MISS J. Embiid step back 3PT,[203954],1610612755.0,PHI,step back,,,Embiid,J. Embiid,,,,,Right Corner 3,24+ Right,,,,,,Missed,,23.2,,,,,,,,,,,,
283,PT02M29.00S,2023-03-16T00:43:26.3Z,2,REGULAR,rebound,defensive,[],1630596,,,1610612739,50,45,2023-03-16T00:43:28Z,2830000,False,,,0,,E. Mobley REBOUND (Off:2 Def:5),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Right Corner 3,24+ Right,,,,,,,,,282.0,7.0,5.0,2.0,,,,,,,,
284,PT02M08.00S,2023-03-16T00:43:47.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630596,87.46714848883047,65.68627450980392,1610612739,50,45,2023-03-16T00:43:52Z,2840000,False,78.0,65.0,1,right,MISS E. Mobley 10' pullup Shot,[1630596],1610612739.0,CLE,pullup,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),8-16 Right,,,,,,Missed,,10.2,,,,,,,,,,,,
285,PT02M05.00S,2023-03-16T00:43:50.8Z,2,REGULAR,rebound,defensive,[],201935,,,1610612755,50,45,2023-03-16T00:43:52Z,2850000,False,,,0,,J. Harden REBOUND (Off:1 Def:4),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,284.0,5.0,4.0,1.0,,,,,,,,
286,PT02M02.00S,2023-03-16T00:43:53.2Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630178,22.552562417871222,7.352941176470589,1610612755,50,48,2023-03-16T00:46:18Z,2860000,False,213.0,159.0,1,left,T. Maxey 26' 3PT running (11 PTS) (J. Harden 3 AST),"[1630178, 201935]",1610612755.0,PHI,running,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Right Center,,,,,,Made,11.0,26.63,,,,,,,,,,J. Harden,201935.0,3.0
288,PT01M45.00S,2023-03-16T00:44:09.5Z,2,REGULAR,3pt,Jump Shot,[],1627747,74.06373193166885,14.950980392156863,1610612739,53,48,2023-03-16T00:46:33Z,2880000,False,-175.0,191.0,1,right,C. LeVert 25' 3PT step back (10 PTS),[1627747],1610612739.0,CLE,step back,,,LeVert,C. LeVert,,,,,Above the Break 3,24+ Left Center,,,,,,Made,10.0,25.94,,,,,,,,,,,,
289,PT01M25.00S,2023-03-16T00:44:29.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203954,5.206964520367937,50.73529411764706,1610612755,53,50,2023-03-16T00:46:43Z,2890000,False,-4.0,-4.0,1,left,J. Embiid driving Layup (21 PTS),[203954],1610612755.0,PHI,driving,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,,,,,,Made,21.0,0.52,,,,,,,,,,,,
290,PT01M00.00S,2023-03-16T00:44:56.4Z,2,REGULAR,3pt,Jump Shot,[],1626224,71.56701708278581,21.07843137254902,1610612739,53,50,2023-03-16T00:45:06Z,2900000,False,-145.0,215.0,1,right,MISS C. Osman 25' 3PT,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,25.89,,,,,,,,,,,,
291,PT01M00.00S,2023-03-16T00:44:58.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612739,53,50,2023-03-16T00:44:58Z,2910000,False,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,290.0,,,,,,,,,,,
292,PT01M00.00S,2023-03-16T00:44:59.9Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612739,53,50,2023-03-16T00:45:11Z,2920000,False,,,0,,CLE shot clock Team TURNOVER,[],1610612739.0,CLE,,,,,,,,,,Mid-Range,8-16 Left,202007.0,,,,,,,,,,,,,,,,,,,
293,PT01M00.00S,2023-03-16T00:45:04.1Z,2,REGULAR,substitution,out,[],202699,,,1610612755,53,50,2023-03-16T00:45:11Z,2930000,False,,,0,,SUB out: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
294,PT01M00.00S,2023-03-16T00:45:04.1Z,2,REGULAR,substitution,in,[],1627777,,,1610612755,53,50,2023-03-16T00:45:11Z,2940000,False,,,0,,SUB in: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
295,PT00M56.30S,2023-03-16T00:45:22.8Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627777,5.601182654402102,65.68627450980392,1610612755,53,52,2023-03-16T00:48:27Z,2950000,False,-78.0,0.0,1,left,G. Niang 7' driving floating Jump Shot (2 PTS) (J. Harden 4 AST),"[1627777, 201935]",1610612755.0,PHI,driving floating,,,Niang,G. Niang,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,2.0,7.84,,,,,,,,,,J. Harden,201935.0,4.0
297,PT00M41.90S,2023-03-16T00:46:01.4Z,2,REGULAR,3pt,Jump Shot,[],1626224,74.19513797634691,14.460784313725492,1610612739,53,52,2023-03-16T00:46:08Z,2970000,False,-178.0,190.0,1,right,MISS C. Osman 26' 3PT,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,26.02,,,,,,,,,,,,
298,PT00M38.50S,2023-03-16T00:46:04.8Z,2,REGULAR,rebound,offensive,[],1626224,,,1610612739,53,52,2023-03-16T00:51:05Z,2980000,False,,,0,,C. Osman REBOUND (Off:2 Def:3),[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,Above the Break 3,24+ Left Center,,,,,,,,,297.0,5.0,3.0,2.0,,,,,,,,
299,PT00M36.70S,2023-03-16T00:46:08.5Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1626224,80.76544021024968,2.450980392156863,1610612739,56,52,2023-03-16T00:49:59Z,2990000,False,-238.0,128.0,1,right,C. Osman 27' 3PT  (8 PTS),[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,Above the Break 3,24+ Left Center,,,,,,Made,8.0,27.01,,,,,,,,,,,,
300,PT00M36.10S,2023-03-16T00:46:48.5Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630171,,,1610612755,56,52,2023-03-16T00:51:50Z,3000000,False,,,0,,I. Okoro away-from-play personal FOUL (3 PF) (Maxey 1 FT),"[1630171, 1630178]",1610612739.0,CLE,away-from-play,,,Okoro,I. Okoro,,,,,In The Paint (Non-RA),0-8 Center,1204.0,3.0,0.0,Maxey,1630178.0,,,,,,,,,,,,,,,
302,PT00M36.10S,2023-03-16T00:47:15.8Z,2,REGULAR,freethrow,1 of 1,[],203954,,,1610612755,56,53,2023-03-16T00:51:57Z,3020000,False,,,0,,J. Embiid away-from-play Free Throw 1 of 1 (22 PTS),[203954],1610612755.0,PHI,away-from-play,,,Embiid,J. Embiid,,,,,,,,,,,,Made,22.0,,,,,,,,,,,,,
303,PT00M36.10S,2023-03-16T00:47:21.0Z,2,REGULAR,substitution,out,[],1630596,,,1610612739,56,53,2023-03-16T00:47:36Z,3030000,False,,,0,,SUB out: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT00M36.10S,2023-03-16T00:47:21.0Z,2,REGULAR,substitution,out,[],1627777,,,1610612739,56,53,2023-03-16T00:47:36Z,3040000,False,,,0,,SUB out: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT00M36.10S,2023-03-16T00:47:21.0Z,2,REGULAR,substitution,in,[],1629603,,,1610612739,56,53,2023-03-16T00:47:36Z,3050000,False,,,0,,SUB in: M. Diakite,[1629603],1610612739.0,CLE,,,,Diakite,M. Diakite,,,,,,,,,,,,,,,,,,,,,,,,,,
306,PT00M36.10S,2023-03-16T00:47:21.0Z,2,REGULAR,substitution,in,[],1627863,,,1610612739,56,53,2023-03-16T00:47:36Z,3060000,False,,,0,,SUB in: D. House Jr.,[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
307,PT00M36.10S,2023-03-16T00:47:49.4Z,2,REGULAR,violation,delay-of-game,['team'],0,,,1610612739,56,53,2023-03-16T00:48:02Z,3070000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612739.0,CLE,,,,,,,,,,,,1204.0,,,,,,,,,,,,,,,,,,,
308,PT00M31.30S,2023-03-16T00:48:02.0Z,2,REGULAR,3pt,Jump Shot,[],201935,27.151773981603156,7.8431372549019605,1610612755,56,53,2023-03-16T00:53:34Z,3080000,False,211.0,203.0,1,left,MISS J. Harden 29' pullup 3PT,[201935],1610612755.0,PHI,pullup,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,29.24,,,,,,,,,,,,
309,PT00M26.70S,2023-03-16T00:48:06.6Z,2,REGULAR,rebound,offensive,[],200782,,,1610612755,56,53,2023-03-16T00:48:06Z,3090000,False,,,0,,P. Tucker REBOUND (Off:1 Def:0),[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,Above the Break 3,24+ Right Center,,,,,,,,,308.0,1.0,0.0,1.0,,,,,,,,
310,PT00M25.20S,2023-03-16T00:48:08.0Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630178,31.35676741130092,69.36274509803921,1610612755,56,53,2023-03-16T00:48:12Z,3100000,False,-97.0,242.0,1,left,MISS T. Maxey 26' 3PT,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,26.09,,,,,,,,,,,,
311,PT00M22.90S,2023-03-16T00:48:10.3Z,2,REGULAR,rebound,offensive,[],203954,,,1610612755,56,53,2023-03-16T00:48:10Z,3110000,False,,,0,,J. Embiid REBOUND (Off:2 Def:7),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Left Center,,,,,,,,,310.0,9.0,7.0,2.0,,,,,,,,
312,PT00M20.20S,2023-03-16T00:48:13.2Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203954,13.222733245729303,56.372549019607845,1610612755,56,53,2023-03-16T00:54:00Z,3120000,False,-32.0,72.0,1,left,MISS J. Embiid 7' Jump Shot,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,7.86,,,,,,,,,,,,
313,PT00M19.10S,2023-03-16T00:48:14.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612755,56,53,2023-03-16T00:48:22Z,3130000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,312.0,,,,,,,,,,,
315,PT00M19.10S,2023-03-16T00:48:23.6Z,2,REGULAR,substitution,out,[],1626224,,,1610612755,56,53,2023-03-16T00:48:58Z,3140000,False,,,0,,SUB out: C. Osman,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,,,,,,,,
316,PT00M19.10S,2023-03-16T00:48:23.6Z,2,REGULAR,substitution,out,[],200782,,,1610612755,56,53,2023-03-16T00:48:58Z,3150000,False,,,0,,SUB out: P. Tucker,[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
317,PT00M19.10S,2023-03-16T00:48:23.6Z,2,REGULAR,substitution,out,[],1627863,,,1610612755,56,53,2023-03-16T00:48:58Z,3160000,False,,,0,,SUB out: D. House Jr.,[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT00M19.10S,2023-03-16T00:48:23.6Z,2,REGULAR,substitution,in,[],1630596,,,1610612755,56,53,2023-03-16T00:48:58Z,3170000,False,,,0,,SUB in: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT00M19.10S,2023-03-16T00:48:23.6Z,2,REGULAR,substitution,in,[],1629001,,,1610612755,56,53,2023-03-16T00:48:58Z,3180000,False,,,0,,SUB in: D. Melton,[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT00M19.10S,2023-03-16T00:48:23.6Z,2,REGULAR,substitution,in,[],1627777,,,1610612755,56,53,2023-03-16T00:48:58Z,3190000,False,,,0,,SUB in: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
321,PT00M11.40S,2023-03-16T00:48:59.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203954,8.360709592641262,51.470588235294116,1610612755,56,55,2023-03-16T00:54:24Z,3200000,False,-7.0,26.0,1,left,J. Embiid driving Layup (24 PTS),[203954],1610612755.0,PHI,driving,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,,,,,,Made,24.0,2.71,,,,,,,,,,,,
322,PT00M00.10S,2023-03-16T00:49:12.3Z,2,REGULAR,3pt,Jump Shot,[],1627747,86.67871222076215,96.32352941176471,1610612739,59,55,2023-03-16T00:49:20Z,3210000,False,232.0,73.0,1,right,C. LeVert 24' 3PT step back (13 PTS),[1627747],1610612739.0,CLE,step back,,,LeVert,C. LeVert,,,,,Right Corner 3,24+ Right,,,,,,Made,13.0,24.27,,,,,,,,,,,,
323,PT00M00.10S,2023-03-16T00:49:15.9Z,2,REGULAR,foul,personal,['2freethrow'],201935,,,1610612739,59,55,2023-03-16T00:54:58Z,3220000,False,,,0,,J. Harden flagrant-type-1 personal FOUL (2 PF) (LeVert 2 FT),"[201935, 1627747]",1610612755.0,PHI,flagrant-type-1,,,Harden,J. Harden,,,,,Right Corner 3,24+ Right,1204.0,2.0,0.0,LeVert,1627747.0,,,,,,,,,,,,,,,
326,PT00M00.10S,2023-03-16T00:51:34.2Z,2,REGULAR,freethrow,1 of 2,[],1627747,,,1610612739,59,55,2023-03-16T00:55:02Z,3250000,False,,,0,,MISS C. LeVert flagrant Free Throw 1 of 2,[1627747],1610612739.0,CLE,flagrant,,,LeVert,C. LeVert,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
327,PT00M00.10S,2023-03-16T00:51:34.2Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612739,59,55,2023-03-16T00:51:34Z,3260000,False,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,326.0,,,,,,,,,,,
328,PT00M00.10S,2023-03-16T00:51:34.2Z,2,REGULAR,freethrow,2 of 2,[],1627747,,,1610612739,60,55,2023-03-16T00:55:02Z,3270000,False,,,0,,C. LeVert flagrant Free Throw 2 of 2 (14 PTS),[1627747],1610612739.0,CLE,flagrant,,,LeVert,C. LeVert,,,,,,,,,,,,Made,14.0,,,,,,,,,,,,,
329,PT00M00.10S,2023-03-16T00:51:45.4Z,2,REGULAR,substitution,out,[],1627777,,,1610612755,60,55,2023-03-16T00:52:02Z,3280000,False,,,0,,SUB out: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
330,PT00M00.10S,2023-03-16T00:51:45.4Z,2,REGULAR,substitution,in,[],1627863,,,1610612755,60,55,2023-03-16T00:52:02Z,3290000,False,,,0,,SUB in: D. House Jr.,[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
331,PT00M00.00S,2023-03-16T00:52:10.6Z,2,REGULAR,period,end,[],0,,,1610612755,60,55,2023-03-16T00:52:10Z,3300000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,PT12M00.00S,2023-03-16T01:03:45.6Z,3,REGULAR,substitution,out,['startperiod'],1627747,,,1610612755,60,55,2023-03-16T01:07:33Z,3310000,False,,,0,,SUB out: C. LeVert,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT12M00.00S,2023-03-16T01:03:45.6Z,3,REGULAR,substitution,out,['startperiod'],1629603,,,1610612755,60,55,2023-03-16T01:07:33Z,3320000,False,,,0,,SUB out: M. Diakite,[1629603],1610612739.0,CLE,,,,Diakite,M. Diakite,,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT12M00.00S,2023-03-16T01:03:45.6Z,3,REGULAR,substitution,out,['startperiod'],1629001,,,1610612755,60,55,2023-03-16T01:07:33Z,3330000,False,,,0,,SUB out: D. Melton,[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,,
335,PT12M00.00S,2023-03-16T01:03:45.6Z,3,REGULAR,substitution,out,['startperiod'],1627863,,,1610612755,60,55,2023-03-16T01:07:33Z,3340000,False,,,0,,SUB out: D. House Jr.,[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT12M00.00S,2023-03-16T01:03:45.6Z,3,REGULAR,substitution,in,['startperiod'],1630205,,,1610612755,60,55,2023-03-16T01:07:33Z,3350000,False,,,0,,SUB in: L. Stevens,[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,,,,,,,,,,
337,PT12M00.00S,2023-03-16T01:03:45.6Z,3,REGULAR,substitution,in,['startperiod'],1629636,,,1610612755,60,55,2023-03-16T01:07:33Z,3360000,False,,,0,,SUB in: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,,
338,PT12M00.00S,2023-03-16T01:03:45.6Z,3,REGULAR,substitution,in,['startperiod'],202699,,,1610612755,60,55,2023-03-16T01:07:33Z,3370000,False,,,0,,SUB in: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
339,PT12M00.00S,2023-03-16T01:03:45.6Z,3,REGULAR,substitution,in,['startperiod'],200782,,,1610612755,60,55,2023-03-16T01:07:33Z,3380000,False,,,0,,SUB in: P. Tucker,[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
340,PT12M00.00S,2023-03-16T01:07:57.0Z,3,REGULAR,period,start,[],0,,,1610612739,60,55,2023-03-16T01:07:57Z,3390000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,PT11M38.00S,2023-03-16T01:08:18.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628378,16.90210249671485,59.55882352941176,1610612739,60,55,2023-03-16T01:08:23Z,3400000,False,-48.0,106.0,1,left,MISS D. Mitchell 11' pullup Shot,[1628378],1610612739.0,CLE,pullup,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,11.66,,,,,,,,,,,,
342,PT11M35.00S,2023-03-16T01:08:21.3Z,3,REGULAR,rebound,defensive,[],203954,,,1610612755,60,55,2023-03-16T01:08:23Z,3410000,False,,,0,,J. Embiid REBOUND (Off:2 Def:8),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,341.0,10.0,8.0,2.0,,,,,,,,
343,PT11M30.00S,2023-03-16T01:08:26.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203954,92.59198423127464,52.94117647058824,1610612755,60,55,2023-03-16T01:08:31Z,3420000,False,15.0,17.0,1,right,MISS J. Embiid driving Layup,[203954],1610612755.0,PHI,driving,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,,,,,,Missed,,2.25,,,,,,,,,,,,
344,PT11M28.00S,2023-03-16T01:08:28.0Z,3,REGULAR,rebound,defensive,[],1630205,,,1610612739,60,55,2023-03-16T01:08:31Z,3430000,False,,,0,,L. Stevens REBOUND (Off:0 Def:1),[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,Restricted Area,0-8 Center,,,,,,,,,343.0,1.0,1.0,0.0,,,,,,,,
345,PT11M20.00S,2023-03-16T01:08:35.8Z,3,REGULAR,3pt,Jump Shot,[],1629636,31.09395532194481,34.55882352941176,1610612739,60,55,2023-03-16T01:08:42Z,3440000,False,77.0,240.0,1,left,MISS D. Garland 25' pullup 3PT,[1629636],1610612739.0,CLE,pullup,,,Garland,D. Garland,,,,,Above the Break 3,24+ Center,,,,,,Missed,,25.19,,,,,,,,,,,,
