actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
163,PT11M06.00S,2023-11-21T00:38:48.8Z,2,REGULAR,rebound,defensive,[],1630163,,,1610612766,25,34,2023-11-21T00:38:48Z,1560000,False,,,0,,L. Ball REBOUND (Off:1 Def:3),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Left Corner 3,24+ Left,,,,162.0,4.0,3.0,1.0,,,,,,,,,,,,,
164,PT11M02.00S,2023-11-21T00:38:53.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629023,92.46057818659659,50.98039215686274,1610612766,27,34,2023-11-21T00:46:31Z,1570000,False,5.0,18.0,1,right,P. Washington running Layup (2 PTS) (L. Ball 2 AST),"[1629023, 1630163]",1610612766.0,CHA,running,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,1.9,Made,2.0,,,,,,,,,,,L. Ball,1630163.0,2.0,,,,
166,PT10M45.00S,2023-11-21T00:39:10.3Z,2,REGULAR,3pt,Jump Shot,[],1628369,14.14257555847569,5.147058823529411,1610612738,27,34,2023-11-21T00:39:15Z,1590000,False,224.0,80.0,1,left,MISS J. Tatum 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Right Corner 3,24+ Right,23.83,Missed,,,,,,,,,,,,,,,,,,
167,PT10M42.00S,2023-11-21T00:39:13.3Z,2,REGULAR,rebound,offensive,[],1629052,,,1610612738,27,34,2023-11-21T00:39:15Z,1600000,False,,,0,,O. Brissett REBOUND (Off:1 Def:3),[1629052],1610612738.0,BOS,,,,Brissett,O. Brissett,,,,,Right Corner 3,24+ Right,,,,166.0,4.0,3.0,1.0,,,,,,,,,,,,,
168,PT10M41.00S,2023-11-21T00:39:18.3Z,2,REGULAR,violation,kicked ball,[],1630550,,,1610612738,27,34,2023-11-21T00:39:27Z,1610000,False,,,0,,J. Thor kicked ball VIOLATION,[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,,,,,,,,,,203591.0,,,,,,,,,,,,
169,PT10M35.00S,2023-11-21T00:39:42.5Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1628369,7.046649145860711,51.9607843137255,1610612738,27,36,2023-11-21T00:39:48Z,1620000,False,-10.0,14.0,1,left,J. Tatum DUNK (13 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,1.68,Made,13.0,,,,,,,,,,,,,,,,,
170,PT10M35.00S,2023-11-21T00:39:46.4Z,2,REGULAR,foul,personal,['1freethrow'],1630550,,,1610612738,27,36,2023-11-21T00:39:55Z,1630000,False,,,0,,J. Thor shooting personal FOUL (1 PF) (Tatum 1 FT),"[1630550, 1628369]",1610612766.0,CHA,shooting,,,Thor,J. Thor,,,,,Restricted Area,0-8 Center,,,,,,,,1179.0,1.0,0.0,,,,,,,Tatum,1628369.0,,
172,PT10M35.00S,2023-11-21T00:40:07.2Z,2,REGULAR,freethrow,1 of 1,['2ndchance'],1628369,,,1610612738,27,37,2023-11-21T00:40:07Z,1650000,False,,,0,,J. Tatum Free Throw 1 of 1 (14 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
173,PT10M17.00S,2023-11-21T00:40:28.0Z,2,REGULAR,foul,personal,['2freethrow'],1629052,,,1610612766,27,37,2023-11-21T00:40:35Z,1660000,False,,,0,,O. Brissett shooting personal FOUL (2 PF) (Bridges 2 FT),"[1629052, 1628970]",1610612738.0,BOS,shooting,,,Brissett,O. Brissett,,,,,Restricted Area,0-8 Center,,,,,,,,1179.0,2.0,0.0,,,,,,,Bridges,1628970.0,,
175,PT10M17.00S,2023-11-21T00:40:53.5Z,2,REGULAR,freethrow,1 of 2,[],1628970,,,1610612766,28,37,2023-11-21T00:40:53Z,1680000,False,,,0,,M. Bridges Free Throw 1 of 2 (3 PTS),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
176,PT10M17.00S,2023-11-21T00:41:06.5Z,2,REGULAR,freethrow,2 of 2,[],1628970,,,1610612766,29,37,2023-11-21T00:41:06Z,1690000,False,,,0,,M. Bridges Free Throw 2 of 2 (4 PTS),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
177,PT10M07.00S,2023-11-21T00:41:18.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,5.995400788436268,50.245098039215684,1610612738,29,39,2023-11-21T00:52:17Z,1700000,False,-1.0,4.0,1,left,J. Tatum driving floating bank Jump Shot (16 PTS),[1628369],1610612738.0,BOS,driving floating bank,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,0.41,Made,16.0,,,,,,,,,,,,,,,,,
178,PT09M39.00S,2023-11-21T00:41:46.2Z,2,REGULAR,3pt,Jump Shot,[],1629023,70.64717477003943,23.52941176470588,1610612766,29,39,2023-11-21T00:41:50Z,1710000,False,-132.0,223.0,1,right,MISS P. Washington 25' 3PT,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Left Center,25.97,Missed,,,,,,,,,,,,,,,,,,
179,PT09M36.00S,2023-11-21T00:41:48.4Z,2,REGULAR,rebound,defensive,[],1628436,,,1610612738,29,39,2023-11-21T00:41:48Z,1720000,False,,,0,,L. Kornet REBOUND (Off:0 Def:1),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,Above the Break 3,24+ Left Center,,,,178.0,1.0,1.0,0.0,,,,,,,,,,,,,
180,PT09M23.00S,2023-11-21T00:42:08.7Z,2,REGULAR,foul,personal,[],1630163,,,1610612738,29,39,2023-11-21T00:42:19Z,1730000,False,,,0,,L. Ball personal FOUL (2 PF),"[1630163, 1628369]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Right Center,,,,,,,,1628480.0,2.0,0.0,,,,,,,Tatum,1628369.0,,
182,PT09M19.00S,2023-11-21T00:42:27.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201950,6.258212877792378,50.245098039215684,1610612738,29,41,2023-11-21T00:52:45Z,1750000,False,-1.0,6.0,1,left,J. Holiday reverse Layup (2 PTS) (J. Tatum 3 AST),"[201950, 1628369]",1610612738.0,BOS,reverse,,,Holiday,J. Holiday,,,,,Restricted Area,0-8 Center,0.64,Made,2.0,,,,,,,,,,,J. Tatum,1628369.0,3.0,,,,
184,PT08M57.00S,2023-11-21T00:42:49.0Z,2,REGULAR,3pt,Jump Shot,[],1629023,77.61169513797634,9.068627450980392,1610612766,32,41,2023-11-21T00:42:54Z,1770000,False,-205.0,158.0,1,right,P. Washington 25' 3PT  (5 PTS) (B. McGowens 1 AST),"[1629023, 1631121]",1610612766.0,CHA,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Left Center,25.86,Made,5.0,,,,,,,,,,,B. McGowens,1631121.0,1.0,,,,
186,PT08M44.00S,2023-11-21T00:43:00.9Z,2,REGULAR,2pt,Jump Shot,[],1630202,6.652431011826544,85.04901960784314,1610612738,32,43,2023-11-21T00:47:32Z,1790000,False,-175.0,10.0,1,left,P. Pritchard 17' Jump Shot (14 PTS) (J. Holiday 2 AST),"[1630202, 201950]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Mid-Range,16-24 Left,17.55,Made,14.0,,,,,,,,,,,J. Holiday,201950.0,2.0,,,,
188,PT08M29.00S,2023-11-21T00:43:16.5Z,2,REGULAR,turnover,bad pass,[],1630163,,,1610612766,32,43,2023-11-21T00:43:21Z,1810000,False,,,0,,L. Ball bad pass TURNOVER (2 TO),"[1630163, 1630202]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,2.0,Pritchard,1630202.0,,,,,,,
189,PT08M29.00S,2023-11-21T00:43:16.5Z,2,REGULAR,steal,,[],1630202,,,1610612738,32,43,2023-11-21T00:43:18Z,1820000,False,,,0,,P. Pritchard STEAL (2 STL),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
190,PT08M23.00S,2023-11-21T00:43:22.5Z,2,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1630202,21.76412614980289,8.57843137254902,1610612738,32,43,2023-11-21T00:57:37Z,1830000,False,207.0,152.0,1,left,MISS P. Pritchard 25' running pullup 3PT,[1630202],1610612738.0,BOS,running pullup,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Right Center,25.7,Missed,,,,,,,,,,,,,,,,,,
191,PT08M19.00S,2023-11-21T00:43:26.5Z,2,REGULAR,rebound,defensive,[],1628970,,,1610612766,32,43,2023-11-21T00:43:29Z,1840000,False,,,0,,M. Bridges REBOUND (Off:0 Def:2),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Right Center,,,,190.0,2.0,2.0,0.0,,,,,,,,,,,,,
192,PT08M10.00S,2023-11-21T00:43:35.7Z,2,REGULAR,3pt,Jump Shot,[],1630163,70.77858081471747,10.049019607843137,1610612766,35,43,2023-11-21T00:43:39Z,1850000,False,-200.0,222.0,1,right,L. Ball 29' 3PT  (12 PTS) (M. Bridges 3 AST),"[1630163, 1628970]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Left Center,29.88,Made,12.0,,,,,,,,,,,M. Bridges,1628970.0,3.0,,,,
194,PT07M50.00S,2023-11-21T00:43:54.8Z,2,REGULAR,3pt,Jump Shot,[],1628369,34.510512483574246,43.38235294117647,1610612738,35,46,2023-11-21T00:54:25Z,1870000,False,33.0,272.0,1,left,J. Tatum 27' 3PT step back (19 PTS),[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,27.39,Made,19.0,,,,,,,,,,,,,,,,,
195,PT07M38.00S,2023-11-21T00:44:07.3Z,2,REGULAR,3pt,Jump Shot,[],1630163,65.91655716162943,56.127450980392155,1610612766,35,46,2023-11-21T00:44:13Z,1880000,False,31.0,268.0,1,right,MISS L. Ball 26' step back 3PT,[1630163],1610612766.0,CHA,step back,,,Ball,L. Ball,,,,,Above the Break 3,24+ Center,26.96,Missed,,,,,,,,,,,,,,,,,,
196,PT07M36.00S,2023-11-21T00:44:09.3Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,35,46,2023-11-21T00:44:13Z,1890000,False,,,0,,J. Tatum REBOUND (Off:0 Def:5),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,,,,195.0,5.0,5.0,0.0,,,,,,,,,,,,,
197,PT07M30.00S,2023-11-21T00:44:15.6Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628436,4.944152431011826,53.431372549019606,1610612738,35,48,2023-11-21T00:44:25Z,1900000,False,-17.0,-6.0,1,left,L. Kornet DUNK (2 PTS) (O. Brissett 1 AST),"[1628436, 1629052]",1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,1.82,Made,2.0,,,,,,,,,,,O. Brissett,1629052.0,1.0,,,,
199,PT07M30.00S,2023-11-21T00:44:20.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,35,48,2023-11-21T00:44:20Z,1920000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT07M30.00S,2023-11-21T00:47:05.8Z,2,REGULAR,substitution,out,[],1630163,,,1610612766,35,48,2023-11-21T00:47:24Z,1930000,False,,,0,,SUB out: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT07M30.00S,2023-11-21T00:47:05.8Z,2,REGULAR,substitution,out,[],1631121,,,1610612766,35,48,2023-11-21T00:47:24Z,1940000,False,,,0,,SUB out: B. McGowens,[1631121],1610612766.0,CHA,,,,McGowens,B. McGowens,,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT07M30.00S,2023-11-21T00:47:05.8Z,2,REGULAR,substitution,out,[],1630550,,,1610612766,35,48,2023-11-21T00:47:24Z,1950000,False,,,0,,SUB out: J. Thor,[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT07M30.00S,2023-11-21T00:47:05.8Z,2,REGULAR,substitution,out,[],201950,,,1610612766,35,48,2023-11-21T00:47:24Z,1960000,False,,,0,,SUB out: J. Holiday,[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT07M30.00S,2023-11-21T00:47:05.8Z,2,REGULAR,substitution,out,[],1629052,,,1610612766,35,48,2023-11-21T00:47:24Z,1970000,False,,,0,,SUB out: O. Brissett,[1629052],1610612738.0,BOS,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT07M30.00S,2023-11-21T00:47:05.8Z,2,REGULAR,substitution,in,[],1641706,,,1610612766,35,48,2023-11-21T00:47:24Z,1980000,False,,,0,,SUB in: B. Miller,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT07M30.00S,2023-11-21T00:47:05.8Z,2,REGULAR,substitution,in,[],202397,,,1610612766,35,48,2023-11-21T00:47:24Z,1990000,False,,,0,,SUB in: I. Smith,[202397],1610612766.0,CHA,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT07M30.00S,2023-11-21T00:47:05.8Z,2,REGULAR,substitution,in,[],202330,,,1610612766,35,48,2023-11-21T00:47:24Z,2000000,False,,,0,,SUB in: G. Hayward,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT07M30.00S,2023-11-21T00:47:05.8Z,2,REGULAR,substitution,in,[],1627759,,,1610612766,35,48,2023-11-21T00:47:24Z,2010000,False,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT07M30.00S,2023-11-21T00:47:05.8Z,2,REGULAR,substitution,in,[],1630573,,,1610612766,35,48,2023-11-21T00:47:24Z,2020000,False,,,0,,SUB in: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT07M13.00S,2023-11-21T00:47:31.9Z,2,REGULAR,foul,personal,[],1628369,,,1610612766,35,48,2023-11-21T00:47:42Z,2030000,False,,,0,,J. Tatum personal FOUL (1 PF),"[1628369, 1628970]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,,,,,,,,1179.0,1.0,0.0,,,,,,,Bridges,1628970.0,,
215,PT07M02.00S,2023-11-21T00:47:56.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202330,91.5407358738502,50.245098039215684,1610612766,35,48,2023-11-21T00:55:27Z,2080000,False,1.0,27.0,1,right,MISS G. Hayward floating Shot,[202330],1610612766.0,CHA,floating,,,Hayward,G. Hayward,,,,,Restricted Area,0-8 Center,2.7,Missed,,,,,,,,,,,,,,,,,,
216,PT06M59.00S,2023-11-21T00:47:58.5Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,35,48,2023-11-21T00:47:58Z,2090000,False,,,0,,J. Tatum REBOUND (Off:0 Def:6),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,,215.0,6.0,6.0,0.0,,,,,,,,,,,,,
217,PT06M54.00S,2023-11-21T00:48:04.3Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1628369,32.933639947437584,46.07843137254902,1610612738,35,51,2023-11-21T00:56:33Z,2100000,False,20.0,257.0,1,left,J. Tatum 25' 3PT running pullup (22 PTS),[1628369],1610612738.0,BOS,running pullup,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,25.78,Made,22.0,,,,,,,,,,,,,,,,,
218,PT06M37.00S,2023-11-21T00:48:21.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641706,91.40932982917214,50.0,1610612766,35,51,2023-11-21T00:56:57Z,2110000,False,0.0,28.0,1,right,MISS B. Miller driving Layup,[1641706],1610612766.0,CHA,driving,,,Miller,B. Miller,,,,,Restricted Area,0-8 Center,2.83,Missed,,,,,,,,,,,,,,,,,,
219,PT06M35.00S,2023-11-21T00:48:23.4Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,35,51,2023-11-21T00:48:33Z,2120000,False,,,0,,J. Brown REBOUND (Off:0 Def:1),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,,,218.0,1.0,1.0,0.0,,,,,,,,,,,,,
220,PT06M30.00S,2023-11-21T00:48:29.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,6.783837056504599,50.49019607843137,1610612738,35,51,2023-11-21T00:58:32Z,2130000,False,-2.0,11.0,1,left,MISS J. Brown driving Layup - blocked,"[1627759, 1641706]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,1.16,Missed,,,,,,,,,,,,,,,,,Miller,1641706.0
221,PT06M30.00S,2023-11-21T00:48:29.1Z,2,REGULAR,block,,[],1641706,,,1610612738,35,51,2023-11-21T00:48:31Z,2140000,False,,,0,,B. Miller BLOCK (1 BLK),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
222,PT06M30.00S,2023-11-21T00:48:29.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612738,35,51,2023-11-21T00:48:38Z,2150000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Restricted Area,0-8 Center,,,,220.0,,,,,,,,,,,,,,,,
224,PT06M30.00S,2023-11-21T00:48:34.8Z,2,REGULAR,substitution,out,[],1628970,,,1610612738,35,51,2023-11-21T00:48:42Z,2170000,False,,,0,,SUB out: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT06M30.00S,2023-11-21T00:48:34.8Z,2,REGULAR,substitution,out,[],1628436,,,1610612738,35,51,2023-11-21T00:48:42Z,2180000,False,,,0,,SUB out: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT06M30.00S,2023-11-21T00:48:34.8Z,2,REGULAR,substitution,in,[],1631109,,,1610612738,35,51,2023-11-21T00:48:42Z,2190000,False,,,0,,SUB in: M. Williams,[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT06M30.00S,2023-11-21T00:48:34.8Z,2,REGULAR,substitution,in,[],204001,,,1610612738,35,51,2023-11-21T00:48:42Z,2200000,False,,,0,,SUB in: K. Porzingis,[204001],1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT06M18.00S,2023-11-21T00:49:04.6Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1628369,15.588042049934298,74.01960784313727,1610612738,35,53,2023-11-21T00:59:19Z,2210000,False,-120.0,94.0,1,left,J. Tatum 15' turnaround fadeaway Jump Shot (24 PTS),[1628369],1610612738.0,BOS,turnaround fadeaway,,,Tatum,J. Tatum,,,,,Mid-Range,8-16 Left,15.25,Made,24.0,,,,,,,,,,,,,,,,,
229,PT06M05.00S,2023-11-21T00:49:17.6Z,2,REGULAR,3pt,Jump Shot,[],1629023,93.11760840998686,3.9215686274509802,1610612766,38,53,2023-11-21T00:49:22Z,2220000,False,-230.0,12.0,1,right,P. Washington 3PT  (8 PTS) (I. Smith 1 AST),"[1629023, 202397]",1610612766.0,CHA,,,,Washington,P. Washington,,,,,Left Corner 3,24+ Left,23.07,Made,8.0,,,,,,,,,,,I. Smith,202397.0,1.0,,,,
231,PT05M41.00S,2023-11-21T00:49:41.3Z,2,REGULAR,3pt,Jump Shot,[],1628369,26.757555847568987,82.84313725490196,1610612738,38,53,2023-11-21T00:49:48Z,2240000,False,-164.0,199.0,1,left,MISS J. Tatum 25' 3PT - blocked,"[1628369, 1631109]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,25.8,Missed,,,,,,,,,,,,,,,,,Williams,1631109.0
252,PT05M41.00S,2023-11-21T00:49:41.3Z,2,REGULAR,block,,[],1631109,,,1610612738,38,53,2023-11-21T00:52:36Z,2245000,False,,,0,,M. Williams BLOCK (1 BLK),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
232,PT05M40.00S,2023-11-21T00:49:42.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612738,38,53,2023-11-21T00:49:48Z,2250000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Above the Break 3,24+ Left Center,,,,231.0,,,,,,,,,,,,,,,,
233,PT05M40.00S,2023-11-21T00:49:47.8Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612738,38,53,2023-11-21T00:49:59Z,2260000,False,,,0,,BOS shot clock Team TURNOVER,[],1610612738.0,BOS,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,1179.0,,,,,,,,,,,,
234,PT05M29.00S,2023-11-21T00:50:11.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629023,65.78515111695138,35.049019607843135,1610612766,41,53,2023-11-21T00:50:15Z,2270000,False,-75.0,269.0,1,right,P. Washington 27' 3PT  (11 PTS) (G. Hayward 1 AST),"[1629023, 202330]",1610612766.0,CHA,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Center,27.93,Made,11.0,,,,,,,,,,,G. Hayward,202330.0,1.0,,,,
235,PT05M11.00S,2023-11-21T00:50:28.5Z,2,REGULAR,3pt,Jump Shot,[],1627759,27.151773981603156,81.37254901960785,1610612738,41,53,2023-11-21T00:50:33Z,2280000,False,-157.0,203.0,1,left,MISS J. Brown 25' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,25.63,Missed,,,,,,,,,,,,,,,,,,
236,PT05M09.00S,2023-11-21T00:50:30.5Z,2,REGULAR,rebound,defensive,[],1631109,,,1610612766,41,53,2023-11-21T00:50:33Z,2290000,False,,,0,,M. Williams REBOUND (Off:2 Def:4),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,Above the Break 3,24+ Left Center,,,,235.0,6.0,4.0,2.0,,,,,,,,,,,,,
237,PT05M03.00S,2023-11-21T00:50:36.7Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629023,90.62089356110381,4.6568627450980395,1610612766,41,53,2023-11-21T01:01:57Z,2300000,False,-227.0,36.0,1,right,MISS P. Washington running 3PT,[1629023],1610612766.0,CHA,running,,,Washington,P. Washington,,,,,Left Corner 3,24+ Left,22.95,Missed,,,,,,,,,,,,,,,,,,
239,PT05M03.00S,2023-11-21T00:50:36.7Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,41,53,2023-11-21T00:50:42Z,2310000,False,,,0,,J. Tatum REBOUND (Off:0 Def:7),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Left Corner 3,24+ Left,,,,237.0,7.0,7.0,0.0,,,,,,,,,,,,,
240,PT04M49.00S,2023-11-21T00:50:50.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630202,7.046649145860711,51.225490196078425,1610612738,41,55,2023-11-21T00:50:55Z,2320000,False,-6.0,14.0,1,left,P. Pritchard Layup (16 PTS),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Restricted Area,0-8 Center,1.5,Made,16.0,,,,,,,,,,,,,,,,,
241,PT04M30.00S,2023-11-21T00:51:12.8Z,2,REGULAR,foul,personal,['2freethrow'],1630573,,,1610612766,41,55,2023-11-21T00:51:21Z,2330000,False,,,0,,S. Hauser shooting personal FOUL (2 PF) (Williams 2 FT),"[1630573, 1631109]",1610612738.0,BOS,shooting,,,Hauser,S. Hauser,,,,,Restricted Area,0-8 Center,,,,,,,,1628480.0,2.0,0.0,,,,,,,Williams,1631109.0,,
243,PT04M30.00S,2023-11-21T00:51:33.2Z,2,REGULAR,freethrow,1 of 2,[],1631109,,,1610612766,42,55,2023-11-21T00:51:33Z,2350000,False,,,0,,M. Williams Free Throw 1 of 2 (3 PTS),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
244,PT04M30.00S,2023-11-21T00:51:34.2Z,2,REGULAR,substitution,out,[],1629023,,,1610612766,42,55,2023-11-21T00:51:40Z,2360000,False,,,0,,SUB out: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT04M30.00S,2023-11-21T00:51:34.2Z,2,REGULAR,substitution,in,[],1628970,,,1610612766,42,55,2023-11-21T00:51:40Z,2370000,False,,,0,,SUB in: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT04M30.00S,2023-11-21T00:51:51.1Z,2,REGULAR,freethrow,2 of 2,[],1631109,,,1610612766,43,55,2023-11-21T00:51:51Z,2380000,False,,,0,,M. Williams Free Throw 2 of 2 (4 PTS),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
248,PT04M20.00S,2023-11-21T00:52:04.3Z,2,REGULAR,foul,personal,['2freethrow'],1641706,,,1610612738,43,55,2023-11-21T00:52:16Z,2390000,False,,,0,,B. Miller shooting personal FOUL (1 PF) (Porzingis 2 FT),"[1641706, 204001]",1610612766.0,CHA,shooting,,,Miller,B. Miller,,,,,Restricted Area,0-8 Center,,,,,,,,1628480.0,1.0,1.0,,,,,,,Porzingis,204001.0,,
250,PT04M20.00S,2023-11-21T00:52:28.1Z,2,REGULAR,freethrow,1 of 2,[],204001,,,1610612738,43,55,2023-11-21T00:52:28Z,2410000,False,,,0,,MISS K. Porzingis Free Throw 1 of 2,[204001],1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
251,PT04M20.00S,2023-11-21T00:52:28.1Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,43,55,2023-11-21T00:52:28Z,2420000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,250.0,,,,,,,,,,,,,,,,
