actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
240,PT04M18.00S,2024-01-30T00:54:24.0Z,2,REGULAR,freethrow,2 of 2,[],1628392,,,1610612752,37,38,2024-01-30T00:54:24Z,2400000,False,,,0,,I. Hartenstein Free Throw 2 of 2 (4 PTS),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,Made,,,,,,,4.0,,,,,,
241,PT03M58.00S,2024-01-30T00:54:45.5Z,2,REGULAR,2pt,Jump Shot,[],1628998,71.96123521681997,33.088235294117645,1610612766,37,38,2024-01-30T00:54:50Z,2410000,False,-85.0,211.0,1,right,MISS C. Martin 22' Jump Shot,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,Mid-Range,16-24 Left Center,,,,,,22.74,Missed,,,,,,,,,,,,,
242,PT03M58.00S,2024-01-30T00:54:45.5Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612752,37,38,2024-01-30T00:54:50Z,2420000,False,,,0,,TEAM defensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,Mid-Range,16-24 Left Center,,,,,,,,241.0,,,,,,,,,,,,
244,PT03M34.00S,2024-01-30T00:55:20.7Z,2,REGULAR,3pt,Jump Shot,[],1629656,31.35676741130092,41.42156862745098,1610612752,37,38,2024-01-30T00:55:26Z,2440000,False,43.0,242.0,1,left,MISS Q. Grimes 24' step back 3PT,[1629656],1610612752.0,NYK,step back,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Center,,,,,,24.61,Missed,,,,,,,,,,,,,
245,PT03M32.00S,2024-01-30T00:55:23.0Z,2,REGULAR,rebound,defensive,[],1628970,,,1610612766,37,38,2024-01-30T00:55:23Z,2450000,False,,,0,,M. Bridges REBOUND (Off:0 Def:5),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Center,,,,,,,,244.0,5.0,5.0,0.0,,,,,,,,,
246,PT03M23.00S,2024-01-30T00:55:31.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,92.72339027595268,47.794117647058826,1610612766,39,38,2024-01-30T00:55:35Z,2460000,False,-11.0,16.0,1,right,M. Bridges driving reverse Layup (10 PTS),[1628970],1610612766.0,CHA,driving reverse,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,,,,1.93,Made,,,,,,,10.0,,,,,,
247,PT03M03.00S,2024-01-30T00:55:53.9Z,2,REGULAR,3pt,Jump Shot,[],1628404,31.61957950065703,56.127450980392155,1610612752,39,38,2024-01-30T01:08:01Z,2470000,False,-31.0,245.0,1,left,MISS J. Hart 24' pullup 3PT,[1628404],1610612752.0,NYK,pullup,,,Hart,J. Hart,,,,,Above the Break 3,24+ Center,,,,,,24.66,Missed,,,,,,,,,,,,,
248,PT03M01.00S,2024-01-30T00:55:55.9Z,2,REGULAR,rebound,defensive,[],1630208,,,1610612766,39,38,2024-01-30T01:08:01Z,2480000,False,,,0,,N. Richards REBOUND (Off:0 Def:2),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,Above the Break 3,24+ Center,,,,,,,,247.0,2.0,2.0,0.0,,,,,,,,,
251,PT02M47.00S,2024-01-30T00:56:08.0Z,2,REGULAR,2pt,Jump Shot,[],1629023,92.32917214191852,71.81372549019608,1610612766,41,38,2024-01-30T00:56:13Z,2510000,False,109.0,20.0,1,right,P. Washington 11' turnaround Jump Shot (5 PTS),[1629023],1610612766.0,CHA,turnaround,,,Washington,P. Washington,,,,,Mid-Range,8-16 Right,,,,,,11.08,Made,,,,,,,5.0,,,,,,
252,PT02M41.00S,2024-01-30T00:56:22.2Z,2,REGULAR,timeout,full,['team'],0,,,1610612752,41,38,2024-01-30T00:56:22Z,2520000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT02M41.00S,2024-01-30T00:57:19.1Z,2,REGULAR,substitution,out,[],1641733,,,1610612752,41,38,2024-01-30T00:58:00Z,2530000,False,,,0,,SUB out: N. Smith Jr.,[1641733],1610612766.0,CHA,,,,Smith Jr.,N. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT02M41.00S,2024-01-30T00:57:19.1Z,2,REGULAR,substitution,out,[],1628392,,,1610612752,41,38,2024-01-30T00:58:00Z,2540000,False,,,0,,SUB out: I. Hartenstein,[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT02M41.00S,2024-01-30T00:57:19.1Z,2,REGULAR,substitution,in,[],1641706,,,1610612752,41,38,2024-01-30T00:58:00Z,2550000,False,,,0,,SUB in: B. Miller,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT02M41.00S,2024-01-30T00:57:19.1Z,2,REGULAR,substitution,in,[],1628978,,,1610612752,41,38,2024-01-30T00:58:00Z,2560000,False,,,0,,SUB in: D. DiVincenzo,[1628978],1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT02M27.00S,2024-01-30T00:58:13.5Z,2,REGULAR,3pt,Jump Shot,[],1628973,35.56176084099869,44.6078431372549,1610612752,41,41,2024-01-30T00:58:19Z,2570000,False,27.0,282.0,1,left,J. Brunson 28' 3PT  (11 PTS) (J. Hart 3 AST),"[1628973, 1628404]",1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Center,,,,,,28.31,Made,,,,,,,11.0,J. Hart,1628404.0,3.0,,,
259,PT02M15.00S,2024-01-30T00:58:33.3Z,2,REGULAR,foul,offensive,[],1630208,,,1610612766,41,41,2024-01-30T00:58:42Z,2590000,False,,,0,,N. Richards offensive FOUL (1 PF),"[1630208, 1628973]",1610612766.0,CHA,,,,Richards,N. Richards,,,,,Mid-Range,16-24 Center,1151.0,1.0,0.0,Brunson,1628973.0,,,,,,,,,,,,,,,
261,PT02M15.00S,2024-01-30T00:58:33.3Z,2,REGULAR,turnover,offensive foul,[],1630208,,,1610612766,41,41,2024-01-30T00:58:33Z,2610000,False,,,0,,N. Richards offensive foul TURNOVER (2 TO),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,Mid-Range,16-24 Center,1151.0,,,,,,,,,,,,,,,,,2.0,,
262,PT02M04.00S,2024-01-30T00:58:54.6Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628973,8.886333771353483,64.70588235294117,1610612752,41,43,2024-01-30T01:00:20Z,2620000,False,-74.0,31.0,1,left,J. Brunson 7' floating Jump Shot (13 PTS) (Q. Grimes 1 AST),"[1628973, 1629656]",1610612752.0,NYK,floating,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,7.98,Made,,,,,,,13.0,Q. Grimes,1629656.0,1.0,,,
264,PT01M53.00S,2024-01-30T00:59:04.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629023,90.09526938239159,49.754901960784316,1610612766,41,43,2024-01-30T00:59:10Z,2640000,False,-1.0,41.0,1,right,MISS P. Washington driving Layup,[1629023],1610612766.0,CHA,driving,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,,,,,,4.06,Missed,,,,,,,,,,,,,
265,PT01M51.00S,2024-01-30T00:59:07.4Z,2,REGULAR,rebound,defensive,[],1628404,,,1610612752,41,43,2024-01-30T00:59:07Z,2650000,False,,,0,,J. Hart REBOUND (Off:1 Def:6),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,,,,,,,,264.0,7.0,6.0,1.0,,,,,,,,,
266,PT01M42.00S,2024-01-30T00:59:16.2Z,2,REGULAR,2pt,Jump Shot,[],1629656,7.835085413929041,78.67647058823529,1610612752,41,43,2024-01-30T00:59:23Z,2660000,False,-143.0,21.0,1,left,MISS Q. Grimes 14' pullup Shot,[1629656],1610612752.0,NYK,pullup,,,Grimes,Q. Grimes,,,,,Mid-Range,8-16 Left,,,,,,14.49,Missed,,,,,,,,,,,,,
267,PT01M39.00S,2024-01-30T00:59:19.2Z,2,REGULAR,rebound,defensive,[],1629023,,,1610612766,41,43,2024-01-30T00:59:23Z,2670000,False,,,0,,P. Washington REBOUND (Off:0 Def:2),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Mid-Range,8-16 Left,,,,,,,,266.0,2.0,2.0,0.0,,,,,,,,,
268,PT01M33.00S,2024-01-30T00:59:28.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629023,87.46714848883047,51.470588235294116,1610612766,41,43,2024-01-30T01:02:42Z,2680000,False,7.0,65.0,1,right,MISS P. Washington 6' pullup Shot - blocked,"[1629023, 1630173]",1610612766.0,CHA,pullup,,,Washington,P. Washington,,,,,In The Paint (Non-RA),0-8 Center,,,,,,6.57,Missed,,,,,Achiuwa,1630173.0,,,,,,,
269,PT01M33.00S,2024-01-30T00:59:28.0Z,2,REGULAR,block,,[],1630173,,,1610612766,41,43,2024-01-30T00:59:30Z,2690000,False,,,0,,P. Achiuwa BLOCK (1 BLK),[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
270,PT01M31.00S,2024-01-30T00:59:30.0Z,2,REGULAR,rebound,defensive,[],1628404,,,1610612752,41,43,2024-01-30T01:02:42Z,2700000,False,,,0,,J. Hart REBOUND (Off:1 Def:7),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,268.0,8.0,7.0,1.0,,,,,,,,,
271,PT01M19.00S,2024-01-30T00:59:39.9Z,2,REGULAR,3pt,Jump Shot,[],1628978,28.465834428383708,17.15686274509804,1610612752,41,46,2024-01-30T00:59:44Z,2710000,False,164.0,215.0,1,left,D. DiVincenzo 27' 3PT  (13 PTS) (J. Hart 4 AST),"[1628978, 1628404]",1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Right Center,,,,,,27.06,Made,,,,,,,13.0,J. Hart,1628404.0,4.0,,,
273,PT00M57.60S,2024-01-30T01:00:02.1Z,2,REGULAR,3pt,Jump Shot,[],1628970,91.5407358738502,5.147058823529411,1610612766,41,46,2024-01-30T01:00:07Z,2730000,False,-224.0,27.0,1,right,MISS M. Bridges 3PT,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Left Corner 3,24+ Left,,,,,,22.59,Missed,,,,,,,,,,,,,
274,PT00M54.90S,2024-01-30T01:00:04.8Z,2,REGULAR,rebound,offensive,[],1630208,,,1610612766,41,46,2024-01-30T01:00:04Z,2740000,False,,,0,,N. Richards REBOUND (Off:1 Def:2),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,Left Corner 3,24+ Left,,,,,,,,273.0,3.0,2.0,1.0,,,,,,,,,
276,PT00M42.80S,2024-01-30T01:00:36.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629023,91.5407358738502,48.529411764705884,1610612766,41,46,2024-01-30T01:00:41Z,2760000,False,-7.0,27.0,1,right,MISS P. Washington driving finger roll Layup,[1629023],1610612766.0,CHA,driving finger roll,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,,,,,,2.8,Missed,,,,,,,,,,,,,
277,PT00M40.00S,2024-01-30T01:00:38.9Z,2,REGULAR,rebound,defensive,[],1628404,,,1610612752,41,46,2024-01-30T01:00:41Z,2770000,False,,,0,,J. Hart REBOUND (Off:1 Def:8),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,,,,,,,,276.0,9.0,8.0,1.0,,,,,,,,,
278,PT00M36.80S,2024-01-30T01:00:42.0Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1628973,25.837713534822605,83.82352941176471,1610612752,41,46,2024-01-30T01:00:48Z,2780000,False,-169.0,190.0,1,left,MISS J. Brunson 25' running 3PT,[1628973],1610612752.0,NYK,running,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Left Center,,,,,,25.47,Missed,,,,,,,,,,,,,
279,PT00M33.90S,2024-01-30T01:00:44.9Z,2,REGULAR,rebound,defensive,[],1628998,,,1610612766,41,46,2024-01-30T01:00:48Z,2790000,False,,,0,,C. Martin REBOUND (Off:0 Def:2),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,Above the Break 3,24+ Left Center,,,,,,,,278.0,2.0,2.0,0.0,,,,,,,,,
280,PT00M16.50S,2024-01-30T01:01:03.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,90.3580814717477,62.745098039215684,1610612766,43,46,2024-01-30T01:01:07Z,2800000,False,64.0,38.0,1,right,M. Bridges 7' driving Layup (12 PTS) (C. Martin 2 AST),"[1628970, 1628998]",1610612766.0,CHA,driving,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),0-8 Center,,,,,,7.42,Made,,,,,,,12.0,C. Martin,1628998.0,2.0,,,
281,PT00M00.70S,2024-01-30T01:01:22.2Z,2,REGULAR,3pt,Jump Shot,[],1628978,5.863994743758213,94.36274509803921,1610612752,43,46,2024-01-30T01:18:05Z,2810000,False,-222.0,3.0,1,left,MISS D. DiVincenzo step back 3PT - blocked,"[1628978, 1641706]",1610612752.0,NYK,step back,,,DiVincenzo,D. DiVincenzo,,,,,Left Corner 3,24+ Left,,,,,,22.18,Missed,,,,,Miller,1641706.0,,,,,,,
285,PT00M00.70S,2024-01-30T01:01:22.2Z,2,REGULAR,block,,[],1641706,,,1610612752,43,46,2024-01-30T01:07:03Z,2815000,False,,,0,,B. Miller BLOCK (1 BLK),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,,,,,,
282,PT00M00.10S,2024-01-30T01:01:22.8Z,2,REGULAR,rebound,defensive,[],1628970,,,1610612766,43,46,2024-01-30T01:18:05Z,2820000,False,,,0,,M. Bridges REBOUND (Off:0 Def:6),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Left Corner 3,24+ Left,,,,,,,,281.0,6.0,6.0,0.0,,,,,,,,,
283,PT00M00.00S,2024-01-30T01:01:26.2Z,2,REGULAR,period,end,[],0,,,1610612766,43,46,2024-01-30T01:01:26Z,2830000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,PT12M00.00S,2024-01-30T01:01:29.6Z,3,REGULAR,substitution,out,['startperiod'],1629656,,,1610612766,43,46,2024-01-30T01:16:55Z,2840000,False,,,0,,SUB out: Q. Grimes,[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,,
287,PT12M00.00S,2024-01-30T01:01:29.6Z,3,REGULAR,substitution,in,['startperiod'],1628392,,,1610612766,43,46,2024-01-30T01:16:55Z,2850000,False,,,0,,SUB in: I. Hartenstein,[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,
288,PT12M00.00S,2024-01-30T01:16:47.0Z,3,REGULAR,period,start,[],0,,,1610612752,43,46,2024-01-30T01:16:56Z,2860000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,PT11M36.00S,2024-01-30T01:17:09.7Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1628392,92.19776609724047,51.71568627450981,1610612752,43,48,2024-01-30T01:17:14Z,2870000,False,9.0,21.0,1,right,I. Hartenstein DUNK (6 PTS) (J. Brunson 4 AST),"[1628392, 1628973]",1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,,,,,,2.25,Made,,,,,,,6.0,J. Brunson,1628973.0,4.0,,,
291,PT11M26.00S,2024-01-30T01:17:23.0Z,3,REGULAR,foul,personal,[],1628978,,,1610612766,43,48,2024-01-30T01:17:32Z,2890000,False,,,0,,D. DiVincenzo personal FOUL (2 PF),"[1628978, 1641706]",1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Center,2882.0,2.0,0.0,Miller,1641706.0,,,,,,,,,,,,,,,
293,PT11M15.00S,2024-01-30T01:17:48.0Z,3,REGULAR,3pt,Jump Shot,[],1628998,10.5946123521682,4.411764705882353,1610612766,46,48,2024-01-30T01:17:53Z,2910000,False,228.0,47.0,1,left,C. Martin 3PT  (8 PTS) (M. Bridges 4 AST),"[1628998, 1628970]",1610612766.0,CHA,,,,Martin,C. Martin,,,,,Right Corner 3,24+ Right,,,,,,23.27,Made,,,,,,,8.0,M. Bridges,1628970.0,4.0,,,
295,PT10M54.00S,2024-01-30T01:18:08.9Z,3,REGULAR,3pt,Jump Shot,[],1630173,93.24901445466492,4.901960784313726,1610612752,46,51,2024-01-30T01:18:14Z,2930000,False,-225.0,11.0,1,right,P. Achiuwa 3PT  (5 PTS) (D. DiVincenzo 3 AST),"[1630173, 1628978]",1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,Left Corner 3,24+ Left,,,,,,22.58,Made,,,,,,,5.0,D. DiVincenzo,1628978.0,3.0,,,
297,PT10M34.00S,2024-01-30T01:18:29.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629023,11.908672798948752,38.970588235294116,1610612766,46,51,2024-01-30T01:18:36Z,2950000,False,55.0,59.0,1,left,MISS P. Washington 8' driving floating Shot,[1629023],1610612766.0,CHA,driving floating,,,Washington,P. Washington,,,,,In The Paint (Non-RA),8-16 Right,,,,,,8.1,Missed,,,,,,,,,,,,,
298,PT10M31.00S,2024-01-30T01:18:31.7Z,3,REGULAR,rebound,offensive,[],1630208,,,1610612766,46,51,2024-01-30T01:18:31Z,2960000,False,,,0,,N. Richards REBOUND (Off:2 Def:2),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,297.0,4.0,2.0,2.0,,,,,,,,,
299,PT10M28.00S,2024-01-30T01:18:34.6Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1630208,10.463206307490145,47.05882352941176,1610612766,48,51,2024-01-30T01:18:39Z,2970000,False,15.0,46.0,1,left,N. Richards Hook (4 PTS),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,In The Paint (Non-RA),0-8 Center,,,,,,4.82,Made,,,,,,,4.0,,,,,,
300,PT10M08.00S,2024-01-30T01:18:54.8Z,3,REGULAR,3pt,Jump Shot,[],1628404,69.99014454664915,80.14705882352942,1610612752,48,51,2024-01-30T01:19:00Z,2980000,False,151.0,230.0,1,right,MISS J. Hart 27' 3PT,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Right Center,,,,,,27.46,Missed,,,,,,,,,,,,,
301,PT10M07.00S,2024-01-30T01:18:55.8Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612752,48,51,2024-01-30T01:19:00Z,2990000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,300.0,,,,,,,,,,,,
302,PT10M07.00S,2024-01-30T01:19:03.3Z,3,REGULAR,foul,personal,[],1630208,,,1610612752,48,51,2024-01-30T01:19:19Z,3000000,False,,,0,,N. Richards loose ball personal FOUL (2 PF),"[1630208, 1628392]",1610612766.0,CHA,loose ball,,,Richards,N. Richards,,,,,In The Paint (Non-RA),0-8 Center,2882.0,2.0,0.0,Hartenstein,1628392.0,,,,,,,,,,,,,,,
304,PT09M58.00S,2024-01-30T01:19:23.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628973,92.85479632063075,49.50980392156863,1610612752,48,53,2024-01-30T01:19:27Z,3020000,False,-2.0,15.0,1,right,J. Brunson cutting finger roll Layup (15 PTS) (I. Hartenstein 1 AST),"[1628973, 1628392]",1610612752.0,NYK,cutting finger roll,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,,,,,,1.49,Made,,,,,,,15.0,I. Hartenstein,1628392.0,1.0,,,
306,PT09M47.00S,2024-01-30T01:19:35.1Z,3,REGULAR,3pt,Jump Shot,[],1629023,4.812746386333772,96.07843137254902,1610612766,48,53,2024-01-30T01:19:42Z,3040000,False,-230.0,-7.0,1,left,MISS P. Washington 3PT,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Left Corner 3,24+ Left,,,,,,23.05,Missed,,,,,,,,,,,,,
307,PT09M44.00S,2024-01-30T01:19:37.7Z,3,REGULAR,rebound,defensive,[],1628978,,,1610612752,48,53,2024-01-30T01:19:37Z,3050000,False,,,0,,D. DiVincenzo REBOUND (Off:0 Def:3),[1628978],1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,Left Corner 3,24+ Left,,,,,,,,306.0,3.0,3.0,0.0,,,,,,,,,
308,PT09M40.00S,2024-01-30T01:19:42.4Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628404,92.32917214191852,54.90196078431373,1610612752,48,53,2024-01-30T01:20:33Z,3060000,False,25.0,20.0,1,right,MISS J. Hart running Layup,[1628404],1610612752.0,NYK,running,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,,,,,,3.14,Missed,,,,,,,,,,,,,
309,PT09M39.00S,2024-01-30T01:19:43.4Z,3,REGULAR,rebound,offensive,[],1630173,,,1610612752,48,53,2024-01-30T01:20:33Z,3070000,False,,,0,,P. Achiuwa REBOUND (Off:1 Def:1),[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,,,,,,,,308.0,2.0,1.0,1.0,,,,,,,,,
310,PT09M38.00S,2024-01-30T01:19:45.7Z,3,REGULAR,2pt,Layup,"['2ndchance', 'fastbreak', 'pointsinthepaint']",1630173,94.40999984741211,50.0,1610612752,48,55,2024-01-30T01:20:38Z,3080000,False,0.0,0.0,1,right,P. Achiuwa putback Layup (7 PTS),[1630173],1610612752.0,NYK,putback,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,,,,,,0.0,Made,,,,,,,7.0,,,,,,
311,PT09M25.00S,2024-01-30T01:19:56.1Z,3,REGULAR,3pt,Jump Shot,[],1641706,27.151773981603156,81.61764705882352,1610612766,51,55,2024-01-30T01:20:02Z,3090000,False,-158.0,203.0,1,left,B. Miller 25' 3PT  (16 PTS) (C. Martin 3 AST),"[1641706, 1628998]",1610612766.0,CHA,,,,Miller,B. Miller,,,,,Above the Break 3,24+ Left Center,,,,,,25.71,Made,,,,,,,16.0,C. Martin,1628998.0,3.0,,,
313,PT09M11.00S,2024-01-30T01:20:14.9Z,3,REGULAR,turnover,double dribble,[],1628392,,,1610612752,51,55,2024-01-30T01:20:22Z,3110000,False,,,0,,I. Hartenstein double dribble TURNOVER (1 TO),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Mid-Range,16-24 Left Center,2882.0,,,,,,,,,,,,,,,,,1.0,,
314,PT08M53.00S,2024-01-30T01:20:50.0Z,3,REGULAR,foul,offensive,[],1630208,,,1610612766,51,55,2024-01-30T01:20:59Z,3120000,False,,,0,,N. Richards offensive FOUL (3 PF),"[1630208, 1628973]",1610612766.0,CHA,,,,Richards,N. Richards,,,,,Mid-Range,16-24 Center,1151.0,3.0,0.0,Brunson,1628973.0,,,,,,,,,,,,,,,
316,PT08M53.00S,2024-01-30T01:20:50.0Z,3,REGULAR,turnover,offensive foul,[],1630208,,,1610612766,51,55,2024-01-30T01:20:50Z,3140000,False,,,0,,N. Richards offensive foul TURNOVER (3 TO),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,Mid-Range,16-24 Center,1151.0,,,,,,,,,,,,,,,,,3.0,,
317,PT08M39.00S,2024-01-30T01:21:17.4Z,3,REGULAR,violation,kicked ball,[],1641706,,,1610612752,51,55,2024-01-30T01:21:23Z,3150000,False,,,0,,B. Miller kicked ball VIOLATION,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,1151.0,,,,,,,,,,,,,,,,,,,
318,PT08M26.00S,2024-01-30T01:22:01.6Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1628978,92.46057818659659,5.147058823529411,1610612752,51,58,2024-01-30T01:22:06Z,3160000,False,-224.0,18.0,1,right,D. DiVincenzo 3PT  (16 PTS) (J. Brunson 5 AST),"[1628978, 1628973]",1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,Left Corner 3,24+ Left,,,,,,22.51,Made,,,,,,,16.0,J. Brunson,1628973.0,5.0,,,
320,PT08M07.00S,2024-01-30T01:22:20.9Z,3,REGULAR,2pt,Jump Shot,[],1641706,18.74178712220762,23.774509803921568,1610612766,53,58,2024-01-30T01:22:25Z,3180000,False,131.0,124.0,1,left,B. Miller 18' pullup Jump Shot (18 PTS),[1641706],1610612766.0,CHA,pullup,,,Miller,B. Miller,,,,,Mid-Range,16-24 Right Center,,,,,,18.02,Made,,,,,,,18.0,,,,,,
321,PT07M55.00S,2024-01-30T01:22:36.0Z,3,REGULAR,turnover,bad pass,[],1628973,,,1610612752,53,58,2024-01-30T01:23:39Z,3190000,False,,,0,,J. Brunson bad pass TURNOVER (1 TO),"[1628973, 1628970]",1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,1.0,Bridges,1628970.0
322,PT07M55.00S,2024-01-30T01:22:36.0Z,3,REGULAR,steal,,[],1628970,,,1610612766,53,58,2024-01-30T01:22:37Z,3200000,False,,,0,,M. Bridges STEAL (3 STL),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
323,PT07M49.00S,2024-01-30T01:22:40.9Z,3,REGULAR,turnover,out-of-bounds,[],1628970,,,1610612766,53,58,2024-01-30T01:22:47Z,3210000,False,,,0,,M. Bridges bad pass out-of-bounds TURNOVER (2 TO),[1628970],1610612766.0,CHA,bad pass,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),0-8 Center,1628480.0,,,,,,,,,,,,,,,,,2.0,,
324,PT07M36.00S,2024-01-30T01:23:00.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628973,92.59198423127464,48.77450980392157,1610612752,53,60,2024-01-30T01:24:06Z,3220000,False,-6.0,17.0,1,right,J. Brunson driving finger roll Layup (17 PTS),[1628973],1610612752.0,NYK,driving finger roll,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,,,,,,1.82,Made,,,,,,,17.0,,,,,,
