actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
265,PT07M29.00S,2025-01-31T00:54:24.9Z,2,REGULAR,substitution,in,[],1642267,,,1610612747,35,53,2025-01-31T00:54:30Z,2560000,False,,,0,,SUB in: B. Carrington,[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT07M20.00S,2025-01-31T00:54:53.0Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629637,6.389618922470433,50.245098039215684,1610612747,35,55,2025-01-31T00:55:21Z,2570000,False,-1.0,8.0,1,left,J. Hayes cutting DUNK (10 PTS) (L. James 7 AST),"[1629637, 2544]",1610612747.0,LAL,cutting,,,Hayes,J. Hayes,,,,,Restricted Area,0-8 Center,,,,,,Made,10.0,0.77,,,,,,L. James,2544.0,7.0,,,,
268,PT07M07.00S,2025-01-31T00:55:05.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629673,80.23981603153744,34.31372549019608,1610612764,35,55,2025-01-31T00:55:57Z,2590000,False,-78.0,133.0,1,right,MISS J. Poole 15' driving floating Shot,[1629673],1610612764.0,WAS,driving floating,,,Poole,J. Poole,,,,,In The Paint (Non-RA),8-16 Left,,,,,,Missed,,15.46,,,,,,,,,,,,
269,PT07M05.00S,2025-01-31T00:55:07.7Z,2,REGULAR,rebound,defensive,[],1629637,,,1610612747,35,55,2025-01-31T00:55:09Z,2600000,False,,,0,,J. Hayes REBOUND (Off:2 Def:4),[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,268.0,6.0,4.0,2.0,,,,,,,,
270,PT06M59.00S,2025-01-31T00:55:13.7Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",2544,6.521024967148489,53.431372549019606,1610612747,35,57,2025-01-31T01:26:36Z,2610000,False,-17.0,9.0,1,left,L. James running reverse Layup (15 PTS),[2544],1610612747.0,LAL,running reverse,,,James,L. James,,,,,Restricted Area,0-8 Center,,,,,,Made,15.0,1.93,,,,,,,,,,,,
271,PT06M59.00S,2025-01-31T00:55:19.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,35,57,2025-01-31T00:55:19Z,2620000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT06M59.00S,2025-01-31T00:55:50.2Z,2,REGULAR,substitution,out,[],2544,,,1610612764,35,57,2025-01-31T00:57:54Z,2630000,False,,,0,,SUB out: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT06M59.00S,2025-01-31T00:55:50.2Z,2,REGULAR,substitution,in,[],1631108,,,1610612764,35,57,2025-01-31T00:57:54Z,2640000,False,,,0,,SUB in: M. Christie,[1631108],1610612747.0,LAL,,,,Christie,M. Christie,,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT06M44.00S,2025-01-31T00:58:25.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629673,94.43166885676742,54.90196078431373,1610612764,37,57,2025-01-31T01:00:46Z,2650000,False,25.0,0.0,1,right,J. Poole driving finger roll Layup (11 PTS),[1629673],1610612764.0,WAS,driving finger roll,,,Poole,J. Poole,,,,,Restricted Area,0-8 Center,,,,,,Made,11.0,2.45,,,,,,,,,,,,
275,PT06M32.00S,2025-01-31T00:58:40.9Z,2,REGULAR,foul,personal,[],1641731,,,1610612747,37,57,2025-01-31T00:58:50Z,2660000,False,,,0,,B. Coulibaly personal FOUL (1 PF),"[1641731, 1631108]",1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,Above the Break 3,24+ Center,1627963.0,1.0,0.0,Christie,1631108.0,,,,,,,,,,,,,,,
278,PT06M26.00S,2025-01-31T00:59:46.5Z,2,REGULAR,3pt,Jump Shot,[],1630559,35.29894875164258,57.59803921568627,1610612747,37,57,2025-01-31T00:59:51Z,2690000,False,-38.0,279.0,1,left,MISS A. Reaves 28' 3PT,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Center,,,,,,Missed,,28.19,,,,,,,,,,,,
279,PT06M23.00S,2025-01-31T00:59:49.5Z,2,REGULAR,rebound,defensive,[],202685,,,1610612764,37,57,2025-01-31T00:59:51Z,2700000,False,,,0,,J. Valančiūnas REBOUND (Off:0 Def:1),[202685],1610612764.0,WAS,,,,Valančiūnas,J. Valančiūnas,,,,,Above the Break 3,24+ Center,,,,,,,,,278.0,1.0,1.0,0.0,,,,,,,,
280,PT06M11.00S,2025-01-31T01:00:01.5Z,2,REGULAR,turnover,bad pass,[],202685,,,1610612764,37,57,2025-01-31T01:00:06Z,2710000,False,,,0,,J. Valančiūnas bad pass TURNOVER (1 TO),"[202685, 1629003]",1610612764.0,WAS,,,,Valančiūnas,J. Valančiūnas,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,1.0,,,,,,Milton,1629003.0
281,PT06M11.00S,2025-01-31T01:00:01.5Z,2,REGULAR,steal,,[],1629003,,,1610612747,37,57,2025-01-31T01:00:03Z,2720000,False,,,0,,S. Milton STEAL (1 STL),[1629003],1610612747.0,LAL,,,,Milton,S. Milton,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
282,PT06M09.00S,2025-01-31T01:00:05.9Z,2,REGULAR,foul,personal,['2freethrow'],1629673,,,1610612747,37,57,2025-01-31T01:00:20Z,2730000,False,,,0,,J. Poole shooting personal FOUL (2 PF) (Milton 2 FT),"[1629673, 1629003]",1610612764.0,WAS,shooting,,,Poole,J. Poole,,,,,Restricted Area,0-8 Center,201638.0,2.0,0.0,Milton,1629003.0,,,,,,,,,,,,,,,
284,PT06M09.00S,2025-01-31T01:00:29.8Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1629003,,,1610612747,37,58,2025-01-31T01:01:45Z,2750000,False,,,0,,S. Milton Free Throw 1 of 2 (6 PTS),[1629003],1610612747.0,LAL,,,,Milton,S. Milton,,,,,,,,,,,,Made,6.0,,,,,,,,,,,,,
285,PT06M09.00S,2025-01-31T01:00:30.8Z,2,REGULAR,substitution,out,[],1629637,,,1610612747,37,58,2025-01-31T01:00:34Z,2760000,False,,,0,,SUB out: J. Hayes,[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
286,PT06M09.00S,2025-01-31T01:00:30.8Z,2,REGULAR,substitution,in,[],1641998,,,1610612747,37,58,2025-01-31T01:00:34Z,2770000,False,,,0,,SUB in: T. Jemison III,[1641998],1610612747.0,LAL,,,,Jemison III,T. Jemison III,,,,,,,,,,,,,,,,,,,,,,,,,,
287,PT06M09.00S,2025-01-31T01:00:29.8Z,2,REGULAR,freethrow,2 of 2,"['fromturnover', 'fastbreak']",1629003,,,1610612747,37,59,2025-01-31T01:01:45Z,2780000,False,,,0,,S. Milton Free Throw 2 of 2 (7 PTS),[1629003],1610612747.0,LAL,,,,Milton,S. Milton,,,,,,,,,,,,Made,7.0,,,,,,,,,,,,,
288,PT05M56.00S,2025-01-31T01:01:01.9Z,2,REGULAR,2pt,Jump Shot,[],202685,78.26872536136662,38.970588235294116,1610612764,37,59,2025-01-31T01:01:06Z,2790000,False,-55.0,152.0,1,right,MISS J. Valančiūnas 16' Jump Shot,[202685],1610612764.0,WAS,,,,Valančiūnas,J. Valančiūnas,,,,,Mid-Range,16-24 Left Center,,,,,,Missed,,16.15,,,,,,,,,,,,
289,PT05M51.00S,2025-01-31T01:01:06.9Z,2,REGULAR,rebound,defensive,[],1629003,,,1610612747,37,59,2025-01-31T01:01:06Z,2800000,False,,,0,,S. Milton REBOUND (Off:1 Def:2),[1629003],1610612747.0,LAL,,,,Milton,S. Milton,,,,,Mid-Range,16-24 Left Center,,,,,,,,,288.0,3.0,2.0,1.0,,,,,,,,
290,PT05M37.00S,2025-01-31T01:01:22.9Z,2,REGULAR,foul,personal,['2freethrow'],1629673,,,1610612747,37,59,2025-01-31T01:01:31Z,2810000,False,,,0,,J. Poole shooting personal FOUL (3 PF) (Christie 2 FT),"[1629673, 1631108]",1610612764.0,WAS,shooting,,,Poole,J. Poole,,,,,In The Paint (Non-RA),0-8 Center,201638.0,3.0,0.0,Christie,1631108.0,,,,,,,,,,,,,,,
292,PT05M37.00S,2025-01-31T01:01:47.0Z,2,REGULAR,freethrow,1 of 2,[],1631108,,,1610612747,37,60,2025-01-31T01:01:47Z,2830000,False,,,0,,M. Christie Free Throw 1 of 2 (4 PTS),[1631108],1610612747.0,LAL,,,,Christie,M. Christie,,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,
293,PT05M37.00S,2025-01-31T01:02:02.6Z,2,REGULAR,freethrow,2 of 2,[],1631108,,,1610612747,37,61,2025-01-31T01:02:02Z,2840000,False,,,0,,M. Christie Free Throw 2 of 2 (5 PTS),[1631108],1610612747.0,LAL,,,,Christie,M. Christie,,,,,,,,,,,,Made,5.0,,,,,,,,,,,,,
294,PT05M23.00S,2025-01-31T01:02:18.0Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],202685,88.64980289093299,53.18627450980392,1610612764,37,61,2025-01-31T01:02:22Z,2850000,False,16.0,54.0,1,right,MISS J. Valančiūnas Hook,[202685],1610612764.0,WAS,,,,Valančiūnas,J. Valančiūnas,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,5.65,,,,,,,,,,,,
295,PT05M21.00S,2025-01-31T01:02:20.0Z,2,REGULAR,rebound,defensive,[],1629003,,,1610612747,37,61,2025-01-31T01:02:22Z,2860000,False,,,0,,S. Milton REBOUND (Off:1 Def:3),[1629003],1610612747.0,LAL,,,,Milton,S. Milton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,294.0,4.0,3.0,1.0,,,,,,,,
296,PT05M13.00S,2025-01-31T01:02:27.7Z,2,REGULAR,3pt,Jump Shot,[],1629003,32.802233902759525,70.58823529411765,1610612747,37,61,2025-01-31T01:02:32Z,2870000,False,-103.0,256.0,1,left,MISS S. Milton 27' 3PT,[1629003],1610612747.0,LAL,,,,Milton,S. Milton,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,27.57,,,,,,,,,,,,
297,PT05M09.00S,2025-01-31T01:02:31.7Z,2,REGULAR,rebound,defensive,[],1629673,,,1610612764,37,61,2025-01-31T01:02:32Z,2880000,False,,,0,,J. Poole REBOUND (Off:0 Def:3),[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Left Center,,,,,,,,,296.0,3.0,3.0,0.0,,,,,,,,
298,PT05M02.00S,2025-01-31T01:02:43.1Z,2,REGULAR,foul,personal,[],1629003,,,1610612764,37,61,2025-01-31T01:02:49Z,2890000,False,,,0,,S. Milton personal FOUL (1 PF),"[1629003, 1642267]",1610612747.0,LAL,,,,Milton,S. Milton,,,,,Mid-Range,16-24 Right,1627963.0,1.0,0.0,Carrington,1642267.0,,,,,,,,,,,,,,,
300,PT04M49.00S,2025-01-31T01:03:18.2Z,2,REGULAR,3pt,Jump Shot,[],1629673,67.09921156373193,46.07843137254902,1610612764,40,61,2025-01-31T01:03:22Z,2910000,False,-20.0,257.0,1,right,J. Poole 25' 3PT step back (14 PTS),[1629673],1610612764.0,WAS,step back,,,Poole,J. Poole,,,,,Above the Break 3,24+ Center,,,,,,Made,14.0,25.75,,,,,,,,,,,,
301,PT04M26.00S,2025-01-31T01:03:41.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630559,8.623521681997373,37.5,1610612747,40,61,2025-01-31T01:04:05Z,2920000,False,62.0,29.0,1,left,MISS A. Reaves 6' driving floating bank Shot,[1630559],1610612747.0,LAL,driving floating bank,,,Reaves,A. Reaves,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,6.87,,,,,,,,,,,,
302,PT04M26.00S,2025-01-31T01:03:41.3Z,2,REGULAR,rebound,offensive,[],1641998,,,1610612747,40,61,2025-01-31T01:04:05Z,2930000,False,,,0,,T. Jemison III REBOUND (Off:1 Def:3),[1641998],1610612747.0,LAL,,,,Jemison III,T. Jemison III,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,301.0,4.0,3.0,1.0,,,,,,,,
303,PT04M19.00S,2025-01-31T01:03:48.1Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629060,32.276609724047304,58.333333333333336,1610612747,40,64,2025-01-31T01:03:52Z,2940000,False,-42.0,251.0,1,left,R. Hachimura 25' 3PT  (17 PTS) (S. Milton 2 AST),"[1629060, 1629003]",1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Above the Break 3,24+ Center,,,,,,Made,17.0,25.43,,,,,,S. Milton,1629003.0,2.0,,,,
305,PT04M03.00S,2025-01-31T01:04:03.6Z,2,REGULAR,turnover,bad pass,[],1629673,,,1610612764,40,64,2025-01-31T01:04:07Z,2960000,False,,,0,,J. Poole bad pass TURNOVER (2 TO),"[1629673, 1629060]",1610612764.0,WAS,,,,Poole,J. Poole,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,2.0,,,,,,Hachimura,1629060.0
306,PT04M03.00S,2025-01-31T01:04:03.6Z,2,REGULAR,steal,,[],1629060,,,1610612747,40,64,2025-01-31T01:07:05Z,2970000,False,,,0,,R. Hachimura STEAL (1 STL),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
307,PT03M59.00S,2025-01-31T01:04:08.6Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629003,6.521024967148489,52.69607843137255,1610612747,40,66,2025-01-31T01:07:06Z,2980000,False,-13.0,9.0,1,left,S. Milton running finger roll Layup (9 PTS),[1629003],1610612747.0,LAL,running finger roll,,,Milton,S. Milton,,,,,Restricted Area,0-8 Center,,,,,,Made,9.0,1.61,,,,,,,,,,,,
308,PT03M39.00S,2025-01-31T01:04:28.5Z,2,REGULAR,3pt,Jump Shot,[],1642273,68.54467805519053,76.22549019607843,1610612764,40,66,2025-01-31T01:04:34Z,2990000,False,131.0,243.0,1,right,MISS K. George 27' pullup 3PT,[1642273],1610612764.0,WAS,pullup,,,George,K. George,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,27.63,,,,,,,,,,,,
309,PT03M36.00S,2025-01-31T01:04:31.5Z,2,REGULAR,rebound,offensive,[],1641731,,,1610612764,40,66,2025-01-31T01:07:30Z,3000000,False,,,0,,B. Coulibaly REBOUND (Off:1 Def:1),[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,Above the Break 3,24+ Right Center,,,,,,,,,308.0,2.0,1.0,1.0,,,,,,,,
310,PT03M36.00S,2025-01-31T01:04:33.0Z,2,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1641731,94.40999984741211,50.0,1610612764,42,66,2025-01-31T01:07:35Z,3010000,False,0.0,0.0,1,right,B. Coulibaly tip DUNK (4 PTS),[1641731],1610612764.0,WAS,tip,,,Coulibaly,B. Coulibaly,,,,,Restricted Area,0-8 Center,,,,,,Made,4.0,0.0,,,,,,,,,,,,
311,PT03M24.00S,2025-01-31T01:04:42.6Z,2,REGULAR,3pt,Jump Shot,[],1631108,36.48160315374508,40.44117647058824,1610612747,42,69,2025-01-31T01:04:47Z,3020000,False,48.0,290.0,1,left,M. Christie 29' 3PT  (8 PTS) (A. Reaves 4 AST),"[1631108, 1630559]",1610612747.0,LAL,,,,Christie,M. Christie,,,,,Above the Break 3,24+ Center,,,,,,Made,8.0,29.43,,,,,,A. Reaves,1630559.0,4.0,,,,
313,PT03M14.00S,2025-01-31T01:04:53.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642273,92.85479632063075,38.72549019607843,1610612764,42,69,2025-01-31T01:07:58Z,3040000,False,-56.0,15.0,1,right,MISS K. George driving finger roll Layup - blocked,"[1642273, 1641998]",1610612764.0,WAS,driving finger roll,,,George,K. George,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,5.83,,,,,,,,,Jemison III,1641998.0,,
314,PT03M14.00S,2025-01-31T01:04:53.6Z,2,REGULAR,block,,[],1641998,,,1610612764,42,69,2025-01-31T01:04:56Z,3050000,False,,,0,,T. Jemison III BLOCK (2 BLK),[1641998],1610612747.0,LAL,,,,Jemison III,T. Jemison III,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
315,PT03M14.00S,2025-01-31T01:04:53.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612764,42,69,2025-01-31T01:04:59Z,3060000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,313.0,,,,,,,,,,,
317,PT03M14.00S,2025-01-31T01:04:58.9Z,2,REGULAR,substitution,out,[],1629673,,,1610612764,42,69,2025-01-31T01:05:18Z,3080000,False,,,0,,SUB out: J. Poole,[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT03M14.00S,2025-01-31T01:04:58.9Z,2,REGULAR,substitution,out,[],202685,,,1610612764,42,69,2025-01-31T01:05:18Z,3090000,False,,,0,,SUB out: J. Valančiūnas,[202685],1610612764.0,WAS,,,,Valančiūnas,J. Valančiūnas,,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT03M14.00S,2025-01-31T01:04:58.9Z,2,REGULAR,substitution,out,[],1629003,,,1610612764,42,69,2025-01-31T01:05:18Z,3100000,False,,,0,,SUB out: S. Milton,[1629003],1610612747.0,LAL,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT03M14.00S,2025-01-31T01:04:58.9Z,2,REGULAR,substitution,out,[],1629060,,,1610612764,42,69,2025-01-31T01:05:18Z,3110000,False,,,0,,SUB out: R. Hachimura,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,,
321,PT03M14.00S,2025-01-31T01:04:58.9Z,2,REGULAR,substitution,out,[],1641998,,,1610612764,42,69,2025-01-31T01:05:18Z,3120000,False,,,0,,SUB out: T. Jemison III,[1641998],1610612747.0,LAL,,,,Jemison III,T. Jemison III,,,,,,,,,,,,,,,,,,,,,,,,,,
322,PT03M14.00S,2025-01-31T01:04:58.9Z,2,REGULAR,substitution,in,[],1628398,,,1610612764,42,69,2025-01-31T01:05:18Z,3130000,False,,,0,,SUB in: K. Kuzma,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,,
323,PT03M14.00S,2025-01-31T01:04:58.9Z,2,REGULAR,substitution,in,[],1630557,,,1610612764,42,69,2025-01-31T01:05:18Z,3140000,False,,,0,,SUB in: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,,
324,PT03M14.00S,2025-01-31T01:04:58.9Z,2,REGULAR,substitution,in,[],1629020,,,1610612764,42,69,2025-01-31T01:05:18Z,3150000,False,,,0,,SUB in: J. Vanderbilt,[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,,
325,PT03M14.00S,2025-01-31T01:04:58.9Z,2,REGULAR,substitution,in,[],1629637,,,1610612764,42,69,2025-01-31T01:05:18Z,3160000,False,,,0,,SUB in: J. Hayes,[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
326,PT03M14.00S,2025-01-31T01:04:58.9Z,2,REGULAR,substitution,in,[],2544,,,1610612764,42,69,2025-01-31T01:05:18Z,3170000,False,,,0,,SUB in: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
327,PT03M05.00S,2025-01-31T01:05:38.6Z,2,REGULAR,turnover,lost ball,[],1642267,,,1610612764,42,69,2025-01-31T01:28:00Z,3180000,False,,,0,,B. Carrington lost ball TURNOVER (1 TO),"[1642267, 1629020]",1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,1.0,,,,,,Vanderbilt,1629020.0
328,PT03M05.00S,2025-01-31T01:05:38.6Z,2,REGULAR,steal,,[],1629020,,,1610612747,42,69,2025-01-31T01:05:40Z,3190000,False,,,0,,J. Vanderbilt STEAL (2 STL),[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
329,PT03M00.00S,2025-01-31T01:05:44.0Z,2,REGULAR,turnover,bad pass,[],1630559,,,1610612747,42,69,2025-01-31T01:05:50Z,3200000,False,,,0,,A. Reaves bad pass TURNOVER (1 TO),"[1630559, 1630557]",1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,1.0,,,,,,Kispert,1630557.0
330,PT03M00.00S,2025-01-31T01:05:44.0Z,2,REGULAR,steal,,[],1630557,,,1610612764,42,69,2025-01-31T01:05:46Z,3210000,False,,,0,,C. Kispert STEAL (1 STL),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
331,PT02M56.00S,2025-01-31T01:05:49.2Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1641731,89.56964520367937,34.31372549019608,1610612764,42,69,2025-01-31T01:09:18Z,3220000,False,-78.0,46.0,1,right,MISS B. Coulibaly 9' running Layup - blocked,"[1641731, 1629637]",1610612764.0,WAS,running,,,Coulibaly,B. Coulibaly,,,,,In The Paint (Non-RA),8-16 Left,,,,,,Missed,,9.06,,,,,,,,,Hayes,1629637.0,,
332,PT02M56.00S,2025-01-31T01:05:49.2Z,2,REGULAR,block,,[],1629637,,,1610612764,42,69,2025-01-31T01:05:51Z,3230000,False,,,0,,J. Hayes BLOCK (2 BLK),[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
333,PT02M55.00S,2025-01-31T01:05:50.2Z,2,REGULAR,rebound,defensive,[],1631108,,,1610612747,42,69,2025-01-31T01:09:18Z,3240000,False,,,0,,M. Christie REBOUND (Off:0 Def:1),[1631108],1610612747.0,LAL,,,,Christie,M. Christie,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,331.0,1.0,1.0,0.0,,,,,,,,
334,PT02M54.00S,2025-01-31T01:05:53.0Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1629020,5.338370565045992,48.77450980392157,1610612747,42,71,2025-01-31T01:09:22Z,3250000,False,6.0,-2.0,1,left,J. Vanderbilt running DUNK (2 PTS) (L. James 8 AST),"[1629020, 2544]",1610612747.0,LAL,running,,,Vanderbilt,J. Vanderbilt,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,0.65,,,,,,L. James,2544.0,8.0,,,,
336,PT02M32.00S,2025-01-31T01:06:11.6Z,2,REGULAR,3pt,Jump Shot,[],1642267,66.5735873850197,27.696078431372552,1610612764,42,71,2025-01-31T01:06:15Z,3270000,False,-112.0,262.0,1,right,MISS B. Carrington 28' 3PT,[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,28.45,,,,,,,,,,,,
337,PT02M30.00S,2025-01-31T01:06:13.6Z,2,REGULAR,rebound,defensive,[],1629637,,,1610612747,42,71,2025-01-31T01:06:15Z,3280000,False,,,0,,J. Hayes REBOUND (Off:2 Def:5),[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,Above the Break 3,24+ Left Center,,,,,,,,,336.0,7.0,5.0,2.0,,,,,,,,
338,PT02M14.00S,2025-01-31T01:06:37.9Z,2,REGULAR,violation,kicked ball,[],1641731,,,1610612747,42,71,2025-01-31T01:06:46Z,3290000,False,,,0,,B. Coulibaly kicked ball VIOLATION,[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,1830.0,,,,,,,,,,,,,,,,,,,
339,PT02M04.00S,2025-01-31T01:07:05.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],2544,14.011169513797633,36.76470588235294,1610612747,42,71,2025-01-31T01:10:40Z,3300000,False,66.0,79.0,1,left,MISS L. James 10' driving floating Shot - blocked,"[2544, 1642273]",1610612747.0,LAL,driving floating,,,James,L. James,,,,,In The Paint (Non-RA),8-16 Right,,,,,,Missed,,10.32,,,,,,,,,George,1642273.0,,
340,PT02M04.00S,2025-01-31T01:07:05.1Z,2,REGULAR,block,,[],1642273,,,1610612747,42,71,2025-01-31T01:10:30Z,3310000,False,,,0,,K. George BLOCK (3 BLK),[1642273],1610612764.0,WAS,,,,George,K. George,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
341,PT02M01.00S,2025-01-31T01:07:08.1Z,2,REGULAR,rebound,defensive,[],1642267,,,1610612764,42,71,2025-01-31T01:07:09Z,3320000,False,,,0,,B. Carrington REBOUND (Off:0 Def:1),[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,339.0,1.0,1.0,0.0,,,,,,,,
342,PT01M59.00S,2025-01-31T01:07:10.5Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1642267,93.9060446780552,54.65686274509803,1610612764,42,71,2025-01-31T01:10:50Z,3330000,False,23.0,5.0,1,right,MISS B. Carrington running finger roll Layup,[1642267],1610612764.0,WAS,running finger roll,,,Carrington,B. Carrington,,,,,Restricted Area,0-8 Center,,,,,,Missed,,2.38,,,,,,,,,,,,
343,PT01M57.00S,2025-01-31T01:07:12.5Z,2,REGULAR,rebound,defensive,[],1631108,,,1610612747,42,71,2025-01-31T01:07:20Z,3340000,False,,,0,,M. Christie REBOUND (Off:0 Def:2),[1631108],1610612747.0,LAL,,,,Christie,M. Christie,,,,,Restricted Area,0-8 Center,,,,,,,,,342.0,2.0,2.0,0.0,,,,,,,,
344,PT01M53.00S,2025-01-31T01:07:16.4Z,2,REGULAR,2pt,Jump Shot,['fastbreak'],2544,5.338370565045992,25.98039215686275,1610612747,42,73,2025-01-31T01:11:04Z,3350000,False,120.0,-2.0,1,left,L. James 12' running Jump Shot (17 PTS) (M. Christie 1 AST),"[2544, 1631108]",1610612747.0,LAL,running,,,James,L. James,,,,,Mid-Range,8-16 Right,,,,,,Made,17.0,12.01,,,,,,M. Christie,1631108.0,1.0,,,,
