actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
187,PT09M05.00S,2021-11-30T02:40:40.7Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612762,26,25,2021-11-30T02:40:43Z,1850000,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,186.0,,,,,,,,,,,,,,,,
188,PT09M05.00S,2021-11-30T02:40:45.1Z,2,REGULAR,substitution,out,[],201144,,,1610612762,26,25,2021-11-30T02:40:54Z,1860000,,,0,,SUB out: M. Conley,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT09M05.00S,2021-11-30T02:40:45.1Z,2,REGULAR,substitution,out,[],1629642,,,1610612762,26,25,2021-11-30T02:40:54Z,1870000,,,0,,SUB out: N. Little,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT09M05.00S,2021-11-30T02:40:45.1Z,2,REGULAR,substitution,out,[],203469,,,1610612762,26,25,2021-11-30T02:40:54Z,1880000,,,0,,SUB out: C. Zeller,[203469],1610612757.0,POR,,,,Zeller,C. Zeller,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT09M05.00S,2021-11-30T02:40:45.1Z,2,REGULAR,substitution,in,[],1630235,,,1610612762,26,25,2021-11-30T02:40:54Z,1890000,,,0,,SUB in: T. Forrest,[1630235],1610612762.0,UTA,,,,Forrest,T. Forrest,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT09M05.00S,2021-11-30T02:40:45.1Z,2,REGULAR,substitution,in,[],203994,,,1610612762,26,25,2021-11-30T02:40:54Z,1900000,,,0,,SUB in: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT09M05.00S,2021-11-30T02:40:45.1Z,2,REGULAR,substitution,in,[],203503,,,1610612762,26,25,2021-11-30T02:40:54Z,1910000,,,0,,SUB in: T. Snell,[203503],1610612757.0,POR,,,,Snell,T. Snell,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT09M05.00S,2021-11-30T02:41:09.4Z,2,REGULAR,freethrow,2 of 2,[],200752,,,1610612762,27,25,2021-11-30T02:41:09Z,1920000,,,0,,R. Gay Free Throw 2 of 2 (3 PTS),[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,Made,,,,,,,,,,,3.0,,,,,,
195,PT08M52.00S,2021-11-30T02:41:22.6Z,2,REGULAR,3pt,Jump Shot,[],203503,10.463206307490145,4.166666666666666,1610612757,27,25,2021-11-30T02:41:27Z,1930000,229.0,46.0,1,left,MISS T. Snell 3PT,[203503],1610612757.0,POR,,,,Snell,T. Snell,,,,,,,23.38,Missed,,,,,,,,,,,,,,,,,
196,PT08M49.00S,2021-11-30T02:41:25.6Z,2,REGULAR,rebound,defensive,[],204060,,,1610612762,27,25,2021-11-30T02:41:27Z,1940000,,,0,,J. Ingles REBOUND (Off:0 Def:1),[204060],1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,,,,195.0,1.0,1.0,0.0,,,,,,,,,,,,,
197,PT08M36.00S,2021-11-30T02:41:38.7Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203497,91.67214191852825,41.66666666666667,1610612762,29,25,2021-11-30T02:41:45Z,1950000,-42.0,26.0,1,right,R. Gobert alley-oop DUNK (10 PTS) (T. Forrest 1 AST),"[203497, 1630235]",1610612762.0,UTA,alley-oop,,,Gobert,R. Gobert,,,,,,,4.9,Made,,,,,,,,,,,10.0,T. Forrest,1630235.0,1.0,,,
199,PT08M35.00S,2021-11-30T02:41:43.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,29,25,2021-11-30T02:41:43Z,1970000,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT08M35.00S,2021-11-30T02:42:23.7Z,2,REGULAR,substitution,in,[],203081,,,1610612757,29,25,2021-11-30T02:44:38Z,1990000,,,0,,SUB in: D. Lillard,[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT08M35.00S,2021-11-30T02:42:23.7Z,2,REGULAR,substitution,out,[],203468,,,1610612757,29,25,2021-11-30T02:44:51Z,2000000,,,0,,SUB out: C. McCollum,[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT08M05.00S,2021-11-30T02:45:09.4Z,2,REGULAR,turnover,bad pass,[],1629014,,,1610612757,29,25,2021-11-30T02:48:50Z,2010000,,,0,,A. Simons bad pass TURNOVER (1 TO),"[1629014, 204060]",1610612757.0,POR,,,,Simons,A. Simons,,,,,,1.0,,,,,,,Ingles,204060.0,,,,,,,,,,,
204,PT08M05.00S,2021-11-30T02:45:09.4Z,2,REGULAR,steal,,[],204060,,,1610612762,29,25,2021-11-30T02:45:11Z,2020000,,,0,,J. Ingles STEAL (1 STL),[204060],1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT07M58.00S,2021-11-30T02:45:14.1Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",200752,69.59592641261499,25.49019607843137,1610612762,29,25,2021-11-30T02:45:23Z,2030000,-123.0,233.0,1,right,MISS R. Gay 26' 3PT,[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,26.35,Missed,,,,,,,,,,,,,,,,,
206,PT07M55.00S,2021-11-30T02:45:17.1Z,2,REGULAR,rebound,defensive,[],203081,,,1610612757,29,25,2021-11-30T02:45:38Z,2040000,,,0,,D. Lillard REBOUND (Off:0 Def:4),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,205.0,4.0,4.0,0.0,,,,,,,,,,,,,
207,PT07M51.00S,2021-11-30T02:45:20.5Z,2,REGULAR,2pt,Jump Shot,[],1629014,20.97568988173456,48.03921568627451,1610612757,29,27,2021-11-30T02:46:46Z,2050000,10.0,145.0,1,left,A. Simons 14' pullup Jump Shot (7 PTS),[1629014],1610612757.0,POR,pullup,,,Simons,A. Simons,,,,,,,14.5,Made,,,,,,,,,,,7.0,,,,,,
208,PT07M29.00S,2021-11-30T02:45:43.0Z,2,REGULAR,3pt,Jump Shot,[],200752,92.06636005256242,3.1862745098039214,1610612762,32,27,2021-11-30T02:45:48Z,2060000,-234.0,22.0,1,right,R. Gay 3PT  (6 PTS) (R. Gobert 2 AST),"[200752, 203497]",1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,23.51,Made,,,,,,,,,,,6.0,R. Gobert,203497.0,2.0,,,
210,PT07M18.00S,2021-11-30T02:45:54.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203081,10.33180026281209,44.11764705882353,1610612757,32,27,2021-11-30T02:46:01Z,2080000,29.0,45.0,1,left,MISS D. Lillard driving Layup,[203081],1610612757.0,POR,driving,,,Lillard,D. Lillard,,,,,,,5.34,Missed,,,,,,,,,,,,,,,,,
211,PT07M18.00S,2021-11-30T02:45:59.6Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612762,32,27,2021-11-30T02:45:59Z,2090000,,,0,,TEAM defensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,210.0,,,,,,,,,,,,,,,,
212,PT07M18.00S,2021-11-30T02:46:00.3Z,2,REGULAR,foul,personal,[],203994,,,1610612762,32,27,2021-11-30T02:46:36Z,2100000,,,0,,J. Nurkic loose ball personal FOUL (1 PF),"[203994, 204060]",1610612757.0,POR,loose ball,,,Nurkic,J. Nurkic,,,,,201639.0,,,,,,,,,,1.0,0.0,Ingles,204060.0,,,,,,,
214,PT07M18.00S,2021-11-30T02:46:15.3Z,2,REGULAR,substitution,out,[],204060,,,1610612762,32,27,2021-11-30T02:46:33Z,2120000,,,0,,SUB out: J. Ingles,[204060],1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT07M18.00S,2021-11-30T02:46:15.3Z,2,REGULAR,substitution,out,[],200752,,,1610612762,32,27,2021-11-30T02:46:33Z,2130000,,,0,,SUB out: R. Gay,[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT07M18.00S,2021-11-30T02:46:15.3Z,2,REGULAR,substitution,out,[],203497,,,1610612762,32,27,2021-11-30T02:46:33Z,2140000,,,0,,SUB out: R. Gobert,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT07M18.00S,2021-11-30T02:46:15.3Z,2,REGULAR,substitution,out,[],203503,,,1610612762,32,27,2021-11-30T02:46:33Z,2150000,,,0,,SUB out: T. Snell,[203503],1610612757.0,POR,,,,Snell,T. Snell,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT07M18.00S,2021-11-30T02:46:15.3Z,2,REGULAR,substitution,in,[],202711,,,1610612762,32,27,2021-11-30T02:46:33Z,2160000,,,0,,SUB in: B. Bogdanovic,[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT07M18.00S,2021-11-30T02:46:15.3Z,2,REGULAR,substitution,in,[],202355,,,1610612762,32,27,2021-11-30T02:46:33Z,2170000,,,0,,SUB in: H. Whiteside,[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT07M18.00S,2021-11-30T02:46:15.3Z,2,REGULAR,substitution,in,[],1628378,,,1610612762,32,27,2021-11-30T02:46:33Z,2180000,,,0,,SUB in: D. Mitchell,[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT07M18.00S,2021-11-30T02:46:15.3Z,2,REGULAR,substitution,in,[],203496,,,1610612762,32,27,2021-11-30T02:46:33Z,2190000,,,0,,SUB in: R. Covington,[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT07M01.00S,2021-11-30T02:46:46.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628378,90.09526938239159,50.245098039215684,1610612762,34,27,2021-11-30T02:46:51Z,2200000,1.0,41.0,1,right,D. Mitchell driving Layup (4 PTS) (J. Clarkson 2 AST),"[1628378, 203903]",1610612762.0,UTA,driving,,,Mitchell,D. Mitchell,,,,,,,4.06,Made,,,,,,,,,,,4.0,J. Clarkson,203903.0,2.0,,,
224,PT06M45.00S,2021-11-30T02:47:03.3Z,2,REGULAR,3pt,Jump Shot,[],203081,29.911300919842315,31.127450980392158,1610612757,34,27,2021-11-30T02:47:08Z,2220000,94.0,229.0,1,left,MISS D. Lillard 24' step back 3PT,[203081],1610612757.0,POR,step back,,,Lillard,D. Lillard,,,,,,,24.74,Missed,,,,,,,,,,,,,,,,,
225,PT06M41.00S,2021-11-30T02:47:07.3Z,2,REGULAR,rebound,defensive,[],1630235,,,1610612762,34,27,2021-11-30T02:47:08Z,2230000,,,0,,T. Forrest REBOUND (Off:0 Def:1),[1630235],1610612762.0,UTA,,,,Forrest,T. Forrest,,,,,,,,,224.0,1.0,1.0,0.0,,,,,,,,,,,,,
226,PT06M29.00S,2021-11-30T02:47:20.0Z,2,REGULAR,turnover,out-of-bounds,[],1630235,,,1610612762,34,27,2021-11-30T02:47:30Z,2240000,,,0,,T. Forrest step out-of-bounds TURNOVER (1 TO),[1630235],1610612762.0,UTA,step,,,Forrest,T. Forrest,,,,,202026.0,1.0,,,,,,,,,,,,,,,,,,,
227,PT06M13.00S,2021-11-30T02:47:45.8Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",203994,10.068988173455978,48.28431372549019,1610612757,34,29,2021-11-30T02:47:51Z,2250000,9.0,42.0,1,left,J. Nurkic bank Hook (2 PTS),[203994],1610612757.0,POR,bank,,,Nurkic,J. Nurkic,,,,,,,4.3,Made,,,,,,,,,,,2.0,,,,,,
229,PT06M01.00S,2021-11-30T02:47:58.4Z,2,REGULAR,3pt,Jump Shot,[],1628378,70.77858081471747,78.18627450980392,1610612762,37,29,2021-11-30T02:48:03Z,2270000,141.0,222.0,1,right,D. Mitchell 26' 3PT pullup (7 PTS),[1628378],1610612762.0,UTA,pullup,,,Mitchell,D. Mitchell,,,,,,,26.31,Made,,,,,,,,,,,7.0,,,,,,
231,PT05M45.00S,2021-11-30T02:48:13.4Z,2,REGULAR,2pt,Jump Shot,[],1629014,9.674770039421814,30.88235294117647,1610612757,37,31,2021-11-30T02:48:25Z,2290000,96.0,38.0,1,left,A. Simons 10' driving bank Jump Shot (9 PTS),[1629014],1610612757.0,POR,driving bank,,,Simons,A. Simons,,,,,,,10.3,Made,,,,,,,,,,,9.0,,,,,,
232,PT05M28.00S,2021-11-30T02:48:30.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630235,91.40932982917214,58.57843137254902,1610612762,39,31,2021-11-30T02:48:36Z,2300000,43.0,28.0,1,right,T. Forrest driving floating bank Jump Shot (2 PTS),[1630235],1610612762.0,UTA,driving floating bank,,,Forrest,T. Forrest,,,,,,,5.14,Made,,,,,,,,,,,2.0,,,,,,
233,PT05M26.00S,2021-11-30T02:48:37.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,39,31,2021-11-30T02:48:37Z,2310000,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT05M26.00S,2021-11-30T02:48:54.3Z,2,REGULAR,substitution,out,[],1629014,,,1610612757,39,31,2021-11-30T02:51:18Z,2320000,,,0,,SUB out: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT05M26.00S,2021-11-30T02:48:54.3Z,2,REGULAR,substitution,out,[],1626204,,,1610612757,39,31,2021-11-30T02:51:18Z,2330000,,,0,,SUB out: L. Nance Jr.,[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT05M26.00S,2021-11-30T02:48:54.3Z,2,REGULAR,substitution,in,[],1629642,,,1610612757,39,31,2021-11-30T02:51:18Z,2340000,,,0,,SUB in: N. Little,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT05M26.00S,2021-11-30T02:48:54.3Z,2,REGULAR,substitution,in,[],203468,,,1610612757,39,31,2021-11-30T02:51:18Z,2350000,,,0,,SUB in: C. McCollum,[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT05M11.00S,2021-11-30T02:51:45.3Z,2,REGULAR,3pt,Jump Shot,[],203081,32.53942181340342,33.82352941176471,1610612757,39,34,2021-11-30T02:51:50Z,2360000,81.0,253.0,1,left,D. Lillard 26' 3PT  (7 PTS) (R. Covington 1 AST),"[203081, 203496]",1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,26.6,Made,,,,,,,,,,,7.0,R. Covington,203496.0,1.0,,,
240,PT05M01.00S,2021-11-30T02:51:56.7Z,2,REGULAR,turnover,out-of-bounds,[],1628378,,,1610612762,39,34,2021-11-30T02:52:05Z,2380000,,,0,,D. Mitchell bad pass out-of-bounds TURNOVER (1 TO),[1628378],1610612762.0,UTA,bad pass,,,Mitchell,D. Mitchell,,,,,1628951.0,1.0,,,,,,,,,,,,,,,,,,,
241,PT04M49.00S,2021-11-30T02:52:13.1Z,2,REGULAR,turnover,lost ball,[],203496,,,1610612757,39,34,2021-11-30T02:52:58Z,2390000,,,0,,R. Covington lost ball TURNOVER (2 TO),"[203496, 1628378]",1610612757.0,POR,,,,Covington,R. Covington,,,,,,2.0,,,,,,,Mitchell,1628378.0,,,,,,,,,,,
242,PT04M49.00S,2021-11-30T02:52:13.1Z,2,REGULAR,steal,,[],1628378,,,1610612762,39,34,2021-11-30T03:05:43Z,2400000,,,0,,D. Mitchell STEAL (2 STL),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT04M46.00S,2021-11-30T02:52:16.0Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",202711,92.32917214191852,50.73529411764706,1610612762,41,34,2021-11-30T02:52:56Z,2410000,4.0,20.0,1,right,B. Bogdanovic DUNK (5 PTS) (D. Mitchell 3 AST),"[202711, 1628378]",1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,1.99,Made,,,,,,,,,,,5.0,D. Mitchell,1628378.0,3.0,,,
245,PT04M33.00S,2021-11-30T02:52:31.7Z,2,REGULAR,foul,personal,['2freethrow'],202355,,,1610612757,41,34,2021-11-30T02:52:37Z,2430000,,,0,,H. Whiteside shooting personal FOUL (2 PF) (Lillard 2 FT),"[202355, 203081]",1610612762.0,UTA,shooting,,,Whiteside,H. Whiteside,,,,,1628951.0,,,,,,,,,,2.0,0.0,Lillard,203081.0,,,,,,,
247,PT04M33.00S,2021-11-30T02:53:10.0Z,2,REGULAR,freethrow,1 of 2,[],203081,,,1610612757,41,35,2021-11-30T02:53:10Z,2450000,,,0,,D. Lillard Free Throw 1 of 2 (8 PTS),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,Made,,,,,,,,,,,8.0,,,,,,
248,PT04M33.00S,2021-11-30T02:53:26.2Z,2,REGULAR,freethrow,2 of 2,[],203081,,,1610612757,41,36,2021-11-30T02:53:26Z,2460000,,,0,,D. Lillard Free Throw 2 of 2 (9 PTS),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,Made,,,,,,,,,,,9.0,,,,,,
249,PT04M23.00S,2021-11-30T02:53:42.9Z,2,REGULAR,foul,personal,[],203496,,,1610612762,41,36,2021-11-30T02:53:56Z,2470000,,,0,,R. Covington personal FOUL (2 PF),"[203496, 202711]",1610612757.0,POR,,,,Covington,R. Covington,,,,,1628951.0,,,,,,,,,,2.0,0.0,Bogdanovic,202711.0,,,,,,,
251,PT04M14.00S,2021-11-30T02:54:06.4Z,2,REGULAR,3pt,Jump Shot,[],203903,91.40932982917214,3.1862745098039214,1610612762,41,36,2021-11-30T02:54:12Z,2490000,-234.0,28.0,1,right,MISS J. Clarkson 3PT,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,23.58,Missed,,,,,,,,,,,,,,,,,
252,PT04M11.00S,2021-11-30T02:54:09.4Z,2,REGULAR,rebound,offensive,[],203903,,,1610612762,41,36,2021-11-30T02:54:12Z,2500000,,,0,,J. Clarkson REBOUND (Off:1 Def:1),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,251.0,2.0,1.0,1.0,,,,,,,,,,,,,
254,PT04M06.00S,2021-11-30T02:54:25.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203994,,,1610612762,41,36,2021-11-30T02:54:29Z,2520000,,,0,,J. Nurkic shooting personal FOUL (2 PF) (Clarkson 2 FT),"[203994, 203903]",1610612757.0,POR,shooting,,,Nurkic,J. Nurkic,,,,,201639.0,,,,,,,,,,2.0,0.0,Clarkson,203903.0,,,,,,,
256,PT04M06.00S,2021-11-30T02:54:44.4Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],203903,,,1610612762,42,36,2021-11-30T02:54:44Z,2540000,,,0,,J. Clarkson Free Throw 1 of 2 (7 PTS),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,Made,,,,,,,,,,,7.0,,,,,,
257,PT04M06.00S,2021-11-30T02:54:59.7Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],203903,,,1610612762,43,36,2021-11-30T02:54:59Z,2550000,,,0,,J. Clarkson Free Throw 2 of 2 (8 PTS),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,Made,,,,,,,,,,,8.0,,,,,,
258,PT03M48.00S,2021-11-30T02:55:19.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203081,18.084756898817346,40.68627450980392,1610612757,43,36,2021-11-30T02:55:27Z,2560000,47.0,117.0,1,left,MISS D. Lillard 12' pullup Shot,[203081],1610612757.0,POR,pullup,,,Lillard,D. Lillard,,,,,,,12.64,Missed,,,,,,,,,,,,,,,,,
259,PT03M45.00S,2021-11-30T02:55:22.0Z,2,REGULAR,rebound,defensive,[],1628378,,,1610612762,43,36,2021-11-30T02:55:22Z,2570000,,,0,,D. Mitchell REBOUND (Off:0 Def:1),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,258.0,1.0,1.0,0.0,,,,,,,,,,,,,
260,PT03M38.00S,2021-11-30T02:55:29.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203903,94.56307490144546,39.950980392156865,1610612762,45,36,2021-11-30T02:55:35Z,2580000,-50.0,-1.0,1,right,J. Clarkson driving Layup (10 PTS),[203903],1610612762.0,UTA,driving,,,Clarkson,J. Clarkson,,,,,,,5.02,Made,,,,,,,,,,,10.0,,,,,,
262,PT03M26.00S,2021-11-30T02:55:41.6Z,2,REGULAR,3pt,Jump Shot,[],1629642,28.597240473061763,76.9607843137255,1610612757,45,36,2021-11-30T02:55:45Z,2600000,-135.0,216.0,1,left,MISS N. Little 25' 3PT,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,25.49,Missed,,,,,,,,,,,,,,,,,
263,PT03M24.00S,2021-11-30T02:55:43.6Z,2,REGULAR,rebound,defensive,[],203903,,,1610612762,45,36,2021-11-30T02:55:45Z,2610000,,,0,,J. Clarkson REBOUND (Off:1 Def:2),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,262.0,3.0,2.0,1.0,,,,,,,,,,,,,
264,PT03M17.00S,2021-11-30T02:55:52.3Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203468,,,1610612762,45,36,2021-11-30T02:56:07Z,2620000,,,0,,C. McCollum personal FOUL (2 PF) (Whiteside 2 FT),"[203468, 202355]",1610612757.0,POR,,,,McCollum,C. McCollum,,,,,201639.0,,,,,,,,,,2.0,0.0,Whiteside,202355.0,,,,,,,
266,PT03M17.00S,2021-11-30T02:56:15.9Z,2,REGULAR,freethrow,1 of 2,[],202355,,,1610612762,45,36,2021-11-30T02:56:15Z,2640000,,,0,,MISS H. Whiteside Free Throw 1 of 2,[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,Missed,,,,,,,,,,,,,,,,,
267,PT03M17.00S,2021-11-30T02:56:15.9Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612762,45,36,2021-11-30T02:56:15Z,2650000,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,266.0,,,,,,,,,,,,,,,,
268,PT03M17.00S,2021-11-30T02:56:19.0Z,2,REGULAR,substitution,out,[],203903,,,1610612762,45,36,2021-11-30T02:56:33Z,2660000,,,0,,SUB out: J. Clarkson,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,
269,PT03M17.00S,2021-11-30T02:56:19.0Z,2,REGULAR,substitution,out,[],1630235,,,1610612762,45,36,2021-11-30T02:56:33Z,2670000,,,0,,SUB out: T. Forrest,[1630235],1610612762.0,UTA,,,,Forrest,T. Forrest,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT03M17.00S,2021-11-30T02:56:19.0Z,2,REGULAR,substitution,out,[],203496,,,1610612762,45,36,2021-11-30T02:56:33Z,2680000,,,0,,SUB out: R. Covington,[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT03M17.00S,2021-11-30T02:56:19.0Z,2,REGULAR,substitution,in,[],201144,,,1610612762,45,36,2021-11-30T02:56:33Z,2690000,,,0,,SUB in: M. Conley,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT03M17.00S,2021-11-30T02:56:19.0Z,2,REGULAR,substitution,in,[],204060,,,1610612762,45,36,2021-11-30T02:56:33Z,2700000,,,0,,SUB in: J. Ingles,[204060],1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT03M17.00S,2021-11-30T02:56:19.0Z,2,REGULAR,substitution,in,[],1629014,,,1610612762,45,36,2021-11-30T02:56:33Z,2710000,,,0,,SUB in: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT03M17.00S,2021-11-30T02:56:38.6Z,2,REGULAR,freethrow,2 of 2,[],202355,,,1610612762,46,36,2021-11-30T02:56:38Z,2720000,,,0,,H. Whiteside Free Throw 2 of 2 (3 PTS),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,Made,,,,,,,,,,,3.0,,,,,,
275,PT03M05.00S,2021-11-30T02:56:52.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203468,9.149145860709593,57.59803921568627,1610612757,46,36,2021-11-30T02:56:57Z,2730000,-38.0,34.0,1,left,MISS C. McCollum driving Layup,[203468],1610612757.0,POR,driving,,,McCollum,C. McCollum,,,,,,,5.07,Missed,,,,,,,,,,,,,,,,,
276,PT03M02.00S,2021-11-30T02:56:55.8Z,2,REGULAR,rebound,offensive,[],203994,,,1610612757,46,36,2021-11-30T02:56:57Z,2740000,,,0,,J. Nurkic REBOUND (Off:1 Def:3),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,275.0,4.0,3.0,1.0,,,,,,,,,,,,,
277,PT03M02.00S,2021-11-30T02:56:56.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203994,9.674770039421814,55.14705882352941,1610612757,46,38,2021-11-30T02:57:05Z,2750000,-26.0,38.0,1,left,J. Nurkic putback Layup (4 PTS),[203994],1610612757.0,POR,putback,,,Nurkic,J. Nurkic,,,,,,,4.62,Made,,,,,,,,,,,4.0,,,,,,
278,PT02M44.00S,2021-11-30T02:57:13.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202711,92.59198423127464,54.90196078431373,1610612762,48,38,2021-11-30T02:57:22Z,2760000,25.0,17.0,1,right,B. Bogdanovic driving bank Jump Shot (7 PTS) (D. Mitchell 4 AST),"[202711, 1628378]",1610612762.0,UTA,driving bank,,,Bogdanovic,B. Bogdanovic,,,,,,,2.99,Made,,,,,,,,,,,7.0,D. Mitchell,1628378.0,4.0,,,
280,PT02M35.00S,2021-11-30T02:57:24.0Z,2,REGULAR,foul,personal,[],204060,,,1610612757,48,38,2021-11-30T02:57:39Z,2780000,,,0,,J. Ingles personal FOUL (1 PF),"[204060, 203994]",1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,202026.0,,,,,,,,,,1.0,0.0,Nurkic,203994.0,,,,,,,
