actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,shotResult,shotActionNumber,turnoverTotal,shotDistance,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
268,PT04M02.00S,2022-04-01T02:51:45.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612762,52,47,2022-04-01T02:51:58Z,2680000,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,266.0,,,,,,,,,,,,,,,
269,PT04M02.00S,2022-04-01T02:51:49.4Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612762,52,47,2022-04-01T02:51:49Z,2690000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT04M02.00S,2022-04-01T02:51:50.3Z,2,REGULAR,substitution,out,[],203903,,,1610612762,52,47,2022-04-01T02:51:55Z,2700000,,,0,,SUB out: J. Clarkson,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,
271,PT04M02.00S,2022-04-01T02:51:50.3Z,2,REGULAR,substitution,out,[],202711,,,1610612762,52,47,2022-04-01T02:51:55Z,2710000,,,0,,SUB out: B. Bogdanovic,[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,
272,PT04M02.00S,2022-04-01T02:51:50.3Z,2,REGULAR,substitution,in,[],201144,,,1610612762,52,47,2022-04-01T02:51:55Z,2720000,,,0,,SUB in: M. Conley,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,
273,PT04M02.00S,2022-04-01T02:51:50.3Z,2,REGULAR,substitution,in,[],1627863,,,1610612762,52,47,2022-04-01T02:51:55Z,2730000,,,0,,SUB in: D. House Jr.,[1627863],1610612762.0,UTA,,,,House Jr.,D. House Jr.,,,,,,,,,,,,,,,,,,,,,,,,
274,PT03M55.00S,2022-04-01T02:52:11.2Z,2,REGULAR,turnover,bad pass,[],201144,,,1610612762,52,47,2022-04-01T02:52:15Z,2740000,,,0,,M. Conley bad pass TURNOVER (2 TO),"[201144, 1628370]",1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,2.0,,,,,,,,,,,,,Monk,1628370.0
275,PT03M55.00S,2022-04-01T02:52:11.2Z,2,REGULAR,steal,,[],1628370,,,1610612747,52,47,2022-04-01T02:52:12Z,2750000,,,0,,M. Monk STEAL (1 STL),[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,
276,PT03M42.00S,2022-04-01T02:52:24.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],2730,4.02431011826544,3.1862745098039214,1610612747,52,50,2022-04-01T02:52:30Z,2760000,234.0,-15.0,1,left,D. Howard 3PT step back (13 PTS) (T. Horton-Tucker 1 AST),"[2730, 1629659]",1610612747.0,LAL,step back,,,Howard,D. Howard,,,,,,,,Made,,,23.46,13.0,T. Horton-Tucker,1629659.0,1.0,,,,,,,,,
278,PT03M27.00S,2022-04-01T02:52:38.6Z,2,REGULAR,3pt,Jump Shot,[],201144,73.01248357424441,82.1078431372549,1610612762,55,50,2022-04-01T02:52:43Z,2780000,161.0,201.0,1,right,M. Conley 25' 3PT  (6 PTS) (D. Mitchell 3 AST),"[201144, 1628378]",1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,Made,,,25.74,6.0,D. Mitchell,1628378.0,3.0,,,,,,,,,
280,PT03M12.00S,2022-04-01T02:52:53.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201566,13.485545335085414,37.254901960784316,1610612747,55,50,2022-04-01T02:52:58Z,2800000,64.0,74.0,1,left,MISS R. Westbrook 9' step back Shot,[201566],1610612747.0,LAL,step back,,,Westbrook,R. Westbrook,,,,,,,,Missed,,,9.79,,,,,,,,,,,,,
281,PT03M11.00S,2022-04-01T02:52:54.6Z,2,REGULAR,rebound,offensive,[],2730,,,1610612747,55,50,2022-04-01T02:52:58Z,2810000,,,0,,D. Howard REBOUND (Off:1 Def:6),[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,,280.0,,,,,,,7.0,6.0,1.0,,,,,,
282,PT03M09.00S,2022-04-01T02:52:57.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",2730,5.732588699080158,57.107843137254896,1610612747,55,52,2022-04-01T02:53:06Z,2820000,-36.0,1.0,1,left,D. Howard putback Layup (15 PTS),[2730],1610612747.0,LAL,putback,,,Howard,D. Howard,,,,,,,,Made,,,3.55,15.0,,,,,,,,,,,,
283,PT02M57.00S,2022-04-01T02:53:12.7Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",2730,,,1610612762,55,52,2022-04-01T02:54:26Z,2830000,,,0,,D. Howard shooting personal FOUL (2 PF) (Mitchell 2 FT),"[2730, 1628378]",1610612747.0,LAL,shooting,,,Howard,D. Howard,,,,,2715.0,2.0,0.0,,,,,,,,,,,,Mitchell,1628378.0,,,,
285,PT02M57.00S,2022-04-01T02:53:20.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,55,52,2022-04-01T02:53:20Z,2850000,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,PT02M57.00S,2022-04-01T02:56:22.8Z,2,REGULAR,substitution,out,[],1629659,,,1610612762,55,52,2022-04-01T02:56:47Z,2860000,,,0,,SUB out: T. Horton-Tucker,[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,
287,PT02M57.00S,2022-04-01T02:56:22.8Z,2,REGULAR,substitution,out,[],2730,,,1610612762,55,52,2022-04-01T02:56:47Z,2870000,,,0,,SUB out: D. Howard,[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,,,,,,,,,,,,,,,,,
288,PT02M57.00S,2022-04-01T02:56:22.8Z,2,REGULAR,substitution,in,[],2546,,,1610612762,55,52,2022-04-01T02:56:47Z,2880000,,,0,,SUB in: C. Anthony,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,
289,PT02M57.00S,2022-04-01T02:56:22.8Z,2,REGULAR,substitution,in,[],1626169,,,1610612762,55,52,2022-04-01T02:56:47Z,2890000,,,0,,SUB in: S. Johnson,[1626169],1610612747.0,LAL,,,,Johnson,S. Johnson,,,,,,,,,,,,,,,,,,,,,,,,
290,PT02M57.00S,2022-04-01T02:57:00.0Z,2,REGULAR,freethrow,1 of 2,[],1628378,,,1610612762,56,52,2022-04-01T02:57:00Z,2900000,,,0,,D. Mitchell Free Throw 1 of 2 (15 PTS),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,Made,,,,15.0,,,,,,,,,,,,
291,PT02M57.00S,2022-04-01T02:57:19.3Z,2,REGULAR,freethrow,2 of 2,[],1628378,,,1610612762,57,52,2022-04-01T02:57:19Z,2910000,,,0,,D. Mitchell Free Throw 2 of 2 (16 PTS),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,Made,,,,16.0,,,,,,,,,,,,
292,PT02M43.00S,2022-04-01T02:57:44.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627863,,,1610612747,57,52,2022-04-01T02:58:01Z,2920000,,,0,,D. House Jr. personal FOUL (2 PF) (Westbrook 2 FT),"[1627863, 201566]",1610612762.0,UTA,,,,House Jr.,D. House Jr.,,,,,2715.0,2.0,0.0,,,,,,,,,,,,Westbrook,201566.0,,,,
294,PT02M43.00S,2022-04-01T02:58:06.8Z,2,REGULAR,freethrow,1 of 2,[],201566,,,1610612747,57,52,2022-04-01T02:58:06Z,2940000,,,0,,MISS R. Westbrook Free Throw 1 of 2,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,Missed,,,,,,,,,,,,,,,,
295,PT02M43.00S,2022-04-01T02:58:06.8Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612747,57,52,2022-04-01T02:58:06Z,2950000,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,294.0,,,,,,,,,,,,,,,
296,PT02M43.00S,2022-04-01T02:58:30.2Z,2,REGULAR,freethrow,2 of 2,[],201566,,,1610612747,57,53,2022-04-01T02:58:30Z,2960000,,,0,,R. Westbrook Free Throw 2 of 2 (10 PTS),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,Made,,,,10.0,,,,,,,,,,,,
297,PT02M36.00S,2022-04-01T02:58:38.9Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203497,93.11760840998686,53.18627450980392,1610612762,59,53,2022-04-01T02:58:49Z,2970000,16.0,12.0,1,right,R. Gobert DUNK (10 PTS) (D. Mitchell 4 AST),"[203497, 1628378]",1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,Made,,,2.0,10.0,D. Mitchell,1628378.0,4.0,,,,,,,,,
299,PT02M21.00S,2022-04-01T02:58:53.9Z,2,REGULAR,2pt,Jump Shot,[],2546,21.369908015768726,71.32352941176471,1610612747,59,53,2022-04-01T02:58:58Z,2990000,-107.0,148.0,1,left,MISS C. Anthony 18' pullup Shot,[2546],1610612747.0,LAL,pullup,,,Anthony,C. Anthony,,,,,,,,Missed,,,18.27,,,,,,,,,,,,,
300,PT02M19.00S,2022-04-01T02:58:55.9Z,2,REGULAR,rebound,defensive,[],1627863,,,1610612762,59,53,2022-04-01T02:58:58Z,3000000,,,0,,D. House Jr. REBOUND (Off:0 Def:1),[1627863],1610612762.0,UTA,,,,House Jr.,D. House Jr.,,,,,,,,,299.0,,,,,,,1.0,1.0,0.0,,,,,,
301,PT02M13.00S,2022-04-01T02:59:04.9Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626169,,,1610612762,59,53,2022-04-01T02:59:09Z,3010000,,,0,,S. Johnson personal FOUL (2 PF) (Gobert 2 FT),"[1626169, 203497]",1610612747.0,LAL,,,,Johnson,S. Johnson,,,,,1628172.0,2.0,0.0,,,,,,,,,,,,Gobert,203497.0,,,,
303,PT02M13.00S,2022-04-01T02:59:32.3Z,2,REGULAR,freethrow,1 of 2,[],203497,,,1610612762,60,53,2022-04-01T02:59:32Z,3030000,,,0,,R. Gobert Free Throw 1 of 2 (11 PTS),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,Made,,,,11.0,,,,,,,,,,,,
304,PT02M13.00S,2022-04-01T02:59:52.4Z,2,REGULAR,freethrow,2 of 2,[],203497,,,1610612762,61,53,2022-04-01T02:59:52Z,3040000,,,0,,R. Gobert Free Throw 2 of 2 (12 PTS),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,Made,,,,12.0,,,,,,,,,,,,
305,PT01M53.00S,2022-04-01T03:00:15.4Z,2,REGULAR,2pt,Jump Shot,[],1626169,7.966491458607096,77.69607843137256,1610612747,61,53,2022-04-01T03:00:20Z,3050000,-138.0,22.0,1,left,MISS S. Johnson 14' floating Shot,[1626169],1610612747.0,LAL,floating,,,Johnson,S. Johnson,,,,,,,,Missed,,,14.03,,,,,,,,,,,,,
306,PT01M50.00S,2022-04-01T03:00:18.4Z,2,REGULAR,rebound,defensive,[],203497,,,1610612762,61,53,2022-04-01T03:00:20Z,3060000,,,0,,R. Gobert REBOUND (Off:2 Def:9),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,305.0,,,,,,,11.0,9.0,2.0,,,,,,
307,PT01M44.00S,2022-04-01T03:00:23.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626220,91.40932982917214,55.63725490196079,1610612762,61,53,2022-04-01T03:00:32Z,3070000,28.0,28.0,1,right,MISS R. O'Neale Layup,[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,Missed,,,4.0,,,,,,,,,,,,,
308,PT01M42.00S,2022-04-01T03:00:25.8Z,2,REGULAR,rebound,offensive,[],1626220,,,1610612762,61,53,2022-04-01T03:00:32Z,3080000,,,0,,R. O'Neale REBOUND (Off:1 Def:0),[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,307.0,,,,,,,1.0,0.0,1.0,,,,,,
309,PT01M41.00S,2022-04-01T03:00:27.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626220,92.19776609724047,50.73529411764706,1610612762,61,53,2022-04-01T03:00:41Z,3090000,4.0,21.0,1,right,MISS R. O'Neale putback Layup,[1626220],1610612762.0,UTA,putback,,,O'Neale,R. O'Neale,,,,,,,,Missed,,,2.11,,,,,,,,,,,,,
310,PT01M38.00S,2022-04-01T03:00:30.3Z,2,REGULAR,rebound,defensive,[],201566,,,1610612747,61,53,2022-04-01T03:00:35Z,3100000,,,0,,R. Westbrook REBOUND (Off:1 Def:2),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,309.0,,,,,,,3.0,2.0,1.0,,,,,,
311,PT01M33.00S,2022-04-01T03:00:35.3Z,2,REGULAR,3pt,Jump Shot,[],2546,26.10052562417871,18.627450980392158,1610612747,61,53,2022-04-01T03:00:44Z,3110000,157.0,193.0,1,left,MISS C. Anthony 24' step back 3PT,[2546],1610612747.0,LAL,step back,,,Anthony,C. Anthony,,,,,,,,Missed,,,24.86,,,,,,,,,,,,,
312,PT01M30.00S,2022-04-01T03:00:38.3Z,2,REGULAR,rebound,defensive,[],1626220,,,1610612762,61,53,2022-04-01T03:00:44Z,3120000,,,0,,R. O'Neale REBOUND (Off:1 Def:1),[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,311.0,,,,,,,2.0,1.0,1.0,,,,,,
313,PT01M24.00S,2022-04-01T03:00:43.6Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1628378,68.15045992115637,68.62745098039215,1610612762,64,53,2022-04-01T03:00:57Z,3130000,93.0,247.0,1,right,D. Mitchell 26' 3PT pullup (19 PTS),[1628378],1610612762.0,UTA,pullup,,,Mitchell,D. Mitchell,,,,,,,,Made,,,26.39,19.0,,,,,,,,,,,,
314,PT01M00.00S,2022-04-01T03:01:07.4Z,2,REGULAR,2pt,Jump Shot,[],201566,21.632720105124836,48.03921568627451,1610612747,64,55,2022-04-01T03:01:12Z,3140000,10.0,151.0,1,left,R. Westbrook 15' pullup Jump Shot (12 PTS),[201566],1610612747.0,LAL,pullup,,,Westbrook,R. Westbrook,,,,,,,,Made,,,15.11,12.0,,,,,,,,,,,,
315,PT00M47.70S,2022-04-01T03:01:23.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201144,85.3646517739816,38.72549019607843,1610612762,66,55,2022-04-01T03:01:28Z,3150000,-56.0,85.0,1,right,M. Conley 10' floating Jump Shot (8 PTS) (D. Mitchell 5 AST),"[201144, 1628378]",1610612762.0,UTA,floating,,,Conley,M. Conley,,,,,,,,Made,,,10.21,8.0,D. Mitchell,1628378.0,5.0,,,,,,,,,
317,PT00M34.90S,2022-04-01T03:01:41.2Z,2,REGULAR,3pt,Jump Shot,[],1626169,31.61957950065703,45.09803921568628,1610612747,66,55,2022-04-01T03:01:47Z,3170000,25.0,245.0,1,left,MISS S. Johnson 24' 3PT,[1626169],1610612747.0,LAL,,,,Johnson,S. Johnson,,,,,,,,Missed,,,24.59,,,,,,,,,,,,,
318,PT00M32.10S,2022-04-01T03:01:44.0Z,2,REGULAR,rebound,defensive,[],1628378,,,1610612762,66,55,2022-04-01T03:01:47Z,3180000,,,0,,D. Mitchell REBOUND (Off:0 Def:1),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,317.0,,,,,,,1.0,1.0,0.0,,,,,,
319,PT00M28.40S,2022-04-01T03:01:47.8Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1628378,68.67608409986859,32.59803921568628,1610612762,66,55,2022-04-01T03:01:54Z,3190000,-87.0,242.0,1,right,MISS D. Mitchell 25' pullup 3PT,[1628378],1610612762.0,UTA,pullup,,,Mitchell,D. Mitchell,,,,,,,,Missed,,,25.71,,,,,,,,,,,,,
320,PT00M25.00S,2022-04-01T03:01:51.2Z,2,REGULAR,rebound,defensive,[],2772,,,1610612747,66,55,2022-04-01T03:01:54Z,3200000,,,0,,T. Ariza REBOUND (Off:1 Def:1),[2772],1610612747.0,LAL,,,,Ariza,T. Ariza,,,,,,,,,319.0,,,,,,,2.0,1.0,1.0,,,,,,
321,PT00M03.00S,2022-04-01T03:02:13.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],2772,6.783837056504599,34.31372549019608,1610612747,66,55,2022-04-01T03:02:22Z,3210000,78.0,11.0,1,left,MISS T. Ariza 7' turnaround Shot,[2772],1610612747.0,LAL,turnaround,,,Ariza,T. Ariza,,,,,,,,Missed,,,7.92,,,,,,,,,,,,,
322,PT00M01.30S,2022-04-01T03:02:14.9Z,2,REGULAR,rebound,defensive,[],1626220,,,1610612762,66,55,2022-04-01T03:02:22Z,3220000,,,0,,R. O'Neale REBOUND (Off:1 Def:2),[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,321.0,,,,,,,3.0,2.0,1.0,,,,,,
323,PT00M00.20S,2022-04-01T03:02:16.1Z,2,REGULAR,3pt,Jump Shot,[],1626220,38.32128777923784,23.52941176470588,1610612762,66,55,2022-04-01T03:02:35Z,3230000,-132.0,527.0,1,right,MISS R. O'Neale 54' 3PT,[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,Missed,,,54.37,,,,,,,,,,,,,
324,PT00M00.20S,2022-04-01T03:02:16.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612762,66,55,2022-04-01T03:02:35Z,3240000,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,323.0,,,,,,,,,,,,,,,
325,PT00M00.00S,2022-04-01T03:02:19.8Z,2,REGULAR,period,end,[],0,,,1610612762,66,55,2022-04-01T03:02:19Z,3250000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,PT12M00.00S,2022-04-01T03:17:35.0Z,3,REGULAR,substitution,out,['startperiod'],1627863,,,1610612762,66,55,2022-04-01T03:18:08Z,3260000,,,0,,SUB out: D. House Jr.,[1627863],1610612762.0,UTA,,,,House Jr.,D. House Jr.,,,,,,,,,,,,,,,,,,,,,,,,
327,PT12M00.00S,2022-04-01T03:17:35.0Z,3,REGULAR,substitution,out,['startperiod'],2546,,,1610612762,66,55,2022-04-01T03:18:08Z,3270000,,,0,,SUB out: C. Anthony,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,
328,PT12M00.00S,2022-04-01T03:17:35.0Z,3,REGULAR,substitution,in,['startperiod'],202711,,,1610612762,66,55,2022-04-01T03:18:08Z,3280000,,,0,,SUB in: B. Bogdanovic,[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,
329,PT12M00.00S,2022-04-01T03:17:35.0Z,3,REGULAR,substitution,in,['startperiod'],2730,,,1610612762,66,55,2022-04-01T03:18:08Z,3290000,,,0,,SUB in: D. Howard,[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,,,,,,,,,,,,,,,,,
330,PT12M00.00S,2022-04-01T03:18:56.1Z,3,REGULAR,period,start,[],0,,,1610612762,66,55,2022-04-01T03:18:56Z,3300000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,PT11M50.00S,2022-04-01T03:19:04.8Z,3,REGULAR,turnover,bad pass,[],201144,,,1610612762,66,55,2022-04-01T03:19:09Z,3310000,,,0,,M. Conley bad pass TURNOVER (3 TO),"[201144, 1626169]",1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,3.0,,,,,,,,,,,,,Johnson,1626169.0
332,PT11M50.00S,2022-04-01T03:19:04.8Z,3,REGULAR,steal,,[],1626169,,,1610612747,66,55,2022-04-01T03:19:57Z,3320000,,,0,,S. Johnson STEAL (1 STL),[1626169],1610612747.0,LAL,,,,Johnson,S. Johnson,,,,,,,,,,,,,,,,,,,,,,,,
333,PT11M47.00S,2022-04-01T03:19:10.0Z,3,REGULAR,foul,personal,['2freethrow'],203497,,,1610612747,66,55,2022-04-01T03:19:18Z,3330000,,,0,,R. Gobert shooting personal FOUL (1 PF) (Ariza 2 FT),"[203497, 2772]",1610612762.0,UTA,shooting,,,Gobert,R. Gobert,,,,,2715.0,1.0,1.0,,,,,,,,,,,,Ariza,2772.0,,,,
335,PT11M47.00S,2022-04-01T03:19:36.7Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],2772,,,1610612747,66,56,2022-04-01T03:19:36Z,3350000,,,0,,T. Ariza Free Throw 1 of 2 (3 PTS),[2772],1610612747.0,LAL,,,,Ariza,T. Ariza,,,,,,,,Made,,,,3.0,,,,,,,,,,,,
336,PT11M47.00S,2022-04-01T03:19:54.2Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],2772,,,1610612747,66,57,2022-04-01T03:19:54Z,3360000,,,0,,T. Ariza Free Throw 2 of 2 (4 PTS),[2772],1610612747.0,LAL,,,,Ariza,T. Ariza,,,,,,,,Made,,,,4.0,,,,,,,,,,,,
337,PT11M36.00S,2022-04-01T03:20:08.6Z,3,REGULAR,3pt,Jump Shot,[],201144,31.35676741130092,30.88235294117647,1610612762,69,57,2022-04-01T03:20:13Z,3370000,96.0,242.0,1,left,M. Conley 26' 3PT  (11 PTS) (D. Mitchell 6 AST),"[201144, 1628378]",1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,Made,,,26.05,11.0,D. Mitchell,1628378.0,6.0,,,,,,,,,
339,PT11M15.00S,2022-04-01T03:20:31.7Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612747,69,57,2022-04-01T03:20:31Z,3390000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,PT11M11.00S,2022-04-01T03:20:42.8Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],2730,92.19776609724047,54.41176470588235,1610612747,69,59,2022-04-01T03:20:49Z,3400000,22.0,21.0,1,right,D. Howard alley-oop DUNK (17 PTS) (M. Monk 2 AST),"[2730, 1628370]",1610612747.0,LAL,alley-oop,,,Howard,D. Howard,,,,,,,,Made,,,3.03,17.0,M. Monk,1628370.0,2.0,,,,,,,,,
342,PT10M54.00S,2022-04-01T03:20:59.0Z,3,REGULAR,3pt,Jump Shot,[],202711,12.434296977660972,4.166666666666666,1610612762,69,59,2022-04-01T03:21:04Z,3420000,229.0,64.0,1,left,MISS B. Bogdanovic 3PT,[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,Missed,,,23.81,,,,,,,,,,,,,
343,PT10M52.00S,2022-04-01T03:21:01.0Z,3,REGULAR,rebound,defensive,[],1628370,,,1610612747,69,59,2022-04-01T03:21:04Z,3430000,,,0,,M. Monk REBOUND (Off:1 Def:2),[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,,,342.0,,,,,,,3.0,2.0,1.0,,,,,,
346,PT10M45.00S,2022-04-01T03:21:33.0Z,3,REGULAR,foul,personal,['2freethrow'],202711,,,1610612747,69,59,2022-04-01T03:21:39Z,3460000,,,0,,B. Bogdanovic shooting personal FOUL (1 PF) (Monk 2 FT),"[202711, 1628370]",1610612762.0,UTA,shooting,,,Bogdanovic,B. Bogdanovic,,,,,1628172.0,1.0,0.0,,,,,,,,,,,,Monk,1628370.0,,,,
348,PT10M45.00S,2022-04-01T03:21:40.2Z,3,REGULAR,freethrow,1 of 2,[],1628370,,,1610612747,69,60,2022-04-01T03:21:40Z,3480000,,,0,,M. Monk Free Throw 1 of 2 (4 PTS),[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,,Made,,,,4.0,,,,,,,,,,,,
349,PT10M45.00S,2022-04-01T03:21:52.9Z,3,REGULAR,freethrow,2 of 2,[],1628370,,,1610612747,69,61,2022-04-01T03:21:52Z,3490000,,,0,,M. Monk Free Throw 2 of 2 (5 PTS),[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,,Made,,,,5.0,,,,,,,,,,,,
350,PT10M33.00S,2022-04-01T03:22:15.5Z,3,REGULAR,3pt,Jump Shot,[],1628378,29.517082785808146,71.81372549019608,1610612762,69,61,2022-04-01T03:22:22Z,3500000,-109.0,225.0,1,left,MISS D. Mitchell 25' 3PT,[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,Missed,,,25.01,,,,,,,,,,,,,
351,PT10M29.00S,2022-04-01T03:22:19.5Z,3,REGULAR,rebound,defensive,[],2730,,,1610612747,69,61,2022-04-01T03:22:22Z,3510000,,,0,,D. Howard REBOUND (Off:1 Def:7),[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,,350.0,,,,,,,8.0,7.0,1.0,,,,,,
352,PT10M29.00S,2022-04-01T03:22:24.3Z,3,REGULAR,foul,technical,['1freethrow'],203497,,,1610612747,69,61,2022-04-01T03:22:34Z,3520000,,,0,,R. Gobert technical FOUL (2 Tech),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,1628172.0,1.0,2.0,,,,,,,,,,,,,,,,,
353,PT10M29.00S,2022-04-01T03:22:44.1Z,3,REGULAR,freethrow,1 of 1,[],1628370,,,1610612747,69,61,2022-04-01T03:22:55Z,3530000,,,0,,MISS M. Monk technical Free Throw 1 of 1,[1628370],1610612747.0,LAL,technical,,,Monk,M. Monk,,,,,,,,Missed,,,,,,,,,,,,,,,,
354,PT10M29.00S,2022-04-01T03:22:44.1Z,3,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612747,69,61,2022-04-01T03:22:55Z,3540000,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,353.0,,,,,,,,,,,,,,,
355,PT10M16.00S,2022-04-01T03:23:08.4Z,3,REGULAR,3pt,Jump Shot,[],1628370,79.58278580814718,5.637254901960785,1610612747,69,64,2022-04-01T03:23:13Z,3550000,-222.0,139.0,1,right,M. Monk 26' 3PT  (8 PTS) (R. Westbrook 5 AST),"[1628370, 201566]",1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,,Made,,,26.2,8.0,R. Westbrook,201566.0,5.0,,,,,,,,,
357,PT09M56.00S,2022-04-01T03:23:28.1Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],203497,5.338370565045992,53.67647058823529,1610612762,71,64,2022-04-01T03:23:35Z,3570000,-18.0,-2.0,1,left,R. Gobert alley-oop DUNK (14 PTS) (M. Conley 3 AST),"[203497, 201144]",1610612762.0,UTA,alley-oop,,,Gobert,R. Gobert,,,,,,,,Made,,,1.85,14.0,M. Conley,201144.0,3.0,,,,,,,,,
