actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
550,PT10M56.00S,2022-01-01T03:59:57.2Z,4,REGULAR,substitution,out,[],1629669,,,1610612762,90,89,2022-01-01T04:00:58Z,5390000,,,0,,SUB out: J. Nowell,[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,,,,,,,,,,,,,,,,,,,,
551,PT10M56.00S,2022-01-01T03:59:57.2Z,4,REGULAR,substitution,in,[],1627736,,,1610612762,90,89,2022-01-01T04:00:58Z,5400000,,,0,,SUB in: M. Beasley,[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,
552,PT10M56.00S,2022-01-01T04:00:13.4Z,4,REGULAR,freethrow,1 of 1,[],203903,,,1610612762,91,89,2022-01-01T04:00:13Z,5410000,,,0,,J. Clarkson Free Throw 1 of 1 (17 PTS),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,Made,17.0,,,,,,,,,,,,,,
553,PT10M47.00S,2022-01-01T04:00:24.4Z,4,REGULAR,3pt,Jump Shot,[],201976,69.72733245729303,72.05882352941177,1610612750,91,92,2022-01-01T04:00:30Z,5420000,110.0,232.0,1,right,P. Beverley 25' 3PT  (11 PTS),[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,25.7,Made,11.0,,,,,,,,,,,,,,
554,PT10M26.00S,2022-01-01T04:00:46.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628378,7.5722733245729295,44.6078431372549,1610612762,93,92,2022-01-01T04:04:33Z,5430000,27.0,19.0,1,left,D. Mitchell driving finger roll Layup (27 PTS),[1628378],1610612762.0,UTA,driving finger roll,,,Mitchell,D. Mitchell,,,,,,,,3.28,Made,27.0,,,,,,,,,,,,,,
555,PT10M16.00S,2022-01-01T04:00:55.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201976,86.5473061760841,56.127450980392155,1610612750,93,92,2022-01-01T04:04:56Z,5440000,31.0,74.0,1,right,MISS P. Beverley 8' driving floating Shot,[201976],1610612750.0,MIN,driving floating,,,Beverley,P. Beverley,,,,,,,,8.01,Missed,,,,,,,,,,,,,,,
556,PT10M14.00S,2022-01-01T04:00:57.5Z,4,REGULAR,rebound,offensive,[],1629020,,,1610612750,93,92,2022-01-01T04:04:56Z,5450000,,,0,,J. Vanderbilt REBOUND (Off:2 Def:5),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,555.0,7.0,5.0,2.0,,,,,
557,PT10M03.00S,2022-01-01T04:01:08.8Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],201976,70.25295663600527,26.225490196078432,1610612750,93,92,2022-01-01T04:01:14Z,5460000,-119.0,227.0,1,right,MISS P. Beverley 25' 3PT,[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,25.63,Missed,,,,,,,,,,,,,,,
558,PT09M59.00S,2022-01-01T04:01:12.8Z,4,REGULAR,rebound,defensive,[],202711,,,1610612762,93,92,2022-01-01T04:01:14Z,5470000,,,0,,B. Bogdanovic REBOUND (Off:2 Def:7),[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,557.0,9.0,7.0,2.0,,,,,
559,PT09M43.00S,2022-01-01T04:01:27.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628378,8.886333771353483,44.36274509803921,1610612762,95,92,2022-01-01T04:01:47Z,5480000,28.0,31.0,1,left,D. Mitchell driving floating Jump Shot (29 PTS),[1628378],1610612762.0,UTA,driving floating,,,Mitchell,D. Mitchell,,,,,,,,4.19,Made,29.0,,,,,,,,,,,,,,
560,PT09M30.00S,2022-01-01T04:01:40.7Z,4,REGULAR,3pt,Jump Shot,[],1630183,72.48685939553219,80.63725490196079,1610612750,95,92,2022-01-01T04:01:45Z,5490000,153.0,206.0,1,right,MISS J. McDaniels 25' 3PT,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,25.68,Missed,,,,,,,,,,,,,,,
561,PT09M27.00S,2022-01-01T04:01:43.7Z,4,REGULAR,rebound,defensive,[],203497,,,1610612762,95,92,2022-01-01T04:01:45Z,5500000,,,0,,R. Gobert REBOUND (Off:0 Def:9),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,560.0,9.0,9.0,0.0,,,,,
562,PT09M20.00S,2022-01-01T04:01:51.1Z,4,REGULAR,3pt,Jump Shot,[],202711,5.469776609724048,94.11764705882352,1610612762,98,92,2022-01-01T04:01:57Z,5510000,-221.0,-1.0,1,left,B. Bogdanovic 3PT  (21 PTS) (R. Gay 2 AST),"[202711, 200752]",1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,22.06,Made,21.0,,,,,,,,,,,,R. Gay,200752.0,2.0
564,PT09M19.00S,2022-01-01T04:01:55.8Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,98,92,2022-01-01T04:01:55Z,5530000,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,PT09M19.00S,2022-01-01T04:04:07.9Z,4,REGULAR,substitution,out,[],200752,,,1610612750,98,92,2022-01-01T04:04:33Z,5540000,,,0,,SUB out: R. Gay,[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,,,,,,,,,,,,,,,,,
566,PT09M19.00S,2022-01-01T04:04:07.9Z,4,REGULAR,substitution,out,[],1630183,,,1610612750,98,92,2022-01-01T04:04:33Z,5550000,,,0,,SUB out: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,
567,PT09M19.00S,2022-01-01T04:04:07.9Z,4,REGULAR,substitution,out,[],202328,,,1610612750,98,92,2022-01-01T04:04:33Z,5560000,,,0,,SUB out: G. Monroe,[202328],1610612750.0,MIN,,,,Monroe,G. Monroe,,,,,,,,,,,,,,,,,,,,,,,,
568,PT09M19.00S,2022-01-01T04:04:07.9Z,4,REGULAR,substitution,in,[],1626220,,,1610612750,98,92,2022-01-01T04:04:33Z,5570000,,,0,,SUB in: R. O'Neale,[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,
569,PT09M19.00S,2022-01-01T04:04:07.9Z,4,REGULAR,substitution,in,[],1629675,,,1610612750,98,92,2022-01-01T04:04:33Z,5580000,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,
570,PT09M19.00S,2022-01-01T04:04:07.9Z,4,REGULAR,substitution,in,[],1630162,,,1610612750,98,92,2022-01-01T04:04:33Z,5590000,,,0,,SUB in: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,
571,PT09M09.00S,2022-01-01T04:05:05.3Z,4,REGULAR,3pt,Jump Shot,[],1627736,87.59855453350855,3.431372549019608,1610612750,98,92,2022-01-01T04:05:11Z,5600000,-233.0,64.0,1,right,MISS M. Beasley 24' 3PT,[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,24.15,Missed,,,,,,,,,,,,,,,
572,PT09M06.00S,2022-01-01T04:05:08.3Z,4,REGULAR,rebound,defensive,[],1626220,,,1610612762,98,92,2022-01-01T04:05:11Z,5610000,,,0,,R. O'Neale REBOUND (Off:0 Def:3),[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,571.0,3.0,3.0,0.0,,,,,
573,PT09M01.00S,2022-01-01T04:05:15.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628378,11.12023653088042,50.0,1610612762,100,92,2022-01-01T04:05:21Z,5620000,0.0,52.0,1,left,D. Mitchell driving Layup (31 PTS),[1628378],1610612762.0,UTA,driving,,,Mitchell,D. Mitchell,,,,,,,,5.2,Made,31.0,,,,,,,,,,,,,,
574,PT09M01.00S,2022-01-01T04:05:18.1Z,4,REGULAR,foul,personal,['1freethrow'],1630162,,,1610612762,100,92,2022-01-01T04:05:22Z,5630000,,,0,,A. Edwards shooting personal FOUL (5 PF) (Mitchell 1 FT),"[1630162, 1628378]",1610612750.0,MIN,shooting,,,Edwards,A. Edwards,,,,,,,,,,,204059.0,5.0,0.0,Mitchell,1628378.0,,,,,,,,,
576,PT09M01.00S,2022-01-01T04:05:47.1Z,4,REGULAR,freethrow,1 of 1,[],1628378,,,1610612762,101,92,2022-01-01T04:05:47Z,5650000,,,0,,D. Mitchell Free Throw 1 of 1 (32 PTS),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,Made,32.0,,,,,,,,,,,,,,
577,PT08M55.00S,2022-01-01T04:05:59.6Z,4,REGULAR,foul,personal,[],203903,,,1610612750,101,92,2022-01-01T04:06:05Z,5660000,,,0,,J. Clarkson personal FOUL (3 PF),"[203903, 201976]",1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,1627964.0,3.0,0.0,Beverley,201976.0,,,,,,,,,
579,PT08M51.00S,2022-01-01T04:06:15.4Z,4,REGULAR,3pt,Jump Shot,[],1627736,86.67871222076215,3.431372549019608,1610612750,101,92,2022-01-01T04:06:20Z,5680000,-233.0,73.0,1,right,MISS M. Beasley 24' 3PT,[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,24.39,Missed,,,,,,,,,,,,,,,
580,PT08M48.00S,2022-01-01T04:06:18.4Z,4,REGULAR,rebound,defensive,[],203497,,,1610612762,101,92,2022-01-01T04:06:20Z,5690000,,,0,,R. Gobert REBOUND (Off:0 Def:10),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,579.0,10.0,10.0,0.0,,,,,
581,PT08M46.00S,2022-01-01T04:06:23.4Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612762,101,92,2022-01-01T04:06:23Z,5700000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,PT08M37.00S,2022-01-01T04:06:40.5Z,4,REGULAR,3pt,Jump Shot,[],1628378,32.53942181340342,20.098039215686274,1610612762,101,92,2022-01-01T04:07:26Z,5710000,150.0,253.0,1,left,MISS D. Mitchell 29' pullup 3PT,[1628378],1610612762.0,UTA,pullup,,,Mitchell,D. Mitchell,,,,,,,,29.42,Missed,,,,,,,,,,,,,,,
583,PT08M34.00S,2022-01-01T04:06:43.5Z,4,REGULAR,rebound,offensive,[],203497,,,1610612762,101,92,2022-01-01T04:06:45Z,5720000,,,0,,R. Gobert REBOUND (Off:1 Def:10),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,582.0,11.0,10.0,1.0,,,,,
584,PT08M32.00S,2022-01-01T04:06:45.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203497,5.863994743758213,44.6078431372549,1610612762,101,92,2022-01-01T04:06:50Z,5730000,27.0,3.0,1,left,MISS R. Gobert reverse Layup - blocked,"[203497, 1629020]",1610612762.0,UTA,reverse,,,Gobert,R. Gobert,,,,,,,,2.71,Missed,,,,,,,,,,,Vanderbilt,1629020.0,,,
603,PT08M32.00S,2022-01-01T04:06:45.3Z,4,REGULAR,block,,[],1629020,,,1610612762,101,92,2022-01-01T04:09:40Z,5735000,,,0,,J. Vanderbilt BLOCK (2 BLK),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,
585,PT08M29.00S,2022-01-01T04:06:48.3Z,4,REGULAR,rebound,offensive,[],1628378,,,1610612762,101,92,2022-01-01T04:09:40Z,5740000,,,0,,D. Mitchell REBOUND (Off:1 Def:4),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,584.0,5.0,4.0,1.0,,,,,
586,PT08M26.00S,2022-01-01T04:06:55.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203497,6.783837056504599,51.71568627450981,1610612762,101,92,2022-01-01T04:07:26Z,5750000,-9.0,11.0,1,left,MISS R. Gobert Layup - blocked,"[203497, 201976]",1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,1.42,Missed,,,,,,,,,,,Beverley,201976.0,,,
587,PT08M26.00S,2022-01-01T04:06:55.0Z,4,REGULAR,block,,[],201976,,,1610612762,101,92,2022-01-01T04:06:57Z,5760000,,,0,,P. Beverley BLOCK (2 BLK),[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,
591,PT08M24.00S,2022-01-01T04:06:57.0Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612762,101,92,2022-01-01T04:07:26Z,5770000,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,586.0,,,,,,,,
588,PT08M24.00S,2022-01-01T04:07:24.6Z,4,REGULAR,jumpball,recovered,[],1628378,,,1610612762,101,92,2022-01-01T04:07:24Z,5780000,,,0,,Jump Ball R. Gobert vs. P. Beverley: Tip to D. Mitchell,"[1628378, 203497, 201976]",1610612762.0,UTA,heldball,D. Mitchell,1628378.0,Mitchell,D. Mitchell,Gobert,203497.0,Beverley,201976.0,,,,,,,,,,,,,,,,,,,,
592,PT08M21.00S,2022-01-01T04:07:27.9Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],203903,31.09395532194481,33.088235294117645,1610612762,101,92,2022-01-01T04:07:33Z,5810000,85.0,240.0,1,left,MISS J. Clarkson 25' 3PT,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,25.43,Missed,,,,,,,,,,,,,,,
593,PT08M17.00S,2022-01-01T04:07:31.9Z,4,REGULAR,rebound,offensive,[],202711,,,1610612762,101,92,2022-01-01T04:07:33Z,5820000,,,0,,B. Bogdanovic REBOUND (Off:3 Def:7),[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,592.0,10.0,7.0,3.0,,,,,
594,PT08M09.00S,2022-01-01T04:07:40.3Z,4,REGULAR,foul,personal,['3freethrow'],1627736,,,1610612762,101,92,2022-01-01T04:07:46Z,5830000,,,0,,M. Beasley shooting personal FOUL (2 PF) (Mitchell 3 FT),"[1627736, 1628378]",1610612750.0,MIN,shooting,,,Beasley,M. Beasley,,,,,,,,,,,1628484.0,2.0,0.0,Mitchell,1628378.0,,,,,,,,,
596,PT08M09.00S,2022-01-01T04:08:13.7Z,4,REGULAR,freethrow,1 of 3,['2ndchance'],1628378,,,1610612762,102,92,2022-01-01T04:08:13Z,5850000,,,0,,D. Mitchell Free Throw 1 of 3 (33 PTS),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,Made,33.0,,,,,,,,,,,,,,
597,PT08M09.00S,2022-01-01T04:08:32.4Z,4,REGULAR,freethrow,2 of 3,['2ndchance'],1628378,,,1610612762,103,92,2022-01-01T04:08:32Z,5860000,,,0,,D. Mitchell Free Throw 2 of 3 (34 PTS),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,Made,34.0,,,,,,,,,,,,,,
598,PT08M09.00S,2022-01-01T04:08:55.7Z,4,REGULAR,freethrow,3 of 3,['2ndchance'],1628378,,,1610612762,104,92,2022-01-01T04:08:55Z,5870000,,,0,,D. Mitchell Free Throw 3 of 3 (35 PTS),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,Made,35.0,,,,,,,,,,,,,,
599,PT08M03.00S,2022-01-01T04:09:14.2Z,4,REGULAR,foul,personal,[],1626220,,,1610612750,104,92,2022-01-01T04:09:29Z,5880000,,,0,,R. O'Neale personal FOUL (5 PF),"[1626220, 1630162]",1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,,204059.0,5.0,0.0,Edwards,1630162.0,,,,,,,,,
601,PT08M03.00S,2022-01-01T04:09:23.7Z,4,REGULAR,substitution,out,[],1626220,,,1610612750,104,92,2022-01-01T04:09:27Z,5900000,,,0,,SUB out: R. O'Neale,[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,
602,PT08M03.00S,2022-01-01T04:09:23.7Z,4,REGULAR,substitution,in,[],200752,,,1610612750,104,92,2022-01-01T04:09:27Z,5910000,,,0,,SUB in: R. Gay,[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,,,,,,,,,,,,,,,,,
604,PT07M57.00S,2022-01-01T04:09:49.0Z,4,REGULAR,turnover,out-of-bounds,[],1629020,,,1610612750,104,92,2022-01-01T04:09:55Z,5920000,,,0,,J. Vanderbilt bad pass out-of-bounds TURNOVER (1 TO),[1629020],1610612750.0,MIN,bad pass,,,Vanderbilt,J. Vanderbilt,,,,,1.0,,,,,,1627964.0,,,,,,,,,,,,,
605,PT07M50.00S,2022-01-01T04:10:02.1Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],203903,25.969119579500656,80.63725490196079,1610612762,104,92,2022-01-01T04:10:08Z,5930000,-153.0,192.0,1,left,MISS J. Clarkson 24' 3PT,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,24.53,Missed,,,,,,,,,,,,,,,
606,PT07M46.00S,2022-01-01T04:10:06.1Z,4,REGULAR,rebound,defensive,[],1629675,,,1610612750,104,92,2022-01-01T04:10:08Z,5940000,,,0,,N. Reid REBOUND (Off:3 Def:4),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,605.0,7.0,4.0,3.0,,,,,
607,PT07M35.00S,2022-01-01T04:10:19.8Z,4,REGULAR,foul,personal,[],203903,,,1610612750,104,92,2022-01-01T04:10:34Z,5950000,,,0,,J. Clarkson personal FOUL (4 PF),"[203903, 1630162]",1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,204059.0,4.0,0.0,Edwards,1630162.0,,,,,,,,,
609,PT07M35.00S,2022-01-01T04:10:24.3Z,4,REGULAR,substitution,out,[],1629020,,,1610612750,104,92,2022-01-01T04:10:27Z,5970000,,,0,,SUB out: J. Vanderbilt,[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,
610,PT07M35.00S,2022-01-01T04:10:24.3Z,4,REGULAR,substitution,in,[],1630183,,,1610612750,104,92,2022-01-01T04:10:27Z,5980000,,,0,,SUB in: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,
611,PT07M30.00S,2022-01-01T04:10:41.7Z,4,REGULAR,3pt,Jump Shot,[],1630162,64.20827858081472,57.84313725490197,1610612750,104,92,2022-01-01T04:10:47Z,5990000,39.0,284.0,1,right,MISS A. Edwards 28' pullup 3PT,[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,,,,28.66,Missed,,,,,,,,,,,,,,,
612,PT07M27.00S,2022-01-01T04:10:44.7Z,4,REGULAR,rebound,defensive,[],203497,,,1610612762,104,92,2022-01-01T04:10:47Z,6000000,,,0,,R. Gobert REBOUND (Off:1 Def:11),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,611.0,12.0,11.0,1.0,,,,,
613,PT07M14.00S,2022-01-01T04:10:58.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203903,7.178055190538765,41.42156862745098,1610612762,106,92,2022-01-01T04:11:28Z,6010000,43.0,15.0,1,left,J. Clarkson driving floating bank Jump Shot (19 PTS),[203903],1610612762.0,UTA,driving floating bank,,,Clarkson,J. Clarkson,,,,,,,,4.54,Made,19.0,,,,,,,,,,,,,,
614,PT07M03.00S,2022-01-01T04:11:08.5Z,4,REGULAR,3pt,Jump Shot,[],1630183,68.15045992115637,35.78431372549019,1610612750,106,92,2022-01-01T04:11:20Z,6020000,-71.0,247.0,1,right,MISS J. McDaniels 25' 3PT,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,25.69,Missed,,,,,,,,,,,,,,,
615,PT07M03.00S,2022-01-01T04:11:08.5Z,4,REGULAR,rebound,defensive,[],203497,,,1610612762,106,92,2022-01-01T04:11:20Z,6030000,,,0,,R. Gobert REBOUND (Off:1 Def:12),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,614.0,13.0,12.0,1.0,,,,,
616,PT06M46.00S,2022-01-01T04:11:25.4Z,4,REGULAR,3pt,Jump Shot,[],202711,7.440867279894875,95.09803921568627,1610612762,109,92,2022-01-01T04:11:32Z,6040000,-225.0,17.0,1,left,B. Bogdanovic 3PT  (24 PTS) (R. Gay 3 AST),"[202711, 200752]",1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,22.62,Made,24.0,,,,,,,,,,,,R. Gay,200752.0,3.0
618,PT06M46.00S,2022-01-01T04:11:32.3Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,109,92,2022-01-01T04:11:32Z,6060000,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,PT06M46.00S,2022-01-01T04:14:00.9Z,4,REGULAR,substitution,out,[],1629675,,,1610612750,109,92,2022-01-01T04:14:22Z,6070000,,,0,,SUB out: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,
620,PT06M46.00S,2022-01-01T04:14:00.9Z,4,REGULAR,substitution,out,[],201976,,,1610612750,109,92,2022-01-01T04:14:22Z,6080000,,,0,,SUB out: P. Beverley,[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,
621,PT06M46.00S,2022-01-01T04:14:00.9Z,4,REGULAR,substitution,in,[],1629669,,,1610612750,109,92,2022-01-01T04:14:22Z,6090000,,,0,,SUB in: J. Nowell,[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,,,,,,,,,,,,,,,,,,,,
622,PT06M46.00S,2022-01-01T04:14:00.9Z,4,REGULAR,substitution,in,[],1630233,,,1610612750,109,92,2022-01-01T04:14:22Z,6100000,,,0,,SUB in: N. Knight,[1630233],1610612750.0,MIN,,,,Knight,N. Knight,,,,,,,,,,,,,,,,,,,,,,,,
623,PT06M33.00S,2022-01-01T04:14:37.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629669,91.67214191852825,40.19607843137255,1610612750,109,92,2022-01-01T04:14:43Z,6110000,-49.0,26.0,1,right,MISS J. Nowell driving Layup,[1629669],1610612750.0,MIN,driving,,,Nowell,J. Nowell,,,,,,,,5.54,Missed,,,,,,,,,,,,,,,
624,PT06M31.00S,2022-01-01T04:14:39.8Z,4,REGULAR,rebound,defensive,[],203497,,,1610612762,109,92,2022-01-01T04:14:43Z,6120000,,,0,,R. Gobert REBOUND (Off:1 Def:13),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,623.0,14.0,13.0,1.0,,,,,
625,PT06M16.00S,2022-01-01T04:14:54.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203903,11.12023653088042,44.85294117647059,1610612762,109,92,2022-01-01T04:15:03Z,6130000,26.0,52.0,1,left,MISS J. Clarkson driving floating Shot,[203903],1610612762.0,UTA,driving floating,,,Clarkson,J. Clarkson,,,,,,,,5.8,Missed,,,,,,,,,,,,,,,
626,PT06M16.00S,2022-01-01T04:14:54.6Z,4,REGULAR,rebound,offensive,[],203903,,,1610612762,109,92,2022-01-01T04:15:25Z,6140000,,,0,,J. Clarkson REBOUND (Off:1 Def:1),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,625.0,2.0,1.0,1.0,,,,,
627,PT06M16.00S,2022-01-01T04:15:03.3Z,4,REGULAR,foul,personal,[],1629669,,,1610612762,109,92,2022-01-01T04:15:10Z,6150000,,,0,,J. Nowell personal FOUL (6 PF),"[1629669, 203903]",1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,,,,,,,204059.0,6.0,0.0,Clarkson,203903.0,,,,,,,,,
629,PT06M16.00S,2022-01-01T04:15:07.6Z,4,REGULAR,substitution,out,[],1629669,,,1610612762,109,92,2022-01-01T04:15:18Z,6170000,,,0,,SUB out: J. Nowell,[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,,,,,,,,,,,,,,,,,,,,
630,PT06M16.00S,2022-01-01T04:15:07.6Z,4,REGULAR,substitution,in,[],201976,,,1610612762,109,92,2022-01-01T04:15:18Z,6180000,,,0,,SUB in: P. Beverley,[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,
631,PT06M10.00S,2022-01-01T04:15:42.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628378,11.251642575558476,40.44117647058824,1610612762,109,92,2022-01-01T04:19:12Z,6190000,48.0,53.0,1,left,MISS D. Mitchell 7' driving finger roll Layup,[1628378],1610612762.0,UTA,driving finger roll,,,Mitchell,D. Mitchell,,,,,,,,7.16,Missed,,,,,,,,,,,,,,,
632,PT06M06.00S,2022-01-01T04:15:46.2Z,4,REGULAR,rebound,offensive,[],203497,,,1610612762,109,92,2022-01-01T04:15:47Z,6200000,,,0,,R. Gobert REBOUND (Off:2 Def:13),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,631.0,15.0,13.0,2.0,,,,,
633,PT06M06.00S,2022-01-01T04:15:45.3Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",203497,5.590000152587891,50.0,1610612762,111,92,2022-01-01T04:15:45Z,6210000,0.0,0.0,1,left,R. Gobert tip DUNK (12 PTS),[203497],1610612762.0,UTA,tip,,,Gobert,R. Gobert,,,,,,,,0.0,Made,12.0,,,,,,,,,,,,,,
634,PT05M55.00S,2022-01-01T04:15:55.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],201976,89.96386333771353,50.0,1610612750,111,92,2022-01-01T04:15:59Z,6220000,0.0,42.0,1,right,MISS P. Beverley Layup - blocked,"[201976, 203497]",1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,4.18,Missed,,,,,,,,,,,Gobert,203497.0,,,
635,PT05M55.00S,2022-01-01T04:15:55.6Z,4,REGULAR,block,,[],203497,,,1610612750,111,92,2022-01-01T04:15:57Z,6230000,,,0,,R. Gobert BLOCK (3 BLK),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,
