actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
185,PT11M25.00S,2022-01-01T02:42:43.1Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629669,9.149145860709593,96.56862745098039,1610612750,29,22,2022-01-01T02:43:29Z,1770000,-233.0,34.0,1,left,MISS J. Nowell 3PT,[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,,,,23.52,Missed,,,,,,,,,,,,,,,
186,PT11M23.00S,2022-01-01T02:42:44.9Z,2,REGULAR,rebound,offensive,[],1630183,,,1610612750,29,22,2022-01-01T02:42:44Z,1780000,,,0,,J. McDaniels REBOUND (Off:1 Def:1),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,185.0,2.0,1.0,1.0,,,,,
187,PT11M19.00S,2022-01-01T02:42:48.6Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],201976,29.25427069645204,72.30392156862744,1610612750,29,22,2022-01-01T02:43:34Z,1790000,-112.0,222.0,1,left,MISS P. Beverley 24' 3PT,[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,24.89,Missed,,,,,,,,,,,,,,,
188,PT11M18.00S,2022-01-01T02:42:49.6Z,2,REGULAR,rebound,defensive,[],203903,,,1610612762,29,22,2022-01-01T02:43:34Z,1800000,,,0,,J. Clarkson REBOUND (Off:0 Def:1),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,187.0,1.0,1.0,0.0,,,,,
189,PT11M11.00S,2022-01-01T02:42:59.8Z,2,REGULAR,turnover,traveling,[],203903,,,1610612762,29,22,2022-01-01T02:43:55Z,1810000,,,0,,J. Clarkson traveling TURNOVER (1 TO),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,1.0,,,,,,,,,,,,,,,,,,,
190,PT11M00.00S,2022-01-01T02:43:22.4Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629669,14.931011826544022,50.245098039215684,1610612750,29,24,2022-01-01T02:49:28Z,1820000,-1.0,88.0,1,left,J. Nowell 8' pullup Jump Shot (4 PTS),[1629669],1610612750.0,MIN,pullup,,,Nowell,J. Nowell,,,,,,,,8.79,Made,4.0,,,,,,,,,,,,,,
191,PT10M35.00S,2022-01-01T02:43:46.0Z,2,REGULAR,2pt,Jump Shot,[],1630235,89.96386333771353,33.33333333333333,1610612762,31,24,2022-01-01T02:51:13Z,1830000,-83.0,42.0,1,right,T. Forrest 9' pullup bank Jump Shot (2 PTS),[1630235],1610612762.0,UTA,pullup bank,,,Forrest,T. Forrest,,,,,,,,9.32,Made,2.0,,,,,,,,,,,,,,
192,PT10M24.00S,2022-01-01T02:43:56.9Z,2,REGULAR,2pt,Jump Shot,[],1629669,21.369908015768726,50.73529411764706,1610612750,31,24,2022-01-01T02:51:45Z,1840000,-4.0,148.0,1,left,MISS J. Nowell 14' pullup Shot,[1629669],1610612750.0,MIN,pullup,,,Nowell,J. Nowell,,,,,,,,14.84,Missed,,,,,,,,,,,,,,,
193,PT10M21.00S,2022-01-01T02:43:59.9Z,2,REGULAR,rebound,defensive,[],1630235,,,1610612762,31,24,2022-01-01T02:44:03Z,1850000,,,0,,T. Forrest REBOUND (Off:0 Def:2),[1630235],1610612762.0,UTA,,,,Forrest,T. Forrest,,,,,,,,,,,,,,,,192.0,2.0,2.0,0.0,,,,,
194,PT10M11.00S,2022-01-01T02:44:13.8Z,2,REGULAR,turnover,bad pass,[],200752,,,1610612762,31,24,2022-01-01T02:44:26Z,1860000,,,0,,R. Gay bad pass TURNOVER (1 TO),"[200752, 1629669]",1610612762.0,UTA,,,,Gay,R. Gay,,,,,1.0,Nowell,1629669.0,,,,,,,,,,,,,,,,,
195,PT10M11.00S,2022-01-01T02:44:13.8Z,2,REGULAR,steal,,[],1629669,,,1610612750,31,24,2022-01-01T02:44:21Z,1870000,,,0,,J. Nowell STEAL (1 STL),[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,,,,,,,,,,,,,,,,,,,,
196,PT10M11.00S,2022-01-01T02:44:22.2Z,2,REGULAR,turnover,bad pass,[],1629669,,,1610612750,31,24,2022-01-01T02:44:30Z,1880000,,,0,,J. Nowell bad pass TURNOVER (1 TO),"[1629669, 200752]",1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,1.0,Gay,200752.0,,,,,,,,,,,,,,,,,
197,PT10M11.00S,2022-01-01T02:44:22.2Z,2,REGULAR,steal,,[],200752,,,1610612762,31,24,2022-01-01T02:44:25Z,1890000,,,0,,R. Gay STEAL (1 STL),[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,,,,,,,,,,,,,,,,,
200,PT10M01.00S,2022-01-01T02:44:45.5Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630215,93.38042049934296,94.6078431372549,1610612762,34,24,2022-01-01T02:44:53Z,1920000,223.0,10.0,1,right,J. Butler 3PT  (3 PTS) (R. Gay 1 AST),"[1630215, 200752]",1610612762.0,UTA,,,,Butler,J. Butler,,,,,,,,22.32,Made,3.0,,,,,,,,,,,,R. Gay,200752.0,1.0
202,PT09M45.00S,2022-01-01T02:45:03.7Z,2,REGULAR,turnover,out-of-bounds,[],1630162,,,1610612750,34,24,2022-01-01T02:45:10Z,1940000,,,0,,A. Edwards lost ball out-of-bounds TURNOVER (1 TO),[1630162],1610612750.0,MIN,lost ball,,,Edwards,A. Edwards,,,,,1.0,,,,,,1627964.0,,,,,,,,,,,,,
203,PT09M35.00S,2022-01-01T02:45:24.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630235,90.62089356110381,57.84313725490197,1610612762,34,24,2022-01-01T02:45:29Z,1950000,39.0,36.0,1,right,MISS T. Forrest driving Layup,[1630235],1610612762.0,UTA,driving,,,Forrest,T. Forrest,,,,,,,,5.3,Missed,,,,,,,,,,,,,,,
204,PT09M32.00S,2022-01-01T02:45:27.0Z,2,REGULAR,rebound,defensive,[],1630162,,,1610612750,34,24,2022-01-01T02:45:29Z,1960000,,,0,,A. Edwards REBOUND (Off:0 Def:1),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,203.0,1.0,1.0,0.0,,,,,
205,PT09M30.00S,2022-01-01T02:45:30.7Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612750,34,24,2022-01-01T02:45:30Z,1970000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT09M21.00S,2022-01-01T02:45:54.0Z,2,REGULAR,3pt,Jump Shot,[],1630183,31.882391590013142,50.73529411764706,1610612750,34,27,2022-01-01T02:45:59Z,1980000,-4.0,247.0,1,left,J. McDaniels 24' 3PT  (3 PTS) (J. Nowell 2 AST),"[1630183, 1629669]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,24.72,Made,3.0,,,,,,,,,,,,J. Nowell,1629669.0,2.0
208,PT08M53.00S,2022-01-01T02:46:22.2Z,2,REGULAR,3pt,Jump Shot,[],203903,79.188567674113,4.6568627450980395,1610612762,34,27,2022-01-01T02:46:28Z,2000000,-227.0,143.0,1,right,MISS J. Clarkson 26' pullup 3PT,[203903],1610612762.0,UTA,pullup,,,Clarkson,J. Clarkson,,,,,,,,26.81,Missed,,,,,,,,,,,,,,,
209,PT08M49.00S,2022-01-01T02:46:26.2Z,2,REGULAR,rebound,defensive,[],201976,,,1610612750,34,27,2022-01-01T02:46:28Z,2010000,,,0,,P. Beverley REBOUND (Off:0 Def:1),[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,208.0,1.0,1.0,0.0,,,,,
210,PT08M44.00S,2022-01-01T02:46:30.8Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629669,8.754927726675426,96.56862745098039,1610612750,34,27,2022-01-01T02:46:38Z,2020000,-233.0,30.0,1,left,MISS J. Nowell 3PT,[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,,,,23.47,Missed,,,,,,,,,,,,,,,
211,PT08M41.00S,2022-01-01T02:46:33.8Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612762,34,27,2022-01-01T02:46:38Z,2030000,,,0,,TEAM defensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,210.0,,,,,,,,
212,PT08M41.00S,2022-01-01T02:46:37.5Z,2,REGULAR,foul,personal,[],1630183,,,1610612762,34,27,2022-01-01T02:46:43Z,2040000,,,0,,J. McDaniels loose ball personal FOUL (1 PF),"[1630183, 200752]",1610612750.0,MIN,loose ball,,,McDaniels,J. McDaniels,,,,,,,,,,,1627964.0,1.0,0.0,Gay,200752.0,,,,,,,,,
214,PT08M41.00S,2022-01-01T02:46:42.4Z,2,REGULAR,substitution,out,[],1630215,,,1610612762,34,27,2022-01-01T02:46:48Z,2060000,,,0,,SUB out: J. Butler,[1630215],1610612762.0,UTA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,
215,PT08M41.00S,2022-01-01T02:46:42.4Z,2,REGULAR,substitution,in,[],1628378,,,1610612762,34,27,2022-01-01T02:46:48Z,2070000,,,0,,SUB in: D. Mitchell,[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,
216,PT08M17.00S,2022-01-01T02:47:18.2Z,2,REGULAR,3pt,Jump Shot,[],200752,93.77463863337714,95.58823529411765,1610612762,37,27,2022-01-01T02:47:24Z,2080000,228.0,6.0,1,right,R. Gay 3PT step back (5 PTS) (D. Mitchell 2 AST),"[200752, 1628378]",1610612762.0,UTA,step back,,,Gay,R. Gay,,,,,,,,22.8,Made,5.0,,,,,,,,,,,,D. Mitchell,1628378.0,2.0
218,PT08M00.00S,2022-01-01T02:47:34.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629669,7.966491458607096,56.86274509803921,1610612750,37,29,2022-01-01T02:47:40Z,2100000,-34.0,22.0,1,left,J. Nowell driving Layup (6 PTS) (N. Knight 1 AST),"[1629669, 1630233]",1610612750.0,MIN,driving,,,Nowell,J. Nowell,,,,,,,,4.1,Made,6.0,,,,,,,,,,,,N. Knight,1630233.0,1.0
219,PT07M50.00S,2022-01-01T02:47:47.6Z,2,REGULAR,foul,personal,[],1630233,,,1610612762,37,29,2022-01-01T02:48:25Z,2110000,,,0,,N. Knight personal FOUL (1 PF),"[1630233, 1628378]",1610612750.0,MIN,,,,Knight,N. Knight,,,,,,,,,,,204059.0,1.0,0.0,Mitchell,1628378.0,,,,,,,,,
221,PT07M50.00S,2022-01-01T02:47:55.7Z,2,REGULAR,substitution,out,[],1630235,,,1610612762,37,29,2022-01-01T02:48:12Z,2130000,,,0,,SUB out: T. Forrest,[1630235],1610612762.0,UTA,,,,Forrest,T. Forrest,,,,,,,,,,,,,,,,,,,,,,,,
222,PT07M50.00S,2022-01-01T02:47:55.7Z,2,REGULAR,substitution,out,[],203497,,,1610612762,37,29,2022-01-01T02:48:12Z,2140000,,,0,,SUB out: R. Gobert,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,
223,PT07M50.00S,2022-01-01T02:47:55.7Z,2,REGULAR,substitution,out,[],1630183,,,1610612762,37,29,2022-01-01T02:48:12Z,2150000,,,0,,SUB out: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,
224,PT07M50.00S,2022-01-01T02:47:55.7Z,2,REGULAR,substitution,out,[],1629669,,,1610612762,37,29,2022-01-01T02:48:12Z,2160000,,,0,,SUB out: J. Nowell,[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,,,,,,,,,,,,,,,,,,,,
225,PT07M50.00S,2022-01-01T02:47:55.7Z,2,REGULAR,substitution,in,[],202355,,,1610612762,37,29,2022-01-01T02:48:12Z,2170000,,,0,,SUB in: H. Whiteside,[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,,,,,,,,,,
226,PT07M50.00S,2022-01-01T02:47:55.7Z,2,REGULAR,substitution,in,[],202711,,,1610612762,37,29,2022-01-01T02:48:12Z,2180000,,,0,,SUB in: B. Bogdanovic,[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,
227,PT07M50.00S,2022-01-01T02:47:55.7Z,2,REGULAR,substitution,in,[],1627736,,,1610612762,37,29,2022-01-01T02:48:12Z,2190000,,,0,,SUB in: M. Beasley,[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,
228,PT07M50.00S,2022-01-01T02:47:55.7Z,2,REGULAR,substitution,in,[],1629020,,,1610612762,37,29,2022-01-01T02:48:12Z,2200000,,,0,,SUB in: J. Vanderbilt,[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,
229,PT07M41.00S,2022-01-01T02:48:22.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],200752,83.26215505913272,50.0,1610612762,39,29,2022-01-01T02:56:45Z,2210000,0.0,105.0,1,right,R. Gay 10' Jump Shot (7 PTS) (D. Mitchell 3 AST),"[200752, 1628378]",1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,10.48,Made,7.0,,,,,,,,,,,,D. Mitchell,1628378.0,3.0
231,PT07M23.00S,2022-01-01T02:48:39.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630233,5.601182654402102,54.90196078431373,1610612750,39,31,2022-01-01T02:48:44Z,2230000,-25.0,0.0,1,left,N. Knight cutting Layup (2 PTS) (A. Edwards 2 AST),"[1630233, 1630162]",1610612750.0,MIN,cutting,,,Knight,N. Knight,,,,,,,,2.45,Made,2.0,,,,,,,,,,,,A. Edwards,1630162.0,2.0
233,PT07M04.00S,2022-01-01T02:48:59.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203903,92.59198423127464,46.568627450980394,1610612762,41,31,2022-01-01T02:57:18Z,2250000,-17.0,17.0,1,right,J. Clarkson driving finger roll Layup (6 PTS) (H. Whiteside 1 AST),"[203903, 202355]",1610612762.0,UTA,driving finger roll,,,Clarkson,J. Clarkson,,,,,,,,2.43,Made,6.0,,,,,,,,,,,,H. Whiteside,202355.0,1.0
234,PT07M04.00S,2022-01-01T02:49:01.8Z,2,REGULAR,foul,personal,['1freethrow'],1630162,,,1610612762,41,31,2022-01-01T02:49:08Z,2260000,,,0,,A. Edwards shooting personal FOUL (2 PF) (Clarkson 1 FT),"[1630162, 203903]",1610612750.0,MIN,shooting,,,Edwards,A. Edwards,,,,,,,,,,,1628484.0,2.0,0.0,Clarkson,203903.0,,,,,,,,,
237,PT07M04.00S,2022-01-01T02:49:30.9Z,2,REGULAR,freethrow,1 of 1,[],203903,,,1610612762,41,31,2022-01-01T02:49:37Z,2280000,,,0,,MISS J. Clarkson Free Throw 1 of 1,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,Missed,,,,,,,,,,,,,,,
238,PT07M03.00S,2022-01-01T02:49:31.9Z,2,REGULAR,rebound,defensive,[],1629020,,,1610612750,41,31,2022-01-01T02:49:37Z,2290000,,,0,,J. Vanderbilt REBOUND (Off:0 Def:4),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,237.0,4.0,4.0,0.0,,,,,
239,PT06M49.00S,2022-01-01T02:49:45.7Z,2,REGULAR,foul,personal,['2freethrow'],202355,,,1610612750,41,31,2022-01-01T02:49:52Z,2300000,,,0,,H. Whiteside shooting personal FOUL (2 PF) (Beverley 2 FT),"[202355, 201976]",1610612762.0,UTA,shooting,,,Whiteside,H. Whiteside,,,,,,,,,,,1628484.0,2.0,0.0,Beverley,201976.0,,,,,,,,,
241,PT06M49.00S,2022-01-01T02:49:57.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,41,31,2022-01-01T02:49:57Z,2320000,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT06M49.00S,2022-01-01T02:52:27.0Z,2,REGULAR,substitution,out,[],200752,,,1610612750,41,31,2022-01-01T02:52:29Z,2330000,,,0,,SUB out: R. Gay,[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,,,,,,,,,,,,,,,,,
243,PT06M49.00S,2022-01-01T02:52:27.0Z,2,REGULAR,substitution,in,[],1626220,,,1610612750,41,31,2022-01-01T02:52:29Z,2340000,,,0,,SUB in: R. O'Neale,[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,
244,PT06M49.00S,2022-01-01T02:52:54.3Z,2,REGULAR,freethrow,1 of 2,[],201976,,,1610612750,41,32,2022-01-01T02:53:11Z,2350000,,,0,,P. Beverley Free Throw 1 of 2 (1 PTS),[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,,Made,1.0,,,,,,,,,,,,,,
245,PT06M49.00S,2022-01-01T02:52:54.3Z,2,REGULAR,freethrow,2 of 2,[],201976,,,1610612750,41,32,2022-01-01T02:53:11Z,2360000,,,0,,MISS P. Beverley Free Throw 2 of 2,[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,,Missed,,,,,,,,,,,,,,,
246,PT06M47.00S,2022-01-01T02:52:56.3Z,2,REGULAR,rebound,offensive,[],1630233,,,1610612750,41,32,2022-01-01T02:53:11Z,2370000,,,0,,N. Knight REBOUND (Off:3 Def:0),[1630233],1610612750.0,MIN,,,,Knight,N. Knight,,,,,,,,,,,,,,,,245.0,3.0,0.0,3.0,,,,,
247,PT06M36.00S,2022-01-01T02:53:20.6Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630162,23.603810775295663,14.215686274509803,1610612750,41,35,2022-01-01T02:53:28Z,2380000,179.0,169.0,1,left,A. Edwards 24' 3PT step back (9 PTS) (P. Beverley 3 AST),"[1630162, 201976]",1610612750.0,MIN,step back,,,Edwards,A. Edwards,,,,,,,,24.64,Made,9.0,,,,,,,,,,,,P. Beverley,201976.0,3.0
249,PT06M26.00S,2022-01-01T02:53:34.3Z,2,REGULAR,foul,personal,[],1630162,,,1610612762,41,35,2022-01-01T02:53:39Z,2400000,,,0,,A. Edwards personal FOUL (3 PF),"[1630162, 203903]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,1627964.0,3.0,0.0,Clarkson,203903.0,,,,,,,,,
251,PT06M21.00S,2022-01-01T02:53:58.9Z,2,REGULAR,3pt,Jump Shot,[],1628378,67.49342969776609,64.70588235294117,1610612762,44,35,2022-01-01T02:54:04Z,2420000,74.0,253.0,1,right,D. Mitchell 26' 3PT pullup (13 PTS),[1628378],1610612762.0,UTA,pullup,,,Mitchell,D. Mitchell,,,,,,,,26.36,Made,13.0,,,,,,,,,,,,,,
252,PT06M08.00S,2022-01-01T02:54:13.9Z,2,REGULAR,foul,offensive,[],1630233,,,1610612750,44,35,2022-01-01T02:54:20Z,2430000,,,0,,N. Knight offensive FOUL (2 PF),"[1630233, 1626220]",1610612750.0,MIN,,,,Knight,N. Knight,,,,,,,,,,,204059.0,2.0,0.0,O'Neale,1626220.0,,,,,,,,,
254,PT06M08.00S,2022-01-01T02:54:13.9Z,2,REGULAR,turnover,offensive foul,[],1630233,,,1610612750,44,35,2022-01-01T02:54:13Z,2450000,,,0,,N. Knight offensive foul TURNOVER (1 TO),[1630233],1610612750.0,MIN,,,,Knight,N. Knight,,,,,1.0,,,,,,204059.0,,,,,,,,,,,,,
255,PT05M55.00S,2022-01-01T02:54:43.3Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628378,65.25952693823915,56.127450980392155,1610612762,44,35,2022-01-01T02:59:42Z,2460000,31.0,274.0,1,right,MISS D. Mitchell 27' pullup 3PT,[1628378],1610612762.0,UTA,pullup,,,Mitchell,D. Mitchell,,,,,,,,27.58,Missed,,,,,,,,,,,,,,,
256,PT05M52.00S,2022-01-01T02:54:46.3Z,2,REGULAR,rebound,defensive,[],201976,,,1610612750,44,35,2022-01-01T02:54:54Z,2470000,,,0,,P. Beverley REBOUND (Off:0 Def:2),[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,255.0,2.0,2.0,0.0,,,,,
257,PT05M47.00S,2022-01-01T02:54:51.6Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1627736,7.966491458607096,2.696078431372549,1610612750,44,38,2022-01-01T03:00:20Z,2480000,237.0,22.0,1,left,M. Beasley 3PT running (11 PTS) (J. Vanderbilt 1 AST),"[1627736, 1629020]",1610612750.0,MIN,running,,,Beasley,M. Beasley,,,,,,,,23.76,Made,11.0,,,,,,,,,,,,J. Vanderbilt,1629020.0,1.0
259,PT05M33.00S,2022-01-01T02:55:05.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628378,92.72339027595268,54.90196078431373,1610612762,44,38,2022-01-01T02:55:11Z,2500000,25.0,16.0,1,right,MISS D. Mitchell driving Layup,[1628378],1610612762.0,UTA,driving,,,Mitchell,D. Mitchell,,,,,,,,2.92,Missed,,,,,,,,,,,,,,,
260,PT05M30.00S,2022-01-01T02:55:08.3Z,2,REGULAR,rebound,offensive,[],202355,,,1610612762,44,38,2022-01-01T02:55:43Z,2510000,,,0,,H. Whiteside REBOUND (Off:1 Def:1),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,,259.0,2.0,1.0,1.0,,,,,
261,PT05M30.00S,2022-01-01T02:55:09.1Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",202355,94.40999984741211,50.0,1610612762,46,38,2022-01-01T02:55:40Z,2520000,0.0,0.0,1,right,H. Whiteside tip Layup (2 PTS),[202355],1610612762.0,UTA,tip,,,Whiteside,H. Whiteside,,,,,,,,0.0,Made,2.0,,,,,,,,,,,,,,
263,PT05M22.00S,2022-01-01T02:55:17.1Z,2,REGULAR,3pt,Jump Shot,[],1630162,31.750985545335087,34.80392156862745,1610612750,46,41,2022-01-01T02:55:22Z,2540000,76.0,246.0,1,left,A. Edwards 25' 3PT  (12 PTS) (P. Beverley 4 AST),"[1630162, 201976]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,25.75,Made,12.0,,,,,,,,,,,,P. Beverley,201976.0,4.0
265,PT05M19.00S,2022-01-01T02:55:26.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,46,41,2022-01-01T02:55:26Z,2560000,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT04M54.00S,2022-01-01T02:58:41.2Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203903,92.19776609724047,51.71568627450981,1610612762,46,41,2022-01-01T03:01:21Z,2570000,9.0,21.0,1,right,MISS J. Clarkson driving DUNK - blocked,"[203903, 1630233]",1610612762.0,UTA,driving,,,Clarkson,J. Clarkson,,,,,,,,2.25,Missed,,,,,,,,,,,Knight,1630233.0,,,
268,PT04M54.00S,2022-01-01T02:58:41.2Z,2,REGULAR,block,,[],1630233,,,1610612762,46,41,2022-01-01T02:58:44Z,2580000,,,0,,N. Knight BLOCK (1 BLK),[1630233],1610612750.0,MIN,,,,Knight,N. Knight,,,,,,,,,,,,,,,,,,,,,,,,
269,PT04M51.00S,2022-01-01T02:58:44.2Z,2,REGULAR,rebound,defensive,[],1627736,,,1610612750,46,41,2022-01-01T02:58:47Z,2590000,,,0,,M. Beasley REBOUND (Off:0 Def:2),[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,267.0,2.0,2.0,0.0,,,,,
270,PT04M51.00S,2022-01-01T02:58:47.3Z,2,REGULAR,foul,personal,[],1626220,,,1610612750,46,41,2022-01-01T02:58:52Z,2600000,,,0,,R. O'Neale take personal FOUL (1 PF),"[1626220, 1630162]",1610612762.0,UTA,take,,,O'Neale,R. O'Neale,,,,,,,,,,,204059.0,1.0,0.0,Edwards,1630162.0,,,,,,,,,
272,PT04M51.00S,2022-01-01T02:59:00.3Z,2,REGULAR,substitution,out,[],202355,,,1610612750,46,41,2022-01-01T02:59:03Z,2620000,,,0,,SUB out: H. Whiteside,[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,,,,,,,,,,
273,PT04M51.00S,2022-01-01T02:59:00.3Z,2,REGULAR,substitution,in,[],203497,,,1610612750,46,41,2022-01-01T02:59:03Z,2630000,,,0,,SUB in: R. Gobert,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,
274,PT04M39.00S,2022-01-01T02:59:30.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630162,13.485545335085414,39.46078431372549,1610612750,46,41,2022-01-01T03:02:02Z,2640000,53.0,74.0,1,left,MISS A. Edwards 9' driving floating Shot,[1630162],1610612750.0,MIN,driving floating,,,Edwards,A. Edwards,,,,,,,,9.11,Missed,,,,,,,,,,,,,,,
275,PT04M36.00S,2022-01-01T02:59:33.1Z,2,REGULAR,rebound,defensive,[],203497,,,1610612762,46,41,2022-01-01T02:59:36Z,2650000,,,0,,R. Gobert REBOUND (Off:0 Def:2),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,274.0,2.0,2.0,0.0,,,,,
276,PT04M33.00S,2022-01-01T02:59:36.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",202711,91.14651773981603,51.470588235294116,1610612762,46,41,2022-01-01T03:02:57Z,2660000,7.0,31.0,1,right,MISS B. Bogdanovic running Layup - blocked,"[202711, 201976]",1610612762.0,UTA,running,,,Bogdanovic,B. Bogdanovic,,,,,,,,3.16,Missed,,,,,,,,,,,Beverley,201976.0,,,
277,PT04M33.00S,2022-01-01T02:59:36.2Z,2,REGULAR,block,,[],201976,,,1610612762,46,41,2022-01-01T02:59:38Z,2670000,,,0,,P. Beverley BLOCK (1 BLK),[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,
278,PT04M29.00S,2022-01-01T02:59:40.2Z,2,REGULAR,rebound,defensive,[],1627736,,,1610612750,46,41,2022-01-01T02:59:42Z,2680000,,,0,,M. Beasley REBOUND (Off:0 Def:3),[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,276.0,3.0,3.0,0.0,,,,,
279,PT04M27.00S,2022-01-01T02:59:44.4Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612750,46,41,2022-01-01T02:59:44Z,2690000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
