actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
181,PT10M26.00S,2021-11-28T02:40:19.2Z,2,REGULAR,3pt,Jump Shot,[],204060,32.40801576872536,35.049019607843135,1610612762,40,25,2021-11-28T02:49:18Z,1800000,75.0,252.0,1,left,MISS J. Ingles 26' pullup 3PT,[204060],1610612762.0,UTA,pullup,,,Ingles,J. Ingles,,,,,26.3,Missed,,,,,,,,,,,,,,,,,,
182,PT10M24.00S,2021-11-28T02:40:21.2Z,2,REGULAR,rebound,defensive,[],1628404,,,1610612740,40,25,2021-11-28T02:40:23Z,1810000,,,0,,J. Hart REBOUND (Off:1 Def:1),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,181.0,,,,,,,2.0,1.0,1.0,,,,
183,PT10M17.00S,2021-11-28T02:40:28.0Z,2,REGULAR,3pt,Jump Shot,[],202685,69.07030223390277,32.35294117647059,1610612740,40,25,2021-11-28T02:40:32Z,1820000,-88.0,238.0,1,right,MISS J. Valanciunas 25' 3PT,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,25.4,Missed,,,,,,,,,,,,,,,,,,
184,PT10M15.00S,2021-11-28T02:40:30.0Z,2,REGULAR,rebound,defensive,[],1630235,,,1610612762,40,25,2021-11-28T02:40:32Z,1830000,,,0,,T. Forrest REBOUND (Off:0 Def:1),[1630235],1610612762.0,UTA,,,,Forrest,T. Forrest,,,,,,,,,,,183.0,,,,,,,1.0,1.0,0.0,,,,
185,PT10M09.00S,2021-11-28T02:40:38.5Z,2,REGULAR,foul,personal,[],203107,,,1610612762,40,25,2021-11-28T02:40:59Z,1840000,,,0,,T. Satoransky personal FOUL (1 PF),"[203107, 1630235]",1610612740.0,NOP,,,,Satoransky,T. Satoransky,,,,,,,,,,,,202049.0,1.0,0.0,Forrest,1630235.0,,,,,,,,
187,PT10M09.00S,2021-11-28T02:40:51.8Z,2,REGULAR,substitution,out,[],201144,,,1610612762,40,25,2021-11-28T02:40:59Z,1860000,,,0,,SUB out: M. Conley,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,
188,PT10M09.00S,2021-11-28T02:40:51.8Z,2,REGULAR,substitution,out,[],202685,,,1610612762,40,25,2021-11-28T02:40:59Z,1870000,,,0,,SUB out: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,
189,PT10M09.00S,2021-11-28T02:40:51.8Z,2,REGULAR,substitution,in,[],200752,,,1610612762,40,25,2021-11-28T02:40:59Z,1880000,,,0,,SUB in: R. Gay,[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,,,,,,,,,,,,,,,,,
190,PT10M09.00S,2021-11-28T02:40:51.8Z,2,REGULAR,substitution,in,[],1626195,,,1610612762,40,25,2021-11-28T02:40:59Z,1890000,,,0,,SUB in: W. Hernangomez,[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,
191,PT10M04.00S,2021-11-28T02:41:14.7Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612762,40,25,2021-11-28T02:41:14Z,1900000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT09M53.00S,2021-11-28T02:41:37.5Z,2,REGULAR,3pt,Jump Shot,[],203903,27.151773981603156,82.84313725490196,1610612762,40,25,2021-11-28T02:41:41Z,1910000,-164.0,203.0,1,left,MISS J. Clarkson 26' 3PT,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,26.09,Missed,,,,,,,,,,,,,,,,,,
193,PT09M52.00S,2021-11-28T02:41:39.3Z,2,REGULAR,rebound,offensive,[],200752,,,1610612762,40,25,2021-11-28T02:41:39Z,1920000,,,0,,R. Gay REBOUND (Off:1 Def:1),[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,,,,192.0,,,,,,,2.0,1.0,1.0,,,,
194,PT09M50.00S,2021-11-28T02:41:41.3Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],204060,27.54599211563732,19.607843137254903,1610612762,43,25,2021-11-28T02:41:45Z,1930000,152.0,206.0,1,left,J. Ingles 25' 3PT  (6 PTS) (R. Gay 1 AST),"[204060, 200752]",1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,25.63,Made,6.0,R. Gay,200752.0,1.0,,,,,,,,,,,,,,
196,PT09M24.00S,2021-11-28T02:42:07.2Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1626195,86.5473061760841,49.754901960784316,1610612740,43,25,2021-11-28T02:44:17Z,1950000,-1.0,74.0,1,right,MISS W. Hernangomez 7' Hook,[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,7.4,Missed,,,,,,,,,,,,,,,,,,
197,PT09M20.00S,2021-11-28T02:42:11.2Z,2,REGULAR,rebound,offensive,[],1626195,,,1610612740,43,25,2021-11-28T02:42:14Z,1960000,,,0,,W. Hernangomez REBOUND (Off:1 Def:0),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,196.0,,,,,,,1.0,0.0,1.0,,,,
200,PT09M18.00S,2021-11-28T02:42:21.2Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1626195,94.40999984741211,50.0,1610612740,43,27,2021-11-28T02:44:40Z,1990000,0.0,0.0,1,right,W. Hernangomez tip Layup (4 PTS),[1626195],1610612740.0,NOP,tip,,,Hernangomez,W. Hernangomez,,,,,0.0,Made,4.0,,,,,,,,,,,,,,,,,
202,PT09M11.00S,2021-11-28T02:42:35.5Z,2,REGULAR,foul,offensive,[],1630235,,,1610612762,43,27,2021-11-28T02:42:41Z,2010000,,,0,,T. Forrest offensive FOUL (1 PF),"[1630235, 1626195]",1610612762.0,UTA,,,,Forrest,T. Forrest,,,,,,,,,,,,1627964.0,1.0,0.0,Hernangomez,1626195.0,,,,,,,,
204,PT09M11.00S,2021-11-28T02:42:35.5Z,2,REGULAR,turnover,offensive foul,[],1630235,,,1610612762,43,27,2021-11-28T02:42:35Z,2030000,,,0,,T. Forrest offensive foul TURNOVER (1 TO),[1630235],1610612762.0,UTA,,,,Forrest,T. Forrest,,,,,,,,,,,,1627964.0,,,,,1.0,,,,,,,
205,PT08M45.00S,2021-11-28T02:43:04.9Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],203107,93.11760840998686,79.16666666666666,1610612740,43,29,2021-11-28T02:43:10Z,2040000,146.0,12.0,1,right,T. Satoransky 14' pullup Jump Shot (2 PTS) (B. Ingram 3 AST),"[203107, 1627742]",1610612740.0,NOP,pullup,,,Satoransky,T. Satoransky,,,,,14.63,Made,2.0,B. Ingram,1627742.0,3.0,,,,,,,,,,,,,,
207,PT08M30.00S,2021-11-28T02:43:19.5Z,2,REGULAR,3pt,Jump Shot,[],200752,32.40801576872536,48.03921568627451,1610612762,46,29,2021-11-28T02:45:17Z,2060000,10.0,252.0,1,left,R. Gay 25' 3PT pullup (6 PTS),[200752],1610612762.0,UTA,pullup,,,Gay,R. Gay,,,,,25.23,Made,6.0,,,,,,,,,,,,,,,,,
208,PT08M13.00S,2021-11-28T02:43:37.0Z,2,REGULAR,2pt,Jump Shot,[],1627742,94.03745072273325,73.52941176470588,1610612740,46,29,2021-11-28T02:45:40Z,2070000,118.0,4.0,1,right,MISS B. Ingram 11' fadeaway Shot,[1627742],1610612740.0,NOP,fadeaway,,,Ingram,B. Ingram,,,,,11.77,Missed,,,,,,,,,,,,,,,,,,
209,PT08M12.00S,2021-11-28T02:43:38.0Z,2,REGULAR,rebound,defensive,[],203903,,,1610612762,46,29,2021-11-28T02:43:44Z,2080000,,,0,,J. Clarkson REBOUND (Off:0 Def:1),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,208.0,,,,,,,1.0,1.0,0.0,,,,
210,PT08M09.00S,2021-11-28T02:43:43.1Z,2,REGULAR,foul,offensive,[],203497,,,1610612762,46,29,2021-11-28T02:44:07Z,2090000,,,0,,R. Gobert offensive FOUL (1 PF),"[203497, 1628404]",1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,2714.0,1.0,0.0,Hart,1628404.0,,,,,,,,
212,PT08M09.00S,2021-11-28T02:43:43.1Z,2,REGULAR,turnover,offensive foul,[],203497,,,1610612762,46,29,2021-11-28T02:43:43Z,2110000,,,0,,R. Gobert offensive foul TURNOVER (2 TO),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,2714.0,,,,,2.0,,,,,,,
213,PT08M09.00S,2021-11-28T02:43:52.7Z,2,REGULAR,substitution,out,[],204060,,,1610612740,46,29,2021-11-28T02:44:24Z,2120000,,,0,,SUB out: J. Ingles,[204060],1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,,,,,,,,,
214,PT08M09.00S,2021-11-28T02:43:52.7Z,2,REGULAR,substitution,out,[],1630235,,,1610612740,46,29,2021-11-28T02:44:24Z,2130000,,,0,,SUB out: T. Forrest,[1630235],1610612762.0,UTA,,,,Forrest,T. Forrest,,,,,,,,,,,,,,,,,,,,,,,,
215,PT08M09.00S,2021-11-28T02:43:52.7Z,2,REGULAR,substitution,out,[],203497,,,1610612740,46,29,2021-11-28T02:44:24Z,2140000,,,0,,SUB out: R. Gobert,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,
216,PT08M09.00S,2021-11-28T02:43:52.7Z,2,REGULAR,substitution,out,[],1627742,,,1610612740,46,29,2021-11-28T02:44:24Z,2150000,,,0,,SUB out: B. Ingram,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,
217,PT08M09.00S,2021-11-28T02:43:52.7Z,2,REGULAR,substitution,in,[],202711,,,1610612740,46,29,2021-11-28T02:44:24Z,2160000,,,0,,SUB in: B. Bogdanovic,[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,
218,PT08M09.00S,2021-11-28T02:43:52.7Z,2,REGULAR,substitution,in,[],1628378,,,1610612740,46,29,2021-11-28T02:44:24Z,2170000,,,0,,SUB in: D. Mitchell,[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,
219,PT08M09.00S,2021-11-28T02:43:52.7Z,2,REGULAR,substitution,in,[],202355,,,1610612740,46,29,2021-11-28T02:44:24Z,2180000,,,0,,SUB in: H. Whiteside,[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,,,,,,,,,,
220,PT08M09.00S,2021-11-28T02:43:52.7Z,2,REGULAR,substitution,in,[],1628984,,,1610612740,46,29,2021-11-28T02:44:24Z,2190000,,,0,,SUB in: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,
221,PT07M58.00S,2021-11-28T02:44:29.4Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629638,84.05059132720105,40.44117647058824,1610612740,46,29,2021-11-28T02:44:35Z,2200000,-48.0,97.0,1,right,MISS N. Alexander-Walker 10' driving floating Shot,[1629638],1610612740.0,NOP,driving floating,,,Alexander-Walker,N. Alexander-Walker,,,,,10.85,Missed,,,,,,,,,,,,,,,,,,
222,PT07M56.00S,2021-11-28T02:44:31.4Z,2,REGULAR,rebound,defensive,[],200752,,,1610612762,46,29,2021-11-28T02:44:35Z,2210000,,,0,,R. Gay REBOUND (Off:1 Def:2),[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,,,,221.0,,,,,,,3.0,2.0,1.0,,,,
223,PT07M43.00S,2021-11-28T02:44:43.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202355,7.5722733245729295,59.068627450980394,1610612762,48,29,2021-11-28T02:44:47Z,2220000,-45.0,19.0,1,left,H. Whiteside Layup (2 PTS) (R. Gay 2 AST),"[202355, 200752]",1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,4.9,Made,2.0,R. Gay,200752.0,2.0,,,,,,,,,,,,,,
226,PT07M32.00S,2021-11-28T02:44:57.0Z,2,REGULAR,foul,personal,['2freethrow'],202355,,,1610612740,48,29,2021-11-28T02:45:07Z,2250000,,,0,,H. Whiteside shooting personal FOUL (1 PF) (Alexander-Walker 2 FT),"[202355, 1629638]",1610612762.0,UTA,shooting,,,Whiteside,H. Whiteside,,,,,,,,,,,,1627964.0,1.0,0.0,Alexander-Walker,1629638.0,,,,,,,,
228,PT07M32.00S,2021-11-28T02:45:25.4Z,2,REGULAR,freethrow,1 of 2,[],1629638,,,1610612740,48,30,2021-11-28T02:45:25Z,2270000,,,0,,N. Alexander-Walker Free Throw 1 of 2 (1 PTS),[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
229,PT07M32.00S,2021-11-28T02:45:39.1Z,2,REGULAR,freethrow,2 of 2,[],1629638,,,1610612740,48,31,2021-11-28T02:45:39Z,2280000,,,0,,N. Alexander-Walker Free Throw 2 of 2 (2 PTS),[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
230,PT07M17.00S,2021-11-28T02:45:55.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203903,11.777266754270697,50.245098039215684,1610612762,50,31,2021-11-28T02:46:01Z,2290000,-1.0,58.0,1,left,J. Clarkson driving floating bank Jump Shot (10 PTS),[203903],1610612762.0,UTA,driving floating bank,,,Clarkson,J. Clarkson,,,,,5.82,Made,10.0,,,,,,,,,,,,,,,,,
231,PT07M00.00S,2021-11-28T02:46:12.4Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1626195,92.32917214191852,53.18627450980392,1610612740,50,33,2021-11-28T02:46:16Z,2300000,16.0,20.0,1,right,W. Hernangomez DUNK (6 PTS) (T. Satoransky 1 AST),"[1626195, 203107]",1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,2.52,Made,6.0,T. Satoransky,203107.0,1.0,,,,,,,,,,,,,,
233,PT06M49.00S,2021-11-28T02:46:23.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628378,7.835085413929041,36.76470588235294,1610612762,52,33,2021-11-28T02:46:35Z,2320000,66.0,21.0,1,left,D. Mitchell 6' driving Layup (10 PTS),[1628378],1610612762.0,UTA,driving,,,Mitchell,D. Mitchell,,,,,6.95,Made,10.0,,,,,,,,,,,,,,,,,
234,PT06M43.00S,2021-11-28T02:46:30.1Z,2,REGULAR,3pt,Jump Shot,[],1628404,71.04139290407359,80.88235294117648,1610612740,52,33,2021-11-28T02:46:38Z,2330000,154.0,220.0,1,right,MISS J. Hart 26' 3PT,[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,26.85,Missed,,,,,,,,,,,,,,,,,,
235,PT06M43.00S,2021-11-28T02:46:30.1Z,2,REGULAR,rebound,defensive,[],1628378,,,1610612762,52,33,2021-11-28T02:46:38Z,2340000,,,0,,D. Mitchell REBOUND (Off:1 Def:3),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,,234.0,,,,,,,4.0,3.0,1.0,,,,
236,PT06M36.00S,2021-11-28T02:46:37.0Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1628378,30.042706964520367,75.24509803921569,1610612762,55,33,2021-11-28T02:47:45Z,2350000,-126.0,230.0,1,left,D. Mitchell 26' 3PT pullup (13 PTS) (B. Bogdanovic 1 AST),"[1628378, 202711]",1610612762.0,UTA,pullup,,,Mitchell,D. Mitchell,,,,,26.23,Made,13.0,B. Bogdanovic,202711.0,1.0,,,,,,,,,,,,,,
238,PT06M34.00S,2021-11-28T02:46:42.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,55,33,2021-11-28T02:46:42Z,2370000,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT06M34.00S,2021-11-28T02:47:57.1Z,2,REGULAR,substitution,out,[],1628404,,,1610612740,55,33,2021-11-28T02:49:24Z,2380000,,,0,,SUB out: J. Hart,[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,
240,PT06M34.00S,2021-11-28T02:47:57.1Z,2,REGULAR,substitution,out,[],203107,,,1610612740,55,33,2021-11-28T02:49:24Z,2390000,,,0,,SUB out: T. Satoransky,[203107],1610612740.0,NOP,,,,Satoransky,T. Satoransky,,,,,,,,,,,,,,,,,,,,,,,,
241,PT06M34.00S,2021-11-28T02:47:57.1Z,2,REGULAR,substitution,in,[],1630529,,,1610612740,55,33,2021-11-28T02:49:24Z,2400000,,,0,,SUB in: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,
242,PT06M34.00S,2021-11-28T02:47:57.1Z,2,REGULAR,substitution,in,[],1627742,,,1610612740,55,33,2021-11-28T02:49:24Z,2410000,,,0,,SUB in: B. Ingram,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,
243,PT06M19.00S,2021-11-28T02:49:54.6Z,2,REGULAR,2pt,Jump Shot,[],1629638,95.3515111695138,71.81372549019608,1610612740,55,33,2021-11-28T02:50:02Z,2420000,109.0,-9.0,1,right,MISS N. Alexander-Walker 10' pullup Shot,[1629638],1610612740.0,NOP,pullup,,,Alexander-Walker,N. Alexander-Walker,,,,,10.95,Missed,,,,,,,,,,,,,,,,,,
244,PT06M15.00S,2021-11-28T02:49:58.6Z,2,REGULAR,rebound,defensive,[],1628378,,,1610612762,55,33,2021-11-28T02:50:02Z,2430000,,,0,,D. Mitchell REBOUND (Off:1 Def:4),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,,243.0,,,,,,,5.0,4.0,1.0,,,,
245,PT06M09.00S,2021-11-28T02:50:04.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628378,7.703679369250986,47.05882352941176,1610612762,57,33,2021-11-28T02:50:12Z,2440000,15.0,20.0,1,left,D. Mitchell running Layup (15 PTS),[1628378],1610612762.0,UTA,running,,,Mitchell,D. Mitchell,,,,,2.47,Made,15.0,,,,,,,,,,,,,,,,,
246,PT06M00.00S,2021-11-28T02:50:12.4Z,2,REGULAR,3pt,Jump Shot,[],1627742,71.17279894875165,25.245098039215684,1610612740,57,33,2021-11-28T02:50:17Z,2450000,-124.0,218.0,1,right,MISS B. Ingram 25' 3PT,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,25.11,Missed,,,,,,,,,,,,,,,,,,
247,PT05M56.00S,2021-11-28T02:50:16.4Z,2,REGULAR,rebound,defensive,[],202355,,,1610612762,57,33,2021-11-28T02:50:17Z,2460000,,,0,,H. Whiteside REBOUND (Off:0 Def:2),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,246.0,,,,,,,2.0,2.0,0.0,,,,
248,PT05M39.00S,2021-11-28T02:50:34.3Z,2,REGULAR,3pt,Jump Shot,[],200752,29.38567674113009,25.98039215686275,1610612762,60,33,2021-11-28T02:50:40Z,2470000,120.0,224.0,1,left,R. Gay 25' 3PT pullup (9 PTS) (D. Mitchell 6 AST),"[200752, 1628378]",1610612762.0,UTA,pullup,,,Gay,R. Gay,,,,,25.39,Made,9.0,D. Mitchell,1628378.0,6.0,,,,,,,,,,,,,,
250,PT05M25.00S,2021-11-28T02:50:47.0Z,2,REGULAR,3pt,Jump Shot,[],1629638,96.00854139290408,3.6764705882352944,1610612740,60,33,2021-11-28T02:50:52Z,2490000,-232.0,-15.0,1,right,MISS N. Alexander-Walker 3PT,[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,23.21,Missed,,,,,,,,,,,,,,,,,,
251,PT05M23.00S,2021-11-28T02:50:49.0Z,2,REGULAR,rebound,defensive,[],202355,,,1610612762,60,33,2021-11-28T02:50:52Z,2500000,,,0,,H. Whiteside REBOUND (Off:0 Def:3),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,250.0,,,,,,,3.0,3.0,0.0,,,,
252,PT05M13.00S,2021-11-28T02:51:00.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202355,7.966491458607096,48.529411764705884,1610612762,62,33,2021-11-28T02:51:04Z,2510000,7.0,22.0,1,left,H. Whiteside cutting Layup (4 PTS) (D. Mitchell 7 AST),"[202355, 1628378]",1610612762.0,UTA,cutting,,,Whiteside,H. Whiteside,,,,,2.36,Made,4.0,D. Mitchell,1628378.0,7.0,,,,,,,,,,,,,,
254,PT05M01.00S,2021-11-28T02:51:13.5Z,2,REGULAR,foul,personal,['2freethrow'],202355,,,1610612740,62,33,2021-11-28T02:51:19Z,2530000,,,0,,H. Whiteside shooting personal FOUL (2 PF) (Graham 2 FT),"[202355, 1628984]",1610612762.0,UTA,shooting,,,Whiteside,H. Whiteside,,,,,,,,,,,,202049.0,2.0,0.0,Graham,1628984.0,,,,,,,,
256,PT05M01.00S,2021-11-28T02:51:48.6Z,2,REGULAR,freethrow,1 of 2,[],1628984,,,1610612740,62,34,2021-11-28T02:51:48Z,2550000,,,0,,D. Graham Free Throw 1 of 2 (3 PTS),[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
257,PT05M01.00S,2021-11-28T02:51:49.2Z,2,REGULAR,substitution,out,[],1626195,,,1610612740,62,34,2021-11-28T02:51:51Z,2560000,,,0,,SUB out: W. Hernangomez,[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,
258,PT05M01.00S,2021-11-28T02:51:49.2Z,2,REGULAR,substitution,in,[],202685,,,1610612740,62,34,2021-11-28T02:51:51Z,2570000,,,0,,SUB in: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,
259,PT05M01.00S,2021-11-28T02:52:08.6Z,2,REGULAR,freethrow,2 of 2,[],1628984,,,1610612740,62,35,2021-11-28T02:52:08Z,2580000,,,0,,D. Graham Free Throw 2 of 2 (4 PTS),[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
260,PT04M43.00S,2021-11-28T02:52:30.5Z,2,REGULAR,foul,offensive,[],1628378,,,1610612762,62,35,2021-11-28T02:52:36Z,2590000,,,0,,D. Mitchell offensive FOUL (1 PF),"[1628378, 202685]",1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,1627964.0,1.0,0.0,Valanciunas,202685.0,,,,,,,,
262,PT04M43.00S,2021-11-28T02:52:30.5Z,2,REGULAR,turnover,offensive foul,[],1628378,,,1610612762,62,35,2021-11-28T02:52:30Z,2610000,,,0,,D. Mitchell offensive foul TURNOVER (1 TO),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,1627964.0,,,,,1.0,,,,,,,
263,PT04M32.00S,2021-11-28T02:53:00.7Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1627742,73.66951379763469,45.83333333333333,1610612740,62,37,2021-11-28T02:53:06Z,2620000,-21.0,195.0,1,right,B. Ingram 19' pullup Jump Shot (6 PTS) (N. Alexander-Walker 1 AST),"[1627742, 1629638]",1610612740.0,NOP,pullup,,,Ingram,B. Ingram,,,,,19.61,Made,6.0,N. Alexander-Walker,1629638.0,1.0,,,,,,,,,,,,,,
265,PT04M12.00S,2021-11-28T02:53:19.6Z,2,REGULAR,2pt,Jump Shot,[],200752,19.136005256241788,71.32352941176471,1610612762,62,37,2021-11-28T02:53:25Z,2640000,-107.0,127.0,1,left,MISS R. Gay 16' pullup Shot,[200752],1610612762.0,UTA,pullup,,,Gay,R. Gay,,,,,16.61,Missed,,,,,,,,,,,,,,,,,,
266,PT04M09.00S,2021-11-28T02:53:22.6Z,2,REGULAR,rebound,defensive,[],202685,,,1610612740,62,37,2021-11-28T02:53:25Z,2650000,,,0,,J. Valanciunas REBOUND (Off:1 Def:7),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,265.0,,,,,,,8.0,7.0,1.0,,,,
267,PT04M03.00S,2021-11-28T02:53:30.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628984,82.21090670170827,45.83333333333333,1610612740,62,39,2021-11-28T02:53:35Z,2660000,-21.0,115.0,1,right,D. Graham 11' floating Jump Shot (6 PTS),[1628984],1610612740.0,NOP,floating,,,Graham,D. Graham,,,,,11.66,Made,6.0,,,,,,,,,,,,,,,,,
268,PT04M03.00S,2021-11-28T02:53:35.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,62,39,2021-11-28T02:53:45Z,2670000,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,PT04M03.00S,2021-11-28T02:53:55.1Z,2,REGULAR,substitution,out,[],203903,,,1610612762,62,39,2021-11-28T02:56:28Z,2680000,,,0,,SUB out: J. Clarkson,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,
270,PT04M03.00S,2021-11-28T02:53:55.1Z,2,REGULAR,substitution,out,[],200752,,,1610612762,62,39,2021-11-28T02:56:28Z,2690000,,,0,,SUB out: R. Gay,[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,,,,,,,,,,,,,,,,,
271,PT04M03.00S,2021-11-28T02:53:55.1Z,2,REGULAR,substitution,out,[],202355,,,1610612762,62,39,2021-11-28T02:56:28Z,2700000,,,0,,SUB out: H. Whiteside,[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,,,,,,,,,,
272,PT04M03.00S,2021-11-28T02:53:55.1Z,2,REGULAR,substitution,in,[],203497,,,1610612762,62,39,2021-11-28T02:56:28Z,2710000,,,0,,SUB in: R. Gobert,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,
273,PT04M03.00S,2021-11-28T02:53:55.1Z,2,REGULAR,substitution,in,[],201144,,,1610612762,62,39,2021-11-28T02:56:28Z,2720000,,,0,,SUB in: M. Conley,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,
274,PT04M03.00S,2021-11-28T02:53:55.1Z,2,REGULAR,substitution,in,[],204060,,,1610612762,62,39,2021-11-28T02:56:28Z,2730000,,,0,,SUB in: J. Ingles,[204060],1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,,,,,,,,,
