actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
180,PT09M04.00S,2021-10-27T02:40:21.9Z,2,REGULAR,3pt,Jump Shot,[],203085,24.392247043363994,88.48039215686273,1610612743,44,33,2021-10-27T02:40:28Z,1760000,-192.0,177.0,1,left,MISS A. Rivers 26' 3PT,[203085],1610612743.0,DEN,,,,Rivers,A. Rivers,,,,,,,,26.13,Missed,,,,,,,,,,,,,,,,
181,PT09M01.00S,2021-10-27T02:40:24.9Z,2,REGULAR,rebound,offensive,[],1628408,,,1610612743,44,33,2021-10-27T02:45:41Z,1770000,,,0,,P. Dozier REBOUND (Off:1 Def:1),[1628408],1610612743.0,DEN,,,,Dozier,P. Dozier,,,,,,,,,,,,,,,,180.0,2.0,1.0,1.0,,,,,,
184,PT08M58.00S,2021-10-27T02:40:28.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628408,5.469776609724048,54.90196078431373,1610612743,44,35,2021-10-27T02:46:45Z,1800000,-25.0,-1.0,1,left,P. Dozier putback Layup (2 PTS),[1628408],1610612743.0,DEN,putback,,,Dozier,P. Dozier,,,,,,,,2.45,Made,2.0,,,,,,,,,,,,,,,
185,PT08M41.00S,2021-10-27T02:40:47.0Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612762,44,35,2021-10-27T02:40:47Z,1810000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT08M41.00S,2021-10-27T02:41:06.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,44,35,2021-10-27T02:41:06Z,1820000,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT08M41.00S,2021-10-27T02:44:02.5Z,2,REGULAR,substitution,out,[],203085,,,1610612762,44,35,2021-10-27T02:44:15Z,1830000,,,0,,SUB out: A. Rivers,[203085],1610612743.0,DEN,,,,Rivers,A. Rivers,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT08M41.00S,2021-10-27T02:44:02.5Z,2,REGULAR,substitution,out,[],1628408,,,1610612762,44,35,2021-10-27T02:44:15Z,1840000,,,0,,SUB out: P. Dozier,[1628408],1610612743.0,DEN,,,,Dozier,P. Dozier,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT08M41.00S,2021-10-27T02:44:02.5Z,2,REGULAR,substitution,in,[],1629008,,,1610612762,44,35,2021-10-27T02:44:15Z,1850000,,,0,,SUB in: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT08M41.00S,2021-10-27T02:44:02.5Z,2,REGULAR,substitution,in,[],203115,,,1610612762,44,35,2021-10-27T02:44:15Z,1860000,,,0,,SUB in: W. Barton,[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT08M39.00S,2021-10-27T02:44:31.8Z,2,REGULAR,3pt,Jump Shot,[],203903,93.64323258869908,96.32352941176471,1610612762,44,35,2021-10-27T02:44:37Z,1870000,232.0,7.0,1,right,MISS J. Clarkson 3PT,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,23.17,Missed,,,,,,,,,,,,,,,,
193,PT08M36.00S,2021-10-27T02:44:34.8Z,2,REGULAR,rebound,defensive,[],203210,,,1610612743,44,35,2021-10-27T02:44:37Z,1880000,,,0,,J. Green REBOUND (Off:0 Def:2),[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,192.0,2.0,2.0,0.0,,,,,,
194,PT08M18.00S,2021-10-27T02:44:54.4Z,2,REGULAR,foul,personal,['2freethrow'],1630215,,,1610612743,44,35,2021-10-27T02:45:16Z,1890000,,,0,,J. Butler shooting personal FOUL (2 PF) (Campazzo 2 FT),"[1630215, 1630267]",1610612762.0,UTA,shooting,,,Butler,J. Butler,,,,,,,,,,,2714.0,2.0,0.0,Campazzo,1630267.0,,,,,,,,,,
196,PT08M18.00S,2021-10-27T02:45:22.7Z,2,REGULAR,freethrow,1 of 2,[],1630267,,,1610612743,44,36,2021-10-27T02:45:46Z,1910000,,,0,,F. Campazzo Free Throw 1 of 2 (3 PTS),[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,Made,3.0,,,,,,,,,,,,,,,
197,PT08M18.00S,2021-10-27T02:45:23.1Z,2,REGULAR,substitution,out,[],1630215,,,1610612743,44,36,2021-10-27T02:45:27Z,1920000,,,0,,SUB out: J. Butler,[1630215],1610612762.0,UTA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT08M18.00S,2021-10-27T02:45:23.1Z,2,REGULAR,substitution,in,[],1628378,,,1610612743,44,36,2021-10-27T02:45:27Z,1930000,,,0,,SUB in: D. Mitchell,[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT08M18.00S,2021-10-27T02:45:22.7Z,2,REGULAR,freethrow,2 of 2,[],1630267,,,1610612743,44,36,2021-10-27T02:45:46Z,1940000,,,0,,MISS F. Campazzo Free Throw 2 of 2,[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,Missed,,,,,,,,,,,,,,,,
200,PT08M14.00S,2021-10-27T02:45:26.7Z,2,REGULAR,rebound,defensive,[],1629672,,,1610612762,44,36,2021-10-27T02:45:46Z,1950000,,,0,,E. Paschall REBOUND (Off:0 Def:2),[1629672],1610612762.0,UTA,,,,Paschall,E. Paschall,,,,,,,,,,,,,,,,199.0,2.0,2.0,0.0,,,,,,
201,PT08M04.00S,2021-10-27T02:45:55.5Z,2,REGULAR,3pt,Jump Shot,[],204060,72.22404730617609,78.92156862745098,1610612762,44,36,2021-10-27T02:46:01Z,1960000,145.0,209.0,1,right,MISS J. Ingles 25' step back 3PT,[204060],1610612762.0,UTA,step back,,,Ingles,J. Ingles,,,,,,,,25.38,Missed,,,,,,,,,,,,,,,,
202,PT08M00.00S,2021-10-27T02:45:59.5Z,2,REGULAR,rebound,defensive,[],1630267,,,1610612743,44,36,2021-10-27T02:53:40Z,1970000,,,0,,F. Campazzo REBOUND (Off:0 Def:1),[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,,,,,,,201.0,1.0,1.0,0.0,,,,,,
203,PT07M56.00S,2021-10-27T02:46:03.5Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629008,18.2161629434954,92.8921568627451,1610612743,44,36,2021-10-27T02:46:09Z,1980000,-214.0,119.0,1,left,MISS M. Porter Jr. 24' 3PT,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,24.52,Missed,,,,,,,,,,,,,,,,
204,PT07M53.00S,2021-10-27T02:46:06.5Z,2,REGULAR,rebound,defensive,[],1628378,,,1610612762,44,36,2021-10-27T02:46:09Z,1990000,,,0,,D. Mitchell REBOUND (Off:0 Def:1),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,203.0,1.0,1.0,0.0,,,,,,
205,PT07M48.00S,2021-10-27T02:46:11.7Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1628378,71.56701708278581,22.058823529411764,1610612762,44,36,2021-10-27T02:46:19Z,2000000,-140.0,215.0,1,right,MISS D. Mitchell 25' pullup 3PT,[1628378],1610612762.0,UTA,pullup,,,Mitchell,D. Mitchell,,,,,,,,25.62,Missed,,,,,,,,,,,,,,,,
206,PT07M44.00S,2021-10-27T02:46:15.7Z,2,REGULAR,rebound,defensive,[],1629008,,,1610612743,44,36,2021-10-27T02:46:19Z,2010000,,,0,,M. Porter Jr. REBOUND (Off:0 Def:4),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,205.0,4.0,4.0,0.0,,,,,,
207,PT07M32.00S,2021-10-27T02:46:29.3Z,2,REGULAR,foul,personal,['2freethrow'],1628378,,,1610612743,44,36,2021-10-27T02:46:36Z,2020000,,,0,,D. Mitchell shooting personal FOUL (2 PF) (Green 2 FT),"[1628378, 201145]",1610612762.0,UTA,shooting,,,Mitchell,D. Mitchell,,,,,,,,,,,2002.0,2.0,0.0,Green,201145.0,,,,,,,,,,
209,PT07M32.00S,2021-10-27T02:47:09.2Z,2,REGULAR,freethrow,1 of 2,[],201145,,,1610612743,44,37,2021-10-27T02:47:09Z,2040000,,,0,,J. Green Free Throw 1 of 2 (1 PTS),[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,Made,1.0,,,,,,,,,,,,,,,
210,PT07M32.00S,2021-10-27T02:47:09.7Z,2,REGULAR,substitution,out,[],1629672,,,1610612743,44,37,2021-10-27T02:47:13Z,2050000,,,0,,SUB out: E. Paschall,[1629672],1610612762.0,UTA,,,,Paschall,E. Paschall,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT07M32.00S,2021-10-27T02:47:09.7Z,2,REGULAR,substitution,out,[],203497,,,1610612743,44,37,2021-10-27T02:47:13Z,2060000,,,0,,SUB out: R. Gobert,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT07M32.00S,2021-10-27T02:47:09.7Z,2,REGULAR,substitution,in,[],202711,,,1610612743,44,37,2021-10-27T02:47:13Z,2070000,,,0,,SUB in: B. Bogdanovic,[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT07M32.00S,2021-10-27T02:47:09.7Z,2,REGULAR,substitution,in,[],202355,,,1610612743,44,37,2021-10-27T02:47:13Z,2080000,,,0,,SUB in: H. Whiteside,[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT07M32.00S,2021-10-27T02:47:36.8Z,2,REGULAR,freethrow,2 of 2,[],201145,,,1610612743,44,38,2021-10-27T02:47:36Z,2090000,,,0,,J. Green Free Throw 2 of 2 (2 PTS),[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,Made,2.0,,,,,,,,,,,,,,,
215,PT07M17.00S,2021-10-27T02:47:57.2Z,2,REGULAR,foul,personal,['2freethrow'],1629008,,,1610612762,44,38,2021-10-27T02:48:17Z,2100000,,,0,,M. Porter Jr. shooting personal FOUL (1 PF) (Ingles 2 FT),"[1629008, 204060]",1610612743.0,DEN,shooting,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,2002.0,1.0,0.0,Ingles,204060.0,,,,,,,,,,
217,PT07M17.00S,2021-10-27T02:48:28.8Z,2,REGULAR,freethrow,1 of 2,[],204060,,,1610612762,45,38,2021-10-27T02:48:28Z,2120000,,,0,,J. Ingles Free Throw 1 of 2 (3 PTS),[204060],1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,,,,Made,3.0,,,,,,,,,,,,,,,
218,PT07M17.00S,2021-10-27T02:48:30.7Z,2,REGULAR,substitution,out,[],203210,,,1610612762,45,38,2021-10-27T02:48:38Z,2130000,,,0,,SUB out: J. Green,[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT07M17.00S,2021-10-27T02:48:30.7Z,2,REGULAR,substitution,in,[],203999,,,1610612762,45,38,2021-10-27T02:48:38Z,2140000,,,0,,SUB in: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT07M17.00S,2021-10-27T02:48:52.4Z,2,REGULAR,freethrow,2 of 2,[],204060,,,1610612762,46,38,2021-10-27T02:48:52Z,2150000,,,0,,J. Ingles Free Throw 2 of 2 (4 PTS),[204060],1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,,,,Made,4.0,,,,,,,,,,,,,,,
221,PT07M00.00S,2021-10-27T02:49:10.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,12.171484888304862,45.588235294117645,1610612743,46,40,2021-10-27T02:49:17Z,2160000,22.0,62.0,1,left,N. Jokic 6' driving floating Jump Shot (11 PTS) (W. Barton 1 AST),"[203999, 203115]",1610612743.0,DEN,driving floating,,,Jokic,N. Jokic,,,,,,,,6.57,Made,11.0,,,,,,,,,,W. Barton,203115.0,1.0,,,
223,PT06M48.00S,2021-10-27T02:49:22.7Z,2,REGULAR,3pt,Jump Shot,[],204060,69.99014454664915,74.26470588235294,1610612762,49,40,2021-10-27T02:49:27Z,2180000,121.0,230.0,1,right,J. Ingles 25' 3PT  (7 PTS) (D. Mitchell 4 AST),"[204060, 1628378]",1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,,,25.97,Made,7.0,,,,,,,,,,D. Mitchell,1628378.0,4.0,,,
225,PT06M38.00S,2021-10-27T02:49:35.4Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202355,,,1610612743,49,40,2021-10-27T02:49:44Z,2200000,,,0,,H. Whiteside shooting personal FOUL (3 PF) (Jokic 2 FT),"[202355, 203999]",1610612762.0,UTA,shooting,,,Whiteside,H. Whiteside,,,,,,,,,,,2714.0,3.0,0.0,Jokic,203999.0,,,,,,,,,,
227,PT06M38.00S,2021-10-27T02:50:11.1Z,2,REGULAR,freethrow,1 of 2,[],203999,,,1610612743,49,40,2021-10-27T02:50:11Z,2220000,,,0,,MISS N. Jokic Free Throw 1 of 2,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,Missed,,,,,,,,,,,,,,,,
228,PT06M38.00S,2021-10-27T02:50:11.1Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612743,49,40,2021-10-27T02:50:11Z,2230000,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,227.0,,,,,,,,,
229,PT06M38.00S,2021-10-27T02:50:11.6Z,2,REGULAR,substitution,out,[],204060,,,1610612743,49,40,2021-10-27T02:50:20Z,2240000,,,0,,SUB out: J. Ingles,[204060],1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT06M38.00S,2021-10-27T02:50:11.6Z,2,REGULAR,substitution,out,[],1630267,,,1610612743,49,40,2021-10-27T02:50:20Z,2250000,,,0,,SUB out: F. Campazzo,[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT06M38.00S,2021-10-27T02:50:11.6Z,2,REGULAR,substitution,out,[],201145,,,1610612743,49,40,2021-10-27T02:50:20Z,2260000,,,0,,SUB out: J. Green,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT06M38.00S,2021-10-27T02:50:11.6Z,2,REGULAR,substitution,in,[],1626220,,,1610612743,49,40,2021-10-27T02:50:20Z,2270000,,,0,,SUB in: R. O'Neale,[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT06M38.00S,2021-10-27T02:50:11.6Z,2,REGULAR,substitution,in,[],203932,,,1610612743,49,40,2021-10-27T02:50:20Z,2280000,,,0,,SUB in: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT06M38.00S,2021-10-27T02:50:11.6Z,2,REGULAR,substitution,in,[],1628420,,,1610612743,49,40,2021-10-27T02:50:20Z,2290000,,,0,,SUB in: M. Morris,[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT06M38.00S,2021-10-27T02:50:31.8Z,2,REGULAR,freethrow,2 of 2,[],203999,,,1610612743,49,41,2021-10-27T02:50:31Z,2300000,,,0,,N. Jokic Free Throw 2 of 2 (12 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,Made,12.0,,,,,,,,,,,,,,,
236,PT06M26.00S,2021-10-27T02:50:46.6Z,2,REGULAR,3pt,Jump Shot,[],203903,74.19513797634691,17.401960784313726,1610612762,52,41,2021-10-27T02:50:53Z,2310000,-163.0,190.0,1,right,J. Clarkson 25' 3PT pullup (12 PTS),[203903],1610612762.0,UTA,pullup,,,Clarkson,J. Clarkson,,,,,,,,25.04,Made,12.0,,,,,,,,,,,,,,,
237,PT06M07.00S,2021-10-27T02:51:05.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628420,7.178055190538765,42.40196078431372,1610612743,52,43,2021-10-27T02:51:12Z,2320000,38.0,15.0,1,left,M. Morris cutting Layup (6 PTS) (N. Jokic 5 AST),"[1628420, 203999]",1610612743.0,DEN,cutting,,,Morris,M. Morris,,,,,,,,4.09,Made,6.0,,,,,,,,,,N. Jokic,203999.0,5.0,,,
239,PT05M57.00S,2021-10-27T02:51:15.1Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],202355,91.93495400788436,49.50980392156863,1610612762,54,43,2021-10-27T02:51:21Z,2340000,-2.0,23.0,1,right,H. Whiteside alley-oop DUNK (6 PTS) (D. Mitchell 5 AST),"[202355, 1628378]",1610612762.0,UTA,alley-oop,,,Whiteside,H. Whiteside,,,,,,,,2.34,Made,6.0,,,,,,,,,,D. Mitchell,1628378.0,5.0,,,
241,PT05M45.00S,2021-10-27T02:51:34.7Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203932,6.915243101182654,51.225490196078425,1610612743,54,45,2021-10-27T02:51:40Z,2360000,-6.0,13.0,1,left,A. Gordon alley-oop DUNK (12 PTS) (N. Jokic 6 AST),"[203932, 203999]",1610612743.0,DEN,alley-oop,,,Gordon,A. Gordon,,,,,,,,1.39,Made,12.0,,,,,,,,,,N. Jokic,203999.0,6.0,,,
243,PT05M27.00S,2021-10-27T02:51:53.0Z,2,REGULAR,2pt,Jump Shot,[],1628378,77.08607095926413,25.49019607843137,1610612762,56,45,2021-10-27T02:51:58Z,2380000,-123.0,163.0,1,right,D. Mitchell 20' step back Jump Shot (10 PTS),[1628378],1610612762.0,UTA,step back,,,Mitchell,D. Mitchell,,,,,,,,20.38,Made,10.0,,,,,,,,,,,,,,,
244,PT05M25.00S,2021-10-27T02:51:59.0Z,2,REGULAR,timeout,full,['team'],0,,,1610612743,56,45,2021-10-27T02:52:05Z,2390000,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT05M13.00S,2021-10-27T02:53:50.8Z,2,REGULAR,3pt,Jump Shot,[],203999,25.57490144546649,80.3921568627451,1610612743,56,48,2021-10-27T02:53:56Z,2400000,-152.0,188.0,1,left,N. Jokic 24' 3PT  (15 PTS) (A. Gordon 1 AST),"[203999, 203932]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,24.17,Made,15.0,,,,,,,,,,A. Gordon,203932.0,1.0,,,
247,PT04M59.00S,2021-10-27T02:54:05.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202711,91.40932982917214,52.69607843137255,1610612762,56,48,2021-10-27T02:54:10Z,2420000,13.0,28.0,1,right,MISS B. Bogdanovic driving Layup,[202711],1610612762.0,UTA,driving,,,Bogdanovic,B. Bogdanovic,,,,,,,,3.14,Missed,,,,,,,,,,,,,,,,
248,PT04M57.00S,2021-10-27T02:54:07.2Z,2,REGULAR,rebound,defensive,[],203999,,,1610612743,56,48,2021-10-27T02:54:10Z,2430000,,,0,,N. Jokic REBOUND (Off:0 Def:5),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,247.0,5.0,5.0,0.0,,,,,,
249,PT04M56.00S,2021-10-27T02:54:12.8Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612743,56,48,2021-10-27T02:54:12Z,2440000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT04M44.00S,2021-10-27T02:54:43.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628420,15.588042049934298,62.00980392156863,1610612743,56,48,2021-10-27T02:54:48Z,2450000,-60.0,94.0,1,left,MISS M. Morris 11' floating Shot,[1628420],1610612743.0,DEN,floating,,,Morris,M. Morris,,,,,,,,11.15,Missed,,,,,,,,,,,,,,,,
251,PT04M41.00S,2021-10-27T02:54:46.0Z,2,REGULAR,rebound,offensive,[],203999,,,1610612743,56,48,2021-10-27T02:54:48Z,2460000,,,0,,N. Jokic REBOUND (Off:1 Def:5),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,250.0,6.0,5.0,1.0,,,,,,
252,PT04M39.00S,2021-10-27T02:54:48.3Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],203999,5.338370565045992,68.87254901960785,1610612743,56,48,2021-10-27T02:57:10Z,2470000,-94.0,-2.0,1,left,MISS N. Jokic 9' fadeaway Shot,[203999],1610612743.0,DEN,fadeaway,,,Jokic,N. Jokic,,,,,,,,9.44,Missed,,,,,,,,,,,,,,,,
253,PT04M37.00S,2021-10-27T02:54:50.3Z,2,REGULAR,rebound,defensive,[],1626220,,,1610612762,56,48,2021-10-27T02:54:52Z,2480000,,,0,,R. O'Neale REBOUND (Off:1 Def:1),[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,252.0,2.0,1.0,1.0,,,,,,
254,PT04M31.00S,2021-10-27T02:54:55.6Z,2,REGULAR,3pt,Jump Shot,[],1626220,89.96386333771353,3.431372549019608,1610612762,56,48,2021-10-27T02:55:00Z,2490000,-233.0,42.0,1,right,MISS R. O'Neale 3PT,[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,23.65,Missed,,,,,,,,,,,,,,,,
255,PT04M29.00S,2021-10-27T02:54:57.6Z,2,REGULAR,rebound,defensive,[],1629008,,,1610612743,56,48,2021-10-27T02:55:00Z,2500000,,,0,,M. Porter Jr. REBOUND (Off:0 Def:5),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,254.0,5.0,5.0,0.0,,,,,,
256,PT04M25.00S,2021-10-27T02:55:02.1Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629008,29.38567674113009,72.54901960784314,1610612743,56,48,2021-10-27T02:57:56Z,2510000,-113.0,224.0,1,left,MISS M. Porter Jr. 25' pullup 3PT,[1629008],1610612743.0,DEN,pullup,,,Porter Jr.,M. Porter Jr.,,,,,,,,25.05,Missed,,,,,,,,,,,,,,,,
257,PT04M22.00S,2021-10-27T02:55:05.1Z,2,REGULAR,rebound,defensive,[],202355,,,1610612762,56,48,2021-10-27T02:55:09Z,2520000,,,0,,H. Whiteside REBOUND (Off:0 Def:2),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,,256.0,2.0,2.0,0.0,,,,,,
258,PT04M17.00S,2021-10-27T02:55:10.0Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],203903,79.45137976346912,8.088235294117647,1610612762,56,48,2021-10-27T02:55:16Z,2530000,-210.0,141.0,1,right,MISS J. Clarkson 25' 3PT,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,25.24,Missed,,,,,,,,,,,,,,,,
259,PT04M14.00S,2021-10-27T02:55:13.0Z,2,REGULAR,rebound,defensive,[],203115,,,1610612743,56,48,2021-10-27T02:55:16Z,2540000,,,0,,W. Barton REBOUND (Off:0 Def:2),[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,,,,,,258.0,2.0,2.0,0.0,,,,,,
260,PT04M09.00S,2021-10-27T02:55:17.6Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",203999,11.514454664914586,45.09803921568628,1610612743,56,50,2021-10-27T02:55:23Z,2550000,25.0,56.0,1,left,N. Jokic 6' floating Jump Shot (17 PTS) (W. Barton 2 AST),"[203999, 203115]",1610612743.0,DEN,floating,,,Jokic,N. Jokic,,,,,,,,6.09,Made,17.0,,,,,,,,,,W. Barton,203115.0,2.0,,,
262,PT04M02.00S,2021-10-27T02:55:24.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626220,92.46057818659659,53.67647058823529,1610612762,58,50,2021-10-27T02:56:20Z,2570000,18.0,18.0,1,right,R. O'Neale running Layup (5 PTS) (D. Mitchell 6 AST),"[1626220, 1628378]",1610612762.0,UTA,running,,,O'Neale,R. O'Neale,,,,,,,,2.6,Made,5.0,,,,,,,,,,D. Mitchell,1628378.0,6.0,,,
263,PT03M41.00S,2021-10-27T02:55:45.6Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],203999,7.178055190538765,49.754901960784316,1610612743,58,52,2021-10-27T02:55:50Z,2580000,1.0,15.0,1,left,N. Jokic Hook (19 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,1.5,Made,19.0,,,,,,,,,,,,,,,
264,PT03M34.00S,2021-10-27T02:55:53.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628378,92.19776609724047,54.166666666666664,1610612762,58,52,2021-10-27T02:56:01Z,2590000,21.0,21.0,1,right,MISS D. Mitchell driving Layup,[1628378],1610612762.0,UTA,driving,,,Mitchell,D. Mitchell,,,,,,,,2.94,Missed,,,,,,,,,,,,,,,,
266,PT03M34.00S,2021-10-27T02:55:53.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612762,58,52,2021-10-27T02:56:01Z,2610000,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,264.0,,,,,,,,,
267,PT03M34.00S,2021-10-27T02:55:57.6Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612762,58,52,2021-10-27T02:55:57Z,2620000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT03M34.00S,2021-10-27T02:55:58.9Z,2,REGULAR,substitution,out,[],203903,,,1610612762,58,52,2021-10-27T02:56:06Z,2630000,,,0,,SUB out: J. Clarkson,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,
269,PT03M34.00S,2021-10-27T02:55:58.9Z,2,REGULAR,substitution,out,[],202355,,,1610612762,58,52,2021-10-27T02:56:06Z,2640000,,,0,,SUB out: H. Whiteside,[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT03M34.00S,2021-10-27T02:55:58.9Z,2,REGULAR,substitution,in,[],203497,,,1610612762,58,52,2021-10-27T02:56:06Z,2650000,,,0,,SUB in: R. Gobert,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT03M34.00S,2021-10-27T02:55:58.9Z,2,REGULAR,substitution,in,[],201144,,,1610612762,58,52,2021-10-27T02:56:06Z,2660000,,,0,,SUB in: M. Conley,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,
