actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
532,PT10M35.00S,2025-12-28T22:32:00.2Z,4,REGULAR,foul,personal,[],1631096,,,1610612755,106,86,2025-12-28T22:32:12Z,5270000,False,,,0,,C. Holmgren loose ball personal FOUL (4 PF),"[1631096, 203083]",1610612760.0,OKC,loose ball,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,,,,,,,,,,,203591.0,,,,4.0,0.0,Drummond,203083.0,,
534,PT10M28.00S,2025-12-28T22:32:27.3Z,4,REGULAR,foul,personal,[],1642349,,,1610612755,106,86,2025-12-28T22:32:32Z,5290000,False,,,0,,A. Mitchell personal FOUL (3 PF),"[1642349, 1629656]",1610612760.0,OKC,,,,Mitchell,A. Mitchell,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,1627964.0,,,,3.0,0.0,Grimes,1629656.0,,
536,PT10M18.00S,2025-12-28T22:33:09.1Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1629656,32.14520367936925,54.65686274509803,1610612755,106,89,2025-12-28T22:33:13Z,5310000,False,-23.0,250.0,1,left,Q. Grimes 25' 3PT  (9 PTS) (J. Edwards 1 AST),"[1629656, 1642348]",1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Center,,,,25.08,Made,9.0,,,,,,J. Edwards,1642348.0,1.0,,,,,,
538,PT10M02.00S,2025-12-28T22:33:24.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1641717,91.67214191852825,58.333333333333336,1610612760,108,89,2025-12-28T22:33:29Z,5330000,False,42.0,26.0,1,right,C. Wallace driving Layup (7 PTS) (J. Williams 5 AST),"[1641717, 1631114]",1610612760.0,OKC,driving,,,Wallace,C. Wallace,,,,,In The Paint (Non-RA),0-8 Center,,,,4.9,Made,7.0,,,,,,J. Williams,1631114.0,5.0,,,,,,
540,PT09M49.00S,2025-12-28T22:33:37.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629656,6.521024967148489,46.32352941176471,1610612755,108,89,2025-12-28T22:33:43Z,5350000,False,18.0,9.0,1,left,MISS Q. Grimes driving Layup - blocked,"[1629656, 1631096]",1610612755.0,PHI,driving,,,Grimes,Q. Grimes,,,,,Restricted Area,0-8 Center,,,,2.04,Missed,,,,,,,,,,,,,,Holmgren,1631096.0
541,PT09M49.00S,2025-12-28T22:33:37.6Z,4,REGULAR,block,,[],1631096,,,1610612755,108,89,2025-12-28T22:33:39Z,5360000,False,,,0,,C. Holmgren BLOCK (4 BLK),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
542,PT09M49.00S,2025-12-28T22:33:37.6Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612760,108,89,2025-12-28T22:33:43Z,5370000,False,,,0,,TEAM defensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,540.0,,,,,,,,,,,,,
545,PT09M40.00S,2025-12-28T22:33:50.9Z,4,REGULAR,foul,personal,['2freethrow'],203083,,,1610612760,108,89,2025-12-28T22:38:39Z,5400000,False,,,0,,A. Drummond shooting personal FOUL (3 PF) (Mitchell 2 FT),"[203083, 1642349]",1610612755.0,PHI,shooting,,,Drummond,A. Drummond,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1155.0,,,,3.0,0.0,Mitchell,1642349.0,,
547,PT09M40.00S,2025-12-28T22:34:19.1Z,4,REGULAR,freethrow,1 of 2,[],1642349,,,1610612760,109,89,2025-12-28T22:35:27Z,5420000,False,,,0,,A. Mitchell Free Throw 1 of 2 (13 PTS),[1642349],1610612760.0,OKC,,,,Mitchell,A. Mitchell,,,,,,,,,,,Made,13.0,,,,,,,,,,,,,,
568,PT09M40.00S,2025-12-28T22:34:21.0Z,4,REGULAR,substitution,out,[],1642348,,,1610612760,109,89,2025-12-28T22:35:58Z,5435000,False,,,0,,SUB out: J. Edwards,[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
569,PT09M40.00S,2025-12-28T22:34:21.0Z,4,REGULAR,substitution,in,[],1642845,,,1610612760,109,89,2025-12-28T22:35:58Z,5442500,False,,,0,,SUB in: V. Edgecombe,[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,,,,,,,,,,,,,,,,,,,,,,
550,PT09M40.00S,2025-12-28T22:34:19.1Z,4,REGULAR,freethrow,2 of 2,[],1642349,,,1610612760,109,89,2025-12-28T22:35:27Z,5450000,False,,,0,,MISS A. Mitchell Free Throw 2 of 2,[1642349],1610612760.0,OKC,,,,Mitchell,A. Mitchell,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
551,PT09M38.00S,2025-12-28T22:34:21.1Z,4,REGULAR,rebound,defensive,[],203083,,,1610612755,109,89,2025-12-28T22:35:27Z,5460000,False,,,0,,A. Drummond REBOUND (Off:1 Def:2),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,550.0,3.0,2.0,1.0,,,,,,,,,,
552,PT09M23.00S,2025-12-28T22:34:58.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642845,19.267411300919843,35.294117647058826,1610612755,109,89,2025-12-28T22:35:03Z,5470000,False,74.0,129.0,1,left,MISS V. Edgecombe 14' pullup Shot,[1642845],1610612755.0,PHI,pullup,,,Edgecombe,V. Edgecombe,,,,,In The Paint (Non-RA),8-16 Center,,,,14.81,Missed,,,,,,,,,,,,,,,
553,PT09M21.00S,2025-12-28T22:35:00.0Z,4,REGULAR,rebound,offensive,[],1642845,,,1610612755,109,89,2025-12-28T22:35:03Z,5480000,False,,,0,,V. Edgecombe REBOUND (Off:2 Def:0),[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,552.0,2.0,0.0,2.0,,,,,,,,,,
554,PT09M12.00S,2025-12-28T22:35:08.8Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],1630178,21.107095926412615,51.225490196078425,1610612755,109,89,2025-12-28T22:35:15Z,5490000,False,-6.0,146.0,1,left,MISS T. Maxey 14' turnaround fadeaway Shot,[1630178],1610612755.0,PHI,turnaround fadeaway,,,Maxey,T. Maxey,,,,,Mid-Range,8-16 Center,,,,14.6,Missed,,,,,,,,,,,,,,,
555,PT09M10.00S,2025-12-28T22:35:10.8Z,4,REGULAR,rebound,offensive,[],203083,,,1610612755,109,89,2025-12-28T22:35:15Z,5500000,False,,,0,,A. Drummond REBOUND (Off:2 Def:2),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,Mid-Range,8-16 Center,,,,,,,554.0,4.0,2.0,2.0,,,,,,,,,,
556,PT09M06.00S,2025-12-28T22:35:15.5Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1629656,28.33442838370565,21.568627450980394,1610612755,109,89,2025-12-28T22:35:19Z,5510000,False,142.0,214.0,1,left,MISS Q. Grimes 25' 3PT,[1629656],1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Right Center,,,,25.68,Missed,,,,,,,,,,,,,,,
557,PT09M03.00S,2025-12-28T22:35:18.5Z,4,REGULAR,rebound,defensive,[],1631096,,,1610612760,109,89,2025-12-28T22:35:19Z,5520000,False,,,0,,C. Holmgren REBOUND (Off:3 Def:4),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Above the Break 3,24+ Right Center,,,,,,,556.0,7.0,4.0,3.0,,,,,,,,,,
558,PT08M55.00S,2025-12-28T22:35:26.9Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1631096,93.38042049934296,51.225490196078425,1610612760,111,89,2025-12-28T22:35:29Z,5530000,False,6.0,10.0,1,right,C. Holmgren alley-oop DUNK (29 PTS) (A. Mitchell 3 AST),"[1631096, 1642349]",1610612760.0,OKC,alley-oop,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,,,,1.15,Made,29.0,,,,,,A. Mitchell,1642349.0,3.0,,,,,,
561,PT08M46.00S,2025-12-28T22:35:39.9Z,4,REGULAR,foul,offensive,[],203083,,,1610612755,111,89,2025-12-28T22:35:47Z,5560000,False,,,0,,A. Drummond offensive FOUL (4 PF),"[203083, 1642349]",1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,Above the Break 3,24+ Center,,,,,,,,,,,203591.0,,,,4.0,0.0,Mitchell,1642349.0,,
563,PT08M46.00S,2025-12-28T22:35:39.9Z,4,REGULAR,turnover,offensive foul,[],203083,,,1610612755,111,89,2025-12-28T22:35:39Z,5580000,False,,,0,,A. Drummond offensive foul TURNOVER (4 TO),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,Above the Break 3,24+ Center,4.0,,,,,,,,,,203591.0,,,,,,,,,
565,PT08M46.00S,2025-12-28T22:35:46.3Z,4,REGULAR,substitution,out,[],203083,,,1610612760,111,89,2025-12-28T22:35:51Z,5600000,False,,,0,,SUB out: A. Drummond,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,,
567,PT08M46.00S,2025-12-28T22:35:46.3Z,4,REGULAR,substitution,in,[],1641737,,,1610612760,111,89,2025-12-28T22:35:51Z,5620000,False,,,0,,SUB in: A. Bona,[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,,,,,,,,,,,,,,,,,,,,,,
570,PT08M31.00S,2025-12-28T22:36:15.8Z,4,REGULAR,turnover,lost ball,[],1631096,,,1610612760,111,89,2025-12-28T22:36:19Z,5630000,False,,,0,,C. Holmgren lost ball TURNOVER (6 TO),"[1631096, 202331]",1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Mid-Range,16-24 Left Center,6.0,George,202331.0,,,,,,,,,,,,,,,,,
571,PT08M31.00S,2025-12-28T22:36:15.8Z,4,REGULAR,steal,,[],202331,,,1610612755,111,89,2025-12-28T22:36:17Z,5640000,False,,,0,,P. George STEAL (1 STL),[202331],1610612755.0,PHI,,,,George,P. George,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
572,PT08M25.00S,2025-12-28T22:36:22.1Z,4,REGULAR,turnover,bad pass,[],1630178,,,1610612755,111,89,2025-12-28T22:36:25Z,5650000,False,,,0,,T. Maxey bad pass TURNOVER (5 TO),"[1630178, 1642349]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),0-8 Center,5.0,Mitchell,1642349.0,,,,,,,,,,,,,,,,,
573,PT08M25.00S,2025-12-28T22:36:22.1Z,4,REGULAR,steal,,[],1642349,,,1610612760,111,89,2025-12-28T22:36:23Z,5660000,False,,,0,,A. Mitchell STEAL (2 STL),[1642349],1610612760.0,OKC,,,,Mitchell,A. Mitchell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
575,PT08M14.00S,2025-12-28T22:36:49.4Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630598,93.24901445466492,95.34313725490196,1610612760,114,89,2025-12-28T22:36:54Z,5680000,False,227.0,11.0,1,right,A. Wiggins 3PT  (9 PTS) (J. Williams 6 AST),"[1630598, 1631114]",1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Right Corner 3,24+ Right,,,,22.7,Made,9.0,,,,,,J. Williams,1631114.0,6.0,,,,,,
577,PT07M50.00S,2025-12-28T22:37:12.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642845,13.485545335085414,40.68627450980392,1610612755,114,89,2025-12-28T22:37:18Z,5700000,False,47.0,74.0,1,left,MISS V. Edgecombe 8' driving floating Shot,[1642845],1610612755.0,PHI,driving floating,,,Edgecombe,V. Edgecombe,,,,,In The Paint (Non-RA),8-16 Center,,,,8.77,Missed,,,,,,,,,,,,,,,
578,PT07M47.00S,2025-12-28T22:37:15.4Z,4,REGULAR,rebound,defensive,[],1631114,,,1610612760,114,89,2025-12-28T22:37:18Z,5710000,False,,,0,,J. Williams REBOUND (Off:1 Def:3),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,577.0,4.0,3.0,1.0,,,,,,,,,,
579,PT07M39.00S,2025-12-28T22:37:23.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631114,90.22667542706965,60.78431372549019,1610612760,114,89,2025-12-28T22:37:28Z,5720000,False,54.0,39.0,1,right,MISS J. Williams 6' driving Layup,[1631114],1610612760.0,OKC,driving,,,Williams,J. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,6.68,Missed,,,,,,,,,,,,,,,
580,PT07M37.00S,2025-12-28T22:37:25.2Z,4,REGULAR,rebound,defensive,[],1629656,,,1610612755,114,89,2025-12-28T22:37:28Z,5730000,False,,,0,,Q. Grimes REBOUND (Off:0 Def:2),[1629656],1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,579.0,2.0,2.0,0.0,,,,,,,,,,
581,PT07M29.00S,2025-12-28T22:37:33.8Z,4,REGULAR,3pt,Jump Shot,[],1629656,31.225361366622867,40.44117647058824,1610612755,114,89,2025-12-28T22:37:37Z,5740000,False,48.0,241.0,1,left,MISS Q. Grimes 24' step back 3PT,[1629656],1610612755.0,PHI,step back,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Center,,,,24.57,Missed,,,,,,,,,,,,,,,
582,PT07M26.00S,2025-12-28T22:37:36.8Z,4,REGULAR,rebound,defensive,[],1631096,,,1610612760,114,89,2025-12-28T22:37:37Z,5750000,False,,,0,,C. Holmgren REBOUND (Off:3 Def:5),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Above the Break 3,24+ Center,,,,,,,581.0,8.0,5.0,3.0,,,,,,,,,,
583,PT07M16.00S,2025-12-28T22:37:46.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631096,93.77463863337714,51.225490196078425,1610612760,114,89,2025-12-28T22:37:51Z,5760000,False,6.0,6.0,1,right,MISS C. Holmgren driving Layup,[1631096],1610612760.0,OKC,driving,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,,,,0.86,Missed,,,,,,,,,,,,,,,
584,PT07M15.00S,2025-12-28T22:37:47.6Z,4,REGULAR,rebound,defensive,[],1641737,,,1610612755,114,89,2025-12-28T22:37:51Z,5770000,False,,,0,,A. Bona REBOUND (Off:2 Def:2),[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,Restricted Area,0-8 Center,,,,,,,583.0,4.0,2.0,2.0,,,,,,,,,,
585,PT07M08.00S,2025-12-28T22:37:55.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630178,19.267411300919843,54.90196078431373,1610612755,114,89,2025-12-28T22:38:03Z,5780000,False,-25.0,129.0,1,left,MISS T. Maxey 13' pullup Shot,[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),8-16 Center,,,,13.09,Missed,,,,,,,,,,,,,,,
586,PT07M05.00S,2025-12-28T22:37:58.0Z,4,REGULAR,rebound,offensive,[],1641737,,,1610612755,114,89,2025-12-28T22:37:58Z,5790000,False,,,0,,A. Bona REBOUND (Off:3 Def:2),[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,585.0,5.0,2.0,3.0,,,,,,,,,,
587,PT07M05.00S,2025-12-28T22:37:59.6Z,4,REGULAR,foul,personal,['2freethrow'],1642349,,,1610612755,114,89,2025-12-28T22:38:22Z,5800000,False,,,0,,A. Mitchell shooting personal FOUL (4 PF) (Bona 2 FT),"[1642349, 1641737]",1610612760.0,OKC,shooting,,,Mitchell,A. Mitchell,,,,,Restricted Area,0-8 Center,,,,,,,,,,,203591.0,,,,4.0,0.0,Bona,1641737.0,,
589,PT07M05.00S,2025-12-28T22:38:24.5Z,4,REGULAR,foul,technical,['1freethrow'],1631114,,,1610612755,114,89,2025-12-28T22:38:31Z,5820000,False,,,0,,J. Williams technical FOUL (1 Tech),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,1155.0,,,,1.0,1.0,,,,
590,PT07M05.00S,2025-12-28T22:38:31.7Z,4,REGULAR,freethrow,1 of 1,[],1630178,,,1610612755,114,90,2025-12-28T22:38:31Z,5830000,False,,,0,,T. Maxey technical Free Throw 1 of 1 (24 PTS),[1630178],1610612755.0,PHI,technical,,,Maxey,T. Maxey,,,,,,,,,,,Made,24.0,,,,,,,,,,,,,,
591,PT07M05.00S,2025-12-28T22:39:07.6Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1641737,,,1610612755,114,91,2025-12-28T22:39:40Z,5840000,False,,,0,,A. Bona Free Throw 1 of 2 (11 PTS),[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,,,,,,,Made,11.0,,,,,,,,,,,,,,
592,PT07M05.00S,2025-12-28T22:39:08.7Z,4,REGULAR,substitution,out,[],1642349,,,1610612755,114,91,2025-12-28T22:39:15Z,5850000,False,,,0,,SUB out: A. Mitchell,[1642349],1610612760.0,OKC,,,,Mitchell,A. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
593,PT07M05.00S,2025-12-28T22:39:08.7Z,4,REGULAR,substitution,out,[],1629656,,,1610612755,114,91,2025-12-28T22:39:15Z,5860000,False,,,0,,SUB out: Q. Grimes,[1629656],1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,,
594,PT07M05.00S,2025-12-28T22:39:08.7Z,4,REGULAR,substitution,out,[],202331,,,1610612755,114,91,2025-12-28T22:39:15Z,5870000,False,,,0,,SUB out: P. George,[202331],1610612755.0,PHI,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,,
595,PT07M05.00S,2025-12-28T22:39:08.7Z,4,REGULAR,substitution,in,[],1629026,,,1610612755,114,91,2025-12-28T22:39:15Z,5880000,False,,,0,,SUB in: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
596,PT07M05.00S,2025-12-28T22:39:08.7Z,4,REGULAR,substitution,in,[],1631230,,,1610612755,114,91,2025-12-28T22:39:15Z,5890000,False,,,0,,SUB in: D. Barlow,[1631230],1610612755.0,PHI,,,,Barlow,D. Barlow,,,,,,,,,,,,,,,,,,,,,,,,,,
597,PT07M05.00S,2025-12-28T22:39:08.7Z,4,REGULAR,substitution,in,[],1642272,,,1610612755,114,91,2025-12-28T22:39:15Z,5900000,False,,,0,,SUB in: J. McCain,[1642272],1610612755.0,PHI,,,,McCain,J. McCain,,,,,,,,,,,,,,,,,,,,,,,,,,
598,PT07M05.00S,2025-12-28T22:39:07.6Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1641737,,,1610612755,114,91,2025-12-28T22:39:40Z,5910000,False,,,0,,MISS A. Bona Free Throw 2 of 2,[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
599,PT07M03.00S,2025-12-28T22:39:09.6Z,4,REGULAR,rebound,defensive,[],1631096,,,1610612760,114,91,2025-12-28T22:39:40Z,5920000,False,,,0,,C. Holmgren REBOUND (Off:3 Def:6),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,,,,,,598.0,9.0,6.0,3.0,,,,,,,,,,
600,PT06M51.00S,2025-12-28T22:39:49.7Z,4,REGULAR,turnover,lost ball,[],1631114,,,1610612760,114,91,2025-12-28T22:39:54Z,5930000,False,,,0,,J. Williams lost ball TURNOVER (2 TO),"[1631114, 1630178]",1610612760.0,OKC,,,,Williams,J. Williams,,,,,In The Paint (Non-RA),8-16 Center,2.0,Maxey,1630178.0,,,,,,,,,,,,,,,,,
601,PT06M51.00S,2025-12-28T22:39:49.7Z,4,REGULAR,steal,,[],1630178,,,1610612755,114,91,2025-12-28T22:39:51Z,5940000,False,,,0,,T. Maxey STEAL (4 STL),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
602,PT06M48.00S,2025-12-28T22:39:52.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630178,4.944152431011826,49.26470588235294,1610612755,114,93,2025-12-28T22:39:58Z,5950000,False,4.0,-6.0,1,left,T. Maxey running Layup (26 PTS),[1630178],1610612755.0,PHI,running,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,,,,0.7,Made,26.0,,,,,,,,,,,,,,
603,PT06M48.00S,2025-12-28T22:39:56.6Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,114,93,2025-12-28T22:39:56Z,5960000,False,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,PT06M31.00S,2025-12-28T22:43:02.1Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1631096,90.88370565045992,46.568627450980394,1610612760,114,93,2025-12-28T22:43:18Z,5970000,False,-17.0,33.0,1,right,MISS C. Holmgren cutting DUNK - blocked,"[1631096, 1641737]",1610612760.0,OKC,cutting,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,,,,3.74,Missed,,,,,,,,,,,,,,Bona,1641737.0
605,PT06M31.00S,2025-12-28T22:43:02.1Z,4,REGULAR,block,,[],1641737,,,1610612760,114,93,2025-12-28T22:43:06Z,5980000,False,,,0,,A. Bona BLOCK (3 BLK),[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
606,PT06M31.00S,2025-12-28T22:43:02.1Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612760,114,93,2025-12-28T22:43:18Z,5990000,False,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,604.0,,,,,,,,,,,,,
608,PT06M25.00S,2025-12-28T22:43:22.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630598,92.72339027595268,50.0,1610612760,116,93,2025-12-28T22:44:34Z,6010000,False,0.0,16.0,1,right,A. Wiggins cutting Layup (11 PTS) (K. Williams 1 AST),"[1630598, 1629026]",1610612760.0,OKC,cutting,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,,,,1.59,Made,11.0,,,,,,K. Williams,1629026.0,1.0,,,,,,
610,PT06M13.00S,2025-12-28T22:43:33.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631230,5.469776609724048,53.431372549019606,1610612755,116,93,2025-12-28T22:43:40Z,6030000,False,-17.0,-1.0,1,left,MISS D. Barlow driving Layup,[1631230],1610612755.0,PHI,driving,,,Barlow,D. Barlow,,,,,Restricted Area,0-8 Center,,,,1.72,Missed,,,,,,,,,,,,,,,
611,PT06M10.00S,2025-12-28T22:43:36.9Z,4,REGULAR,rebound,defensive,[],1629026,,,1610612760,116,93,2025-12-28T22:43:40Z,6040000,False,,,0,,K. Williams REBOUND (Off:0 Def:1),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,Restricted Area,0-8 Center,,,,,,,610.0,1.0,1.0,0.0,,,,,,,,,,
612,PT05M59.00S,2025-12-28T22:43:48.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630598,93.51182654402102,46.07843137254902,1610612760,118,93,2025-12-28T22:43:51Z,6050000,False,-20.0,8.0,1,right,A. Wiggins cutting Layup (13 PTS) (C. Wallace 4 AST),"[1630598, 1641717]",1610612760.0,OKC,cutting,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,,,,2.14,Made,13.0,,,,,,C. Wallace,1641717.0,4.0,,,,,,
614,PT05M35.00S,2025-12-28T22:44:12.3Z,4,REGULAR,2pt,Jump Shot,[],1642845,13.748357424441524,32.84313725490196,1610612755,118,93,2025-12-28T22:44:20Z,6070000,False,86.0,77.0,1,left,MISS V. Edgecombe 11' pullup Shot,[1642845],1610612755.0,PHI,pullup,,,Edgecombe,V. Edgecombe,,,,,Mid-Range,8-16 Right,,,,11.51,Missed,,,,,,,,,,,,,,,
615,PT05M31.00S,2025-12-28T22:44:16.3Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612760,118,93,2025-12-28T22:44:20Z,6080000,False,,,0,,TEAM defensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,Mid-Range,8-16 Right,,,,,,,614.0,,,,,,,,,,,,,
617,PT05M31.00S,2025-12-28T22:44:19.6Z,4,REGULAR,substitution,out,[],1631096,,,1610612760,118,93,2025-12-28T22:44:23Z,6100000,False,,,0,,SUB out: C. Holmgren,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,,,,,,,,,,,,,,,,,,,
618,PT05M31.00S,2025-12-28T22:44:19.6Z,4,REGULAR,substitution,in,[],1642382,,,1610612760,118,93,2025-12-28T22:44:23Z,6110000,False,,,0,,SUB in: B. Carlson,[1642382],1610612760.0,OKC,,,,Carlson,B. Carlson,,,,,,,,,,,,,,,,,,,,,,,,,,
619,PT05M18.00S,2025-12-28T22:44:43.8Z,4,REGULAR,3pt,Jump Shot,[],1629026,94.56307490144546,3.431372549019608,1610612760,118,93,2025-12-28T22:44:49Z,6120000,False,-233.0,-1.0,1,right,MISS K. Williams 3PT,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,Left Corner 3,24+ Left,,,,23.28,Missed,,,,,,,,,,,,,,,
620,PT05M14.00S,2025-12-28T22:44:47.8Z,4,REGULAR,rebound,defensive,[],1631230,,,1610612755,118,93,2025-12-28T22:44:49Z,6130000,False,,,0,,D. Barlow REBOUND (Off:2 Def:2),[1631230],1610612755.0,PHI,,,,Barlow,D. Barlow,,,,,Left Corner 3,24+ Left,,,,,,,619.0,4.0,2.0,2.0,,,,,,,,,,
621,PT05M06.00S,2025-12-28T22:44:55.5Z,4,REGULAR,turnover,bad pass,[],1642272,,,1610612755,118,93,2025-12-28T22:46:12Z,6140000,False,,,0,,J. McCain bad pass TURNOVER (2 TO),"[1642272, 1642382]",1610612755.0,PHI,,,,McCain,J. McCain,,,,,Restricted Area,0-8 Center,2.0,Carlson,1642382.0,,,,,,,,,,,,,,,,,
622,PT05M06.00S,2025-12-28T22:44:55.5Z,4,REGULAR,steal,,[],1642382,,,1610612760,118,93,2025-12-28T22:44:57Z,6150000,False,,,0,,B. Carlson STEAL (1 STL),[1642382],1610612760.0,OKC,,,,Carlson,B. Carlson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
