actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
176,PT10M17.00S,2025-12-28T21:12:52.3Z,2,REGULAR,freethrow,1 of 2,[],1630598,,,1610612760,39,31,2025-12-28T21:13:19Z,1730000,False,,,0,,A. Wiggins Free Throw 1 of 2 (1 PTS),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,
177,PT10M17.00S,2025-12-28T21:12:53.5Z,2,REGULAR,substitution,out,[],1629656,,,1610612760,39,31,2025-12-28T21:12:56Z,1740000,False,,,0,,SUB out: Q. Grimes,[1629656],1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT10M17.00S,2025-12-28T21:12:53.5Z,2,REGULAR,substitution,in,[],1642348,,,1610612760,39,31,2025-12-28T21:12:56Z,1750000,False,,,0,,SUB in: J. Edwards,[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT10M17.00S,2025-12-28T21:12:52.3Z,2,REGULAR,freethrow,2 of 2,[],1630598,,,1610612760,39,31,2025-12-28T21:13:19Z,1760000,False,,,0,,MISS A. Wiggins Free Throw 2 of 2,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
180,PT10M14.00S,2025-12-28T21:12:55.3Z,2,REGULAR,rebound,defensive,[],202331,,,1610612755,39,31,2025-12-28T21:13:19Z,1770000,False,,,0,,P. George REBOUND (Off:0 Def:1),[202331],1610612755.0,PHI,,,,George,P. George,,,,,,,,,,,,,179.0,1.0,1.0,0.0,,,,,,,,,,
181,PT10M02.00S,2025-12-28T21:13:30.3Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1641737,91.67214191852825,49.50980392156863,1610612755,39,31,2025-12-28T21:13:35Z,1780000,False,-2.0,26.0,1,right,MISS A. Bona cutting DUNK - blocked,"[1641737, 1628392]",1610612755.0,PHI,cutting,,,Bona,A. Bona,,,,,Restricted Area,0-8 Center,,,,2.59,Missed,,,,,,,,,,,,,,Hartenstein,1628392.0
182,PT10M02.00S,2025-12-28T21:13:30.3Z,2,REGULAR,block,,[],1628392,,,1610612755,39,31,2025-12-28T21:13:32Z,1790000,False,,,0,,I. Hartenstein BLOCK (1 BLK),[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
183,PT09M58.00S,2025-12-28T21:13:34.3Z,2,REGULAR,rebound,defensive,[],1630598,,,1610612760,39,31,2025-12-28T21:13:35Z,1800000,False,,,0,,A. Wiggins REBOUND (Off:0 Def:1),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,,,,,,,181.0,1.0,1.0,0.0,,,,,,,,,,
184,PT09M49.00S,2025-12-28T21:13:42.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628392,5.995400788436268,52.450980392156865,1610612760,39,31,2025-12-28T21:14:50Z,1810000,False,-12.0,4.0,1,left,MISS I. Hartenstein driving Layup - blocked,"[1628392, 1641737]",1610612760.0,OKC,driving,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,,,,1.29,Missed,,,,,,,,,,,,,,Bona,1641737.0
185,PT09M49.00S,2025-12-28T21:13:42.4Z,2,REGULAR,block,,[],1641737,,,1610612760,39,31,2025-12-28T21:13:44Z,1820000,False,,,0,,A. Bona BLOCK (2 BLK),[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
186,PT09M47.00S,2025-12-28T21:13:44.4Z,2,REGULAR,rebound,defensive,[],202331,,,1610612755,39,31,2025-12-28T21:13:46Z,1830000,False,,,0,,P. George REBOUND (Off:0 Def:2),[202331],1610612755.0,PHI,,,,George,P. George,,,,,Restricted Area,0-8 Center,,,,,,,184.0,2.0,2.0,0.0,,,,,,,,,,
187,PT09M43.00S,2025-12-28T21:13:48.4Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1642348,75.50919842312747,12.5,1610612755,39,34,2025-12-28T21:13:54Z,1840000,False,-188.0,178.0,1,right,J. Edwards 25' 3PT running (3 PTS) (V. Edgecombe 4 AST),"[1642348, 1642845]",1610612755.0,PHI,running,,,Edwards,J. Edwards,,,,,Above the Break 3,24+ Left Center,,,,25.83,Made,3.0,,,,,,V. Edgecombe,1642845.0,4.0,,,,,,
189,PT09M30.00S,2025-12-28T21:14:00.9Z,2,REGULAR,2pt,Jump Shot,[],1631114,9.149145860709593,22.794117647058822,1610612760,41,34,2025-12-28T21:15:23Z,1860000,False,136.0,34.0,1,left,J. Williams 14' fadeaway Jump Shot (8 PTS),[1631114],1610612760.0,OKC,fadeaway,,,Williams,J. Williams,,,,,Mid-Range,8-16 Right,,,,14.01,Made,8.0,,,,,,,,,,,,,,
190,PT09M08.00S,2025-12-28T21:14:23.5Z,2,REGULAR,3pt,Jump Shot,[],1642845,67.49342969776609,71.56862745098039,1610612755,41,34,2025-12-28T21:14:30Z,1870000,False,108.0,253.0,1,right,MISS V. Edgecombe 27' pullup 3PT,[1642845],1610612755.0,PHI,pullup,,,Edgecombe,V. Edgecombe,,,,,Above the Break 3,24+ Right Center,,,,27.51,Missed,,,,,,,,,,,,,,,
191,PT09M06.00S,2025-12-28T21:14:25.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612755,41,34,2025-12-28T21:14:30Z,1880000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,190.0,,,,,,,,,,,,,
193,PT09M02.00S,2025-12-28T21:14:48.3Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],202331,80.6340341655716,4.411764705882353,1610612755,41,37,2025-12-28T21:14:52Z,1900000,False,-228.0,130.0,1,right,P. George 26' 3PT  (3 PTS) (V. Edgecombe 5 AST),"[202331, 1642845]",1610612755.0,PHI,,,,George,P. George,,,,,Above the Break 3,24+ Left Center,,,,26.21,Made,3.0,,,,,,V. Edgecombe,1642845.0,5.0,,,,,,
195,PT08M46.00S,2025-12-28T21:15:04.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628392,5.732588699080158,53.18627450980392,1610612760,41,37,2025-12-28T21:17:03Z,1920000,False,-16.0,1.0,1,left,MISS I. Hartenstein driving Layup - blocked,"[1628392, 1642348]",1610612760.0,OKC,driving,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,,,,1.6,Missed,,,,,,,,,,,,,,Edwards,1642348.0
196,PT08M46.00S,2025-12-28T21:15:04.7Z,2,REGULAR,block,,[],1642348,,,1610612760,41,37,2025-12-28T21:15:32Z,1930000,False,,,0,,J. Edwards BLOCK (1 BLK),[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
197,PT08M44.00S,2025-12-28T21:15:06.7Z,2,REGULAR,rebound,defensive,[],1642348,,,1610612755,41,37,2025-12-28T21:15:10Z,1940000,False,,,0,,J. Edwards REBOUND (Off:0 Def:1),[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,Restricted Area,0-8 Center,,,,,,,195.0,1.0,1.0,0.0,,,,,,,,,,
198,PT08M41.00S,2025-12-28T21:15:12.7Z,2,REGULAR,foul,personal,['2freethrow'],1642349,,,1610612755,41,37,2025-12-28T21:15:26Z,1950000,False,,,0,,A. Mitchell shooting personal FOUL (1 PF) (Bona 2 FT),"[1642349, 1641737]",1610612760.0,OKC,shooting,,,Mitchell,A. Mitchell,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1155.0,,,,1.0,0.0,Bona,1641737.0,,
200,PT08M41.00S,2025-12-28T21:15:46.3Z,2,REGULAR,freethrow,1 of 2,[],1641737,,,1610612755,41,38,2025-12-28T21:15:46Z,1970000,False,,,0,,A. Bona Free Throw 1 of 2 (7 PTS),[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,,,,,,,Made,7.0,,,,,,,,,,,,,,
201,PT08M41.00S,2025-12-28T21:15:53.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,41,38,2025-12-28T21:15:53Z,1980000,False,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT08M41.00S,2025-12-28T21:18:20.2Z,2,REGULAR,substitution,out,[],1628392,,,1610612755,41,38,2025-12-28T21:18:30Z,1990000,False,,,0,,SUB out: I. Hartenstein,[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT08M41.00S,2025-12-28T21:18:20.2Z,2,REGULAR,substitution,in,[],1631096,,,1610612755,41,38,2025-12-28T21:18:30Z,2000000,False,,,0,,SUB in: C. Holmgren,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT08M41.00S,2025-12-28T21:18:56.8Z,2,REGULAR,freethrow,2 of 2,[],1641737,,,1610612755,41,39,2025-12-28T21:18:56Z,2010000,False,,,0,,A. Bona Free Throw 2 of 2 (8 PTS),[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,,,,,,,Made,8.0,,,,,,,,,,,,,,
205,PT08M26.00S,2025-12-28T21:19:13.2Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1631096,6.652431011826544,47.549019607843135,1610612760,41,39,2025-12-28T21:19:19Z,2020000,False,12.0,10.0,1,left,MISS C. Holmgren alley-oop DUNK,[1631096],1610612760.0,OKC,alley-oop,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,,,,1.59,Missed,,,,,,,,,,,,,,,
206,PT08M22.00S,2025-12-28T21:19:17.2Z,2,REGULAR,rebound,offensive,[],1631114,,,1610612760,41,39,2025-12-28T21:19:19Z,2030000,False,,,0,,J. Williams REBOUND (Off:1 Def:1),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,,,,,,,205.0,2.0,1.0,1.0,,,,,,,,,,
207,PT08M18.00S,2025-12-28T21:19:21.2Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1642349,25.969119579500656,81.86274509803921,1610612760,41,39,2025-12-28T21:19:25Z,2040000,False,-159.0,192.0,1,left,MISS A. Mitchell 24' 3PT,[1642349],1610612760.0,OKC,,,,Mitchell,A. Mitchell,,,,,Above the Break 3,24+ Left Center,,,,24.92,Missed,,,,,,,,,,,,,,,
208,PT08M15.00S,2025-12-28T21:19:24.2Z,2,REGULAR,rebound,defensive,[],1641737,,,1610612755,41,39,2025-12-28T21:19:25Z,2050000,False,,,0,,A. Bona REBOUND (Off:1 Def:1),[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,Above the Break 3,24+ Left Center,,,,,,,207.0,2.0,1.0,1.0,,,,,,,,,,
209,PT08M03.00S,2025-12-28T21:19:36.7Z,2,REGULAR,3pt,Jump Shot,[],1642845,65.39093298291722,58.57843137254902,1610612755,41,39,2025-12-28T21:19:42Z,2060000,False,43.0,273.0,1,right,MISS V. Edgecombe 27' 3PT,[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,Above the Break 3,24+ Center,,,,27.62,Missed,,,,,,,,,,,,,,,
210,PT08M02.00S,2025-12-28T21:19:37.7Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612760,41,39,2025-12-28T21:19:42Z,2070000,False,,,0,,TEAM defensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,209.0,,,,,,,,,,,,,
212,PT07M45.00S,2025-12-28T21:20:00.4Z,2,REGULAR,3pt,Jump Shot,[],1642349,3.1044678055190538,96.32352941176471,1610612760,44,39,2025-12-28T21:20:04Z,2090000,False,-232.0,-23.0,1,left,A. Mitchell 3PT  (10 PTS) (A. Wiggins 1 AST),"[1642349, 1630598]",1610612760.0,OKC,,,,Mitchell,A. Mitchell,,,,,Left Corner 3,24+ Left,,,,23.28,Made,10.0,,,,,,A. Wiggins,1630598.0,1.0,,,,,,
214,PT07M22.00S,2025-12-28T21:20:22.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642272,87.20433639947439,62.00980392156863,1610612755,44,41,2025-12-28T21:20:25Z,2110000,False,60.0,68.0,1,right,J. McCain 9' driving floating Jump Shot (2 PTS),[1642272],1610612755.0,PHI,driving floating,,,McCain,J. McCain,,,,,In The Paint (Non-RA),8-16 Right,,,,9.05,Made,2.0,,,,,,,,,,,,,,
215,PT07M10.00S,2025-12-28T21:20:34.1Z,2,REGULAR,3pt,Jump Shot,[],1631096,31.61957950065703,39.21568627450981,1610612760,47,41,2025-12-28T21:20:38Z,2120000,False,54.0,245.0,1,left,C. Holmgren 25' 3PT  (9 PTS) (C. Wallace 3 AST),"[1631096, 1641717]",1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Above the Break 3,24+ Center,,,,25.06,Made,9.0,,,,,,C. Wallace,1641717.0,3.0,,,,,,
217,PT06M56.00S,2025-12-28T21:20:48.9Z,2,REGULAR,3pt,Jump Shot,[],202331,71.56701708278581,75.49019607843137,1610612755,47,44,2025-12-28T21:20:54Z,2140000,False,127.0,215.0,1,right,P. George 24' 3PT pullup (6 PTS),[202331],1610612755.0,PHI,pullup,,,George,P. George,,,,,Above the Break 3,24+ Right Center,,,,24.98,Made,6.0,,,,,,,,,,,,,,
218,PT06M41.00S,2025-12-28T21:21:07.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631114,8.492115637319317,37.99019607843137,1610612760,47,44,2025-12-28T21:21:38Z,2150000,False,60.0,27.0,1,left,MISS J. Williams 6' driving Layup,[1631114],1610612760.0,OKC,driving,,,Williams,J. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,6.59,Missed,,,,,,,,,,,,,,,
219,PT06M40.00S,2025-12-28T21:21:08.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612760,47,44,2025-12-28T21:21:38Z,2160000,False,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,218.0,,,,,,,,,,,,,
220,PT06M40.00S,2025-12-28T21:21:19.9Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642348,,,1610612760,47,44,2025-12-28T21:21:27Z,2170000,False,,,0,,J. Edwards loose ball personal FOUL (1 PF) (Holmgren 2 FT),"[1642348, 1631096]",1610612755.0,PHI,loose ball,,,Edwards,J. Edwards,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1627964.0,,,,1.0,0.0,Holmgren,1631096.0,,
222,PT06M40.00S,2025-12-28T21:21:35.9Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1631096,,,1610612760,47,44,2025-12-28T21:21:35Z,2190000,False,,,0,,MISS C. Holmgren Free Throw 1 of 2,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
223,PT06M40.00S,2025-12-28T21:21:35.9Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612760,47,44,2025-12-28T21:21:35Z,2200000,False,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,222.0,,,,,,,,,,,,,
224,PT06M40.00S,2025-12-28T21:21:36.4Z,2,REGULAR,substitution,out,[],1631114,,,1610612760,47,44,2025-12-28T21:21:55Z,2210000,False,,,0,,SUB out: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT06M40.00S,2025-12-28T21:21:36.4Z,2,REGULAR,substitution,out,[],1641717,,,1610612760,47,44,2025-12-28T21:21:55Z,2220000,False,,,0,,SUB out: C. Wallace,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT06M40.00S,2025-12-28T21:21:36.4Z,2,REGULAR,substitution,out,[],202331,,,1610612760,47,44,2025-12-28T21:21:55Z,2230000,False,,,0,,SUB out: P. George,[202331],1610612755.0,PHI,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT06M40.00S,2025-12-28T21:21:36.4Z,2,REGULAR,substitution,out,[],1642845,,,1610612760,47,44,2025-12-28T21:21:55Z,2240000,False,,,0,,SUB out: V. Edgecombe,[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT06M40.00S,2025-12-28T21:21:36.4Z,2,REGULAR,substitution,in,[],1627936,,,1610612760,47,44,2025-12-28T21:21:55Z,2250000,False,,,0,,SUB in: A. Caruso,[1627936],1610612760.0,OKC,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT06M40.00S,2025-12-28T21:21:36.4Z,2,REGULAR,substitution,in,[],1629652,,,1610612760,47,44,2025-12-28T21:21:55Z,2260000,False,,,0,,SUB in: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT06M40.00S,2025-12-28T21:21:36.4Z,2,REGULAR,substitution,in,[],1630178,,,1610612760,47,44,2025-12-28T21:21:55Z,2270000,False,,,0,,SUB in: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT06M40.00S,2025-12-28T21:21:36.4Z,2,REGULAR,substitution,in,[],1631230,,,1610612760,47,44,2025-12-28T21:21:55Z,2280000,False,,,0,,SUB in: D. Barlow,[1631230],1610612755.0,PHI,,,,Barlow,D. Barlow,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT06M40.00S,2025-12-28T21:22:09.7Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1631096,,,1610612760,48,44,2025-12-28T21:22:09Z,2290000,False,,,0,,C. Holmgren Free Throw 2 of 2 (10 PTS),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,,,,Made,10.0,,,,,,,,,,,,,,
233,PT06M24.00S,2025-12-28T21:22:31.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642348,82.7365308804205,34.31372549019608,1610612755,48,44,2025-12-28T21:22:35Z,2300000,False,-78.0,110.0,1,right,MISS J. Edwards 13' step back Shot,[1642348],1610612755.0,PHI,step back,,,Edwards,J. Edwards,,,,,In The Paint (Non-RA),8-16 Left,,,,13.49,Missed,,,,,,,,,,,,,,,
234,PT06M20.00S,2025-12-28T21:22:35.0Z,2,REGULAR,rebound,defensive,[],1630598,,,1610612760,48,44,2025-12-28T21:22:35Z,2310000,False,,,0,,A. Wiggins REBOUND (Off:0 Def:2),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,233.0,2.0,2.0,0.0,,,,,,,,,,
235,PT06M14.00S,2025-12-28T21:22:40.1Z,2,REGULAR,3pt,Jump Shot,[],1631096,29.911300919842315,73.52941176470588,1610612760,48,44,2025-12-28T21:22:44Z,2320000,False,-118.0,229.0,1,left,MISS C. Holmgren 25' 3PT,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Above the Break 3,24+ Left Center,,,,25.72,Missed,,,,,,,,,,,,,,,
236,PT06M11.00S,2025-12-28T21:22:43.1Z,2,REGULAR,rebound,defensive,[],1642272,,,1610612755,48,44,2025-12-28T21:22:44Z,2330000,False,,,0,,J. McCain REBOUND (Off:0 Def:2),[1642272],1610612755.0,PHI,,,,McCain,J. McCain,,,,,Above the Break 3,24+ Left Center,,,,,,,235.0,2.0,2.0,0.0,,,,,,,,,,
237,PT05M55.00S,2025-12-28T21:22:59.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,92.72339027595268,59.31372549019608,1610612755,48,46,2025-12-28T21:23:03Z,2340000,False,47.0,16.0,1,right,T. Maxey driving Layup (17 PTS),[1630178],1610612755.0,PHI,driving,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),0-8 Center,,,,4.92,Made,17.0,,,,,,,,,,,,,,
238,PT05M42.00S,2025-12-28T21:23:12.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642349,6.389618922470433,61.029411764705884,1610612760,48,46,2025-12-28T21:24:22Z,2350000,False,-55.0,8.0,1,left,MISS A. Mitchell driving Layup,[1642349],1610612760.0,OKC,driving,,,Mitchell,A. Mitchell,,,,,In The Paint (Non-RA),0-8 Center,,,,5.56,Missed,,,,,,,,,,,,,,,
240,PT05M39.00S,2025-12-28T21:23:15.0Z,2,REGULAR,rebound,defensive,[],1630178,,,1610612755,48,46,2025-12-28T21:23:20Z,2370000,False,,,0,,T. Maxey REBOUND (Off:0 Def:2),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,238.0,2.0,2.0,0.0,,,,,,,,,,
241,PT05M38.00S,2025-12-28T21:23:16.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1642272,92.32917214191852,51.71568627450981,1610612755,48,48,2025-12-28T21:23:24Z,2380000,False,9.0,20.0,1,right,J. McCain running Layup (4 PTS) (T. Maxey 2 AST),"[1642272, 1630178]",1610612755.0,PHI,running,,,McCain,J. McCain,,,,,Restricted Area,0-8 Center,,,,2.14,Made,4.0,,,,,,T. Maxey,1630178.0,2.0,,,,,,
243,PT05M23.00S,2025-12-28T21:23:31.1Z,2,REGULAR,3pt,Jump Shot,[],1630598,29.25427069645204,74.26470588235294,1610612760,51,48,2025-12-28T21:23:36Z,2400000,False,-121.0,222.0,1,left,A. Wiggins 25' 3PT pullup (4 PTS) (C. Holmgren 1 AST),"[1630598, 1631096]",1610612760.0,OKC,pullup,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Left Center,,,,25.34,Made,4.0,,,,,,C. Holmgren,1631096.0,1.0,,,,,,
245,PT05M04.00S,2025-12-28T21:23:50.3Z,2,REGULAR,3pt,Jump Shot,[],1642348,66.3107752956636,60.5392156862745,1610612755,51,51,2025-12-28T21:23:54Z,2420000,False,53.0,264.0,1,right,J. Edwards 26' 3PT  (6 PTS) (A. Bona 1 AST),"[1642348, 1641737]",1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,Above the Break 3,24+ Center,,,,26.94,Made,6.0,,,,,,A. Bona,1641737.0,1.0,,,,,,
247,PT05M01.00S,2025-12-28T21:23:55.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,51,51,2025-12-28T21:23:55Z,2440000,False,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT05M01.00S,2025-12-28T21:24:10.8Z,2,REGULAR,substitution,out,[],1642349,,,1610612760,51,51,2025-12-28T21:26:32Z,2450000,False,,,0,,SUB out: A. Mitchell,[1642349],1610612760.0,OKC,,,,Mitchell,A. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT05M01.00S,2025-12-28T21:24:10.8Z,2,REGULAR,substitution,out,[],1642272,,,1610612760,51,51,2025-12-28T21:26:32Z,2460000,False,,,0,,SUB out: J. McCain,[1642272],1610612755.0,PHI,,,,McCain,J. McCain,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT05M01.00S,2025-12-28T21:24:10.8Z,2,REGULAR,substitution,out,[],1641737,,,1610612760,51,51,2025-12-28T21:26:32Z,2470000,False,,,0,,SUB out: A. Bona,[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT05M01.00S,2025-12-28T21:24:10.8Z,2,REGULAR,substitution,in,[],1628983,,,1610612760,51,51,2025-12-28T21:26:32Z,2480000,False,,,0,,SUB in: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT05M01.00S,2025-12-28T21:24:10.8Z,2,REGULAR,substitution,in,[],203083,,,1610612760,51,51,2025-12-28T21:26:32Z,2490000,False,,,0,,SUB in: A. Drummond,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT05M01.00S,2025-12-28T21:24:10.8Z,2,REGULAR,substitution,in,[],1642845,,,1610612760,51,51,2025-12-28T21:26:32Z,2500000,False,,,0,,SUB in: V. Edgecombe,[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT04M43.00S,2025-12-28T21:27:21.8Z,2,REGULAR,3pt,Jump Shot,[],1627936,7.178055190538765,4.6568627450980395,1610612760,51,51,2025-12-28T21:27:56Z,2520000,False,227.0,15.0,1,left,MISS A. Caruso pullup 3PT,[1627936],1610612760.0,OKC,pullup,,,Caruso,A. Caruso,,,,,Right Corner 3,24+ Right,,,,22.72,Missed,,,,,,,,,,,,,,,
256,PT04M41.00S,2025-12-28T21:27:23.8Z,2,REGULAR,rebound,offensive,[],1631096,,,1610612760,51,51,2025-12-28T21:27:28Z,2530000,False,,,0,,C. Holmgren REBOUND (Off:1 Def:2),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Right Corner 3,24+ Right,,,,,,,255.0,3.0,2.0,1.0,,,,,,,,,,
257,PT04M40.00S,2025-12-28T21:27:25.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631096,4.812746386333772,47.05882352941176,1610612760,53,51,2025-12-28T21:27:30Z,2540000,False,15.0,-7.0,1,left,C. Holmgren putback Layup (12 PTS),[1631096],1610612760.0,OKC,putback,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,,,,1.64,Made,12.0,,,,,,,,,,,,,,
258,PT04M26.00S,2025-12-28T21:27:42.5Z,2,REGULAR,turnover,out-of-bounds,[],1642845,,,1610612755,53,51,2025-12-28T21:29:56Z,2550000,False,,,0,,V. Edgecombe bad pass out-of-bounds TURNOVER (2 TO),[1642845],1610612755.0,PHI,bad pass,,,Edgecombe,V. Edgecombe,,,,,Above the Break 3,24+ Left Center,2.0,,,,,,,,,,1155.0,,,,,,,,,
259,PT04M19.00S,2025-12-28T21:27:59.6Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1627936,4.418528252299605,94.36274509803921,1610612760,53,51,2025-12-28T21:28:05Z,2560000,False,-222.0,-11.0,1,left,MISS A. Caruso 3PT,[1627936],1610612760.0,OKC,,,,Caruso,A. Caruso,,,,,Left Corner 3,24+ Left,,,,22.21,Missed,,,,,,,,,,,,,,,
