actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
580,PT06M13.00S,2025-10-29T02:02:54.9Z,4,REGULAR,turnover,offensive foul,[],1642349,,,1610612760,90,97,2025-10-29T02:02:54Z,5750000,False,,,0,,A. Mitchell offensive foul TURNOVER (4 TO),[1642349],1610612760.0,OKC,,,,Mitchell,A. Mitchell,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,4.0,,,1628951.0,,,,,,,,,
581,PT06M13.00S,2025-10-29T02:03:03.3Z,4,REGULAR,substitution,out,[],1630598,,,1610612758,90,97,2025-10-29T02:03:16Z,5760000,False,,,0,,SUB out: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
582,PT06M13.00S,2025-10-29T02:03:03.3Z,4,REGULAR,substitution,out,[],1628392,,,1610612758,90,97,2025-10-29T02:03:16Z,5770000,False,,,0,,SUB out: I. Hartenstein,[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,
583,PT06M13.00S,2025-10-29T02:03:03.3Z,4,REGULAR,substitution,out,[],1628370,,,1610612758,90,97,2025-10-29T02:03:16Z,5780000,False,,,0,,SUB out: M. Monk,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,,
584,PT06M13.00S,2025-10-29T02:03:03.3Z,4,REGULAR,substitution,in,[],1629652,,,1610612758,90,97,2025-10-29T02:03:16Z,5790000,False,,,0,,SUB in: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,,
585,PT06M13.00S,2025-10-29T02:03:03.3Z,4,REGULAR,substitution,in,[],1631119,,,1610612758,90,97,2025-10-29T02:03:16Z,5800000,False,,,0,,SUB in: J. Williams,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
586,PT06M13.00S,2025-10-29T02:03:03.3Z,4,REGULAR,substitution,in,[],201942,,,1610612758,90,97,2025-10-29T02:03:16Z,5810000,False,,,0,,SUB in: D. DeRozan,[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
587,PT06M03.00S,2025-10-29T02:03:37.3Z,4,REGULAR,foul,offensive,[],1627734,,,1610612758,90,97,2025-10-29T02:03:48Z,5820000,False,,,0,,D. Sabonis offensive FOUL (3 PF),"[1627734, 1642349]",1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,1627539.0,,,,3.0,0.0,Mitchell,1642349.0,,
589,PT06M03.00S,2025-10-29T02:03:37.3Z,4,REGULAR,turnover,offensive foul,[],1627734,,,1610612758,90,97,2025-10-29T02:03:37Z,5840000,False,,,0,,D. Sabonis offensive foul TURNOVER (4 TO),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,4.0,,,1627539.0,,,,,,,,,
590,PT05M54.00S,2025-10-29T02:03:55.1Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1628983,79.84559789750328,67.15686274509804,1610612760,92,97,2025-10-29T02:03:59Z,5850000,False,86.0,137.0,1,right,S. Gilgeous-Alexander 16' pullup Jump Shot (26 PTS),[1628983],1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,16-24 Right Center,16.16,Made,,,,,26.0,,,,,,,,,,,,,
592,PT05M37.00S,2025-10-29T02:04:12.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,5.732588699080158,54.166666666666664,1610612758,92,97,2025-10-29T02:04:19Z,5870000,False,-21.0,1.0,1,left,MISS D. Sabonis Layup - blocked,"[1627734, 1631119]",1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,2.08,Missed,,,,,,,,,,,,,,,,,Williams,1631119.0
593,PT05M37.00S,2025-10-29T02:04:12.8Z,4,REGULAR,block,,[],1631119,,,1610612758,92,97,2025-10-29T02:04:15Z,5880000,False,,,0,,J. Williams BLOCK (1 BLK),[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
594,PT05M37.00S,2025-10-29T02:04:12.8Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612758,92,97,2025-10-29T02:04:19Z,5890000,False,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,Restricted Area,0-8 Center,,,592.0,,,,,,,,,,,,,,,,,
597,PT05M37.00S,2025-10-29T02:04:38.4Z,4,REGULAR,violation,kicked ball,[],1642349,,,1610612758,92,97,2025-10-29T02:04:42Z,5920000,False,,,0,,A. Mitchell kicked ball VIOLATION,[1642349],1610612760.0,OKC,,,,Mitchell,A. Mitchell,,,,,,,,,,,,,,,,,1148.0,,,,,,,,,
598,PT05M32.00S,2025-10-29T02:05:00.8Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],203897,33.327858081471746,51.71568627450981,1610612758,92,97,2025-10-29T02:05:07Z,5930000,False,-9.0,261.0,1,left,MISS Z. LaVine 26' pullup 3PT,[203897],1610612758.0,SAC,pullup,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Center,26.09,Missed,,,,,,,,,,,,,,,,,,
599,PT05M32.00S,2025-10-29T02:05:00.8Z,4,REGULAR,rebound,defensive,[],1641717,,,1610612760,92,97,2025-10-29T02:05:07Z,5940000,False,,,0,,C. Wallace REBOUND (Off:0 Def:1),[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Above the Break 3,24+ Center,,,598.0,1.0,1.0,0.0,,,,,,,,,,,,,,
600,PT05M17.00S,2025-10-29T02:05:15.6Z,4,REGULAR,3pt,Jump Shot,[],1641717,69.85873850197109,23.52941176470588,1610612760,92,97,2025-10-29T02:05:20Z,5950000,False,-132.0,231.0,1,right,MISS C. Wallace 26' 3PT,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Above the Break 3,24+ Left Center,26.61,Missed,,,,,,,,,,,,,,,,,,
601,PT05M14.00S,2025-10-29T02:05:18.6Z,4,REGULAR,rebound,offensive,[],1631119,,,1610612760,92,97,2025-10-29T02:05:20Z,5960000,False,,,0,,J. Williams REBOUND (Off:2 Def:3),[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Left Center,,,600.0,5.0,3.0,2.0,,,,,,,,,,,,,,
602,PT05M00.00S,2025-10-29T02:05:32.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642349,92.9862023653088,47.794117647058826,1610612760,94,97,2025-10-29T02:05:50Z,5970000,False,-11.0,13.0,1,right,A. Mitchell driving finger roll Layup (18 PTS) (J. Williams 4 AST),"[1642349, 1631119]",1610612760.0,OKC,driving finger roll,,,Mitchell,A. Mitchell,,,,,Restricted Area,0-8 Center,1.73,Made,,,,,18.0,,,,,J. Williams,1631119.0,4.0,,,,,,
604,PT04M36.00S,2025-10-29T02:05:57.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631165,13.354139290407357,47.30392156862745,1610612758,94,97,2025-10-29T02:06:04Z,5990000,False,13.0,73.0,1,left,MISS K. Ellis 7' Jump Shot,[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,In The Paint (Non-RA),0-8 Center,7.42,Missed,,,,,,,,,,,,,,,,,,
605,PT04M35.00S,2025-10-29T02:05:58.0Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612760,94,97,2025-10-29T02:06:04Z,6000000,False,,,0,,TEAM defensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,604.0,,,,,,,,,,,,,,,,,
607,PT04M35.00S,2025-10-29T02:06:03.4Z,4,REGULAR,substitution,out,[],1641717,,,1610612760,94,97,2025-10-29T02:06:18Z,6020000,False,,,0,,SUB out: C. Wallace,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,
608,PT04M35.00S,2025-10-29T02:06:03.4Z,4,REGULAR,substitution,out,[],1631165,,,1610612760,94,97,2025-10-29T02:06:18Z,6030000,False,,,0,,SUB out: K. Ellis,[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,,,,,,,,,,,,,,,,,,,,,,
609,PT04M35.00S,2025-10-29T02:06:03.4Z,4,REGULAR,substitution,in,[],1627936,,,1610612760,94,97,2025-10-29T02:06:18Z,6040000,False,,,0,,SUB in: A. Caruso,[1627936],1610612760.0,OKC,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
610,PT04M35.00S,2025-10-29T02:06:03.4Z,4,REGULAR,substitution,in,[],201566,,,1610612760,94,97,2025-10-29T02:06:18Z,6050000,False,,,0,,SUB in: R. Westbrook,[201566],1610612758.0,SAC,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
611,PT04M26.00S,2025-10-29T02:06:37.8Z,4,REGULAR,2pt,Jump Shot,[],1628983,79.31997371879106,45.83333333333333,1610612760,94,97,2025-10-29T02:06:42Z,6060000,False,-21.0,142.0,1,right,MISS S. Gilgeous-Alexander 14' pullup Shot,[1628983],1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,8-16 Center,14.34,Missed,,,,,,,,,,,,,,,,,,
612,PT04M21.00S,2025-10-29T02:06:42.8Z,4,REGULAR,rebound,defensive,[],203471,,,1610612758,94,97,2025-10-29T02:06:42Z,6070000,False,,,0,,D. Schröder REBOUND (Off:0 Def:5),[203471],1610612758.0,SAC,,,,Schröder,D. Schröder,,,,,Mid-Range,8-16 Center,,,611.0,5.0,5.0,0.0,,,,,,,,,,,,,,
613,PT04M14.00S,2025-10-29T02:06:49.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],201942,5.995400788436268,60.5392156862745,1610612758,94,97,2025-10-29T02:06:59Z,6080000,False,-53.0,4.0,1,left,MISS D. DeRozan Layup,[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),0-8 Center,5.28,Missed,,,,,,,,,,,,,,,,,,
614,PT04M10.00S,2025-10-29T02:06:53.3Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612760,94,97,2025-10-29T02:06:59Z,6090000,False,,,0,,TEAM defensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,613.0,,,,,,,,,,,,,,,,,
615,PT04M10.00S,2025-10-29T02:07:01.7Z,4,REGULAR,foul,personal,[],1627734,,,1610612760,94,97,2025-10-29T02:07:37Z,6100000,False,,,0,,D. Sabonis loose ball personal FOUL (4 PF),"[1627734, 1631119]",1610612758.0,SAC,loose ball,,,Sabonis,D. Sabonis,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,1627539.0,,,,4.0,0.0,Williams,1631119.0,,
617,PT03M59.00S,2025-10-29T02:07:36.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,93.38042049934296,50.73529411764706,1610612760,96,97,2025-10-29T02:07:44Z,6120000,False,4.0,10.0,1,right,S. Gilgeous-Alexander driving finger roll Layup (28 PTS),[1628983],1610612760.0,OKC,driving finger roll,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,1.04,Made,,,,,28.0,,,,,,,,,,,,,
619,PT03M53.00S,2025-10-29T02:07:57.3Z,4,REGULAR,foul,personal,[],1642349,,,1610612758,96,97,2025-10-29T02:08:16Z,6140000,False,,,0,,A. Mitchell personal FOUL (5 PF),"[1642349, 203471]",1610612760.0,OKC,,,,Mitchell,A. Mitchell,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,1148.0,,,,5.0,0.0,Schröder,203471.0,,
621,PT03M53.00S,2025-10-29T02:08:13.0Z,4,REGULAR,timeout,full,['team'],0,,,1610612758,96,97,2025-10-29T02:08:13Z,6160000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,PT03M53.00S,2025-10-29T02:08:26.3Z,4,REGULAR,substitution,out,[],1631119,,,1610612758,96,97,2025-10-29T02:09:23Z,6170000,False,,,0,,SUB out: J. Williams,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
623,PT03M53.00S,2025-10-29T02:08:26.3Z,4,REGULAR,substitution,out,[],1642349,,,1610612758,96,97,2025-10-29T02:09:23Z,6180000,False,,,0,,SUB out: A. Mitchell,[1642349],1610612760.0,OKC,,,,Mitchell,A. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
624,PT03M53.00S,2025-10-29T02:08:26.3Z,4,REGULAR,substitution,in,[],1628392,,,1610612758,96,97,2025-10-29T02:09:23Z,6190000,False,,,0,,SUB in: I. Hartenstein,[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,
625,PT03M53.00S,2025-10-29T02:08:26.3Z,4,REGULAR,substitution,in,[],1630598,,,1610612758,96,97,2025-10-29T02:09:23Z,6200000,False,,,0,,SUB in: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
626,PT03M40.00S,2025-10-29T02:09:43.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203471,19.136005256241788,41.66666666666667,1610612758,96,97,2025-10-29T02:09:53Z,6210000,False,42.0,127.0,1,left,MISS D. Schröder 13' pullup Shot - blocked,"[203471, 1628983]",1610612758.0,SAC,pullup,,,Schröder,D. Schröder,,,,,In The Paint (Non-RA),8-16 Center,13.41,Missed,,,,,,,,,,,,,,,,,Gilgeous-Alexander,1628983.0
627,PT03M40.00S,2025-10-29T02:09:43.2Z,4,REGULAR,block,,[],1628983,,,1610612758,96,97,2025-10-29T02:09:45Z,6220000,False,,,0,,S. Gilgeous-Alexander BLOCK (3 BLK),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
628,PT03M37.00S,2025-10-29T02:09:46.2Z,4,REGULAR,rebound,defensive,[],1629652,,,1610612760,96,97,2025-10-29T02:09:53Z,6230000,False,,,0,,L. Dort REBOUND (Off:1 Def:3),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,In The Paint (Non-RA),8-16 Center,,,626.0,4.0,3.0,1.0,,,,,,,,,,,,,,
629,PT03M29.00S,2025-10-29T02:09:53.7Z,4,REGULAR,3pt,Jump Shot,[],1630598,71.04139290407359,17.401960784313726,1610612760,96,97,2025-10-29T02:09:59Z,6240000,False,-163.0,220.0,1,right,MISS A. Wiggins 27' 3PT,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Left Center,27.36,Missed,,,,,,,,,,,,,,,,,,
630,PT03M26.00S,2025-10-29T02:09:56.7Z,4,REGULAR,rebound,defensive,[],1627734,,,1610612758,96,97,2025-10-29T02:09:59Z,6250000,False,,,0,,D. Sabonis REBOUND (Off:6 Def:11),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Above the Break 3,24+ Left Center,,,629.0,17.0,11.0,6.0,,,,,,,,,,,,,,
631,PT03M18.00S,2025-10-29T02:10:04.9Z,4,REGULAR,2pt,Jump Shot,[],201942,21.632720105124836,66.91176470588235,1610612758,96,97,2025-10-29T02:11:00Z,6260000,False,-85.0,151.0,1,left,MISS D. DeRozan 17' pullup Shot,[201942],1610612758.0,SAC,pullup,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Left Center,17.29,Missed,,,,,,,,,,,,,,,,,,
632,PT03M15.00S,2025-10-29T02:10:07.9Z,4,REGULAR,rebound,defensive,[],1628392,,,1610612760,96,97,2025-10-29T02:10:08Z,6270000,False,,,0,,I. Hartenstein REBOUND (Off:2 Def:10),[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,Mid-Range,16-24 Left Center,,,631.0,12.0,10.0,2.0,,,,,,,,,,,,,,
633,PT03M07.00S,2025-10-29T02:10:17.6Z,4,REGULAR,foul,personal,[],203471,,,1610612760,96,97,2025-10-29T02:10:30Z,6280000,False,,,0,,D. Schröder personal FOUL (4 PF),"[203471, 1628983]",1610612758.0,SAC,,,,Schröder,D. Schröder,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,1148.0,,,,4.0,0.0,Gilgeous-Alexander,1628983.0,,
635,PT02M53.00S,2025-10-29T02:10:59.4Z,4,REGULAR,3pt,Jump Shot,[],1628983,85.62746386333771,3.6764705882352944,1610612760,96,97,2025-10-29T02:11:05Z,6300000,False,-232.0,83.0,1,right,MISS S. Gilgeous-Alexander 24' step back 3PT,[1628983],1610612760.0,OKC,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Left Corner 3,24+ Left,24.59,Missed,,,,,,,,,,,,,,,,,,
636,PT02M50.00S,2025-10-29T02:11:02.4Z,4,REGULAR,rebound,defensive,[],203897,,,1610612758,96,97,2025-10-29T02:11:05Z,6310000,False,,,0,,Z. LaVine REBOUND (Off:0 Def:3),[203897],1610612758.0,SAC,,,,LaVine,Z. LaVine,,,,,Left Corner 3,24+ Left,,,635.0,3.0,3.0,0.0,,,,,,,,,,,,,,
637,PT02M44.00S,2025-10-29T02:11:08.4Z,4,REGULAR,3pt,Jump Shot,[],201566,20.71287779237845,89.4607843137255,1610612758,96,97,2025-10-29T02:11:12Z,6320000,False,-197.0,142.0,1,left,MISS R. Westbrook 24' 3PT,[201566],1610612758.0,SAC,,,,Westbrook,R. Westbrook,,,,,Above the Break 3,24+ Left Center,24.32,Missed,,,,,,,,,,,,,,,,,,
638,PT02M42.00S,2025-10-29T02:11:10.4Z,4,REGULAR,rebound,defensive,[],1628392,,,1610612760,96,97,2025-10-29T02:11:12Z,6330000,False,,,0,,I. Hartenstein REBOUND (Off:2 Def:11),[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,Above the Break 3,24+ Left Center,,,637.0,13.0,11.0,2.0,,,,,,,,,,,,,,
639,PT02M33.00S,2025-10-29T02:11:19.8Z,4,REGULAR,3pt,Jump Shot,[],1629652,78.26872536136662,89.95098039215686,1610612760,99,97,2025-10-29T02:11:23Z,6340000,False,200.0,152.0,1,right,L. Dort 25' 3PT  (13 PTS) (S. Gilgeous-Alexander 4 AST),"[1629652, 1628983]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Right Center,25.09,Made,,,,,13.0,,,,,S. Gilgeous-Alexander,1628983.0,4.0,,,,,,
641,PT02M05.00S,2025-10-29T02:11:47.3Z,4,REGULAR,3pt,Jump Shot,[],1627734,31.750985545335087,50.73529411764706,1610612758,99,97,2025-10-29T02:11:51Z,6360000,False,-4.0,246.0,1,left,MISS D. Sabonis 24' 3PT,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Above the Break 3,24+ Center,24.6,Missed,,,,,,,,,,,,,,,,,,
642,PT02M02.00S,2025-10-29T02:11:50.3Z,4,REGULAR,rebound,defensive,[],1629652,,,1610612760,99,97,2025-10-29T02:11:51Z,6370000,False,,,0,,L. Dort REBOUND (Off:1 Def:4),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Center,,,641.0,5.0,4.0,1.0,,,,,,,,,,,,,,
643,PT01M46.00S,2025-10-29T02:12:05.8Z,4,REGULAR,3pt,Jump Shot,[],1629652,67.09921156373193,70.34313725490196,1610612760,99,97,2025-10-29T02:12:13Z,6380000,False,102.0,257.0,1,right,MISS L. Dort 27' 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Right Center,27.62,Missed,,,,,,,,,,,,,,,,,,
644,PT01M44.00S,2025-10-29T02:12:07.8Z,4,REGULAR,rebound,offensive,[],1630598,,,1610612760,99,97,2025-10-29T02:12:39Z,6390000,False,,,0,,A. Wiggins REBOUND (Off:4 Def:2),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Right Center,,,643.0,6.0,2.0,4.0,,,,,,,,,,,,,,
645,PT01M43.00S,2025-10-29T02:12:11.5Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1628392,92.72339027595268,48.529411764705884,1610612760,101,97,2025-10-29T02:12:27Z,6400000,False,-7.0,16.0,1,right,I. Hartenstein DUNK (4 PTS) (A. Wiggins 5 AST),"[1628392, 1630598]",1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,1.75,Made,,,,,4.0,,,,,A. Wiggins,1630598.0,5.0,,,,,,
647,PT01M43.00S,2025-10-29T02:12:13.9Z,4,REGULAR,foul,personal,['1freethrow'],203897,,,1610612760,101,97,2025-10-29T02:12:43Z,6420000,False,,,0,,Z. LaVine shooting personal FOUL (1 PF) (Hartenstein 1 FT),"[203897, 1628392]",1610612758.0,SAC,shooting,,,LaVine,Z. LaVine,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1628951.0,,,,1.0,0.0,Hartenstein,1628392.0,,
649,PT01M43.00S,2025-10-29T02:12:46.1Z,4,REGULAR,freethrow,1 of 1,['2ndchance'],1628392,,,1610612760,101,97,2025-10-29T02:12:46Z,6440000,False,,,0,,MISS I. Hartenstein Free Throw 1 of 1,[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
650,PT01M40.00S,2025-10-29T02:12:49.1Z,4,REGULAR,rebound,offensive,[],1627936,,,1610612760,101,97,2025-10-29T02:12:48Z,6450000,False,,,0,,A. Caruso REBOUND (Off:1 Def:1),[1627936],1610612760.0,OKC,,,,Caruso,A. Caruso,,,,,,,,,649.0,2.0,1.0,1.0,,,,,,,,,,,,,,
651,PT01M27.00S,2025-10-29T02:13:01.6Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630598,86.81011826544021,3.6764705882352944,1610612760,101,97,2025-10-29T02:13:07Z,6460000,False,-232.0,71.0,1,right,MISS A. Wiggins 24' pullup 3PT,[1630598],1610612760.0,OKC,pullup,,,Wiggins,A. Wiggins,,,,,Left Corner 3,24+ Left,24.24,Missed,,,,,,,,,,,,,,,,,,
652,PT01M23.00S,2025-10-29T02:13:05.2Z,4,REGULAR,rebound,defensive,[],203897,,,1610612758,101,97,2025-10-29T02:13:05Z,6470000,False,,,0,,Z. LaVine REBOUND (Off:0 Def:4),[203897],1610612758.0,SAC,,,,LaVine,Z. LaVine,,,,,Left Corner 3,24+ Left,,,651.0,4.0,4.0,0.0,,,,,,,,,,,,,,
653,PT01M18.00S,2025-10-29T02:13:13.9Z,4,REGULAR,foul,personal,['2freethrow'],1630598,,,1610612758,101,97,2025-10-29T02:13:18Z,6480000,False,,,0,,A. Wiggins shooting personal FOUL (1 PF) (LaVine 2 FT),"[1630598, 203897]",1610612760.0,OKC,shooting,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1628951.0,,,,1.0,0.0,LaVine,203897.0,,
655,PT01M18.00S,2025-10-29T02:13:47.3Z,4,REGULAR,freethrow,1 of 2,[],203897,,,1610612758,101,98,2025-10-29T02:13:47Z,6500000,False,,,0,,Z. LaVine Free Throw 1 of 2 (22 PTS),[203897],1610612758.0,SAC,,,,LaVine,Z. LaVine,,,,,,,,Made,,,,,22.0,,,,,,,,,,,,,
656,PT01M18.00S,2025-10-29T02:14:09.0Z,4,REGULAR,freethrow,2 of 2,[],203897,,,1610612758,101,99,2025-10-29T02:14:09Z,6510000,False,,,0,,Z. LaVine Free Throw 2 of 2 (23 PTS),[203897],1610612758.0,SAC,,,,LaVine,Z. LaVine,,,,,,,,Made,,,,,23.0,,,,,,,,,,,,,
657,PT01M02.00S,2025-10-29T02:14:27.8Z,4,REGULAR,3pt,Jump Shot,[],1630598,84.57621550591328,5.147058823529411,1610612760,101,99,2025-10-29T02:14:33Z,6520000,False,-224.0,92.0,1,right,MISS A. Wiggins 24' 3PT,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Left,24.26,Missed,,,,,,,,,,,,,,,,,,
658,PT01M00.00S,2025-10-29T02:14:29.0Z,4,REGULAR,rebound,defensive,[],1627734,,,1610612758,101,99,2025-10-29T02:17:44Z,6530000,False,,,0,,D. Sabonis REBOUND (Off:6 Def:12),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Above the Break 3,24+ Left,,,657.0,18.0,12.0,6.0,,,,,,,,,,,,,,
673,PT00M59.00S,2025-10-29T02:14:35.9Z,4,REGULAR,turnover,lost ball,[],1627734,,,1610612758,101,99,2025-10-29T02:18:17Z,6535000,False,,,0,,D. Sabonis lost ball TURNOVER (5 TO),"[1627734, 1629652]",1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,,,,,,5.0,Dort,1629652.0,,,,,,,,,,
674,PT00M59.00S,2025-10-29T02:14:35.9Z,4,REGULAR,steal,,[],1629652,,,1610612760,101,99,2025-10-29T02:18:17Z,6537500,False,,,0,,L. Dort STEAL (2 STL),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
659,PT00M46.70S,2025-10-29T02:14:44.1Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1627936,77.87450722733246,90.68627450980392,1610612760,104,99,2025-10-29T02:18:17Z,6540000,False,203.0,155.0,1,right,A. Caruso 25' 3PT  (8 PTS) (A. Wiggins 6 AST),"[1627936, 1630598]",1610612760.0,OKC,,,,Caruso,A. Caruso,,,,,Above the Break 3,24+ Right Center,25.6,Made,,,,,8.0,,,,,A. Wiggins,1630598.0,6.0,,,,,,
661,PT00M46.10S,2025-10-29T02:14:49.6Z,4,REGULAR,timeout,full,['team'],0,,,1610612758,104,99,2025-10-29T02:14:49Z,6560000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,PT00M46.10S,2025-10-29T02:15:57.3Z,4,REGULAR,substitution,out,[],1630598,,,1610612758,104,99,2025-10-29T02:16:20Z,6570000,False,,,0,,SUB out: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
663,PT00M46.10S,2025-10-29T02:15:57.3Z,4,REGULAR,substitution,out,[],201566,,,1610612758,104,99,2025-10-29T02:16:20Z,6580000,False,,,0,,SUB out: R. Westbrook,[201566],1610612758.0,SAC,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
