actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal
438,PT05M57.00S,2026-01-10T04:38:34.7Z,3,REGULAR,2pt,Jump Shot,[],201142,21.632720105124836,52.69607843137255,1610612745,70,72,2026-01-10T04:39:33Z,4350000,False,-13.0,151.0,1,left,MISS K. Durant 15' step back Shot,[201142],1610612745.0,HOU,step back,,,Durant,K. Durant,,,,,Mid-Range,8-16 Center,,,,15.14,Missed,,,,,,,,,,,,,,,
439,PT05M53.00S,2026-01-10T04:38:38.7Z,3,REGULAR,rebound,defensive,[],1642270,,,1610612757,70,72,2026-01-10T04:38:39Z,4360000,False,,,0,,D. Clingan REBOUND (Off:2 Def:8),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,438.0,,,,,,10.0,8.0,2.0
440,PT05M45.00S,2026-01-10T04:38:48.1Z,3,REGULAR,foul,personal,['2freethrow'],1631095,,,1610612757,70,72,2026-01-10T04:38:56Z,4370000,False,,,0,,J. Smith Jr. shooting personal FOUL (2 PF) (Love 2 FT),"[1631095, 1631126]",1610612745.0,HOU,shooting,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,201245.0,2.0,0.0,Love,1631126.0,,,
442,PT05M45.00S,2026-01-10T04:39:23.9Z,3,REGULAR,freethrow,1 of 2,[],1631126,,,1610612757,71,72,2026-01-10T04:39:23Z,4390000,False,,,0,,C. Love Free Throw 1 of 2 (11 PTS),[1631126],1610612757.0,POR,,,,Love,C. Love,,,,,,,,,,,Made,11.0,,,,,,,,,,,,,,
443,PT05M45.00S,2026-01-10T04:39:39.1Z,3,REGULAR,freethrow,2 of 2,[],1631126,,,1610612757,72,72,2026-01-10T04:39:39Z,4400000,False,,,0,,C. Love Free Throw 2 of 2 (12 PTS),[1631126],1610612757.0,POR,,,,Love,C. Love,,,,,,,,,,,Made,12.0,,,,,,,,,,,,,,
444,PT05M23.00S,2026-01-10T04:40:02.2Z,3,REGULAR,3pt,Jump Shot,[],201142,33.85348226018397,48.77450980392157,1610612745,72,75,2026-01-10T04:40:09Z,4410000,False,6.0,266.0,1,left,K. Durant 26' 3PT pullup (20 PTS) (R. Sheppard 2 AST),"[201142, 1642263]",1610612745.0,HOU,pullup,,,Durant,K. Durant,,,,,Above the Break 3,24+ Center,,,,26.58,Made,20.0,R. Sheppard,1642263.0,2.0,,,,,,,,,,,
446,PT05M02.00S,2026-01-10T04:40:22.0Z,3,REGULAR,3pt,Jump Shot,[],1641712,80.1084099868594,6.127450980392156,1610612757,72,75,2026-01-10T04:40:27Z,4430000,False,-219.0,134.0,1,right,MISS R. Rupert 25' 3PT,[1641712],1610612757.0,POR,,,,Rupert,R. Rupert,,,,,Above the Break 3,24+ Left Center,,,,25.73,Missed,,,,,,,,,,,,,,,
447,PT05M00.00S,2026-01-10T04:40:24.0Z,3,REGULAR,rebound,offensive,[],1642270,,,1610612757,72,75,2026-01-10T04:40:27Z,4440000,False,,,0,,D. Clingan REBOUND (Off:3 Def:8),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,446.0,,,,,,11.0,8.0,3.0
448,PT04M56.00S,2026-01-10T04:40:28.8Z,3,REGULAR,turnover,bad pass,[],1642270,,,1610612757,72,75,2026-01-10T04:40:33Z,4450000,False,,,0,,D. Clingan bad pass TURNOVER (1 TO),"[1642270, 1631095]",1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Mid-Range,8-16 Right,1.0,Smith Jr.,1631095.0,,,,,,,,,,,,,,,,,
449,PT04M56.00S,2026-01-10T04:40:28.8Z,3,REGULAR,steal,,[],1631095,,,1610612745,72,75,2026-01-10T04:40:31Z,4460000,False,,,0,,J. Smith Jr. STEAL (2 STL),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
450,PT04M45.00S,2026-01-10T04:40:38.9Z,3,REGULAR,turnover,bad pass,[],201142,,,1610612745,72,75,2026-01-10T04:40:45Z,4470000,False,,,0,,K. Durant bad pass TURNOVER (1 TO),"[201142, 1630166]",1610612745.0,HOU,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Left Center,1.0,Avdija,1630166.0,,,,,,,,,,,,,,,,,
451,PT04M45.00S,2026-01-10T04:40:38.9Z,3,REGULAR,steal,,[],1630166,,,1610612757,72,75,2026-01-10T04:40:40Z,4480000,False,,,0,,D. Avdija STEAL (1 STL),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
452,PT04M42.00S,2026-01-10T04:40:44.6Z,3,REGULAR,turnover,out-of-bounds,[],1641739,,,1610612757,72,75,2026-01-10T04:41:31Z,4490000,False,,,0,,T. Camara step out-of-bounds TURNOVER (2 TO),[1641739],1610612757.0,POR,step,,,Camara,T. Camara,,,,,Right Corner 3,24+ Right,2.0,,,,,,,,,,,,200834.0,,,,,,,
453,PT04M30.00S,2026-01-10T04:41:13.5Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1642263,32.53942181340342,27.696078431372552,1610612745,72,78,2026-01-10T04:41:17Z,4500000,False,112.0,253.0,1,left,R. Sheppard 27' 3PT  (13 PTS) (K. Durant 3 AST),"[1642263, 201142]",1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,Above the Break 3,24+ Right Center,,,,27.68,Made,13.0,K. Durant,201142.0,3.0,,,,,,,,,,,
455,PT04M21.00S,2026-01-10T04:41:22.5Z,3,REGULAR,3pt,Jump Shot,[],1631126,70.25295663600527,72.30392156862744,1610612757,72,78,2026-01-10T04:41:27Z,4520000,False,112.0,227.0,1,right,MISS C. Love 25' pullup 3PT,[1631126],1610612757.0,POR,pullup,,,Love,C. Love,,,,,Above the Break 3,24+ Right Center,,,,25.3,Missed,,,,,,,,,,,,,,,
456,PT04M19.00S,2026-01-10T04:41:25.3Z,3,REGULAR,rebound,offensive,[],1642270,,,1610612757,72,78,2026-01-10T04:41:25Z,4530000,False,,,0,,D. Clingan REBOUND (Off:4 Def:8),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,455.0,,,,,,12.0,8.0,4.0
457,PT04M13.00S,2026-01-10T04:41:30.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630166,92.85479632063075,53.67647058823529,1610612757,74,78,2026-01-10T04:41:35Z,4540000,False,18.0,15.0,1,right,D. Avdija cutting finger roll Layup (13 PTS) (D. Clingan 6 AST),"[1630166, 1642270]",1610612757.0,POR,cutting finger roll,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,,,,2.36,Made,13.0,D. Clingan,1642270.0,6.0,,,,,,,,,,,
459,PT03M56.00S,2026-01-10T04:41:47.8Z,3,REGULAR,2pt,Jump Shot,[],1642263,20.97568988173456,57.107843137254896,1610612745,74,78,2026-01-10T04:41:51Z,4560000,False,-36.0,145.0,1,left,MISS R. Sheppard 14' pullup Shot,[1642263],1610612745.0,HOU,pullup,,,Sheppard,R. Sheppard,,,,,Mid-Range,8-16 Center,,,,14.9,Missed,,,,,,,,,,,,,,,
460,PT03M54.00S,2026-01-10T04:41:49.8Z,3,REGULAR,rebound,defensive,[],1642270,,,1610612757,74,78,2026-01-10T04:41:51Z,4570000,False,,,0,,D. Clingan REBOUND (Off:4 Def:9),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,459.0,,,,,,13.0,9.0,4.0
461,PT03M52.00S,2026-01-10T04:41:51.0Z,3,REGULAR,turnover,lost ball,[],1642270,,,1610612757,74,78,2026-01-10T04:41:57Z,4580000,False,,,0,,D. Clingan lost ball TURNOVER (2 TO),"[1642270, 1629006]",1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Restricted Area,0-8 Center,2.0,Okogie,1629006.0,,,,,,,,,,,,,,,,,
462,PT03M52.00S,2026-01-10T04:41:51.0Z,3,REGULAR,steal,,[],1629006,,,1610612745,74,78,2026-01-10T04:41:53Z,4590000,False,,,0,,J. Okogie STEAL (1 STL),[1629006],1610612745.0,HOU,,,,Okogie,J. Okogie,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
463,PT03M50.00S,2026-01-10T04:41:54.0Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1642263,33.065045992115635,48.03921568627451,1610612745,74,81,2026-01-10T04:41:59Z,4600000,False,10.0,258.0,1,left,R. Sheppard 25' 3PT  (16 PTS) (J. Okogie 1 AST),"[1642263, 1629006]",1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,Above the Break 3,24+ Center,,,,25.85,Made,16.0,J. Okogie,1629006.0,1.0,,,,,,,,,,,
465,PT03M50.00S,2026-01-10T04:42:01.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,74,81,2026-01-10T04:42:01Z,4620000,False,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,PT03M50.00S,2026-01-10T04:43:05.3Z,3,REGULAR,substitution,out,[],1642270,,,1610612757,74,81,2026-01-10T04:45:13Z,4630000,False,,,0,,SUB out: D. Clingan,[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,,,,,,,,,,,,,,,,,,,,,,
467,PT03M50.00S,2026-01-10T04:43:05.3Z,3,REGULAR,substitution,out,[],1631095,,,1610612757,74,81,2026-01-10T04:45:13Z,4640000,False,,,0,,SUB out: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
468,PT03M50.00S,2026-01-10T04:43:05.3Z,3,REGULAR,substitution,in,[],1642905,,,1610612757,74,81,2026-01-10T04:45:13Z,4650000,False,,,0,,SUB in: Yang,[1642905],1610612757.0,POR,,,,Hansen,Yang,,,,,,,,,,,,,,,,,,,,,,,,,,
469,PT03M50.00S,2026-01-10T04:43:05.3Z,3,REGULAR,substitution,in,[],1641708,,,1610612757,74,81,2026-01-10T04:45:13Z,4660000,False,,,0,,SUB in: A. Thompson,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
470,PT03M30.00S,2026-01-10T04:45:35.8Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1642905,83.919185282523,58.08823529411765,1610612757,74,81,2026-01-10T04:45:44Z,4670000,False,40.0,99.0,1,right,MISS Yang 10' driving Hook - blocked,"[1642905, 203991]",1610612757.0,POR,driving,,,Hansen,Yang,,,,,In The Paint (Non-RA),8-16 Center,,,,10.66,Missed,,,,,Capela,203991.0,,,,,,,,,
471,PT03M30.00S,2026-01-10T04:45:35.8Z,3,REGULAR,block,,[],203991,,,1610612757,74,81,2026-01-10T04:45:38Z,4680000,False,,,0,,C. Capela BLOCK (1 BLK),[203991],1610612745.0,HOU,,,,Capela,C. Capela,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
472,PT03M26.00S,2026-01-10T04:45:39.8Z,3,REGULAR,rebound,defensive,[],1629006,,,1610612745,74,81,2026-01-10T04:45:44Z,4690000,False,,,0,,J. Okogie REBOUND (Off:0 Def:1),[1629006],1610612745.0,HOU,,,,Okogie,J. Okogie,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,470.0,,,,,,1.0,1.0,0.0
473,PT03M25.00S,2026-01-10T04:45:40.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629006,8.360709592641262,44.36274509803921,1610612745,74,83,2026-01-10T04:45:47Z,4700000,False,28.0,26.0,1,left,J. Okogie running Layup (2 PTS),[1629006],1610612745.0,HOU,running,,,Okogie,J. Okogie,,,,,Restricted Area,0-8 Center,,,,3.84,Made,2.0,,,,,,,,,,,,,,
474,PT03M09.00S,2026-01-10T04:45:55.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630166,86.28449408672799,47.549019607843135,1610612757,74,83,2026-01-10T04:46:03Z,4710000,False,-12.0,76.0,1,right,MISS D. Avdija 7' driving floating Shot - blocked,"[1630166, 201142]",1610612757.0,POR,driving floating,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),0-8 Center,,,,7.74,Missed,,,,,Durant,201142.0,,,,,,,,,
475,PT03M09.00S,2026-01-10T04:45:55.3Z,3,REGULAR,block,,[],201142,,,1610612757,74,83,2026-01-10T04:45:57Z,4720000,False,,,0,,K. Durant BLOCK (2 BLK),[201142],1610612745.0,HOU,,,,Durant,K. Durant,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
476,PT03M07.00S,2026-01-10T04:45:57.3Z,3,REGULAR,rebound,defensive,[],201142,,,1610612745,74,83,2026-01-10T04:46:03Z,4730000,False,,,0,,K. Durant REBOUND (Off:0 Def:8),[201142],1610612745.0,HOU,,,,Durant,K. Durant,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,474.0,,,,,,8.0,8.0,0.0
477,PT02M59.00S,2026-01-10T04:46:05.9Z,3,REGULAR,3pt,Jump Shot,[],1642263,29.77989487516426,75.24509803921569,1610612745,74,83,2026-01-10T04:46:15Z,4740000,False,-126.0,227.0,1,left,MISS R. Sheppard 26' 3PT,[1642263],1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,Above the Break 3,24+ Left Center,,,,26.01,Missed,,,,,,,,,,,,,,,
478,PT02M57.00S,2026-01-10T04:46:07.9Z,3,REGULAR,rebound,offensive,[],203991,,,1610612745,74,83,2026-01-10T04:46:25Z,4750000,False,,,0,,C. Capela REBOUND (Off:2 Def:1),[203991],1610612745.0,HOU,,,,Capela,C. Capela,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,477.0,,,,,,3.0,1.0,2.0
480,PT02M48.00S,2026-01-10T04:46:31.7Z,3,REGULAR,turnover,bad pass,[],1629006,,,1610612745,74,83,2026-01-10T04:46:36Z,4770000,False,,,0,,J. Okogie bad pass TURNOVER (1 TO),"[1629006, 1641712]",1610612745.0,HOU,,,,Okogie,J. Okogie,,,,,In The Paint (Non-RA),0-8 Center,1.0,Rupert,1641712.0,,,,,,,,,,,,,,,,,
481,PT02M48.00S,2026-01-10T04:46:31.7Z,3,REGULAR,steal,,[],1641712,,,1610612757,74,83,2026-01-10T04:46:33Z,4780000,False,,,0,,R. Rupert STEAL (1 STL),[1641712],1610612757.0,POR,,,,Rupert,R. Rupert,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
482,PT02M36.00S,2026-01-10T04:46:43.3Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1641739,72.48685939553219,17.647058823529413,1610612757,74,83,2026-01-10T04:46:49Z,4790000,False,-162.0,206.0,1,right,MISS T. Camara 26' 3PT,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Above the Break 3,24+ Left Center,,,,26.2,Missed,,,,,,,,,,,,,,,
483,PT02M31.00S,2026-01-10T04:46:48.3Z,3,REGULAR,rebound,defensive,[],201142,,,1610612745,74,83,2026-01-10T04:46:49Z,4800000,False,,,0,,K. Durant REBOUND (Off:0 Def:9),[201142],1610612745.0,HOU,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,482.0,,,,,,9.0,9.0,0.0
484,PT02M22.00S,2026-01-10T04:46:57.0Z,3,REGULAR,3pt,Jump Shot,[],201142,31.750985545335087,31.61764705882353,1610612745,74,86,2026-01-10T04:47:03Z,4810000,False,92.0,246.0,1,left,K. Durant 26' 3PT  (23 PTS) (J. Okogie 2 AST),"[201142, 1629006]",1610612745.0,HOU,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Right Center,,,,26.26,Made,23.0,J. Okogie,1629006.0,2.0,,,,,,,,,,,
486,PT02M02.00S,2026-01-10T04:47:17.2Z,3,REGULAR,3pt,Jump Shot,[],1630166,71.69842312746385,14.460784313725492,1610612757,74,86,2026-01-10T04:47:25Z,4830000,False,-178.0,214.0,1,right,MISS D. Avdija 27' 3PT,[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Left Center,,,,27.78,Missed,,,,,,,,,,,,,,,
487,PT01M58.00S,2026-01-10T04:47:21.2Z,3,REGULAR,rebound,defensive,[],1629006,,,1610612745,74,86,2026-01-10T04:47:25Z,4840000,False,,,0,,J. Okogie REBOUND (Off:0 Def:2),[1629006],1610612745.0,HOU,,,,Okogie,J. Okogie,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,486.0,,,,,,2.0,2.0,0.0
488,PT01M57.00S,2026-01-10T04:47:24.1Z,3,REGULAR,foul,personal,['2freethrow'],1630166,,,1610612745,74,86,2026-01-10T04:47:32Z,4850000,False,,,0,,D. Avdija shooting personal FOUL (1 PF) (Okogie 2 FT),"[1630166, 1629006]",1610612757.0,POR,shooting,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,200834.0,1.0,0.0,Okogie,1629006.0,,,
490,PT01M57.00S,2026-01-10T04:48:02.8Z,3,REGULAR,freethrow,1 of 2,[],1629006,,,1610612745,74,86,2026-01-10T04:48:34Z,4870000,False,,,0,,MISS J. Okogie Free Throw 1 of 2,[1629006],1610612745.0,HOU,,,,Okogie,J. Okogie,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
491,PT01M57.00S,2026-01-10T04:48:02.8Z,3,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612745,74,86,2026-01-10T04:48:34Z,4880000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,490.0,,,,,,,,
492,PT01M57.00S,2026-01-10T04:48:05.0Z,3,REGULAR,substitution,out,[],1630166,,,1610612745,74,86,2026-01-10T04:48:16Z,4890000,False,,,0,,SUB out: D. Avdija,[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
493,PT01M57.00S,2026-01-10T04:48:05.0Z,3,REGULAR,substitution,out,[],1641712,,,1610612745,74,86,2026-01-10T04:48:16Z,4900000,False,,,0,,SUB out: R. Rupert,[1641712],1610612757.0,POR,,,,Rupert,R. Rupert,,,,,,,,,,,,,,,,,,,,,,,,,,
494,PT01M57.00S,2026-01-10T04:48:05.0Z,3,REGULAR,substitution,in,[],1641871,,,1610612745,74,86,2026-01-10T04:48:16Z,4910000,False,,,0,,SUB in: D. Reath,[1641871],1610612757.0,POR,,,,Reath,D. Reath,,,,,,,,,,,,,,,,,,,,,,,,,,
495,PT01M57.00S,2026-01-10T04:48:05.0Z,3,REGULAR,substitution,in,[],1631101,,,1610612745,74,86,2026-01-10T04:48:16Z,4920000,False,,,0,,SUB in: S. Sharpe,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
496,PT01M57.00S,2026-01-10T04:48:02.8Z,3,REGULAR,freethrow,2 of 2,[],1629006,,,1610612745,74,86,2026-01-10T04:48:34Z,4930000,False,,,0,,MISS J. Okogie Free Throw 2 of 2,[1629006],1610612745.0,HOU,,,,Okogie,J. Okogie,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
497,PT01M53.00S,2026-01-10T04:48:06.8Z,3,REGULAR,rebound,offensive,[],1629006,,,1610612745,74,86,2026-01-10T04:48:34Z,4940000,False,,,0,,J. Okogie REBOUND (Off:1 Def:2),[1629006],1610612745.0,HOU,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,496.0,,,,,,3.0,2.0,1.0
498,PT01M52.00S,2026-01-10T04:48:34.5Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],201142,33.98488830486202,41.42156862745098,1610612745,74,86,2026-01-10T04:48:41Z,4950000,False,43.0,267.0,1,left,MISS K. Durant 27' 3PT,[201142],1610612745.0,HOU,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Center,,,,27.04,Missed,,,,,,,,,,,,,,,
499,PT01M48.00S,2026-01-10T04:48:38.5Z,3,REGULAR,rebound,offensive,[],201142,,,1610612745,74,86,2026-01-10T04:48:41Z,4960000,False,,,0,,K. Durant REBOUND (Off:1 Def:9),[201142],1610612745.0,HOU,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,498.0,,,,,,10.0,9.0,1.0
500,PT01M47.00S,2026-01-10T04:48:39.9Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1642263,7.5722733245729295,93.87254901960785,1610612745,74,86,2026-01-10T04:48:43Z,4970000,False,-219.0,19.0,1,left,MISS R. Sheppard 3PT,[1642263],1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,Left Corner 3,24+ Left,,,,22.02,Missed,,,,,,,,,,,,,,,
501,PT01M44.00S,2026-01-10T04:48:42.9Z,3,REGULAR,rebound,offensive,[],1629006,,,1610612745,74,86,2026-01-10T04:48:43Z,4980000,False,,,0,,J. Okogie REBOUND (Off:2 Def:2),[1629006],1610612745.0,HOU,,,,Okogie,J. Okogie,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,500.0,,,,,,4.0,2.0,2.0
502,PT01M37.00S,2026-01-10T04:48:49.2Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629006,8.09789750328515,4.411764705882353,1610612745,74,86,2026-01-10T04:48:53Z,4990000,False,228.0,24.0,1,left,MISS J. Okogie 3PT - blocked,"[1629006, 1641871]",1610612745.0,HOU,,,,Okogie,J. Okogie,,,,,Right Corner 3,24+ Right,,,,22.91,Missed,,,,,Reath,1641871.0,,,,,,,,,
503,PT01M37.00S,2026-01-10T04:48:49.2Z,3,REGULAR,block,,[],1641871,,,1610612745,74,86,2026-01-10T04:48:51Z,5000000,False,,,0,,D. Reath BLOCK (1 BLK),[1641871],1610612757.0,POR,,,,Reath,D. Reath,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,,,,,,
504,PT01M34.00S,2026-01-10T04:48:52.2Z,3,REGULAR,rebound,offensive,[],203991,,,1610612745,74,86,2026-01-10T04:48:53Z,5010000,False,,,0,,C. Capela REBOUND (Off:3 Def:1),[203991],1610612745.0,HOU,,,,Capela,C. Capela,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,502.0,,,,,,4.0,1.0,3.0
505,PT01M34.00S,2026-01-10T04:48:52.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203991,8.623521681997373,37.745098039215684,1610612745,74,86,2026-01-10T04:48:55Z,5020000,False,61.0,29.0,1,left,MISS C. Capela 6' putback Layup,[203991],1610612745.0,HOU,putback,,,Capela,C. Capela,,,,,In The Paint (Non-RA),0-8 Center,,,,6.76,Missed,,,,,,,,,,,,,,,
506,PT01M32.00S,2026-01-10T04:48:54.9Z,3,REGULAR,rebound,defensive,[],1631126,,,1610612757,74,86,2026-01-10T05:07:06Z,5030000,False,,,0,,C. Love REBOUND (Off:0 Def:2),[1631126],1610612757.0,POR,,,,Love,C. Love,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,505.0,,,,,,2.0,2.0,0.0
508,PT01M22.00S,2026-01-10T04:49:08.7Z,3,REGULAR,substitution,out,[],1629006,,,1610612757,74,86,2026-01-10T04:49:19Z,5050000,False,,,0,,SUB out: J. Okogie,[1629006],1610612745.0,HOU,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,,,
509,PT01M22.00S,2026-01-10T04:49:08.7Z,3,REGULAR,substitution,in,[],1631095,,,1610612757,74,86,2026-01-10T04:49:19Z,5060000,False,,,0,,SUB in: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
510,PT01M20.00S,2026-01-10T04:49:28.9Z,3,REGULAR,3pt,Jump Shot,[],1631101,75.50919842312747,10.53921568627451,1610612757,74,86,2026-01-10T04:49:37Z,5070000,False,-197.0,178.0,1,right,MISS S. Sharpe 26' 3PT,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Left Center,,,,26.55,Missed,,,,,,,,,,,,,,,
511,PT01M17.00S,2026-01-10T04:49:32.3Z,3,REGULAR,rebound,offensive,[],1642905,,,1610612757,74,86,2026-01-10T04:49:32Z,5080000,False,,,0,,Yang REBOUND (Off:1 Def:0),[1642905],1610612757.0,POR,,,,Hansen,Yang,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,510.0,,,,,,1.0,0.0,1.0
512,PT01M15.00S,2026-01-10T04:49:34.0Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1631126,66.96780551905388,51.225490196078425,1610612757,77,86,2026-01-10T04:50:54Z,5090000,False,6.0,258.0,1,right,C. Love 25' 3PT step back (15 PTS) (Yang 1 AST),"[1631126, 1642905]",1610612757.0,POR,step back,,,Love,C. Love,,,,,Above the Break 3,24+ Center,,,,25.81,Made,15.0,Yang,1642905.0,1.0,,,,,,,,,,,
514,PT01M00.00S,2026-01-10T04:49:48.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1641708,8.229303547963205,48.03921568627451,1610612745,77,88,2026-01-10T04:49:52Z,5110000,False,10.0,25.0,1,left,A. Thompson driving finger roll Layup (20 PTS),[1641708],1610612745.0,HOU,driving finger roll,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,,,,2.68,Made,20.0,,,,,,,,,,,,,,
515,PT00M45.90S,2026-01-10T04:50:04.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631101,90.88370565045992,48.529411764705884,1610612757,77,88,2026-01-10T04:50:10Z,5120000,False,-7.0,33.0,1,right,MISS S. Sharpe driving finger roll Layup,[1631101],1610612757.0,POR,driving finger roll,,,Sharpe,S. Sharpe,,,,,Restricted Area,0-8 Center,,,,3.4,Missed,,,,,,,,,,,,,,,
516,PT00M44.20S,2026-01-10T04:50:06.1Z,3,REGULAR,rebound,offensive,[],1641871,,,1610612757,77,88,2026-01-10T05:07:36Z,5130000,False,,,0,,D. Reath REBOUND (Off:1 Def:0),[1641871],1610612757.0,POR,,,,Reath,D. Reath,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,515.0,,,,,,1.0,0.0,1.0
517,PT00M42.90S,2026-01-10T04:50:07.5Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1641739,87.72996057818659,94.85294117647058,1610612757,77,88,2026-01-10T04:50:12Z,5140000,False,224.0,63.0,1,right,MISS T. Camara 3PT,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Right Corner 3,24+ Right,,,,23.29,Missed,,,,,,,,,,,,,,,
