actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal
176,PT11M36.00S,2026-01-10T03:38:29.4Z,2,REGULAR,foul,personal,['1freethrow'],1631106,,,1610612757,30,29,2026-01-10T03:38:44Z,1750000,False,,,0,,T. Eason shooting personal FOUL (1 PF) (Sharpe 1 FT),"[1631106, 1631101]",1610612745.0,HOU,shooting,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1627961.0,1.0,0.0,Sharpe,1631101.0,,,
178,PT11M36.00S,2026-01-10T03:38:52.8Z,2,REGULAR,freethrow,1 of 1,['2ndchance'],1631101,,,1610612757,31,29,2026-01-10T03:38:52Z,1770000,False,,,0,,S. Sharpe Free Throw 1 of 1 (10 PTS),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,,,,Made,10.0,,,,,,,,,,,,,,
179,PT11M18.00S,2026-01-10T03:39:12.0Z,2,REGULAR,2pt,Jump Shot,[],1631095,79.05716162943496,36.51960784313725,1610612745,31,29,2026-01-10T03:39:18Z,1780000,False,-67.0,144.0,1,right,MISS J. Smith Jr. 15' Jump Shot,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Mid-Range,8-16 Center,,,,15.94,Missed,,,,,,,,,,,,,,,
180,PT11M16.00S,2026-01-10T03:39:14.0Z,2,REGULAR,rebound,offensive,[],1641708,,,1610612745,31,29,2026-01-10T03:39:18Z,1790000,False,,,0,,A. Thompson REBOUND (Off:1 Def:2),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,179.0,,,,,,3.0,2.0,1.0
181,PT11M14.00S,2026-01-10T03:39:15.9Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1631095,67.88764783180025,38.48039215686275,1610612745,31,29,2026-01-10T03:39:20Z,1800000,False,-58.0,249.0,1,right,MISS J. Smith Jr. 25' 3PT,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Center,,,,25.6,Missed,,,,,,,,,,,,,,,
182,PT11M14.00S,2026-01-10T03:39:15.9Z,2,REGULAR,rebound,defensive,[],1629057,,,1610612757,31,29,2026-01-10T03:39:20Z,1810000,False,,,0,,R. Williams III REBOUND (Off:1 Def:1),[1629057],1610612757.0,POR,,,,Williams III,R. Williams III,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,181.0,,,,,,2.0,1.0,1.0
183,PT11M08.00S,2026-01-10T03:39:24.3Z,2,REGULAR,foul,personal,['2freethrow'],1641708,,,1610612757,31,29,2026-01-10T03:39:36Z,1820000,False,,,0,,A. Thompson shooting personal FOUL (1 PF) (Avdija 2 FT),"[1641708, 1630166]",1610612745.0,HOU,shooting,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,200834.0,1.0,0.0,Avdija,1630166.0,,,
185,PT11M08.00S,2026-01-10T03:39:57.2Z,2,REGULAR,freethrow,1 of 2,[],1630166,,,1610612757,32,29,2026-01-10T03:39:57Z,1840000,False,,,0,,D. Avdija Free Throw 1 of 2 (1 PTS),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,
186,PT11M08.00S,2026-01-10T03:40:19.4Z,2,REGULAR,freethrow,2 of 2,[],1630166,,,1610612757,33,29,2026-01-10T03:40:19Z,1850000,False,,,0,,D. Avdija Free Throw 2 of 2 (2 PTS),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,,,,Made,2.0,,,,,,,,,,,,,,
187,PT10M57.00S,2026-01-10T03:40:32.4Z,2,REGULAR,3pt,Jump Shot,[],1641708,86.94152431011827,3.6764705882352944,1610612745,33,29,2026-01-10T03:40:38Z,1860000,False,-232.0,70.0,1,right,MISS A. Thompson 24' 3PT,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Left Corner 3,24+ Left,,,,24.2,Missed,,,,,,,,,,,,,,,
188,PT10M55.00S,2026-01-10T03:40:34.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612745,33,29,2026-01-10T03:42:05Z,1870000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,187.0,,,,,,,,
190,PT10M55.00S,2026-01-10T03:41:01.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,33,29,2026-01-10T03:42:05Z,1890000,False,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT10M55.00S,2026-01-10T03:42:29.9Z,2,REGULAR,substitution,out,[],1629006,,,1610612745,33,29,2026-01-10T03:43:19Z,1910000,False,,,0,,SUB out: J. Okogie,[1629006],1610612745.0,HOU,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT10M55.00S,2026-01-10T03:42:29.9Z,2,REGULAR,substitution,in,[],203500,,,1610612745,33,29,2026-01-10T03:43:19Z,1920000,False,,,0,,SUB in: S. Adams,[203500],1610612745.0,HOU,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT10M47.00S,2026-01-10T03:43:52.5Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1631095,82.9993429697766,37.99019607843137,1610612745,33,31,2026-01-10T03:43:57Z,1930000,False,-60.0,107.0,1,right,J. Smith Jr. 12' turnaround fadeaway Jump Shot (8 PTS),[1631095],1610612745.0,HOU,turnaround fadeaway,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,12.29,Made,8.0,,,,,,,,,,,,,,
195,PT10M31.00S,2026-01-10T03:44:07.5Z,2,REGULAR,3pt,Jump Shot,[],1642905,8.623521681997373,95.83333333333334,1610612757,33,31,2026-01-10T03:44:11Z,1940000,False,-229.0,29.0,1,left,MISS Yang 3PT,[1642905],1610612757.0,POR,,,,Hansen,Yang,,,,,Left Corner 3,24+ Left,,,,23.1,Missed,,,,,,,,,,,,,,,
196,PT10M30.00S,2026-01-10T03:44:08.5Z,2,REGULAR,rebound,defensive,[],1641708,,,1610612745,33,31,2026-01-10T03:44:11Z,1950000,False,,,0,,A. Thompson REBOUND (Off:1 Def:3),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,195.0,,,,,,4.0,3.0,1.0
197,PT10M20.00S,2026-01-10T03:44:19.4Z,2,REGULAR,3pt,Jump Shot,[],1642263,69.59592641261499,17.401960784313726,1610612745,33,31,2026-01-10T03:44:24Z,1960000,False,-163.0,233.0,1,right,MISS R. Sheppard 28' 3PT,[1642263],1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,Above the Break 3,24+ Left Center,,,,28.46,Missed,,,,,,,,,,,,,,,
198,PT10M16.00S,2026-01-10T03:44:23.5Z,2,REGULAR,rebound,offensive,[],203500,,,1610612745,33,31,2026-01-10T03:44:23Z,1970000,False,,,0,,S. Adams REBOUND (Off:2 Def:1),[203500],1610612745.0,HOU,,,,Adams,S. Adams,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,197.0,,,,,,3.0,1.0,2.0
199,PT10M11.00S,2026-01-10T03:44:30.8Z,2,REGULAR,foul,personal,[],1642905,,,1610612745,33,31,2026-01-10T03:44:42Z,1980000,False,,,0,,Yang loose ball personal FOUL (2 PF),"[1642905, 203500]",1610612757.0,POR,loose ball,,,Hansen,Yang,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,1627961.0,2.0,0.0,Adams,203500.0,,,
201,PT10M11.00S,2026-01-10T03:44:45.3Z,2,REGULAR,substitution,out,[],1642905,,,1610612745,33,31,2026-01-10T03:44:50Z,2000000,False,,,0,,SUB out: Yang,[1642905],1610612757.0,POR,,,,Hansen,Yang,,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT10M11.00S,2026-01-10T03:44:45.3Z,2,REGULAR,substitution,in,[],1642270,,,1610612745,33,31,2026-01-10T03:44:50Z,2010000,False,,,0,,SUB in: D. Clingan,[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT10M06.00S,2026-01-10T03:45:13.8Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1641708,80.6340341655716,64.2156862745098,1610612745,33,31,2026-01-10T03:45:19Z,2020000,False,71.0,130.0,1,right,MISS A. Thompson 14' pullup Shot,[1641708],1610612745.0,HOU,pullup,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),8-16 Center,,,,14.77,Missed,,,,,,,,,,,,,,,
204,PT10M03.00S,2026-01-10T03:45:16.8Z,2,REGULAR,rebound,defensive,[],1642270,,,1610612757,33,31,2026-01-10T03:45:19Z,2030000,False,,,0,,D. Clingan REBOUND (Off:1 Def:3),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,203.0,,,,,,4.0,3.0,1.0
205,PT09M59.00S,2026-01-10T03:45:22.5Z,2,REGULAR,foul,personal,[],1631106,,,1610612757,33,31,2026-01-10T03:45:30Z,2040000,False,,,0,,T. Eason personal FOUL (2 PF),"[1631106, 1630166]",1610612745.0,HOU,,,,Eason,T. Eason,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,201245.0,2.0,0.0,Avdija,1630166.0,,,
207,PT09M49.00S,2026-01-10T03:45:48.3Z,2,REGULAR,turnover,lost ball,[],1630166,,,1610612757,33,31,2026-01-10T03:45:53Z,2060000,False,,,0,,D. Avdija lost ball TURNOVER (3 TO),"[1630166, 1631106]",1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Mid-Range,8-16 Left,3.0,Eason,1631106.0,,,,,,,,,,,,,,,,,
208,PT09M49.00S,2026-01-10T03:45:48.3Z,2,REGULAR,steal,,[],1631106,,,1610612745,33,31,2026-01-10T03:45:50Z,2070000,False,,,0,,T. Eason STEAL (2 STL),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
209,PT09M44.00S,2026-01-10T03:45:53.5Z,2,REGULAR,turnover,out-of-bounds,[],1642263,,,1610612745,33,31,2026-01-10T03:46:01Z,2080000,False,,,0,,R. Sheppard bad pass out-of-bounds TURNOVER (1 TO),[1642263],1610612745.0,HOU,bad pass,,,Sheppard,R. Sheppard,,,,,In The Paint (Non-RA),0-8 Center,1.0,,,,,,,,,,,,201245.0,,,,,,,
210,PT09M29.00S,2026-01-10T03:46:17.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1631101,32.276609724047304,37.254901960784316,1610612757,36,31,2026-01-10T03:46:21Z,2090000,False,64.0,251.0,1,left,S. Sharpe 25' 3PT pullup (13 PTS),[1631101],1610612757.0,POR,pullup,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Center,,,,25.89,Made,13.0,,,,,,,,,,,,,,
211,PT09M16.00S,2026-01-10T03:46:29.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642263,80.3712220762155,46.07843137254902,1610612745,36,31,2026-01-10T03:46:33Z,2100000,False,-20.0,132.0,1,right,MISS R. Sheppard 13' pullup Shot,[1642263],1610612745.0,HOU,pullup,,,Sheppard,R. Sheppard,,,,,In The Paint (Non-RA),8-16 Center,,,,13.34,Missed,,,,,,,,,,,,,,,
212,PT09M14.00S,2026-01-10T03:46:32.3Z,2,REGULAR,rebound,offensive,[],203500,,,1610612745,36,31,2026-01-10T03:46:32Z,2110000,False,,,0,,S. Adams REBOUND (Off:3 Def:1),[203500],1610612745.0,HOU,,,,Adams,S. Adams,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,211.0,,,,,,4.0,1.0,3.0
213,PT09M05.00S,2026-01-10T03:46:41.0Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1631106,78.13731931668858,47.30392156862745,1610612745,36,33,2026-01-10T03:46:45Z,2120000,False,-13.0,153.0,1,right,T. Eason 15' pullup Jump Shot (3 PTS),[1631106],1610612745.0,HOU,pullup,,,Eason,T. Eason,,,,,Mid-Range,8-16 Center,,,,15.36,Made,3.0,,,,,,,,,,,,,,
214,PT09M05.00S,2026-01-10T03:46:49.3Z,2,REGULAR,foul,personal,[],1631095,,,1610612757,36,33,2026-01-10T03:47:00Z,2130000,False,,,0,,J. Smith Jr. loose ball personal FOUL (1 PF),"[1631095, 1631101]",1610612745.0,HOU,loose ball,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,201245.0,1.0,0.0,Sharpe,1631101.0,,,
216,PT08M56.00S,2026-01-10T03:47:16.8Z,2,REGULAR,2pt,Jump Shot,[],1631101,11.908672798948752,68.87254901960785,1610612757,36,33,2026-01-10T03:47:21Z,2150000,False,-94.0,59.0,1,left,MISS S. Sharpe 11' step back Shot,[1631101],1610612757.0,POR,step back,,,Sharpe,S. Sharpe,,,,,Mid-Range,8-16 Left,,,,11.15,Missed,,,,,,,,,,,,,,,
217,PT08M53.00S,2026-01-10T03:47:19.8Z,2,REGULAR,rebound,defensive,[],203500,,,1610612745,36,33,2026-01-10T03:47:21Z,2160000,False,,,0,,S. Adams REBOUND (Off:3 Def:2),[203500],1610612745.0,HOU,,,,Adams,S. Adams,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,216.0,,,,,,5.0,2.0,3.0
218,PT08M45.00S,2026-01-10T03:47:30.0Z,2,REGULAR,foul,personal,[],1631321,,,1610612745,36,33,2026-01-10T03:47:51Z,2170000,False,,,0,,S. Cissoko personal FOUL (2 PF),"[1631321, 203500]",1610612757.0,POR,,,,Cissoko,S. Cissoko,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,1627961.0,2.0,0.0,Adams,203500.0,,,
220,PT08M45.00S,2026-01-10T03:47:38.7Z,2,REGULAR,substitution,out,[],1629057,,,1610612745,36,33,2026-01-10T03:47:46Z,2190000,False,,,0,,SUB out: R. Williams III,[1629057],1610612757.0,POR,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT08M45.00S,2026-01-10T03:47:38.7Z,2,REGULAR,substitution,out,[],1641708,,,1610612745,36,33,2026-01-10T03:47:46Z,2200000,False,,,0,,SUB out: A. Thompson,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT08M45.00S,2026-01-10T03:47:38.7Z,2,REGULAR,substitution,in,[],1641739,,,1610612745,36,33,2026-01-10T03:47:46Z,2210000,False,,,0,,SUB in: T. Camara,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT08M45.00S,2026-01-10T03:47:38.7Z,2,REGULAR,substitution,in,[],201142,,,1610612745,36,33,2026-01-10T03:47:46Z,2220000,False,,,0,,SUB in: K. Durant,[201142],1610612745.0,HOU,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT08M35.00S,2026-01-10T03:48:07.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,80.1084099868594,56.61764705882353,1610612745,36,35,2026-01-10T03:48:12Z,2230000,False,33.0,134.0,1,right,K. Durant 13' turnaround fadeaway Jump Shot (8 PTS),[201142],1610612745.0,HOU,turnaround fadeaway,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Center,,,,13.85,Made,8.0,,,,,,,,,,,,,,
225,PT08M23.00S,2026-01-10T03:48:18.7Z,2,REGULAR,2pt,Jump Shot,[],1631101,20.97568988173456,48.77450980392157,1610612757,36,35,2026-01-10T03:48:38Z,2240000,False,6.0,145.0,1,left,MISS S. Sharpe 14' pullup Shot - blocked,"[1631101, 1631106]",1610612757.0,POR,pullup,,,Sharpe,S. Sharpe,,,,,Mid-Range,8-16 Center,,,,14.48,Missed,,,,,Eason,1631106.0,,,,,,,,,
226,PT08M23.00S,2026-01-10T03:48:18.7Z,2,REGULAR,block,,[],1631106,,,1610612757,36,35,2026-01-10T03:48:22Z,2250000,False,,,0,,T. Eason BLOCK (1 BLK),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
227,PT08M23.00S,2026-01-10T03:48:18.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612757,36,35,2026-01-10T03:48:46Z,2260000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,225.0,,,,,,,,
229,PT08M23.00S,2026-01-10T03:48:24.8Z,2,REGULAR,substitution,out,[],1631101,,,1610612757,36,35,2026-01-10T03:48:28Z,2280000,False,,,0,,SUB out: S. Sharpe,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT08M23.00S,2026-01-10T03:48:24.8Z,2,REGULAR,substitution,in,[],1631126,,,1610612757,36,35,2026-01-10T03:48:28Z,2290000,False,,,0,,SUB in: C. Love,[1631126],1610612757.0,POR,,,,Love,C. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT08M17.00S,2026-01-10T03:48:47.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631126,7.5722733245729295,47.05882352941176,1610612757,36,35,2026-01-10T03:48:51Z,2300000,False,15.0,19.0,1,left,MISS C. Love cutting Layup - blocked,"[1631126, 1631095]",1610612757.0,POR,cutting,,,Love,C. Love,,,,,Restricted Area,0-8 Center,,,,2.38,Missed,,,,,Smith Jr.,1631095.0,,,,,,,,,
232,PT08M17.00S,2026-01-10T03:48:47.2Z,2,REGULAR,block,,[],1631095,,,1610612757,36,35,2026-01-10T03:48:49Z,2310000,False,,,0,,J. Smith Jr. BLOCK (2 BLK),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
233,PT08M15.00S,2026-01-10T03:48:49.2Z,2,REGULAR,rebound,defensive,[],201142,,,1610612745,36,35,2026-01-10T03:48:51Z,2320000,False,,,0,,K. Durant REBOUND (Off:0 Def:2),[201142],1610612745.0,HOU,,,,Durant,K. Durant,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,231.0,,,,,,2.0,2.0,0.0
234,PT08M11.00S,2026-01-10T03:48:52.9Z,2,REGULAR,2pt,Jump Shot,['fastbreak'],201142,79.58278580814718,61.274509803921575,1610612745,36,35,2026-01-10T03:49:00Z,2330000,False,56.0,139.0,1,right,MISS K. Durant 15' running pullup Shot,[201142],1610612745.0,HOU,running pullup,,,Durant,K. Durant,,,,,Mid-Range,8-16 Center,,,,15.04,Missed,,,,,,,,,,,,,,,
235,PT08M07.00S,2026-01-10T03:48:56.9Z,2,REGULAR,rebound,offensive,[],203500,,,1610612745,36,35,2026-01-10T03:49:00Z,2340000,False,,,0,,S. Adams REBOUND (Off:4 Def:2),[203500],1610612745.0,HOU,,,,Adams,S. Adams,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,234.0,,,,,,6.0,2.0,4.0
236,PT08M07.00S,2026-01-10T03:48:56.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203500,94.40999984741211,50.0,1610612745,36,37,2026-01-10T03:48:56Z,2350000,False,0.0,0.0,1,right,S. Adams tip Layup (5 PTS),[203500],1610612745.0,HOU,tip,,,Adams,S. Adams,,,,,Mid-Range,8-16 Left,,,,0.0,Made,5.0,,,,,,,,,,,,,,
237,PT08M06.00S,2026-01-10T03:49:01.2Z,2,REGULAR,turnover,out-of-bounds,[],1630166,,,1610612757,36,37,2026-01-10T03:49:19Z,2360000,False,,,0,,D. Avdija bad pass out-of-bounds TURNOVER (4 TO),[1630166],1610612757.0,POR,bad pass,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,4.0,,,,,,,,,,,,200834.0,,,,,,,
238,PT07M59.00S,2026-01-10T03:49:26.7Z,2,REGULAR,foul,personal,[],1631321,,,1610612745,36,37,2026-01-10T03:49:36Z,2370000,False,,,0,,S. Cissoko personal FOUL (3 PF),"[1631321, 1631095]",1610612757.0,POR,,,,Cissoko,S. Cissoko,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,200834.0,3.0,0.0,Smith Jr.,1631095.0,,,
240,PT07M51.00S,2026-01-10T03:49:55.6Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1642263,68.9388961892247,17.647058823529413,1610612745,36,37,2026-01-10T03:49:59Z,2390000,False,-162.0,239.0,1,right,MISS R. Sheppard 28' 3PT,[1642263],1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,Above the Break 3,24+ Left Center,,,,28.9,Missed,,,,,,,,,,,,,,,
241,PT07M47.00S,2026-01-10T03:49:59.6Z,2,REGULAR,rebound,defensive,[],1642270,,,1610612757,36,37,2026-01-10T03:49:59Z,2400000,False,,,0,,D. Clingan REBOUND (Off:1 Def:4),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,240.0,,,,,,5.0,4.0,1.0
242,PT07M36.00S,2026-01-10T03:50:09.1Z,2,REGULAR,3pt,Jump Shot,[],1630166,31.750985545335087,58.08823529411765,1610612757,36,37,2026-01-10T03:50:13Z,2410000,False,-40.0,246.0,1,left,MISS D. Avdija 24' 3PT,[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Center,,,,24.93,Missed,,,,,,,,,,,,,,,
243,PT07M34.00S,2026-01-10T03:50:11.1Z,2,REGULAR,rebound,offensive,[],1642270,,,1610612757,36,37,2026-01-10T03:50:13Z,2420000,False,,,0,,D. Clingan REBOUND (Off:2 Def:4),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,242.0,,,,,,6.0,4.0,2.0
244,PT07M32.00S,2026-01-10T03:50:13.8Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1631321,27.677398160315374,21.568627450980394,1610612757,39,37,2026-01-10T03:50:18Z,2430000,False,142.0,208.0,1,left,S. Cissoko 25' 3PT  (6 PTS) (D. Clingan 4 AST),"[1631321, 1642270]",1610612757.0,POR,,,,Cissoko,S. Cissoko,,,,,Above the Break 3,24+ Right Center,,,,25.17,Made,6.0,D. Clingan,1642270.0,4.0,,,,,,,,,,,
246,PT07M13.00S,2026-01-10T03:50:35.3Z,2,REGULAR,foul,offensive,[],1631106,,,1610612745,39,37,2026-01-10T03:50:45Z,2450000,False,,,0,,T. Eason offensive FOUL (3 PF),"[1631106, 1641739]",1610612745.0,HOU,,,,Eason,T. Eason,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,200834.0,3.0,0.0,Camara,1641739.0,,,
248,PT07M13.00S,2026-01-10T03:50:35.3Z,2,REGULAR,turnover,offensive foul,[],1631106,,,1610612745,39,37,2026-01-10T03:50:35Z,2470000,False,,,0,,T. Eason offensive foul TURNOVER (2 TO),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Above the Break 3,24+ Center,2.0,,,,,,,,,,,,200834.0,,,,,,,
249,PT07M13.00S,2026-01-10T03:50:42.8Z,2,REGULAR,substitution,out,[],1631321,,,1610612757,39,37,2026-01-10T03:50:53Z,2480000,False,,,0,,SUB out: S. Cissoko,[1631321],1610612757.0,POR,,,,Cissoko,S. Cissoko,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT07M13.00S,2026-01-10T03:50:42.8Z,2,REGULAR,substitution,out,[],1631106,,,1610612757,39,37,2026-01-10T03:50:53Z,2490000,False,,,0,,SUB out: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT07M13.00S,2026-01-10T03:50:42.8Z,2,REGULAR,substitution,in,[],1641712,,,1610612757,39,37,2026-01-10T03:50:53Z,2500000,False,,,0,,SUB in: R. Rupert,[1641712],1610612757.0,POR,,,,Rupert,R. Rupert,,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT07M13.00S,2026-01-10T03:50:42.8Z,2,REGULAR,substitution,in,[],1641708,,,1610612757,39,37,2026-01-10T03:50:53Z,2510000,False,,,0,,SUB in: A. Thompson,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT07M01.00S,2026-01-10T03:51:12.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1641739,6.258212877792378,2.2058823529411766,1610612757,39,37,2026-01-10T03:51:16Z,2520000,False,239.0,6.0,1,left,MISS T. Camara 3PT,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Right Corner 3,24+ Right,,,,23.91,Missed,,,,,,,,,,,,,,,
254,PT07M01.00S,2026-01-10T03:51:12.4Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612745,39,37,2026-01-10T03:51:16Z,2530000,False,,,0,,TEAM defensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,253.0,,,,,,,,
256,PT07M01.00S,2026-01-10T03:51:21.8Z,2,REGULAR,foul,personal,[],1641712,,,1610612745,39,37,2026-01-10T03:51:29Z,2550000,False,,,0,,R. Rupert loose ball personal FOUL (2 PF),"[1641712, 1642263]",1610612757.0,POR,loose ball,,,Rupert,R. Rupert,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,200834.0,2.0,0.0,Sheppard,1642263.0,,,
258,PT06M44.00S,2026-01-10T03:51:45.7Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642270,,,1610612745,39,37,2026-01-10T03:51:55Z,2570000,False,,,0,,D. Clingan personal FOUL (1 PF) (Thompson 2 FT),"[1642270, 1641708]",1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,201245.0,1.0,0.0,Thompson,1641708.0,,,
260,PT06M44.00S,2026-01-10T03:52:18.4Z,2,REGULAR,freethrow,1 of 2,[],1641708,,,1610612745,39,38,2026-01-10T03:52:18Z,2590000,False,,,0,,A. Thompson Free Throw 1 of 2 (9 PTS),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,Made,9.0,,,,,,,,,,,,,,
261,PT06M44.00S,2026-01-10T03:52:33.2Z,2,REGULAR,freethrow,2 of 2,[],1641708,,,1610612745,39,39,2026-01-10T03:52:33Z,2600000,False,,,0,,A. Thompson Free Throw 2 of 2 (10 PTS),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,Made,10.0,,,,,,,,,,,,,,
