actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
168,PT12M00.00S,2026-02-10T03:39:36.5Z,2,REGULAR,substitution,out,['startperiod'],1630703,,,1610612755,29,31,2026-02-10T03:41:43Z,1660000,False,,,0,,SUB out: S. Henderson,[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2026-02-10T03:39:36.5Z,2,REGULAR,substitution,out,['startperiod'],1630249,,,1610612755,29,31,2026-02-10T03:41:43Z,1670000,False,,,0,,SUB out: V. Krejčí,[1630249],1610612757.0,POR,,,,Krejčí,V. Krejčí,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2026-02-10T03:39:36.5Z,2,REGULAR,substitution,out,['startperiod'],1630178,,,1610612755,29,31,2026-02-10T03:41:43Z,1680000,False,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2026-02-10T03:39:36.5Z,2,REGULAR,substitution,out,['startperiod'],1626162,,,1610612755,29,31,2026-02-10T03:41:43Z,1690000,False,,,0,,SUB out: K. Oubre Jr.,[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2026-02-10T03:39:36.5Z,2,REGULAR,substitution,in,['startperiod'],1631104,,,1610612755,29,31,2026-02-10T03:41:43Z,1700000,False,,,0,,SUB in: B. Wesley,[1631104],1610612757.0,POR,,,,Wesley,B. Wesley,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2026-02-10T03:39:36.5Z,2,REGULAR,substitution,in,['startperiod'],1631321,,,1610612755,29,31,2026-02-10T03:41:43Z,1710000,False,,,0,,SUB in: S. Cissoko,[1631321],1610612757.0,POR,,,,Cissoko,S. Cissoko,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2026-02-10T03:39:36.5Z,2,REGULAR,substitution,in,['startperiod'],1630570,,,1610612755,29,31,2026-02-10T03:41:43Z,1720000,False,,,0,,SUB in: T. Watford,[1630570],1610612755.0,PHI,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT12M00.00S,2026-02-10T03:39:36.5Z,2,REGULAR,substitution,in,['startperiod'],1642845,,,1610612755,29,31,2026-02-10T03:41:43Z,1730000,False,,,0,,SUB in: V. Edgecombe,[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT12M00.00S,2026-02-10T03:41:51.7Z,2,REGULAR,period,start,[],0,,,1610612755,29,31,2026-02-10T03:41:51Z,1740000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT11M37.00S,2026-02-10T03:42:14.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630570,11.251642575558476,55.63725490196079,1610612755,29,33,2026-02-10T03:54:40Z,1750000,False,-28.0,53.0,1,left,T. Watford 6' driving floating Jump Shot (6 PTS),[1630570],1610612755.0,PHI,driving floating,,,Watford,T. Watford,,,,,In The Paint (Non-RA),0-8 Center,6.03,Made,6.0,,,,,,,,,,,,,,,,,
178,PT11M18.00S,2026-02-10T03:42:33.5Z,2,REGULAR,2pt,Jump Shot,[],1631104,73.9323258869908,75.98039215686273,1610612757,29,33,2026-02-10T03:43:03Z,1760000,False,130.0,193.0,1,right,MISS B. Wesley 23' Jump Shot,[1631104],1610612757.0,POR,,,,Wesley,B. Wesley,,,,,Mid-Range,16-24 Right Center,23.22,Missed,,,,,,,,,,,,,,,,,,
179,PT11M13.00S,2026-02-10T03:42:38.5Z,2,REGULAR,rebound,offensive,[],1631321,,,1610612757,29,33,2026-02-10T03:42:40Z,1770000,False,,,0,,S. Cissoko REBOUND (Off:1 Def:0),[1631321],1610612757.0,POR,,,,Cissoko,S. Cissoko,,,,,Above the Break 3,24+ Right Center,,,,,,,178.0,,,,,,1.0,0.0,1.0,,,,,
180,PT11M07.00S,2026-02-10T03:42:45.8Z,2,REGULAR,turnover,out-of-bounds,[],1631321,,,1610612757,29,33,2026-02-10T03:42:53Z,1780000,False,,,0,,S. Cissoko lost ball out-of-bounds TURNOVER (1 TO),[1631321],1610612757.0,POR,lost ball,,,Cissoko,S. Cissoko,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1627961.0,,,,,,,,,,1.0,,
181,PT10M54.00S,2026-02-10T03:43:03.6Z,2,REGULAR,foul,personal,['2freethrow'],201950,,,1610612755,29,33,2026-02-10T03:43:17Z,1790000,False,,,0,,J. Holiday shooting personal FOUL (2 PF) (Edgecombe 2 FT),"[201950, 1642845]",1610612757.0,POR,shooting,,,Holiday,J. Holiday,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,1627524.0,2.0,0.0,Edgecombe,1642845.0,,,,,,,,
183,PT10M54.00S,2026-02-10T03:43:31.2Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1642845,,,1610612755,29,34,2026-02-10T03:43:31Z,1810000,False,,,0,,V. Edgecombe Free Throw 1 of 2 (1 PTS),[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
184,PT10M54.00S,2026-02-10T03:43:48.2Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1642845,,,1610612755,29,35,2026-02-10T03:43:48Z,1820000,False,,,0,,V. Edgecombe Free Throw 2 of 2 (2 PTS),[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
185,PT10M48.00S,2026-02-10T03:43:55.0Z,2,REGULAR,3pt,Jump Shot,[],1630166,70.90998685939553,19.362745098039216,1610612757,29,35,2026-02-10T03:44:02Z,1830000,False,-153.0,221.0,1,right,MISS D. Avdija 26' 3PT,[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Left Center,26.88,Missed,,,,,,,,,,,,,,,,,,
186,PT10M45.00S,2026-02-10T03:44:00.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612757,29,35,2026-02-10T03:44:00Z,1840000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,185.0,,,,,,,,,,,,,
188,PT10M41.00S,2026-02-10T03:44:15.2Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1642270,70.64717477003943,75.73529411764706,1610612757,32,35,2026-02-10T03:44:18Z,1860000,False,129.0,223.0,1,right,D. Clingan 25' 3PT  (6 PTS) (B. Wesley 1 AST),"[1642270, 1631104]",1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Above the Break 3,24+ Right Center,25.78,Made,6.0,B. Wesley,1631104.0,1.0,,,,,,,,,,,,,,
190,PT10M27.00S,2026-02-10T03:44:35.4Z,2,REGULAR,foul,personal,[],1631321,,,1610612755,32,35,2026-02-10T03:44:45Z,1880000,False,,,0,,S. Cissoko personal FOUL (1 PF),"[1631321, 200768]",1610612757.0,POR,,,,Cissoko,S. Cissoko,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,1627524.0,1.0,0.0,Lowry,200768.0,,,,,,,,
192,PT10M20.00S,2026-02-10T03:45:04.7Z,2,REGULAR,turnover,bad pass,[],1642845,,,1610612755,32,35,2026-02-10T03:45:35Z,1900000,False,,,0,,V. Edgecombe bad pass TURNOVER (1 TO),[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,1.0,,
193,PT10M20.00S,2026-02-10T03:45:11.1Z,2,REGULAR,foul,personal,[],1630570,,,1610612757,32,35,2026-02-10T03:45:17Z,1910000,False,,,0,,T. Watford loose ball personal FOUL (2 PF),"[1630570, 201950]",1610612755.0,PHI,loose ball,,,Watford,T. Watford,,,,,Above the Break 3,24+ Right Center,,,,,,,,204059.0,2.0,0.0,Holiday,201950.0,,,,,,,,
195,PT10M12.00S,2026-02-10T03:45:20.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631104,89.83245729303549,55.63725490196079,1610612757,32,35,2026-02-10T03:59:12Z,1930000,False,28.0,43.0,1,right,MISS B. Wesley cutting Layup - blocked,"[1631104, 203083]",1610612757.0,POR,cutting,,,Wesley,B. Wesley,,,,,In The Paint (Non-RA),0-8 Center,5.15,Missed,,,,,,,,,,,,,,Drummond,203083.0,,,
196,PT10M12.00S,2026-02-10T03:45:20.6Z,2,REGULAR,block,,[],203083,,,1610612757,32,35,2026-02-10T03:45:23Z,1940000,False,,,0,,A. Drummond BLOCK (1 BLK),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
197,PT10M09.00S,2026-02-10T03:45:23.6Z,2,REGULAR,rebound,defensive,[],1642348,,,1610612755,32,35,2026-02-10T03:45:23Z,1950000,False,,,0,,J. Edwards REBOUND (Off:0 Def:3),[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,195.0,,,,,,3.0,3.0,0.0,,,,,
198,PT10M04.00S,2026-02-10T03:45:28.5Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1642348,30.831143232588698,29.166666666666668,1610612755,32,38,2026-02-10T03:59:48Z,1960000,False,104.0,237.0,1,left,J. Edwards 25' 3PT running (3 PTS) (T. Watford 1 AST),"[1642348, 1630570]",1610612755.0,PHI,running,,,Edwards,J. Edwards,,,,,Above the Break 3,24+ Right Center,25.92,Made,3.0,T. Watford,1630570.0,1.0,,,,,,,,,,,,,,
200,PT09M41.00S,2026-02-10T03:45:51.5Z,2,REGULAR,3pt,Jump Shot,[],1631321,91.14651773981603,94.85294117647058,1610612757,32,38,2026-02-10T03:46:00Z,1980000,False,224.0,31.0,1,right,MISS S. Cissoko 3PT,[1631321],1610612757.0,POR,,,,Cissoko,S. Cissoko,,,,,Right Corner 3,24+ Right,22.64,Missed,,,,,,,,,,,,,,,,,,
201,PT09M41.00S,2026-02-10T03:45:51.5Z,2,REGULAR,rebound,offensive,[],1631321,,,1610612757,32,38,2026-02-10T03:46:00Z,1990000,False,,,0,,S. Cissoko REBOUND (Off:2 Def:0),[1631321],1610612757.0,POR,,,,Cissoko,S. Cissoko,,,,,Right Corner 3,24+ Right,,,,,,,200.0,,,,,,2.0,0.0,2.0,,,,,
202,PT09M36.00S,2026-02-10T03:45:56.6Z,2,REGULAR,turnover,bad pass,[],1631321,,,1610612757,32,38,2026-02-10T03:46:09Z,2000000,False,,,0,,S. Cissoko bad pass TURNOVER (2 TO),"[1631321, 1642348]",1610612757.0,POR,,,,Cissoko,S. Cissoko,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,2.0,Edwards,1642348.0
203,PT09M36.00S,2026-02-10T03:45:56.6Z,2,REGULAR,steal,,[],1642348,,,1610612755,32,38,2026-02-10T03:46:00Z,2010000,False,,,0,,J. Edwards STEAL (2 STL),[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
204,PT09M34.00S,2026-02-10T03:46:00.7Z,2,REGULAR,foul,personal,['2freethrow'],1631321,,,1610612755,32,38,2026-02-10T03:46:21Z,2020000,False,,,0,,S. Cissoko shooting personal FOUL (2 PF) (Edwards 2 FT),"[1631321, 1642348]",1610612757.0,POR,shooting,,,Cissoko,S. Cissoko,,,,,Restricted Area,0-8 Center,,,,,,,,1627961.0,2.0,0.0,Edwards,1642348.0,,,,,,,,
208,PT09M34.00S,2026-02-10T03:46:37.5Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1642348,,,1610612755,32,39,2026-02-10T04:00:23Z,2040000,False,,,0,,J. Edwards Free Throw 1 of 2 (4 PTS),[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
209,PT09M34.00S,2026-02-10T03:46:37.5Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1642348,,,1610612755,32,40,2026-02-10T04:00:23Z,2050000,False,,,0,,J. Edwards Free Throw 2 of 2 (5 PTS),[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
210,PT09M17.00S,2026-02-10T03:47:14.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201950,89.83245729303549,50.73529411764706,1610612757,34,40,2026-02-10T03:47:18Z,2060000,False,4.0,43.0,1,right,J. Holiday driving Layup (2 PTS) (B. Wesley 2 AST),"[201950, 1631104]",1610612757.0,POR,driving,,,Holiday,J. Holiday,,,,,Restricted Area,0-8 Center,4.33,Made,2.0,B. Wesley,1631104.0,2.0,,,,,,,,,,,,,,
211,PT09M17.00S,2026-02-10T03:47:16.5Z,2,REGULAR,foul,personal,['1freethrow'],203083,,,1610612757,34,40,2026-02-10T03:47:23Z,2070000,False,,,0,,A. Drummond shooting personal FOUL (1 PF) (Holiday 1 FT),"[203083, 201950]",1610612755.0,PHI,shooting,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,,,,,,,,1627961.0,1.0,0.0,Holiday,201950.0,,,,,,,,
213,PT09M17.00S,2026-02-10T03:47:34.3Z,2,REGULAR,freethrow,1 of 1,[],201950,,,1610612757,35,40,2026-02-10T03:47:34Z,2090000,False,,,0,,J. Holiday Free Throw 1 of 1 (3 PTS),[201950],1610612757.0,POR,,,,Holiday,J. Holiday,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
215,PT09M04.00S,2026-02-10T03:47:48.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642845,17.427726675427067,51.225490196078425,1610612755,35,42,2026-02-10T04:01:18Z,2100000,False,-6.0,111.0,1,left,V. Edgecombe 11' pullup bank Jump Shot (4 PTS) (A. Drummond 2 AST),"[1642845, 203083]",1610612755.0,PHI,pullup bank,,,Edgecombe,V. Edgecombe,,,,,In The Paint (Non-RA),8-16 Center,11.15,Made,4.0,A. Drummond,203083.0,2.0,,,,,,,,,,,,,,
216,PT08M53.00S,2026-02-10T03:48:02.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630166,91.5407358738502,51.9607843137255,1610612757,37,42,2026-02-10T03:49:08Z,2110000,False,10.0,27.0,1,right,D. Avdija pullup bank Jump Shot (5 PTS),[1630166],1610612757.0,POR,pullup bank,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,2.87,Made,5.0,,,,,,,,,,,,,,,,,
217,PT08M53.00S,2026-02-10T03:48:05.0Z,2,REGULAR,foul,personal,['1freethrow'],203083,,,1610612757,37,42,2026-02-10T03:48:41Z,2120000,False,,,0,,A. Drummond shooting personal FOUL (2 PF) (Avdija 1 FT),"[203083, 1630166]",1610612755.0,PHI,shooting,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,,,,,,,,204059.0,2.0,0.0,Avdija,1630166.0,,,,,,,,
219,PT08M53.00S,2026-02-10T03:48:10.9Z,2,REGULAR,substitution,out,[],1631104,,,1610612757,37,42,2026-02-10T03:49:08Z,2140000,False,,,0,,SUB out: B. Wesley,[1631104],1610612757.0,POR,,,,Wesley,B. Wesley,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT08M53.00S,2026-02-10T03:48:10.9Z,2,REGULAR,substitution,out,[],200768,,,1610612757,37,42,2026-02-10T03:49:08Z,2150000,False,,,0,,SUB out: K. Lowry,[200768],1610612755.0,PHI,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT08M53.00S,2026-02-10T03:48:10.9Z,2,REGULAR,substitution,out,[],1642348,,,1610612757,37,42,2026-02-10T03:49:08Z,2160000,False,,,0,,SUB out: J. Edwards,[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT08M53.00S,2026-02-10T03:48:10.9Z,2,REGULAR,substitution,in,[],1630249,,,1610612757,37,42,2026-02-10T03:49:08Z,2170000,False,,,0,,SUB in: V. Krejčí,[1630249],1610612757.0,POR,,,,Krejčí,V. Krejčí,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT08M53.00S,2026-02-10T03:48:10.9Z,2,REGULAR,substitution,in,[],1626162,,,1610612757,37,42,2026-02-10T03:49:08Z,2180000,False,,,0,,SUB in: K. Oubre Jr.,[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT08M53.00S,2026-02-10T03:48:10.9Z,2,REGULAR,substitution,in,[],1630699,,,1610612757,37,42,2026-02-10T03:49:08Z,2190000,False,,,0,,SUB in: M. Beauchamp,[1630699],1610612755.0,PHI,,,,Beauchamp,M. Beauchamp,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT08M53.00S,2026-02-10T03:48:48.1Z,2,REGULAR,freethrow,1 of 1,[],1630166,,,1610612757,38,42,2026-02-10T03:48:48Z,2200000,False,,,0,,D. Avdija Free Throw 1 of 1 (6 PTS),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
227,PT08M44.00S,2026-02-10T03:49:02.4Z,2,REGULAR,turnover,8-second-violation,['team'],0,,,1610612755,38,42,2026-02-10T03:49:14Z,2210000,False,,,0,,PHI 8-second-violation Team TURNOVER,[],1610612755.0,PHI,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,1627524.0,,,,,,,,,,,,
228,PT08M33.00S,2026-02-10T03:49:30.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1642270,66.96780551905388,67.8921568627451,1610612757,41,42,2026-02-10T03:49:34Z,2220000,False,89.0,258.0,1,right,D. Clingan 27' 3PT  (9 PTS) (J. Holiday 3 AST),"[1642270, 201950]",1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Above the Break 3,24+ Right Center,27.31,Made,9.0,J. Holiday,201950.0,3.0,,,,,,,,,,,,,,
230,PT08M14.00S,2026-02-10T03:49:49.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626162,18.347568988173457,50.0,1610612755,41,44,2026-02-10T03:49:54Z,2240000,False,0.0,120.0,1,left,K. Oubre Jr. 12' driving floating Jump Shot (9 PTS),[1626162],1610612755.0,PHI,driving floating,,,Oubre Jr.,K. Oubre Jr.,,,,,In The Paint (Non-RA),8-16 Center,12.0,Made,9.0,,,,,,,,,,,,,,,,,
231,PT07M55.00S,2026-02-10T03:50:08.7Z,2,REGULAR,3pt,Jump Shot,[],1631321,88.51839684625493,3.9215686274509802,1610612757,41,44,2026-02-10T03:50:13Z,2250000,False,-230.0,55.0,1,right,MISS S. Cissoko 3PT,[1631321],1610612757.0,POR,,,,Cissoko,S. Cissoko,,,,,Left Corner 3,24+ Left,23.7,Missed,,,,,,,,,,,,,,,,,,
232,PT07M52.00S,2026-02-10T03:50:11.7Z,2,REGULAR,rebound,defensive,[],1626162,,,1610612755,41,44,2026-02-10T03:50:13Z,2260000,False,,,0,,K. Oubre Jr. REBOUND (Off:0 Def:2),[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Left Corner 3,24+ Left,,,,,,,231.0,,,,,,2.0,2.0,0.0,,,,,
233,PT07M44.00S,2026-02-10T03:50:20.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630570,13.748357424441524,47.549019607843135,1610612755,41,46,2026-02-10T04:03:01Z,2270000,False,12.0,77.0,1,left,T. Watford 7' driving floating Jump Shot (8 PTS),[1630570],1610612755.0,PHI,driving floating,,,Watford,T. Watford,,,,,In The Paint (Non-RA),0-8 Center,7.77,Made,8.0,,,,,,,,,,,,,,,,,
234,PT07M44.00S,2026-02-10T03:50:24.9Z,2,REGULAR,foul,personal,['1freethrow'],1630166,,,1610612755,41,46,2026-02-10T03:51:13Z,2280000,False,,,0,,D. Avdija shooting personal FOUL (1 PF) (Watford 1 FT),"[1630166, 1630570]",1610612757.0,POR,shooting,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,204059.0,1.0,0.0,Watford,1630570.0,,,,,,,,
236,PT07M44.00S,2026-02-10T03:50:47.1Z,2,REGULAR,substitution,out,[],1631321,,,1610612755,41,46,2026-02-10T03:50:56Z,2300000,False,,,0,,SUB out: S. Cissoko,[1631321],1610612757.0,POR,,,,Cissoko,S. Cissoko,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT07M44.00S,2026-02-10T03:50:47.1Z,2,REGULAR,substitution,in,[],203924,,,1610612755,41,46,2026-02-10T03:50:56Z,2310000,False,,,0,,SUB in: J. Grant,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT07M44.00S,2026-02-10T03:51:00.8Z,2,REGULAR,substitution,out,[],201950,,,1610612755,41,46,2026-02-10T03:51:04Z,2320000,False,,,0,,SUB out: J. Holiday,[201950],1610612757.0,POR,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT07M44.00S,2026-02-10T03:51:00.8Z,2,REGULAR,substitution,in,[],1630703,,,1610612755,41,46,2026-02-10T03:51:04Z,2330000,False,,,0,,SUB in: S. Henderson,[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT07M44.00S,2026-02-10T03:51:13.9Z,2,REGULAR,freethrow,1 of 1,[],1630570,,,1610612755,41,47,2026-02-10T03:51:41Z,2340000,False,,,0,,T. Watford Free Throw 1 of 1 (9 PTS),[1630570],1610612755.0,PHI,,,,Watford,T. Watford,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
241,PT07M38.00S,2026-02-10T03:51:24.2Z,2,REGULAR,turnover,bad pass,[],1630703,,,1610612757,41,47,2026-02-10T04:06:28Z,2350000,False,,,0,,S. Henderson bad pass TURNOVER (1 TO),"[1630703, 1626162]",1610612757.0,POR,,,,Henderson,S. Henderson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,1.0,Oubre Jr.,1626162.0
242,PT07M38.00S,2026-02-10T03:51:24.2Z,2,REGULAR,steal,,[],1626162,,,1610612755,41,47,2026-02-10T03:51:26Z,2360000,False,,,0,,K. Oubre Jr. STEAL (3 STL),[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
243,PT07M36.00S,2026-02-10T03:51:27.5Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1626162,7.966491458607096,57.107843137254896,1610612755,41,47,2026-02-10T04:06:41Z,2370000,False,-36.0,22.0,1,left,MISS K. Oubre Jr. running Layup,[1626162],1610612755.0,PHI,running,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,4.2,Missed,,,,,,,,,,,,,,,,,,
244,PT07M34.00S,2026-02-10T03:51:29.5Z,2,REGULAR,rebound,offensive,[],1642845,,,1610612755,41,47,2026-02-10T04:06:41Z,2380000,False,,,0,,V. Edgecombe REBOUND (Off:2 Def:1),[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,Restricted Area,0-8 Center,,,,,,,243.0,,,,,,3.0,1.0,2.0,,,,,
245,PT07M34.00S,2026-02-10T03:51:30.2Z,2,REGULAR,2pt,Layup,"['2ndchance', 'fastbreak', 'pointsinthepaint', 'fromturnover']",1642845,5.590000152587891,50.0,1610612755,41,47,2026-02-10T04:06:52Z,2390000,False,0.0,0.0,1,left,MISS V. Edgecombe tip Layup,[1642845],1610612755.0,PHI,tip,,,Edgecombe,V. Edgecombe,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
246,PT07M32.00S,2026-02-10T03:51:32.2Z,2,REGULAR,rebound,defensive,[],1630166,,,1610612757,41,47,2026-02-10T04:06:52Z,2400000,False,,,0,,D. Avdija REBOUND (Off:1 Def:1),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,,,,,,,245.0,,,,,,2.0,1.0,1.0,,,,,
247,PT07M18.00S,2026-02-10T03:51:41.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630166,92.46057818659659,51.71568627450981,1610612757,43,47,2026-02-10T03:51:48Z,2410000,False,9.0,18.0,1,right,D. Avdija cutting Layup (8 PTS) (D. Clingan 1 AST),"[1630166, 1642270]",1610612757.0,POR,cutting,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,2.03,Made,8.0,D. Clingan,1642270.0,1.0,,,,,,,,,,,,,,
249,PT07M04.00S,2026-02-10T03:51:55.0Z,2,REGULAR,3pt,Jump Shot,[],1642845,34.510512483574246,31.61764705882353,1610612755,43,47,2026-02-10T03:51:59Z,2430000,False,92.0,272.0,1,left,MISS V. Edgecombe 28' 3PT,[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,Above the Break 3,24+ Right Center,28.7,Missed,,,,,,,,,,,,,,,,,,
250,PT07M01.00S,2026-02-10T03:51:58.0Z,2,REGULAR,rebound,defensive,[],1630166,,,1610612757,43,47,2026-02-10T03:51:59Z,2440000,False,,,0,,D. Avdija REBOUND (Off:1 Def:2),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Right Center,,,,,,,249.0,,,,,,3.0,2.0,1.0,,,,,
251,PT06M51.00S,2026-02-10T03:52:08.0Z,2,REGULAR,3pt,Jump Shot,[],1630249,89.83245729303549,3.1862745098039214,1610612757,43,47,2026-02-10T03:52:14Z,2450000,False,-234.0,43.0,1,right,MISS V. Krejčí 3PT,[1630249],1610612757.0,POR,,,,Krejčí,V. Krejčí,,,,,Left Corner 3,24+ Left,23.8,Missed,,,,,,,,,,,,,,,,,,
252,PT06M48.00S,2026-02-10T03:52:11.7Z,2,REGULAR,rebound,offensive,[],1642270,,,1610612757,43,47,2026-02-10T03:52:11Z,2460000,False,,,0,,D. Clingan REBOUND (Off:1 Def:1),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Left Corner 3,24+ Left,,,,,,,251.0,,,,,,2.0,1.0,1.0,,,,,
253,PT06M47.00S,2026-02-10T03:52:12.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642270,92.46057818659659,52.20588235294118,1610612757,43,47,2026-02-10T03:52:16Z,2470000,False,11.0,18.0,1,right,MISS D. Clingan putback Layup,[1642270],1610612757.0,POR,putback,,,Clingan,D. Clingan,,,,,Restricted Area,0-8 Center,2.14,Missed,,,,,,,,,,,,,,,,,,
