actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotActionNumber,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
173,PT12M00.00S,2026-04-03T02:44:00.1Z,2,REGULAR,substitution,in,['startperiod'],1630530,,,1610612740,35,32,2026-04-03T02:45:13Z,1730000,False,,,0,,SUB in: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2026-04-03T02:45:15.9Z,2,REGULAR,period,start,[],0,,,1610612740,35,32,2026-04-03T02:45:15Z,1740000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT11M42.00S,2026-04-03T02:45:33.4Z,2,REGULAR,3pt,Jump Shot,[],1642847,7.440867279894875,4.411764705882353,1610612740,35,35,2026-04-03T02:45:39Z,1750000,False,228.0,17.0,1,left,J. Fears 3PT  (5 PTS) (T. Murphy III 1 AST),"[1642847, 1630530]",1610612740.0,NOP,,,,Fears,J. Fears,,,,,Right Corner 3,24+ Right,,,,,,Made,5.0,,22.86,T. Murphy III,1630530.0,1.0,,,,,,,,
177,PT11M22.00S,2026-04-03T02:45:52.1Z,2,REGULAR,3pt,Jump Shot,[],1631321,86.81011826544021,96.07843137254902,1610612757,35,35,2026-04-03T02:45:57Z,1770000,False,230.0,71.0,1,right,MISS S. Cissoko 24' 3PT,[1631321],1610612757.0,POR,,,,Cissoko,S. Cissoko,,,,,Right Corner 3,24+ Right,,,,,,Missed,,,24.12,,,,,,,,,,,
178,PT11M19.00S,2026-04-03T02:45:55.1Z,2,REGULAR,rebound,defensive,[],1642852,,,1610612740,35,35,2026-04-03T02:45:57Z,1780000,False,,,0,,D. Queen REBOUND (Off:0 Def:1),[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,Right Corner 3,24+ Right,,,,,,,,177.0,,,,,1.0,1.0,0.0,,,,,
179,PT11M15.00S,2026-04-03T02:46:00.0Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1642847,5.863994743758213,97.79411764705883,1610612740,35,38,2026-04-03T02:46:09Z,1790000,False,-239.0,3.0,1,left,J. Fears 3PT running (8 PTS) (T. Murphy III 2 AST),"[1642847, 1630530]",1610612740.0,NOP,running,,,Fears,J. Fears,,,,,Left Corner 3,24+ Left,,,,,,Made,8.0,,23.9,T. Murphy III,1630530.0,2.0,,,,,,,,
182,PT11M02.00S,2026-04-03T02:46:17.6Z,2,REGULAR,2pt,Jump Shot,[],1630703,80.6340341655716,84.80392156862744,1610612757,37,38,2026-04-03T02:55:47Z,1820000,False,174.0,130.0,1,right,S. Henderson 21' pullup Jump Shot (10 PTS),[1630703],1610612757.0,POR,pullup,,,Henderson,S. Henderson,,,,,Mid-Range,16-24 Right Center,,,,,,Made,10.0,,21.69,,,,,,,,,,,
183,PT10M45.00S,2026-04-03T02:46:29.9Z,2,REGULAR,3pt,Jump Shot,[],1630530,19.793035479632064,94.85294117647058,1610612740,37,38,2026-04-03T02:56:17Z,1830000,False,-224.0,134.0,1,left,MISS T. Murphy III 26' pullup 3PT,[1630530],1610612740.0,NOP,pullup,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,26.11,,,,,,,,,,,
184,PT10M42.00S,2026-04-03T02:46:32.3Z,2,REGULAR,rebound,defensive,[],1629057,,,1610612757,37,38,2026-04-03T02:46:32Z,1840000,False,,,0,,R. Williams III REBOUND (Off:0 Def:1),[1629057],1610612757.0,POR,,,,Williams III,R. Williams III,,,,,Above the Break 3,24+ Left Center,,,,,,,,183.0,,,,,1.0,1.0,0.0,,,,,
185,PT10M33.00S,2026-04-03T02:46:43.4Z,2,REGULAR,turnover,out-of-bounds,[],201950,,,1610612757,37,38,2026-04-03T02:46:50Z,1850000,False,,,0,,J. Holiday lost ball out-of-bounds TURNOVER (1 TO),[201950],1610612757.0,POR,lost ball,,,Holiday,J. Holiday,,,,,In The Paint (Non-RA),8-16 Center,1627526.0,,,,,,,,,,,,,,,1.0,,,,
186,PT10M33.00S,2026-04-03T02:46:46.3Z,2,REGULAR,substitution,out,[],1631321,,,1610612740,37,38,2026-04-03T02:46:50Z,1860000,False,,,0,,SUB out: S. Cissoko,[1631321],1610612757.0,POR,,,,Cissoko,S. Cissoko,,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT10M33.00S,2026-04-03T02:46:46.3Z,2,REGULAR,substitution,in,[],1631200,,,1610612740,37,38,2026-04-03T02:46:50Z,1870000,False,,,0,,SUB in: K. Murray,[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT10M18.00S,2026-04-03T02:47:08.4Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630530,14.273981603153747,34.31372549019608,1610612740,37,40,2026-04-03T02:47:15Z,1880000,False,78.0,82.0,1,left,T. Murphy III 11' fadeaway Jump Shot (2 PTS) (D. Queen 2 AST),"[1630530, 1642852]",1610612740.0,NOP,fadeaway,,,Murphy III,T. Murphy III,,,,,In The Paint (Non-RA),8-16 Right,,,,,,Made,2.0,,11.32,D. Queen,1642852.0,2.0,,,,,,,,
189,PT10M08.00S,2026-04-03T02:47:18.5Z,2,REGULAR,3pt,Jump Shot,[],1629680,71.69842312746385,17.15686274509804,1610612757,37,40,2026-04-03T02:47:26Z,1890000,False,-164.0,214.0,1,right,MISS M. Thybulle 26' 3PT,[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,26.93,,,,,,,,,,,
190,PT10M05.00S,2026-04-03T02:47:22.5Z,2,REGULAR,rebound,offensive,[],1629057,,,1610612757,37,40,2026-04-03T02:47:22Z,1900000,False,,,0,,R. Williams III REBOUND (Off:1 Def:1),[1629057],1610612757.0,POR,,,,Williams III,R. Williams III,,,,,Above the Break 3,24+ Left Center,,,,,,,,189.0,,,,,2.0,1.0,1.0,,,,,
191,PT09M59.00S,2026-04-03T02:47:28.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630703,92.06636005256242,55.88235294117647,1610612757,37,40,2026-04-03T02:47:33Z,1910000,False,29.0,22.0,1,right,MISS S. Henderson driving Layup,[1630703],1610612757.0,POR,driving,,,Henderson,S. Henderson,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,3.68,,,,,,,,,,,
192,PT09M56.00S,2026-04-03T02:47:31.4Z,2,REGULAR,rebound,defensive,[],1642852,,,1610612740,37,40,2026-04-03T02:47:33Z,1920000,False,,,0,,D. Queen REBOUND (Off:0 Def:2),[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,Restricted Area,0-8 Center,,,,,,,,191.0,,,,,2.0,2.0,0.0,,,,,
193,PT09M43.00S,2026-04-03T02:47:43.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642852,10.33180026281209,62.5,1610612740,37,40,2026-04-03T02:47:47Z,1930000,False,-62.0,45.0,1,left,MISS D. Queen 7' driving Layup - blocked,"[1642852, 1629057]",1610612740.0,NOP,driving,,,Queen,D. Queen,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,7.68,,,,,,,,,,Williams III,1629057.0
194,PT09M43.00S,2026-04-03T02:47:43.3Z,2,REGULAR,block,,[],1629057,,,1610612740,37,40,2026-04-03T02:47:45Z,1940000,False,,,0,,R. Williams III BLOCK (3 BLK),[1629057],1610612757.0,POR,,,,Williams III,R. Williams III,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
195,PT09M40.00S,2026-04-03T02:47:46.3Z,2,REGULAR,rebound,offensive,[],1642274,,,1610612740,37,40,2026-04-03T02:47:47Z,1950000,False,,,0,,Y. Missi REBOUND (Off:4 Def:1),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,193.0,,,,,5.0,1.0,4.0,,,,,
196,PT09M33.00S,2026-04-03T02:47:53.0Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1642847,31.35676741130092,68.13725490196079,1610612740,37,40,2026-04-03T02:47:57Z,1960000,False,-91.0,242.0,1,left,MISS J. Fears 25' step back 3PT,[1642847],1610612740.0,NOP,step back,,,Fears,J. Fears,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,25.87,,,,,,,,,,,
197,PT09M30.00S,2026-04-03T02:47:56.6Z,2,REGULAR,rebound,defensive,[],201950,,,1610612757,37,40,2026-04-03T02:47:56Z,1970000,False,,,0,,J. Holiday REBOUND (Off:0 Def:3),[201950],1610612757.0,POR,,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Left Center,,,,,,,,196.0,,,,,3.0,3.0,0.0,,,,,
198,PT09M25.00S,2026-04-03T02:48:01.9Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1629057,93.51182654402102,46.07843137254902,1610612757,39,40,2026-04-03T02:48:06Z,1980000,False,-20.0,8.0,1,right,R. Williams III running alley-oop DUNK (2 PTS) (J. Holiday 1 AST),"[1629057, 201950]",1610612757.0,POR,running alley-oop,,,Williams III,R. Williams III,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,,2.14,J. Holiday,201950.0,1.0,,,,,,,,
200,PT09M00.00S,2026-04-03T02:48:26.2Z,2,REGULAR,2pt,Jump Shot,[],1630530,20.581471747700395,44.85294117647059,1610612740,39,40,2026-04-03T02:48:32Z,2000000,False,26.0,141.0,1,left,MISS T. Murphy III 14' turnaround Shot,[1630530],1610612740.0,NOP,turnaround,,,Murphy III,T. Murphy III,,,,,Mid-Range,8-16 Center,,,,,,Missed,,,14.33,,,,,,,,,,,
201,PT08M57.00S,2026-04-03T02:48:29.2Z,2,REGULAR,rebound,defensive,[],1629057,,,1610612757,39,40,2026-04-03T02:48:32Z,2010000,False,,,0,,R. Williams III REBOUND (Off:1 Def:2),[1629057],1610612757.0,POR,,,,Williams III,R. Williams III,,,,,Mid-Range,8-16 Center,,,,,,,,200.0,,,,,3.0,2.0,1.0,,,,,
202,PT08M47.00S,2026-04-03T02:48:38.9Z,2,REGULAR,3pt,Jump Shot,[],201950,70.25295663600527,15.931372549019606,1610612757,39,40,2026-04-03T02:48:46Z,2020000,False,-170.0,227.0,1,right,MISS J. Holiday 28' pullup 3PT,[201950],1610612757.0,POR,pullup,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,28.39,,,,,,,,,,,
203,PT08M43.00S,2026-04-03T02:48:42.9Z,2,REGULAR,rebound,defensive,[],1630530,,,1610612740,39,40,2026-04-03T02:48:46Z,2030000,False,,,0,,T. Murphy III REBOUND (Off:0 Def:2),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Left Center,,,,,,,,202.0,,,,,2.0,2.0,0.0,,,,,
204,PT08M35.00S,2026-04-03T02:48:52.2Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1642274,6.389618922470433,46.568627450980394,1610612740,39,42,2026-04-03T02:48:57Z,2040000,False,17.0,8.0,1,left,Y. Missi driving DUNK (4 PTS) (D. Queen 3 AST),"[1642274, 1642852]",1610612740.0,NOP,driving,,,Missi,Y. Missi,,,,,Restricted Area,0-8 Center,,,,,,Made,4.0,,1.88,D. Queen,1642852.0,3.0,,,,,,,,
206,PT08M35.00S,2026-04-03T02:49:06.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,39,42,2026-04-03T02:49:06Z,2060000,False,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT08M35.00S,2026-04-03T02:51:01.3Z,2,REGULAR,substitution,out,[],1629680,,,1610612757,39,42,2026-04-03T02:51:36Z,2070000,False,,,0,,SUB out: M. Thybulle,[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT08M35.00S,2026-04-03T02:51:01.3Z,2,REGULAR,substitution,out,[],1631200,,,1610612757,39,42,2026-04-03T02:51:36Z,2080000,False,,,0,,SUB out: K. Murray,[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT08M35.00S,2026-04-03T02:51:01.3Z,2,REGULAR,substitution,out,[],1642274,,,1610612757,39,42,2026-04-03T02:51:36Z,2090000,False,,,0,,SUB out: Y. Missi,[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT08M35.00S,2026-04-03T02:51:01.3Z,2,REGULAR,substitution,in,[],1630166,,,1610612757,39,42,2026-04-03T02:51:36Z,2100000,False,,,0,,SUB in: D. Avdija,[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT08M35.00S,2026-04-03T02:51:01.3Z,2,REGULAR,substitution,in,[],1641739,,,1610612757,39,42,2026-04-03T02:51:36Z,2110000,False,,,0,,SUB in: T. Camara,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT08M35.00S,2026-04-03T02:51:01.3Z,2,REGULAR,substitution,in,[],1629627,,,1610612757,39,42,2026-04-03T02:51:36Z,2120000,False,,,0,,SUB in: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT08M15.00S,2026-04-03T02:52:23.2Z,2,REGULAR,turnover,bad pass,[],201950,,,1610612757,39,42,2026-04-03T02:52:28Z,2140000,False,,,0,,J. Holiday bad pass TURNOVER (2 TO),"[201950, 1630530]",1610612757.0,POR,,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,2.0,Murphy III,1630530.0,,
216,PT08M15.00S,2026-04-03T02:52:23.2Z,2,REGULAR,steal,,[],1630530,,,1610612740,39,42,2026-04-03T02:52:25Z,2150000,False,,,0,,T. Murphy III STEAL (1 STL),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
217,PT08M10.00S,2026-04-03T02:52:28.6Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630530,17.296320630749015,59.068627450980394,1610612740,39,44,2026-04-03T02:52:43Z,2160000,False,-45.0,110.0,1,left,T. Murphy III 11' running pullup Jump Shot (4 PTS),[1630530],1610612740.0,NOP,running pullup,,,Murphy III,T. Murphy III,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Made,4.0,,11.91,,,,,,,,,,,
218,PT07M57.00S,2026-04-03T02:52:41.1Z,2,REGULAR,3pt,Jump Shot,[],1641739,87.46714848883047,3.6764705882352944,1610612757,39,44,2026-04-03T02:52:47Z,2170000,False,-232.0,65.0,1,right,MISS T. Camara 24' 3PT,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Left Corner 3,24+ Left,,,,,,Missed,,,24.06,,,,,,,,,,,
219,PT07M53.00S,2026-04-03T02:52:45.1Z,2,REGULAR,rebound,defensive,[],1642852,,,1610612740,39,44,2026-04-03T02:52:47Z,2180000,False,,,0,,D. Queen REBOUND (Off:0 Def:3),[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,Left Corner 3,24+ Left,,,,,,,,218.0,,,,,3.0,3.0,0.0,,,,,
220,PT07M46.00S,2026-04-03T02:52:53.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642852,6.521024967148489,46.32352941176471,1610612740,39,46,2026-04-03T02:52:58Z,2190000,False,18.0,9.0,1,left,D. Queen cutting Layup (4 PTS) (M. Peavy 1 AST),"[1642852, 1642877]",1610612740.0,NOP,cutting,,,Queen,D. Queen,,,,,Restricted Area,0-8 Center,,,,,,Made,4.0,,2.04,M. Peavy,1642877.0,1.0,,,,,,,,
222,PT07M46.00S,2026-04-03T02:52:57.0Z,2,REGULAR,foul,personal,['1freethrow'],1629057,,,1610612740,39,46,2026-04-03T02:53:05Z,2210000,False,,,0,,R. Williams III shooting personal FOUL (1 PF) (Queen 1 FT),"[1629057, 1642852]",1610612757.0,POR,shooting,,,Williams III,R. Williams III,,,,,Restricted Area,0-8 Center,1627526.0,1.0,1.0,Queen,1642852.0,,,,,,,,,,,,,,,
224,PT07M46.00S,2026-04-03T02:53:06.6Z,2,REGULAR,substitution,out,[],1629057,,,1610612740,39,46,2026-04-03T02:53:48Z,2230000,False,,,0,,SUB out: R. Williams III,[1629057],1610612757.0,POR,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT07M46.00S,2026-04-03T02:53:06.6Z,2,REGULAR,substitution,in,[],1642270,,,1610612740,39,46,2026-04-03T02:53:48Z,2240000,False,,,0,,SUB in: D. Clingan,[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT07M46.00S,2026-04-03T02:53:30.7Z,2,REGULAR,freethrow,1 of 1,[],1642852,,,1610612740,39,47,2026-04-03T02:53:30Z,2250000,False,,,0,,D. Queen Free Throw 1 of 1 (5 PTS),[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,,,,,,,,Made,5.0,,,,,,,,,,,,,
227,PT07M34.00S,2026-04-03T02:53:43.6Z,2,REGULAR,3pt,Jump Shot,[],1641739,89.70105124835742,1.9607843137254901,1610612757,39,47,2026-04-03T02:53:49Z,2260000,False,-240.0,44.0,1,right,MISS T. Camara 24' 3PT,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Left Corner 3,24+ Left,,,,,,Missed,,,24.43,,,,,,,,,,,
228,PT07M30.00S,2026-04-03T02:53:47.6Z,2,REGULAR,rebound,offensive,[],1630703,,,1610612757,39,47,2026-04-03T02:53:49Z,2270000,False,,,0,,S. Henderson REBOUND (Off:1 Def:0),[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,Left Corner 3,24+ Left,,,,,,,,227.0,,,,,1.0,0.0,1.0,,,,,
229,PT07M28.00S,2026-04-03T02:53:49.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1641739,90.22667542706965,3.1862745098039214,1610612757,39,47,2026-04-03T02:53:54Z,2280000,False,-234.0,39.0,1,right,MISS T. Camara 3PT,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Left Corner 3,24+ Left,,,,,,Missed,,,23.74,,,,,,,,,,,
230,PT07M25.00S,2026-04-03T02:53:52.7Z,2,REGULAR,rebound,defensive,[],1642847,,,1610612740,39,47,2026-04-03T03:05:09Z,2290000,False,,,0,,J. Fears REBOUND (Off:0 Def:2),[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,Left Corner 3,24+ Left,,,,,,,,229.0,,,,,2.0,2.0,0.0,,,,,
231,PT07M20.00S,2026-04-03T02:53:58.6Z,2,REGULAR,foul,personal,['2freethrow'],1642270,,,1610612740,39,47,2026-04-03T02:54:06Z,2300000,False,,,0,,D. Clingan shooting personal FOUL (2 PF) (Williamson 2 FT),"[1642270, 1629627]",1610612757.0,POR,shooting,,,Clingan,D. Clingan,,,,,Restricted Area,0-8 Center,1155.0,2.0,0.0,Williamson,1629627.0,,,,,,,,,,,,,,,
233,PT07M20.00S,2026-04-03T02:54:30.8Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1629627,,,1610612740,39,47,2026-04-03T02:54:30Z,2320000,False,,,0,,MISS Z. Williamson Free Throw 1 of 2,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
234,PT07M20.00S,2026-04-03T02:54:30.8Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612740,39,47,2026-04-03T02:54:30Z,2330000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,233.0,,,,,,,,,,,,
235,PT07M20.00S,2026-04-03T02:54:30.8Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1629627,,,1610612740,39,48,2026-04-03T03:05:42Z,2340000,False,,,0,,Z. Williamson Free Throw 2 of 2 (7 PTS),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,Made,7.0,,,,,,,,,,,,,
236,PT07M08.00S,2026-04-03T02:55:05.2Z,2,REGULAR,3pt,Jump Shot,[],1641739,74.85216819973719,14.215686274509803,1610612757,42,48,2026-04-03T02:55:09Z,2350000,False,-179.0,184.0,1,right,T. Camara 25' 3PT  (9 PTS) (D. Avdija 2 AST),"[1641739, 1630166]",1610612757.0,POR,,,,Camara,T. Camara,,,,,Above the Break 3,24+ Left Center,,,,,,Made,9.0,,25.66,D. Avdija,1630166.0,2.0,,,,,,,,
238,PT06M49.00S,2026-04-03T02:55:24.2Z,2,REGULAR,3pt,Jump Shot,[],1630530,31.750985545335087,25.98039215686275,1610612740,42,48,2026-04-03T02:55:28Z,2370000,False,120.0,246.0,1,left,MISS T. Murphy III 27' pullup 3PT,[1630530],1610612740.0,NOP,pullup,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,27.38,,,,,,,,,,,
239,PT06M46.00S,2026-04-03T02:55:27.2Z,2,REGULAR,rebound,defensive,[],1642270,,,1610612757,42,48,2026-04-03T02:55:28Z,2380000,False,,,0,,D. Clingan REBOUND (Off:2 Def:3),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Above the Break 3,24+ Right Center,,,,,,,,238.0,,,,,5.0,3.0,2.0,,,,,
240,PT06M36.00S,2026-04-03T02:55:37.2Z,2,REGULAR,3pt,Jump Shot,[],1630166,75.24638633377135,85.7843137254902,1610612757,42,48,2026-04-03T02:55:43Z,2390000,False,179.0,180.0,1,right,MISS D. Avdija 25' step back 3PT,[1630166],1610612757.0,POR,step back,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,25.39,,,,,,,,,,,
241,PT06M33.00S,2026-04-03T02:55:40.2Z,2,REGULAR,rebound,offensive,[],1642270,,,1610612757,42,48,2026-04-03T02:55:43Z,2400000,False,,,0,,D. Clingan REBOUND (Off:3 Def:3),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Above the Break 3,24+ Right Center,,,,,,,,240.0,,,,,6.0,3.0,3.0,,,,,
242,PT06M29.00S,2026-04-03T02:55:44.8Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630166,69.46452036793693,70.34313725490196,1610612757,42,48,2026-04-03T02:55:50Z,2410000,False,102.0,235.0,1,right,MISS D. Avdija 25' 3PT,[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,25.56,,,,,,,,,,,
243,PT06M24.00S,2026-04-03T02:55:49.8Z,2,REGULAR,rebound,defensive,[],1629627,,,1610612740,42,48,2026-04-03T02:55:50Z,2420000,False,,,0,,Z. Williamson REBOUND (Off:0 Def:1),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Above the Break 3,24+ Right Center,,,,,,,,242.0,,,,,1.0,1.0,0.0,,,,,
244,PT06M15.00S,2026-04-03T02:56:00.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642847,12.697109067017081,50.73529411764706,1610612740,42,50,2026-04-03T02:56:11Z,2430000,False,-4.0,67.0,1,left,J. Fears 6' driving floating Jump Shot (10 PTS) (Z. Williamson 3 AST),"[1642847, 1629627]",1610612740.0,NOP,driving floating,,,Fears,J. Fears,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,10.0,,6.7,Z. Williamson,1629627.0,3.0,,,,,,,,
246,PT06M15.00S,2026-04-03T02:56:03.7Z,2,REGULAR,foul,personal,['1freethrow'],1630703,,,1610612740,42,50,2026-04-03T02:56:14Z,2450000,False,,,0,,S. Henderson shooting personal FOUL (1 PF) (Fears 1 FT),"[1630703, 1642847]",1610612757.0,POR,shooting,,,Henderson,S. Henderson,,,,,In The Paint (Non-RA),0-8 Center,1179.0,1.0,0.0,Fears,1642847.0,,,,,,,,,,,,,,,
248,PT06M15.00S,2026-04-03T02:56:14.6Z,2,REGULAR,substitution,out,[],201950,,,1610612740,42,50,2026-04-03T03:00:04Z,2470000,False,,,0,,SUB out: J. Holiday,[201950],1610612757.0,POR,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT06M15.00S,2026-04-03T02:56:14.6Z,2,REGULAR,substitution,in,[],1629680,,,1610612740,42,50,2026-04-03T03:00:04Z,2480000,False,,,0,,SUB in: M. Thybulle,[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT06M15.00S,2026-04-03T02:56:32.4Z,2,REGULAR,freethrow,1 of 1,[],1642847,,,1610612740,42,51,2026-04-03T02:56:32Z,2490000,False,,,0,,J. Fears Free Throw 1 of 1 (11 PTS),[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,,,,,,,,Made,11.0,,,,,,,,,,,,,
251,PT06M07.00S,2026-04-03T02:56:41.8Z,2,REGULAR,3pt,Jump Shot,[],1629680,76.82325886990802,8.088235294117647,1610612757,45,51,2026-04-03T02:56:53Z,2500000,False,-210.0,165.0,1,right,M. Thybulle 26' 3PT pullup (5 PTS) (D. Avdija 3 AST),"[1629680, 1630166]",1610612757.0,POR,pullup,,,Thybulle,M. Thybulle,,,,,Above the Break 3,24+ Left Center,,,,,,Made,5.0,,26.7,D. Avdija,1630166.0,3.0,,,,,,,,
253,PT06M04.00S,2026-04-03T02:56:50.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,45,51,2026-04-03T02:56:50Z,2520000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT06M04.00S,2026-04-03T02:58:54.6Z,2,REGULAR,substitution,out,[],1642877,,,1610612740,45,51,2026-04-03T02:59:25Z,2530000,False,,,0,,SUB out: M. Peavy,[1642877],1610612740.0,NOP,,,,Peavy,M. Peavy,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT06M04.00S,2026-04-03T02:58:54.6Z,2,REGULAR,substitution,in,[],1630180,,,1610612740,45,51,2026-04-03T02:59:25Z,2540000,False,,,0,,SUB in: S. Bey,[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT05M48.00S,2026-04-03T03:00:00.6Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630530,7.440867279894875,57.107843137254896,1610612740,45,53,2026-04-03T03:00:09Z,2550000,False,-36.0,17.0,1,left,T. Murphy III alley-oop DUNK (6 PTS) (D. Queen 4 AST),"[1630530, 1642852]",1610612740.0,NOP,alley-oop,,,Murphy III,T. Murphy III,,,,,Restricted Area,0-8 Center,,,,,,Made,6.0,,3.95,D. Queen,1642852.0,4.0,,,,,,,,
