actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
178,PT00M00.00S,2026-03-24T02:42:19.7Z,1,REGULAR,heave,,[],0,,,1610612751,35,30,2026-03-24T02:51:36Z,1760000,False,,,0,,BKN Heave,[],1610612751.0,BKN,,,,,,,,,,Above the Break 3,24+ Right Center,68.5,,,,,,,,,,,,,,,,,,,
179,PT00M00.00S,2026-03-24T02:42:19.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612751,35,30,2026-03-24T02:51:36Z,1770000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,178.0,,,,,,,,,,,,
180,PT00M00.00S,2026-03-24T02:42:24.1Z,1,REGULAR,period,end,[],0,,,1610612751,35,30,2026-03-24T02:42:24Z,1780000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT12M00.00S,2026-03-24T02:42:52.0Z,2,REGULAR,substitution,out,['startperiod'],1630703,,,1610612751,35,30,2026-03-24T02:45:07Z,1790000,False,,,0,,SUB out: S. Henderson,[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT12M00.00S,2026-03-24T02:42:52.0Z,2,REGULAR,substitution,out,['startperiod'],1631200,,,1610612751,35,30,2026-03-24T02:45:07Z,1800000,False,,,0,,SUB out: K. Murray,[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT12M00.00S,2026-03-24T02:42:52.0Z,2,REGULAR,substitution,out,['startperiod'],1630166,,,1610612751,35,30,2026-03-24T02:45:07Z,1810000,False,,,0,,SUB out: D. Avdija,[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT12M00.00S,2026-03-24T02:42:52.0Z,2,REGULAR,substitution,out,['startperiod'],1630604,,,1610612751,35,30,2026-03-24T02:45:07Z,1820000,False,,,0,,SUB out: E. Liddell,[1630604],1610612751.0,BKN,,,,Liddell,E. Liddell,,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT12M00.00S,2026-03-24T02:42:52.0Z,2,REGULAR,substitution,out,['startperiod'],1630623,,,1610612751,35,30,2026-03-24T02:45:07Z,1830000,False,,,0,,SUB out: T. Etienne,[1630623],1610612751.0,BKN,,,,Etienne,T. Etienne,,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT12M00.00S,2026-03-24T02:42:52.0Z,2,REGULAR,substitution,out,['startperiod'],1641869,,,1610612751,35,30,2026-03-24T02:45:07Z,1840000,False,,,0,,SUB out: M. Smith,[1641869],1610612751.0,BKN,,,,Smith,M. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT12M00.00S,2026-03-24T02:42:52.0Z,2,REGULAR,substitution,out,['startperiod'],1643052,,,1610612751,35,30,2026-03-24T02:45:07Z,1850000,False,,,0,,SUB out: C. Johnson,[1643052],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT12M00.00S,2026-03-24T02:42:52.0Z,2,REGULAR,substitution,out,['startperiod'],1642879,,,1610612751,35,30,2026-03-24T02:45:07Z,1860000,False,,,0,,SUB out: B. Saraf,[1642879],1610612751.0,BKN,,,,Saraf,B. Saraf,,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT12M00.00S,2026-03-24T02:42:52.0Z,2,REGULAR,substitution,in,['startperiod'],1642270,,,1610612751,35,30,2026-03-24T02:45:07Z,1870000,False,,,0,,SUB in: D. Clingan,[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT12M00.00S,2026-03-24T02:42:52.0Z,2,REGULAR,substitution,in,['startperiod'],1629680,,,1610612751,35,30,2026-03-24T02:45:07Z,1880000,False,,,0,,SUB in: M. Thybulle,[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT12M00.00S,2026-03-24T02:42:52.0Z,2,REGULAR,substitution,in,['startperiod'],1631104,,,1610612751,35,30,2026-03-24T02:45:07Z,1890000,False,,,0,,SUB in: B. Wesley,[1631104],1610612757.0,POR,,,,Wesley,B. Wesley,,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT12M00.00S,2026-03-24T02:42:52.0Z,2,REGULAR,substitution,in,['startperiod'],1642849,,,1610612751,35,30,2026-03-24T02:45:07Z,1900000,False,,,0,,SUB in: N. Traore,[1642849],1610612751.0,BKN,,,,Traore,N. Traore,,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT12M00.00S,2026-03-24T02:42:52.0Z,2,REGULAR,substitution,in,['startperiod'],1631169,,,1610612751,35,30,2026-03-24T02:45:07Z,1910000,False,,,0,,SUB in: J. Minott,[1631169],1610612751.0,BKN,,,,Minott,J. Minott,,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT12M00.00S,2026-03-24T02:42:52.0Z,2,REGULAR,substitution,in,['startperiod'],1629651,,,1610612751,35,30,2026-03-24T02:45:07Z,1920000,False,,,0,,SUB in: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT12M00.00S,2026-03-24T02:42:52.0Z,2,REGULAR,substitution,in,['startperiod'],1630592,,,1610612751,35,30,2026-03-24T02:45:07Z,1930000,False,,,0,,SUB in: J. Wilson,[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT12M00.00S,2026-03-24T02:42:52.0Z,2,REGULAR,substitution,in,['startperiod'],1630533,,,1610612751,35,30,2026-03-24T02:45:07Z,1940000,False,,,0,,SUB in: Z. Williams,[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT12M00.00S,2026-03-24T02:45:15.1Z,2,REGULAR,period,start,[],0,,,1610612757,35,30,2026-03-24T02:45:15Z,1950000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT11M45.00S,2026-03-24T02:45:29.1Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1642270,93.77463863337714,50.73529411764706,1610612757,37,30,2026-03-24T02:45:33Z,1960000,False,4.0,6.0,1,right,D. Clingan alley-oop DUNK (2 PTS) (J. Holiday 3 AST),"[1642270, 201950]",1610612757.0,POR,alley-oop,,,Clingan,D. Clingan,,,,,Restricted Area,0-8 Center,0.7,Made,2.0,,,,,,,,,,,,,,,J. Holiday,201950.0,3.0
200,PT11M26.00S,2026-03-24T02:45:47.7Z,2,REGULAR,turnover,bad pass,[],1642849,,,1610612751,37,30,2026-03-24T02:45:52Z,1980000,False,,,0,,N. Traore bad pass TURNOVER (2 TO),"[1642849, 1641739]",1610612751.0,BKN,,,,Traore,N. Traore,,,,,Above the Break 3,24+ Right Center,,,,,2.0,,,,,,,,,,,Camara,1641739.0,,,
201,PT11M26.00S,2026-03-24T02:45:47.7Z,2,REGULAR,steal,,[],1641739,,,1610612757,37,30,2026-03-24T02:45:49Z,1990000,False,,,0,,T. Camara STEAL (1 STL),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
202,PT11M13.00S,2026-03-24T02:46:01.9Z,2,REGULAR,turnover,bad pass,[],1629680,,,1610612757,37,30,2026-03-24T02:46:04Z,2000000,False,,,0,,M. Thybulle bad pass TURNOVER (1 TO),"[1629680, 1629651]",1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,Above the Break 3,24+ Left Center,,,,,1.0,,,,,,,,,,,Claxton,1629651.0,,,
203,PT11M13.00S,2026-03-24T02:46:01.9Z,2,REGULAR,steal,,[],1629651,,,1610612751,37,30,2026-03-24T02:46:03Z,2010000,False,,,0,,N. Claxton STEAL (1 STL),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
204,PT11M06.00S,2026-03-24T02:46:08.7Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1642849,28.86005256241787,15.931372549019606,1610612751,37,30,2026-03-24T02:46:25Z,2020000,False,170.0,219.0,1,left,MISS N. Traore 27' running 3PT,[1642849],1610612751.0,BKN,running,,,Traore,N. Traore,,,,,Above the Break 3,24+ Right Center,27.73,Missed,,,,,,,,,,,,,,,,,,
205,PT11M05.00S,2026-03-24T02:46:11.3Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612757,37,30,2026-03-24T02:46:11Z,2030000,False,,,0,,TEAM defensive REBOUND,[],1610612757.0,POR,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,204.0,,,,,,,,,,,,
207,PT10M43.00S,2026-03-24T02:46:38.2Z,2,REGULAR,turnover,bad pass,[],1631104,,,1610612757,37,30,2026-03-24T02:46:41Z,2050000,False,,,0,,B. Wesley bad pass TURNOVER (1 TO),"[1631104, 1630533]",1610612757.0,POR,,,,Wesley,B. Wesley,,,,,Restricted Area,0-8 Center,,,,,1.0,,,,,,,,,,,Williams,1630533.0,,,
208,PT10M43.00S,2026-03-24T02:46:38.2Z,2,REGULAR,steal,,[],1630533,,,1610612751,37,30,2026-03-24T02:46:39Z,2060000,False,,,0,,Z. Williams STEAL (1 STL),[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
209,PT10M37.00S,2026-03-24T02:46:44.1Z,2,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629651,9.017739816031538,60.29411764705882,1610612751,37,30,2026-03-24T02:57:52Z,2070000,False,-51.0,32.0,1,left,MISS N. Claxton 6' running Shot,[1629651],1610612751.0,BKN,running,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),0-8 Center,6.08,Missed,,,,,,,,,,,,,,,,,,
210,PT10M35.00S,2026-03-24T02:46:46.1Z,2,REGULAR,rebound,defensive,[],1642270,,,1610612757,37,30,2026-03-24T02:46:59Z,2080000,False,,,0,,D. Clingan REBOUND (Off:0 Def:4),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,209.0,4.0,4.0,0.0,,,,,,,,,
211,PT10M25.00S,2026-03-24T02:46:55.8Z,2,REGULAR,3pt,Jump Shot,[],1641739,66.5735873850197,54.65686274509803,1610612757,40,30,2026-03-24T02:59:05Z,2090000,False,23.0,262.0,1,right,T. Camara 26' 3PT step back (10 PTS),[1641739],1610612757.0,POR,step back,,,Camara,T. Camara,,,,,Above the Break 3,24+ Center,26.27,Made,10.0,,,,,,,,,,,,,,,,,
212,PT10M08.00S,2026-03-24T02:47:14.9Z,2,REGULAR,foul,personal,['2freethrow'],1641739,,,1610612751,40,30,2026-03-24T02:47:23Z,2100000,False,,,0,,T. Camara shooting personal FOUL (2 PF) (Wilson 2 FT),"[1641739, 1630592]",1610612757.0,POR,shooting,,,Camara,T. Camara,,,,,In The Paint (Non-RA),8-16 Center,,,,2002.0,,,,,,,,2.0,0.0,Wilson,1630592.0,,,,,
214,PT10M08.00S,2026-03-24T02:47:43.5Z,2,REGULAR,freethrow,1 of 2,[],1630592,,,1610612751,40,30,2026-03-24T02:47:43Z,2120000,False,,,0,,MISS J. Wilson Free Throw 1 of 2,[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
215,PT10M08.00S,2026-03-24T02:47:43.5Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612751,40,30,2026-03-24T02:47:43Z,2130000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,214.0,,,,,,,,,,,,
216,PT10M08.00S,2026-03-24T02:48:00.3Z,2,REGULAR,freethrow,2 of 2,[],1630592,,,1610612751,40,31,2026-03-24T02:48:00Z,2140000,False,,,0,,J. Wilson Free Throw 2 of 2 (2 PTS),[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
217,PT09M51.00S,2026-03-24T02:48:19.0Z,2,REGULAR,3pt,Jump Shot,[],1641739,91.01511169513797,3.9215686274509802,1610612757,43,31,2026-03-24T02:48:22Z,2150000,False,-230.0,32.0,1,right,T. Camara 3PT  (13 PTS) (J. Holiday 4 AST),"[1641739, 201950]",1610612757.0,POR,,,,Camara,T. Camara,,,,,Left Corner 3,24+ Left,23.26,Made,13.0,,,,,,,,,,,,,,,J. Holiday,201950.0,4.0
219,PT09M38.00S,2026-03-24T02:48:32.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631169,15.850854139290407,35.78431372549019,1610612751,43,31,2026-03-24T02:49:27Z,2170000,False,71.0,96.0,1,left,MISS J. Minott 11' driving floating Shot - blocked,"[1631169, 1642270]",1610612751.0,BKN,driving floating,,,Minott,J. Minott,,,,,In The Paint (Non-RA),8-16 Right,11.99,Missed,,,,Clingan,1642270.0,,,,,,,,,,,,,
220,PT09M38.00S,2026-03-24T02:48:32.3Z,2,REGULAR,block,,[],1642270,,,1610612751,43,31,2026-03-24T02:48:34Z,2180000,False,,,0,,D. Clingan BLOCK (2 BLK),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
221,PT09M38.00S,2026-03-24T02:48:32.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612751,43,31,2026-03-24T02:49:27Z,2190000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,219.0,,,,,,,,,,,,
223,PT09M29.00S,2026-03-24T02:49:05.9Z,2,REGULAR,turnover,out-of-bounds,[],1630533,,,1610612751,43,31,2026-03-24T02:49:11Z,2210000,False,,,0,,Z. Williams bad pass out-of-bounds TURNOVER (2 TO),[1630533],1610612751.0,BKN,bad pass,,,Williams,Z. Williams,,,,,Above the Break 3,24+ Center,,,,2002.0,2.0,,,,,,,,,,,,,,,
224,PT09M10.00S,2026-03-24T02:49:29.0Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",201950,87.72996057818659,45.34313725490196,1610612757,43,31,2026-03-24T02:49:36Z,2220000,False,-23.0,63.0,1,right,MISS J. Holiday 6' driving Hook,[201950],1610612757.0,POR,driving,,,Holiday,J. Holiday,,,,,In The Paint (Non-RA),0-8 Center,6.7,Missed,,,,,,,,,,,,,,,,,,
225,PT09M07.00S,2026-03-24T02:49:32.0Z,2,REGULAR,rebound,defensive,[],1630592,,,1610612751,43,31,2026-03-24T02:49:36Z,2230000,False,,,0,,J. Wilson REBOUND (Off:0 Def:1),[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,224.0,1.0,1.0,0.0,,,,,,,,,
226,PT08M56.00S,2026-03-24T02:49:43.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642849,11.12023653088042,39.46078431372549,1610612751,43,31,2026-03-24T02:49:55Z,2240000,False,53.0,52.0,1,left,MISS N. Traore 7' driving floating Shot - blocked,"[1642849, 1642270]",1610612751.0,BKN,driving floating,,,Traore,N. Traore,,,,,In The Paint (Non-RA),0-8 Center,7.4,Missed,,,,Clingan,1642270.0,,,,,,,,,,,,,
308,PT08M56.00S,2026-03-24T02:49:43.1Z,2,REGULAR,block,,[],1642270,,,1610612751,43,31,2026-03-24T03:05:42Z,2245000,False,,,0,,D. Clingan BLOCK (3 BLK),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
227,PT08M54.00S,2026-03-24T02:49:45.1Z,2,REGULAR,rebound,defensive,[],201950,,,1610612757,43,31,2026-03-24T02:49:55Z,2250000,False,,,0,,J. Holiday REBOUND (Off:0 Def:1),[201950],1610612757.0,POR,,,,Holiday,J. Holiday,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,226.0,1.0,1.0,0.0,,,,,,,,,
228,PT08M39.00S,2026-03-24T02:49:59.6Z,2,REGULAR,3pt,Jump Shot,[],1629680,84.57621550591328,94.6078431372549,1610612757,43,31,2026-03-24T02:50:05Z,2260000,False,223.0,92.0,1,right,MISS M. Thybulle 24' 3PT,[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,Above the Break 3,24+ Right,24.14,Missed,,,,,,,,,,,,,,,,,,
229,PT08M38.00S,2026-03-24T02:50:00.6Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612751,43,31,2026-03-24T02:50:05Z,2270000,False,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Above the Break 3,24+ Right,,,,,,,,228.0,,,,,,,,,,,,
230,PT08M38.00S,2026-03-24T02:50:06.1Z,2,REGULAR,foul,personal,[],1642270,,,1610612751,43,31,2026-03-24T02:50:11Z,2280000,False,,,0,,D. Clingan loose ball personal FOUL (2 PF),"[1642270, 1630533]",1610612757.0,POR,loose ball,,,Clingan,D. Clingan,,,,,Restricted Area,0-8 Center,,,,203591.0,,,,,,,,2.0,0.0,Williams,1630533.0,,,,,
232,PT08M25.00S,2026-03-24T02:50:37.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629651,6.521024967148489,55.88235294117647,1610612751,43,31,2026-03-24T03:07:29Z,2300000,False,-29.0,9.0,1,left,MISS N. Claxton cutting finger roll Layup,[1629651],1610612751.0,BKN,cutting finger roll,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,3.07,Missed,,,,,,,,,,,,,,,,,,
233,PT08M20.00S,2026-03-24T02:50:42.6Z,2,REGULAR,rebound,offensive,[],1629651,,,1610612751,43,31,2026-03-24T03:07:29Z,2310000,False,,,0,,N. Claxton REBOUND (Off:2 Def:0),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,,,,,,232.0,2.0,0.0,2.0,,,,,,,,,
234,PT08M20.00S,2026-03-24T02:50:41.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629651,5.590000152587891,50.0,1610612751,43,31,2026-03-24T02:50:41Z,2320000,False,0.0,0.0,1,left,MISS N. Claxton tip Layup,[1629651],1610612751.0,BKN,tip,,,Claxton,N. Claxton,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
235,PT08M19.00S,2026-03-24T02:50:42.1Z,2,REGULAR,rebound,defensive,[],1631104,,,1610612757,43,31,2026-03-24T02:50:42Z,2330000,False,,,0,,B. Wesley REBOUND (Off:0 Def:1),[1631104],1610612757.0,POR,,,,Wesley,B. Wesley,,,,,Mid-Range,8-16 Left,,,,,,,,234.0,1.0,1.0,0.0,,,,,,,,,
236,PT08M10.00S,2026-03-24T02:50:51.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642270,93.24901445466492,43.38235294117647,1610612757,43,31,2026-03-24T02:50:56Z,2340000,False,-33.0,11.0,1,right,MISS D. Clingan driving Layup,[1642270],1610612757.0,POR,driving,,,Clingan,D. Clingan,,,,,Restricted Area,0-8 Center,3.49,Missed,,,,,,,,,,,,,,,,,,
237,PT08M07.00S,2026-03-24T02:50:54.7Z,2,REGULAR,rebound,offensive,[],1642270,,,1610612757,43,31,2026-03-24T02:50:56Z,2350000,False,,,0,,D. Clingan REBOUND (Off:1 Def:4),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Restricted Area,0-8 Center,,,,,,,,236.0,5.0,4.0,1.0,,,,,,,,,
238,PT08M07.00S,2026-03-24T02:50:54.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642270,94.40999984741211,50.0,1610612757,43,31,2026-03-24T02:50:54Z,2360000,False,0.0,0.0,1,right,MISS D. Clingan tip Layup,[1642270],1610612757.0,POR,tip,,,Clingan,D. Clingan,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
239,PT08M07.00S,2026-03-24T02:50:54.4Z,2,REGULAR,rebound,offensive,[],1642270,,,1610612757,43,31,2026-03-24T02:50:54Z,2370000,False,,,0,,D. Clingan REBOUND (Off:2 Def:4),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Mid-Range,8-16 Left,,,,,,,,238.0,6.0,4.0,2.0,,,,,,,,,
240,PT08M06.00S,2026-03-24T02:50:55.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642270,93.38042049934296,47.30392156862745,1610612757,45,31,2026-03-24T02:50:59Z,2380000,False,-13.0,10.0,1,right,D. Clingan putback Layup (4 PTS),[1642270],1610612757.0,POR,putback,,,Clingan,D. Clingan,,,,,Restricted Area,0-8 Center,1.66,Made,4.0,,,,,,,,,,,,,,,,,
241,PT07M52.00S,2026-03-24T02:51:14.6Z,2,REGULAR,foul,personal,[],1631104,,,1610612751,45,31,2026-03-24T02:51:34Z,2390000,False,,,0,,B. Wesley personal FOUL (1 PF),"[1631104, 1642849]",1610612757.0,POR,,,,Wesley,B. Wesley,,,,,In The Paint (Non-RA),8-16 Center,,,,203591.0,,,,,,,,1.0,0.0,Traore,1642849.0,,,,,
243,PT07M44.00S,2026-03-24T02:51:43.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630533,9.806176084099869,47.05882352941176,1610612751,45,31,2026-03-24T03:10:44Z,2410000,False,15.0,40.0,1,left,MISS Z. Williams driving floating Shot,[1630533],1610612751.0,BKN,driving floating,,,Williams,Z. Williams,,,,,Restricted Area,0-8 Center,4.23,Missed,,,,,,,,,,,,,,,,,,
244,PT07M43.00S,2026-03-24T02:51:44.8Z,2,REGULAR,rebound,defensive,[],1642270,,,1610612757,45,31,2026-03-24T03:14:28Z,2420000,False,,,0,,D. Clingan REBOUND (Off:2 Def:5),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Restricted Area,0-8 Center,,,,,,,,243.0,7.0,5.0,2.0,,,,,,,,,
245,PT07M43.00S,2026-03-24T02:51:53.3Z,2,REGULAR,foul,personal,[],1629651,,,1610612757,45,31,2026-03-24T03:11:47Z,2430000,False,,,0,,N. Claxton personal FOUL (2 PF),"[1629651, 1642270]",1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,,1627963.0,,,,,,,,2.0,0.0,Clingan,1642270.0,,,,,
247,PT07M33.00S,2026-03-24T02:52:10.1Z,2,REGULAR,3pt,Jump Shot,[],201950,75.64060446780552,86.51960784313727,1610612757,45,31,2026-03-24T02:52:15Z,2450000,False,183.0,176.0,1,right,MISS J. Holiday 25' 3PT,[201950],1610612757.0,POR,,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Right Center,25.4,Missed,,,,,,,,,,,,,,,,,,
248,PT07M30.00S,2026-03-24T02:52:13.8Z,2,REGULAR,rebound,offensive,[],1642270,,,1610612757,45,31,2026-03-24T02:52:13Z,2460000,False,,,0,,D. Clingan REBOUND (Off:3 Def:5),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Above the Break 3,24+ Right Center,,,,,,,,247.0,8.0,5.0,3.0,,,,,,,,,
249,PT07M25.00S,2026-03-24T02:52:19.6Z,2,REGULAR,foul,personal,['2freethrow'],1630592,,,1610612757,45,31,2026-03-24T02:52:26Z,2470000,False,,,0,,J. Wilson shooting personal FOUL (2 PF) (Thybulle 2 FT),"[1630592, 1629680]",1610612751.0,BKN,shooting,,,Wilson,J. Wilson,,,,,Restricted Area,0-8 Center,,,,203591.0,,,,,,,,2.0,0.0,Thybulle,1629680.0,,,,,
251,PT07M25.00S,2026-03-24T02:52:46.4Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1629680,,,1610612757,45,31,2026-03-24T02:52:46Z,2490000,False,,,0,,MISS M. Thybulle Free Throw 1 of 2,[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
252,PT07M25.00S,2026-03-24T02:52:46.4Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612757,45,31,2026-03-24T02:52:46Z,2500000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,251.0,,,,,,,,,,,,
253,PT07M25.00S,2026-03-24T02:53:01.6Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1629680,,,1610612757,46,31,2026-03-24T02:53:01Z,2510000,False,,,0,,M. Thybulle Free Throw 2 of 2 (8 PTS),[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
254,PT07M15.00S,2026-03-24T02:53:13.8Z,2,REGULAR,3pt,Jump Shot,[],1630533,17.16491458607096,95.58823529411765,1610612751,46,34,2026-03-24T02:53:19Z,2520000,False,-228.0,109.0,1,left,Z. Williams 25' 3PT  (7 PTS) (N. Traore 5 AST),"[1630533, 1642849]",1610612751.0,BKN,,,,Williams,Z. Williams,,,,,Above the Break 3,24+ Left Center,25.26,Made,7.0,,,,,,,,,,,,,,,N. Traore,1642849.0,5.0
256,PT07M15.00S,2026-03-24T02:53:17.0Z,2,REGULAR,foul,personal,['1freethrow'],1629680,,,1610612751,46,34,2026-03-24T02:53:23Z,2540000,False,,,0,,M. Thybulle shooting personal FOUL (1 PF) (Williams 1 FT),"[1629680, 1630533]",1610612757.0,POR,shooting,,,Thybulle,M. Thybulle,,,,,Above the Break 3,24+ Left Center,,,,2002.0,,,,,,,,1.0,0.0,Williams,1630533.0,,,,,
258,PT07M15.00S,2026-03-24T02:53:48.1Z,2,REGULAR,freethrow,1 of 1,[],1630533,,,1610612751,46,35,2026-03-24T02:53:48Z,2560000,False,,,0,,Z. Williams Free Throw 1 of 1 (8 PTS),[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
259,PT06M58.00S,2026-03-24T02:54:07.1Z,2,REGULAR,turnover,bad pass,[],201950,,,1610612757,46,35,2026-03-24T02:54:10Z,2570000,False,,,0,,J. Holiday bad pass TURNOVER (5 TO),"[201950, 1630533]",1610612757.0,POR,,,,Holiday,J. Holiday,,,,,Mid-Range,8-16 Left,,,,,5.0,,,,,,,,,,,Williams,1630533.0,,,
260,PT06M58.00S,2026-03-24T02:54:07.1Z,2,REGULAR,steal,,[],1630533,,,1610612751,46,35,2026-03-24T02:54:08Z,2580000,False,,,0,,Z. Williams STEAL (2 STL),[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
