actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
442,PT10M25.00S,2026-03-24T03:38:45.8Z,3,REGULAR,rebound,defensive,[],1630166,,,1610612757,71,53,2026-03-24T03:38:48Z,4370000,False,,,0,,D. Avdija REBOUND (Off:3 Def:2),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Center,,,,,,,,441.0,5.0,2.0,3.0,,,,,,,,,
443,PT10M19.00S,2026-03-24T03:38:52.0Z,3,REGULAR,3pt,Jump Shot,[],1642270,30.831143232588698,30.14705882352941,1610612757,71,53,2026-03-24T03:38:58Z,4380000,False,99.0,237.0,1,left,MISS D. Clingan 25' 3PT,[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Above the Break 3,24+ Right Center,25.72,Missed,,,,,,,,,,,,,,,,,,
444,PT10M16.00S,2026-03-24T03:38:55.0Z,3,REGULAR,rebound,offensive,[],201950,,,1610612757,71,53,2026-03-24T03:47:23Z,4390000,False,,,0,,J. Holiday REBOUND (Off:1 Def:3),[201950],1610612757.0,POR,,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Right Center,,,,,,,,443.0,4.0,3.0,1.0,,,,,,,,,
445,PT10M14.00S,2026-03-24T03:38:59.0Z,3,REGULAR,foul,personal,['2freethrow'],1630533,,,1610612757,71,53,2026-03-24T03:39:05Z,4400000,False,,,0,,Z. Williams shooting personal FOUL (4 PF) (Avdija 2 FT),"[1630533, 1630166]",1610612751.0,BKN,shooting,,,Williams,Z. Williams,,,,,Restricted Area,0-8 Center,,,,2002.0,,,,,,,,4.0,0.0,Avdija,1630166.0,,,,,
447,PT10M14.00S,2026-03-24T03:39:22.8Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1630166,,,1610612757,72,53,2026-03-24T03:39:22Z,4420000,False,,,0,,D. Avdija Free Throw 1 of 2 (14 PTS),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
448,PT10M14.00S,2026-03-24T03:39:36.7Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1630166,,,1610612757,73,53,2026-03-24T03:39:36Z,4430000,False,,,0,,D. Avdija Free Throw 2 of 2 (15 PTS),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,Made,15.0,,,,,,,,,,,,,,,,,
449,PT09M53.00S,2026-03-24T03:39:59.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631169,93.11760840998686,46.568627450980394,1610612751,73,55,2026-03-24T03:48:29Z,4440000,False,-17.0,12.0,1,right,J. Minott reverse Layup (7 PTS),[1631169],1610612751.0,BKN,reverse,,,Minott,J. Minott,,,,,Restricted Area,0-8 Center,2.11,Made,7.0,,,,,,,,,,,,,,,,,
450,PT09M44.00S,2026-03-24T03:40:07.7Z,3,REGULAR,3pt,Jump Shot,[],1641739,15.193823915900131,95.09803921568627,1610612757,76,55,2026-03-24T03:40:19Z,4450000,False,-225.0,90.0,1,left,T. Camara 24' 3PT pullup (26 PTS),[1641739],1610612757.0,POR,pullup,,,Camara,T. Camara,,,,,Above the Break 3,24+ Left,24.29,Made,26.0,,,,,,,,,,,,,,,,,
452,PT09M23.00S,2026-03-24T03:40:29.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630592,90.48948751642575,55.63725490196079,1610612751,76,57,2026-03-24T03:40:35Z,4470000,False,28.0,37.0,1,right,J. Wilson driving finger roll Layup (4 PTS),[1630592],1610612751.0,BKN,driving finger roll,,,Wilson,J. Wilson,,,,,In The Paint (Non-RA),0-8 Center,4.64,Made,4.0,,,,,,,,,,,,,,,,,
453,PT09M11.00S,2026-03-24T03:40:42.5Z,3,REGULAR,foul,personal,['2freethrow'],1629651,,,1610612757,76,57,2026-03-24T03:40:57Z,4480000,False,,,0,,N. Claxton shooting personal FOUL (3 PF) (Avdija 2 FT),"[1629651, 1630166]",1610612751.0,BKN,shooting,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,,1627963.0,,,,,,,,3.0,0.0,Avdija,1630166.0,,,,,
455,PT09M11.00S,2026-03-24T03:40:59.8Z,3,REGULAR,foul,technical,['1freethrow'],1629651,,,1610612757,76,57,2026-03-24T03:41:06Z,4500000,False,,,0,,N. Claxton technical FOUL (1 Tech),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,1627963.0,,,,,,,,3.0,1.0,,,,,,,
456,PT09M11.00S,2026-03-24T03:41:10.8Z,3,REGULAR,freethrow,1 of 1,[],1630166,,,1610612757,77,57,2026-03-24T03:41:10Z,4510000,False,,,0,,D. Avdija technical Free Throw 1 of 1 (16 PTS),[1630166],1610612757.0,POR,technical,,,Avdija,D. Avdija,,,,,,,,Made,16.0,,,,,,,,,,,,,,,,,
457,PT09M11.00S,2026-03-24T03:41:37.9Z,3,REGULAR,freethrow,1 of 2,[],1630166,,,1610612757,78,57,2026-03-24T03:41:37Z,4520000,False,,,0,,D. Avdija Free Throw 1 of 2 (17 PTS),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,Made,17.0,,,,,,,,,,,,,,,,,
458,PT09M11.00S,2026-03-24T03:41:55.5Z,3,REGULAR,freethrow,2 of 2,[],1630166,,,1610612757,79,57,2026-03-24T03:41:55Z,4530000,False,,,0,,D. Avdija Free Throw 2 of 2 (18 PTS),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,Made,18.0,,,,,,,,,,,,,,,,,
459,PT08M55.00S,2026-03-24T03:42:13.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1642849,90.09526938239159,54.166666666666664,1610612751,79,57,2026-03-24T03:42:16Z,4540000,False,21.0,41.0,1,right,MISS N. Traore driving finger roll Layup - blocked,"[1642849, 1642270]",1610612751.0,BKN,driving finger roll,,,Traore,N. Traore,,,,,In The Paint (Non-RA),0-8 Center,4.56,Missed,,,,Clingan,1642270.0,,,,,,,,,,,,,
460,PT08M55.00S,2026-03-24T03:42:13.3Z,3,REGULAR,block,,[],1642270,,,1610612751,79,57,2026-03-24T03:42:15Z,4550000,False,,,0,,D. Clingan BLOCK (6 BLK),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
461,PT08M54.00S,2026-03-24T03:42:14.3Z,3,REGULAR,rebound,defensive,[],1642270,,,1610612757,79,57,2026-03-24T03:42:16Z,4560000,False,,,0,,D. Clingan REBOUND (Off:3 Def:9),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,459.0,12.0,9.0,3.0,,,,,,,,,
462,PT08M54.00S,2026-03-24T03:42:18.1Z,3,REGULAR,turnover,out-of-bounds,[],1642270,,,1610612757,79,57,2026-03-24T03:42:24Z,4570000,False,,,0,,D. Clingan bad pass out-of-bounds TURNOVER (1 TO),[1642270],1610612757.0,POR,bad pass,,,Clingan,D. Clingan,,,,,In The Paint (Non-RA),8-16 Center,,,,1627963.0,1.0,,,,,,,,,,,,,,,
463,PT08M54.00S,2026-03-24T03:42:27.5Z,3,REGULAR,substitution,out,[],1642849,,,1610612751,79,57,2026-03-24T03:42:30Z,4580000,False,,,0,,SUB out: N. Traore,[1642849],1610612751.0,BKN,,,,Traore,N. Traore,,,,,,,,,,,,,,,,,,,,,,,,,,
464,PT08M54.00S,2026-03-24T03:42:27.5Z,3,REGULAR,substitution,in,[],1642879,,,1610612751,79,57,2026-03-24T03:42:30Z,4590000,False,,,0,,SUB in: B. Saraf,[1642879],1610612751.0,BKN,,,,Saraf,B. Saraf,,,,,,,,,,,,,,,,,,,,,,,,,,
465,PT08M46.00S,2026-03-24T03:42:46.9Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1629651,88.64980289093299,48.529411764705884,1610612751,79,57,2026-03-24T03:52:27Z,4600000,False,-7.0,54.0,1,right,MISS N. Claxton driving Hook,[1629651],1610612751.0,BKN,driving,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),0-8 Center,5.47,Missed,,,,,,,,,,,,,,,,,,
466,PT08M45.00S,2026-03-24T03:42:47.9Z,3,REGULAR,rebound,defensive,[],1642270,,,1610612757,79,57,2026-03-24T03:42:51Z,4610000,False,,,0,,D. Clingan REBOUND (Off:3 Def:10),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,465.0,13.0,10.0,3.0,,,,,,,,,
467,PT08M39.00S,2026-03-24T03:42:54.4Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],201950,25.706307490144546,15.686274509803921,1610612757,79,57,2026-03-24T03:53:22Z,4620000,False,172.0,189.0,1,left,MISS J. Holiday 25' running pullup 3PT,[201950],1610612757.0,POR,running pullup,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Right Center,25.54,Missed,,,,,,,,,,,,,,,,,,
468,PT08M35.00S,2026-03-24T03:42:58.4Z,3,REGULAR,rebound,defensive,[],1631169,,,1610612751,79,57,2026-03-24T03:42:59Z,4630000,False,,,0,,J. Minott REBOUND (Off:0 Def:1),[1631169],1610612751.0,BKN,,,,Minott,J. Minott,,,,,Above the Break 3,24+ Right Center,,,,,,,,467.0,1.0,1.0,0.0,,,,,,,,,
469,PT08M31.00S,2026-03-24T03:43:02.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630592,93.77463863337714,52.450980392156865,1610612751,79,59,2026-03-24T03:43:10Z,4640000,False,12.0,6.0,1,right,J. Wilson running reverse Layup (6 PTS) (J. Minott 1 AST),"[1630592, 1631169]",1610612751.0,BKN,running reverse,,,Wilson,J. Wilson,,,,,Restricted Area,0-8 Center,1.37,Made,6.0,,,,,,,,,,,,,,,J. Minott,1631169.0,1.0
471,PT08M24.00S,2026-03-24T03:43:09.0Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1642270,6.1268068331143235,49.01960784313725,1610612757,81,59,2026-03-24T03:43:14Z,4660000,False,5.0,5.0,1,left,D. Clingan cutting DUNK (6 PTS) (S. Cissoko 2 AST),"[1642270, 1631321]",1610612757.0,POR,cutting,,,Clingan,D. Clingan,,,,,Restricted Area,0-8 Center,0.71,Made,6.0,,,,,,,,,,,,,,,S. Cissoko,1631321.0,2.0
473,PT08M24.00S,2026-03-24T03:43:13.0Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,81,59,2026-03-24T03:43:13Z,4680000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,PT08M13.00S,2026-03-24T03:46:48.4Z,3,REGULAR,foul,personal,[],1631321,,,1610612751,81,59,2026-03-24T03:47:08Z,4700000,False,,,0,,S. Cissoko double personal FOUL (3 PF),"[1631321, 1631169]",1610612757.0,POR,double,,,Cissoko,S. Cissoko,,,,,Above the Break 3,24+ Center,,,,203591.0,,,,,,,,3.0,0.0,Minott,1631169.0,,,,,
477,PT08M13.00S,2026-03-24T03:46:48.4Z,3,REGULAR,foul,personal,[],1631169,,,1610612751,81,59,2026-03-24T03:47:00Z,4720000,False,,,0,,J. Minott double personal FOUL (1 PF),"[1631169, 1631321]",1610612751.0,BKN,double,,,Minott,J. Minott,,,,,Above the Break 3,24+ Center,,,,203591.0,,,,,,,,1.0,0.0,Cissoko,1631321.0,,,,,
479,PT08M07.00S,2026-03-24T03:47:20.4Z,3,REGULAR,foul,offensive,[],1631169,,,1610612751,81,59,2026-03-24T03:47:27Z,4740000,False,,,0,,J. Minott offensive FOUL (2 PF),"[1631169, 1641739]",1610612751.0,BKN,,,,Minott,J. Minott,,,,,Above the Break 3,24+ Center,,,,2002.0,,,,,,,,2.0,0.0,Camara,1641739.0,,,,,
481,PT08M07.00S,2026-03-24T03:47:20.4Z,3,REGULAR,turnover,offensive foul,[],1631169,,,1610612751,81,59,2026-03-24T03:47:20Z,4760000,False,,,0,,J. Minott offensive foul TURNOVER (1 TO),[1631169],1610612751.0,BKN,,,,Minott,J. Minott,,,,,Above the Break 3,24+ Center,,,,2002.0,1.0,,,,,,,,,,,,,,,
482,PT07M53.00S,2026-03-24T03:47:45.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1642270,5.338370565045992,53.67647058823529,1610612757,81,59,2026-03-24T03:47:48Z,4770000,False,-18.0,-2.0,1,left,MISS D. Clingan driving Layup,[1642270],1610612757.0,POR,driving,,,Clingan,D. Clingan,,,,,Restricted Area,0-8 Center,1.85,Missed,,,,,,,,,,,,,,,,,,
483,PT07M52.00S,2026-03-24T03:47:46.0Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612751,81,59,2026-03-24T03:58:18Z,4780000,False,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,482.0,,,,,,,,,,,,
487,PT07M30.00S,2026-03-24T03:48:15.9Z,3,REGULAR,turnover,lost ball,[],1642879,,,1610612751,81,59,2026-03-24T03:48:20Z,4820000,False,,,0,,B. Saraf lost ball TURNOVER (2 TO),"[1642879, 1641739]",1610612751.0,BKN,,,,Saraf,B. Saraf,,,,,Mid-Range,16-24 Left Center,,,,,2.0,,,,,,,,,,,Camara,1641739.0,,,
488,PT07M30.00S,2026-03-24T03:48:15.9Z,3,REGULAR,steal,,[],1641739,,,1610612757,81,59,2026-03-24T03:48:17Z,4830000,False,,,0,,T. Camara STEAL (2 STL),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
489,PT07M17.00S,2026-03-24T03:48:28.6Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630166,29.38567674113009,19.362745098039216,1610612757,81,59,2026-03-24T03:48:32Z,4840000,False,153.0,224.0,1,left,MISS D. Avdija 27' step back 3PT,[1630166],1610612757.0,POR,step back,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Right Center,27.11,Missed,,,,,,,,,,,,,,,,,,
490,PT07M15.00S,2026-03-24T03:48:30.6Z,3,REGULAR,rebound,defensive,[],1630592,,,1610612751,81,59,2026-03-24T03:48:32Z,4850000,False,,,0,,J. Wilson REBOUND (Off:0 Def:3),[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,Above the Break 3,24+ Right Center,,,,,,,,489.0,3.0,3.0,0.0,,,,,,,,,
491,PT07M07.00S,2026-03-24T03:48:38.9Z,3,REGULAR,3pt,Jump Shot,[],1642879,90.75229960578186,2.941176470588235,1610612751,81,59,2026-03-24T03:48:42Z,4860000,False,-235.0,34.0,1,right,MISS B. Saraf 3PT,[1642879],1610612751.0,BKN,,,,Saraf,B. Saraf,,,,,Left Corner 3,24+ Left,23.78,Missed,,,,,,,,,,,,,,,,,,
492,PT07M04.00S,2026-03-24T03:48:41.9Z,3,REGULAR,rebound,defensive,[],201950,,,1610612757,81,59,2026-03-24T03:48:42Z,4870000,False,,,0,,J. Holiday REBOUND (Off:1 Def:4),[201950],1610612757.0,POR,,,,Holiday,J. Holiday,,,,,Left Corner 3,24+ Left,,,,,,,,491.0,5.0,4.0,1.0,,,,,,,,,
493,PT06M58.00S,2026-03-24T03:48:47.4Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],201950,29.517082785808146,78.18627450980392,1610612757,81,59,2026-03-24T04:00:39Z,4880000,False,-141.0,225.0,1,left,MISS J. Holiday 26' running pullup 3PT,[201950],1610612757.0,POR,running pullup,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Left Center,26.55,Missed,,,,,,,,,,,,,,,,,,
494,PT06M56.00S,2026-03-24T03:48:49.1Z,3,REGULAR,rebound,defensive,[],1642879,,,1610612751,81,59,2026-03-24T03:48:49Z,4890000,False,,,0,,B. Saraf REBOUND (Off:0 Def:2),[1642879],1610612751.0,BKN,,,,Saraf,B. Saraf,,,,,Above the Break 3,24+ Left Center,,,,,,,,493.0,2.0,2.0,0.0,,,,,,,,,
499,PT06M51.00S,2026-03-24T03:49:33.5Z,3,REGULAR,turnover,out-of-bounds,[],1631169,,,1610612751,81,59,2026-03-24T03:51:27Z,4910000,False,,,0,,J. Minott lost ball out-of-bounds TURNOVER (2 TO),[1631169],1610612751.0,BKN,lost ball,,,Minott,J. Minott,,,,,In The Paint (Non-RA),0-8 Center,,,,203591.0,2.0,,,,,,,,,,,,,,,
497,PT06M51.00S,2026-03-24T03:50:07.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,81,59,2026-03-24T03:51:27Z,4920000,False,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,PT06M51.00S,2026-03-24T03:51:11.8Z,3,REGULAR,substitution,out,[],201950,,,1610612757,81,59,2026-03-24T03:51:45Z,4940000,False,,,0,,SUB out: J. Holiday,[201950],1610612757.0,POR,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
501,PT06M51.00S,2026-03-24T03:51:11.8Z,3,REGULAR,substitution,out,[],1641739,,,1610612757,81,59,2026-03-24T03:51:45Z,4950000,False,,,0,,SUB out: T. Camara,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,
502,PT06M51.00S,2026-03-24T03:51:11.8Z,3,REGULAR,substitution,out,[],1631321,,,1610612757,81,59,2026-03-24T03:51:45Z,4960000,False,,,0,,SUB out: S. Cissoko,[1631321],1610612757.0,POR,,,,Cissoko,S. Cissoko,,,,,,,,,,,,,,,,,,,,,,,,,,
503,PT06M51.00S,2026-03-24T03:51:11.8Z,3,REGULAR,substitution,in,[],1631200,,,1610612757,81,59,2026-03-24T03:51:45Z,4970000,False,,,0,,SUB in: K. Murray,[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
504,PT06M51.00S,2026-03-24T03:51:11.8Z,3,REGULAR,substitution,in,[],1629680,,,1610612757,81,59,2026-03-24T03:51:45Z,4980000,False,,,0,,SUB in: M. Thybulle,[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,,
505,PT06M51.00S,2026-03-24T03:51:11.8Z,3,REGULAR,substitution,in,[],1630703,,,1610612757,81,59,2026-03-24T03:51:45Z,4990000,False,,,0,,SUB in: S. Henderson,[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,,,,,,,,,,,,,,,,,,,,,,
506,PT06M31.00S,2026-03-24T03:52:36.7Z,3,REGULAR,turnover,3-second-violation,[],1642270,,,1610612757,81,59,2026-03-24T03:52:46Z,5000000,False,,,0,,D. Clingan 3-second-violation TURNOVER (2 TO),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,In The Paint (Non-RA),0-8 Center,,,,203591.0,2.0,,,,,,,,,,,,,,,
507,PT06M17.00S,2026-03-24T03:53:02.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1642879,90.3580814717477,46.568627450980394,1610612751,81,59,2026-03-24T03:53:09Z,5010000,False,-17.0,38.0,1,right,MISS B. Saraf driving Layup - blocked,"[1642879, 1642270]",1610612751.0,BKN,driving,,,Saraf,B. Saraf,,,,,Restricted Area,0-8 Center,4.18,Missed,,,,Clingan,1642270.0,,,,,,,,,,,,,
508,PT06M17.00S,2026-03-24T03:53:02.1Z,3,REGULAR,block,,[],1642270,,,1610612751,81,59,2026-03-24T03:53:03Z,5020000,False,,,0,,D. Clingan BLOCK (7 BLK),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
509,PT06M15.00S,2026-03-24T03:53:04.1Z,3,REGULAR,rebound,offensive,[],1642879,,,1610612751,81,59,2026-03-24T03:53:09Z,5030000,False,,,0,,B. Saraf REBOUND (Off:1 Def:2),[1642879],1610612751.0,BKN,,,,Saraf,B. Saraf,,,,,Restricted Area,0-8 Center,,,,,,,,507.0,3.0,2.0,1.0,,,,,,,,,
510,PT06M12.00S,2026-03-24T03:53:09.4Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630592,86.94152431011827,47.549019607843135,1610612751,81,61,2026-03-24T03:53:29Z,5040000,False,-12.0,70.0,1,right,J. Wilson 7' driving floating Jump Shot (8 PTS) (N. Claxton 1 AST),"[1630592, 1629651]",1610612751.0,BKN,driving floating,,,Wilson,J. Wilson,,,,,In The Paint (Non-RA),0-8 Center,7.13,Made,8.0,,,,,,,,,,,,,,,N. Claxton,1629651.0,1.0
511,PT06M12.00S,2026-03-24T03:53:12.4Z,3,REGULAR,foul,personal,['1freethrow'],1630166,,,1610612751,81,61,2026-03-24T03:53:22Z,5050000,False,,,0,,D. Avdija shooting personal FOUL (4 PF) (Wilson 1 FT),"[1630166, 1630592]",1610612757.0,POR,shooting,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),0-8 Center,,,,2002.0,,,,,,,,4.0,0.0,Wilson,1630592.0,,,,,
513,PT06M12.00S,2026-03-24T03:53:28.9Z,3,REGULAR,substitution,out,[],1630166,,,1610612751,81,61,2026-03-24T03:53:33Z,5070000,False,,,0,,SUB out: D. Avdija,[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
514,PT06M12.00S,2026-03-24T03:53:28.9Z,3,REGULAR,substitution,in,[],1631104,,,1610612751,81,61,2026-03-24T03:53:33Z,5080000,False,,,0,,SUB in: B. Wesley,[1631104],1610612757.0,POR,,,,Wesley,B. Wesley,,,,,,,,,,,,,,,,,,,,,,,,,,
515,PT06M12.00S,2026-03-24T03:53:46.4Z,3,REGULAR,freethrow,1 of 1,"['fromturnover', '2ndchance']",1630592,,,1610612751,81,62,2026-03-24T03:53:46Z,5090000,False,,,0,,J. Wilson Free Throw 1 of 1 (9 PTS),[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
516,PT05M55.00S,2026-03-24T03:54:04.8Z,3,REGULAR,3pt,Jump Shot,[],1630703,31.09395532194481,71.56862745098039,1610612757,84,62,2026-03-24T03:54:09Z,5100000,False,-108.0,240.0,1,left,S. Henderson 26' 3PT step back (4 PTS),[1630703],1610612757.0,POR,step back,,,Henderson,S. Henderson,,,,,Above the Break 3,24+ Left Center,26.29,Made,4.0,,,,,,,,,,,,,,,,,
517,PT05M43.00S,2026-03-24T03:54:16.1Z,3,REGULAR,3pt,Jump Shot,[],1642879,67.36202365308804,26.47058823529412,1610612751,84,62,2026-03-24T03:54:19Z,5110000,False,-118.0,254.0,1,right,MISS B. Saraf 28' 3PT,[1642879],1610612751.0,BKN,,,,Saraf,B. Saraf,,,,,Above the Break 3,24+ Left Center,28.02,Missed,,,,,,,,,,,,,,,,,,
518,PT05M40.00S,2026-03-24T03:54:19.1Z,3,REGULAR,rebound,defensive,[],1631104,,,1610612757,84,62,2026-03-24T03:54:19Z,5120000,False,,,0,,B. Wesley REBOUND (Off:0 Def:2),[1631104],1610612757.0,POR,,,,Wesley,B. Wesley,,,,,Above the Break 3,24+ Left Center,,,,,,,,517.0,2.0,2.0,0.0,,,,,,,,,
519,PT05M35.00S,2026-03-24T03:54:23.7Z,3,REGULAR,2pt,Jump Shot,['fastbreak'],1631104,21.632720105124836,44.85294117647059,1610612757,84,62,2026-03-24T03:54:33Z,5130000,False,26.0,151.0,1,left,MISS B. Wesley 15' running pullup Shot,[1631104],1610612757.0,POR,running pullup,,,Wesley,B. Wesley,,,,,Mid-Range,8-16 Center,15.3,Missed,,,,,,,,,,,,,,,,,,
520,PT05M32.00S,2026-03-24T03:54:26.7Z,3,REGULAR,rebound,defensive,[],1631169,,,1610612751,84,62,2026-03-24T03:54:33Z,5140000,False,,,0,,J. Minott REBOUND (Off:0 Def:2),[1631169],1610612751.0,BKN,,,,Minott,J. Minott,,,,,Mid-Range,8-16 Center,,,,,,,,519.0,2.0,2.0,0.0,,,,,,,,,
521,PT05M28.00S,2026-03-24T03:54:31.4Z,3,REGULAR,turnover,bad pass,[],1629651,,,1610612751,84,62,2026-03-24T03:54:36Z,5150000,False,,,0,,N. Claxton bad pass TURNOVER (1 TO),"[1629651, 1629680]",1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Above the Break 3,24+ Center,,,,,1.0,,,,,,,,,,,Thybulle,1629680.0,,,
522,PT05M28.00S,2026-03-24T03:54:31.4Z,3,REGULAR,steal,,[],1629680,,,1610612757,84,62,2026-03-24T03:54:33Z,5160000,False,,,0,,M. Thybulle STEAL (2 STL),[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
523,PT05M25.00S,2026-03-24T03:54:34.7Z,3,REGULAR,turnover,bad pass,[],1629680,,,1610612757,84,62,2026-03-24T03:54:37Z,5170000,False,,,0,,M. Thybulle bad pass TURNOVER (2 TO),"[1629680, 1642879]",1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,Above the Break 3,24+ Left Center,,,,,2.0,,,,,,,,,,,Saraf,1642879.0,,,
524,PT05M25.00S,2026-03-24T03:54:34.7Z,3,REGULAR,steal,,[],1642879,,,1610612751,84,62,2026-03-24T03:54:36Z,5180000,False,,,0,,B. Saraf STEAL (2 STL),[1642879],1610612751.0,BKN,,,,Saraf,B. Saraf,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
525,PT05M14.00S,2026-03-24T03:54:45.5Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1630592,89.83245729303549,51.9607843137255,1610612751,84,62,2026-03-24T03:54:54Z,5190000,False,10.0,43.0,1,right,MISS J. Wilson turnaround Hook,[1630592],1610612751.0,BKN,turnaround,,,Wilson,J. Wilson,,,,,In The Paint (Non-RA),0-8 Center,4.42,Missed,,,,,,,,,,,,,,,,,,
526,PT05M12.00S,2026-03-24T03:54:47.5Z,3,REGULAR,rebound,defensive,[],1642270,,,1610612757,84,62,2026-03-24T03:54:54Z,5200000,False,,,0,,D. Clingan REBOUND (Off:3 Def:11),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,525.0,14.0,11.0,3.0,,,,,,,,,
527,PT05M00.00S,2026-03-24T03:54:58.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630703,14.4053876478318,45.09803921568628,1610612757,84,62,2026-03-24T04:06:28Z,5210000,False,25.0,83.0,1,left,MISS S. Henderson 8' driving floating Shot,[1630703],1610612757.0,POR,driving floating,,,Henderson,S. Henderson,,,,,In The Paint (Non-RA),8-16 Center,8.64,Missed,,,,,,,,,,,,,,,,,,
