actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
174,PT12M00.00S,2025-12-20T01:11:12.1Z,2,REGULAR,substitution,in,['startperiod'],1630172,,,1610612739,32,32,2025-12-20T01:13:38Z,1730000,False,,,0,,SUB in: P. Williams,[1630172],1610612741.0,CHI,,,,,,,,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,
175,PT12M00.00S,2025-12-20T01:13:51.7Z,2,REGULAR,period,start,[],0,,,1610612739,32,32,2025-12-20T01:13:51Z,1740000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT11M50.00S,2025-12-20T01:14:00.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628418,6.389618922470433,50.0,1610612739,34,32,2025-12-20T01:14:05Z,1750000,False,0.0,8.0,1,left,T. Bryant Layup (7 PTS) (J. Tyson 1 AST),"[1628418, 1642281]",1610612739.0,CLE,,,,,,,Restricted Area,0-8 Center,0.76,Made,Bryant,T. Bryant,,,,,7.0,,,,,J. Tyson,1642281.0,1.0,,,,,,
178,PT11M40.00S,2025-12-20T01:14:10.7Z,2,REGULAR,3pt,Jump Shot,[],1629632,66.83639947437582,35.049019607843135,1610612741,34,35,2025-12-20T01:14:19Z,1770000,False,-75.0,259.0,1,right,C. White 26' 3PT pullup (3 PTS),[1629632],1610612741.0,CHI,pullup,,,,,,Above the Break 3,24+ Center,26.98,Made,White,C. White,,,,,3.0,,,,,,,,,,,,,
180,PT11M26.00S,2025-12-20T01:14:24.4Z,2,REGULAR,3pt,Jump Shot,[],1641772,6.389618922470433,3.431372549019608,1610612739,34,35,2025-12-20T01:14:29Z,1780000,False,233.0,8.0,1,left,MISS N. Tomlin 3PT,[1641772],1610612739.0,CLE,,,,,,,Right Corner 3,24+ Right,23.29,Missed,Tomlin,N. Tomlin,,,,,,,,,,,,,,,,,,
181,PT11M22.00S,2025-12-20T01:14:28.8Z,2,REGULAR,rebound,offensive,[],1628366,,,1610612739,34,35,2025-12-20T01:14:28Z,1790000,False,,,0,,L. Ball REBOUND (Off:2 Def:0),[1628366],1610612739.0,CLE,,,,,,,Right Corner 3,24+ Right,,,Ball,L. Ball,180.0,2.0,0.0,2.0,,,,,,,,,,,,,,
182,PT11M20.00S,2025-12-20T01:14:31.3Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1641772,10.463206307490145,41.911764705882355,1610612739,36,35,2025-12-20T01:14:35Z,1800000,False,40.0,46.0,1,left,N. Tomlin 6' Hook (2 PTS) (L. Ball 1 AST),"[1641772, 1628366]",1610612739.0,CLE,,,,,,,In The Paint (Non-RA),0-8 Center,6.11,Made,Tomlin,N. Tomlin,,,,,2.0,,,,,L. Ball,1628366.0,1.0,,,,,,
184,PT10M58.00S,2025-12-20T01:14:53.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202696,93.38042049934296,50.245098039215684,1610612741,36,37,2025-12-20T01:14:57Z,1820000,False,1.0,10.0,1,right,N. Vučević cutting Layup (4 PTS) (P. Williams 1 AST),"[202696, 1630172]",1610612741.0,CHI,cutting,,,,,,Restricted Area,0-8 Center,0.98,Made,Vučević,N. Vučević,,,,,4.0,,,,,P. Williams,1630172.0,1.0,,,,,,
186,PT10M42.00S,2025-12-20T01:15:10.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642281,18.478975032851512,58.82352941176471,1610612739,36,37,2025-12-20T01:17:09Z,1840000,False,-44.0,121.0,1,left,MISS J. Tyson 12' driving floating Shot,[1642281],1610612739.0,CLE,driving floating,,,,,,In The Paint (Non-RA),8-16 Center,12.9,Missed,Tyson,J. Tyson,,,,,,,,,,,,,,,,,,
187,PT10M40.00S,2025-12-20T01:15:12.7Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612741,36,37,2025-12-20T01:17:09Z,1850000,False,,,0,,TEAM defensive REBOUND,[],1610612741.0,CHI,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,186.0,,,,,,,,,,,,,,,,,
188,PT10M40.00S,2025-12-20T01:15:15.3Z,2,REGULAR,foul,personal,[],1628418,,,1610612741,36,37,2025-12-20T01:15:48Z,1860000,False,,,0,,T. Bryant loose ball personal FOUL (2 PF),"[1628418, 1630188]",1610612739.0,CLE,loose ball,,,,,,In The Paint (Non-RA),0-8 Center,,,Bryant,T. Bryant,,,,,,,,,1626300.0,,,,2.0,0.0,Smith,1630188.0,,
190,PT10M40.00S,2025-12-20T01:15:26.2Z,2,REGULAR,substitution,out,[],1628418,,,1610612741,36,37,2025-12-20T01:15:31Z,1880000,False,,,0,,SUB out: T. Bryant,[1628418],1610612739.0,CLE,,,,,,,,,,,Bryant,T. Bryant,,,,,,,,,,,,,,,,,,
191,PT10M40.00S,2025-12-20T01:15:26.2Z,2,REGULAR,substitution,in,[],1629731,,,1610612741,36,37,2025-12-20T01:15:31Z,1890000,False,,,0,,SUB in: D. Wade,[1629731],1610612739.0,CLE,,,,,,,,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,
192,PT10M23.00S,2025-12-20T01:15:53.0Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],202696,93.11760840998686,60.29411764705882,1610612741,36,37,2025-12-20T01:15:58Z,1900000,False,51.0,12.0,1,right,MISS N. Vučević turnaround Hook,[202696],1610612741.0,CHI,turnaround,,,,,,In The Paint (Non-RA),0-8 Center,5.29,Missed,Vučević,N. Vučević,,,,,,,,,,,,,,,,,,
193,PT10M21.00S,2025-12-20T01:15:54.8Z,2,REGULAR,rebound,defensive,[],1641772,,,1610612739,36,37,2025-12-20T01:15:54Z,1910000,False,,,0,,N. Tomlin REBOUND (Off:0 Def:1),[1641772],1610612739.0,CLE,,,,,,,In The Paint (Non-RA),0-8 Center,,,Tomlin,N. Tomlin,192.0,1.0,1.0,0.0,,,,,,,,,,,,,,
194,PT10M11.00S,2025-12-20T01:16:07.3Z,2,REGULAR,2pt,Jump Shot,[],1642878,24.129434954007884,38.23529411764706,1610612739,36,37,2025-12-20T01:18:15Z,1920000,False,59.0,174.0,1,left,MISS T. Proctor 18' turnaround fadeaway Shot,[1642878],1610612739.0,CLE,turnaround fadeaway,,,,,,Mid-Range,16-24 Right Center,18.4,Missed,Proctor,T. Proctor,,,,,,,,,,,,,,,,,,
195,PT10M09.00S,2025-12-20T01:16:09.3Z,2,REGULAR,rebound,defensive,[],1630188,,,1610612741,36,37,2025-12-20T01:18:15Z,1930000,False,,,0,,J. Smith REBOUND (Off:0 Def:1),[1630188],1610612741.0,CHI,,,,,,,Mid-Range,16-24 Right Center,,,Smith,J. Smith,194.0,1.0,1.0,0.0,,,,,,,,,,,,,,
196,PT09M59.00S,2025-12-20T01:16:17.3Z,2,REGULAR,turnover,bad pass,[],1629632,,,1610612741,36,37,2025-12-20T01:16:20Z,1940000,False,,,0,,C. White bad pass TURNOVER (1 TO),"[1629632, 1641772]",1610612741.0,CHI,,,,,,,In The Paint (Non-RA),8-16 Left,,,White,C. White,,,,,,1.0,Tomlin,1641772.0,,,,,,,,,,
197,PT09M59.00S,2025-12-20T01:16:17.3Z,2,REGULAR,steal,,[],1641772,,,1610612739,36,37,2025-12-20T01:25:14Z,1950000,False,,,0,,N. Tomlin STEAL (1 STL),[1641772],1610612739.0,CLE,,,,,,,In The Paint (Non-RA),8-16 Left,,,Tomlin,N. Tomlin,,,,,,,,,,,,,,,,,,
198,PT09M54.00S,2025-12-20T01:16:21.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1642878,6.389618922470433,50.98039215686274,1610612739,36,37,2025-12-20T01:16:26Z,1960000,False,-5.0,8.0,1,left,MISS T. Proctor running Layup,[1642878],1610612739.0,CLE,running,,,,,,Restricted Area,0-8 Center,0.9,Missed,Proctor,T. Proctor,,,,,,,,,,,,,,,,,,
199,PT09M53.00S,2025-12-20T01:16:22.9Z,2,REGULAR,rebound,defensive,[],202696,,,1610612741,36,37,2025-12-20T01:16:26Z,1970000,False,,,0,,N. Vučević REBOUND (Off:2 Def:2),[202696],1610612741.0,CHI,,,,,,,Restricted Area,0-8 Center,,,Vučević,N. Vučević,198.0,4.0,2.0,2.0,,,,,,,,,,,,,,
200,PT09M50.00S,2025-12-20T01:16:29.7Z,2,REGULAR,foul,personal,[],1628366,,,1610612741,36,37,2025-12-20T01:16:39Z,1980000,False,,,0,,L. Ball personal FOUL (1 PF),"[1628366, 1641824]",1610612739.0,CLE,,,,,,,Restricted Area,0-8 Center,,,Ball,L. Ball,,,,,,,,,1627963.0,,,,1.0,0.0,Buzelis,1641824.0,,
202,PT09M50.00S,2025-12-20T01:16:40.5Z,2,REGULAR,substitution,out,[],1642878,,,1610612741,36,37,2025-12-20T01:16:47Z,2000000,False,,,0,,SUB out: T. Proctor,[1642878],1610612739.0,CLE,,,,,,,,,,,Proctor,T. Proctor,,,,,,,,,,,,,,,,,,
203,PT09M50.00S,2025-12-20T01:16:40.5Z,2,REGULAR,substitution,in,[],1631247,,,1610612741,36,37,2025-12-20T01:16:47Z,2010000,False,,,0,,SUB in: L. Travers,[1631247],1610612739.0,CLE,,,,,,,,,,,Travers,L. Travers,,,,,,,,,,,,,,,,,,
204,PT09M40.00S,2025-12-20T01:17:07.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202696,92.9862023653088,48.77450980392157,1610612741,36,39,2025-12-20T01:20:10Z,2020000,False,-6.0,13.0,1,right,N. Vučević Layup (6 PTS) (C. White 1 AST),"[202696, 1629632]",1610612741.0,CHI,,,,,,,Restricted Area,0-8 Center,1.47,Made,Vučević,N. Vučević,,,,,6.0,,,,,C. White,1629632.0,1.0,,,,,,
206,PT09M26.00S,2025-12-20T01:17:22.5Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1641772,5.863994743758213,48.529411764705884,1610612739,38,39,2025-12-20T01:17:27Z,2040000,False,7.0,3.0,1,left,N. Tomlin driving DUNK (4 PTS) (L. Ball 2 AST),"[1641772, 1628366]",1610612739.0,CLE,driving,,,,,,Restricted Area,0-8 Center,0.78,Made,Tomlin,N. Tomlin,,,,,4.0,,,,,L. Ball,1628366.0,2.0,,,,,,
208,PT08M56.00S,2025-12-20T01:17:52.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630188,92.59198423127464,49.26470588235294,1610612741,38,41,2025-12-20T01:19:11Z,2060000,False,-4.0,17.0,1,right,J. Smith Layup (2 PTS) (C. White 2 AST),"[1630188, 1629632]",1610612741.0,CHI,,,,,,,Restricted Area,0-8 Center,1.75,Made,Smith,J. Smith,,,,,2.0,,,,,C. White,1629632.0,2.0,,,,,,
210,PT08M37.00S,2025-12-20T01:18:10.1Z,2,REGULAR,3pt,Jump Shot,[],1642281,12.302890932982917,95.83333333333334,1610612739,38,41,2025-12-20T01:18:14Z,2080000,False,-229.0,63.0,1,left,MISS J. Tyson 3PT,[1642281],1610612739.0,CLE,,,,,,,Left Corner 3,24+ Left,23.77,Missed,Tyson,J. Tyson,,,,,,,,,,,,,,,,,,
211,PT08M35.00S,2025-12-20T01:18:12.1Z,2,REGULAR,rebound,defensive,[],1629632,,,1610612741,38,41,2025-12-20T01:18:14Z,2090000,False,,,0,,C. White REBOUND (Off:0 Def:1),[1629632],1610612741.0,CHI,,,,,,,Left Corner 3,24+ Left,,,White,C. White,210.0,1.0,1.0,0.0,,,,,,,,,,,,,,
212,PT08M31.00S,2025-12-20T01:18:19.4Z,2,REGULAR,foul,personal,['2freethrow'],1641772,,,1610612741,38,41,2025-12-20T01:18:31Z,2100000,False,,,0,,N. Tomlin shooting personal FOUL (1 PF) (White 2 FT),"[1641772, 1629632]",1610612739.0,CLE,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,Tomlin,N. Tomlin,,,,,,,,,1626300.0,,,,1.0,0.0,White,1629632.0,,
214,PT08M31.00S,2025-12-20T01:18:48.8Z,2,REGULAR,freethrow,1 of 2,[],1629632,,,1610612741,38,42,2025-12-20T01:18:48Z,2120000,False,,,0,,C. White Free Throw 1 of 2 (4 PTS),[1629632],1610612741.0,CHI,,,,,,,,,,Made,White,C. White,,,,,4.0,,,,,,,,,,,,,
215,PT08M31.00S,2025-12-20T01:18:51.6Z,2,REGULAR,substitution,out,[],1628366,,,1610612741,38,42,2025-12-20T01:19:00Z,2130000,False,,,0,,SUB out: L. Ball,[1628366],1610612739.0,CLE,,,,,,,,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,
216,PT08M31.00S,2025-12-20T01:18:51.6Z,2,REGULAR,substitution,out,[],1642281,,,1610612741,38,42,2025-12-20T01:19:00Z,2140000,False,,,0,,SUB out: J. Tyson,[1642281],1610612739.0,CLE,,,,,,,,,,,Tyson,J. Tyson,,,,,,,,,,,,,,,,,,
217,PT08M31.00S,2025-12-20T01:18:51.6Z,2,REGULAR,substitution,in,[],1628386,,,1610612741,38,42,2025-12-20T01:19:00Z,2150000,False,,,0,,SUB in: J. Allen,[1628386],1610612739.0,CLE,,,,,,,,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,
218,PT08M31.00S,2025-12-20T01:18:51.6Z,2,REGULAR,substitution,in,[],1629636,,,1610612741,38,42,2025-12-20T01:19:00Z,2160000,False,,,0,,SUB in: D. Garland,[1629636],1610612739.0,CLE,,,,,,,,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,
219,PT08M31.00S,2025-12-20T01:19:07.9Z,2,REGULAR,substitution,out,[],1630188,,,1610612741,38,42,2025-12-20T01:19:13Z,2170000,False,,,0,,SUB out: J. Smith,[1630188],1610612741.0,CHI,,,,,,,,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,
220,PT08M31.00S,2025-12-20T01:19:07.9Z,2,REGULAR,substitution,in,[],1630171,,,1610612741,38,42,2025-12-20T01:19:13Z,2180000,False,,,0,,SUB in: I. Okoro,[1630171],1610612741.0,CHI,,,,,,,,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,
221,PT08M31.00S,2025-12-20T01:19:29.1Z,2,REGULAR,freethrow,2 of 2,[],1629632,,,1610612741,38,43,2025-12-20T01:19:29Z,2190000,False,,,0,,C. White Free Throw 2 of 2 (5 PTS),[1629632],1610612741.0,CHI,,,,,,,,,,Made,White,C. White,,,,,5.0,,,,,,,,,,,,,
222,PT08M19.00S,2025-12-20T01:19:42.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629636,5.863994743758213,52.450980392156865,1610612739,40,43,2025-12-20T01:19:48Z,2200000,False,-12.0,3.0,1,left,D. Garland cutting finger roll Layup (13 PTS) (J. Allen 2 AST),"[1629636, 1628386]",1610612739.0,CLE,cutting finger roll,,,,,,Restricted Area,0-8 Center,1.26,Made,Garland,D. Garland,,,,,13.0,,,,,J. Allen,1628386.0,2.0,,,,,,
224,PT08M06.00S,2025-12-20T01:19:57.7Z,2,REGULAR,3pt,Jump Shot,[],1641824,73.66951379763469,83.57843137254902,1610612741,40,43,2025-12-20T01:21:56Z,2220000,False,168.0,195.0,1,right,MISS M. Buzelis 25' 3PT,[1641824],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Right Center,25.73,Missed,Buzelis,M. Buzelis,,,,,,,,,,,,,,,,,,
225,PT08M04.00S,2025-12-20T01:19:59.7Z,2,REGULAR,rebound,defensive,[],1631247,,,1610612739,40,43,2025-12-20T01:21:56Z,2230000,False,,,0,,L. Travers REBOUND (Off:0 Def:1),[1631247],1610612739.0,CLE,,,,,,,Above the Break 3,24+ Right Center,,,Travers,L. Travers,224.0,1.0,1.0,0.0,,,,,,,,,,,,,,
226,PT07M59.00S,2025-12-20T01:20:02.9Z,2,REGULAR,turnover,bad pass,[],1631247,,,1610612739,40,43,2025-12-20T01:22:25Z,2240000,False,,,0,,L. Travers bad pass TURNOVER (1 TO),"[1631247, 1630171]",1610612739.0,CLE,,,,,,,In The Paint (Non-RA),8-16 Center,,,Travers,L. Travers,,,,,,1.0,Okoro,1630171.0,,,,,,,,,,
227,PT07M59.00S,2025-12-20T01:20:02.9Z,2,REGULAR,steal,,[],1630171,,,1610612741,40,43,2025-12-20T01:20:05Z,2250000,False,,,0,,I. Okoro STEAL (1 STL),[1630171],1610612741.0,CHI,,,,,,,In The Paint (Non-RA),8-16 Center,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,
228,PT07M54.00S,2025-12-20T01:20:07.5Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629632,75.1149802890933,10.53921568627451,1610612741,40,43,2025-12-20T01:20:12Z,2260000,False,-197.0,181.0,1,right,MISS C. White 26' running 3PT,[1629632],1610612741.0,CHI,running,,,,,,Above the Break 3,24+ Left Center,26.8,Missed,White,C. White,,,,,,,,,,,,,,,,,,
229,PT07M50.00S,2025-12-20T01:20:11.5Z,2,REGULAR,rebound,offensive,[],1630171,,,1610612741,40,43,2025-12-20T01:20:11Z,2270000,False,,,0,,I. Okoro REBOUND (Off:1 Def:0),[1630171],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Left Center,,,Okoro,I. Okoro,228.0,1.0,0.0,1.0,,,,,,,,,,,,,,
230,PT07M47.00S,2025-12-20T01:20:14.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629632,93.51182654402102,53.67647058823529,1610612741,40,43,2025-12-20T01:20:19Z,2280000,False,18.0,8.0,1,right,MISS C. White driving Layup,[1629632],1610612741.0,CHI,driving,,,,,,Restricted Area,0-8 Center,2.03,Missed,White,C. White,,,,,,,,,,,,,,,,,,
231,PT07M46.00S,2025-12-20T01:20:15.8Z,2,REGULAR,rebound,defensive,[],1628386,,,1610612739,40,43,2025-12-20T01:23:01Z,2290000,False,,,0,,J. Allen REBOUND (Off:1 Def:2),[1628386],1610612739.0,CLE,,,,,,,Restricted Area,0-8 Center,,,Allen,J. Allen,230.0,3.0,2.0,1.0,,,,,,,,,,,,,,
232,PT07M38.00S,2025-12-20T01:20:24.0Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1641772,6.258212877792378,47.05882352941176,1610612739,42,43,2025-12-20T01:20:27Z,2300000,False,15.0,6.0,1,left,N. Tomlin cutting DUNK (6 PTS) (D. Garland 3 AST),"[1641772, 1629636]",1610612739.0,CLE,cutting,,,,,,Restricted Area,0-8 Center,1.6,Made,Tomlin,N. Tomlin,,,,,6.0,,,,,D. Garland,1629636.0,3.0,,,,,,
234,PT07M29.00S,2025-12-20T01:20:34.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630172,92.9862023653088,51.71568627450981,1610612741,42,43,2025-12-20T01:25:29Z,2320000,False,9.0,13.0,1,right,MISS P. Williams driving floating Shot,[1630172],1610612741.0,CHI,driving floating,,,,,,Restricted Area,0-8 Center,1.59,Missed,Williams,P. Williams,,,,,,,,,,,,,,,,,,
235,PT07M27.00S,2025-12-20T01:20:36.7Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612739,42,43,2025-12-20T01:24:21Z,2330000,False,,,0,,TEAM defensive REBOUND,[],1610612739.0,CLE,,,,,,,Restricted Area,0-8 Center,,,,,234.0,,,,,,,,,,,,,,,,,
237,PT07M27.00S,2025-12-20T01:20:44.2Z,2,REGULAR,substitution,out,[],1629632,,,1610612739,42,43,2025-12-20T01:20:50Z,2350000,False,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,,,,,,,,,,White,C. White,,,,,,,,,,,,,,,,,,
238,PT07M27.00S,2025-12-20T01:20:44.2Z,2,REGULAR,substitution,in,[],1630245,,,1610612739,42,43,2025-12-20T01:20:50Z,2360000,False,,,0,,SUB in: A. Dosunmu,[1630245],1610612741.0,CHI,,,,,,,,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,
239,PT07M15.00S,2025-12-20T01:21:07.4Z,2,REGULAR,3pt,Jump Shot,[],1629636,28.597240473061763,17.892156862745097,1610612739,42,43,2025-12-20T01:21:10Z,2370000,False,161.0,216.0,1,left,MISS D. Garland 26' pullup 3PT,[1629636],1610612739.0,CLE,pullup,,,,,,Above the Break 3,24+ Right Center,26.93,Missed,Garland,D. Garland,,,,,,,,,,,,,,,,,,
240,PT07M12.00S,2025-12-20T01:21:09.2Z,2,REGULAR,rebound,offensive,[],1628386,,,1610612739,42,43,2025-12-20T01:21:09Z,2380000,False,,,0,,J. Allen REBOUND (Off:2 Def:2),[1628386],1610612739.0,CLE,,,,,,,Above the Break 3,24+ Right Center,,,Allen,J. Allen,239.0,4.0,2.0,2.0,,,,,,,,,,,,,,
241,PT07M09.00S,2025-12-20T01:21:12.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641772,6.521024967148489,50.0,1610612739,42,43,2025-12-20T01:21:17Z,2390000,False,0.0,9.0,1,left,MISS N. Tomlin Layup - blocked,"[1641772, 1630171]",1610612739.0,CLE,,,,,,,Restricted Area,0-8 Center,0.88,Missed,Tomlin,N. Tomlin,,,,,,,,,,,,,,,,,Okoro,1630171.0
242,PT07M09.00S,2025-12-20T01:21:12.0Z,2,REGULAR,block,,[],1630171,,,1610612739,42,43,2025-12-20T01:21:16Z,2400000,False,,,0,,I. Okoro BLOCK (1 BLK),[1630171],1610612741.0,CHI,,,,,,,Restricted Area,0-8 Center,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,
243,PT07M07.00S,2025-12-20T01:21:14.0Z,2,REGULAR,rebound,defensive,[],1641824,,,1610612741,42,43,2025-12-20T01:21:17Z,2410000,False,,,0,,M. Buzelis REBOUND (Off:0 Def:2),[1641824],1610612741.0,CHI,,,,,,,Restricted Area,0-8 Center,,,Buzelis,M. Buzelis,241.0,2.0,2.0,0.0,,,,,,,,,,,,,,
244,PT07M07.00S,2025-12-20T01:21:17.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1641824,93.9060446780552,52.69607843137255,1610612741,42,45,2025-12-20T01:21:33Z,2420000,False,13.0,5.0,1,right,M. Buzelis running Layup (10 PTS),[1641824],1610612741.0,CHI,running,,,,,,Restricted Area,0-8 Center,1.43,Made,Buzelis,M. Buzelis,,,,,10.0,,,,,,,,,,,,,
245,PT07M07.00S,2025-12-20T01:21:33.0Z,2,REGULAR,foul,personal,['1freethrow'],1631247,,,1610612741,42,45,2025-12-20T01:21:42Z,2430000,False,,,0,,L. Travers shooting personal FOUL (1 PF) (Buzelis 1 FT),"[1631247, 1641824]",1610612739.0,CLE,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,Travers,L. Travers,,,,,,,,,1627963.0,,,,1.0,0.0,Buzelis,1641824.0,,
247,PT07M07.00S,2025-12-20T01:21:48.3Z,2,REGULAR,foul,technical,['1freethrow'],1628366,,,1610612741,42,45,2025-12-20T01:21:57Z,2450000,False,,,0,,L. Ball technical FOUL (1 Tech),[1628366],1610612739.0,CLE,,,,,,,,,,,Ball,L. Ball,,,,,,,,,1627963.0,,,,1.0,1.0,,,,
248,PT07M07.00S,2025-12-20T01:21:59.0Z,2,REGULAR,freethrow,1 of 1,[],1630245,,,1610612741,42,45,2025-12-20T01:21:59Z,2460000,False,,,0,,MISS A. Dosunmu technical Free Throw 1 of 1,[1630245],1610612741.0,CHI,technical,,,,,,,,,Missed,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,
249,PT07M07.00S,2025-12-20T01:21:59.0Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612741,42,45,2025-12-20T01:21:59Z,2470000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,248.0,,,,,,,,,,,,,,,,,
250,PT07M07.00S,2025-12-20T01:22:19.9Z,2,REGULAR,substitution,out,[],1630172,,,1610612741,42,45,2025-12-20T01:22:25Z,2480000,False,,,0,,SUB out: P. Williams,[1630172],1610612741.0,CHI,,,,,,,,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,
251,PT07M07.00S,2025-12-20T01:22:19.9Z,2,REGULAR,substitution,in,[],1628989,,,1610612741,42,45,2025-12-20T01:22:25Z,2490000,False,,,0,,SUB in: K. Huerter,[1628989],1610612741.0,CHI,,,,,,,,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,
252,PT07M07.00S,2025-12-20T01:22:30.2Z,2,REGULAR,freethrow,1 of 1,['fastbreak'],1641824,,,1610612741,42,46,2025-12-20T01:22:40Z,2500000,False,,,0,,M. Buzelis Free Throw 1 of 1 (11 PTS),[1641824],1610612741.0,CHI,,,,,,,,,,Made,Buzelis,M. Buzelis,,,,,11.0,,,,,,,,,,,,,
253,PT06M47.00S,2025-12-20T01:22:38.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629636,7.5722733245729295,50.0,1610612739,42,46,2025-12-20T01:27:29Z,2510000,False,0.0,19.0,1,left,MISS D. Garland driving floating Shot,[1629636],1610612739.0,CLE,driving floating,,,,,,Restricted Area,0-8 Center,1.87,Missed,Garland,D. Garland,,,,,,,,,,,,,,,,,,
254,PT06M46.00S,2025-12-20T01:22:39.8Z,2,REGULAR,rebound,defensive,[],202696,,,1610612741,42,46,2025-12-20T01:27:29Z,2520000,False,,,0,,N. Vučević REBOUND (Off:2 Def:3),[202696],1610612741.0,CHI,,,,,,,Restricted Area,0-8 Center,,,Vučević,N. Vučević,253.0,5.0,3.0,2.0,,,,,,,,,,,,,,
255,PT06M45.00S,2025-12-20T01:22:42.2Z,2,REGULAR,turnover,bad pass,[],202696,,,1610612741,42,46,2025-12-20T01:27:44Z,2530000,False,,,0,,N. Vučević bad pass TURNOVER (1 TO),"[202696, 1628386]",1610612741.0,CHI,,,,,,,Above the Break 3,24+ Left Center,,,Vučević,N. Vučević,,,,,,1.0,Allen,1628386.0,,,,,,,,,,
256,PT06M45.00S,2025-12-20T01:22:42.2Z,2,REGULAR,steal,,[],1628386,,,1610612739,42,46,2025-12-20T01:22:44Z,2540000,False,,,0,,J. Allen STEAL (2 STL),[1628386],1610612739.0,CLE,,,,,,,Above the Break 3,24+ Left Center,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,
257,PT06M38.00S,2025-12-20T01:22:45.9Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1641772,7.178055190538765,49.50980392156863,1610612739,44,46,2025-12-20T01:22:54Z,2550000,False,2.0,15.0,1,left,N. Tomlin DUNK (8 PTS) (J. Allen 3 AST),"[1641772, 1628386]",1610612739.0,CLE,,,,,,,Restricted Area,0-8 Center,1.52,Made,Tomlin,N. Tomlin,,,,,8.0,,,,,J. Allen,1628386.0,3.0,,,,,,
259,PT06M27.00S,2025-12-20T01:22:56.5Z,2,REGULAR,3pt,Jump Shot,[],1641824,63.02562417871223,72.54901960784314,1610612741,44,46,2025-12-20T01:23:01Z,2570000,False,113.0,295.0,1,right,MISS M. Buzelis 31' 3PT,[1641824],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Right Center,31.59,Missed,Buzelis,M. Buzelis,,,,,,,,,,,,,,,,,,
