actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
270,PT03M13.00S,2022-02-04T03:53:55.1Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],201586,10.561760840998687,56.86274509803921,1610612746,49,46,2022-02-04T03:54:01Z,2680000,-34.0,47.0,1,left,S. Ibaka Hook (10 PTS) (E. Bledsoe 7 AST),"[201586, 202339]",1610612746.0,LAC,,,,Ibaka,S. Ibaka,,,,,5.8,Made,10.0,,,,,E. Bledsoe,202339.0,7.0,,,,,,,,,,,
272,PT03M13.00S,2022-02-04T03:54:02.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,49,46,2022-02-04T03:54:02Z,2700000,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT03M13.00S,2022-02-04T03:57:11.9Z,2,REGULAR,substitution,out,[],1626169,,,1610612747,49,46,2022-02-04T03:57:21Z,2710000,,,0,,SUB out: S. Johnson,[1626169],1610612747.0,LAL,,,,Johnson,S. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT03M13.00S,2022-02-04T03:57:11.9Z,2,REGULAR,substitution,out,[],1629659,,,1610612747,49,46,2022-02-04T03:57:21Z,2720000,,,0,,SUB out: T. Horton-Tucker,[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT03M13.00S,2022-02-04T03:57:11.9Z,2,REGULAR,substitution,in,[],201566,,,1610612747,49,46,2022-02-04T03:57:21Z,2730000,,,0,,SUB in: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT03M13.00S,2022-02-04T03:57:11.9Z,2,REGULAR,substitution,in,[],2546,,,1610612747,49,46,2022-02-04T03:57:21Z,2740000,,,0,,SUB in: C. Anthony,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT02M56.00S,2022-02-04T03:57:37.7Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203076,92.55913272010513,48.774509803921575,1610612747,49,48,2022-02-04T03:57:41Z,2750000,-6.0,17.0,1,right,A. Davis DUNK (12 PTS) (M. Monk 5 AST),"[203076, 1628370]",1610612747.0,LAL,,,,Davis,A. Davis,,,,,1.84,Made,12.0,,,,,M. Monk,1628370.0,5.0,,,,,,,,,,,
279,PT02M33.00S,2022-02-04T03:58:01.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628379,10.298948751642584,50.98039215686275,1610612746,51,48,2022-02-04T03:58:08Z,2770000,-5.0,44.0,1,left,L. Kennard driving floating bank Jump Shot (10 PTS),[1628379],1610612746.0,LAC,driving floating bank,,,Kennard,L. Kennard,,,,,4.46,Made,10.0,,,,,,,,,,,,,,,,,,
280,PT02M25.00S,2022-02-04T03:58:09.1Z,2,REGULAR,3pt,Jump Shot,[],1628370,70.3515111695138,82.59803921568627,1610612747,51,51,2022-02-04T03:59:21Z,2780000,163.0,226.0,1,right,M. Monk 27' 3PT running (5 PTS) (R. Westbrook 2 AST),"[1628370, 201566]",1610612747.0,LAL,running,,,Monk,M. Monk,,,,,27.88,Made,5.0,,,,,R. Westbrook,201566.0,2.0,,,,,,,,,,,
284,PT01M57.00S,2022-02-04T03:58:37.5Z,2,REGULAR,2pt,Jump Shot,[],202694,7.802233902759525,77.20588235294117,1610612746,53,51,2022-02-04T03:58:44Z,2810000,-136.0,21.0,1,left,M. Morris Sr. 13' turnaround fadeaway Jump Shot (11 PTS),[202694],1610612746.0,LAC,turnaround fadeaway,,,Morris Sr.,M. Morris Sr.,,,,,13.76,Made,11.0,,,,,,,,,,,,,,,,,,
285,PT01M40.00S,2022-02-04T03:58:53.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],2546,80.46977660972405,47.05882352941176,1610612747,53,51,2022-02-04T03:58:58Z,2820000,-15.0,131.0,1,right,MISS C. Anthony 13' pullup Shot,[2546],1610612747.0,LAL,pullup,,,Anthony,C. Anthony,,,,,13.19,Missed,,,,,,,,,,,,,,,,,,,
286,PT01M38.00S,2022-02-04T03:58:55.8Z,2,REGULAR,rebound,defensive,[],1628379,,,1610612746,53,51,2022-02-04T03:58:58Z,2830000,,,0,,L. Kennard REBOUND (Off:0 Def:2),[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,285.0,2.0,2.0,0.0,,,,,,,,,,,,,,
287,PT01M33.00S,2022-02-04T03:59:01.7Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",201586,8.590670170827863,50.245098039215684,1610612746,55,51,2022-02-04T04:00:01Z,2840000,-1.0,28.0,1,left,S. Ibaka running DUNK (12 PTS) (R. Jackson 5 AST),"[201586, 202704]",1610612746.0,LAC,running,,,Ibaka,S. Ibaka,,,,,2.83,Made,12.0,,,,,R. Jackson,202704.0,5.0,,,,,,,,,,,
289,PT01M33.00S,2022-02-04T03:59:07.6Z,2,REGULAR,timeout,full,['team'],0,,,1610612747,55,51,2022-02-04T03:59:07Z,2860000,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,PT01M33.00S,2022-02-04T04:00:15.0Z,2,REGULAR,substitution,out,[],2546,,,1610612747,55,51,2022-02-04T04:00:34Z,2870000,,,0,,SUB out: C. Anthony,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,
291,PT01M33.00S,2022-02-04T04:00:15.0Z,2,REGULAR,substitution,in,[],1626169,,,1610612747,55,51,2022-02-04T04:00:34Z,2880000,,,0,,SUB in: S. Johnson,[1626169],1610612747.0,LAL,,,,Johnson,S. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
292,PT01M12.00S,2022-02-04T04:00:54.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201566,93.2161629434954,45.34313725490197,1610612747,55,51,2022-02-04T04:01:17Z,2890000,-23.0,11.0,1,right,MISS R. Westbrook driving finger roll Layup,[201566],1610612747.0,LAL,driving finger roll,,,Westbrook,R. Westbrook,,,,,2.59,Missed,,,,,,,,,,,,,,,,,,,
293,PT01M10.00S,2022-02-04T04:00:56.1Z,2,REGULAR,rebound,defensive,[],201586,,,1610612746,55,51,2022-02-04T04:00:58Z,2900000,,,0,,S. Ibaka REBOUND (Off:0 Def:3),[201586],1610612746.0,LAC,,,,Ibaka,S. Ibaka,,,,,,,,292.0,3.0,3.0,0.0,,,,,,,,,,,,,,
294,PT01M10.00S,2022-02-04T04:01:02.2Z,2,REGULAR,foul,offensive,['inpenalty'],202339,,,1610612746,55,51,2022-02-04T04:01:09Z,2910000,,,0,,E. Bledsoe offensive FOUL (2 PF),"[202339, 1626169]",1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,1627962.0,,,,,,2.0,0.0,Johnson,1626169.0,
296,PT01M10.00S,2022-02-04T04:01:02.2Z,2,REGULAR,turnover,offensive foul,[],202339,,,1610612746,55,51,2022-02-04T04:01:02Z,2930000,,,0,,E. Bledsoe offensive foul TURNOVER (1 TO),[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,1627962.0,1.0,,,,,,,,,
297,PT01M10.00S,2022-02-04T04:01:10.5Z,2,REGULAR,foul,technical,"['inpenalty', '1freethrow']",202339,,,1610612747,55,51,2022-02-04T04:01:24Z,2940000,,,0,,E. Bledsoe technical FOUL (1 Tech),[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,1627962.0,,,,,,2.0,1.0,,,
298,PT01M10.00S,2022-02-04T04:01:35.8Z,2,REGULAR,freethrow,1 of 1,[],203076,,,1610612747,55,52,2022-02-04T04:01:35Z,2950000,,,0,,A. Davis technical Free Throw 1 of 1 (13 PTS),[203076],1610612747.0,LAL,technical,,,Davis,A. Davis,,,,,,Made,13.0,,,,,,,,,,,,,,,,,,
299,PT01M10.00S,2022-02-04T04:01:39.7Z,2,REGULAR,substitution,out,[],202339,,,1610612747,55,52,2022-02-04T04:01:43Z,2960000,,,0,,SUB out: E. Bledsoe,[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,,,,,,,,,,,
300,PT01M10.00S,2022-02-04T04:01:39.7Z,2,REGULAR,substitution,in,[],1629599,,,1610612747,55,52,2022-02-04T04:01:43Z,2970000,,,0,,SUB in: A. Coffey,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,,
301,PT00M59.20S,2022-02-04T04:02:04.0Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628370,92.69053876478318,46.568627450980394,1610612747,55,52,2022-02-04T04:03:28Z,2980000,-17.0,16.0,1,right,MISS M. Monk driving floating bank Shot,[1628370],1610612747.0,LAL,driving floating bank,,,Monk,M. Monk,,,,,2.36,Missed,,,,,,,,,,,,,,,,,,,
302,PT00M59.10S,2022-02-04T04:02:04.1Z,2,REGULAR,rebound,offensive,[],203076,,,1610612747,55,52,2022-02-04T04:02:09Z,2990000,,,0,,A. Davis REBOUND (Off:3 Def:4),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,301.0,7.0,4.0,3.0,,,,,,,,,,,,,,
303,PT00M59.10S,2022-02-04T04:02:08.8Z,2,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint', 'fromturnover']",203076,94.40999984741211,50.0,1610612747,55,54,2022-02-04T04:02:15Z,3000000,0.0,0.0,1,right,A. Davis tip DUNK (15 PTS),[203076],1610612747.0,LAL,tip,,,Davis,A. Davis,,,,,0.0,Made,15.0,,,,,,,,,,,,,,,,,,
304,PT00M40.40S,2022-02-04T04:02:28.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201586,8.196452036793687,50.73529411764706,1610612746,57,54,2022-02-04T04:02:33Z,3010000,-4.0,25.0,1,left,S. Ibaka driving Layup (14 PTS) (M. Morris Sr. 2 AST),"[201586, 202694]",1610612746.0,LAC,driving,,,Ibaka,S. Ibaka,,,,,2.48,Made,14.0,,,,,M. Morris Sr.,202694.0,2.0,,,,,,,,,,,
306,PT00M31.50S,2022-02-04T04:02:41.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201566,92.55913272010513,45.09803921568627,1610612747,57,54,2022-02-04T04:20:42Z,3030000,-25.0,17.0,1,right,MISS R. Westbrook driving Layup,[201566],1610612747.0,LAL,driving,,,Westbrook,R. Westbrook,,,,,3.01,Missed,,,,,,,,,,,,,,,,,,,
307,PT00M30.00S,2022-02-04T04:02:42.5Z,2,REGULAR,rebound,defensive,[],202704,,,1610612746,57,54,2022-02-04T04:20:42Z,3040000,,,0,,R. Jackson REBOUND (Off:0 Def:1),[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,306.0,1.0,1.0,0.0,,,,,,,,,,,,,,
308,PT00M24.00S,2022-02-04T04:02:52.5Z,2,REGULAR,3pt,Jump Shot,[],202704,29.54582785808148,77.18290441176471,1610612746,60,54,2022-02-04T04:21:06Z,3050000,-136.0,225.0,1,left,R. Jackson 26' 3PT  (3 PTS) (L. Kennard 1 AST),"[202704, 1628379]",1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,26.3,Made,3.0,,,,,L. Kennard,1628379.0,1.0,,,,,,,,,,,
310,PT00M02.50S,2022-02-04T04:03:09.8Z,2,REGULAR,2pt,Jump Shot,[],203076,75.34494086727989,44.11764705882353,1610612747,60,54,2022-02-04T04:05:42Z,3070000,-29.0,179.0,1,right,MISS A. Davis 18' pullup Shot,[203076],1610612747.0,LAL,pullup,,,Davis,A. Davis,,,,,18.17,Missed,,,,,,,,,,,,,,,,,,,
311,PT00M02.50S,2022-02-04T04:03:09.8Z,2,REGULAR,rebound,defensive,[],202704,,,1610612746,60,54,2022-02-04T04:03:25Z,3080000,,,0,,R. Jackson REBOUND (Off:0 Def:2),[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,310.0,2.0,2.0,0.0,,,,,,,,,,,,,,
314,PT00M00.00S,2022-02-04T04:03:23.2Z,2,REGULAR,period,end,[],0,,,1610612746,60,54,2022-02-04T04:03:23Z,3110000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,PT00M00.00S,2022-02-04T04:03:23.3Z,2,REGULAR,instantreplay,request,[],0,,,1610612746,60,54,2022-02-04T04:20:04Z,3120000,,,0,,,[],,,overturned,,,,,,,,,,,,,,,,,,,2534.0,,,,,,,,,,Changed to 3-pt FG
316,PT12M00.00S,2022-02-04T04:19:36.3Z,3,REGULAR,substitution,out,['startperiod'],1628379,,,1610612746,60,54,2022-02-04T04:20:11Z,3130000,,,0,,SUB out: L. Kennard,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,
317,PT12M00.00S,2022-02-04T04:19:36.3Z,3,REGULAR,substitution,in,['startperiod'],201587,,,1610612746,60,54,2022-02-04T04:20:11Z,3140000,,,0,,SUB in: N. Batum,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT12M00.00S,2022-02-04T04:20:16.3Z,3,REGULAR,period,start,[],0,,,1610612746,60,54,2022-02-04T04:20:16Z,3150000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT11M44.00S,2022-02-04T04:20:31.2Z,3,REGULAR,3pt,Jump Shot,[],202694,68.51182654402103,73.2843137254902,1610612746,63,54,2022-02-04T04:20:35Z,3160000,116.0,243.0,1,right,M. Morris Sr. 26' 3PT  (14 PTS),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,26.99,Made,14.0,,,,,,,,,,,,,,,,,,
320,PT11M32.00S,2022-02-04T04:20:43.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201566,8.327858081471746,49.754901960784316,1610612747,63,56,2022-02-04T04:24:18Z,3170000,1.0,26.0,1,left,R. Westbrook driving finger roll Layup (6 PTS),[201566],1610612747.0,LAL,driving finger roll,,,Westbrook,R. Westbrook,,,,,2.58,Made,6.0,,,,,,,,,,,,,,,,,,
321,PT11M06.00S,2022-02-04T04:21:08.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202694,92.55913272010513,45.34313725490197,1610612746,65,56,2022-02-04T04:21:15Z,3180000,-23.0,17.0,1,right,M. Morris Sr. driving floating Jump Shot (16 PTS),[202694],1610612746.0,LAC,driving floating,,,Morris Sr.,M. Morris Sr.,,,,,2.91,Made,16.0,,,,,,,,,,,,,,,,,,
322,PT10M50.00S,2022-02-04T04:21:25.7Z,3,REGULAR,3pt,Jump Shot,[],201566,31.718134034165573,65.44117647058823,1610612747,65,56,2022-02-04T04:21:30Z,3190000,-77.0,246.0,1,left,MISS R. Westbrook 25' pullup 3PT,[201566],1610612747.0,LAL,pullup,,,Westbrook,R. Westbrook,,,,,25.75,Missed,,,,,,,,,,,,,,,,,,,
323,PT10M48.00S,2022-02-04T04:21:27.7Z,3,REGULAR,rebound,defensive,[],201587,,,1610612746,65,56,2022-02-04T04:21:30Z,3200000,,,0,,N. Batum REBOUND (Off:0 Def:1),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,322.0,1.0,1.0,0.0,,,,,,,,,,,,,,
324,PT10M41.00S,2022-02-04T04:21:34.7Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],201586,88.61695137976346,52.450980392156865,1610612746,65,56,2022-02-04T04:25:39Z,3210000,12.0,55.0,1,right,MISS S. Ibaka Hook - blocked,"[201586, 1626169]",1610612746.0,LAC,,,,Ibaka,S. Ibaka,,,,,5.59,Missed,,,,,,,,,,,,,Johnson,1626169.0,,,,,
325,PT10M41.00S,2022-02-04T04:21:34.7Z,3,REGULAR,block,,[],1626169,,,1610612746,65,56,2022-02-04T04:21:37Z,3220000,,,0,,S. Johnson BLOCK (1 BLK),[1626169],1610612747.0,LAL,,,,Johnson,S. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
326,PT10M37.00S,2022-02-04T04:21:38.7Z,3,REGULAR,rebound,offensive,[],201587,,,1610612746,65,56,2022-02-04T04:21:41Z,3230000,,,0,,N. Batum REBOUND (Off:1 Def:1),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,324.0,2.0,1.0,1.0,,,,,,,,,,,,,,
327,PT10M35.00S,2022-02-04T04:21:40.7Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",201586,92.16491458607096,62.00980392156863,1610612746,65,56,2022-02-04T04:21:44Z,3240000,60.0,21.0,1,right,MISS S. Ibaka 6' turnaround Hook,[201586],1610612746.0,LAC,turnaround,,,Ibaka,S. Ibaka,,,,,6.36,Missed,,,,,,,,,,,,,,,,,,,
328,PT10M32.00S,2022-02-04T04:21:43.7Z,3,REGULAR,rebound,defensive,[],1628370,,,1610612747,65,56,2022-02-04T04:21:44Z,3250000,,,0,,M. Monk REBOUND (Off:0 Def:5),[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,,327.0,5.0,5.0,0.0,,,,,,,,,,,,,,
330,PT10M29.00S,2022-02-04T04:21:52.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628370,8.459264126149804,50.245098039215684,1610612747,65,58,2022-02-04T04:22:24Z,3270000,-1.0,27.0,1,left,M. Monk driving Layup (7 PTS),[1628370],1610612747.0,LAL,driving,,,Monk,M. Monk,,,,,2.7,Made,7.0,,,,,,,,,,,,,,,,,,
331,PT10M29.00S,2022-02-04T04:21:56.4Z,3,REGULAR,foul,personal,['1freethrow'],201586,,,1610612747,65,58,2022-02-04T04:22:15Z,3280000,,,0,,S. Ibaka shooting personal FOUL (2 PF) (Monk 1 FT),"[201586, 1628370]",1610612746.0,LAC,shooting,,,Ibaka,S. Ibaka,,,,,,,,,,,,,,,1626302.0,,,,,,2.0,0.0,Monk,1628370.0,
333,PT10M29.00S,2022-02-04T04:22:29.7Z,3,REGULAR,freethrow,1 of 1,[],1628370,,,1610612747,65,58,2022-02-04T04:22:33Z,3300000,,,0,,MISS M. Monk Free Throw 1 of 1,[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,Missed,,,,,,,,,,,,,,,,,,,
334,PT10M27.00S,2022-02-04T04:22:31.7Z,3,REGULAR,rebound,defensive,[],202704,,,1610612746,65,58,2022-02-04T04:22:33Z,3310000,,,0,,R. Jackson REBOUND (Off:0 Def:3),[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,333.0,3.0,3.0,0.0,,,,,,,,,,,,,,
335,PT10M17.00S,2022-02-04T04:22:41.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629599,88.48554533508542,44.11764705882353,1610612746,65,58,2022-02-04T04:22:44Z,3320000,-29.0,56.0,1,right,MISS A. Coffey 6' pullup Shot,[1629599],1610612746.0,LAC,pullup,,,Coffey,A. Coffey,,,,,6.3,Missed,,,,,,,,,,,,,,,,,,,
336,PT10M16.00S,2022-02-04T04:22:42.6Z,3,REGULAR,rebound,offensive,[],201586,,,1610612746,65,58,2022-02-04T04:22:42Z,3330000,,,0,,S. Ibaka REBOUND (Off:1 Def:3),[201586],1610612746.0,LAC,,,,Ibaka,S. Ibaka,,,,,,,,335.0,4.0,3.0,1.0,,,,,,,,,,,,,,
337,PT10M15.00S,2022-02-04T04:22:43.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201586,93.61038107752957,51.22549019607843,1610612746,67,58,2022-02-04T04:22:47Z,3340000,6.0,8.0,1,right,S. Ibaka putback Layup (16 PTS),[201586],1610612746.0,LAC,putback,,,Ibaka,S. Ibaka,,,,,0.97,Made,16.0,,,,,,,,,,,,,,,,,,
338,PT10M07.00S,2022-02-04T04:22:56.0Z,3,REGULAR,foul,personal,[],202704,,,1610612747,67,58,2022-02-04T04:23:01Z,3350000,,,0,,R. Jackson personal FOUL (1 PF),"[202704, 203076]",1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,1626302.0,,,,,,1.0,0.0,Davis,203076.0,
340,PT10M01.00S,2022-02-04T04:23:23.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628370,10.82457293035479,46.07843137254902,1610612747,67,60,2022-02-04T04:23:30Z,3370000,20.0,49.0,1,left,M. Monk driving floating Jump Shot (9 PTS),[1628370],1610612747.0,LAL,driving floating,,,Monk,M. Monk,,,,,5.31,Made,9.0,,,,,,,,,,,,,,,,,,
341,PT09M38.00S,2022-02-04T04:23:45.6Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],201586,92.42772667542707,49.50980392156863,1610612746,69,60,2022-02-04T04:23:56Z,3380000,-2.0,19.0,1,right,S. Ibaka turnaround bank Hook (18 PTS) (N. Batum 2 AST),"[201586, 201587]",1610612746.0,LAC,turnaround bank,,,Ibaka,S. Ibaka,,,,,1.89,Made,18.0,,,,,N. Batum,201587.0,2.0,,,,,,,,,,,
343,PT09M25.00S,2022-02-04T04:23:58.5Z,3,REGULAR,3pt,Jump Shot,[],1628370,35.26609724047306,29.90196078431373,1610612747,69,60,2022-02-04T04:24:02Z,3400000,100.0,279.0,1,left,MISS M. Monk 29' 3PT,[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,29.65,Missed,,,,,,,,,,,,,,,,,,,
344,PT09M23.00S,2022-02-04T04:24:00.5Z,3,REGULAR,rebound,defensive,[],201587,,,1610612746,69,60,2022-02-04T04:24:02Z,3410000,,,0,,N. Batum REBOUND (Off:1 Def:2),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,343.0,3.0,2.0,1.0,,,,,,,,,,,,,,
345,PT09M06.00S,2022-02-04T04:24:18.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202704,90.06241787122208,58.088235294117645,1610612746,71,60,2022-02-04T04:28:46Z,3420000,40.0,41.0,1,right,R. Jackson driving floating Jump Shot (5 PTS),[202704],1610612746.0,LAC,driving floating,,,Jackson,R. Jackson,,,,,5.75,Made,5.0,,,,,,,,,,,,,,,,,,
346,PT09M06.00S,2022-02-04T04:24:23.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,71,60,2022-02-04T04:24:23Z,3430000,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,PT08M49.00S,2022-02-04T04:28:06.9Z,3,REGULAR,3pt,Jump Shot,[],202340,24.096583442838366,87.74509803921569,1610612747,71,63,2022-02-04T04:28:11Z,3440000,-189.0,174.0,1,left,A. Bradley 25' 3PT  (6 PTS) (M. Monk 6 AST),"[202340, 1628370]",1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,25.67,Made,6.0,,,,,M. Monk,1628370.0,6.0,,,,,,,,,,,
349,PT08M21.00S,2022-02-04T04:28:35.2Z,3,REGULAR,3pt,Jump Shot,[],202704,68.11760840998686,29.90196078431373,1610612746,71,63,2022-02-04T04:28:39Z,3460000,-100.0,247.0,1,right,MISS R. Jackson 26' 3PT,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,26.68,Missed,,,,,,,,,,,,,,,,,,,
350,PT08M19.00S,2022-02-04T04:28:37.2Z,3,REGULAR,rebound,defensive,[],201566,,,1610612747,71,63,2022-02-04T04:28:39Z,3470000,,,0,,R. Westbrook REBOUND (Off:1 Def:3),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,349.0,4.0,3.0,1.0,,,,,,,,,,,,,,
351,PT08M14.00S,2022-02-04T04:28:42.3Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],202340,9.773324572930349,95.34313725490196,1610612747,71,63,2022-02-04T04:28:53Z,3480000,-227.0,39.0,1,left,MISS A. Bradley running 3PT,[202340],1610612747.0,LAL,running,,,Bradley,A. Bradley,,,,,23.01,Missed,,,,,,,,,,,,,,,,,,,
352,PT08M09.00S,2022-02-04T04:28:46.8Z,3,REGULAR,rebound,defensive,[],201586,,,1610612746,71,63,2022-02-04T04:28:46Z,3490000,,,0,,S. Ibaka REBOUND (Off:1 Def:4),[201586],1610612746.0,LAC,,,,Ibaka,S. Ibaka,,,,,,,,351.0,5.0,4.0,1.0,,,,,,,,,,,,,,
353,PT08M08.00S,2022-02-04T04:28:47.6Z,3,REGULAR,turnover,lost ball,[],201586,,,1610612746,71,63,2022-02-04T04:28:56Z,3500000,,,0,,S. Ibaka lost ball TURNOVER (1 TO),"[201586, 201566]",1610612746.0,LAC,,,,Ibaka,S. Ibaka,,,,,,,,,,,,,,,,1.0,Westbrook,201566.0,,,,,,,
354,PT08M08.00S,2022-02-04T04:28:47.6Z,3,REGULAR,steal,,[],201566,,,1610612747,71,63,2022-02-04T04:28:49Z,3510000,,,0,,R. Westbrook STEAL (1 STL),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,
355,PT08M02.00S,2022-02-04T04:28:53.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203076,9.904730617608408,57.35294117647059,1610612747,71,63,2022-02-04T04:30:49Z,3520000,-37.0,41.0,1,left,MISS A. Davis cutting Layup - blocked,"[203076, 201586]",1610612747.0,LAL,cutting,,,Davis,A. Davis,,,,,5.48,Missed,,,,,,,,,,,,,Ibaka,201586.0,,,,,
356,PT08M02.00S,2022-02-04T04:28:53.8Z,3,REGULAR,block,,[],201586,,,1610612747,71,63,2022-02-04T04:28:57Z,3530000,,,0,,S. Ibaka BLOCK (1 BLK),[201586],1610612746.0,LAC,,,,Ibaka,S. Ibaka,,,,,,,,,,,,,,,,,,,,,,,,,
357,PT07M58.00S,2022-02-04T04:28:57.8Z,3,REGULAR,rebound,defensive,[],202694,,,1610612746,71,63,2022-02-04T04:28:59Z,3540000,,,0,,M. Morris Sr. REBOUND (Off:0 Def:5),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,355.0,5.0,5.0,0.0,,,,,,,,,,,,,,
358,PT07M48.00S,2022-02-04T04:29:08.1Z,3,REGULAR,3pt,Jump Shot,[],202704,74.68791064388962,89.4607843137255,1610612746,74,63,2022-02-04T04:29:12Z,3550000,197.0,185.0,1,right,R. Jackson 27' 3PT  (8 PTS),[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,27.07,Made,8.0,,,,,,,,,,,,,,,,,,
359,PT07M27.00S,2022-02-04T04:29:30.7Z,3,REGULAR,foul,personal,['2freethrow'],201586,,,1610612747,74,63,2022-02-04T04:29:36Z,3560000,,,0,,S. Ibaka shooting personal FOUL (3 PF) (Davis 2 FT),"[201586, 203076]",1610612746.0,LAC,shooting,,,Ibaka,S. Ibaka,,,,,,,,,,,,,,,1627962.0,,,,,,3.0,0.0,Davis,203076.0,
