actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
173,PT09M36.00S,2022-01-04T04:09:45.5Z,2,REGULAR,substitution,out,[],1629875,,,1610612750,26,31,2022-01-04T04:09:48Z,1730000,,,0,,SUB out: X. Moon,[1629875],1610612746.0,LAC,,,,Moon,X. Moon,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT09M36.00S,2022-01-04T04:09:45.5Z,2,REGULAR,substitution,in,[],202339,,,1610612750,26,31,2022-01-04T04:09:48Z,1740000,,,0,,SUB in: E. Bledsoe,[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT09M27.00S,2022-01-04T04:10:02.8Z,2,REGULAR,3pt,Jump Shot,[],1627752,33.6892247043364,47.30392156862745,1610612750,26,31,2022-01-04T04:10:08Z,1750000,13.0,264.0,1,left,MISS T. Prince 26' 3PT,[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,26.45,Missed,,,,,,,,,,,,,,,,,
177,PT09M22.00S,2022-01-04T04:10:07.8Z,2,REGULAR,rebound,defensive,[],1626159,,,1610612746,26,31,2022-01-04T04:10:08Z,1760000,,,0,,J. Winslow REBOUND (Off:1 Def:2),[1626159],1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,,,,,176.0,,,,,,,3.0,2.0,1.0,,,,,,,
178,PT09M17.00S,2022-01-04T04:10:16.8Z,2,REGULAR,2pt,Jump Shot,[],1630553,80.99540078843627,23.774509803921575,1610612746,26,31,2022-01-04T04:16:52Z,1770000,-131.0,126.0,1,right,MISS K. Johnson 18' step back bank Shot,[1630553],1610612746.0,LAC,step back bank,,,Johnson,K. Johnson,,,,,,,18.19,Missed,,,,,,,,,,,,,,,,,
179,PT09M14.00S,2022-01-04T04:10:19.8Z,2,REGULAR,rebound,defensive,[],1629669,,,1610612750,26,31,2022-01-04T04:16:52Z,1780000,,,0,,J. Nowell REBOUND (Off:0 Def:4),[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,,,,,178.0,,,,,,,4.0,4.0,0.0,,,,,,,
180,PT09M04.00S,2022-01-04T04:10:25.5Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1629669,7.539421813403408,50.0,1610612750,26,33,2022-01-04T04:10:32Z,1790000,0.0,18.0,1,left,J. Nowell driving DUNK (6 PTS),[1629669],1610612750.0,MIN,driving,,,Nowell,J. Nowell,,,,,,,1.84,Made,,,,6.0,,,,,,,,,,,,,
181,PT08M55.00S,2022-01-04T04:10:33.8Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1626159,93.34756898817345,49.50980392156863,1610612746,28,33,2022-01-04T04:17:46Z,1800000,-2.0,10.0,1,right,J. Winslow running alley-oop DUNK (7 PTS) (A. Coffey 1 AST),"[1626159, 1629599]",1610612746.0,LAC,running alley-oop,,,Winslow,J. Winslow,,,,,,,1.03,Made,,,,7.0,A. Coffey,1629599.0,1.0,,,,,,,,,,
183,PT08M32.00S,2022-01-04T04:10:57.8Z,2,REGULAR,3pt,Jump Shot,[],1630162,28.827201051248352,16.17647058823529,1610612750,28,36,2022-01-04T04:11:01Z,1820000,169.0,218.0,1,left,A. Edwards 27' 3PT  (7 PTS) (J. Nowell 1 AST),"[1630162, 1629669]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,27.63,Made,,,,7.0,J. Nowell,1629669.0,1.0,,,,,,,,,,
185,PT08M21.00S,2022-01-04T04:11:11.1Z,2,REGULAR,foul,personal,[],1630233,,,1610612746,28,36,2022-01-04T04:11:24Z,1840000,,,0,,N. Knight personal FOUL (1 PF),"[1630233, 1629117]",1610612750.0,MIN,,,,Knight,N. Knight,,,,,2002.0,,,,,,,,,,,,,,,,1.0,0.0,Gabriel,1629117.0,
187,PT08M21.00S,2022-01-04T04:11:18.3Z,2,REGULAR,substitution,out,[],1629006,,,1610612746,28,36,2022-01-04T04:11:23Z,1860000,,,0,,SUB out: J. Okogie,[1629006],1610612750.0,MIN,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT08M21.00S,2022-01-04T04:11:18.3Z,2,REGULAR,substitution,in,[],1630183,,,1610612746,28,36,2022-01-04T04:11:23Z,1870000,,,0,,SUB in: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT08M13.00S,2022-01-04T04:11:36.2Z,2,REGULAR,turnover,out-of-bounds,[],202339,,,1610612746,28,36,2022-01-04T04:12:05Z,1880000,,,0,,E. Bledsoe bad pass out-of-bounds TURNOVER (5 TO),[202339],1610612746.0,LAC,bad pass,,,Bledsoe,E. Bledsoe,,,,,,5.0,,,,,,,,,,,,,,,,,,,
190,PT08M05.00S,2022-01-04T04:11:56.0Z,2,REGULAR,foul,personal,[],202339,,,1610612750,28,36,2022-01-04T04:12:10Z,1890000,,,0,,E. Bledsoe personal FOUL (1 PF),"[202339, 1630233]",1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,1627962.0,,,,,,,,,,,,,,,,1.0,0.0,Knight,1630233.0,
192,PT08M05.00S,2022-01-04T04:12:02.0Z,2,REGULAR,substitution,out,[],1629117,,,1610612750,28,36,2022-01-04T04:12:09Z,1910000,,,0,,SUB out: W. Gabriel,[1629117],1610612746.0,LAC,,,,Gabriel,W. Gabriel,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT08M05.00S,2022-01-04T04:12:02.0Z,2,REGULAR,substitution,in,[],1629611,,,1610612750,28,36,2022-01-04T04:12:09Z,1920000,,,0,,SUB in: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT07M53.00S,2022-01-04T04:12:23.2Z,2,REGULAR,turnover,bad pass,[],1630162,,,1610612750,28,36,2022-01-04T04:12:29Z,1930000,,,0,,A. Edwards bad pass TURNOVER (2 TO),"[1630162, 1626159]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,2.0,,,,Winslow,1626159.0,,,,,,,,,,,,,,
195,PT07M53.00S,2022-01-04T04:12:23.2Z,2,REGULAR,steal,,[],1626159,,,1610612746,28,36,2022-01-04T04:12:25Z,1940000,,,0,,J. Winslow STEAL (2 STL),[1626159],1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT07M49.00S,2022-01-04T04:12:27.9Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1626159,93.34756898817345,47.79411764705882,1610612746,30,36,2022-01-04T04:12:38Z,1950000,-11.0,10.0,1,right,J. Winslow running Layup (9 PTS) (E. Bledsoe 3 AST),"[1626159, 202339]",1610612746.0,LAC,running,,,Winslow,J. Winslow,,,,,,,1.49,Made,,,,9.0,E. Bledsoe,202339.0,3.0,,,,,,,,,,
198,PT07M37.00S,2022-01-04T04:12:40.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627752,7.013797634691201,52.450980392156865,1610612750,30,38,2022-01-04T04:15:56Z,1970000,-12.0,13.0,1,left,T. Prince driving Layup (4 PTS) (A. Edwards 1 AST),"[1627752, 1630162]",1610612750.0,MIN,driving,,,Prince,T. Prince,,,,,,,1.82,Made,,,,4.0,A. Edwards,1630162.0,1.0,,,,,,,,,,
200,PT07M37.00S,2022-01-04T04:12:44.7Z,2,REGULAR,foul,personal,['1freethrow'],1629599,,,1610612750,30,38,2022-01-04T04:12:56Z,1990000,,,0,,A. Coffey shooting personal FOUL (1 PF) (Prince 1 FT),"[1629599, 1627752]",1610612746.0,LAC,shooting,,,Coffey,A. Coffey,,,,,203054.0,,,,,,,,,,,,,,,,1.0,0.0,Prince,1627752.0,
202,PT07M37.00S,2022-01-04T04:12:56.7Z,2,REGULAR,substitution,out,[],1626159,,,1610612750,30,38,2022-01-04T04:13:16Z,2010000,,,0,,SUB out: J. Winslow,[1626159],1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT07M37.00S,2022-01-04T04:12:56.7Z,2,REGULAR,substitution,out,[],1630553,,,1610612750,30,38,2022-01-04T04:13:16Z,2020000,,,0,,SUB out: K. Johnson,[1630553],1610612746.0,LAC,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT07M37.00S,2022-01-04T04:12:56.7Z,2,REGULAR,substitution,out,[],1630233,,,1610612750,30,38,2022-01-04T04:13:16Z,2030000,,,0,,SUB out: N. Knight,[1630233],1610612750.0,MIN,,,,Knight,N. Knight,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT07M37.00S,2022-01-04T04:12:56.7Z,2,REGULAR,substitution,in,[],202704,,,1610612750,30,38,2022-01-04T04:13:16Z,2040000,,,0,,SUB in: R. Jackson,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT07M37.00S,2022-01-04T04:12:56.7Z,2,REGULAR,substitution,in,[],201586,,,1610612750,30,38,2022-01-04T04:13:16Z,2050000,,,0,,SUB in: S. Ibaka,[201586],1610612746.0,LAC,,,,Ibaka,S. Ibaka,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT07M37.00S,2022-01-04T04:12:56.7Z,2,REGULAR,substitution,in,[],1629020,,,1610612750,30,38,2022-01-04T04:13:16Z,2060000,,,0,,SUB in: J. Vanderbilt,[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT07M37.00S,2022-01-04T04:13:28.0Z,2,REGULAR,freethrow,1 of 1,[],1627752,,,1610612750,30,39,2022-01-04T04:13:28Z,2070000,,,0,,T. Prince Free Throw 1 of 1 (5 PTS),[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,Made,,,,5.0,,,,,,,,,,,,,
211,PT07M19.00S,2022-01-04T04:13:50.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202704,87.69710906701708,54.411764705882355,1610612746,30,39,2022-01-04T04:14:17Z,2080000,22.0,63.0,1,right,MISS R. Jackson 6' driving floating Shot,[202704],1610612746.0,LAC,driving floating,,,Jackson,R. Jackson,,,,,,,6.69,Missed,,,,,,,,,,,,,,,,,
212,PT07M19.00S,2022-01-04T04:13:50.7Z,2,REGULAR,rebound,defensive,[],1629669,,,1610612750,30,39,2022-01-04T04:14:17Z,2090000,,,0,,J. Nowell REBOUND (Off:0 Def:5),[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,,,,,211.0,,,,,,,5.0,5.0,0.0,,,,,,,
213,PT07M09.00S,2022-01-04T04:14:00.8Z,2,REGULAR,3pt,Jump Shot,[],1629669,33.03219448094612,59.55882352941176,1610612750,30,39,2022-01-04T04:14:21Z,2100000,-48.0,258.0,1,left,MISS J. Nowell 26' 3PT,[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,,,26.24,Missed,,,,,,,,,,,,,,,,,
214,PT07M09.00S,2022-01-04T04:14:00.8Z,2,REGULAR,rebound,offensive,[],1629020,,,1610612750,30,39,2022-01-04T04:14:47Z,2110000,,,0,,J. Vanderbilt REBOUND (Off:1 Def:3),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,213.0,,,,,,,4.0,3.0,1.0,,,,,,,
215,PT07M03.00S,2022-01-04T04:14:06.2Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1629020,10.82457293035479,45.09803921568627,1610612750,30,41,2022-01-04T04:14:25Z,2120000,25.0,49.0,1,left,J. Vanderbilt bank Hook (2 PTS),[1629020],1610612750.0,MIN,bank,,,Vanderbilt,J. Vanderbilt,,,,,,,5.51,Made,,,,2.0,,,,,,,,,,,,,
216,PT06M45.00S,2022-01-04T04:14:23.8Z,2,REGULAR,turnover,bad pass,[],202339,,,1610612746,30,41,2022-01-04T04:14:28Z,2130000,,,0,,E. Bledsoe bad pass TURNOVER (6 TO),"[202339, 1627752]",1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,6.0,,,,Prince,1627752.0,,,,,,,,,,,,,,
217,PT06M45.00S,2022-01-04T04:14:23.8Z,2,REGULAR,steal,,[],1627752,,,1610612750,30,41,2022-01-04T04:14:26Z,2140000,,,0,,T. Prince STEAL (2 STL),[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT06M40.00S,2022-01-04T04:14:29.6Z,2,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1627752,8.722076215505908,42.40196078431373,1610612750,30,43,2022-01-04T04:15:13Z,2150000,38.0,29.0,1,left,T. Prince driving floating bank Jump Shot (7 PTS),[1627752],1610612750.0,MIN,driving floating bank,,,Prince,T. Prince,,,,,,,4.81,Made,,,,7.0,,,,,,,,,,,,,
219,PT06M39.00S,2022-01-04T04:14:41.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,30,43,2022-01-04T04:14:41Z,2160000,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT06M39.00S,2022-01-04T04:17:16.6Z,2,REGULAR,substitution,out,[],1629599,,,1610612746,30,43,2022-01-04T04:17:32Z,2170000,,,0,,SUB out: A. Coffey,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT06M39.00S,2022-01-04T04:17:16.6Z,2,REGULAR,substitution,in,[],202694,,,1610612746,30,43,2022-01-04T04:17:32Z,2180000,,,0,,SUB in: M. Morris Sr.,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT06M15.00S,2022-01-04T04:17:52.6Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612746,30,43,2022-01-04T04:17:59Z,2190000,,,0,,LAC shot clock Team TURNOVER,[],1610612746.0,LAC,,,,,,,,,,2002.0,,,,,,,,,,,,,,,,,,,,
223,PT05M58.00S,2022-01-04T04:18:17.6Z,2,REGULAR,turnover,bad pass,[],1630162,,,1610612750,30,43,2022-01-04T04:18:21Z,2200000,,,0,,A. Edwards bad pass TURNOVER (3 TO),"[1630162, 202704]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,3.0,,,,Jackson,202704.0,,,,,,,,,,,,,,
224,PT05M58.00S,2022-01-04T04:18:17.6Z,2,REGULAR,steal,,[],202704,,,1610612746,30,43,2022-01-04T04:18:19Z,2210000,,,0,,R. Jackson STEAL (1 STL),[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT05M52.00S,2022-01-04T04:18:25.7Z,2,REGULAR,turnover,out-of-bounds,[],202704,,,1610612746,30,43,2022-01-04T04:18:36Z,2220000,,,0,,R. Jackson bad pass out-of-bounds TURNOVER (2 TO),[202704],1610612746.0,LAC,bad pass,,,Jackson,R. Jackson,,,,,,2.0,,,,,,,,,,,,,,,,,,,
226,PT05M40.00S,2022-01-04T04:18:41.3Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630183,31.192509855453352,23.284313725490193,1610612750,30,46,2022-01-04T04:23:15Z,2230000,134.0,241.0,1,left,J. McDaniels 27' 3PT pullup (8 PTS) (J. Nowell 2 AST),"[1630183, 1629669]",1610612750.0,MIN,pullup,,,McDaniels,J. McDaniels,,,,,,,27.53,Made,,,,8.0,J. Nowell,1629669.0,2.0,,,,,,,,,,
228,PT05M20.00S,2022-01-04T04:19:03.0Z,2,REGULAR,2pt,Jump Shot,[],202694,80.73258869908015,17.64705882352942,1610612746,32,46,2022-01-04T04:19:07Z,2250000,-162.0,129.0,1,right,M. Morris Sr. 20' Jump Shot (8 PTS),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,20.67,Made,,,,8.0,,,,,,,,,,,,,
229,PT05M09.00S,2022-01-04T04:19:12.7Z,2,REGULAR,3pt,Jump Shot,[],1630183,9.116294349540084,96.56862745098039,1610612750,32,49,2022-01-04T04:19:18Z,2260000,-233.0,33.0,1,left,J. McDaniels 3PT  (11 PTS) (A. Edwards 2 AST),"[1630183, 1630162]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,23.52,Made,,,,11.0,A. Edwards,1630162.0,2.0,,,,,,,,,,
231,PT04M58.00S,2022-01-04T04:19:24.5Z,2,REGULAR,3pt,Jump Shot,[],202694,73.89947437582128,13.970588235294116,1610612746,32,49,2022-01-04T04:19:29Z,2280000,-180.0,193.0,1,right,MISS M. Morris Sr. 26' 3PT,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,26.38,Missed,,,,,,,,,,,,,,,,,
232,PT04M54.00S,2022-01-04T04:19:28.5Z,2,REGULAR,rebound,defensive,[],1630183,,,1610612750,32,49,2022-01-04T04:19:29Z,2290000,,,0,,J. McDaniels REBOUND (Off:1 Def:1),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,231.0,,,,,,,2.0,1.0,1.0,,,,,,,
233,PT04M45.00S,2022-01-04T04:19:37.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,8.065045992115643,41.666666666666664,1610612750,32,49,2022-01-04T04:19:41Z,2300000,42.0,23.0,1,left,MISS A. Edwards driving Layup,[1630162],1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,,,4.78,Missed,,,,,,,,,,,,,,,,,
234,PT04M42.00S,2022-01-04T04:19:39.9Z,2,REGULAR,rebound,offensive,[],1629020,,,1610612750,32,49,2022-01-04T04:19:39Z,2310000,,,0,,J. Vanderbilt REBOUND (Off:2 Def:3),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,233.0,,,,,,,5.0,3.0,2.0,,,,,,,
235,PT04M42.00S,2022-01-04T04:19:39.9Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629020,5.590000152587891,50.0,1610612750,32,51,2022-01-04T04:19:52Z,2320000,0.0,0.0,1,left,J. Vanderbilt tip Layup (4 PTS),[1629020],1610612750.0,MIN,tip,,,Vanderbilt,J. Vanderbilt,,,,,,,0.0,Made,,,,4.0,,,,,,,,,,,,,
236,PT04M24.00S,2022-01-04T04:19:57.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201586,93.74178712220763,50.73529411764706,1610612746,34,51,2022-01-04T04:20:02Z,2330000,4.0,6.0,1,right,S. Ibaka driving Layup (7 PTS) (E. Bledsoe 4 AST),"[201586, 202339]",1610612746.0,LAC,driving,,,Ibaka,S. Ibaka,,,,,,,0.73,Made,,,,7.0,E. Bledsoe,202339.0,4.0,,,,,,,,,,
238,PT04M10.00S,2022-01-04T04:20:12.3Z,2,REGULAR,2pt,Jump Shot,[],1630183,5.699737187910642,90.44117647058823,1610612750,34,53,2022-01-04T04:20:18Z,2350000,-202.0,1.0,1,left,J. McDaniels 20' Jump Shot (13 PTS) (T. Prince 2 AST),"[1630183, 1627752]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,20.22,Made,,,,13.0,T. Prince,1627752.0,2.0,,,,,,,,,,
240,PT03M49.00S,2022-01-04T04:20:36.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201586,88.87976346911958,50.245098039215684,1610612746,36,53,2022-01-04T04:20:48Z,2370000,1.0,52.0,1,right,S. Ibaka driving floating Jump Shot (9 PTS),[201586],1610612746.0,LAC,driving floating,,,Ibaka,S. Ibaka,,,,,,,5.2,Made,,,,9.0,,,,,,,,,,,,,
241,PT03M49.00S,2022-01-04T04:20:41.3Z,2,REGULAR,foul,personal,['1freethrow'],1627752,,,1610612746,36,53,2022-01-04T04:21:04Z,2380000,,,0,,T. Prince shooting personal FOUL (2 PF) (Ibaka 1 FT),"[1627752, 201586]",1610612750.0,MIN,shooting,,,Prince,T. Prince,,,,,203054.0,,,,,,,,,,,,,,,,2.0,0.0,Ibaka,201586.0,
243,PT03M49.00S,2022-01-04T04:21:06.2Z,2,REGULAR,substitution,out,[],202339,,,1610612746,36,53,2022-01-04T04:21:17Z,2400000,,,0,,SUB out: E. Bledsoe,[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT03M49.00S,2022-01-04T04:21:06.2Z,2,REGULAR,substitution,out,[],1629669,,,1610612746,36,53,2022-01-04T04:21:17Z,2410000,,,0,,SUB out: J. Nowell,[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT03M49.00S,2022-01-04T04:21:06.2Z,2,REGULAR,substitution,out,[],1627752,,,1610612746,36,53,2022-01-04T04:21:17Z,2420000,,,0,,SUB out: T. Prince,[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT03M49.00S,2022-01-04T04:21:06.2Z,2,REGULAR,substitution,in,[],1629599,,,1610612746,36,53,2022-01-04T04:21:17Z,2430000,,,0,,SUB in: A. Coffey,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT03M49.00S,2022-01-04T04:21:06.2Z,2,REGULAR,substitution,in,[],201976,,,1610612746,36,53,2022-01-04T04:21:17Z,2440000,,,0,,SUB in: P. Beverley,[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT03M49.00S,2022-01-04T04:21:06.2Z,2,REGULAR,substitution,in,[],1629675,,,1610612746,36,53,2022-01-04T04:21:17Z,2450000,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT03M49.00S,2022-01-04T04:21:19.8Z,2,REGULAR,freethrow,1 of 1,[],201586,,,1610612746,37,53,2022-01-04T04:21:19Z,2460000,,,0,,S. Ibaka Free Throw 1 of 1 (10 PTS),[201586],1610612746.0,LAC,,,,Ibaka,S. Ibaka,,,,,,,,Made,,,,10.0,,,,,,,,,,,,,
250,PT03M35.00S,2022-01-04T04:21:31.6Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1629675,14.37253613666229,50.98039215686275,1610612750,37,55,2022-01-04T04:21:35Z,2470000,-5.0,83.0,1,left,N. Reid 8' turnaround Hook (11 PTS) (P. Beverley 5 AST),"[1629675, 201976]",1610612750.0,MIN,turnaround,,,Reid,N. Reid,,,,,,,8.27,Made,,,,11.0,P. Beverley,201976.0,5.0,,,,,,,,,,
252,PT03M22.00S,2022-01-04T04:21:43.9Z,2,REGULAR,2pt,Jump Shot,[],1629599,80.20696452036793,69.6078431372549,1610612746,39,55,2022-01-04T04:21:49Z,2490000,98.0,134.0,1,right,A. Coffey 16' pullup Jump Shot (2 PTS) (M. Morris Sr. 2 AST),"[1629599, 202694]",1610612746.0,LAC,pullup,,,Coffey,A. Coffey,,,,,,,16.57,Made,,,,2.0,M. Morris Sr.,202694.0,2.0,,,,,,,,,,
254,PT03M10.00S,2022-01-04T04:21:55.3Z,2,REGULAR,3pt,Jump Shot,[],1630162,33.03219448094612,69.11764705882354,1610612750,39,58,2022-01-04T04:22:01Z,2510000,-96.0,258.0,1,left,A. Edwards 27' 3PT  (10 PTS) (P. Beverley 6 AST),"[1630162, 201976]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,27.51,Made,,,,10.0,P. Beverley,201976.0,6.0,,,,,,,,,,
256,PT02M51.00S,2022-01-04T04:22:13.9Z,2,REGULAR,3pt,Jump Shot,[],201586,68.11760840998686,74.01960784313725,1610612746,42,58,2022-01-04T04:22:19Z,2530000,120.0,247.0,1,right,S. Ibaka 27' 3PT  (13 PTS) (T. Mann 2 AST),"[201586, 1629611]",1610612746.0,LAC,,,,Ibaka,S. Ibaka,,,,,,,27.48,Made,,,,13.0,T. Mann,1629611.0,2.0,,,,,,,,,,
258,PT02M39.00S,2022-01-04T04:22:28.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,6.8823915900131425,54.411764705882355,1610612750,42,60,2022-01-04T04:26:50Z,2550000,-22.0,12.0,1,left,A. Edwards driving finger roll Layup (12 PTS),[1630162],1610612750.0,MIN,driving finger roll,,,Edwards,A. Edwards,,,,,,,2.52,Made,,,,12.0,,,,,,,,,,,,,
259,PT02M20.00S,2022-01-04T04:22:51.4Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612746,42,60,2022-01-04T04:22:51Z,2560000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT02M20.00S,2022-01-04T04:22:54.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,42,60,2022-01-04T04:22:54Z,2570000,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT02M12.00S,2022-01-04T04:26:01.9Z,2,REGULAR,3pt,Jump Shot,[],202704,64.30683311432327,55.14705882352941,1610612746,42,60,2022-01-04T04:26:08Z,2580000,26.0,283.0,1,right,MISS R. Jackson 28' 3PT,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,28.42,Missed,,,,,,,,,,,,,,,,,
262,PT02M10.00S,2022-01-04T04:26:03.9Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612750,42,60,2022-01-04T04:26:08Z,2590000,,,0,,TEAM defensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,261.0,,,,,,,,,,,,,,,,
263,PT02M10.00S,2022-01-04T04:26:08.0Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612750,42,60,2022-01-04T04:26:08Z,2600000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT01M51.00S,2022-01-04T04:26:32.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201976,10.036136662286467,50.0,1610612750,42,62,2022-01-04T04:26:40Z,2610000,0.0,42.0,1,left,P. Beverley driving Layup (4 PTS) (A. Edwards 3 AST),"[201976, 1630162]",1610612750.0,MIN,driving,,,Beverley,P. Beverley,,,,,,,4.18,Made,,,,4.0,A. Edwards,1630162.0,3.0,,,,,,,,,,
266,PT01M34.00S,2022-01-04T04:26:48.5Z,2,REGULAR,2pt,Jump Shot,[],202694,80.6011826544021,77.69607843137254,1610612746,42,62,2022-01-04T04:26:56Z,2630000,138.0,130.0,1,right,MISS M. Morris Sr. 18' pullup Shot,[202694],1610612746.0,LAC,pullup,,,Morris Sr.,M. Morris Sr.,,,,,,,18.98,Missed,,,,,,,,,,,,,,,,,
