actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
272,PT03M44.00S,2021-11-14T04:23:20.3Z,2,REGULAR,foul,personal,[],1630162,,,1610612746,63,38,2021-11-14T04:23:26Z,2700000,,,0,,A. Edwards personal FOUL (1 PF),"[1630162, 202331]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,1628171.0,1.0,0.0,George,202331.0,,,
274,PT03M38.00S,2021-11-14T04:23:45.9Z,2,REGULAR,turnover,bad pass,[],202704,,,1610612746,63,38,2021-11-14T04:23:49Z,2720000,,,0,,R. Jackson bad pass TURNOVER (1 TO),"[202704, 1626157]",1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,1.0,Towns,1626157.0,,,,,,,,,,,,,,,,,
275,PT03M38.00S,2021-11-14T04:23:45.9Z,2,REGULAR,steal,,[],1626157,,,1610612750,63,38,2021-11-14T04:23:47Z,2730000,,,0,,K. Towns STEAL (2 STL),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,
276,PT03M34.00S,2021-11-14T04:23:50.8Z,2,REGULAR,turnover,out-of-bounds,[],201976,,,1610612750,63,38,2021-11-14T04:23:58Z,2740000,,,0,,P. Beverley bad pass out-of-bounds TURNOVER (1 TO),[201976],1610612750.0,MIN,bad pass,,,Beverley,P. Beverley,,,,,1.0,,,,,,,,,,,,1628171.0,,,,,,,
277,PT03M10.00S,2021-11-14T04:24:23.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202704,91.24507227332458,44.85294117647059,1610612746,65,38,2021-11-14T04:24:28Z,2750000,-26.0,30.0,1,right,R. Jackson driving Layup (13 PTS),[202704],1610612746.0,LAC,driving,,,Jackson,R. Jackson,,,,,,,,3.94,Made,13.0,,,,,,,,,,,,,,
278,PT02M50.00S,2021-11-14T04:24:43.0Z,2,REGULAR,3pt,Jump Shot,[],201976,24.359395532194483,88.23529411764706,1610612750,65,41,2021-11-14T04:24:50Z,2760000,-191.0,176.0,1,left,P. Beverley 26' 3PT  (5 PTS) (A. Edwards 1 AST),"[201976, 1630162]",1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,26.02,Made,5.0,,,,,,,,,,,,A. Edwards,1630162.0,1.0
280,PT02M35.00S,2021-11-14T04:24:58.4Z,2,REGULAR,3pt,Jump Shot,[],202331,67.85479632063075,58.088235294117645,1610612746,65,41,2021-11-14T04:25:04Z,2780000,40.0,250.0,1,right,MISS P. George 25' pullup 3PT,[202331],1610612746.0,LAC,pullup,,,George,P. George,,,,,,,,25.29,Missed,,,,,,,,,,,,,,,
281,PT02M32.00S,2021-11-14T04:25:01.4Z,2,REGULAR,rebound,defensive,[],1627752,,,1610612750,65,41,2021-11-14T04:25:04Z,2790000,,,0,,T. Prince REBOUND (Off:0 Def:1),[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,280.0,1.0,1.0,0.0,,,,,,,,,,
282,PT02M25.00S,2021-11-14T04:25:08.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,8.722076215505908,44.607843137254896,1610612750,65,41,2021-11-14T04:25:14Z,2800000,27.0,29.0,1,left,MISS A. Edwards driving Layup,[1630162],1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,,,,4.0,Missed,,,,,,,,,,,,,,,
283,PT02M23.00S,2021-11-14T04:25:10.5Z,2,REGULAR,rebound,defensive,[],1627826,,,1610612746,65,41,2021-11-14T04:25:14Z,2810000,,,0,,I. Zubac REBOUND (Off:2 Def:3),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,282.0,5.0,3.0,2.0,,,,,,,,,,
284,PT02M19.00S,2021-11-14T04:25:14.2Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],202704,70.22010512483574,76.9607843137255,1610612746,68,41,2021-11-14T04:25:23Z,2820000,135.0,227.0,1,right,R. Jackson 26' 3PT running pullup (16 PTS) (P. George 2 AST),"[202704, 202331]",1610612746.0,LAC,running pullup,,,Jackson,R. Jackson,,,,,,,,26.44,Made,16.0,,,,,,,,,,,,P. George,202331.0,2.0
286,PT02M04.00S,2021-11-14T04:25:33.9Z,2,REGULAR,foul,personal,[],1629611,,,1610612750,68,41,2021-11-14T04:25:39Z,2840000,,,0,,T. Mann personal FOUL (2 PF),"[1629611, 1626157]",1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,2530.0,2.0,0.0,Towns,1626157.0,,,
288,PT02M04.00S,2021-11-14T04:25:50.9Z,2,REGULAR,substitution,out,[],1629611,,,1610612750,68,41,2021-11-14T04:25:58Z,2860000,,,0,,SUB out: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,
289,PT02M04.00S,2021-11-14T04:25:50.9Z,2,REGULAR,substitution,in,[],1626159,,,1610612750,68,41,2021-11-14T04:25:58Z,2870000,,,0,,SUB in: J. Winslow,[1626159],1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,,,,,,,,,,,,,,,,,,,,
290,PT01M53.00S,2021-11-14T04:26:09.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630183,13.84691195795007,50.245098039215684,1610612750,68,41,2021-11-14T04:26:17Z,2880000,-1.0,78.0,1,left,MISS J. McDaniels 7' driving floating Shot,[1630183],1610612750.0,MIN,driving floating,,,McDaniels,J. McDaniels,,,,,,,,7.77,Missed,,,,,,,,,,,,,,,
291,PT01M51.00S,2021-11-14T04:26:11.9Z,2,REGULAR,rebound,defensive,[],202331,,,1610612746,68,41,2021-11-14T04:26:17Z,2890000,,,0,,P. George REBOUND (Off:0 Def:7),[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,290.0,7.0,7.0,0.0,,,,,,,,,,
292,PT01M48.00S,2021-11-14T04:26:14.3Z,2,REGULAR,turnover,lost ball,[],202331,,,1610612746,68,41,2021-11-14T04:26:23Z,2900000,,,0,,P. George lost ball TURNOVER (1 TO),"[202331, 201976]",1610612746.0,LAC,,,,George,P. George,,,,,1.0,Beverley,201976.0,,,,,,,,,,,,,,,,,
293,PT01M48.00S,2021-11-14T04:26:14.3Z,2,REGULAR,steal,,[],201976,,,1610612750,68,41,2021-11-14T04:26:16Z,2910000,,,0,,P. Beverley STEAL (1 STL),[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,
294,PT01M44.00S,2021-11-14T04:26:18.5Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630183,8.327858081471746,3.67647058823529,1610612750,68,41,2021-11-14T04:26:25Z,2920000,232.0,26.0,1,left,MISS J. McDaniels 3PT,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,23.3,Missed,,,,,,,,,,,,,,,
295,PT01M42.00S,2021-11-14T04:26:21.1Z,2,REGULAR,rebound,defensive,[],1627826,,,1610612746,68,41,2021-11-14T04:26:21Z,2930000,,,0,,I. Zubac REBOUND (Off:2 Def:4),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,294.0,6.0,4.0,2.0,,,,,,,,,,
296,PT01M39.00S,2021-11-14T04:26:24.1Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],202331,68.51182654402103,26.225490196078425,1610612746,68,41,2021-11-14T04:26:32Z,2940000,-119.0,243.0,1,right,MISS P. George 27' running pullup 3PT,[202331],1610612746.0,LAC,running pullup,,,George,P. George,,,,,,,,27.1,Missed,,,,,,,,,,,,,,,
297,PT01M36.00S,2021-11-14T04:26:27.1Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612750,68,41,2021-11-14T04:26:32Z,2950000,,,0,,TEAM defensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,,,296.0,,,,,,,,,,,,,
298,PT01M36.00S,2021-11-14T04:26:33.2Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612750,68,41,2021-11-14T04:26:33Z,2960000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,PT01M21.00S,2021-11-14T04:26:53.2Z,2,REGULAR,foul,personal,['2freethrow'],1627826,,,1610612750,68,41,2021-11-14T04:27:06Z,2970000,,,0,,I. Zubac shooting personal FOUL (1 PF) (McDaniels 2 FT),"[1627826, 1630183]",1610612746.0,LAC,shooting,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,202007.0,1.0,0.0,McDaniels,1630183.0,,,
301,PT01M21.00S,2021-11-14T04:27:23.3Z,2,REGULAR,freethrow,1 of 2,[],1630183,,,1610612750,68,42,2021-11-14T04:27:40Z,2990000,,,0,,J. McDaniels Free Throw 1 of 2 (4 PTS),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,Made,4.0,,,,,,,,,,,,,,
302,PT01M21.00S,2021-11-14T04:27:23.3Z,2,REGULAR,freethrow,2 of 2,[],1630183,,,1610612750,68,42,2021-11-14T04:27:40Z,3000000,,,0,,MISS J. McDaniels Free Throw 2 of 2,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,Missed,,,,,,,,,,,,,,,
303,PT01M19.00S,2021-11-14T04:27:25.3Z,2,REGULAR,rebound,defensive,[],1627826,,,1610612746,68,42,2021-11-14T04:27:40Z,3010000,,,0,,I. Zubac REBOUND (Off:2 Def:5),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,302.0,7.0,5.0,2.0,,,,,,,,,,
304,PT01M03.00S,2021-11-14T04:27:55.6Z,2,REGULAR,3pt,Jump Shot,[],202704,66.67214191852825,35.78431372549019,1610612746,68,42,2021-11-14T04:28:00Z,3020000,-71.0,261.0,1,right,MISS R. Jackson 27' pullup 3PT,[202704],1610612746.0,LAC,pullup,,,Jackson,R. Jackson,,,,,,,,27.03,Missed,,,,,,,,,,,,,,,
305,PT01M00.00S,2021-11-14T04:27:58.6Z,2,REGULAR,rebound,defensive,[],1630162,,,1610612750,68,42,2021-11-14T04:28:00Z,3030000,,,0,,A. Edwards REBOUND (Off:1 Def:4),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,304.0,5.0,4.0,1.0,,,,,,,,,,
306,PT00M55.00S,2021-11-14T04:28:04.0Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630162,8.327858081471746,53.431372549019606,1610612750,68,42,2021-11-14T04:28:15Z,3040000,-17.0,26.0,1,left,MISS A. Edwards running reverse Layup,[1630162],1610612750.0,MIN,running reverse,,,Edwards,A. Edwards,,,,,,,,3.1,Missed,,,,,,,,,,,,,,,
307,PT00M53.60S,2021-11-14T04:28:05.4Z,2,REGULAR,rebound,defensive,[],1627826,,,1610612746,68,42,2021-11-14T04:28:15Z,3050000,,,0,,I. Zubac REBOUND (Off:2 Def:6),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,306.0,8.0,6.0,2.0,,,,,,,,,,
308,PT00M48.60S,2021-11-14T04:28:12.9Z,2,REGULAR,foul,offensive,[],202331,,,1610612746,68,42,2021-11-14T04:35:01Z,3060000,,,0,,P. George charge offensive FOUL (2 PF),"[202331, 201976]",1610612746.0,LAC,charge,,,George,P. George,,,,,,,,,,,,,,,,,2530.0,2.0,0.0,Beverley,201976.0,,,
310,PT00M48.60S,2021-11-14T04:28:12.9Z,2,REGULAR,turnover,offensive foul,[],202331,,,1610612746,68,42,2021-11-14T04:28:12Z,3080000,,,0,,P. George offensive foul TURNOVER (2 TO),[202331],1610612746.0,LAC,,,,George,P. George,,,,,2.0,,,,,,,,,,,,2530.0,,,,,,,
311,PT00M48.60S,2021-11-14T04:28:37.6Z,2,REGULAR,substitution,out,[],202331,,,1610612750,68,42,2021-11-14T04:28:41Z,3090000,,,0,,SUB out: P. George,[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,
312,PT00M48.60S,2021-11-14T04:28:37.6Z,2,REGULAR,substitution,in,[],202339,,,1610612750,68,42,2021-11-14T04:28:41Z,3100000,,,0,,SUB in: E. Bledsoe,[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,,,,,,,,,,
313,PT00M32.30S,2021-11-14T04:28:59.3Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202704,,,1610612750,68,42,2021-11-14T04:29:06Z,3110000,,,0,,R. Jackson shooting personal FOUL (2 PF) (Edwards 2 FT),"[202704, 1630162]",1610612746.0,LAC,shooting,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,2530.0,2.0,0.0,Edwards,1630162.0,,,
315,PT00M32.30S,2021-11-14T04:29:25.3Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1630162,,,1610612750,68,43,2021-11-14T04:29:39Z,3130000,,,0,,A. Edwards Free Throw 1 of 2 (12 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,Made,12.0,,,,,,,,,,,,,,
316,PT00M32.30S,2021-11-14T04:29:25.3Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1630162,,,1610612750,68,43,2021-11-14T04:29:39Z,3140000,,,0,,MISS A. Edwards Free Throw 2 of 2,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,Missed,,,,,,,,,,,,,,,
317,PT00M31.30S,2021-11-14T04:29:26.3Z,2,REGULAR,rebound,defensive,[],1627826,,,1610612746,68,43,2021-11-14T04:29:39Z,3150000,,,0,,I. Zubac REBOUND (Off:2 Def:7),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,316.0,9.0,7.0,2.0,,,,,,,,,,
318,PT00M12.50S,2021-11-14T04:29:56.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202704,81.38961892247043,48.28431372549019,1610612746,70,43,2021-11-14T04:30:02Z,3160000,-9.0,122.0,1,right,R. Jackson 12' driving floating Jump Shot (18 PTS),[202704],1610612746.0,LAC,driving floating,,,Jackson,R. Jackson,,,,,,,,12.27,Made,18.0,,,,,,,,,,,,,,
319,PT00M03.40S,2021-11-14T04:30:09.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,10.036136662286467,51.470588235294116,1610612750,70,43,2021-11-14T04:30:29Z,3170000,-7.0,42.0,1,left,MISS A. Edwards driving Layup,[1630162],1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,,,,4.24,Missed,,,,,,,,,,,,,,,
320,PT00M01.50S,2021-11-14T04:30:11.4Z,2,REGULAR,rebound,defensive,[],202339,,,1610612746,70,43,2021-11-14T04:30:43Z,3180000,,,0,,E. Bledsoe REBOUND (Off:0 Def:2),[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,319.0,2.0,2.0,0.0,,,,,,,,,,
321,PT00M00.00S,2021-11-14T04:30:12.8Z,2,REGULAR,period,end,[],0,,,1610612746,70,43,2021-11-14T04:30:12Z,3190000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,PT12M00.00S,2021-11-14T04:45:18.4Z,3,REGULAR,substitution,out,['startperiod'],1628379,,,1610612746,70,43,2021-11-14T04:45:46Z,3200000,,,0,,SUB out: L. Kennard,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,
323,PT12M00.00S,2021-11-14T04:45:18.4Z,3,REGULAR,substitution,out,['startperiod'],1626159,,,1610612746,70,43,2021-11-14T04:45:46Z,3210000,,,0,,SUB out: J. Winslow,[1626159],1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,,,,,,,,,,,,,,,,,,,,
324,PT12M00.00S,2021-11-14T04:45:18.4Z,3,REGULAR,substitution,out,['startperiod'],1630183,,,1610612746,70,43,2021-11-14T04:45:46Z,3220000,,,0,,SUB out: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,
325,PT12M00.00S,2021-11-14T04:45:18.4Z,3,REGULAR,substitution,out,['startperiod'],1627752,,,1610612746,70,43,2021-11-14T04:45:46Z,3230000,,,0,,SUB out: T. Prince,[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,
326,PT12M00.00S,2021-11-14T04:45:18.4Z,3,REGULAR,substitution,in,['startperiod'],201587,,,1610612746,70,43,2021-11-14T04:45:46Z,3240000,,,0,,SUB in: N. Batum,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,
327,PT12M00.00S,2021-11-14T04:45:18.4Z,3,REGULAR,substitution,in,['startperiod'],202331,,,1610612746,70,43,2021-11-14T04:45:46Z,3250000,,,0,,SUB in: P. George,[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,
328,PT12M00.00S,2021-11-14T04:45:18.4Z,3,REGULAR,substitution,in,['startperiod'],1626156,,,1610612746,70,43,2021-11-14T04:45:46Z,3260000,,,0,,SUB in: D. Russell,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,
329,PT12M00.00S,2021-11-14T04:45:18.4Z,3,REGULAR,substitution,in,['startperiod'],1629020,,,1610612746,70,43,2021-11-14T04:45:46Z,3270000,,,0,,SUB in: J. Vanderbilt,[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,
330,PT12M00.00S,2021-11-14T04:45:46.2Z,3,REGULAR,period,start,[],0,,,1610612746,70,43,2021-11-14T04:45:46Z,3280000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,PT12M00.00S,2021-11-14T04:45:49.0Z,3,REGULAR,violation,delay-of-game,['team'],0,,,1610612746,70,43,2021-11-14T04:46:03Z,3290000,,,0,,TEAM delay-of-game VIOLATION,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,2530.0,,,,,,,
332,PT11M47.00S,2021-11-14T04:46:02.9Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612746,70,43,2021-11-14T04:46:03Z,3300000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT11M43.00S,2021-11-14T04:46:16.6Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],202331,6.619579500657039,50.245098039215684,1610612746,72,43,2021-11-14T04:46:29Z,3310000,-1.0,10.0,1,left,P. George driving DUNK (11 PTS) (E. Bledsoe 7 AST),"[202331, 202339]",1610612746.0,LAC,driving,,,George,P. George,,,,,,,,0.98,Made,11.0,,,,,,,,,,,,E. Bledsoe,202339.0,7.0
335,PT11M24.00S,2021-11-14T04:46:34.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629020,94.13600525624179,43.872549019607845,1610612750,72,45,2021-11-14T04:46:40Z,3330000,-31.0,3.0,1,right,J. Vanderbilt driving reverse Layup (4 PTS) (D. Russell 5 AST),"[1629020, 1626156]",1610612750.0,MIN,driving reverse,,,Vanderbilt,J. Vanderbilt,,,,,,,,3.07,Made,4.0,,,,,,,,,,,,D. Russell,1626156.0,5.0
337,PT11M10.00S,2021-11-14T04:46:48.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202331,7.145203679369246,52.205882352941174,1610612746,74,45,2021-11-14T04:46:53Z,3350000,-11.0,15.0,1,left,P. George reverse Layup (13 PTS),[202331],1610612746.0,LAC,reverse,,,George,P. George,,,,,,,,1.84,Made,13.0,,,,,,,,,,,,,,
338,PT10M55.00S,2021-11-14T04:47:03.7Z,3,REGULAR,2pt,Jump Shot,[],1626156,78.10446780551905,48.0392156862745,1610612750,74,45,2021-11-14T04:47:11Z,3360000,-10.0,153.0,1,right,MISS D. Russell 15' pullup Shot,[1626156],1610612750.0,MIN,pullup,,,Russell,D. Russell,,,,,,,,15.36,Missed,,,,,,,,,,,,,,,
339,PT10M54.00S,2021-11-14T04:47:04.7Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612750,74,45,2021-11-14T04:47:11Z,3370000,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,,,338.0,,,,,,,,,,,,,
340,PT10M54.00S,2021-11-14T04:47:11.5Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612750,74,45,2021-11-14T04:47:11Z,3380000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,PT10M52.00S,2021-11-14T04:47:24.6Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],201976,74.68791064388962,83.57843137254902,1610612750,74,45,2021-11-14T04:47:32Z,3390000,168.0,185.0,1,right,MISS P. Beverley 25' 3PT,[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,25.01,Missed,,,,,,,,,,,,,,,
342,PT10M45.00S,2021-11-14T04:47:31.6Z,3,REGULAR,rebound,defensive,[],202331,,,1610612746,74,45,2021-11-14T04:47:32Z,3400000,,,0,,P. George REBOUND (Off:0 Def:8),[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,341.0,8.0,8.0,0.0,,,,,,,,,,
343,PT10M38.00S,2021-11-14T04:47:37.5Z,3,REGULAR,2pt,Jump Shot,[],202331,16.212220762155056,78.43137254901961,1610612746,76,45,2021-11-14T04:47:42Z,3410000,-142.0,100.0,1,left,P. George 17' step back Jump Shot (15 PTS),[202331],1610612746.0,LAC,step back,,,George,P. George,,,,,,,,17.38,Made,15.0,,,,,,,,,,,,,,
344,PT10M27.00S,2021-11-14T04:47:49.6Z,3,REGULAR,3pt,Jump Shot,[],1626157,67.59198423127464,37.745098039215684,1610612750,76,45,2021-11-14T04:47:54Z,3420000,-61.0,252.0,1,right,MISS K. Towns 25' 3PT,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,25.94,Missed,,,,,,,,,,,,,,,
345,PT10M23.00S,2021-11-14T04:47:53.6Z,3,REGULAR,rebound,defensive,[],202339,,,1610612746,76,45,2021-11-14T04:47:54Z,3430000,,,0,,E. Bledsoe REBOUND (Off:0 Def:3),[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,344.0,3.0,3.0,0.0,,,,,,,,,,
346,PT10M14.00S,2021-11-14T04:48:01.8Z,3,REGULAR,3pt,Jump Shot,[],202704,8.196452036793687,95.34313725490196,1610612746,76,45,2021-11-14T04:48:07Z,3440000,-227.0,25.0,1,left,MISS R. Jackson 3PT,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,22.8,Missed,,,,,,,,,,,,,,,
347,PT10M10.00S,2021-11-14T04:48:05.8Z,3,REGULAR,rebound,defensive,[],1630162,,,1610612750,76,45,2021-11-14T04:48:07Z,3450000,,,0,,A. Edwards REBOUND (Off:1 Def:5),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,346.0,6.0,5.0,1.0,,,,,,,,,,
348,PT10M02.00S,2021-11-14T04:48:16.6Z,3,REGULAR,turnover,bad pass,[],1630162,,,1610612750,76,45,2021-11-14T04:48:31Z,3460000,,,0,,A. Edwards bad pass TURNOVER (3 TO),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,3.0,,,,,,,,,,,,,,,,,,,
349,PT10M02.00S,2021-11-14T04:48:23.5Z,3,REGULAR,foul,personal,[],1626157,,,1610612746,76,45,2021-11-14T04:48:28Z,3470000,,,0,,K. Towns loose ball personal FOUL (1 PF),"[1626157, 201587]",1610612750.0,MIN,loose ball,,,Towns,K. Towns,,,,,,,,,,,,,,,,,202007.0,1.0,0.0,Batum,201587.0,,,
559,PT09M51.00S,2021-11-14T04:48:49.2Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1627826,6.750985545335084,47.549019607843135,1610612746,76,45,2021-11-14T05:23:57Z,3495000,12.0,11.0,1,left,MISS I. Zubac DUNK,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,1.65,Missed,,,,,,,,,,,,,,,
560,PT09M50.00S,2021-11-14T04:48:50.2Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612746,76,45,2021-11-14T05:23:57Z,3502500,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,,,,559.0,,,,,,,,,,,,,
353,PT09M49.00S,2021-11-14T04:49:14.9Z,3,REGULAR,turnover,illegal assist,[],1627826,,,1610612746,76,45,2021-11-14T04:49:41Z,3510000,,,0,,I. Zubac illegal assist TURNOVER (1 TO),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,1.0,,,,,,,,,,,,202007.0,,,,,,,
354,PT09M32.00S,2021-11-14T04:49:22.2Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1626156,66.93495400788436,43.13725490196079,1610612750,76,48,2021-11-14T04:49:26Z,3520000,-34.0,258.0,1,right,D. Russell 26' 3PT  (7 PTS),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,26.06,Made,7.0,,,,,,,,,,,,,,
355,PT09M16.00S,2021-11-14T04:49:38.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202331,6.619579500657039,51.470588235294116,1610612746,78,48,2021-11-14T04:49:44Z,3530000,-7.0,10.0,1,left,P. George driving Layup (17 PTS),[202331],1610612746.0,LAC,driving,,,George,P. George,,,,,,,,1.22,Made,17.0,,,,,,,,,,,,,,
356,PT08M59.00S,2021-11-14T04:49:56.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,92.16491458607096,53.92156862745098,1610612750,78,50,2021-11-14T04:50:00Z,3540000,20.0,21.0,1,right,A. Edwards driving Layup (14 PTS),[1630162],1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,,,,2.88,Made,14.0,,,,,,,,,,,,,,
357,PT08M48.00S,2021-11-14T04:50:06.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202331,11.087385019710908,53.92156862745098,1610612746,78,50,2021-11-14T04:50:11Z,3550000,-20.0,52.0,1,left,MISS P. George driving Layup - blocked,"[202331, 1629020]",1610612746.0,LAC,driving,,,George,P. George,,,,,,,,5.53,Missed,,,,,,Vanderbilt,1629020.0,,,,,,,,
358,PT08M48.00S,2021-11-14T04:50:06.3Z,3,REGULAR,block,,[],1629020,,,1610612746,78,50,2021-11-14T04:50:08Z,3560000,,,0,,J. Vanderbilt BLOCK (1 BLK),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,
359,PT08M45.00S,2021-11-14T04:50:09.3Z,3,REGULAR,rebound,offensive,[],202331,,,1610612746,78,50,2021-11-14T04:50:11Z,3570000,,,0,,P. George REBOUND (Off:1 Def:8),[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,357.0,9.0,8.0,1.0,,,,,,,,,,
