actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
624,PT03M58.00S,2021-12-14T05:44:54.1Z,4,REGULAR,rebound,offensive,[],1627826,,,1610612746,100,81,2021-12-14T05:44:56Z,6130000,,,0,,I. Zubac REBOUND (Off:4 Def:1),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,623.0,5.0,1.0,4.0,,,,,,,,,,,,,,,
625,PT03M58.00S,2021-12-14T05:44:57.7Z,4,REGULAR,foul,personal,[],101108,,,1610612746,100,81,2021-12-14T05:45:02Z,6140000,,,0,,C. Paul personal FOUL (3 PF),"[101108, 1627826]",1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,1363.0,,,,,3.0,1.0,Zubac,1627826.0,
627,PT03M58.00S,2021-12-14T05:45:18.9Z,4,REGULAR,substitution,out,[],1628379,,,1610612746,100,81,2021-12-14T05:45:32Z,6160000,,,0,,SUB out: L. Kennard,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,
628,PT03M58.00S,2021-12-14T05:45:18.9Z,4,REGULAR,substitution,out,[],202694,,,1610612746,100,81,2021-12-14T05:45:32Z,6170000,,,0,,SUB out: M. Morris Sr.,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,,,,,,,,,,,
629,PT03M58.00S,2021-12-14T05:45:18.9Z,4,REGULAR,substitution,in,[],1626159,,,1610612746,100,81,2021-12-14T05:45:32Z,6180000,,,0,,SUB in: J. Winslow,[1626159],1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,,,,,,,,,,,,,,,,,,,,,
630,PT03M58.00S,2021-12-14T05:45:18.9Z,4,REGULAR,substitution,in,[],1630527,,,1610612746,100,81,2021-12-14T05:45:32Z,6190000,,,0,,SUB in: B. Boston Jr.,[1630527],1610612746.0,LAC,,,,Boston Jr.,B. Boston Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
631,PT03M51.00S,2021-12-14T05:45:49.9Z,4,REGULAR,turnover,lost ball,[],1627826,,,1610612746,100,81,2021-12-14T05:45:53Z,6200000,,,0,,I. Zubac lost ball TURNOVER (4 TO),"[1627826, 1629661]",1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,4.0,Johnson,1629661.0,,,,,,,,,,,,
632,PT03M51.00S,2021-12-14T05:45:49.9Z,4,REGULAR,steal,,[],1629661,,,1610612756,100,81,2021-12-14T05:45:52Z,6210000,,,0,,C. Johnson STEAL (3 STL),[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
633,PT03M45.00S,2021-12-14T05:45:55.1Z,4,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1628969,13.32128777923785,97.54901960784314,1610612756,100,84,2021-12-14T05:49:40Z,6220000,-238.0,73.0,1,left,M. Bridges 24' 3PT running (16 PTS) (C. Johnson 1 AST),"[1628969, 1629661]",1610612756.0,PHX,running,,,Bridges,M. Bridges,,,,,24.86,Made,,,,,,,,,,,16.0,C. Johnson,1629661.0,1.0,,,,,
635,PT03M23.00S,2021-12-14T05:46:18.7Z,4,REGULAR,3pt,Jump Shot,[],202339,67.7233902759527,48.28431372549019,1610612746,100,84,2021-12-14T05:46:22Z,6240000,-9.0,251.0,1,right,MISS E. Bledsoe 25' 3PT,[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,25.1,Missed,,,,,,,,,,,,,,,,,,,
636,PT03M19.00S,2021-12-14T05:46:22.7Z,4,REGULAR,rebound,defensive,[],101108,,,1610612756,100,84,2021-12-14T05:46:22Z,6250000,,,0,,C. Paul REBOUND (Off:0 Def:2),[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,635.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
637,PT03M12.00S,2021-12-14T05:46:28.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],101108,17.920499342969777,50.49019607843137,1610612756,100,84,2021-12-14T05:46:32Z,6260000,-2.0,116.0,1,left,MISS C. Paul 11' pullup Shot,[101108],1610612756.0,PHX,pullup,,,Paul,C. Paul,,,,,11.6,Missed,,,,,,,,,,,,,,,,,,,
638,PT03M08.00S,2021-12-14T05:46:32.3Z,4,REGULAR,rebound,defensive,[],1629611,,,1610612746,100,84,2021-12-14T05:46:32Z,6270000,,,0,,T. Mann REBOUND (Off:2 Def:7),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,637.0,9.0,7.0,2.0,,,,,,,,,,,,,,,
639,PT02M49.00S,2021-12-14T05:46:51.1Z,4,REGULAR,3pt,Jump Shot,[],202339,73.11103810775296,82.59803921568627,1610612746,103,84,2021-12-14T05:46:55Z,6280000,163.0,200.0,1,right,E. Bledsoe 25' 3PT  (10 PTS) (T. Mann 3 AST),"[202339, 1629611]",1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,25.82,Made,,,,,,,,,,,10.0,T. Mann,1629611.0,3.0,,,,,
641,PT02M38.00S,2021-12-14T05:47:10.0Z,4,REGULAR,timeout,full,['team'],0,,,1610612756,103,84,2021-12-14T05:47:10Z,6300000,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,PT02M38.00S,2021-12-14T05:48:21.1Z,4,REGULAR,substitution,out,[],202339,,,1610612756,103,84,2021-12-14T05:48:38Z,6310000,,,0,,SUB out: E. Bledsoe,[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,,,,,,,,,,,
643,PT02M38.00S,2021-12-14T05:48:21.1Z,4,REGULAR,substitution,out,[],1627826,,,1610612756,103,84,2021-12-14T05:48:38Z,6320000,,,0,,SUB out: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,
644,PT02M38.00S,2021-12-14T05:48:21.1Z,4,REGULAR,substitution,out,[],201580,,,1610612756,103,84,2021-12-14T05:48:38Z,6330000,,,0,,SUB out: J. McGee,[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,,,,,
645,PT02M38.00S,2021-12-14T05:48:21.1Z,4,REGULAR,substitution,out,[],101108,,,1610612756,103,84,2021-12-14T05:48:38Z,6340000,,,0,,SUB out: C. Paul,[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,
646,PT02M38.00S,2021-12-14T05:48:21.1Z,4,REGULAR,substitution,out,[],1626166,,,1610612756,103,84,2021-12-14T05:48:38Z,6350000,,,0,,SUB out: C. Payne,[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,
647,PT02M38.00S,2021-12-14T05:48:21.1Z,4,REGULAR,substitution,out,[],1628969,,,1610612756,103,84,2021-12-14T05:48:38Z,6360000,,,0,,SUB out: M. Bridges,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
648,PT02M38.00S,2021-12-14T05:48:21.1Z,4,REGULAR,substitution,in,[],1628392,,,1610612756,103,84,2021-12-14T05:48:38Z,6370000,,,0,,SUB in: I. Hartenstein,[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,
649,PT02M38.00S,2021-12-14T05:48:21.1Z,4,REGULAR,substitution,in,[],1630553,,,1610612756,103,84,2021-12-14T05:48:38Z,6380000,,,0,,SUB in: K. Johnson,[1630553],1610612746.0,LAC,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
650,PT02M38.00S,2021-12-14T05:48:21.1Z,4,REGULAR,substitution,in,[],1630688,,,1610612756,103,84,2021-12-14T05:48:38Z,6390000,,,0,,SUB in: I. Wainright,[1630688],1610612756.0,PHX,,,,Wainright,I. Wainright,,,,,,,,,,,,,,,,,,,,,,,,,
651,PT02M38.00S,2021-12-14T05:48:21.1Z,4,REGULAR,substitution,in,[],1628990,,,1610612756,103,84,2021-12-14T05:48:38Z,6400000,,,0,,SUB in: C. Hutchison,[1628990],1610612756.0,PHX,,,,Hutchison,C. Hutchison,,,,,,,,,,,,,,,,,,,,,,,,,
652,PT02M38.00S,2021-12-14T05:48:21.1Z,4,REGULAR,substitution,in,[],203901,,,1610612756,103,84,2021-12-14T05:48:38Z,6410000,,,0,,SUB in: E. Payton,[203901],1610612756.0,PHX,,,,Payton,E. Payton,,,,,,,,,,,,,,,,,,,,,,,,,
653,PT02M38.00S,2021-12-14T05:48:21.1Z,4,REGULAR,substitution,in,[],1629013,,,1610612756,103,84,2021-12-14T05:48:38Z,6420000,,,0,,SUB in: L. Shamet,[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,
654,PT02M32.00S,2021-12-14T05:48:48.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203901,12.927069645203687,45.34313725490197,1610612756,103,84,2021-12-14T05:51:30Z,6430000,23.0,69.0,1,left,MISS E. Payton 7' driving floating Shot,[203901],1610612756.0,PHX,driving floating,,,Payton,E. Payton,,,,,7.28,Missed,,,,,,,,,,,,,,,,,,,
655,PT02M28.00S,2021-12-14T05:48:52.6Z,4,REGULAR,rebound,defensive,[],1630527,,,1610612746,103,84,2021-12-14T05:51:30Z,6440000,,,0,,B. Boston Jr. REBOUND (Off:0 Def:3),[1630527],1610612746.0,LAC,,,,Boston Jr.,B. Boston Jr.,,,,,,,654.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
656,PT02M18.00S,2021-12-14T05:49:02.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630527,92.69053876478318,54.411764705882355,1610612746,103,84,2021-12-14T05:49:07Z,6450000,22.0,16.0,1,right,MISS B. Boston Jr. driving Layup,[1630527],1610612746.0,LAC,driving,,,Boston Jr.,B. Boston Jr.,,,,,2.74,Missed,,,,,,,,,,,,,,,,,,,
657,PT02M14.00S,2021-12-14T05:49:06.9Z,4,REGULAR,rebound,offensive,[],1628392,,,1610612746,103,84,2021-12-14T05:49:07Z,6460000,,,0,,I. Hartenstein REBOUND (Off:1 Def:4),[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,656.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
658,PT02M14.00S,2021-12-14T05:49:05.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628392,94.40999984741211,50.0,1610612746,105,84,2021-12-14T05:49:05Z,6470000,0.0,0.0,1,right,I. Hartenstein tip Layup (12 PTS),[1628392],1610612746.0,LAC,tip,,,Hartenstein,I. Hartenstein,,,,,0.0,Made,,,,,,,,,,,12.0,,,,,,,,
659,PT02M07.00S,2021-12-14T05:49:12.6Z,4,REGULAR,3pt,Jump Shot,[],1629661,29.09001314060447,24.509803921568633,1610612756,105,87,2021-12-14T05:49:16Z,6480000,127.0,221.0,1,left,C. Johnson 25' 3PT  (17 PTS) (E. Payton 4 AST),"[1629661, 203901]",1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,25.51,Made,,,,,,,,,,,17.0,E. Payton,203901.0,4.0,,,,,
661,PT01M56.00S,2021-12-14T05:49:25.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629611,93.47897503285151,48.28431372549019,1610612746,107,87,2021-12-14T05:52:16Z,6500000,-9.0,9.0,1,right,T. Mann cutting finger roll Layup (15 PTS) (I. Hartenstein 5 AST),"[1629611, 1628392]",1610612746.0,LAC,cutting finger roll,,,Mann,T. Mann,,,,,1.23,Made,,,,,,,,,,,15.0,I. Hartenstein,1628392.0,5.0,,,,,
663,PT01M41.00S,2021-12-14T05:49:41.4Z,4,REGULAR,3pt,Jump Shot,[],1630688,28.695795006570307,76.47058823529412,1610612756,107,90,2021-12-14T05:49:57Z,6520000,-132.0,217.0,1,left,I. Wainright 25' 3PT  (8 PTS) (E. Payton 5 AST),"[1630688, 203901]",1610612756.0,PHX,,,,Wainright,I. Wainright,,,,,25.44,Made,,,,,,,,,,,8.0,E. Payton,203901.0,5.0,,,,,
665,PT01M26.00S,2021-12-14T05:50:01.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630553,86.51445466491458,51.22549019607843,1610612746,109,90,2021-12-14T05:52:59Z,6540000,6.0,74.0,1,right,K. Johnson 7' driving floating Jump Shot (2 PTS) (I. Hartenstein 6 AST),"[1630553, 1628392]",1610612746.0,LAC,driving floating,,,Johnson,K. Johnson,,,,,7.45,Made,,,,,,,,,,,2.0,I. Hartenstein,1628392.0,6.0,,,,,
666,PT01M20.00S,2021-12-14T05:50:13.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203901,6.093955321944804,47.05882352941176,1610612756,109,92,2021-12-14T05:53:19Z,6550000,15.0,5.0,1,left,E. Payton driving finger roll Layup (5 PTS),[203901],1610612756.0,PHX,driving finger roll,,,Payton,E. Payton,,,,,1.55,Made,,,,,,,,,,,5.0,,,,,,,,
668,PT01M10.00S,2021-12-14T05:50:27.1Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1629611,93.34756898817345,47.79411764705882,1610612746,111,92,2021-12-14T05:50:37Z,6560000,-11.0,10.0,1,right,T. Mann driving reverse DUNK (17 PTS) (I. Hartenstein 7 AST),"[1629611, 1628392]",1610612746.0,LAC,driving reverse,,,Mann,T. Mann,,,,,1.49,Made,,,,,,,,,,,17.0,I. Hartenstein,1628392.0,7.0,,,,,
670,PT01M00.00S,2021-12-14T05:50:40.7Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628392,,,1610612756,111,92,2021-12-14T05:50:46Z,6580000,,,0,,I. Hartenstein shooting personal FOUL (4 PF) (Hutchison 2 FT),"[1628392, 1628990]",1610612746.0,LAC,shooting,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,1363.0,,,,,4.0,0.0,Hutchison,1628990.0,
672,PT01M00.00S,2021-12-14T05:51:16.4Z,4,REGULAR,freethrow,1 of 2,[],1628990,,,1610612756,111,93,2021-12-14T05:51:16Z,6600000,,,0,,C. Hutchison Free Throw 1 of 2 (1 PTS),[1628990],1610612756.0,PHX,,,,Hutchison,C. Hutchison,,,,,,Made,,,,,,,,,,,1.0,,,,,,,,
673,PT01M00.00S,2021-12-14T05:51:29.3Z,4,REGULAR,freethrow,2 of 2,[],1628990,,,1610612756,111,94,2021-12-14T05:51:29Z,6610000,,,0,,C. Hutchison Free Throw 2 of 2 (2 PTS),[1628990],1610612756.0,PHX,,,,Hutchison,C. Hutchison,,,,,,Made,,,,,,,,,,,2.0,,,,,,,,
674,PT00M41.80S,2021-12-14T05:51:48.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630553,93.2161629434954,43.38235294117647,1610612746,111,94,2021-12-14T05:51:53Z,6620000,-33.0,11.0,1,right,MISS K. Johnson finger roll Layup,[1630553],1610612746.0,LAC,finger roll,,,Johnson,K. Johnson,,,,,3.5,Missed,,,,,,,,,,,,,,,,,,,
675,PT00M39.40S,2021-12-14T05:51:51.1Z,4,REGULAR,rebound,defensive,[],1630688,,,1610612756,111,94,2021-12-14T05:51:51Z,6630000,,,0,,I. Wainright REBOUND (Off:2 Def:4),[1630688],1610612756.0,PHX,,,,Wainright,I. Wainright,,,,,,,674.0,6.0,4.0,2.0,,,,,,,,,,,,,,,
676,PT00M30.80S,2021-12-14T05:52:05.0Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628392,,,1610612756,111,94,2021-12-14T05:52:25Z,6640000,,,0,,I. Hartenstein personal FOUL (5 PF) (Payton 2 FT),"[1628392, 203901]",1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,201640.0,,,,,5.0,0.0,Payton,203901.0,
678,PT00M30.80S,2021-12-14T05:52:25.9Z,4,REGULAR,freethrow,1 of 2,[],203901,,,1610612756,111,94,2021-12-14T05:52:26Z,6660000,,,0,,MISS E. Payton Free Throw 1 of 2,[203901],1610612756.0,PHX,,,,Payton,E. Payton,,,,,,Missed,,,,,,,,,,,,,,,,,,,
679,PT00M30.80S,2021-12-14T05:52:25.9Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612756,111,94,2021-12-14T05:52:26Z,6670000,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,678.0,,,,,,,,,,,,,,,,,,
680,PT00M30.80S,2021-12-14T05:52:39.3Z,4,REGULAR,freethrow,2 of 2,[],203901,,,1610612756,111,95,2021-12-14T05:52:39Z,6680000,,,0,,E. Payton Free Throw 2 of 2 (6 PTS),[203901],1610612756.0,PHX,,,,Payton,E. Payton,,,,,,Made,,,,,,,,,,,6.0,,,,,,,,
681,PT00M06.80S,2021-12-14T05:53:09.3Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612746,111,95,2021-12-14T05:53:18Z,6690000,,,0,,LAC shot clock Team TURNOVER,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,1363.0,,,,,,,,,
682,PT00M00.00S,2021-12-14T05:53:25.4Z,4,REGULAR,period,end,[],0,,,1610612756,111,95,2021-12-14T05:53:25Z,6700000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
683,PT00M00.00S,2021-12-14T05:54:57.5Z,4,REGULAR,game,end,[],0,,,0,111,95,2021-12-14T05:54:57Z,6710000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
